Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
,Andrey Rublev,RUS,2,471,73.5%,17.6%,19,8.6%,5,2.3%,59.0%,64.9%,57.1%,61.7%,22,59.1%,39.4%,31,19.4%,49.9%,1.03,4:30
,Thomas Fabbiano,ITA,3,830,91.4%,14.7%,12,2.9%,11,2.7%,68.4%,75.5%,57.7%,69.9%,21,71.4%,31.1%,30,33.3%,50.4%,1.03,8:49
,Grigor Dimitrov,BUL,1,294,70.8%,27.3%,12,8.2%,3,2.0%,68.7%,66.3%,47.8%,60.5%,19,63.2%,40.1%,12,50.0%,50.3%,1.02,2:58
30,Kyle Edmund,GBR,2,500,80.0%,26.2%,9,3.5%,6,2.3%,67.8%,72.0%,47.0%,64.0%,21,61.9%,36.4%,23,47.8%,50.6%,1.01,5:58
,Damir Dzumhur,BIH,1,313,76.0%,25.0%,7,4.6%,3,2.0%,71.2%,64.2%,59.1%,62.7%,16,62.5%,36.9%,12,50.0%,49.5%,0.99,3:06
10,Karen Khachanov,RUS,3,711,83.9%,15.0%,37,10.6%,16,4.6%,64.3%,75.6%,51.2%,66.9%,33,72.7%,32.7%,25,36.0%,49.5%,0.99,7:45
26,Guido Pella,ARG,5,1393,86.6%,16.7%,35,4.8%,16,2.2%,69.7%,72.9%,50.2%,66.0%,62,75.8%,33.3%,63,28.6%,50.5%,0.98,15:54
28,Benoit Paire,FRA,4,901,85.9%,11.3%,64,13.8%,32,6.9%,55.3%,78.1%,50.7%,65.9%,29,65.5%,33.3%,29,27.6%,50.1%,0.98,8:57
Q,Alexei Popyrin,AUS,2,438,80.6%,16.2%,21,9.6%,5,2.3%,63.0%,76.8%,45.7%,65.3%,16,56.3%,33.8%,19,31.6%,49.5%,0.97,4:24
,Denis Kudla,USA,2,315,72.0%,26.9%,12,8.2%,6,4.1%,63.0%,66.3%,50.0%,60.3%,13,46.2%,37.9%,16,43.8%,48.3%,0.95,3:13
,Frances Tiafoe,USA,1,314,76.0%,19.2%,13,8.6%,3,2.0%,67.1%,65.7%,56.0%,62.5%,9,33.3%,35.8%,8,62.5%,48.7%,0.95,3:23
12,Fabio Fognini,ITA,3,881,80.6%,17.6%,22,4.9%,17,3.8%,61.8%,69.0%,54.4%,63.4%,32,59.4%,34.9%,25,48.0%,49.4%,0.95,9:29
9,John Isner,USA,2,483,90.0%,7.1%,63,25.7%,4,1.6%,75.5%,76.2%,53.3%,70.6%,11,63.6%,27.7%,11,27.3%,49.5%,0.94,5:04
,Marcos Baghdatis,CYP,2,343,81.5%,20.0%,8,4.8%,10,6.0%,53.9%,80.0%,46.8%,64.7%,15,66.7%,33.0%,17,35.3%,48.4%,0.93,3:38
13,Marin Cilic,CRO,2,427,87.9%,6.3%,25,11.1%,14,6.2%,56.6%,82.8%,46.9%,67.3%,14,71.4%,30.3%,20,10.0%,49.9%,0.93,5:00
,Steve Darcis,BEL,2,345,80.0%,19.2%,10,5.6%,2,1.1%,62.6%,70.5%,43.3%,60.3%,22,77.3%,36.7%,11,45.5%,49.0%,0.93,3:23
,Yoshihito Nishioka,JPN,1,330,73.1%,12.0%,4,2.6%,2,1.3%,64.1%,64.0%,57.1%,61.5%,14,50.0%,35.6%,17,17.6%,47.9%,0.93,3:56
18,Nikoloz Basilashvili,GEO,2,546,73.2%,17.1%,10,3.8%,10,3.8%,63.0%,65.9%,50.0%,60.0%,27,59.3%,37.4%,24,29.2%,48.4%,0.93,5:54
,Filip Krajinovic,SRB,1,257,78.9%,10.0%,4,3.7%,3,2.8%,66.1%,68.1%,48.6%,61.5%,7,42.9%,35.8%,10,20.0%,46.7%,0.93,2:35
Q,Soon Woo Kwon,KOR,1,291,78.3%,18.2%,6,4.2%,5,3.5%,63.9%,71.7%,46.2%,62.5%,15,66.7%,34.7%,12,33.3%,48.5%,0.93,3:08
Q,Corentin Moutet,FRA,2,556,72.5%,20.9%,6,2.2%,20,7.4%,67.8%,67.2%,42.5%,59.3%,25,56.0%,37.8%,33,27.3%,48.2%,0.93,6:00
,Juan Ignacio Londero,ARG,1,278,81.0%,13.6%,5,3.8%,5,3.8%,68.9%,68.1%,46.3%,61.4%,9,55.6%,35.6%,10,30.0%,47.8%,0.92,2:48
29,Denis Shapovalov,CAN,1,203,86.7%,0.0%,10,11.4%,6,6.8%,55.7%,71.4%,59.0%,65.9%,5,60.0%,31.3%,5,0.0%,46.3%,0.92,2:08
16,Gael Monfils,FRA,1,317,75.0%,17.4%,11,6.7%,8,4.9%,66.5%,67.9%,41.8%,59.1%,16,62.5%,37.3%,15,26.7%,48.6%,0.91,3:18
,Ricardas Berankis,LTU,2,374,87.5%,9.7%,4,2.0%,7,3.5%,56.1%,73.0%,60.9%,67.7%,12,66.7%,29.0%,9,33.3%,49.5%,0.90,3:54
,Cameron Norrie,GBR,2,358,70.4%,25.9%,7,3.9%,11,6.2%,62.9%,67.9%,39.4%,57.3%,20,60.0%,38.3%,17,41.2%,47.8%,0.90,3:52
,Pablo Cuevas,URU,2,573,80.0%,17.0%,20,6.6%,14,4.6%,56.4%,71.3%,54.5%,64.0%,25,64.0%,32.2%,21,38.1%,49.0%,0.90,6:03
Q,Noah Rubin,USA,1,259,71.4%,19.0%,5,4.0%,3,2.4%,60.5%,60.0%,61.2%,60.5%,12,50.0%,35.6%,11,36.4%,47.5%,0.90,2:44
,James Ward,GBR,1,335,80.8%,19.2%,19,10.6%,5,2.8%,62.8%,66.4%,50.7%,60.6%,16,68.8%,35.5%,11,45.5%,49.0%,0.90,3:28
,Marius Copil,ROU,1,260,81.8%,13.6%,19,15.0%,7,5.5%,65.4%,79.5%,43.2%,66.9%,8,50.0%,29.3%,6,50.0%,47.7%,0.89,2:54
31,Laslo Djere,SRB,2,462,70.6%,11.8%,19,8.0%,11,4.6%,58.2%,70.3%,46.5%,60.3%,23,56.5%,35.1%,15,26.7%,48.1%,0.89,5:11
7,Stefanos Tsitsipas,GRE,1,316,81.5%,8.3%,11,6.7%,7,4.3%,57.9%,74.7%,56.5%,67.1%,11,54.5%,28.9%,10,20.0%,48.7%,0.88,3:23
,Steve Johnson,USA,3,647,83.3%,14.3%,28,7.7%,15,4.1%,60.3%,74.4%,47.9%,63.9%,28,67.9%,31.7%,16,43.8%,49.8%,0.88,7:03
,Dominik Koepfer,GER,2,445,75.8%,15.2%,20,7.9%,13,5.1%,56.7%,75.7%,37.3%,59.1%,25,68.0%,35.6%,11,45.5%,49.0%,0.87,4:28
Q,Gregoire Barrere,FRA,2,407,76.5%,21.2%,4,1.9%,16,7.7%,58.7%,63.9%,54.7%,60.1%,16,50.0%,34.2%,15,46.7%,47.4%,0.86,3:28
,Adrian Mannarino,FRA,1,232,88.2%,5.6%,13,11.5%,4,3.5%,60.2%,76.5%,51.1%,66.4%,8,75.0%,28.6%,5,20.0%,47.0%,0.85,2:48
,Janko Tipsarevic,SRB,2,579,84.4%,15.2%,20,6.4%,7,2.2%,64.7%,69.8%,50.9%,63.1%,25,72.0%,31.5%,15,46.7%,48.5%,0.85,6:55
,Reilly Opelka,USA,3,648,87.0%,15.5%,47,13.9%,10,3.0%,68.5%,69.7%,59.4%,66.5%,28,75.0%,28.3%,29,31.0%,48.1%,0.84,6:43
,Matthew Ebden,AUS,1,221,61.1%,22.2%,12,10.3%,8,6.8%,66.7%,66.7%,41.0%,58.1%,14,50.0%,34.6%,7,57.1%,47.1%,0.83,2:09
,Guido Andreozzi,ARG,1,271,86.4%,13.6%,5,3.5%,6,4.2%,66.2%,72.3%,45.8%,63.4%,7,57.1%,30.2%,7,42.9%,47.6%,0.83,3:04
,Nick Kyrgios,AUS,2,548,80.9%,13.3%,52,18.1%,9,3.1%,68.6%,72.1%,47.8%,64.5%,19,52.6%,29.5%,10,60.0%,47.8%,0.83,6:30
,Jay Clarke,GBR,2,418,76.5%,16.7%,16,7.2%,14,6.3%,53.8%,68.1%,53.9%,61.5%,16,50.0%,31.0%,14,42.9%,47.1%,0.81,4:21
,Alexander Bublik,KAZ,1,228,63.2%,22.2%,21,16.7%,14,11.1%,59.5%,72.0%,33.3%,56.3%,15,53.3%,35.3%,7,57.1%,46.9%,0.81,1:51
Q,Salvatore Caruso,ITA,1,217,53.3%,20.0%,1,0.9%,3,2.8%,61.7%,53.0%,41.5%,48.6%,11,36.4%,40.9%,13,23.1%,44.7%,0.80,2:32
,Casper Ruud,NOR,1,183,87.5%,0.0%,7,7.9%,9,10.1%,69.7%,80.6%,51.9%,71.9%,3,33.3%,22.3%,2,0.0%,46.4%,0.80,1:58
6,Alexander Zverev,GER,1,231,75.0%,5.3%,24,21.2%,4,3.5%,68.1%,74.0%,38.9%,62.8%,8,37.5%,29.7%,7,14.3%,45.9%,0.80,2:31
,Roberto Carballes Baena,ESP,1,203,68.8%,11.8%,2,2.0%,1,1.0%,61.0%,68.9%,38.5%,57.0%,14,64.3%,34.0%,6,33.3%,45.3%,0.79,2:04
5,Dominic Thiem,AUT,1,246,81.0%,0.0%,15,13.5%,3,2.7%,61.3%,75.0%,51.2%,65.8%,4,0.0%,26.7%,6,0.0%,44.3%,0.78,2:29
,Mischa Zverev,GER,1,193,64.3%,7.1%,7,7.5%,4,4.3%,59.1%,67.3%,39.5%,55.9%,11,54.5%,34.0%,12,8.3%,44.6%,0.77,1:50
,Tomas Berdych,CZE,1,171,71.4%,6.7%,4,4.7%,2,2.4%,56.5%,79.2%,43.2%,63.5%,8,50.0%,27.9%,7,14.3%,45.6%,0.77,1:34
Q,Yasutaka Uchiyama,JPN,1,199,66.7%,16.7%,5,4.9%,1,1.0%,57.3%,64.4%,47.7%,57.3%,12,50.0%,32.3%,4,75.0%,45.2%,0.76,2:11
Q,Dennis Novak,AUT,1,238,60.0%,30.0%,1,0.7%,3,2.2%,62.5%,58.8%,47.1%,54.4%,19,57.9%,34.3%,7,85.7%,45.8%,0.75,2:34
,Marco Cecchinato,ITA,1,200,64.3%,6.7%,5,5.3%,3,3.2%,66.3%,63.5%,43.8%,56.8%,8,37.5%,32.4%,8,12.5%,44.0%,0.75,2:02
,Jaume Munar,ESP,1,199,66.7%,13.3%,7,7.3%,3,3.1%,63.5%,68.9%,37.1%,57.3%,15,66.7%,32.0%,8,25.0%,44.2%,0.75,2:15
Q,Thiago Monteiro,BRA,1,193,81.3%,5.9%,8,7.8%,1,1.0%,69.9%,68.1%,51.6%,63.1%,7,57.1%,27.8%,1,100.0%,46.6%,0.75,2:10
,Vasek Pospisil,CAN,1,236,70.0%,10.5%,9,7.1%,3,2.4%,65.1%,68.3%,43.2%,59.5%,12,50.0%,30.0%,6,33.3%,45.8%,0.74,2:47
,Denis Istomin,UZB,1,214,64.3%,7.1%,4,3.4%,5,4.2%,61.3%,60.3%,45.7%,54.6%,15,66.7%,33.7%,8,12.5%,45.3%,0.74,2:04
,Richard Gasquet,FRA,1,194,71.4%,6.3%,11,11.7%,4,4.3%,57.4%,66.7%,45.0%,57.4%,11,63.6%,31.0%,6,16.7%,43.8%,0.73,1:48
,Federico Delbonis,ARG,1,204,86.7%,0.0%,6,5.6%,6,5.6%,52.3%,76.8%,47.1%,62.6%,13,84.6%,26.8%,2,0.0%,45.6%,0.72,2:14
LL,Brayden Schnur,CAN,1,180,64.3%,7.1%,7,7.2%,4,4.1%,64.9%,61.9%,47.1%,56.7%,16,68.8%,31.3%,7,14.3%,45.0%,0.72,1:56
,Cristian Garin,CHI,1,289,71.4%,19.0%,8,4.7%,5,2.9%,58.5%,64.0%,42.3%,55.0%,26,76.9%,32.2%,9,44.4%,45.7%,0.72,2:54
,Hugo Dellien,BOL,1,164,69.2%,0.0%,2,2.7%,1,1.4%,67.6%,66.0%,50.0%,60.8%,6,33.3%,27.8%,6,0.0%,42.7%,0.71,1:39
,Radu Albot,MDA,1,158,64.3%,0.0%,5,6.5%,1,1.3%,63.6%,71.4%,39.3%,59.7%,7,28.6%,28.4%,3,0.0%,43.7%,0.71,1:28
32,Dusan Lajovic,SRB,1,267,84.2%,5.0%,2,1.3%,2,1.3%,65.8%,63.3%,56.9%,61.1%,15,80.0%,27.1%,8,12.5%,46.1%,0.70,2:34
Q,Kamil Majchrzak,POL,1,170,73.3%,6.7%,5,5.6%,3,3.4%,59.6%,71.7%,52.8%,64.0%,13,69.2%,24.7%,3,33.3%,45.3%,0.69,1:48
,Lorenzo Sonego,ITA,1,217,75.0%,11.8%,8,6.6%,0,0.0%,72.1%,67.0%,38.2%,59.0%,19,78.9%,28.4%,7,28.6%,45.6%,0.69,2:36
,Cedrik Marcel Stebe,GER,1,180,62.5%,7.7%,2,2.1%,5,5.3%,61.7%,58.6%,55.6%,57.4%,16,62.5%,29.1%,6,16.7%,43.9%,0.68,1:48
,Aljaz Bedene,SLO,1,263,78.9%,10.0%,7,4.6%,6,4.0%,58.9%,68.5%,43.5%,58.3%,14,71.4%,28.6%,8,25.0%,45.6%,0.68,2:56
,Bradley Klahn,USA,1,170,80.0%,0.0%,6,6.5%,3,3.3%,55.4%,70.6%,58.5%,65.2%,8,62.5%,23.1%,0,-,45.9%,0.66,1:50
,Paul Jubb,GBR,1,229,50.0%,10.5%,2,1.7%,3,2.6%,58.1%,64.7%,36.7%,53.0%,14,42.9%,31.3%,3,66.7%,42.4%,0.66,2:16
,Pablo Andujar,ESP,1,179,69.2%,0.0%,2,2.2%,3,3.3%,70.7%,61.5%,40.7%,55.4%,10,60.0%,28.7%,3,0.0%,42.5%,0.64,1:57
Q,Yuichi Sugita,JPN,1,162,50.0%,7.7%,4,5.0%,2,2.5%,65.0%,53.8%,50.0%,52.5%,15,60.0%,30.5%,5,20.0%,41.4%,0.64,2:01
,Nicolas Jarry,CHI,1,232,64.7%,5.0%,23,19.0%,4,3.3%,61.2%,74.3%,36.2%,59.5%,13,53.8%,24.3%,2,50.0%,42.7%,0.60,2:23
,Albert Ramos,ESP,1,172,69.2%,0.0%,3,3.4%,0,0.0%,66.3%,64.4%,43.3%,57.3%,11,63.6%,25.3%,4,0.0%,41.9%,0.59,1:52
,Ernests Gulbis,LAT,1,198,61.5%,6.7%,2,1.9%,6,5.6%,53.7%,69.0%,38.0%,54.6%,17,70.6%,26.7%,3,33.3%,41.9%,0.59,2:17
,Martin Klizan,SVK,1,219,64.7%,11.8%,9,7.2%,10,8.0%,62.4%,66.7%,36.2%,55.2%,18,66.7%,26.6%,7,28.6%,42.9%,0.59,2:19
Q,Andrea Arnaboldi,ITA,1,172,87.5%,0.0%,8,9.0%,4,4.5%,53.9%,79.2%,61.0%,70.8%,4,50.0%,16.9%,0,-,44.8%,0.58,1:41
,Prajnesh Gunneswaran,IND,1,178,80.0%,0.0%,5,5.4%,2,2.2%,66.7%,67.7%,48.4%,61.3%,7,57.1%,22.4%,2,0.0%,42.7%,0.58,1:48
,Philipp Kohlschreiber,GER,1,176,60.0%,13.3%,9,9.0%,3,3.0%,52.0%,61.5%,47.9%,55.0%,14,57.1%,25.0%,5,40.0%,42.0%,0.56,2:03
,Pablo Carreno Busta,ESP,1,196,68.8%,11.8%,1,0.9%,6,5.4%,60.4%,67.2%,38.6%,55.9%,17,70.6%,24.7%,3,66.7%,42.3%,0.56,1:53
,Peter Gojowczyk,GER,1,159,53.8%,7.7%,10,11.8%,3,3.5%,54.1%,71.7%,28.2%,51.8%,12,50.0%,27.0%,6,16.7%,40.3%,0.56,1:30
,Malek Jaziri,TUN,1,166,61.5%,0.0%,8,8.3%,4,4.2%,62.5%,63.3%,41.7%,55.2%,11,54.5%,24.3%,0,-,42.2%,0.54,1:40
,Pierre Hugues Herbert,FRA,1,161,69.2%,0.0%,4,4.9%,3,3.7%,67.1%,60.0%,51.9%,57.3%,7,42.9%,22.8%,7,0.0%,40.4%,0.53,1:46
,Paolo Lorenzi,ITA,1,204,88.2%,5.6%,3,2.7%,4,3.5%,61.1%,73.9%,50.0%,64.6%,13,84.6%,18.7%,1,100.0%,44.1%,0.53,2:08
Q,Ruben Bemelmans,BEL,1,156,58.3%,0.0%,1,1.2%,2,2.4%,61.4%,58.8%,46.9%,54.2%,11,54.5%,23.3%,0,-,39.7%,0.51,1:27
Q,Marcos Giron,USA,1,151,71.4%,0.0%,3,3.7%,2,2.4%,64.6%,62.3%,62.1%,62.2%,7,42.9%,18.8%,0,-,42.4%,0.50,1:34
,Jozef Kovalik,SVK,1,135,41.7%,0.0%,2,2.7%,9,12.2%,64.9%,58.3%,26.9%,47.3%,10,30.0%,24.6%,2,0.0%,37.0%,0.47,1:21
,Lloyd Harris,RSA,1,177,62.5%,6.3%,5,5.1%,3,3.0%,59.6%,62.7%,45.0%,55.6%,12,50.0%,20.5%,1,100.0%,40.1%,0.46,1:51
,Bernard Tomic,AUS,1,125,53.8%,0.0%,1,1.5%,1,1.5%,72.1%,57.1%,52.6%,55.9%,9,33.3%,15.8%,0,-,37.6%,0.36,0:58
,All Main Draw Players,,127.0,,82.4%,17.6%,,8.6%,,3.6%,63.1%,73.1%,51.8%,65.2%,,63.8%,34.8%,,36.2%,50.0%,1.00,
