Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Novak Djokovic[SRB] [yr|ev],d.,3,(2)Roger Federer[SUI] [yr|ev],7-6(5) 1-6 7-6(4) 4-6 13-12(3),0.87,4.6%,62.1%,74.3%,47.0%,6/13,12.3%,62.6%,78.7%,51.3%,5/8,4:57,1
SF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,22,(23)Roberto Bautista Agut[ESP] [yr|ev],6-2 4-6 6-3 6-2,1.20,7.8%,64.3%,77.0%,51.2%,4/5,4.7%,67.0%,67.6%,48.6%,3/8,2:49,1
SF,3,(2)Roger Federer[SUI] [yr|ev],d.,2,(3)Rafael Nadal[ESP] [yr|ev],7-6(3) 1-6 6-3 6-4,1.17,12.1%,68.1%,73.4%,62.2%,6/8,7.9%,63.8%,74.1%,47.8%,8/10,3:02,1
QF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,23,(21)David Goffin[BEL] [yr|ev],6-4 6-0 6-2,1.47,3.6%,59.0%,75.5%,50.0%,5/6,5.3%,44.7%,61.8%,38.1%,3/10,1:57,1
QF,22,(23)Roberto Bautista Agut[ESP] [yr|ev],d.,26,(26)Guido Pella[ARG] [yr|ev],7-5 6-4 3-6 6-3,1.18,3.0%,66.4%,70.8%,57.8%,11/13,10.1%,64.7%,68.9%,44.9%,12/16,3:07,9
QF,2,(3)Rafael Nadal[ESP] [yr|ev],d.,65,Sam Querrey[USA] [yr|ev],7-5 6-2 6-2,1.52,10.9%,59.8%,81.8%,54.1%,6/7,23.9%,60.9%,73.2%,27.8%,10/16,2:07,1
QF,3,(2)Roger Federer[SUI] [yr|ev],d.,7,(8)Kei Nishikori[JPN] [yr|ev],4-6 6-1 6-4 6-4,1.65,11.3%,66.0%,81.4%,58.3%,5/6,2.2%,57.2%,57.0%,55.9%,10/14,2:36,1
R16,1,(1)Novak Djokovic[SRB] [yr|ev],d.,66,Ugo Humbert[FRA] [yr|ev],6-3 6-2 6-3,2.16,4.5%,69.7%,78.3%,80.0%,0/0,7.1%,60.0%,64.7%,38.2%,4/9,1:42,1
R16,23,(21)David Goffin[BEL] [yr|ev],d.,37,Fernando Verdasco[ESP] [yr|ev],7-6(9) 2-6 6-3 6-4,1.16,6.8%,64.4%,78.9%,47.6%,2/5,13.1%,64.2%,71.6%,46.9%,10/13,2:59,7
R16,26,(26)Guido Pella[ARG] [yr|ev],d.,17,(15)Milos Raonic[CAN] [yr|ev],3-6 4-6 6-3 7-6(3) 8-6,0.86,3.6%,72.6%,72.1%,54.3%,10/13,21.6%,64.7%,82.8%,51.9%,9/12,3:42,20
