Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,18,(16)Thomas Johansson[SWE] [yr|ev],d.,11,(9)Marat Safin[RUS] [yr|ev],3-6 6-4 6-4 7-6(4),1.33,13.9%,55.7%,85.9%,52.9%,3/6,9.2%,63.4%,66.7%,53.8%,11/14,2:53,7
SF,11,(9)Marat Safin[RUS] [yr|ev],d.,9,(7)Tommy Haas[GER] [yr|ev],6-7(5) 7-6(4) 3-6 6-0 6-2,1.22,13.9%,50.0%,81.9%,54.2%,3/6,9.3%,43.8%,73.2%,51.6%,13/20,3:40,1
SF,18,(16)Thomas Johansson[SWE] [yr|ev],d.,24,(26)Jiri Novak[CZE] [yr|ev],7-6(5) 0-6 4-6 6-3 6-4,1.08,15.0%,59.8%,86.8%,41.2%,2/6,9.3%,70.8%,67.5%,61.7%,12/15,2:51,7
QF,9,(7)Tommy Haas[GER] [yr|ev],d.,48,Marcelo Rios[CHI] [yr|ev],7-6(2) 6-4 6-7(2) 7-6(5),1.17,13.8%,58.5%,80.6%,48.5%,10/13,9.8%,60.7%,71.4%,47.1%,9/13,3:17,2
QF,11,(9)Marat Safin[RUS] [yr|ev],d.,59,Wayne Ferreira[RSA] [yr|ev],5-2 RET,1.75,16.7%,66.7%,83.3%,50.0%,0/0,0.0%,68.6%,58.3%,36.4%,0/2,0:28,1
QF,24,(26)Jiri Novak[CZE] [yr|ev],d.,65,Stefan Koubek[AUT] [yr|ev],6-2 6-3 6-2,1.48,2.6%,71.4%,67.3%,40.9%,1/4,1.4%,59.7%,44.2%,34.5%,1/10,1:25,5
QF,18,(16)Thomas Johansson[SWE] [yr|ev],d.,64,Jonas Bjorkman[SWE] [yr|ev],6-0 2-6 6-3 6-4,1.26,13.2%,54.4%,77.4%,51.9%,8/11,7.3%,56.0%,68.9%,41.7%,11/17,2:35,7
R16,48,Marcelo Rios[CHI] [yr|ev],d.,27,(23)Nicolas Lapentti[ECU] [yr|ev],7-5 6-1 6-4,1.69,6.6%,61.8%,80.9%,62.1%,2/3,8.7%,59.8%,69.1%,35.1%,1/7,1:56,1
R16,9,(7)Tommy Haas[GER] [yr|ev],d.,12,(11)Roger Federer[SUI] [yr|ev],7-6(3) 4-6 3-6 6-4 8-6,1.05,6.4%,52.3%,73.3%,59.8%,6/10,14.3%,60.6%,74.5%,50.7%,11/14,3:35,2
R16,59,Wayne Ferreira[RSA] [yr|ev],d.,40,Albert Costa[ESP] [yr|ev],4-6 6-4 6-4 6-7(4) 9-7,1.13,14.1%,55.1%,80.4%,50.6%,12/15,6.8%,69.6%,67.7%,51.7%,14/19,4:10,6
R16,11,(9)Marat Safin[RUS] [yr|ev],d.,10,(8)Pete Sampras[USA] [yr|ev],6-2 6-4 6-7(5) 7-6(8),1.17,14.1%,44.9%,81.4%,57.0%,6/7,11.7%,61.3%,73.0%,46.0%,10/14,3:33,1
R16,24,(26)Jiri Novak[CZE] [yr|ev],d.,44,Dominik Hrbaty[SVK] [yr|ev],6-4 6-2 5-7 6-2,1.32,8.7%,71.8%,73.0%,48.3%,1/5,5.8%,58.3%,68.6%,36.0%,6/14,2:11,5
R16,65,Stefan Koubek[AUT] [yr|ev],d.,140,(Q)Fernando Gonzalez[CHI] [yr|ev],7-5 6-1 6-7(3) 6-2,1.49,11.1%,68.4%,72.5%,64.9%,5/7,10.2%,64.1%,64.6%,39.1%,7/14,2:19,20
R16,64,Jonas Bjorkman[SWE] [yr|ev],d.,8,(6)Tim Henman[GBR] [yr|ev],6-2 7-6(6) 6-4,1.25,6.7%,53.8%,80.4%,45.8%,4/6,3.5%,64.3%,56.8%,53.7%,13/18,2:48,4
R16,18,(16)Thomas Johansson[SWE] [yr|ev],d.,107,Adrian Voinea[ROU] [yr|ev],6-7(8) 6-2 6-0 6-4,1.38,11.6%,53.6%,70.0%,71.2%,1/2,9.3%,56.8%,71.6%,43.1%,4/11,2:27,7
R32,48,Marcelo Rios[CHI] [yr|ev],d.,39,Alberto Martin[ESP] [yr|ev],6-4 6-3 7-6(3),1.21,7.5%,46.7%,74.0%,57.9%,4/5,1.8%,64.5%,63.4%,48.7%,7/10,2:19,1
R32,27,(23)Nicolas Lapentti[ECU] [yr|ev],d.,47,Gaston Gaudio[ARG] [yr|ev],4-6 5-7 6-4 6-2 6-4,1.09,9.7%,60.0%,70.7%,43.9%,10/17,4.6%,57.2%,63.2%,47.7%,9/18,4:11,6
R32,12,(11)Roger Federer[SUI] [yr|ev],d.,41,Rainer Schuettler[GER] [yr|ev],7-6(6) 7-6(5) 6-4,1.30,6.7%,62.9%,75.8%,61.5%,0/2,2.5%,57.5%,71.0%,49.0%,4/7,2:17,1
R32,9,(7)Tommy Haas[GER] [yr|ev],d.,56,Todd Martin[USA] [yr|ev],6-7(8) 6-3 3-6 6-4 6-1,1.17,10.4%,53.9%,80.7%,53.5%,5/8,14.5%,55.4%,76.1%,45.9%,10/16,3:40,2
R32,40,Albert Costa[ESP] [yr|ev],d.,29,(25)Andrei Pavel[ROU] [yr|ev],7-6(4) 6-4 6-4,1.60,13.6%,73.9%,81.5%,65.2%,1/2,7.5%,70.1%,68.0%,53.1%,9/12,2:05,6
R32,59,Wayne Ferreira[RSA] [yr|ev],d.,37,Ivan Ljubicic[CRO] [yr|ev],4-6 4-6 7-6(3) 6-3 7-5,1.20,10.5%,54.9%,75.3%,57.5%,6/11,13.8%,54.1%,74.5%,44.6%,15/20,3:42,6
R32,11,(9)Marat Safin[RUS] [yr|ev],d.,58,Mikhail Youzhny[RUS] [yr|ev],6-4 6-4 6-4,1.52,15.0%,46.3%,83.8%,60.5%,2/4,0.0%,65.6%,65.1%,39.4%,3/8,1:45,1
R32,10,(8)Pete Sampras[USA] [yr|ev],d.,31,(30)Nicolas Escude[FRA] [yr|ev],7-6(5) 5-7 6-4 6-7(6) 6-3,0.99,18.5%,59.0%,78.1%,50.7%,8/11,6.9%,57.8%,73.0%,58.9%,8/12,3:50,1
R32,24,(26)Jiri Novak[CZE] [yr|ev],d.,61,Francisco Clavet[ESP] [yr|ev],6-3 6-4 6-1,1.48,5.7%,73.6%,67.2%,69.6%,3/4,1.2%,59.5%,60.0%,41.2%,4/10,1:50,5
R32,44,Dominik Hrbaty[SVK] [yr|ev],d.,45,Jerome Golmard[FRA] [yr|ev],6-3 6-1 6-7(6) 7-5,1.36,7.1%,62.7%,77.2%,59.6%,3/4,8.4%,55.2%,73.4%,43.8%,7/13,2:42,12
R32,65,Stefan Koubek[AUT] [yr|ev],d.,82,Kristian Pless[DEN] [yr|ev],7-6(4) 7-5 6-3,1.18,3.5%,62.6%,68.1%,44.2%,9/13,5.8%,61.3%,61.9%,35.8%,14/21,2:09,20
R32,140,(Q)Fernando Gonzalez[CHI] [yr|ev],d.,234,(Q)Alex Kim[USA] [yr|ev],6-2 6-2 6-3,1.48,12.6%,72.4%,74.6%,45.8%,8/9,1.4%,79.7%,58.2%,21.4%,3/9,1:31,5
R32,8,(6)Tim Henman[GBR] [yr|ev],d.,25,(28)Greg Rusedski[GBR] [yr|ev],6-4 6-3 1-6 6-3,1.02,0.0%,72.5%,64.4%,66.7%,6/8,5.8%,69.2%,66.7%,59.4%,12/15,2:28,4
R32,64,Jonas Bjorkman[SWE] [yr|ev],d.,14,(12)Guillermo Canas[ARG] [yr|ev],6-3 6-2 6-4,1.38,4.9%,55.6%,73.3%,58.3%,4/6,7.7%,62.8%,55.1%,51.7%,5/11,1:44,4
R32,18,(16)Thomas Johansson[SWE] [yr|ev],d.,23,(21)Younes El Aynaoui[MAR] [yr|ev],5-7 6-2 6-2 6-4,1.45,19.4%,54.4%,91.1%,48.9%,1/3,8.8%,62.8%,70.4%,40.5%,6/12,2:23,7
R32,107,Adrian Voinea[ROU] [yr|ev],d.,129,(WC)Taylor Dent[USA] [yr|ev],3-6 6-3 6-4 3-6 6-3,0.97,3.5%,58.5%,69.9%,57.6%,7/10,10.4%,61.5%,75.9%,50.0%,3/7,2:28,36
R64,39,Alberto Martin[ESP] [yr|ev],d.,42,Michel Kratochvil[SUI] [yr|ev],3-6 6-3 6-3,1.26,0.9%,67.9%,65.8%,50.0%,6/11,0.6%,64.9%,59.0%,35.2%,16/24,2:49,34
R64,48,Marcelo Rios[CHI] [yr|ev],d.,81,Karol Kucera[SVK] [yr|ev],7-6(5) 7-5 6-2,1.29,4.0%,66.7%,72.7%,54.5%,2/5,7.8%,62.7%,68.8%,36.8%,6/12,2:15,1
R64,27,(23)Nicolas Lapentti[ECU] [yr|ev],d.,85,Jose Acasuso[ARG] [yr|ev],7-6(5) 6-2 6-3,1.65,8.6%,64.2%,88.5%,41.4%,2/4,4.3%,53.3%,67.3%,37.2%,2/8,1:49,6
R64,47,Gaston Gaudio[ARG] [yr|ev],d.,17,(15)Arnaud Clement[FRA] [yr|ev],6-4 4-6 6-2 7-6(3),1.07,2.0%,60.4%,66.7%,45.8%,10/16,2.8%,58.3%,58.7%,51.1%,2/10,3:15,5
R64,12,(11)Roger Federer[SUI] [yr|ev],d.,93,Attila Savolt[HUN] [yr|ev],6-2 7-5 6-4,1.63,11.6%,69.8%,80.0%,57.7%,4/5,7.3%,56.4%,75.8%,31.3%,8/13,2:04,1
R64,41,Rainer Schuettler[GER] [yr|ev],d.,19,(17)Carlos Moya[ESP] [yr|ev],3-6 6-7(4) 6-1 7-6(5) 6-2,1.13,2.2%,57.2%,68.9%,53.2%,10/16,2.9%,55.0%,60.6%,53.2%,6/14,3:35,5
R64,56,Todd Martin[USA] [yr|ev],d.,32,(29)Xavier Malisse[BEL] [yr|ev],6-3 6-2 6-2,1.56,9.9%,56.8%,80.4%,60.0%,6/6,2.6%,50.6%,71.8%,39.5%,7/12,1:38,4
R64,9,(7)Tommy Haas[GER] [yr|ev],d.,255,(Q)Jean Francois Bachelot[FRA] [yr|ev],6-1 6-2 6-3,2.00,15.4%,58.5%,81.6%,66.7%,0/0,3.2%,52.4%,51.5%,50.0%,3/9,1:18,2
R64,40,Albert Costa[ESP] [yr|ev],d.,215,(Q)Byron Black[ZIM] [yr|ev],6-1 6-4 6-4,1.43,13.9%,77.2%,77.0%,50.0%,1/2,1.3%,77.2%,60.7%,50.0%,6/11,1:43,6
R64,29,(25)Andrei Pavel[ROU] [yr|ev],d.,108,Alexandre Simoni[BRA] [yr|ev],6-1 4-0 RET,3.33,9.4%,71.9%,82.6%,77.8%,0/0,3.1%,78.1%,36.0%,42.9%,3/7,0:31,13
R64,59,Wayne Ferreira[RSA] [yr|ev],d.,46,David Nalbandian[ARG] [yr|ev],6-7(5) 7-6(2) 7-5 6-3,1.13,12.0%,49.1%,75.6%,47.2%,14/19,2.0%,55.6%,61.2%,50.0%,6/14,3:26,6
R64,37,Ivan Ljubicic[CRO] [yr|ev],d.,15,(13)Andy Roddick[USA] [yr|ev],7-6(11) 3-2 RET,0.99,10.8%,64.6%,78.6%,56.5%,6/6,11.9%,54.2%,84.4%,55.6%,0/1,1:11,3
R64,11,(9)Marat Safin[RUS] [yr|ev],d.,73,Christophe Rochus[BEL] [yr|ev],6-2 7-6(6) 6-1,1.42,13.8%,44.7%,78.6%,55.8%,8/10,2.1%,46.3%,68.2%,37.3%,6/12,1:52,1
R64,58,Mikhail Youzhny[RUS] [yr|ev],d.,141,(Q)Mardy Fish[USA] [yr|ev],6-4 6-3 6-2,1.44,3.4%,68.2%,71.7%,64.3%,2/3,11.6%,56.8%,64.8%,43.9%,7/12,1:50,8
R64,31,(30)Nicolas Escude[FRA] [yr|ev],d.,98,Alex Calatrava[ESP] [yr|ev],2-6 2-6 6-4 7-5 6-4,0.97,8.2%,62.4%,55.7%,53.1%,12/21,2.6%,61.3%,62.1%,46.7%,11/19,3:50,17
R64,10,(8)Pete Sampras[USA] [yr|ev],d.,55,Juan Ignacio Chela[ARG] [yr|ev],6-3 7-5 3-6 6-4,1.14,9.0%,54.1%,75.8%,50.0%,3/7,12.3%,62.3%,64.8%,48.8%,3/9,2:23,1
R64,61,Francisco Clavet[ESP] [yr|ev],d.,7,(5)Sebastien Grosjean[FRA] [yr|ev],6-4 3-6 6-0 5-7 6-4,1.12,2.0%,71.8%,68.2%,50.0%,4/8,1.9%,59.4%,66.3%,47.7%,7/14,3:25,18
R64,24,(26)Jiri Novak[CZE] [yr|ev],d.,52,Andrea Gaudenzi[ITA] [yr|ev],2-6 5-7 6-2 6-3 6-3,1.11,10.7%,58.6%,68.3%,44.8%,7/15,5.6%,51.0%,65.8%,41.4%,12/22,3:03,5
R64,44,Dominik Hrbaty[SVK] [yr|ev],d.,20,(18)Albert Portas[ESP] [yr|ev],6-1 6-3 6-0,2.43,6.9%,63.8%,86.5%,61.9%,0/0,4.5%,56.1%,54.1%,34.5%,3/10,1:13,12
R64,45,Jerome Golmard[FRA] [yr|ev],d.,13,(10)Goran Ivanisevic[CRO] [yr|ev],6-3 7-6(2) 5-7 6-4,1.38,11.1%,67.5%,78.5%,68.4%,4/5,20.1%,57.7%,79.1%,47.6%,9/12,2:42,22
R64,65,Stefan Koubek[AUT] [yr|ev],d.,70,James Blake[USA] [yr|ev],4-6 2-6 6-4 6-1 6-2,1.11,1.4%,63.0%,67.4%,50.0%,10/15,2.9%,59.7%,57.8%,55.4%,5/12,2:34,20
R64,82,Kristian Pless[DEN] [yr|ev],d.,26,(22)Hicham Arazi[MAR] [yr|ev],6-3 6-4 6-1,1.63,8.6%,61.7%,78.0%,58.1%,4/5,3.7%,48.1%,59.0%,45.2%,2/8,1:36,65
R64,140,(Q)Fernando Gonzalez[CHI] [yr|ev],d.,36,(32)Tommy Robredo[ESP] [yr|ev],6-2 6-4 6-4,1.29,2.2%,62.2%,66.1%,67.6%,4/5,2.4%,66.7%,66.1%,39.3%,3/8,1:45,5
R64,234,(Q)Alex Kim[USA] [yr|ev],d.,4,(4)Yevgeny Kafelnikov[RUS] [yr|ev],6-3 7-5 6-3,1.42,4.7%,75.6%,63.1%,76.2%,1/4,10.4%,58.3%,69.6%,27.5%,8/15,1:42,106
R64,8,(6)Tim Henman[GBR] [yr|ev],d.,128,Vladimir Voltchkov[BLR] [yr|ev],6-3 6-4 6-1,1.50,5.1%,60.8%,72.9%,58.1%,5/6,1.9%,67.0%,56.5%,38.2%,10/16,2:06,4
R64,25,(28)Greg Rusedski[GBR] [yr|ev],d.,78,Mark Philippoussis[AUS] [yr|ev],7-6(7) 6-3 6-4,1.13,7.7%,64.4%,83.6%,43.2%,3/5,5.3%,49.5%,76.6%,54.2%,3/7,2:13,4
R64,64,Jonas Bjorkman[SWE] [yr|ev],d.,28,(24)Thomas Enqvist[SWE] [yr|ev],3-6 7-5 6-4 6-2,1.20,10.8%,53.8%,72.9%,55.0%,7/11,4.2%,54.2%,65.6%,48.1%,9/15,2:35,4
R64,14,(12)Guillermo Canas[ARG] [yr|ev],d.,88,Ramon Delgado[PAR] [yr|ev],6-2 7-5 6-7(9) 6-4,1.15,5.0%,66.7%,66.0%,57.4%,5/8,3.5%,60.4%,60.9%,52.6%,11/18,3:17,8
R64,18,(16)Thomas Johansson[SWE] [yr|ev],d.,75,Markus Hipfl[AUT] [yr|ev],6-4 6-1 6-4,1.34,24.7%,54.1%,82.6%,43.6%,3/5,1.1%,62.9%,67.9%,27.3%,11/17,1:57,7
R64,23,(21)Younes El Aynaoui[MAR] [yr|ev],d.,50,Fernando Vicente[ESP] [yr|ev],4-6 6-3 6-3 6-3,1.19,10.8%,61.5%,66.3%,52.0%,10/14,0.0%,59.2%,64.8%,36.7%,5/12,2:28,14
R64,129,(WC)Taylor Dent[USA] [yr|ev],d.,35,(31)Andreas Vinciguerra[SWE] [yr|ev],6-3 6-4 6-2,1.72,8.2%,57.5%,81.0%,58.1%,1/3,1.3%,63.3%,58.0%,37.9%,2/8,1:22,21
R64,107,Adrian Voinea[ROU] [yr|ev],d.,49,Julien Boutter[FRA] [yr|ev],6-2 6-4 6-7(5) 2-6 6-3,1.11,8.8%,61.9%,81.3%,51.8%,11/13,11.8%,54.2%,80.8%,50.0%,10/14,2:54,36
R128,39,Alberto Martin[ESP] [yr|ev],d.,1,(1)Lleyton Hewitt[AUS] [yr|ev],1-6 6-1 6-4 7-6(4),1.05,3.7%,55.1%,64.0%,44.3%,13/19,4.7%,43.3%,63.6%,44.4%,8/15,3:33,34
R128,42,Michel Kratochvil[SUI] [yr|ev],d.,68,Fernando Meligeni[BRA] [yr|ev],6-4 6-1 6-2,1.65,1.3%,65.8%,78.0%,53.8%,2/3,2.9%,54.4%,62.2%,35.5%,3/9,1:32,35
R128,48,Marcelo Rios[CHI] [yr|ev],d.,248,(WC)Jaymon Crabb[AUS] [yr|ev],6-2 6-0 5-7 6-4,1.25,9.1%,55.3%,71.2%,49.2%,11/15,7.1%,54.5%,55.7%,47.1%,8/17,2:22,1
R128,81,Karol Kucera[SVK] [yr|ev],d.,30,(27)Sjeng Schalken[NED] [yr|ev],6-1 6-4 1-6 6-1,1.25,1.8%,52.7%,67.2%,50.0%,8/13,0.0%,71.0%,52.1%,41.4%,6/14,2:47,6
R128,27,(23)Nicolas Lapentti[ECU] [yr|ev],d.,99,Axel Pretzsch[GER] [yr|ev],7-5 4-6 6-0 6-0,1.49,15.8%,64.0%,71.2%,48.8%,5/9,1.8%,57.8%,47.6%,41.3%,6/16,2:22,6
R128,85,Jose Acasuso[ARG] [yr|ev],d.,72,Jan Vacek[CZE] [yr|ev],3-6 1-6 6-4 7-6(5) 6-1,0.98,3.0%,38.6%,71.9%,52.0%,7/14,5.0%,57.9%,68.5%,49.3%,11/17,3:03,20
R128,47,Gaston Gaudio[ARG] [yr|ev],d.,197,(Q)Jack Brasington[USA] [yr|ev],6-4 7-6(3) 7-5,1.40,3.8%,58.7%,75.4%,58.1%,2/4,5.0%,55.0%,68.8%,39.7%,12/16,2:32,5
R128,17,(15)Arnaud Clement[FRA] [yr|ev],d.,110,Flavio Saretta[BRA] [yr|ev],6-4 7-6(5) 6-4,1.13,6.1%,58.8%,68.7%,59.6%,8/10,4.4%,63.2%,66.7%,50.0%,7/11,2:30,10
