Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
19,Nicolas Kiefer,GER,4,834,78.5%,31.7%,49,11.4%,22,5.1%,49.8%,79.8%,47.4%,63.6%,43,67.4%,42.1%,45,44.4%,53.1%,1.16,10:14
26,Mardy Fish,USA,2,464,81.1%,28.6%,30,13.6%,16,7.2%,46.6%,75.7%,52.5%,63.3%,13,46.2%,42.0%,28,35.7%,52.2%,1.15,4:44
18,Tommy Robredo,ESP,4,761,76.7%,33.9%,25,6.5%,20,5.2%,61.5%,70.2%,51.0%,62.8%,35,60.0%,42.2%,36,58.3%,52.6%,1.14,7:53
,Olivier Rochus,BEL,4,989,76.5%,33.3%,9,1.8%,22,4.3%,62.6%,66.0%,59.5%,63.6%,50,60.0%,41.4%,47,59.6%,52.8%,1.14,11:18
3,Carlos Moya,ESP,3,803,81.0%,28.1%,49,12.7%,19,4.9%,50.8%,77.0%,54.2%,65.8%,27,55.6%,38.8%,48,37.5%,51.8%,1.14,8:39
31,Fabrice Santoro,FRA,3,599,85.4%,20.8%,11,3.8%,8,2.7%,55.1%,73.3%,56.5%,65.8%,12,41.7%,38.8%,18,55.6%,51.9%,1.13,6:42
Q,Philipp Kohlschreiber,GER,2,489,83.8%,28.9%,18,7.4%,14,5.8%,48.3%,77.8%,51.2%,64.0%,19,68.4%,40.5%,28,39.3%,52.1%,1.13,4:56
,Florian Mayer,GER,2,336,74.1%,40.7%,9,5.3%,8,4.7%,57.3%,65.3%,53.4%,60.2%,12,41.7%,44.2%,23,47.8%,52.4%,1.11,3:22
5,Tim Henman,GBR,6,1593,83.6%,25.2%,72,9.2%,41,5.3%,58.2%,73.5%,55.2%,65.9%,45,53.3%,37.6%,81,39.5%,51.4%,1.10,17:55
16,Andrei Pavel,ROU,4,753,77.6%,32.2%,41,11.1%,16,4.3%,58.7%,74.1%,48.0%,63.3%,39,66.7%,40.5%,43,44.2%,51.7%,1.10,7:33
15,Paradorn Srichaphan,THA,3,592,80.4%,32.6%,28,9.7%,17,5.9%,55.9%,72.8%,53.1%,64.1%,25,64.0%,39.4%,32,46.9%,51.5%,1.10,5:45
28,Joachim Johansson,SWE,6,1233,92.0%,22.5%,126,19.9%,35,5.5%,59.2%,79.4%,50.4%,67.6%,31,74.2%,35.3%,52,44.2%,51.8%,1.09,12:21
,Michael Llodra,FRA,4,795,83.1%,21.0%,29,7.2%,18,4.5%,67.3%,72.2%,51.9%,65.6%,27,59.3%,37.6%,36,36.1%,51.7%,1.09,7:47
,Arnaud Clement,FRA,2,515,79.5%,23.7%,5,2.0%,10,4.0%,60.3%,71.7%,51.0%,63.5%,18,55.6%,39.5%,29,31.0%,51.3%,1.08,5:40
,Rafael Nadal,ESP,2,409,70.6%,21.2%,6,3.4%,7,3.9%,72.6%,67.7%,51.0%,63.1%,15,33.3%,40.0%,19,36.8%,50.1%,1.08,4:30
,Paul Henri Mathieu,FRA,3,866,83.9%,22.2%,32,7.4%,17,3.9%,50.5%,72.6%,56.3%,64.5%,37,73.0%,38.2%,38,36.8%,51.4%,1.08,10:48
,Mikhail Youzhny,RUS,3,737,70.7%,35.6%,27,7.6%,14,4.0%,64.1%,67.8%,44.9%,59.6%,35,51.4%,43.3%,39,53.8%,51.2%,1.07,7:36
9,Gaston Gaudio,ARG,2,500,78.9%,23.7%,9,3.7%,8,3.3%,54.7%,70.1%,54.1%,62.9%,23,65.2%,39.2%,25,36.0%,50.8%,1.06,5:47
8,David Nalbandian,ARG,2,563,64.3%,39.0%,10,3.5%,13,4.6%,58.5%,66.7%,41.0%,56.0%,27,44.4%,46.6%,33,48.5%,51.3%,1.06,6:16
29,Guillermo Canas,ARG,3,576,82.2%,25.5%,17,5.9%,17,5.9%,54.7%,73.2%,53.8%,64.5%,26,69.2%,37.4%,30,40.0%,50.9%,1.05,6:18
23,Vincent Spadea,USA,2,587,81.4%,25.0%,29,10.0%,15,5.2%,52.4%,75.0%,47.8%,62.1%,26,69.2%,39.4%,24,45.8%,50.6%,1.04,6:11
,Jan Michael Gambill,USA,2,412,80.0%,20.0%,41,19.5%,7,3.3%,51.0%,84.1%,47.6%,66.2%,16,56.3%,35.1%,11,63.6%,51.0%,1.04,4:21
,Tomas Berdych,CZE,4,933,75.3%,28.6%,43,8.8%,20,4.1%,61.0%,71.9%,43.5%,60.8%,52,65.4%,40.9%,43,46.5%,51.3%,1.04,9:05
WC,Alex Bogomolov Jr,RUS,1,278,71.4%,31.8%,7,5.0%,10,7.1%,61.7%,63.2%,55.6%,60.3%,14,57.1%,40.9%,15,46.7%,50.7%,1.03,2:48
12,Sebastien Grosjean,FRA,2,494,78.4%,30.6%,22,8.7%,13,5.1%,44.9%,77.2%,47.1%,60.6%,30,73.3%,40.4%,29,37.9%,50.8%,1.03,5:13
,Sargis Sargsian,ARM,4,1042,77.2%,23.8%,61,12.1%,24,4.7%,50.2%,75.2%,49.6%,62.5%,43,58.1%,38.8%,47,40.4%,50.3%,1.03,13:34
Q,Michal Tabara,CZE,3,801,78.5%,22.4%,23,5.9%,35,8.9%,43.4%,76.5%,53.6%,63.5%,32,56.3%,37.4%,38,39.5%,50.2%,1.03,8:41
13,Marat Safin,RUS,1,264,75.0%,20.0%,17,14.4%,2,1.7%,55.1%,67.7%,54.7%,61.9%,11,54.5%,39.0%,13,30.8%,49.2%,1.02,2:35
7,Juan Carlos Ferrero,ESP,2,751,73.1%,25.9%,27,7.3%,15,4.1%,60.8%,70.2%,45.5%,60.5%,33,57.6%,40.2%,38,36.8%,50.2%,1.02,8:26
,Cyril Saulnier,FRA,2,494,87.2%,12.2%,25,10.7%,7,3.0%,52.1%,76.2%,58.9%,67.9%,14,64.3%,32.7%,19,26.3%,49.4%,1.02,5:40
,Nikolay Davydenko,RUS,3,807,78.3%,21.9%,23,6.0%,12,3.1%,69.1%,68.9%,48.3%,62.6%,34,61.8%,38.4%,36,38.9%,49.8%,1.02,8:46
Q,Ricardo Mello,BRA,3,629,79.2%,25.0%,15,4.7%,9,2.8%,64.9%,67.0%,54.0%,62.4%,31,67.7%,38.1%,32,37.5%,50.6%,1.01,6:45
,Igor Andreev,RUS,1,305,79.2%,20.0%,10,7.4%,13,9.6%,50.7%,78.3%,47.8%,63.2%,7,28.6%,37.3%,21,23.8%,48.9%,1.01,3:13
21,Taylor Dent,USA,2,346,77.8%,23.1%,18,9.9%,14,7.7%,51.1%,67.7%,57.3%,62.6%,17,64.7%,37.8%,14,42.9%,50.9%,1.01,3:59
,Filippo Volandri,ITA,2,361,72.4%,25.9%,1,0.5%,16,8.3%,53.1%,70.6%,50.0%,60.9%,19,57.9%,39.6%,15,46.7%,51.0%,1.01,3:43
,Robin Soderling,SWE,2,480,75.0%,26.3%,18,7.2%,10,4.0%,57.6%,70.8%,50.0%,62.0%,22,54.5%,38.3%,20,50.0%,50.6%,1.01,4:57
,Jurgen Melzer,AUT,3,737,78.9%,23.2%,22,5.6%,15,3.8%,62.8%,68.2%,49.7%,61.3%,43,72.1%,38.6%,33,39.4%,50.6%,1.00,7:19
30,Feliciano Lopez,ESP,3,668,81.1%,17.3%,51,15.2%,11,3.3%,53.7%,76.1%,51.6%,64.8%,24,58.3%,35.1%,28,32.1%,50.0%,1.00,6:30
,Thomas Johansson,SWE,3,590,63.0%,31.1%,38,12.4%,14,4.6%,49.2%,71.5%,43.6%,57.3%,36,52.8%,42.0%,34,41.2%,50.0%,0.99,6:23
,Kenneth Carlsen,DEN,1,347,88.5%,7.7%,16,9.2%,10,5.7%,55.7%,75.3%,57.1%,67.2%,8,62.5%,32.4%,8,25.0%,49.9%,0.99,3:29
,Ivo Karlovic,CRO,1,343,88.9%,7.4%,37,20.9%,13,7.3%,64.4%,85.1%,42.9%,70.1%,11,72.7%,29.5%,2,100.0%,50.4%,0.99,3:37
32,Jonas Bjorkman,SWE,1,269,70.0%,28.6%,8,6.1%,11,8.3%,46.2%,68.9%,49.3%,58.3%,13,53.8%,40.9%,14,42.9%,49.4%,0.98,2:42
,Karol Kucera,SVK,2,526,65.1%,37.2%,18,6.7%,14,5.2%,55.4%,69.8%,40.8%,56.9%,31,51.6%,42.4%,33,48.5%,49.8%,0.98,5:51
Q,Alexander Peya,AUT,3,699,75.9%,22.6%,35,10.2%,19,5.6%,63.2%,70.4%,46.0%,61.4%,28,53.6%,37.5%,34,35.3%,49.2%,0.97,7:08
,Antony Dupuis,FRA,1,223,66.7%,21.1%,6,5.9%,5,5.0%,45.5%,69.6%,52.7%,60.4%,8,25.0%,38.5%,7,57.1%,48.4%,0.97,2:29
24,Ivan Ljubicic,CRO,1,149,90.0%,10.0%,10,13.2%,1,1.3%,59.2%,77.8%,41.9%,63.2%,6,83.3%,35.6%,3,33.3%,49.7%,0.97,1:35
,Stefan Koubek,AUT,3,927,73.5%,22.7%,26,5.7%,18,3.9%,60.3%,68.2%,49.5%,60.8%,57,68.4%,38.0%,37,40.5%,49.3%,0.97,9:26
17,Juan Ignacio Chela,ARG,1,296,77.3%,22.7%,5,3.3%,6,3.9%,75.8%,62.1%,56.8%,60.8%,18,72.2%,37.8%,14,35.7%,49.7%,0.96,3:16
,Max Mirnyi,BLR,1,241,75.0%,15.8%,33,26.4%,8,6.4%,57.6%,76.4%,47.2%,64.0%,15,66.7%,34.5%,5,60.0%,49.8%,0.96,2:33
Q,Tuomas Ketola,FIN,2,463,81.8%,17.6%,16,7.0%,14,6.2%,55.1%,68.0%,54.9%,62.1%,20,70.0%,36.4%,24,25.0%,49.0%,0.96,4:28
,David Sanchez,ESP,2,407,73.3%,15.6%,10,5.2%,4,2.1%,66.0%,75.4%,35.4%,61.8%,21,61.9%,36.6%,20,25.0%,48.4%,0.96,3:54
,Mark Philippoussis,AUS,1,280,81.8%,20.0%,17,11.7%,6,4.1%,49.0%,78.9%,45.9%,62.1%,8,50.0%,36.3%,14,28.6%,49.6%,0.96,3:23
WC,Amer Delic,BIH,2,382,76.7%,26.7%,28,14.1%,10,5.0%,60.8%,67.8%,51.3%,61.3%,24,70.8%,36.6%,17,47.1%,49.5%,0.95,3:33
WC,Bobby Reynolds,USA,1,322,79.2%,12.5%,14,8.8%,6,3.8%,50.0%,67.5%,58.8%,63.1%,15,66.7%,35.2%,10,30.0%,49.1%,0.95,3:24
,Xavier Malisse,BEL,1,232,57.9%,36.8%,12,10.8%,1,0.9%,59.5%,65.2%,42.2%,55.9%,17,52.9%,42.1%,16,43.8%,48.7%,0.95,2:41
,Gilles Elseneer,BEL,1,260,85.0%,15.0%,6,4.8%,1,0.8%,55.2%,79.7%,48.2%,65.6%,6,50.0%,32.6%,10,30.0%,48.5%,0.95,2:41
,Alex Calatrava,ESP,2,428,73.0%,19.4%,22,10.4%,6,2.8%,64.0%,68.1%,50.0%,61.6%,13,23.1%,36.4%,19,36.8%,48.8%,0.95,4:19
,Irakli Labadze,GEO,1,69,83.3%,16.7%,5,16.7%,3,10.0%,73.3%,77.3%,50.0%,70.0%,1,0.0%,28.2%,3,33.3%,46.4%,0.94,0:40
Q,Andreas Seppi,ITA,2,536,73.2%,16.7%,10,3.7%,10,3.7%,52.0%,69.3%,55.0%,62.5%,26,57.7%,35.2%,16,43.8%,48.9%,0.94,5:39
Q,Potito Starace,ITA,2,454,73.7%,17.9%,19,8.6%,3,1.4%,64.0%,70.4%,46.3%,61.7%,20,50.0%,35.8%,17,41.2%,48.5%,0.93,4:44
Q,Paul Goldstein,USA,2,428,74.2%,21.9%,4,1.8%,9,4.0%,64.0%,68.1%,48.1%,60.9%,25,68.0%,36.5%,15,46.7%,49.3%,0.93,4:14
,Luis Horna,PER,1,275,75.0%,5.0%,3,2.4%,4,3.2%,68.0%,72.9%,42.5%,63.2%,8,37.5%,34.0%,12,8.3%,47.3%,0.92,2:57
,Kristian Pless,DEN,2,423,76.5%,20.0%,17,8.1%,8,3.8%,68.1%,68.5%,47.8%,61.9%,11,27.3%,35.2%,11,63.6%,48.5%,0.92,3:55
11,Rainer Schuettler,GER,1,329,76.0%,24.0%,8,4.8%,15,9.1%,58.8%,73.2%,44.1%,61.2%,10,40.0%,35.4%,13,46.2%,48.3%,0.91,3:34
Q,Takao Suzuki,JPN,1,236,66.7%,17.6%,13,11.7%,6,5.4%,57.7%,68.8%,46.8%,59.5%,12,50.0%,36.8%,13,23.1%,47.5%,0.91,2:25
,Thomas Enqvist,SWE,2,492,72.2%,24.3%,15,5.6%,20,7.5%,54.3%,69.0%,45.9%,58.4%,28,64.3%,37.8%,20,45.0%,49.0%,0.91,4:48
,Mariano Zabaleta,ARG,1,320,78.3%,8.0%,9,5.9%,8,5.3%,60.5%,68.5%,53.3%,62.5%,18,72.2%,33.9%,8,25.0%,47.5%,0.90,3:18
,Todd Martin,USA,1,253,76.2%,14.3%,16,12.5%,6,4.7%,68.8%,70.5%,42.5%,61.7%,9,44.4%,34.4%,4,75.0%,48.2%,0.90,3:00
,Alberto Martin,ESP,2,419,75.8%,21.2%,13,6.0%,16,7.4%,52.5%,71.1%,45.6%,59.0%,17,52.9%,36.6%,13,53.8%,48.2%,0.89,4:45
Q,Marcos Baghdatis,CYP,2,439,63.9%,28.6%,23,10.4%,15,6.8%,51.6%,70.2%,41.1%,56.1%,16,18.8%,38.5%,15,66.7%,47.4%,0.88,4:20
Q,Tomas Zib,CZE,1,377,75.0%,18.5%,10,5.0%,9,4.5%,53.8%,63.6%,55.4%,59.8%,14,50.0%,35.4%,15,33.3%,48.3%,0.88,4:26
,Dennis Van Scheppingen,NED,1,227,53.3%,31.3%,6,5.4%,12,10.7%,52.7%,64.4%,32.1%,49.1%,15,53.3%,44.3%,13,38.5%,46.7%,0.87,2:18
,Jeff Morrison,USA,1,253,77.8%,10.5%,15,12.6%,8,6.7%,56.3%,80.6%,36.5%,61.3%,9,55.6%,33.6%,10,20.0%,46.6%,0.87,2:27
,Alexander Popp,GER,1,225,72.2%,17.6%,7,6.1%,7,6.1%,64.9%,60.8%,55.0%,58.8%,12,58.3%,36.0%,9,33.3%,47.6%,0.87,2:20
,Dmitry Tursunov,RUS,2,475,81.6%,13.9%,22,8.8%,24,9.6%,57.0%,71.3%,47.2%,61.0%,16,56.3%,33.5%,18,27.8%,48.0%,0.86,4:57
,Jarkko Nieminen,FIN,1,294,50.0%,30.0%,6,3.8%,8,5.1%,54.1%,60.0%,45.8%,53.5%,21,47.6%,40.1%,18,33.3%,47.3%,0.86,2:51
,Fernando Verdasco,ESP,2,514,82.9%,12.2%,20,7.3%,11,4.0%,61.8%,67.1%,57.1%,63.3%,29,75.9%,31.4%,10,50.0%,48.4%,0.85,5:17
,Hicham Arazi,MAR,2,528,77.5%,12.8%,5,1.9%,9,3.4%,65.3%,65.9%,51.1%,60.8%,21,57.1%,33.5%,17,29.4%,47.2%,0.85,5:22
,Juan Monaco,ARG,1,264,73.7%,15.0%,8,6.1%,3,2.3%,64.1%,64.3%,51.1%,59.5%,16,68.8%,34.6%,10,30.0%,47.0%,0.85,3:17
,Olivier Mutis,FRA,1,218,52.9%,27.8%,2,1.8%,5,4.4%,55.3%,61.9%,39.2%,51.8%,11,27.3%,40.4%,6,83.3%,46.3%,0.84,2:16
Q,Jerome Golmard,FRA,2,321,73.1%,19.2%,17,10.2%,10,6.0%,55.4%,68.5%,50.0%,60.2%,17,58.8%,32.9%,7,71.4%,47.0%,0.83,3:25
,Olivier Patience,FRA,1,261,63.2%,10.0%,9,7.1%,8,6.3%,63.0%,70.0%,38.3%,58.3%,17,58.8%,34.3%,10,20.0%,46.0%,0.82,2:44
WC,Wayne Odesnik,USA,1,260,75.0%,10.5%,11,7.9%,2,1.4%,54.3%,72.4%,45.3%,60.0%,14,64.3%,32.5%,10,20.0%,47.3%,0.81,2:21
,Raemon Sluiter,NED,1,234,75.0%,12.5%,17,15.2%,10,8.9%,58.0%,78.5%,36.2%,60.7%,10,60.0%,32.0%,10,20.0%,45.7%,0.81,2:48
LL,Kristof Vliegen,BEL,1,226,68.4%,10.5%,5,4.5%,8,7.1%,58.9%,71.2%,45.7%,60.7%,11,45.5%,31.6%,7,28.6%,46.0%,0.80,2:32
,Daniel Elsner,GER,1,208,46.7%,37.5%,5,5.1%,12,12.2%,45.9%,64.4%,34.0%,48.0%,15,46.7%,41.8%,14,42.9%,44.7%,0.80,2:16
Q,Danai Udomchoke,THA,1,208,56.3%,25.0%,0,0.0%,5,4.6%,59.6%,60.0%,40.9%,52.3%,11,36.4%,38.4%,9,44.4%,45.7%,0.80,2:10
Q,Alex Bogdanovic,GBR,1,259,72.7%,17.4%,13,9.6%,7,5.1%,61.0%,74.7%,37.7%,60.3%,15,60.0%,31.7%,7,57.1%,46.7%,0.80,2:47
27,Mario Ancic,CRO,1,193,68.8%,12.5%,19,21.1%,3,3.3%,54.4%,71.4%,41.5%,57.8%,5,0.0%,33.0%,5,40.0%,44.6%,0.78,2:19
WC,Brian Baker,USA,1,276,65.0%,15.0%,4,2.8%,9,6.3%,64.3%,60.9%,47.1%,55.9%,16,56.3%,33.8%,10,30.0%,45.3%,0.77,3:03
20,Gustavo Kuerten,BRA,1,214,78.9%,10.5%,15,14.0%,6,5.6%,54.2%,72.4%,53.1%,63.6%,5,20.0%,28.0%,3,66.7%,45.8%,0.77,1:50
14,Fernando Gonzalez,CHI,1,264,75.0%,9.5%,14,10.4%,7,5.2%,56.7%,69.7%,48.3%,60.4%,12,58.3%,30.0%,7,28.6%,45.5%,0.76,2:47
,Victor Hanescu,ROU,1,206,58.8%,11.8%,6,5.7%,7,6.7%,58.1%,59.0%,54.5%,57.1%,12,41.7%,32.7%,9,22.2%,45.1%,0.76,2:02
,Robby Ginepri,USA,1,210,53.3%,26.7%,10,8.8%,3,2.7%,70.8%,60.0%,30.3%,51.3%,14,50.0%,36.1%,9,44.4%,44.3%,0.74,1:55
,Gregory Carraz,FRA,1,234,66.7%,10.5%,12,10.4%,9,7.8%,47.8%,70.9%,45.0%,57.4%,17,64.7%,31.1%,12,16.7%,44.0%,0.73,2:23
,Greg Rusedski,GBR,1,273,87.5%,8.7%,18,12.3%,9,6.2%,58.9%,81.4%,48.3%,67.8%,12,75.0%,23.6%,3,66.7%,47.3%,0.73,2:53
,David Ferrer,ESP,1,211,57.1%,13.3%,1,0.9%,8,6.8%,64.1%,57.3%,40.5%,51.3%,17,64.7%,35.1%,5,40.0%,44.1%,0.72,2:02
LL,Janko Tipsarevic,SRB,1,163,46.2%,15.4%,4,5.1%,2,2.5%,63.3%,54.0%,48.3%,51.9%,15,53.3%,34.5%,10,20.0%,42.9%,0.72,1:33
WC,Rajeev Ram,USA,1,203,66.7%,16.7%,7,6.7%,6,5.7%,55.2%,65.5%,48.9%,58.1%,10,40.0%,29.6%,4,75.0%,44.3%,0.71,2:17
,Wayne Arthurs,AUS,1,269,80.0%,0.0%,25,17.9%,6,4.3%,52.9%,79.7%,40.9%,61.4%,15,73.3%,27.1%,4,0.0%,45.0%,0.70,3:00
,Davide Sanguinetti,ITA,1,258,63.6%,18.2%,9,6.3%,5,3.5%,57.6%,63.9%,44.3%,55.6%,16,50.0%,30.7%,7,57.1%,44.6%,0.69,2:29
,Flavio Saretta,BRA,1,160,41.7%,15.4%,5,6.8%,5,6.8%,44.6%,63.6%,34.1%,47.3%,14,50.0%,36.0%,5,40.0%,41.3%,0.68,1:46
,Arnaud Di Pasquale,FRA,1,167,78.6%,0.0%,3,3.8%,9,11.3%,45.0%,83.3%,52.3%,66.3%,4,25.0%,23.0%,2,0.0%,43.7%,0.68,1:36
Q,Nicolas Mahut,FRA,1,173,50.0%,20.0%,10,11.1%,2,2.2%,60.0%,63.0%,36.1%,52.2%,11,36.4%,32.5%,5,60.0%,42.8%,0.68,2:05
WC,Kj Hippensteel,USA,1,174,53.8%,14.3%,2,2.3%,6,6.9%,65.5%,56.1%,43.3%,51.7%,10,40.0%,32.2%,5,40.0%,42.0%,0.67,1:33
,Radek Stepanek,CZE,1,180,42.9%,21.4%,9,8.7%,6,5.8%,55.3%,61.4%,30.4%,47.6%,16,50.0%,35.1%,5,60.0%,42.2%,0.67,1:58
,Wayne Ferreira,RSA,1,164,71.4%,0.0%,8,9.5%,2,2.4%,52.4%,72.7%,50.0%,61.9%,10,60.0%,25.0%,0,-,43.9%,0.66,1:42
,Alex Corretja,ESP,1,179,50.0%,20.0%,3,3.2%,7,7.4%,48.4%,58.7%,38.8%,48.4%,13,38.5%,33.3%,8,37.5%,41.3%,0.65,2:12
,Albert Costa,ESP,1,182,53.3%,20.0%,1,0.9%,3,2.8%,58.7%,56.3%,42.2%,50.5%,19,63.2%,31.5%,3,100.0%,42.9%,0.64,2:00
,Jose Acasuso,ARG,1,154,41.7%,8.3%,8,9.9%,5,6.2%,49.4%,62.5%,34.1%,48.1%,14,50.0%,32.9%,2,50.0%,40.9%,0.63,1:55
Q,Ivo Heuberger,SUI,1,261,71.4%,14.3%,17,10.9%,8,5.1%,54.5%,68.2%,42.3%,56.4%,15,60.0%,23.8%,4,75.0%,43.3%,0.55,2:54
,Thierry Ascione,FRA,1,183,66.7%,18.8%,5,4.7%,7,6.6%,66.0%,64.3%,36.1%,54.7%,11,54.5%,24.7%,4,75.0%,42.1%,0.54,1:53
,Julien Benneteau,FRA,1,146,50.0%,0.0%,0,0.0%,5,6.5%,68.8%,58.5%,33.3%,50.6%,14,57.1%,26.1%,2,0.0%,39.0%,0.53,1:32
,Yen Hsun Lu,TPE,1,145,58.3%,0.0%,4,5.6%,5,7.0%,56.3%,70.0%,29.0%,52.1%,7,28.6%,24.3%,3,0.0%,37.9%,0.51,1:28
,Oscar Hernandez,ESP,1,119,36.4%,0.0%,0,0.0%,3,5.0%,60.0%,44.4%,41.7%,43.3%,9,22.2%,20.3%,0,-,31.9%,0.36,1:06
,Albert Montanes,ESP,1,140,50.0%,0.0%,0,0.0%,5,6.1%,53.7%,52.3%,44.7%,48.8%,12,50.0%,15.5%,0,-,35.0%,0.30,1:16
,Younes El Aynaoui,MAR,1,55,40.0%,0.0%,0,0.0%,0,0.0%,75.0%,41.7%,37.5%,40.6%,5,40.0%,13.0%,0,-,29.1%,0.22,0:43
WC,Scoville Jenkins,USA,1,119,36.4%,0.0%,1,1.4%,4,5.8%,49.3%,55.9%,31.4%,43.5%,11,36.4%,12.0%,0,-,30.3%,0.21,1:10
,All Main Draw Players,,127.0,,76.2%,23.8%,,8.4%,,4.8%,58.0%,71.1%,49.5%,62.0%,,58.0%,38.0%,,42.0%,50.0%,1.00,
