Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Roger Federer[SUI] [yr|ev],d.,5,(4)Lleyton Hewitt[AUS] [yr|ev],6-0 7-6(3) 6-0,1.64,12.4%,55.1%,77.6%,55.0%,5/6,1.3%,54.7%,56.1%,35.3%,6/13,1:49,1
SF,1,(1)Roger Federer[SUI] [yr|ev],d.,6,(5)Tim Henman[GBR] [yr|ev],6-3 6-4 6-4,1.32,8.3%,63.1%,75.5%,64.5%,2/4,5.4%,60.8%,62.2%,62.1%,2/7,1:44,1
SF,5,(4)Lleyton Hewitt[AUS] [yr|ev],d.,30,(28)Joachim Johansson[SWE] [yr|ev],6-4 7-5 6-3,1.82,10.2%,67.0%,83.1%,65.5%,1/1,17.2%,60.6%,71.7%,38.5%,2/5,1:59,1
QF,1,(1)Roger Federer[SUI] [yr|ev],d.,7,(6)Andre Agassi[USA] [yr|ev],6-3 2-6 7-5 3-6 6-3,0.91,10.1%,63.9%,74.3%,47.4%,6/9,2.8%,68.3%,71.1%,60.0%,7/10,3:00,1
QF,6,(5)Tim Henman[GBR] [yr|ev],d.,23,(22)Dominik Hrbaty[SVK] [yr|ev],6-1 7-5 5-7 6-2,1.17,9.1%,53.7%,78.5%,50.0%,3/5,5.9%,59.3%,70.0%,43.8%,5/11,2:38,4
QF,5,(4)Lleyton Hewitt[AUS] [yr|ev],d.,45,Tommy Haas[GER] [yr|ev],6-2 6-2 6-2,1.84,4.5%,62.1%,73.2%,64.0%,3/5,2.6%,72.7%,51.8%,23.8%,6/14,1:38,1
QF,30,(28)Joachim Johansson[SWE] [yr|ev],d.,2,(2)Andy Roddick[USA] [yr|ev],6-4 6-4 3-6 2-6 6-4,0.61,18.5%,61.1%,74.7%,42.9%,12/15,28.8%,63.6%,85.3%,62.8%,2/5,2:53,9
R16,1,(1)Roger Federer[SUI] [yr|ev],d.,18,(16)Andrei Pavel[ROU] [yr|ev],W/O,,,,,,,,,,,,,1
R16,7,(6)Andre Agassi[USA] [yr|ev],d.,54,Sargis Sargsian[ARM] [yr|ev],6-3 6-2 6-2,2.01,9.6%,65.8%,85.4%,60.0%,1/1,12.7%,50.6%,72.5%,33.3%,4/9,1:29,1
R16,23,(22)Dominik Hrbaty[SVK] [yr|ev],d.,100,Olivier Rochus[BEL] [yr|ev],2-6 3-6 6-3 6-4 6-0,1.13,9.9%,71.0%,62.4%,39.5%,8/16,1.6%,75.0%,46.9%,59.4%,12/22,2:59,12
R16,6,(5)Tim Henman[GBR] [yr|ev],d.,20,(19)Nicolas Kiefer[GER] [yr|ev],6-7(5) 6-3 6-1 6-7(4) 3-0 RET,1.30,9.6%,64.7%,77.3%,47.9%,7/10,8.9%,54.4%,72.1%,38.9%,17/25,3:45,4
R16,45,Tommy Haas[GER] [yr|ev],d.,68,Tomas Berdych[CZE] [yr|ev],7-6(6) 6-1 7-5,1.61,19.8%,60.4%,81.8%,58.3%,1/3,5.9%,56.9%,67.2%,40.9%,5/10,2:00,2
R16,5,(4)Lleyton Hewitt[AUS] [yr|ev],d.,72,Karol Beck[SVK] [yr|ev],6-4 6-2 6-2,1.55,8.4%,54.2%,68.9%,71.1%,5/5,5.5%,46.6%,67.6%,41.0%,5/10,1:40,1
R16,30,(28)Joachim Johansson[SWE] [yr|ev],d.,56,Michael Llodra[FRA] [yr|ev],6-2 6-3 6-2,1.81,15.4%,50.8%,87.9%,53.1%,1/2,12.5%,61.1%,61.4%,25.0%,2/9,1:19,9
R16,2,(2)Andy Roddick[USA] [yr|ev],d.,19,(18)Tommy Robredo[ESP] [yr|ev],6-3 6-2 6-4,1.82,14.9%,66.2%,87.8%,60.0%,2/2,6.0%,60.7%,66.7%,51.5%,4/8,1:32,1
R32,1,(1)Roger Federer[SUI] [yr|ev],d.,34,(31)Fabrice Santoro[FRA] [yr|ev],6-0 6-4 7-6(7),1.36,10.4%,61.5%,78.0%,56.8%,1/1,2.1%,58.9%,64.3%,51.3%,4/8,2:03,1
R32,18,(16)Andrei Pavel[ROU] [yr|ev],d.,74,Hyung Taik Lee[KOR] [yr|ev],6-4 6-2 1-6 1-6 6-4,0.86,15.6%,58.6%,69.3%,39.6%,11/18,7.4%,57.4%,74.3%,48.1%,8/14,2:38,13
R32,54,Sargis Sargsian[ARM] [yr|ev],d.,88,Paul Henri Mathieu[FRA] [yr|ev],4-6 4-6 6-4 6-2 7-6(4),1.15,11.8%,50.9%,79.3%,50.6%,7/11,8.9%,45.6%,72.0%,50.0%,13/18,4:44,38
R32,7,(6)Andre Agassi[USA] [yr|ev],d.,26,(25)Jiri Novak[CZE] [yr|ev],6-4 6-2 6-3,1.70,15.3%,77.8%,82.1%,43.8%,2/3,8.3%,63.5%,67.2%,34.3%,12/18,1:31,1
R32,100,Olivier Rochus[BEL] [yr|ev],d.,4,(3)Carlos Moya[ESP] [yr|ev],4-6 6-4 6-3 6-7(5) 7-5,1.21,2.5%,58.5%,74.2%,59.1%,12/18,11.4%,53.7%,67.5%,53.6%,7/15,3:36,24
R32,23,(22)Dominik Hrbaty[SVK] [yr|ev],d.,15,(15)Paradorn Srichaphan[THA] [yr|ev],7-6(8) 6-3 6-3,1.31,3.1%,58.8%,73.7%,57.5%,5/8,7.2%,53.6%,63.5%,48.9%,7/13,1:54,12
R32,20,(19)Nicolas Kiefer[GER] [yr|ev],d.,61,Thomas Johansson[SWE] [yr|ev],6-4 6-0 6-1,1.65,21.9%,47.9%,80.0%,57.9%,5/6,16.4%,43.8%,65.6%,34.1%,6/13,1:37,4
R32,6,(5)Tim Henman[GBR] [yr|ev],d.,149,(Q)Michal Tabara[CZE] [yr|ev],4-6 6-3 5-7 6-4 6-3,1.01,7.6%,55.4%,62.1%,61.4%,10/15,9.3%,36.7%,78.2%,51.6%,9/16,3:26,4
R32,68,Tomas Berdych[CZE] [yr|ev],d.,38,Mikhail Youzhny[RUS] [yr|ev],2-6 6-1 6-3 4-6 6-1,1.24,7.5%,64.2%,69.8%,47.9%,8/13,7.1%,53.5%,63.2%,40.7%,9/17,2:22,4
R32,45,Tommy Haas[GER] [yr|ev],d.,113,(Q)Ricardo Mello[BRA] [yr|ev],6-2 6-3 7-5,1.54,13.3%,59.0%,83.7%,55.9%,2/3,5.8%,62.1%,65.6%,43.6%,6/11,1:56,2
R32,72,Karol Beck[SVK] [yr|ev],d.,51,Nikolay Davydenko[RUS] [yr|ev],6-3 4-6 3-6 6-1 6-4,1.20,7.5%,57.5%,80.4%,50.0%,11/13,3.3%,70.9%,68.2%,43.2%,8/12,3:13,36
R32,5,(4)Lleyton Hewitt[AUS] [yr|ev],d.,32,(30)Feliciano Lopez[ESP] [yr|ev],6-1 6-4 6-2,1.76,13.8%,65.0%,82.7%,57.1%,7/7,6.4%,65.4%,62.7%,37.0%,3/8,1:30,1
R32,30,(28)Joachim Johansson[SWE] [yr|ev],d.,97,Stefan Koubek[AUT] [yr|ev],6-7(2) 7-6(1) 6-1 6-3,1.26,14.1%,58.5%,78.5%,60.7%,5/5,3.6%,64.3%,70.0%,52.0%,14/18,2:38,9
R32,56,Michael Llodra[FRA] [yr|ev],d.,40,Jurgen Melzer[AUT] [yr|ev],6-3 6-2 7-5,1.54,8.7%,73.9%,73.5%,66.7%,2/2,5.1%,64.6%,57.8%,54.3%,11/15,1:42,21
R32,19,(18)Tommy Robredo[ESP] [yr|ev],d.,130,(Q)Alexander Peya[AUT] [yr|ev],6-3 6-3 6-2,1.74,2.6%,64.5%,75.5%,66.7%,3/4,2.7%,53.4%,64.1%,38.2%,3/9,1:31,5
