Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,2,(2)Andy Murray[GBR] [yr|ev],d.,7,(6)Milos Raonic[CAN] [yr|ev],6-4 7-6(3) 7-6(2),1.36,6.8%,67.0%,87.0%,55.9%,2/2,7.0%,64.0%,67.1%,70.7%,6/7,2:48,1
SF,7,(6)Milos Raonic[CAN] [yr|ev],d.,3,(3)Roger Federer[SUI] [yr|ev],6-3 6-7(3) 4-6 7-5 6-3,1.04,13.8%,67.7%,83.2%,46.3%,8/9,10.0%,61.3%,81.6%,51.6%,5/8,3:24,3
SF,2,(2)Andy Murray[GBR] [yr|ev],d.,9,(10)Tomas Berdych[CZE] [yr|ev],6-3 6-3 6-3,1.38,8.0%,64.8%,77.2%,54.8%,2/3,6.8%,63.0%,69.6%,37.0%,5/10,1:57,1
QF,7,(6)Milos Raonic[CAN] [yr|ev],d.,41,(28)Sam Querrey[USA] [yr|ev],6-4 7-5 5-7 6-4,1.94,12.1%,64.5%,87.0%,71.1%,1/2,10.6%,56.7%,81.3%,41.0%,2/5,2:31,3
QF,3,(3)Roger Federer[SUI] [yr|ev],d.,13,(9)Marin Cilic[CRO] [yr|ev],6-7(4) 4-6 6-3 7-6(9) 6-3,1.06,16.0%,62.7%,79.2%,58.7%,7/8,14.1%,57.1%,81.7%,54.3%,7/9,3:17,1
QF,9,(10)Tomas Berdych[CZE] [yr|ev],d.,30,(32)Lucas Pouille[FRA] [yr|ev],7-6(4) 6-3 6-2,1.63,11.5%,59.8%,86.5%,51.4%,3/4,8.4%,57.9%,71.0%,33.3%,4/8,1:54,4
QF,2,(2)Andy Murray[GBR] [yr|ev],d.,12,(12)Jo-Wilfried Tsonga[FRA] [yr|ev],7-6(10) 6-1 3-6 4-6 6-1,1.14,8.5%,61.2%,73.3%,50.0%,9/13,9.7%,61.7%,71.6%,39.0%,6/12,3:53,1
R16,41,(28)Sam Querrey[USA] [yr|ev],d.,51,Nicolas Mahut[FRA] [yr|ev],6-4 7-6(5) 6-4,1.56,26.7%,58.1%,96.0%,50.0%,0/1,8.6%,66.7%,67.1%,57.1%,4/7,1:59,11
R16,7,(6)Milos Raonic[CAN] [yr|ev],d.,11,(11)David Goffin[BEL] [yr|ev],4-6 3-6 6-4 6-4 6-4,1.15,15.8%,66.2%,79.3%,57.4%,6/9,8.6%,60.4%,73.8%,58.2%,7/10,3:02,3
R16,3,(3)Roger Federer[SUI] [yr|ev],d.,29,Steve Johnson[USA] [yr|ev],6-2 6-3 7-5,1.72,7.2%,66.3%,74.5%,71.4%,3/4,7.9%,64.4%,61.5%,41.7%,5/10,1:36,1
R16,13,(9)Marin Cilic[CRO] [yr|ev],d.,6,(5)Kei Nishikori[JPN] [yr|ev],6-1 5-1 RET,2.30,43.6%,66.7%,84.6%,46.2%,0/1,0.0%,81.1%,43.3%,0.0%,3/8,0:43,3
R16,9,(10)Tomas Berdych[CZE] [yr|ev],d.,64,Jiri Vesely[CZE] [yr|ev],4-6 6-3 7-6(8) 6-7(9) 6-3,1.19,3.8%,60.6%,85.6%,54.0%,3/6,15.4%,62.1%,78.1%,51.6%,8/13,3:55,4
R16,30,(32)Lucas Pouille[FRA] [yr|ev],d.,19,(19)Bernard Tomic[AUS] [yr|ev],6-4 4-6 3-6 6-4 10-8,1.17,16.9%,54.4%,81.6%,53.4%,5/10,16.3%,68.0%,74.4%,40.4%,17/22,2:55,10
R16,12,(12)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,10,(7)Richard Gasquet[FRA] [yr|ev],4-2 RET,0.94,8.7%,60.9%,85.7%,44.4%,1/1,0.0%,57.1%,87.5%,50.0%,2/3,0:23,5
R16,2,(2)Andy Murray[GBR] [yr|ev],d.,18,(15)Nick Kyrgios[AUS] [yr|ev],7-5 6-1 6-4,2.04,10.5%,64.5%,83.7%,74.1%,0/0,12.6%,82.8%,68.1%,20.0%,9/13,1:42,1
R32,41,(28)Sam Querrey[USA] [yr|ev],d.,1,(1)Novak Djokovic[SRB] [yr|ev],7-6(6) 6-1 3-6 7-6(5),1.10,19.4%,62.5%,79.0%,41.7%,14/17,4.8%,66.4%,64.9%,55.1%,11/15,2:56,11
