Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
R32,1,(1)Novak Djokovic[SRB] [yr|ev],d.,25,(28)Jeremy Chardy[FRA] [yr|ev],6-3 6-2 6-2,4.56,13.8%,74.1%,93.0%,80.0%,0/0,6.7%,66.3%,54.2%,50.0%,11/16,1:26,1
R32,13,(13)Tommy Haas[GER] [yr|ev],d.,32,Feliciano Lopez[ESP] [yr|ev],4-6 6-2 7-5 6-4,1.39,16.2%,75.7%,75.0%,66.7%,8/10,11.2%,53.6%,71.6%,51.7%,5/10,2:22,2
R32,59,Bernard Tomic[AUS] [yr|ev],d.,9,(9)Richard Gasquet[FRA] [yr|ev],7-6(7) 5-7 7-5 7-6(5),0.73,11.4%,80.7%,75.4%,46.9%,7/8,10.6%,68.8%,85.6%,61.4%,6/7,2:46,17
R32,6,(7)Tomas Berdych[CZE] [yr|ev],d.,23,(27)Kevin Anderson[RSA] [yr|ev],3-6 6-3 6-4 7-5,1.02,8.9%,53.2%,81.8%,46.6%,11/14,15.7%,60.3%,72.6%,52.1%,13/18,2:56,4
R32,4,(4)David Ferrer[ESP] [yr|ev],d.,24,(26)Alexandr Dolgopolov[UKR] [yr|ev],6-7(6) 7-6(2) 2-6 6-1 6-2,1.31,4.2%,70.1%,75.2%,51.2%,4/9,8.0%,58.8%,69.1%,42.9%,17/24,3:12,3
R32,49,Ivan Dodig[CRO] [yr|ev],d.,64,Igor Sijsling[NED] [yr|ev],6-0 6-1 1-0 RET,3.18,13.9%,47.2%,70.6%,89.5%,0/0,7.1%,61.9%,46.2%,25.0%,3/9,0:46,29
R32,28,(23)Andreas Seppi[ITA] [yr|ev],d.,11,(12)Kei Nishikori[JPN] [yr|ev],3-6 6-2 6-7(4) 6-1 6-4,1.10,5.8%,60.0%,69.9%,54.8%,8/11,2.1%,68.5%,64.3%,51.1%,6/12,3:04,18
R32,8,(8)Juan Martin del Potro[ARG] [yr|ev],d.,55,Grega Zemlja[SLO] [yr|ev],7-5 7-6(3) 6-0,1.48,11.2%,60.7%,87.0%,57.1%,0/0,13.9%,67.3%,77.9%,33.3%,5/9,1:55,3
R32,130,Lukasz Kubot[POL] [yr|ev],d.,27,(25)Benoit Paire[FRA] [yr|ev],6-1 6-3 6-4,1.41,4.5%,59.1%,71.2%,58.3%,4/5,10.4%,55.8%,62.8%,38.2%,3/9,1:54,41
R32,111,Adrian Mannarino[FRA] [yr|ev],d.,189,(Q)Dustin Brown[JAM] [yr|ev],6-4 6-2 7-5,1.50,18.2%,64.8%,77.2%,64.5%,5/5,11.2%,58.2%,73.7%,39.0%,8/12,1:39,17
R32,22,(24)Jerzy Janowicz[POL] [yr|ev],d.,16,(15)Nicolas Almagro[ESP] [yr|ev],7-6(6) 6-3 6-4,1.75,34.5%,69.0%,86.7%,59.3%,0/1,16.8%,72.0%,75.3%,26.7%,2/5,1:47,14
R32,37,Jurgen Melzer[AUT] [yr|ev],d.,116,Sergiy Stakhovsky[UKR] [yr|ev],6-2 2-6 7-5 6-3,1.05,8.2%,67.3%,68.9%,52.8%,6/9,13.1%,61.7%,68.2%,51.2%,1/7,2:15,8
R32,54,Fernando Verdasco[ESP] [yr|ev],d.,39,Ernests Gulbis[LAT] [yr|ev],6-2 6-4 6-4,1.78,9.3%,69.3%,80.8%,69.6%,1/1,11.0%,63.4%,73.1%,36.7%,3/7,1:45,7
R32,80,Kenny De Schepper[FRA] [yr|ev],d.,20,(22)Juan Monaco[ARG] [yr|ev],6-4 7-6(8) 6-4,1.17,8.3%,75.9%,75.6%,46.2%,4/5,0.9%,69.7%,65.8%,57.6%,8/11,2:10,62
R32,26,(20)Mikhail Youzhny[RUS] [yr|ev],d.,44,Viktor Troicki[SRB] [yr|ev],6-3 6-4 7-5,1.43,4.4%,66.7%,83.3%,50.0%,3/4,14.6%,61.5%,72.9%,40.5%,7/11,2:05,8
R32,2,(2)Andy Murray[GBR] [yr|ev],d.,29,(32)Tommy Robredo[ESP] [yr|ev],6-2 6-4 7-5,1.64,11.3%,65.0%,84.6%,57.1%,2/3,6.0%,67.0%,70.1%,36.4%,2/7,2:01,1
R64,1,(1)Novak Djokovic[SRB] [yr|ev],d.,156,(Q)Bobby Reynolds[USA] [yr|ev],7-6(2) 6-3 6-1,2.66,16.4%,58.9%,90.7%,73.3%,0/0,6.6%,67.8%,64.6%,38.5%,14/18,1:54,1
R64,25,(28)Jeremy Chardy[FRA] [yr|ev],d.,115,(Q)Jan Lennard Struff[GER] [yr|ev],6-2 5-7 7-6(6) 7-6(4),1.30,17.2%,63.4%,78.8%,63.3%,3/5,7.9%,56.6%,74.4%,53.0%,7/10,3:01,25
R64,32,Feliciano Lopez[ESP] [yr|ev],d.,82,Paul Henri Mathieu[FRA] [yr|ev],6-3 5-1 RET,3.09,39.4%,63.6%,90.5%,75.0%,0/0,6.4%,44.7%,61.9%,46.2%,2/6,0:56,12
R64,13,(13)Tommy Haas[GER] [yr|ev],d.,151,(Q)Jimmy Wang[TPE] [yr|ev],6-3 6-2 7-5,2.37,18.9%,54.1%,95.0%,67.6%,0/0,7.9%,69.7%,64.5%,44.4%,4/8,1:31,2
R64,9,(9)Richard Gasquet[FRA] [yr|ev],d.,129,(Q)Go Soeda[JPN] [yr|ev],6-0 6-3 6-7(5) 6-3,1.38,10.3%,57.0%,77.0%,50.0%,2/6,1.6%,55.6%,65.2%,36.4%,9/18,2:28,7
R64,59,Bernard Tomic[AUS] [yr|ev],d.,87,James Blake[USA] [yr|ev],6-3 6-4 7-5,1.35,4.0%,71.7%,76.1%,46.4%,3/5,11.7%,58.5%,67.3%,41.0%,3/8,1:36,17
R64,23,(27)Kevin Anderson[RSA] [yr|ev],d.,127,(Q)Michal Przysiezny[POL] [yr|ev],6-4 7-6(2) 6-4,1.69,17.6%,69.4%,83.1%,69.2%,0/1,6.1%,60.2%,71.2%,53.8%,3/6,1:51,5
R64,6,(7)Tomas Berdych[CZE] [yr|ev],d.,57,Daniel Brands[GER] [yr|ev],7-6(6) 6-4 6-2,1.98,18.5%,58.0%,85.1%,76.5%,0/1,18.8%,75.2%,69.7%,44.0%,7/11,1:51,4
R64,4,(4)David Ferrer[ESP] [yr|ev],d.,60,Roberto Bautista Agut[ESP] [yr|ev],6-3 3-6 7-6(4) 7-5,1.13,4.6%,64.1%,76.2%,46.8%,3/7,1.4%,76.1%,62.0%,58.8%,8/13,2:59,3
R64,24,(26)Alexandr Dolgopolov[UKR] [yr|ev],d.,91,Santiago Giraldo[COL] [yr|ev],6-4 7-5 6-3,2.00,17.1%,63.2%,89.6%,60.7%,0/1,9.8%,62.7%,67.2%,42.1%,10/14,1:35,13
R64,64,Igor Sijsling[NED] [yr|ev],d.,15,(17)Milos Raonic[CAN] [yr|ev],7-5 6-4 7-6(4),1.59,18.1%,67.0%,82.5%,74.2%,4/4,20.2%,67.9%,77.0%,48.6%,3/5,2:09,52
R64,49,Ivan Dodig[CRO] [yr|ev],d.,105,(Q)Denis Kudla[USA] [yr|ev],6-1 7-6(4) 7-5,1.25,21.1%,61.4%,78.6%,50.0%,5/7,2.8%,56.6%,65.0%,52.2%,8/13,2:06,29
R64,11,(12)Kei Nishikori[JPN] [yr|ev],d.,84,Leonardo Mayer[ARG] [yr|ev],7-6(5) 6-4 6-2,1.31,1.9%,67.0%,71.8%,54.3%,3/5,4.7%,65.1%,63.8%,40.5%,7/12,2:22,4
R64,28,(23)Andreas Seppi[ITA] [yr|ev],d.,53,Michael Llodra[FRA] [yr|ev],7-5 RET,1.10,2.2%,62.2%,57.1%,70.6%,0/1,16.7%,63.9%,73.9%,30.8%,4/6,0:49,18
R64,55,Grega Zemlja[SLO] [yr|ev],d.,31,(29)Grigor Dimitrov[BUL] [yr|ev],3-6 7-6(4) 3-6 6-4 11-9,0.94,10.1%,55.9%,79.0%,57.8%,16/18,11.6%,66.3%,78.6%,57.8%,8/10,4:04,43
R64,8,(8)Juan Martin del Potro[ARG] [yr|ev],d.,112,Jesse Levine[CAN] [yr|ev],6-2 7-6(7) 6-3,1.54,15.1%,68.6%,78.0%,59.3%,2/3,13.0%,61.0%,67.2%,41.0%,7/11,1:59,3
R64,130,Lukasz Kubot[POL] [yr|ev],d.,135,Steve Darcis[BEL] [yr|ev],W/O,,,,,,,,,,,,,41
R64,27,(25)Benoit Paire[FRA] [yr|ev],d.,165,(Q)Stephane Robert[FRA] [yr|ev],6-4 7-5 6-4,1.07,11.4%,57.1%,81.7%,51.1%,4/4,4.1%,61.2%,70.0%,60.5%,3/6,1:40,18
R64,111,Adrian Mannarino[FRA] [yr|ev],d.,21,(18)John Isner[USA] [yr|ev],1-1 RET,0.00,20.0%,80.0%,100.0%,0.0%,0/0,20.0%,80.0%,100.0%,100.0%,0/0,0:15,17
R64,189,(Q)Dustin Brown[JAM] [yr|ev],d.,70,Lleyton Hewitt[AUS] [yr|ev],6-4 6-4 6-7(3) 6-2,1.10,14.4%,63.7%,76.3%,47.2%,9/10,9.2%,55.4%,72.2%,50.0%,1/6,2:26,64
R64,16,(15)Nicolas Almagro[ESP] [yr|ev],d.,85,Guillaume Rufin[FRA] [yr|ev],7-5 6-7(6) 6-3 6-4,1.26,16.8%,68.8%,82.6%,51.3%,1/3,13.8%,63.4%,80.8%,40.0%,5/10,2:29,9
R64,22,(24)Jerzy Janowicz[POL] [yr|ev],d.,45,Radek Stepanek[CZE] [yr|ev],6-2 5-3 RET,2.08,16.7%,66.7%,92.9%,50.0%,0/0,1.5%,61.5%,65.0%,40.0%,5/8,1:15,14
R64,37,Jurgen Melzer[AUT] [yr|ev],d.,121,(Q)Julian Reister[GER] [yr|ev],3-6 7-6(2) 7-6(5) 6-2,1.08,8.7%,64.5%,67.4%,67.3%,8/9,6.8%,70.1%,66.0%,61.4%,10/12,2:46,8
R64,116,Sergiy Stakhovsky[UKR] [yr|ev],d.,3,(3)Roger Federer[SUI] [yr|ev],6-7(5) 7-6(5) 7-5 7-6(5),0.98,10.3%,66.1%,76.1%,64.3%,7/8,10.1%,72.2%,79.8%,54.5%,5/7,3:00,31
R64,39,Ernests Gulbis[LAT] [yr|ev],d.,7,(6)Jo-Wilfried Tsonga[FRA] [yr|ev],3-6 6-3 6-3 RET,1.12,14.1%,61.2%,76.9%,51.5%,8/10,10.7%,67.9%,70.2%,48.1%,5/8,1:59,10
R64,54,Fernando Verdasco[ESP] [yr|ev],d.,33,(31)Julien Benneteau[FRA] [yr|ev],7-6(1) 7-6(4) 6-4,1.64,15.5%,54.6%,90.6%,61.4%,1/2,5.6%,61.9%,70.5%,50.0%,7/9,2:33,7
R64,20,(22)Juan Monaco[ARG] [yr|ev],d.,86,Rajeev Ram[USA] [yr|ev],5-7 6-2 6-4 6-2,1.73,6.9%,67.6%,78.3%,72.7%,2/3,7.5%,76.7%,66.7%,35.5%,9/14,2:16,10
R64,80,Kenny De Schepper[FRA] [yr|ev],d.,12,(10)Marin Cilic[CRO] [yr|ev],W/O,,,,,,,,,,,,,62
R64,44,Viktor Troicki[SRB] [yr|ev],d.,78,Andrey Kuznetsov[RUS] [yr|ev],6-4 6-3 6-4,1.47,19.0%,63.3%,86.0%,55.2%,0/1,3.8%,65.4%,66.7%,55.6%,8/12,1:29,12
R64,26,(20)Mikhail Youzhny[RUS] [yr|ev],d.,103,Vasek Pospisil[CAN] [yr|ev],6-2 6-7(3) 7-6(7) 3-6 6-4,1.07,4.9%,63.8%,73.1%,66.1%,5/7,16.5%,63.3%,83.0%,43.1%,3/7,3:36,8
R64,29,(32)Tommy Robredo[ESP] [yr|ev],d.,124,(WC)Nicolas Mahut[FRA] [yr|ev],7-6(3) 6-1 7-6(5),1.49,9.0%,63.0%,82.5%,75.7%,2/2,18.1%,64.9%,78.7%,54.5%,3/5,2:03,5
R64,2,(2)Andy Murray[GBR] [yr|ev],d.,75,Yen Hsun Lu[TPE] [yr|ev],6-3 6-3 7-5,1.94,13.4%,63.4%,84.6%,66.7%,3/3,0.9%,65.7%,69.0%,35.1%,11/15,2:01,1
R128,1,(1)Novak Djokovic[SRB] [yr|ev],d.,34,Florian Mayer[GER] [yr|ev],6-3 7-5 6-4,1.69,5.7%,63.2%,74.5%,81.3%,3/3,2.8%,60.2%,70.8%,46.5%,8/11,1:56,1
R128,156,(Q)Bobby Reynolds[USA] [yr|ev],d.,98,(WC)Steve Johnson[USA] [yr|ev],1-6 7-6(4) 6-3 6-7(4) 6-4,1.17,14.3%,61.7%,71.6%,64.4%,9/11,13.8%,55.2%,76.0%,48.1%,13/16,3:20,63
R128,115,(Q)Jan Lennard Struff[GER] [yr|ev],d.,132,Blaz Kavcic[SLO] [yr|ev],6-4 6-1 6-3,1.56,23.5%,58.8%,76.0%,62.9%,9/9,7.3%,58.3%,71.4%,30.0%,9/14,1:36,21
R128,25,(28)Jeremy Chardy[FRA] [yr|ev],d.,97,Ryan Harrison[USA] [yr|ev],7-6(4) 4-6 7-5 6-2,1.36,8.4%,65.5%,84.6%,53.7%,2/3,11.6%,64.5%,70.0%,54.5%,14/17,2:50,25
R128,32,Feliciano Lopez[ESP] [yr|ev],d.,17,(19)Gilles Simon[FRA] [yr|ev],6-2 6-4 7-6(11),2.36,24.7%,70.6%,91.7%,68.0%,0/0,4.2%,59.7%,69.0%,56.3%,7/10,2:02,12
R128,82,Paul Henri Mathieu[FRA] [yr|ev],d.,69,Ricardas Berankis[LTU] [yr|ev],7-6(4) 7-5 6-7(3) 6-4,1.18,18.1%,61.1%,83.0%,53.6%,7/8,11.6%,52.4%,84.9%,46.2%,7/10,3:03,12
R128,151,(Q)Jimmy Wang[TPE] [yr|ev],d.,107,(Q)Wayne Odesnik[USA] [yr|ev],7-6(5) 4-6 6-2 3-6 7-5,1.06,6.0%,68.9%,66.3%,46.8%,4/12,3.4%,70.1%,59.8%,53.8%,16/25,3:53,85
R128,13,(13)Tommy Haas[GER] [yr|ev],d.,65,Dmitry Tursunov[RUS] [yr|ev],6-3 7-5 7-5,1.46,17.3%,64.3%,88.9%,51.4%,4/4,5.3%,55.8%,69.8%,57.1%,3/6,2:01,2
R128,9,(9)Richard Gasquet[FRA] [yr|ev],d.,41,Marcel Granollers[ESP] [yr|ev],6-7(2) 6-4 7-5 6-4,1.22,6.2%,65.1%,77.4%,48.9%,3/5,7.5%,71.9%,69.5%,36.6%,11/16,2:56,7
R128,129,(Q)Go Soeda[JPN] [yr|ev],d.,108,Andreas Haider Maurer[AUT] [yr|ev],7-6(6) 7-5 6-1,1.80,10.6%,55.3%,83.0%,65.8%,0/2,7.3%,56.4%,69.4%,37.5%,4/9,1:56,47
R128,87,James Blake[USA] [yr|ev],d.,93,Thiemo De Bakker[NED] [yr|ev],6-1 6-3 6-2,2.04,10.8%,52.3%,88.2%,64.5%,1/1,8.4%,63.9%,56.6%,46.7%,11/17,1:11,4
R128,59,Bernard Tomic[AUS] [yr|ev],d.,19,(21)Sam Querrey[USA] [yr|ev],7-6(6) 7-6(3) 3-6 2-6 6-3,0.84,7.1%,78.2%,70.5%,58.8%,9/13,24.2%,63.8%,85.3%,51.9%,6/8,2:34,17
R128,23,(27)Kevin Anderson[RSA] [yr|ev],d.,143,(LL)Olivier Rochus[BEL] [yr|ev],6-4 6-2 6-1,4.24,46.7%,71.7%,90.7%,82.4%,0/0,0.0%,62.4%,51.7%,48.6%,5/10,1:18,5
R128,127,(Q)Michal Przysiezny[POL] [yr|ev],d.,141,Philipp Petzschner[GER] [yr|ev],6-3 7-6(6) 6-0,1.92,5.0%,56.3%,91.1%,60.0%,3/4,4.1%,64.9%,64.6%,42.3%,3/8,1:34,57
R128,57,Daniel Brands[GER] [yr|ev],d.,56,Daniel Gimeno Traver[ESP] [yr|ev],7-6(5) 6-7(4) 6-7(5) 6-1 6-4,1.16,10.9%,64.6%,79.6%,61.3%,4/4,11.5%,69.0%,77.5%,50.0%,5/8,3:02,51
R128,6,(7)Tomas Berdych[CZE] [yr|ev],d.,36,Martin Klizan[SVK] [yr|ev],6-3 6-4 6-4,1.93,7.3%,62.2%,92.2%,54.8%,3/3,5.2%,63.9%,61.3%,51.4%,6/9,1:50,4
R128,4,(4)David Ferrer[ESP] [yr|ev],d.,101,Martin Alund[ARG] [yr|ev],6-1 4-6 7-5 6-2,1.43,7.0%,68.0%,83.8%,46.9%,1/3,7.3%,73.6%,65.4%,44.8%,6/12,2:09,3
R128,60,Roberto Bautista Agut[ESP] [yr|ev],d.,137,(Q)Teymuraz Gabashvili[RUS] [yr|ev],6-3 6-4 7-6(3),1.31,5.1%,75.2%,71.6%,55.2%,6/8,4.7%,58.5%,64.5%,47.7%,6/10,2:29,9
R128,91,Santiago Giraldo[COL] [yr|ev],d.,52,Horacio Zeballos[ARG] [yr|ev],3-6 7-6(4) 6-7(6) 6-1 6-3,1.27,9.0%,72.9%,72.4%,76.9%,7/9,11.0%,60.6%,70.2%,60.7%,4/9,3:06,28
R128,24,(26)Alexandr Dolgopolov[UKR] [yr|ev],d.,122,Gastao Elias[POR] [yr|ev],6-1 7-6(2) 6-2,1.92,9.5%,63.5%,80.9%,70.4%,1/2,0.0%,43.0%,59.5%,53.1%,5/10,1:20,13
R128,15,(17)Milos Raonic[CAN] [yr|ev],d.,74,Carlos Berlocq[ARG] [yr|ev],6-4 6-3 6-3,2.18,26.4%,70.8%,88.2%,61.9%,1/1,3.8%,64.4%,62.7%,48.6%,8/12,1:46,3
R128,64,Igor Sijsling[NED] [yr|ev],d.,173,(Q)Alex Kuznetsov[USA] [yr|ev],6-3 6-4 6-4,1.12,11.8%,59.8%,80.3%,51.2%,6/6,10.4%,61.0%,83.0%,36.7%,1/4,1:33,52
R128,105,(Q)Denis Kudla[USA] [yr|ev],d.,174,(Q)James Duckworth[AUS] [yr|ev],6-4 6-2 3-6 4-6 6-1,1.08,3.3%,60.5%,68.5%,58.3%,13/17,14.1%,57.8%,80.8%,35.1%,8/15,2:41,53
R128,49,Ivan Dodig[CRO] [yr|ev],d.,18,(16)Philipp Kohlschreiber[GER] [yr|ev],4-6 6-7(6) 7-6(3) 6-3 2-1 RET,1.12,12.9%,65.2%,83.2%,46.3%,5/6,8.3%,57.1%,78.1%,51.4%,10/12,3:04,29
R128,11,(12)Kei Nishikori[JPN] [yr|ev],d.,110,(WC)Matthew Ebden[AUS] [yr|ev],6-2 6-4 6-3,1.48,1.2%,66.7%,68.5%,70.4%,1/2,8.5%,60.6%,68.4%,32.4%,5/11,1:41,4
R128,84,Leonardo Mayer[ARG] [yr|ev],d.,90,Aljaz Bedene[SLO] [yr|ev],6-2 6-3 6-4,1.52,14.1%,63.0%,81.0%,58.8%,6/6,8.2%,60.0%,66.7%,47.1%,3/7,1:57,21
R128,53,Michael Llodra[FRA] [yr|ev],d.,38,Jarkko Nieminen[FIN] [yr|ev],7-6(3) 6-4 6-3,1.61,20.7%,62.2%,84.3%,67.7%,0/1,3.1%,64.6%,71.0%,52.9%,3/6,1:33,21
R128,28,(23)Andreas Seppi[ITA] [yr|ev],d.,47,Denis Istomin[UZB] [yr|ev],7-6(6) 7-6(3) 5-7 3-6 6-3,0.92,7.5%,61.5%,78.5%,53.7%,4/7,11.0%,62.3%,81.3%,55.2%,3/5,3:18,18
R128,31,(29)Grigor Dimitrov[BUL] [yr|ev],d.,89,Simone Bolelli[ITA] [yr|ev],6-1 6-4 6-3,2.86,23.8%,73.0%,93.5%,58.8%,0/0,4.7%,59.3%,66.7%,37.1%,6/11,1:22,3
R128,55,Grega Zemlja[SLO] [yr|ev],d.,95,Michael Russell[USA] [yr|ev],6-7(3) 6-4 6-4 6-1,1.12,13.2%,67.6%,72.8%,45.5%,9/11,7.8%,65.9%,70.6%,38.6%,4/10,2:30,43
R128,112,Jesse Levine[CAN] [yr|ev],d.,76,Guido Pella[ARG] [yr|ev],6-4 6-2 4-6 3-6 4-3 RET,0.96,12.3%,63.0%,68.5%,53.7%,15/19,11.5%,64.6%,69.0%,56.5%,3/8,2:47,69
R128,8,(8)Juan Martin del Potro[ARG] [yr|ev],d.,62,Albert Ramos[ESP] [yr|ev],6-2 7-5 6-1,1.80,12.7%,73.4%,77.6%,57.1%,5/6,9.2%,57.9%,68.2%,25.0%,2/8,1:48,3
R128,135,Steve Darcis[BEL] [yr|ev],d.,5,(5)Rafael Nadal[ESP] [yr|ev],7-6(4) 7-6(8) 6-4,1.17,10.7%,59.5%,73.6%,57.1%,5/7,5.0%,67.2%,65.0%,53.8%,8/11,2:55,38
R128,130,Lukasz Kubot[POL] [yr|ev],d.,416,Igor Andreev[RUS] [yr|ev],6-1 7-5 6-2,1.71,15.1%,60.3%,77.3%,55.2%,1/3,6.3%,68.8%,50.9%,36.0%,4/11,1:40,41
R128,165,(Q)Stephane Robert[FRA] [yr|ev],d.,77,Alejandro Falla[COL] [yr|ev],6-3 7-6(5) 7-5,1.11,4.5%,67.6%,66.7%,36.1%,4/9,0.8%,58.5%,58.3%,43.1%,8/15,2:05,50
R128,27,(25)Benoit Paire[FRA] [yr|ev],d.,94,Adrian Ungur[ROU] [yr|ev],6-4 4-6 6-3 6-1,1.56,26.8%,62.9%,83.6%,50.0%,0/2,1.6%,58.9%,58.9%,49.0%,7/13,1:51,18
R128,21,(18)John Isner[USA] [yr|ev],d.,66,Evgeny Donskoy[RUS] [yr|ev],6-1 7-6(5) 7-6(3),1.57,23.2%,74.7%,77.5%,79.2%,0/0,4.2%,65.3%,75.8%,45.5%,2/4,1:43,8
R128,111,Adrian Mannarino[FRA] [yr|ev],d.,50,Pablo Andujar[ESP] [yr|ev],6-1 6-2 6-3,2.98,10.5%,63.2%,86.1%,81.0%,0/0,1.2%,60.2%,64.0%,36.4%,7/13,1:30,17
R128,189,(Q)Dustin Brown[JAM] [yr|ev],d.,67,Guillermo Garcia Lopez[ESP] [yr|ev],6-3 6-3 6-3,1.63,11.8%,75.0%,82.5%,63.2%,3/3,6.1%,66.7%,72.7%,45.5%,3/7,1:15,64
R128,70,Lleyton Hewitt[AUS] [yr|ev],d.,10,(11)Stan Wawrinka[SUI] [yr|ev],6-4 7-5 6-3,1.15,5.1%,56.6%,66.1%,60.5%,8/10,11.4%,60.0%,65.1%,47.6%,9/15,2:12,1
R128,16,(15)Nicolas Almagro[ESP] [yr|ev],d.,183,Jurgen Zopp[EST] [yr|ev],6-4 7-6(2) 7-5,2.80,13.3%,55.4%,93.5%,78.4%,0/0,8.9%,52.4%,78.5%,45.8%,8/10,1:52,9
R128,85,Guillaume Rufin[FRA] [yr|ev],d.,72,Marinko Matosevic[AUS] [yr|ev],6-1 4-6 6-4 6-3,1.10,5.2%,47.0%,77.8%,42.6%,8/12,5.1%,52.5%,69.4%,39.3%,6/14,2:35,81
R128,45,Radek Stepanek[CZE] [yr|ev],d.,216,(Q)Matt Reid[AUS] [yr|ev],6-2 6-2 6-4,1.76,11.0%,65.8%,77.1%,68.0%,2/2,14.1%,60.0%,66.7%,35.3%,7/12,1:32,8
