Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,
F,4,(4)Lleyton Hewitt[AUS] [yr|ev],d.,10,(10)Pete Sampras[USA] [yr|ev],7-6(4) 6-1 6-1,1.59,9.1%,63.6%,83.7%,50.0%,1/2,11.1%,59.6%,62.7%,42.5%,7/13,1:54
SF,4,(4)Lleyton Hewitt[AUS] [yr|ev],d.,7,(7)Yevgeny Kafelnikov[RUS] [yr|ev],6-1 6-2 6-1,1.96,7.7%,58.5%,78.9%,55.6%,3/4,8.6%,58.6%,61.8%,8.3%,2/10,1:23
SF,10,(10)Pete Sampras[USA] [yr|ev],d.,3,(3)Marat Safin[RUS] [yr|ev],6-3 7-6(5) 6-3,1.04,19.6%,63.7%,81.5%,54.1%,3/3,19.8%,58.0%,87.2%,47.1%,2/4,1:54
QF,7,(7)Yevgeny Kafelnikov[RUS] [yr|ev],d.,1,(1)Gustavo Kuerten[BRA] [yr|ev],6-4 6-0 6-3,1.77,5.2%,51.9%,82.5%,64.9%,3/3,2.6%,55.3%,59.5%,47.1%,6/11,1:32
QF,4,(4)Lleyton Hewitt[AUS] [yr|ev],d.,18,(18)Andy Roddick[USA] [yr|ev],6-7(5) 6-3 6-4 3-6 6-4,1.04,9.1%,56.1%,82.6%,50.0%,5/6,13.1%,51.2%,76.8%,56.4%,7/10,3:40
QF,3,(3)Marat Safin[RUS] [yr|ev],d.,103,Mariano Zabaleta[ARG] [yr|ev],6-4 6-4 6-2,1.54,9.0%,62.8%,75.5%,58.6%,3/5,3.0%,59.4%,58.3%,43.9%,7/13,1:47
QF,10,(10)Pete Sampras[USA] [yr|ev],d.,2,(2)Andre Agassi[USA] [yr|ev],6-7(7) 7-6(2) 7-6(2) 7-6(5),1.15,14.9%,62.5%,79.0%,58.7%,3/3,10.6%,65.3%,74.8%,52.5%,6/6,3:32
R16,1,(1)Gustavo Kuerten[BRA] [yr|ev],d.,40,Albert Costa[ESP] [yr|ev],6-4 6-4 7-6(7),1.42,19.4%,60.2%,82.1%,64.9%,0/1,6.5%,63.9%,69.6%,56.4%,8/11,2:03
R16,7,(7)Yevgeny Kafelnikov[RUS] [yr|ev],d.,12,(12)Arnaud Clement[FRA] [yr|ev],6-3 6-4 6-3,1.41,7.6%,53.3%,73.5%,53.5%,7/10,9.0%,55.1%,49.0%,50.0%,8/15,2:02
R16,4,(4)Lleyton Hewitt[AUS] [yr|ev],d.,15,(16)Tommy Haas[GER] [yr|ev],3-6 7-6(2) 6-4 6-2,1.16,6.9%,54.3%,74.6%,62.3%,2/4,7.5%,55.6%,74.3%,50.8%,11/15,2:46
