Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
24,Casper Ruud,NOR,4,727,85.2%,25.9%,29,8.2%,12,3.4%,65.2%,73.5%,59.3%,68.6%,31,71.0%,39.8%,30,50.0%,53.8%,1.27,8:30
Q,Aslan Karatsev,RUS,6,1049,81.1%,38.6%,54,10.4%,20,3.8%,60.5%,73.7%,52.4%,65.3%,45,62.2%,43.6%,64,53.1%,54.3%,1.25,12:53
3,Dominic Thiem,AUT,4,807,81.5%,28.6%,24,6.3%,7,1.8%,66.9%,71.0%,59.5%,67.2%,29,58.6%,40.1%,49,36.7%,52.9%,1.22,9:41
,Mackenzie Mcdonald,USA,4,768,82.8%,25.0%,40,10.9%,8,2.2%,66.3%,75.0%,55.6%,68.5%,23,52.2%,37.8%,31,51.6%,52.5%,1.20,8:11
26,Hubert Hurkacz,POL,1,319,79.2%,16.7%,19,14.1%,3,2.2%,70.4%,70.5%,57.5%,66.7%,8,37.5%,39.7%,17,23.5%,51.1%,1.19,3:44
,Nick Kyrgios,AUS,3,790,87.9%,15.2%,69,18.6%,8,2.2%,72.2%,81.3%,47.6%,71.9%,17,52.9%,33.1%,34,29.4%,51.3%,1.18,8:45
,Reilly Opelka,USA,2,560,90.5%,11.9%,61,22.7%,9,3.3%,65.1%,78.3%,56.4%,70.6%,15,73.3%,34.4%,24,20.8%,51.8%,1.17,6:02
32,Adrian Mannarino,FRA,3,501,80.0%,27.5%,18,7.2%,6,2.4%,54.6%,76.5%,52.2%,65.5%,23,65.2%,39.7%,27,40.7%,52.5%,1.15,5:54
22,Borna Coric,CRO,2,423,83.3%,14.3%,41,20.5%,7,3.5%,68.0%,78.7%,53.1%,70.5%,13,53.8%,33.6%,16,31.3%,51.1%,1.14,4:52
19,Karen Khachanov,RUS,3,707,92.6%,18.9%,34,9.9%,11,3.2%,61.4%,76.4%,57.9%,69.3%,17,76.5%,35.1%,30,33.3%,51.8%,1.14,8:02
,Salvatore Caruso,ITA,2,468,86.5%,27.0%,15,6.8%,5,2.3%,57.5%,75.6%,53.2%,66.1%,17,70.6%,38.5%,25,40.0%,51.5%,1.13,5:43
Q,Carlos Alcaraz,ESP,2,439,73.5%,39.4%,9,4.1%,6,2.8%,60.4%,67.9%,52.3%,61.8%,22,59.1%,43.2%,27,48.1%,52.4%,1.13,5:02
31,Lorenzo Sonego,ITA,2,493,92.9%,11.9%,26,10.7%,7,2.9%,68.2%,76.4%,61.0%,71.5%,5,40.0%,31.9%,21,23.8%,51.3%,1.12,5:29
Q,Maxime Cressy,USA,2,411,84.4%,6.1%,36,18.5%,13,6.7%,63.1%,75.6%,62.5%,70.8%,11,54.5%,32.4%,12,16.7%,50.6%,1.11,4:31
,Lloyd Harris,RSA,3,663,85.5%,20.4%,55,16.6%,11,3.3%,67.1%,78.4%,49.5%,68.9%,18,55.6%,34.3%,23,47.8%,51.6%,1.10,7:26
,Aljaz Bedene,SLO,1,253,77.3%,13.6%,15,12.8%,3,2.6%,63.2%,74.3%,60.5%,69.2%,9,44.4%,33.8%,9,33.3%,50.2%,1.10,2:36
8,Diego Schwartzman,ARG,3,531,68.2%,40.9%,1,0.4%,6,2.4%,70.0%,60.5%,53.9%,58.5%,28,50.0%,45.3%,39,46.2%,51.6%,1.09,6:31
28,Filip Krajinovic,SRB,3,733,80.0%,23.7%,26,6.9%,11,2.9%,61.2%,74.6%,49.0%,64.6%,33,63.6%,38.4%,34,41.2%,52.0%,1.09,8:17
17,Stan Wawrinka,SUI,2,469,84.2%,23.7%,16,6.6%,4,1.6%,57.4%,71.4%,56.7%,65.2%,17,64.7%,37.8%,19,47.4%,52.0%,1.08,5:35
,Pedro Martinez,ESP,3,727,72.7%,34.5%,14,3.8%,9,2.4%,69.9%,65.0%,49.1%,60.2%,37,59.5%,42.8%,41,46.3%,51.7%,1.08,9:01
11,Denis Shapovalov,CAN,3,673,84.3%,25.0%,32,9.5%,21,6.2%,60.7%,73.2%,50.4%,64.2%,38,78.9%,38.5%,26,50.0%,51.4%,1.08,8:10
Q,Viktor Troicki,SRB,1,362,78.6%,20.7%,16,9.0%,3,1.7%,68.5%,64.8%,57.1%,62.4%,11,45.5%,40.2%,13,46.2%,51.1%,1.07,4:06
29,Ugo Humbert,FRA,2,563,93.5%,12.8%,41,14.1%,4,1.4%,68.4%,78.9%,53.3%,70.8%,15,80.0%,31.3%,16,37.5%,51.7%,1.07,6:11
23,Dusan Lajovic,SRB,4,1074,83.3%,24.4%,23,4.3%,13,2.5%,71.1%,68.4%,54.2%,64.3%,51,72.5%,38.0%,45,44.4%,50.9%,1.06,12:03
,Jiri Vesely,CZE,2,536,88.6%,18.2%,58,23.0%,8,3.2%,69.4%,75.4%,51.9%,68.3%,12,58.3%,33.8%,21,38.1%,50.0%,1.06,6:01
,Tommy Paul,USA,2,456,77.1%,22.2%,15,6.9%,5,2.3%,66.1%,69.4%,50.0%,62.8%,21,61.9%,39.5%,27,29.6%,50.7%,1.06,4:53
Q,Tomas Machac,CZE,2,457,82.9%,20.6%,20,9.1%,3,1.4%,64.5%,67.6%,56.4%,63.6%,15,60.0%,38.4%,25,28.0%,50.5%,1.06,5:11
,Marton Fucsovics,HUN,3,870,78.3%,25.4%,11,2.6%,18,4.2%,56.6%,67.6%,56.1%,62.6%,32,53.1%,38.7%,44,38.6%,50.6%,1.04,11:24
,Radu Albot,MDA,3,702,81.8%,25.0%,19,5.3%,13,3.6%,63.7%,71.7%,51.1%,64.3%,23,56.5%,37.2%,29,48.3%,51.1%,1.04,8:33
16,Fabio Fognini,ITA,4,802,83.3%,23.4%,17,4.1%,20,4.8%,54.7%,74.0%,54.3%,65.1%,29,62.1%,35.9%,38,39.5%,51.0%,1.03,10:14
Q,Roman Safiullin,RUS,2,469,75.0%,31.4%,17,7.0%,5,2.0%,60.2%,70.7%,44.3%,60.2%,30,70.0%,40.4%,26,42.3%,50.7%,1.02,5:37
,Cameron Norrie,GBR,3,742,77.6%,20.7%,25,7.0%,13,3.6%,70.0%,70.8%,43.9%,62.7%,29,55.2%,38.2%,37,32.4%,50.0%,1.02,9:12
,Pablo Andujar,ESP,2,444,74.3%,22.2%,9,4.2%,12,5.6%,70.9%,68.2%,41.9%,60.6%,20,55.0%,40.3%,25,32.0%,50.0%,1.02,5:11
27,Taylor Fritz,USA,3,981,87.5%,13.9%,53,10.7%,12,2.4%,60.8%,73.1%,55.2%,66.1%,39,76.9%,34.8%,35,28.6%,50.6%,1.02,10:55
,Thiago Monteiro,BRA,2,372,90.0%,17.2%,17,8.7%,2,1.0%,67.7%,70.5%,66.7%,69.2%,12,75.0%,31.1%,12,41.7%,51.1%,1.01,4:00
,Roberto Carballes Baena,ESP,2,379,71.9%,21.2%,8,4.8%,6,3.6%,65.9%,69.1%,50.9%,62.9%,12,25.0%,36.8%,23,30.4%,48.3%,0.99,4:22
15,Pablo Carreno Busta,ESP,3,491,76.9%,20.5%,16,6.1%,6,2.3%,67.8%,71.5%,51.8%,65.2%,27,66.7%,34.4%,15,53.3%,50.9%,0.99,5:34
,James Duckworth,AUS,2,313,69.2%,23.1%,9,5.8%,2,1.3%,63.2%,63.3%,56.1%,60.6%,13,38.5%,38.6%,15,40.0%,49.5%,0.98,3:25
,Emil Ruusuvuori,FIN,2,596,72.1%,26.2%,14,4.5%,14,4.5%,67.8%,63.8%,45.5%,58.0%,37,67.6%,40.8%,23,47.8%,49.8%,0.97,6:55
WC,Alexei Popyrin,AUS,2,607,81.3%,16.3%,33,11.0%,14,4.7%,58.7%,74.4%,53.2%,65.7%,17,47.1%,33.2%,17,47.1%,49.3%,0.97,6:43
,Jannik Sinner,ITA,1,302,78.3%,13.0%,4,2.8%,4,2.8%,70.3%,66.7%,55.8%,63.4%,10,50.0%,35.0%,20,15.0%,48.7%,0.96,3:55
,Pablo Cuevas,URU,2,392,78.8%,21.2%,19,9.4%,3,1.5%,64.4%,72.3%,48.6%,63.9%,17,58.8%,34.2%,9,77.8%,49.5%,0.95,4:19
10,Gael Monfils,FRA,1,357,75.0%,24.0%,13,8.0%,5,3.1%,63.0%,63.7%,48.3%,58.0%,13,53.8%,40.0%,23,26.1%,48.2%,0.95,3:46
WC,Christopher Oconnell,AUS,2,415,87.5%,9.7%,22,10.4%,4,1.9%,60.8%,78.3%,49.4%,67.0%,16,75.0%,31.5%,7,42.9%,49.6%,0.95,4:22
,Alexander Bublik,KAZ,2,529,83.3%,18.6%,66,24.9%,20,7.5%,60.4%,76.9%,45.7%,64.5%,18,61.1%,33.7%,29,27.6%,49.1%,0.95,5:41
,Miomir Kecmanovic,SRB,2,332,76.9%,23.1%,13,8.0%,4,2.5%,65.4%,67.9%,48.2%,61.1%,19,68.4%,37.1%,12,50.0%,48.8%,0.95,3:34
,Albert Ramos,ESP,1,285,80.0%,14.3%,6,4.2%,4,2.8%,66.2%,64.9%,54.2%,61.3%,10,60.0%,36.4%,14,21.4%,48.8%,0.94,3:23
,Frances Tiafoe,USA,2,438,74.3%,28.6%,29,12.3%,11,4.7%,53.2%,74.4%,47.3%,61.7%,22,59.1%,36.0%,15,66.7%,49.8%,0.94,5:21
LL,Alexandre Muller,FRA,2,347,53.6%,37.9%,11,6.7%,8,4.9%,67.1%,57.3%,40.7%,51.8%,19,31.6%,45.4%,15,73.3%,48.4%,0.94,4:02
25,Benoit Paire,FRA,1,312,60.0%,35.0%,21,13.8%,23,15.1%,53.9%,65.9%,37.1%,52.6%,23,65.2%,44.4%,21,33.3%,48.4%,0.94,3:12
Q,Elias Ymer,SWE,1,244,57.9%,36.8%,5,4.3%,6,5.2%,58.3%,61.2%,43.8%,53.9%,13,38.5%,42.6%,18,38.9%,48.0%,0.93,3:07
,Dominik Koepfer,GER,2,320,74.1%,18.5%,9,5.9%,7,4.6%,61.4%,72.3%,47.5%,62.7%,14,50.0%,34.7%,13,38.5%,48.1%,0.93,3:23
WC,Thanasi Kokkinakis,AUS,2,479,86.5%,15.8%,42,15.6%,10,3.7%,63.2%,74.7%,51.5%,66.2%,23,78.3%,31.4%,10,60.0%,50.9%,0.93,6:05
Q,Sergiy Stakhovsky,UKR,1,316,73.1%,18.5%,11,6.5%,5,3.0%,57.7%,68.0%,53.5%,61.9%,17,58.8%,35.1%,11,45.5%,49.4%,0.92,3:24
WC,Aleksandar Vukic,AUS,1,277,81.0%,9.1%,15,11.5%,3,2.3%,56.5%,77.0%,50.9%,65.6%,12,66.7%,31.5%,9,22.2%,47.7%,0.92,3:06
,John Millman,AUS,1,302,70.8%,16.7%,3,1.9%,0,0.0%,63.6%,65.3%,48.2%,59.1%,13,46.2%,37.8%,7,57.1%,48.7%,0.92,3:45
,Feliciano Lopez,ESP,3,714,87.1%,11.1%,48,13.3%,22,6.1%,55.2%,80.5%,56.8%,69.9%,24,66.7%,27.6%,12,58.3%,49.0%,0.92,7:36
,Ricardas Berankis,LTU,2,390,79.3%,21.4%,6,2.8%,9,4.2%,62.3%,67.9%,46.9%,60.0%,25,76.0%,36.0%,16,37.5%,49.2%,0.90,4:07
WC,Alex Bolt,AUS,2,395,80.6%,19.4%,17,8.8%,6,3.1%,65.8%,65.4%,54.5%,61.7%,11,45.5%,34.7%,22,27.3%,47.8%,0.90,4:04
13,David Goffin,BEL,1,339,76.9%,19.2%,8,4.4%,11,6.1%,59.4%,71.0%,47.9%,61.7%,13,53.8%,34.6%,9,55.6%,49.0%,0.90,3:43
,Yuichi Sugita,JPN,1,140,60.0%,9.1%,6,9.2%,2,3.1%,53.8%,71.4%,43.3%,58.5%,7,42.9%,37.3%,7,14.3%,47.1%,0.90,1:26
WC,Li Tu,AUS,1,260,81.8%,9.1%,19,14.6%,4,3.1%,60.0%,71.8%,67.3%,70.0%,6,33.3%,26.9%,4,50.0%,48.5%,0.90,2:46
Q,Kimmer Coppejans,BEL,1,304,75.0%,12.0%,18,11.3%,3,1.9%,67.9%,68.5%,49.0%,62.3%,13,53.8%,33.1%,9,33.3%,48.4%,0.88,3:28
,Egor Gerasimov,BLR,2,454,44.8%,26.7%,10,4.3%,10,4.3%,62.8%,53.7%,42.5%,49.6%,38,57.9%,43.2%,28,28.6%,46.5%,0.86,4:45
,Mikael Ymer,SWE,3,726,66.1%,25.0%,9,2.3%,21,5.4%,72.7%,62.5%,41.1%,56.6%,44,56.8%,36.8%,27,51.9%,47.5%,0.85,8:26
,Kei Nishikori,JPN,1,211,62.5%,18.8%,3,2.9%,1,1.0%,66.7%,63.2%,52.9%,59.8%,11,45.5%,33.9%,11,27.3%,46.4%,0.84,2:23
,Jan Lennard Struff,GER,1,208,86.7%,0.0%,14,14.0%,3,3.0%,60.0%,81.7%,42.5%,66.0%,4,50.0%,27.8%,6,0.0%,46.2%,0.82,2:02
,Corentin Moutet,FRA,2,502,76.2%,16.7%,4,1.5%,3,1.1%,70.9%,62.2%,56.6%,60.5%,23,56.5%,32.4%,13,53.8%,47.0%,0.82,6:10
,Sam Querrey,USA,1,198,81.3%,0.0%,10,10.3%,6,6.2%,52.6%,78.4%,47.8%,63.9%,10,70.0%,28.7%,2,0.0%,46.0%,0.80,2:11
WC,Sumit Nagal,IND,1,204,57.1%,13.3%,2,2.0%,2,2.0%,77.6%,59.2%,36.4%,54.1%,14,57.1%,36.8%,11,18.2%,45.1%,0.80,2:10
Q,Michael Mmoh,USA,2,502,73.2%,14.6%,17,6.6%,12,4.7%,65.4%,66.7%,41.6%,58.0%,24,54.2%,33.5%,11,54.5%,46.0%,0.80,5:53
LL,Robin Haase,NED,1,218,78.9%,10.0%,15,14.2%,3,2.8%,60.4%,70.3%,59.5%,66.0%,7,42.9%,26.8%,2,100.0%,45.9%,0.79,2:14
30,Daniel Evans,GBR,1,268,76.2%,14.3%,9,6.0%,7,4.6%,62.9%,65.3%,46.4%,58.3%,16,68.8%,32.5%,6,50.0%,47.0%,0.78,3:27
,Ilya Ivashka,BLR,1,181,57.1%,20.0%,5,5.6%,5,5.6%,56.2%,62.0%,41.0%,52.8%,15,60.0%,37.0%,10,30.0%,44.8%,0.78,2:06
WC,Marc Polmans,AUS,1,311,60.9%,20.8%,3,1.9%,8,5.0%,65.0%,58.7%,44.6%,53.8%,24,62.5%,35.8%,14,35.7%,45.0%,0.77,4:12
,Norbert Gombos,SVK,1,223,64.7%,11.1%,7,6.0%,2,1.7%,72.6%,61.2%,50.0%,58.1%,18,66.7%,32.1%,2,100.0%,45.7%,0.77,2:14
12,Roberto Bautista Agut,ESP,1,265,60.0%,20.0%,7,5.1%,7,5.1%,66.2%,58.9%,43.5%,53.7%,14,42.9%,35.7%,8,50.0%,44.9%,0.77,3:15
,Stefano Travaglia,ITA,1,170,42.9%,28.6%,8,9.6%,2,2.4%,67.5%,58.9%,29.6%,49.4%,12,33.3%,39.1%,8,50.0%,44.1%,0.77,1:51
,Nikoloz Basilashvili,GEO,1,208,68.8%,18.8%,3,2.8%,5,4.7%,57.5%,62.3%,46.7%,55.7%,14,64.3%,34.3%,10,30.0%,45.2%,0.77,2:10
Q,Bernard Tomic,AUS,2,318,69.6%,18.2%,16,9.4%,8,4.7%,58.2%,67.7%,38.0%,55.3%,18,61.1%,33.8%,14,28.6%,45.3%,0.76,3:13
,Yasutaka Uchiyama,JPN,1,242,85.0%,0.0%,9,7.5%,2,1.7%,63.3%,69.7%,61.4%,66.7%,11,72.7%,24.6%,6,0.0%,45.5%,0.74,2:46
,Juan Ignacio Londero,ARG,1,214,47.1%,23.5%,0,0.0%,7,5.7%,58.5%,55.6%,41.2%,49.6%,11,18.2%,37.4%,4,100.0%,44.4%,0.74,2:30
,Marin Cilic,CRO,1,184,73.3%,6.7%,4,4.3%,2,2.2%,58.1%,77.8%,46.2%,64.5%,10,60.0%,26.4%,4,25.0%,45.7%,0.74,2:08
,Pierre Hugues Herbert,FRA,1,162,61.5%,0.0%,9,10.7%,3,3.6%,46.4%,71.8%,48.9%,59.5%,11,54.5%,29.5%,0,-,45.1%,0.73,1:54
,Andreas Seppi,ITA,1,205,66.7%,11.1%,7,6.7%,3,2.9%,51.0%,66.0%,54.9%,60.6%,6,0.0%,28.7%,3,66.7%,44.9%,0.73,2:20
LL,Damir Dzumhur,BIH,1,170,53.8%,14.3%,3,3.4%,6,6.7%,62.9%,67.9%,27.3%,52.8%,15,60.0%,33.3%,3,66.7%,43.5%,0.71,1:40
,Yannick Hanfmann,GER,1,184,64.3%,7.1%,7,6.5%,5,4.7%,71.0%,57.9%,51.6%,56.1%,13,61.5%,31.2%,4,25.0%,45.7%,0.71,1:42
,Marco Cecchinato,ITA,1,209,64.7%,11.8%,3,2.6%,8,7.0%,64.9%,68.9%,37.5%,57.9%,11,45.5%,29.5%,7,28.6%,45.0%,0.70,2:12
,Dennis Novak,AUT,1,187,66.7%,13.3%,4,4.3%,3,3.2%,68.8%,65.6%,37.9%,57.0%,8,37.5%,29.8%,8,25.0%,43.3%,0.69,2:21
,Andrej Martin,SVK,1,169,61.5%,7.1%,6,7.1%,4,4.8%,66.7%,55.4%,60.7%,57.1%,8,37.5%,29.4%,3,33.3%,43.2%,0.69,1:52
,Yoshihito Nishioka,JPN,1,217,31.3%,17.6%,4,3.4%,1,0.9%,56.0%,49.2%,45.1%,47.4%,21,47.6%,35.6%,11,27.3%,41.9%,0.68,2:39
Q,Quentin Halys,FRA,1,201,70.6%,11.8%,17,16.0%,14,13.2%,55.7%,71.2%,34.0%,54.7%,12,58.3%,30.5%,4,50.0%,43.3%,0.67,2:14
,Guido Pella,ARG,1,202,75.0%,11.8%,4,3.7%,2,1.9%,62.0%,70.1%,46.3%,61.1%,11,63.6%,25.5%,3,66.7%,44.6%,0.66,2:23
Q,Botic Van De Zandschulp,NED,1,174,61.5%,7.1%,4,4.4%,6,6.7%,54.4%,71.4%,39.0%,56.7%,12,58.3%,28.6%,4,25.0%,43.1%,0.66,1:54
Q,Henri Laaksonen,SUI,1,173,46.2%,14.3%,8,8.1%,8,8.1%,57.6%,64.9%,28.6%,49.5%,18,61.1%,32.4%,4,50.0%,42.2%,0.64,1:47
Q,Mario Vilella Martinez,ESP,1,218,62.5%,5.9%,14,11.7%,10,8.3%,50.0%,68.3%,41.7%,55.0%,12,50.0%,28.6%,6,16.7%,43.1%,0.63,2:32
,Kamil Majchrzak,POL,1,173,61.5%,0.0%,7,7.4%,6,6.3%,68.4%,63.1%,43.3%,56.8%,9,44.4%,26.9%,3,0.0%,43.4%,0.62,1:44
,Laslo Djere,SRB,1,147,53.8%,7.7%,4,5.3%,5,6.7%,54.7%,63.4%,38.2%,52.0%,11,45.5%,29.2%,5,20.0%,40.8%,0.61,1:52
,Mikhail Kukushkin,KAZ,1,202,50.0%,20.0%,4,3.1%,4,3.1%,59.1%,54.7%,40.4%,48.8%,20,65.0%,30.7%,4,75.0%,42.1%,0.60,2:40
LL,Hugo Dellien,BOL,1,179,66.7%,6.7%,3,3.0%,4,4.0%,67.0%,65.7%,42.4%,58.0%,11,54.5%,25.3%,2,50.0%,43.6%,0.60,1:44
,Vasek Pospisil,CAN,1,152,61.5%,0.0%,6,7.7%,3,3.8%,57.7%,71.1%,36.4%,56.4%,9,44.4%,25.7%,1,0.0%,41.4%,0.59,1:47
LL,Mikael Torpegaard,DEN,1,198,70.6%,5.6%,6,5.8%,7,6.8%,53.4%,65.5%,54.2%,60.2%,11,54.5%,23.2%,5,20.0%,42.4%,0.58,2:25
,Marcos Giron,USA,1,249,70.0%,9.5%,6,4.3%,8,5.8%,58.7%,77.8%,38.6%,61.6%,15,60.0%,21.6%,4,50.0%,43.8%,0.56,2:42
,Yen Hsun Lu,TPE,1,176,80.0%,6.7%,3,3.3%,4,4.3%,70.7%,66.2%,51.9%,62.0%,8,62.5%,21.4%,2,50.0%,42.6%,0.56,1:55
,Attila Balazs,HUN,1,231,73.7%,10.5%,6,4.4%,8,5.9%,52.9%,69.4%,45.3%,58.1%,19,73.7%,23.2%,4,50.0%,43.7%,0.55,2:38
LL,Cedrik Marcel Stebe,GER,1,144,53.8%,7.7%,2,2.7%,1,1.3%,68.0%,62.7%,29.2%,52.0%,9,33.3%,26.1%,1,100.0%,39.6%,0.54,1:40
,Pedro Sousa,POR,1,165,69.2%,0.0%,2,2.2%,5,5.5%,59.3%,64.8%,45.9%,57.1%,13,69.2%,23.0%,0,-,41.8%,0.54,1:36
,Kevin Anderson,RSA,1,207,87.5%,0.0%,18,16.1%,2,1.8%,75.9%,71.8%,59.3%,68.8%,7,71.4%,16.8%,3,0.0%,44.9%,0.54,2:23
LL,Taro Daniel,JPN,1,220,88.2%,5.9%,4,3.1%,4,3.1%,64.3%,74.7%,39.1%,62.0%,8,75.0%,19.8%,1,100.0%,44.5%,0.52,2:27
,Jordan Thompson,AUS,1,132,70.0%,0.0%,5,7.0%,1,1.4%,63.4%,57.8%,50.0%,54.9%,4,25.0%,23.0%,3,0.0%,40.2%,0.51,1:32
,Gianluca Mager,ITA,1,155,64.3%,7.1%,6,7.0%,2,2.3%,64.0%,65.5%,38.7%,55.8%,11,54.5%,21.7%,2,50.0%,40.6%,0.49,1:38
Q,Frederico Ferreira Silva,POR,1,184,66.7%,13.3%,5,4.3%,3,2.6%,68.7%,60.8%,44.4%,55.7%,17,70.6%,21.7%,2,100.0%,42.9%,0.49,1:59
,Soon Woo Kwon,KOR,1,125,50.0%,0.0%,2,3.2%,3,4.8%,55.6%,60.0%,46.4%,54.0%,7,14.3%,21.0%,1,0.0%,37.6%,0.46,1:33
,Federico Coria,ARG,1,168,61.5%,0.0%,2,2.0%,3,3.1%,68.4%,59.7%,45.2%,55.1%,16,68.8%,18.6%,2,0.0%,39.9%,0.41,1:35
,Tennys Sandgren,USA,1,163,53.8%,0.0%,12,12.1%,5,5.1%,53.5%,64.2%,39.1%,52.5%,12,50.0%,18.8%,0,-,39.3%,0.39,1:48
,Gilles Simon,FRA,1,124,36.4%,0.0%,0,0.0%,6,8.8%,66.2%,57.8%,17.4%,44.1%,10,30.0%,21.4%,0,-,33.9%,0.38,1:32
,Jeremy Chardy,FRA,1,143,50.0%,0.0%,3,3.5%,3,3.5%,59.3%,58.8%,37.1%,50.0%,13,53.8%,15.8%,0,-,36.4%,0.32,1:31
,All Main Draw Players,,127.0,,79.0%,21.0%,,9.1%,,3.5%,63.6%,71.3%,51.0%,63.9%,,59.5%,36.1%,,40.5%,50.0%,1.00,
