Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
R16,35,(32)Feliciano Lopez[ESP] [yr|ev],d.,25,(22)Marcos Baghdatis[CYP] [yr|ev],5-7 6-2 3-6 7-6(4) 8-6,1.09,14.6%,62.0%,78.3%,58.5%,10/12,10.4%,56.6%,77.6%,56.0%,7/10,3:42,12
R16,94,Rainer Schuettler[GER] [yr|ev],d.,40,Janko Tipsarevic[SRB] [yr|ev],6-4 3-6 6-4 7-6(4),1.06,8.5%,57.4%,83.8%,52.7%,4/5,14.8%,57.8%,80.8%,52.6%,9/11,3:06,5
R16,145,Arnaud Clement[FRA] [yr|ev],d.,55,Marin Cilic[CRO] [yr|ev],6-3 7-5 6-2,1.26,6.4%,61.7%,74.1%,58.3%,3/4,18.4%,55.2%,75.0%,41.0%,4/9,1:58,10
R16,11,(11)Andy Murray[GBR] [yr|ev],d.,10,(9)Richard Gasquet[FRA] [yr|ev],5-7 3-6 7-6(3) 6-2 6-4,1.07,8.0%,55.1%,75.7%,51.2%,15/18,6.4%,60.6%,74.6%,43.2%,11/15,3:58,1
R16,2,(2)Rafael Nadal[ESP] [yr|ev],d.,17,(16)Mikhail Youzhny[RUS] [yr|ev],6-3 6-3 6-1,1.86,4.3%,70.0%,77.6%,61.9%,3/4,4.2%,63.2%,58.3%,34.3%,10/16,2:11,1
R32,1,(1)Roger Federer[SUI] [yr|ev],d.,53,Marc Gicquel[FRA] [yr|ev],6-3 6-3 6-1,2.07,14.7%,72.1%,83.7%,57.9%,2/3,6.1%,67.1%,63.6%,25.9%,7/13,1:22,1
R32,27,(24)Lleyton Hewitt[AUS] [yr|ev],d.,46,Simone Bolelli[ITA] [yr|ev],6-1 6-3 7-6(2),2.24,18.4%,52.6%,92.5%,66.7%,0/0,11.8%,62.7%,67.2%,36.8%,8/12,2:05,1
R32,18,(19)Fernando Verdasco[ESP] [yr|ev],d.,20,(18)Tomas Berdych[CZE] [yr|ev],6-4 6-4 6-0,2.09,15.9%,60.9%,90.5%,63.0%,0/0,4.7%,51.8%,65.9%,48.8%,5/10,1:40,7
R32,43,Mario Ancic[CRO] [yr|ev],d.,5,(5)David Ferrer[ESP] [yr|ev],6-4 6-4 6-7(5) 7-6(3),1.16,16.0%,60.4%,83.9%,57.9%,6/6,3.8%,70.2%,77.2%,51.3%,2/4,3:11,7
R32,75,Marat Safin[RUS] [yr|ev],d.,30,(27)Andreas Seppi[ITA] [yr|ev],7-6(5) 3-6 7-6(3) 6-4,1.06,11.9%,58.2%,79.5%,50.0%,4/8,2.8%,65.0%,69.9%,56.0%,3/7,2:56,1
R32,9,(10)Stan Wawrinka[SUI] [yr|ev],d.,92,Mischa Zverev[GER] [yr|ev],7-5 6-1 RET,1.23,11.6%,56.5%,76.9%,56.7%,4/4,1.6%,68.9%,61.9%,57.9%,4/7,1:22,3
R32,25,(22)Marcos Baghdatis[CYP] [yr|ev],d.,172,(Q)Simon Stadler[GER] [yr|ev],7-6(2) 6-4 6-2,1.18,5.0%,60.0%,75.0%,57.5%,3/4,0.0%,72.0%,67.2%,50.0%,4/8,2:00,8
R32,35,(32)Feliciano Lopez[ESP] [yr|ev],d.,102,Bobby Reynolds[USA] [yr|ev],6-4 7-5 4-6 6-4,1.40,22.2%,68.5%,83.8%,61.8%,2/3,14.2%,64.2%,74.0%,55.8%,3/6,2:15,12
R32,40,Janko Tipsarevic[SRB] [yr|ev],d.,33,(28)Dmitry Tursunov[RUS] [yr|ev],7-6(1) 7-6(3) 6-3,1.11,11.5%,62.8%,83.1%,59.5%,7/7,15.2%,60.0%,79.4%,59.5%,6/7,2:23,8
R32,94,Rainer Schuettler[GER] [yr|ev],d.,104,Guillermo Garcia Lopez[ESP] [yr|ev],6-2 6-3 6-4,1.43,5.1%,51.9%,73.2%,55.3%,2/5,0.0%,64.4%,55.4%,38.7%,7/14,2:03,5
R32,55,Marin Cilic[CRO] [yr|ev],d.,16,(15)Paul Henri Mathieu[FRA] [yr|ev],6-7(5) 6-3 6-4 7-6(7),1.08,12.3%,61.6%,77.8%,58.9%,5/6,4.8%,57.1%,70.8%,64.8%,1/4,2:59,3
R32,145,Arnaud Clement[FRA] [yr|ev],d.,72,Jurgen Melzer[AUT] [yr|ev],4-6 6-3 6-4 6-4,1.22,13.2%,56.2%,75.0%,62.3%,5/7,13.9%,53.9%,75.8%,47.2%,5/9,2:37,10
R32,10,(9)Richard Gasquet[FRA] [yr|ev],d.,29,(26)Gilles Simon[FRA] [yr|ev],6-3 6-3 6-7(3) 6-3,1.21,10.5%,62.4%,72.3%,46.0%,2/6,4.1%,61.0%,58.7%,47.9%,2/10,2:31,7
R32,11,(11)Andy Murray[GBR] [yr|ev],d.,38,Tommy Haas[GER] [yr|ev],6-4 6-7(4) 6-3 6-2,1.17,11.0%,53.5%,80.9%,55.9%,3/4,10.1%,62.4%,79.4%,39.0%,7/12,2:35,1
R32,17,(16)Mikhail Youzhny[RUS] [yr|ev],d.,15,(14)Radek Stepanek[CZE] [yr|ev],7-5 6-7(5) 6-4 6-7(4) 6-3,0.91,5.7%,62.7%,73.3%,55.1%,14/15,10.8%,66.9%,77.1%,53.8%,6/10,4:15,8
R32,2,(2)Rafael Nadal[ESP] [yr|ev],d.,32,(30)Nicolas Kiefer[GER] [yr|ev],7-6(3) 6-2 6-3,1.55,5.7%,78.2%,75.0%,68.4%,1/2,14.8%,52.3%,82.6%,33.3%,2/6,2:22,1
R64,1,(1)Roger Federer[SUI] [yr|ev],d.,41,Robin Soderling[SWE] [yr|ev],6-3 6-4 7-6(3),1.40,15.6%,60.4%,81.0%,57.9%,3/4,5.3%,55.3%,69.8%,49.0%,5/8,2:01,1
R64,53,Marc Gicquel[FRA] [yr|ev],d.,197,(LL)Ilija Bozoljac[SRB] [yr|ev],4-6 5-7 7-6(1) 7-6(0) 6-3,1.21,9.9%,62.3%,78.2%,67.2%,5/7,17.6%,52.3%,81.5%,54.8%,10/11,3:32,37
R64,27,(24)Lleyton Hewitt[AUS] [yr|ev],d.,69,Albert Montanes[ESP] [yr|ev],7-6(4) 6-0 6-2,1.68,11.1%,50.6%,85.4%,62.5%,4/4,7.6%,52.2%,70.8%,40.9%,5/10,1:52,1
R64,46,Simone Bolelli[ITA] [yr|ev],d.,14,(13)Fernando Gonzalez[CHI] [yr|ev],7-6(8) 7-6(7) 3-6 7-6(4),0.97,5.2%,64.1%,73.5%,65.5%,11/14,12.5%,62.5%,80.0%,57.4%,1/3,3:02,36
R64,20,(18)Tomas Berdych[CZE] [yr|ev],d.,81,Victor Hanescu[ROU] [yr|ev],6-7(5) 7-6(6) 6-1 6-2,1.87,12.0%,59.3%,92.2%,63.6%,2/2,9.1%,66.9%,70.4%,50.0%,4/9,2:15,4
R64,18,(19)Fernando Verdasco[ESP] [yr|ev],d.,67,Olivier Rochus[BEL] [yr|ev],7-6(4) 6-7(5) 6-1 6-1,1.43,12.5%,68.3%,67.1%,57.9%,4/9,1.7%,63.6%,54.5%,38.6%,6/16,2:33,7
R64,43,Mario Ancic[CRO] [yr|ev],d.,118,(Q)Philipp Petzschner[GER] [yr|ev],6-1 6-4 6-7(1) 4-6 6-3,1.10,12.5%,63.1%,75.2%,55.9%,6/7,7.9%,49.0%,82.4%,48.1%,10/14,3:19,7
R64,5,(5)David Ferrer[ESP] [yr|ev],d.,37,Igor Andreev[RUS] [yr|ev],3-6 6-3 6-4 6-2,1.36,0.0%,61.1%,75.9%,64.9%,1/3,1.8%,67.9%,73.0%,37.1%,4/9,2:11,3
R64,75,Marat Safin[RUS] [yr|ev],d.,3,(3)Novak Djokovic[SRB] [yr|ev],6-4 7-6(3) 6-2,1.41,7.4%,56.8%,79.6%,61.0%,0/1,4.1%,64.9%,73.0%,35.3%,8/12,2:02,1
R64,30,(27)Andreas Seppi[ITA] [yr|ev],d.,74,Florent Serra[FRA] [yr|ev],6-3 6-7(4) 6-2 6-7(5) 6-4,1.12,12.3%,65.2%,78.2%,55.6%,4/5,5.6%,74.1%,70.8%,54.8%,14/20,3:02,18
R64,92,Mischa Zverev[GER] [yr|ev],d.,23,(21)Juan Carlos Ferrero[ESP] [yr|ev],6-4 6-4 2-1 RET,1.38,15.8%,69.7%,83.0%,43.5%,4/4,5.7%,72.9%,60.8%,57.9%,3/6,1:22,25
R64,9,(10)Stan Wawrinka[SUI] [yr|ev],d.,62,Juan Martin del Potro[ARG] [yr|ev],7-6(5) 6-3 7-5,1.22,14.3%,59.2%,75.9%,57.5%,3/5,2.6%,64.9%,64.9%,55.0%,3/8,2:30,3
R64,25,(22)Marcos Baghdatis[CYP] [yr|ev],d.,63,Thomas Johansson[SWE] [yr|ev],6-4 6-4 6-4,1.50,11.3%,48.8%,84.6%,61.0%,2/3,7.2%,51.5%,72.0%,44.7%,4/8,1:45,8
R64,172,(Q)Simon Stadler[GER] [yr|ev],d.,68,Thomaz Bellucci[BRA] [yr|ev],3-6 6-3 6-1 6-7(5) 8-6,1.34,2.0%,73.9%,75.2%,50.0%,5/8,4.5%,54.0%,70.1%,44.0%,16/23,3:42,140
R64,35,(32)Feliciano Lopez[ESP] [yr|ev],d.,111,Roko Karanusic[CRO] [yr|ev],6-3 6-3 6-4,2.06,20.8%,66.7%,79.2%,83.3%,1/1,8.2%,61.2%,67.3%,48.5%,2/6,1:20,12
R64,102,Bobby Reynolds[USA] [yr|ev],d.,95,Frank Dancevic[CAN] [yr|ev],4-6 7-6(10) 6-4 6-4,1.40,22.5%,65.0%,87.2%,52.4%,1/4,9.7%,65.7%,68.2%,58.7%,2/6,2:26,63
R64,40,Janko Tipsarevic[SRB] [yr|ev],d.,6,(6)Andy Roddick[USA] [yr|ev],6-7(5) 7-5 6-4 7-6(4),0.83,8.6%,56.2%,78.0%,62.0%,8/8,21.1%,71.1%,85.7%,51.4%,0/2,3:07,8
R64,33,(28)Dmitry Tursunov[RUS] [yr|ev],d.,661,(Q)Chris Eaton[GBR] [yr|ev],7-6(2) 6-2 6-4,1.16,4.9%,57.8%,79.7%,55.8%,2/2,13.6%,55.7%,79.6%,46.2%,3/6,1:56,20
R64,104,Guillermo Garcia Lopez[ESP] [yr|ev],d.,12,(12)Nicolas Almagro[ESP] [yr|ev],6-3 3-6 5-7 6-1 6-2,1.17,9.2%,63.4%,81.9%,39.6%,3/7,10.4%,51.2%,70.3%,50.8%,8/15,2:41,23
R64,94,Rainer Schuettler[GER] [yr|ev],d.,8,(8)James Blake[USA] [yr|ev],6-3 6-7(8) 4-6 6-4 6-4,1.17,5.5%,58.2%,77.1%,55.1%,10/13,10.1%,63.5%,70.8%,47.7%,9/14,3:20,5
R64,16,(15)Paul Henri Mathieu[FRA] [yr|ev],d.,108,(WC)Jeremy Chardy[FRA] [yr|ev],6-3 7-5 7-6(1),1.41,5.9%,59.4%,80.0%,58.5%,5/7,12.9%,50.5%,76.5%,42.0%,2/6,2:05,12
R64,55,Marin Cilic[CRO] [yr|ev],d.,28,(25)Jarkko Nieminen[FIN] [yr|ev],6-4 3-6 6-3 6-7(6) 7-5,1.33,12.1%,57.3%,80.0%,56.7%,10/14,1.8%,68.7%,58.8%,63.5%,10/16,3:17,3
R64,72,Jurgen Melzer[AUT] [yr|ev],d.,137,(Q)Jesse Levine[CAN] [yr|ev],4-6 6-2 3-6 6-4 6-1,1.47,12.5%,66.1%,78.4%,57.9%,1/4,5.4%,65.5%,69.1%,37.3%,10/16,2:32,8
R64,145,Arnaud Clement[FRA] [yr|ev],d.,116,Benjamin Becker[GER] [yr|ev],7-6(7) 7-6(3) 6-3,1.39,4.7%,48.6%,84.6%,69.1%,2/3,14.4%,56.8%,79.4%,52.1%,5/7,2:31,10
R64,10,(9)Richard Gasquet[FRA] [yr|ev],d.,61,Sebastien Grosjean[FRA] [yr|ev],6-2 6-2 RET,2.08,6.8%,77.3%,82.4%,50.0%,2/2,6.0%,60.0%,53.3%,40.0%,2/6,0:56,7
R64,29,(26)Gilles Simon[FRA] [yr|ev],d.,49,Agustin Calleri[ARG] [yr|ev],5-7 6-2 6-3 6-4,1.29,5.4%,62.5%,81.4%,57.1%,0/1,8.7%,58.3%,71.6%,54.2%,4/8,1:58,6
R64,38,Tommy Haas[GER] [yr|ev],d.,19,(17)Tommy Robredo[ESP] [yr|ev],6-4 6-4 6-3,1.90,9.2%,72.4%,89.1%,42.9%,0/1,5.4%,55.0%,63.4%,44.8%,17/21,2:04,2
R64,11,(11)Andy Murray[GBR] [yr|ev],d.,226,(WC)Xavier Malisse[BEL] [yr|ev],6-4 6-2 6-2,1.67,20.7%,67.1%,81.8%,48.1%,2/3,2.4%,63.1%,60.4%,35.5%,5/11,1:35,1
R64,15,(14)Radek Stepanek[CZE] [yr|ev],d.,89,Viktor Troicki[SRB] [yr|ev],6-7(1) 6-7(3) 6-3 6-1 6-2,1.22,9.4%,67.3%,72.0%,57.7%,8/10,8.6%,68.1%,66.7%,46.2%,11/19,3:16,8
R64,17,(16)Mikhail Youzhny[RUS] [yr|ev],d.,201,(Q)Stefano Galvani[ITA] [yr|ev],4-6 6-4 6-3 3-6 6-3,1.15,8.2%,60.5%,76.4%,51.7%,6/10,3.2%,62.4%,68.4%,50.8%,6/11,3:25,8
R64,32,(30)Nicolas Kiefer[GER] [yr|ev],d.,84,Martin Vassallo Arguello[ARG] [yr|ev],6-0 6-3 6-1,2.22,16.7%,58.3%,88.6%,56.0%,1/1,4.1%,66.2%,49.0%,36.0%,10/17,1:34,4
R64,2,(2)Rafael Nadal[ESP] [yr|ev],d.,48,Ernests Gulbis[LAT] [yr|ev],5-7 6-2 7-6(2) 6-3,1.30,3.3%,66.4%,80.2%,61.0%,1/2,12.5%,68.3%,75.6%,44.7%,4/7,2:58,1
R128,1,(1)Roger Federer[SUI] [yr|ev],d.,273,Dominik Hrbaty[SVK] [yr|ev],6-3 6-2 6-2,1.78,12.8%,69.2%,77.8%,62.5%,0/0,2.9%,56.5%,61.5%,40.0%,6/11,1:20,1
R128,41,Robin Soderling[SWE] [yr|ev],d.,181,(Q)Kevin Kim[USA] [yr|ev],7-5 0-6 6-3 6-4,1.16,8.1%,51.4%,78.9%,51.9%,5/9,8.5%,64.5%,70.3%,42.0%,11/15,2:20,4
R128,53,Marc Gicquel[FRA] [yr|ev],d.,103,Kei Nishikori[JPN] [yr|ev],4-6 7-5 RET,1.25,6.8%,61.0%,88.9%,56.5%,0/1,7.8%,73.4%,76.6%,52.9%,2/3,1:15,37
R128,197,(LL)Ilija Bozoljac[SRB] [yr|ev],d.,77,Chris Guccione[AUS] [yr|ev],3-6 6-4 6-4 6-3,1.21,18.7%,55.1%,88.1%,54.2%,4/5,8.7%,59.6%,77.4%,52.4%,1/4,1:56,101
R128,27,(24)Lleyton Hewitt[AUS] [yr|ev],d.,64,Robin Haase[NED] [yr|ev],6-7(4) 6-3 6-3 6-7(1) 6-2,1.51,12.5%,55.6%,85.0%,60.9%,3/4,14.9%,54.1%,73.5%,47.0%,10/16,3:37,1
R128,69,Albert Montanes[ESP] [yr|ev],d.,90,Carlos Berlocq[ARG] [yr|ev],6-3 7-6(2) 6-4,1.25,1.9%,67.3%,74.3%,52.9%,6/8,1.1%,59.1%,76.4%,34.2%,6/11,1:51,22
R128,46,Simone Bolelli[ITA] [yr|ev],d.,242,(WC)Alex Bogdanovic[GBR] [yr|ev],7-6(4) 4-6 6-3 7-6(4),0.84,11.2%,67.7%,75.2%,51.9%,5/6,10.1%,62.8%,76.5%,66.7%,5/6,3:06,36
R128,14,(13)Fernando Gonzalez[CHI] [yr|ev],d.,59,Robby Ginepri[USA] [yr|ev],7-6(3) 7-5 7-5,1.23,14.9%,57.0%,80.0%,55.1%,6/7,8.9%,64.5%,72.5%,43.2%,9/12,2:11,5
R128,20,(18)Tomas Berdych[CZE] [yr|ev],d.,78,Evgeny Korolev[KAZ] [yr|ev],4-6 6-1 6-4 3-6 7-5,1.06,16.9%,57.8%,76.4%,46.2%,9/13,15.7%,53.6%,81.3%,38.5%,7/13,3:01,4
R128,81,Victor Hanescu[ROU] [yr|ev],d.,106,Alejandro Falla[COL] [yr|ev],6-3 6-7(2) 6-0 6-4,1.22,8.9%,67.9%,72.4%,47.2%,2/5,3.0%,58.5%,65.8%,42.9%,16/24,2:44,26
R128,67,Olivier Rochus[BEL] [yr|ev],d.,66,Dudi Sela[ISR] [yr|ev],6-4 7-5 6-4,1.17,0.0%,57.8%,74.6%,50.0%,9/12,5.8%,55.8%,66.7%,47.4%,4/10,2:09,24
R128,18,(19)Fernando Verdasco[ESP] [yr|ev],d.,36,Philipp Kohlschreiber[GER] [yr|ev],6-4 6-3 6-2,1.53,2.7%,74.3%,69.1%,68.4%,1/3,2.3%,51.2%,65.9%,38.1%,10/16,1:39,7
R128,43,Mario Ancic[CRO] [yr|ev],d.,34,(31)Michael Llodra[FRA] [yr|ev],6-4 7-6(7) 2-0 RET,2.46,27.3%,65.2%,90.7%,73.9%,0/0,0.0%,67.4%,63.8%,60.7%,4/6,1:34,7
R128,118,(Q)Philipp Petzschner[GER] [yr|ev],d.,56,Hyung Taik Lee[KOR] [yr|ev],6-7(4) 6-1 6-4 RET,1.58,22.9%,50.6%,88.1%,61.0%,0/0,1.0%,65.0%,67.7%,45.7%,6/9,1:29,35
R128,37,Igor Andreev[RUS] [yr|ev],d.,82,Jiri Vanek[CZE] [yr|ev],6-7(6) 7-6(2) 6-2 6-2,1.84,21.3%,59.3%,87.5%,61.4%,1/3,6.3%,61.9%,66.7%,42.6%,14/20,2:30,18
R128,5,(5)David Ferrer[ESP] [yr|ev],d.,135,(Q)Sergiy Stakhovsky[UKR] [yr|ev],7-6(6) 6-3 1-3 RET,1.21,3.7%,72.8%,76.3%,54.5%,1/2,4.2%,73.7%,74.3%,36.0%,5/6,1:58,3
R128,3,(3)Novak Djokovic[SRB] [yr|ev],d.,91,Michael Berrer[GER] [yr|ev],7-5 2-6 6-3 6-0,1.50,13.8%,71.3%,79.1%,55.6%,3/5,8.8%,66.4%,72.0%,31.6%,11/16,2:07,1
R128,75,Marat Safin[RUS] [yr|ev],d.,86,Fabio Fognini[ITA] [yr|ev],6-1 6-2 7-6(3),1.30,10.2%,62.5%,65.5%,60.6%,2/5,2.2%,47.3%,65.9%,40.8%,4/11,1:40,1
R128,74,Florent Serra[FRA] [yr|ev],d.,71,Yen Hsun Lu[TPE] [yr|ev],6-4 6-4 6-7(3) 6-3,1.10,4.2%,67.4%,68.0%,53.2%,9/11,6.5%,63.9%,66.7%,46.4%,11/16,3:13,36
R128,30,(27)Andreas Seppi[ITA] [yr|ev],d.,195,(LL)Tobias Kamke[GER] [yr|ev],5-7 6-3 6-2 6-4,1.44,5.3%,56.6%,81.3%,55.1%,6/9,2.4%,58.3%,64.9%,45.3%,2/8,2:37,18
R128,23,(21)Juan Carlos Ferrero[ESP] [yr|ev],d.,42,Sam Querrey[USA] [yr|ev],2-6 6-4 6-4 6-4,1.15,5.6%,72.6%,72.2%,52.9%,8/10,12.7%,61.1%,75.3%,40.8%,10/13,2:25,1
R128,92,Mischa Zverev[GER] [yr|ev],d.,191,(Q)Alexander Peya[AUT] [yr|ev],6-3 6-4 6-4,2.10,11.1%,73.6%,86.8%,73.7%,0/0,4.8%,66.3%,76.4%,42.9%,4/7,1:26,25
R128,62,Juan Martin del Potro[ARG] [yr|ev],d.,220,(Q)Pavel Snobel[CZE] [yr|ev],6-4 6-2 6-3,1.61,4.1%,59.5%,68.2%,73.3%,4/5,5.2%,49.0%,63.8%,40.8%,10/16,1:42,3
R128,9,(10)Stan Wawrinka[SUI] [yr|ev],d.,76,Marcos Daniel[BRA] [yr|ev],6-3 6-2 7-5,1.79,11.5%,57.7%,88.9%,57.6%,2/3,5.7%,70.1%,59.0%,50.0%,7/12,1:34,3
R128,25,(22)Marcos Baghdatis[CYP] [yr|ev],d.,51,Steve Darcis[BEL] [yr|ev],6-3 6-2 6-7(5) 6-3,1.40,7.4%,52.9%,82.8%,56.1%,7/8,2.2%,61.2%,63.5%,50.0%,4/9,2:42,8
R128,63,Thomas Johansson[SWE] [yr|ev],d.,99,Vincent Spadea[USA] [yr|ev],6-7(8) 6-7(5) 6-3 6-4 6-3,1.03,7.0%,65.6%,73.0%,50.0%,12/15,7.3%,65.0%,70.4%,51.6%,10/17,3:30,7
R128,68,Thomaz Bellucci[BRA] [yr|ev],d.,79,Igor Kunitsyn[RUS] [yr|ev],7-6(5) 7-6(5) 3-6 6-2,1.21,13.5%,60.3%,73.7%,58.0%,4/7,2.0%,63.3%,69.5%,45.5%,9/13,2:37,21
R128,172,(Q)Simon Stadler[GER] [yr|ev],d.,22,(20)Ivo Karlovic[CRO] [yr|ev],4-6 7-6(4) 6-3 7-5,0.99,3.3%,67.1%,73.5%,60.0%,10/12,18.1%,69.3%,83.0%,38.5%,5/8,2:46,140
R128,35,(32)Feliciano Lopez[ESP] [yr|ev],d.,113,Brian Dabul[ARG] [yr|ev],7-6(1) 3-6 6-3 6-4,1.18,23.6%,69.1%,83.5%,36.8%,5/7,3.6%,80.0%,67.9%,46.4%,10/13,2:44,12
R128,111,Roko Karanusic[CRO] [yr|ev],d.,93,Luis Horna[PER] [yr|ev],7-6(4) 6-3 6-1,1.74,9.2%,72.4%,79.4%,58.3%,0/1,1.0%,63.7%,58.5%,45.9%,10/15,1:58,88
R128,102,Bobby Reynolds[USA] [yr|ev],d.,120,Filippo Volandri[ITA] [yr|ev],6-2 6-2 RET,1.95,25.0%,61.4%,92.6%,47.1%,1/1,1.4%,63.5%,63.8%,29.6%,15/19,1:08,63
R128,95,Frank Dancevic[CAN] [yr|ev],d.,7,(7)David Nalbandian[ARG] [yr|ev],6-4 6-2 6-4,1.38,19.8%,65.4%,75.5%,64.3%,4/5,4.1%,60.8%,71.1%,44.8%,3/8,1:36,65
R128,6,(6)Andy Roddick[USA] [yr|ev],d.,60,Eduardo Schwank[ARG] [yr|ev],7-5 6-4 7-6(0),1.59,15.6%,66.7%,81.3%,65.6%,0/0,4.1%,62.0%,68.0%,52.2%,10/12,2:15,1
R128,40,Janko Tipsarevic[SRB] [yr|ev],d.,119,Thierry Ascione[FRA] [yr|ev],7-6(4) 6-4 6-2,1.81,22.8%,63.3%,84.0%,65.5%,0/1,2.2%,60.9%,69.6%,41.7%,3/7,1:42,8
R128,661,(Q)Chris Eaton[GBR] [yr|ev],d.,114,Boris Pashanski[SRB] [yr|ev],6-3 7-6(6) 6-4,1.50,28.6%,72.5%,87.9%,56.0%,1/1,2.0%,74.7%,70.3%,64.0%,3/5,1:53,317
R128,33,(28)Dmitry Tursunov[RUS] [yr|ev],d.,58,Nicolas Mahut[FRA] [yr|ev],6-4 6-7(8) 7-6(7) 3-6 7-5,1.09,15.9%,56.5%,83.3%,63.5%,3/4,18.0%,64.6%,81.7%,55.6%,9/11,3:52,20
R128,12,(12)Nicolas Almagro[ESP] [yr|ev],d.,52,Marcel Granollers[ESP] [yr|ev],4-6 6-3 7-5 6-2,1.10,6.9%,53.4%,74.2%,59.3%,9/12,5.0%,66.0%,71.2%,50.0%,8/14,2:08,9
R128,104,Guillermo Garcia Lopez[ESP] [yr|ev],d.,285,(Q)Izak Van Der Merwe[RSA] [yr|ev],7-5 6-2 6-2,1.24,1.0%,67.6%,71.0%,45.5%,5/7,9.0%,59.0%,65.2%,37.5%,3/10,1:57,23
R128,94,Rainer Schuettler[GER] [yr|ev],d.,88,Santiago Ventura[ESP] [yr|ev],6-3 6-2 6-4,1.62,9.5%,61.9%,82.7%,59.4%,3/3,5.7%,46.0%,67.5%,48.9%,6/10,1:59,5
R128,8,(8)James Blake[USA] [yr|ev],d.,112,(Q)Christophe Rochus[BEL] [yr|ev],3-6 6-3 6-1 6-4,1.31,17.8%,57.0%,80.3%,45.7%,10/13,2.8%,72.2%,56.4%,50.0%,5/12,1:48,4
R128,16,(15)Paul Henri Mathieu[FRA] [yr|ev],d.,107,Oscar Hernandez[ESP] [yr|ev],3-6 6-2 6-0 6-2,1.79,9.3%,59.3%,86.3%,51.4%,3/5,2.1%,62.5%,60.0%,33.3%,5/12,2:01,12
R128,108,(WC)Jeremy Chardy[FRA] [yr|ev],d.,110,(Q)Frederico Gil[POR] [yr|ev],7-5 6-7(1) 4-6 6-4 6-3,1.05,14.3%,63.4%,84.3%,45.8%,5/6,3.1%,69.4%,74.8%,55.1%,10/13,3:00,25
