Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,
F,5,(5)Gustavo Kuerten[BRA] [yr|ev],d.,3,(3)Magnus Norman[SWE] [yr|ev],6-2 6-3 2-6 7-6(6),1.04,6.3%,49.3%,73.2%,41.1%,11/16,5.2%,55.2%,61.1%,48.1%,25/32,3:44
SF,3,(3)Magnus Norman[SWE] [yr|ev],d.,45,Franco Squillari[ARG] [yr|ev],6-1 6-4 6-3,1.88,2.9%,48.6%,85.3%,63.9%,0/1,1.1%,58.9%,55.4%,46.2%,11/17,1:57
SF,5,(5)Gustavo Kuerten[BRA] [yr|ev],d.,16,(16)Juan Carlos Ferrero[ESP] [yr|ev],7-5 4-6 2-6 6-4 6-3,0.92,9.5%,50.3%,67.8%,55.1%,20/24,3.3%,64.1%,70.4%,54.5%,13/17,3:38
QF,45,Franco Squillari[ARG] [yr|ev],d.,18,Albert Costa[ESP] [yr|ev],6-4 6-4 2-6 6-4,1.07,2.4%,54.8%,69.6%,47.4%,9/14,1.5%,70.9%,57.9%,53.8%,14/20,3:04
QF,3,(3)Magnus Norman[SWE] [yr|ev],d.,12,(12)Marat Safin[RUS] [yr|ev],6-4 6-3 4-6 7-5,1.37,5.3%,62.8%,74.6%,64.3%,3/5,7.6%,58.2%,75.0%,39.4%,14/19,3:02
QF,5,(5)Gustavo Kuerten[BRA] [yr|ev],d.,4,(4)Yevgeny Kafelnikov[RUS] [yr|ev],6-3 3-6 4-6 6-4 6-2,1.24,9.7%,49.7%,73.6%,52.1%,11/17,3.9%,54.5%,63.1%,42.9%,12/20,3:00
QF,16,(16)Juan Carlos Ferrero[ESP] [yr|ev],d.,10,(10)Alex Corretja[ESP] [yr|ev],6-4 6-4 6-2,1.30,2.0%,52.0%,80.8%,50.0%,5/6,9.1%,51.1%,73.3%,37.2%,2/7,2:23
R16,45,Franco Squillari[ARG] [yr|ev],d.,15,(15)Younes El Aynaoui[MAR] [yr|ev],6-4 6-1 6-3,1.46,2.6%,65.8%,72.0%,46.2%,5/8,4.3%,54.8%,58.8%,31.0%,15/23,1:36
R16,18,Albert Costa[ESP] [yr|ev],d.,9,(9)Lleyton Hewitt[AUS] [yr|ev],6-3 4-6 6-2 6-4,1.23,2.5%,64.5%,65.4%,62.8%,8/11,5.6%,51.6%,73.8%,37.7%,9/15,3:02
R16,3,(3)Magnus Norman[SWE] [yr|ev],d.,20,Andrei Medvedev[UKR] [yr|ev],6-0 6-4 6-2,1.64,10.4%,64.9%,78.0%,59.3%,3/3,3.1%,53.1%,58.8%,46.7%,5/11,1:33
R16,12,(12)Marat Safin[RUS] [yr|ev],d.,6,(6)Cedric Pioline[FRA] [yr|ev],6-4 1-6 6-3 7-5,1.11,10.2%,56.7%,66.7%,60.0%,7/10,5.6%,58.9%,74.0%,39.2%,8/12,2:42
R16,5,(5)Gustavo Kuerten[BRA] [yr|ev],d.,11,(11)Nicolas Lapentti[ECU] [yr|ev],6-3 6-4 7-6(4),1.25,4.6%,50.5%,69.1%,55.6%,5/9,4.4%,53.1%,53.3%,52.8%,14/20,2:38
R16,4,(4)Yevgeny Kafelnikov[RUS] [yr|ev],d.,31,Fernando Vicente[ESP] [yr|ev],5-7 6-3 5-7 7-6(4) 8-6,1.04,2.9%,61.8%,69.2%,45.5%,14/22,3.3%,59.8%,62.7%,52.7%,10/19,3:34
R16,10,(10)Alex Corretja[ESP] [yr|ev],d.,54,Roger Federer[SUI] [yr|ev],7-5 7-6(7) 6-2,1.37,4.7%,48.6%,86.5%,50.9%,3/5,7.1%,58.7%,71.6%,34.6%,9/14,2:36
R16,16,(16)Juan Carlos Ferrero[ESP] [yr|ev],d.,25,Mark Philippoussis[AUS] [yr|ev],6-2 6-2 3-6 6-3,1.40,5.0%,64.4%,70.8%,69.4%,7/8,10.2%,55.1%,73.8%,39.6%,5/10,2:22
R32,45,Franco Squillari[ARG] [yr|ev],d.,40,Karol Kucera[SVK] [yr|ev],6-1 6-4 4-6 6-4,1.25,3.3%,47.1%,73.7%,50.0%,10/15,7.5%,53.0%,64.8%,36.5%,11/19,2:47
R32,15,(15)Younes El Aynaoui[MAR] [yr|ev],d.,81,Jason Stoltenberg[AUS] [yr|ev],6-4 5-5 RET,1.10,1.5%,56.7%,65.8%,58.6%,1/3,6.1%,45.5%,70.0%,50.0%,5/8,1:30
R32,9,(9)Lleyton Hewitt[AUS] [yr|ev],d.,149,(Q)Attila Savolt[HUN] [yr|ev],6-1 6-4 6-0,2.13,6.3%,56.3%,80.6%,67.9%,2/3,6.5%,54.8%,47.1%,46.4%,4/11,1:37
R32,18,Albert Costa[ESP] [yr|ev],d.,7,(7)Thomas Enqvist[SWE] [yr|ev],5-7 7-6(2) 6-1 3-6 6-4,1.13,9.1%,72.0%,65.0%,65.0%,6/13,7.6%,51.4%,70.3%,50.0%,11/19,3:09
R32,3,(3)Magnus Norman[SWE] [yr|ev],d.,60,Sargis Sargsian[ARM] [yr|ev],6-4 6-1 6-2,1.55,11.1%,65.3%,74.5%,52.0%,3/4,4.6%,58.6%,56.9%,36.1%,10/17,1:40
