Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
7,Thomas Enqvist,SWE,3,555,80.9%,47.8%,31,11.6%,15,5.6%,59.6%,76.1%,51.9%,66.3%,30,70.0%,46.9%,45,48.9%,56.2%,1.39,5:33
3,Magnus Norman,SWE,7,1374,85.1%,41.7%,47,7.3%,20,3.1%,58.7%,72.9%,56.6%,66.2%,57,73.7%,46.5%,112,38.4%,55.7%,1.37,15:38
,Mariano Puerta,ARG,3,432,81.3%,35.3%,10,4.5%,7,3.2%,67.3%,76.4%,48.6%,67.3%,23,73.9%,43.9%,24,50.0%,55.8%,1.34,4:36
6,Cedric Pioline,FRA,4,720,88.1%,27.6%,26,7.4%,13,3.7%,53.9%,80.3%,53.4%,67.9%,16,56.3%,40.7%,45,35.6%,53.9%,1.27,8:24
10,Alex Corretja,ESP,5,1116,81.6%,29.8%,35,6.8%,17,3.3%,49.3%,78.4%,54.2%,66.2%,35,54.3%,41.7%,66,37.9%,53.0%,1.23,13:12
,Richard Krajicek,NED,3,589,82.2%,29.8%,56,19.4%,9,3.1%,57.6%,84.9%,42.6%,67.0%,16,50.0%,40.2%,41,34.1%,53.3%,1.22,6:13
,Patrick Rafter,AUS,2,325,88.9%,25.9%,6,3.7%,4,2.5%,62.3%,75.2%,55.7%,67.9%,18,83.3%,39.3%,19,36.8%,53.5%,1.22,3:56
5,Gustavo Kuerten,BRA,7,1784,79.8%,38.1%,75,8.8%,23,2.7%,51.2%,73.5%,50.8%,62.5%,79,68.4%,46.0%,153,31.4%,53.9%,1.22,19:10
,Jason Stoltenberg,AUS,3,537,73.8%,43.9%,18,6.6%,15,5.5%,54.4%,74.3%,46.0%,61.4%,24,54.2%,46.8%,33,54.5%,54.2%,1.21,5:38
16,Juan Carlos Ferrero,ESP,6,1294,81.4%,35.1%,28,4.5%,20,3.2%,59.7%,69.7%,53.6%,63.2%,61,70.5%,43.9%,92,37.0%,53.2%,1.19,14:10
,Jan Michael Gambill,USA,2,398,82.8%,24.1%,13,7.6%,10,5.8%,60.2%,77.7%,47.1%,65.5%,8,37.5%,40.5%,33,21.2%,51.3%,1.17,4:00
,Karim Alami,MAR,1,337,69.6%,25.0%,10,7.2%,3,2.2%,59.4%,68.3%,53.6%,62.3%,11,36.4%,44.2%,23,26.1%,51.6%,1.17,3:41
,Albert Costa,ESP,5,1123,76.7%,35.2%,34,6.0%,5,0.9%,66.5%,63.5%,62.6%,63.2%,60,65.0%,42.5%,73,43.8%,53.0%,1.16,13:10
,Jiri Vanek,CZE,2,645,65.1%,42.2%,9,2.9%,12,3.9%,55.6%,68.2%,45.6%,58.2%,37,59.5%,48.7%,44,43.2%,53.2%,1.16,6:26
Q,Agustin Calleri,ARG,3,665,82.4%,28.8%,32,9.4%,11,3.2%,49.1%,77.2%,53.2%,65.0%,24,62.5%,40.6%,43,34.9%,53.1%,1.16,6:37
13,Tim Henman,GBR,3,721,77.2%,31.0%,16,4.7%,17,5.0%,54.8%,73.9%,49.7%,63.0%,44,70.5%,42.1%,65,27.7%,52.0%,1.14,8:16
11,Nicolas Lapentti,ECU,4,929,78.6%,34.8%,35,7.5%,14,3.0%,60.1%,67.4%,52.4%,61.4%,47,68.1%,43.9%,57,42.1%,52.7%,1.14,10:54
9,Lleyton Hewitt,AUS,4,857,79.4%,27.9%,33,7.7%,28,6.6%,51.5%,76.4%,50.7%,63.9%,39,64.1%,40.9%,54,35.2%,52.4%,1.13,10:29
,Andrei Medvedev,UKR,4,821,74.2%,29.5%,18,4.6%,14,3.6%,58.7%,69.4%,52.2%,62.3%,42,61.9%,42.2%,42,42.9%,51.8%,1.12,8:02
Q,Michel Kratochvil,SUI,3,956,77.6%,37.9%,17,3.5%,36,7.3%,54.2%,68.4%,50.7%,60.3%,48,68.8%,44.5%,56,44.6%,52.6%,1.12,10:29
,Karol Kucera,SVK,3,564,67.4%,50.0%,26,8.9%,18,6.2%,54.5%,67.3%,43.6%,56.5%,36,58.3%,48.9%,56,41.1%,52.8%,1.12,6:02
12,Marat Safin,RUS,5,1252,85.4%,24.7%,57,8.7%,9,1.4%,57.2%,71.7%,53.9%,64.1%,62,77.4%,40.0%,67,35.8%,52.6%,1.11,12:54
,Sebastien Grosjean,FRA,3,787,68.4%,36.8%,14,3.5%,11,2.7%,66.4%,60.7%,53.3%,58.2%,54,66.7%,46.2%,57,36.8%,52.4%,1.11,8:26
,Fernando Vicente,ESP,4,1139,78.0%,30.8%,17,2.9%,19,3.2%,67.6%,67.7%,51.6%,62.5%,68,70.6%,41.2%,81,34.6%,52.2%,1.10,11:27
,Franco Squillari,ARG,6,1343,72.5%,40.0%,21,3.1%,30,4.4%,56.2%,66.6%,49.2%,58.9%,80,65.0%,45.2%,104,38.5%,52.2%,1.10,14:40
,Wayne Ferreira,RSA,3,796,81.7%,23.7%,31,7.4%,10,2.4%,46.7%,76.5%,53.6%,64.3%,36,69.4%,38.3%,33,42.4%,52.0%,1.07,8:04
,Andrea Gaudenzi,ITA,2,601,72.1%,34.9%,3,1.0%,10,3.2%,60.6%,62.2%,54.9%,59.4%,38,68.4%,43.6%,43,34.9%,51.7%,1.07,7:02
,Albert Portas,ESP,3,577,77.1%,29.8%,15,5.0%,11,3.7%,61.1%,71.2%,49.6%,62.8%,28,60.7%,39.9%,38,36.8%,51.8%,1.07,5:40
,Mark Philippoussis,AUS,4,984,87.5%,19.8%,60,11.7%,25,4.9%,53.9%,79.3%,52.1%,66.8%,25,60.0%,35.6%,47,34.0%,51.8%,1.07,10:55
