Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,9,(8)Stan Wawrinka[SUI] [yr|ev],d.,1,(1)Novak Djokovic[SRB] [yr|ev],4-6 6-4 6-3 6-4,1.25,7.1%,66.7%,76.2%,50.0%,8/10,4.7%,64.8%,62.7%,53.3%,11/15,3:12,3
SF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,3,(3)Andy Murray[GBR] [yr|ev],6-3 6-3 5-7 5-7 6-1,1.22,5.7%,69.5%,68.4%,67.4%,1/4,8.1%,65.8%,64.3%,54.9%,13/19,4:09,1
SF,9,(8)Stan Wawrinka[SUI] [yr|ev],d.,15,(14)Jo-Wilfried Tsonga[FRA] [yr|ev],6-3 6-7(1) 7-6(3) 6-4,1.03,9.6%,52.2%,75.6%,58.7%,16/17,5.4%,69.4%,71.6%,55.6%,12/15,3:46,3
QF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,7,(6)Rafael Nadal[ESP] [yr|ev],7-5 6-3 6-1,1.65,3.8%,62.5%,76.0%,60.0%,3/5,3.2%,60.2%,58.9%,37.8%,11/18,2:26,1
QF,3,(3)Andy Murray[GBR] [yr|ev],d.,8,(7)David Ferrer[ESP] [yr|ev],7-6(4) 6-2 5-7 6-1,1.25,7.1%,57.9%,78.1%,41.5%,6/11,1.6%,55.6%,68.1%,34.5%,8/16,3:16,1
QF,15,(14)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,5,(5)Kei Nishikori[JPN] [yr|ev],6-1 6-4 4-6 3-6 6-3,1.39,8.5%,61.0%,83.3%,50.0%,3/7,3.1%,66.3%,67.0%,42.6%,13/19,3:45,5
QF,9,(8)Stan Wawrinka[SUI] [yr|ev],d.,2,(2)Roger Federer[SUI] [yr|ev],6-4 6-3 7-6(4),1.53,4.3%,54.3%,88.0%,61.9%,4/4,6.3%,63.4%,67.6%,56.1%,5/8,2:09,3
R16,1,(1)Novak Djokovic[SRB] [yr|ev],d.,21,(20)Richard Gasquet[FRA] [yr|ev],6-1 6-2 6-3,1.67,5.0%,76.3%,68.9%,68.4%,8/9,4.3%,58.5%,63.6%,25.6%,16/23,2:00,1
R16,7,(6)Rafael Nadal[ESP] [yr|ev],d.,37,Jack Sock[USA] [yr|ev],6-3 6-1 5-7 6-2,1.42,1.0%,66.3%,69.2%,57.6%,3/7,1.6%,45.9%,55.4%,47.0%,12/21,2:52,1
R16,3,(3)Andy Murray[GBR] [yr|ev],d.,45,Jeremy Chardy[FRA] [yr|ev],6-4 3-6 6-3 6-2,1.20,3.8%,62.5%,75.4%,41.0%,2/6,3.1%,61.2%,64.6%,40.0%,9/16,2:51,1
R16,8,(7)David Ferrer[ESP] [yr|ev],d.,10,(9)Marin Cilic[CRO] [yr|ev],6-2 6-2 6-4,1.55,2.6%,63.6%,77.6%,60.7%,4/4,7.0%,59.3%,62.7%,45.7%,6/11,1:50,3
R16,5,(5)Kei Nishikori[JPN] [yr|ev],d.,74,Teymuraz Gabashvili[RUS] [yr|ev],6-3 6-4 6-2,1.51,5.8%,66.3%,82.5%,44.8%,1/2,2.0%,59.4%,60.0%,46.3%,11/16,1:55,4
R16,15,(14)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,4,(4)Tomas Berdych[CZE] [yr|ev],6-3 6-2 6-7(5) 6-3,1.29,10.7%,65.3%,77.2%,57.1%,2/4,6.5%,57.9%,69.4%,51.1%,4/10,2:58,5
R16,9,(8)Stan Wawrinka[SUI] [yr|ev],d.,13,(12)Gilles Simon[FRA] [yr|ev],6-1 6-4 6-2,1.45,6.3%,42.5%,79.4%,58.7%,2/3,3.4%,42.5%,62.2%,46.0%,14/20,1:51,3
R16,2,(2)Roger Federer[SUI] [yr|ev],d.,14,(13)Gael Monfils[FRA] [yr|ev],6-3 4-6 6-4 6-1,1.48,2.0%,61.0%,73.8%,64.1%,2/4,4.9%,62.3%,61.8%,45.7%,7/13,2:10,1
R32,1,(1)Novak Djokovic[SRB] [yr|ev],d.,84,(WC)Thanasi Kokkinakis[AUS] [yr|ev],6-4 6-4 6-4,1.63,5.3%,76.3%,84.5%,66.7%,0/0,9.9%,69.1%,73.2%,56.0%,5/8,1:49,1
R32,21,(20)Richard Gasquet[FRA] [yr|ev],d.,17,(15)Kevin Anderson[RSA] [yr|ev],4-6 7-6(4) 7-5 6-4,1.13,2.1%,56.3%,76.5%,58.7%,12/13,15.2%,71.7%,73.1%,43.9%,10/12,3:33,7
R32,37,Jack Sock[USA] [yr|ev],d.,46,Borna Coric[CRO] [yr|ev],6-2 6-1 6-4,1.79,8.5%,47.9%,88.2%,62.2%,1/1,3.9%,53.2%,58.5%,50.0%,5/10,1:46,8
R32,7,(6)Rafael Nadal[ESP] [yr|ev],d.,120,Andrey Kuznetsov[RUS] [yr|ev],6-1 6-3 6-2,1.42,1.3%,58.8%,57.4%,69.7%,4/6,2.5%,54.3%,50.0%,43.2%,6/14,2:01,1
R32,3,(3)Andy Murray[GBR] [yr|ev],d.,30,(29)Nick Kyrgios[AUS] [yr|ev],6-4 6-2 6-3,1.35,13.5%,53.9%,75.0%,48.8%,8/10,2.0%,76.5%,52.6%,41.7%,6/13,1:59,1
R32,45,Jeremy Chardy[FRA] [yr|ev],d.,18,(17)David Goffin[BEL] [yr|ev],6-3 6-4 6-2,1.37,5.9%,69.4%,69.5%,61.5%,2/4,3.8%,63.7%,60.8%,44.8%,5/11,1:45,25
R32,10,(9)Marin Cilic[CRO] [yr|ev],d.,22,(23)Leonardo Mayer[ARG] [yr|ev],6-3 6-2 6-4,1.44,11.4%,65.9%,75.9%,56.7%,5/6,5.8%,58.1%,66.0%,41.7%,4/9,2:05,3
R32,8,(7)David Ferrer[ESP] [yr|ev],d.,60,Simone Bolelli[ITA] [yr|ev],6-3 1-6 5-7 6-0 6-1,1.15,3.8%,62.9%,72.3%,51.0%,5/8,2.1%,69.2%,69.3%,35.6%,17/23,3:12,3
R32,5,(5)Kei Nishikori[JPN] [yr|ev],d.,48,Benjamin Becker[GER] [yr|ev],W/O,,,,,,,,,,,,,4
R32,74,Teymuraz Gabashvili[RUS] [yr|ev],d.,43,Lukas Rosol[CZE] [yr|ev],6-4 6-4 6-4,1.50,9.5%,65.5%,72.7%,72.4%,6/7,7.2%,55.4%,67.4%,48.6%,1/5,1:37,43
R32,15,(14)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,42,Pablo Andujar[ESP] [yr|ev],7-6(3) 6-4 6-3,1.29,11.1%,65.7%,73.8%,50.0%,3/6,2.6%,69.2%,59.3%,47.2%,8/14,2:31,5
R32,4,(4)Tomas Berdych[CZE] [yr|ev],d.,71,Benoit Paire[FRA] [yr|ev],6-1 6-7(5) 6-3 6-4,1.38,0.8%,58.2%,76.1%,52.9%,2/5,8.2%,45.5%,65.6%,43.8%,4/11,2:37,4
R32,9,(8)Stan Wawrinka[SUI] [yr|ev],d.,56,Steve Johnson[USA] [yr|ev],6-4 6-3 6-2,1.83,10.5%,53.9%,92.7%,60.0%,0/0,5.1%,61.5%,72.9%,36.7%,5/9,1:29,3
R32,13,(12)Gilles Simon[FRA] [yr|ev],d.,116,(WC)Nicolas Mahut[FRA] [yr|ev],6-2 6-7(6) 6-7(6) 6-3 6-1,1.29,2.7%,49.3%,73.0%,60.5%,8/11,3.3%,61.4%,70.2%,35.6%,6/15,3:47,6
R32,14,(13)Gael Monfils[FRA] [yr|ev],d.,23,(21)Pablo Cuevas[URU] [yr|ev],4-6 7-6(1) 3-6 6-4 6-3,1.04,6.6%,65.8%,68.0%,48.1%,6/12,3.0%,64.5%,61.5%,56.7%,15/21,3:23,6
R32,2,(2)Roger Federer[SUI] [yr|ev],d.,88,Damir Dzumhur[BIH] [yr|ev],6-4 6-3 6-2,1.39,4.9%,64.6%,67.9%,65.5%,4/5,3.7%,70.4%,56.1%,50.0%,2/8,1:28,1
R64,1,(1)Novak Djokovic[SRB] [yr|ev],d.,55,Gilles Muller[LUX] [yr|ev],6-1 6-4 6-4,2.04,4.1%,68.5%,84.0%,65.2%,3/4,4.7%,54.1%,67.4%,41.0%,7/12,1:46,1
R64,84,(WC)Thanasi Kokkinakis[AUS] [yr|ev],d.,26,(27)Bernard Tomic[AUS] [yr|ev],3-6 3-6 6-3 6-4 8-6,1.21,13.5%,58.9%,79.5%,51.7%,9/14,3.5%,62.0%,67.0%,52.3%,17/22,3:22,65
R64,21,(20)Richard Gasquet[FRA] [yr|ev],d.,111,Carlos Berlocq[ARG] [yr|ev],3-6 6-3 6-1 4-6 6-1,1.20,1.7%,64.7%,79.2%,45.2%,0/2,3.0%,55.3%,68.5%,50.8%,8/14,3:22,7
R64,17,(15)Kevin Anderson[RSA] [yr|ev],d.,65,Yen Hsun Lu[TPE] [yr|ev],5-7 6-4 6-4 6-4,1.18,17.2%,68.0%,77.1%,48.7%,3/6,6.1%,55.3%,75.3%,45.8%,9/14,2:47,5
R64,37,Jack Sock[USA] [yr|ev],d.,61,Pablo Carreno Busta[ESP] [yr|ev],6-7(2) 7-6(4) 6-1 7-6(4),0.99,3.3%,49.5%,71.1%,51.1%,12/15,4.4%,60.0%,70.4%,48.1%,3/8,3:27,8
R64,46,Borna Coric[CRO] [yr|ev],d.,19,(18)Tommy Robredo[ESP] [yr|ev],7-5 3-6 6-2 4-6 6-4,0.97,1.8%,49.1%,61.7%,58.3%,13/19,5.0%,56.1%,70.5%,49.2%,7/15,3:47,12
R64,120,Andrey Kuznetsov[RUS] [yr|ev],d.,110,Jurgen Melzer[AUT] [yr|ev],6-1 5-7 7-6(0) 7-5,1.28,3.1%,57.5%,75.3%,53.7%,4/8,2.8%,61.4%,61.8%,48.2%,7/14,2:46,39
R64,7,(6)Rafael Nadal[ESP] [yr|ev],d.,154,Nicolas Almagro[ESP] [yr|ev],6-4 6-3 6-1,1.31,5.4%,67.7%,73.0%,43.3%,6/7,2.2%,67.4%,54.8%,46.7%,10/16,2:19,1
R64,3,(3)Andy Murray[GBR] [yr|ev],d.,44,Joao Sousa[POR] [yr|ev],6-2 4-6 6-4 6-1,1.51,4.4%,56.7%,82.4%,56.4%,2/4,1.7%,62.2%,66.2%,40.0%,6/13,2:30,1
R64,30,(29)Nick Kyrgios[AUS] [yr|ev],d.,121,(Q)Kyle Edmund[GBR] [yr|ev],W/O,,,,,,,,,,,,,13
R64,18,(17)David Goffin[BEL] [yr|ev],d.,64,Santiago Giraldo[COL] [yr|ev],6-3 4-6 7-5 6-2,1.14,4.1%,54.1%,75.8%,55.4%,4/7,1.8%,54.5%,71.7%,50.0%,9/15,2:35,7
R64,45,Jeremy Chardy[FRA] [yr|ev],d.,16,(16)John Isner[USA] [yr|ev],6-4 4-6 6-3 6-3,1.31,9.3%,74.8%,78.8%,44.4%,3/5,13.6%,71.8%,65.8%,48.4%,5/10,2:23,25
R64,10,(9)Marin Cilic[CRO] [yr|ev],d.,187,(Q)Andrea Arnaboldi[ITA] [yr|ev],7-6(3) 6-1 6-1,1.83,13.0%,55.8%,81.4%,67.6%,3/3,3.6%,64.3%,63.0%,40.0%,0/5,1:39,3
R64,22,(23)Leonardo Mayer[ARG] [yr|ev],d.,50,Jerzy Janowicz[POL] [yr|ev],6-4 6-4 6-7(1) 6-1,1.54,11.6%,64.3%,84.7%,52.5%,6/8,3.1%,74.0%,64.9%,41.2%,10/16,2:38,21
R64,60,Simone Bolelli[ITA] [yr|ev],d.,33,(31)Viktor Troicki[SRB] [yr|ev],6-2 6-4 6-3,1.50,7.2%,74.7%,74.2%,47.6%,5/6,9.8%,54.3%,62.0%,38.1%,6/11,1:57,36
R64,8,(7)David Ferrer[ESP] [yr|ev],d.,66,Daniel Gimeno Traver[ESP] [yr|ev],6-3 6-2 6-1,2.07,0.0%,58.2%,84.6%,64.3%,2/2,1.3%,63.6%,57.1%,39.3%,3/9,1:31,3
R64,5,(5)Kei Nishikori[JPN] [yr|ev],d.,40,Thomaz Bellucci[BRA] [yr|ev],7-5 6-4 6-4,1.35,3.2%,57.4%,81.5%,52.5%,1/3,5.8%,64.1%,63.6%,48.6%,7/12,2:22,4
R64,48,Benjamin Becker[GER] [yr|ev],d.,34,(32)Fernando Verdasco[ESP] [yr|ev],6-4 0-6 1-6 7-5 10-8,0.76,6.2%,66.0%,70.1%,47.3%,5/11,9.6%,71.2%,71.2%,71.4%,4/8,3:13,35
R64,43,Lukas Rosol[CZE] [yr|ev],d.,20,(19)Roberto Bautista Agut[ESP] [yr|ev],6-4 6-2 6-2,1.84,7.7%,60.0%,84.6%,61.5%,0/1,4.0%,73.3%,61.8%,35.0%,10/16,1:20,26
R64,74,Teymuraz Gabashvili[RUS] [yr|ev],d.,35,Juan Monaco[ARG] [yr|ev],6-3 6-4 6-2,1.70,5.8%,65.1%,80.4%,63.3%,11/11,3.6%,69.9%,55.2%,60.0%,3/7,1:45,43
R64,15,(14)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,91,Dudi Sela[ISR] [yr|ev],6-4 6-1 6-1,2.16,7.9%,54.0%,88.2%,65.5%,1/1,1.3%,64.9%,58.0%,40.7%,6/12,1:30,5
R64,42,Pablo Andujar[ESP] [yr|ev],d.,28,(22)Philipp Kohlschreiber[GER] [yr|ev],6-1 7-6(5) 3-6 3-6 6-4,1.05,0.7%,65.5%,63.9%,62.7%,7/12,7.4%,56.8%,69.6%,51.4%,6/11,3:31,32
R64,71,Benoit Paire[FRA] [yr|ev],d.,27,(28)Fabio Fognini[ITA] [yr|ev],6-1 6-3 7-5,1.58,4.9%,53.7%,72.7%,65.8%,4/6,1.0%,71.6%,53.4%,48.3%,12/19,1:40,18
R64,4,(4)Tomas Berdych[CZE] [yr|ev],d.,129,Radek Stepanek[CZE] [yr|ev],6-3 6-7(7) 6-3 6-3,1.17,9.2%,55.6%,73.4%,57.1%,8/9,4.4%,67.9%,63.4%,54.5%,9/14,3:19,4
R64,9,(8)Stan Wawrinka[SUI] [yr|ev],d.,67,Dusan Lajovic[SRB] [yr|ev],6-3 6-4 5-7 6-3,1.17,8.4%,43.5%,70.2%,51.4%,6/11,2.3%,57.9%,58.4%,44.6%,12/20,2:36,3
R64,56,Steve Johnson[USA] [yr|ev],d.,54,Sergiy Stakhovsky[UKR] [yr|ev],2-6 6-3 7-6(5) 7-6(6),1.02,5.5%,64.8%,77.1%,48.9%,6/10,7.3%,70.7%,70.1%,58.3%,5/8,2:26,21
R64,116,(WC)Nicolas Mahut[FRA] [yr|ev],d.,29,(24)Ernests Gulbis[LAT] [yr|ev],6-3 3-6 7-5 6-3,1.11,5.4%,60.8%,68.4%,54.9%,6/10,8.9%,53.6%,73.3%,42.3%,8/14,3:06,37
R64,13,(12)Gilles Simon[FRA] [yr|ev],d.,36,Martin Klizan[SVK] [yr|ev],7-5 6-2 6-3,1.23,3.2%,51.6%,71.4%,52.2%,4/7,3.9%,59.7%,60.9%,41.9%,4/11,2:08,6
R64,14,(13)Gael Monfils[FRA] [yr|ev],d.,62,Diego Schwartzman[ARG] [yr|ev],4-6 6-4 4-6 6-2 6-3,1.34,15.8%,67.7%,78.9%,51.2%,4/8,2.7%,63.7%,67.7%,45.3%,11/17,2:49,6
R64,23,(21)Pablo Cuevas[URU] [yr|ev],d.,31,Dominic Thiem[AUT] [yr|ev],7-6(7) 7-5 6-7(5) 7-5,0.92,6.0%,62.7%,63.5%,58.7%,20/22,3.8%,51.3%,80.0%,48.7%,5/9,3:51,19
R64,88,Damir Dzumhur[BIH] [yr|ev],d.,59,Marcos Baghdatis[CYP] [yr|ev],6-4 6-3 4-6 6-2,1.32,1.9%,63.9%,68.1%,61.5%,2/5,0.8%,45.1%,63.6%,47.8%,12/19,2:24,23
