Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,4,(4)Rafael Nadal[ESP] [yr|ev],d.,3,(3)Stan Wawrinka[SUI] [yr|ev],6-2 6-3 6-1,2.22,6.2%,64.6%,83.3%,65.2%,1/1,1.2%,58.1%,52.0%,44.4%,7/13,2:05,1
SF,3,(3)Stan Wawrinka[SUI] [yr|ev],d.,1,(1)Andy Murray[GBR] [yr|ev],6-7(6) 6-3 5-7 7-6(3) 6-1,1.17,3.6%,59.6%,65.7%,61.2%,7/12,0.6%,57.8%,66.0%,46.6%,5/14,4:34,3
SF,4,(4)Rafael Nadal[ESP] [yr|ev],d.,7,(6)Dominic Thiem[AUT] [yr|ev],6-3 6-4 6-0,1.83,2.7%,66.2%,71.4%,76.0%,7/8,3.7%,53.1%,62.8%,36.8%,4/10,2:07,1
QF,1,(1)Andy Murray[GBR] [yr|ev],d.,9,(8)Kei Nishikori[JPN] [yr|ev],2-6 6-1 7-6(0) 6-1,1.19,2.7%,62.2%,73.9%,42.9%,4/9,1.1%,56.2%,62.0%,46.2%,5/12,2:39,1
QF,3,(3)Stan Wawrinka[SUI] [yr|ev],d.,8,(7)Marin Cilic[CRO] [yr|ev],6-3 6-3 6-1,1.67,3.9%,62.3%,64.6%,79.3%,2/3,7.4%,48.5%,57.6%,42.9%,3/9,1:40,3
QF,4,(4)Rafael Nadal[ESP] [yr|ev],d.,21,(20)Pablo Carreno Busta[ESP] [yr|ev],6-2 2-0 RET,1.55,0.0%,65.4%,47.1%,66.7%,0/2,0.0%,78.6%,36.4%,0.0%,0/5,0:51,1
QF,7,(6)Dominic Thiem[AUT] [yr|ev],d.,2,(2)Novak Djokovic[SRB] [yr|ev],7-6(5) 6-3 6-0,1.44,2.4%,61.0%,74.0%,53.1%,4/6,1.9%,64.4%,56.7%,40.5%,9/15,2:15,3
R16,1,(1)Andy Murray[GBR] [yr|ev],d.,53,Karen Khachanov[RUS] [yr|ev],6-3 6-4 6-4,1.43,6.2%,65.4%,69.8%,75.0%,0/2,1.3%,58.2%,65.2%,51.5%,4/9,2:04,1
R16,9,(8)Kei Nishikori[JPN] [yr|ev],d.,37,Fernando Verdasco[ESP] [yr|ev],0-6 6-4 6-4 6-0,1.01,3.6%,52.7%,62.7%,47.2%,8/13,2.8%,70.6%,62.3%,37.5%,10/17,2:34,4
R16,3,(3)Stan Wawrinka[SUI] [yr|ev],d.,16,(15)Gael Monfils[FRA] [yr|ev],7-5 7-6(7) 6-2,1.07,2.4%,62.2%,69.6%,56.3%,11/13,4.4%,64.4%,75.9%,37.5%,2/7,2:43,3
