Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
4,Rafael Nadal,ESP,7,916,92.2%,60.8%,18,4.3%,7,1.7%,63.9%,71.9%,74.2%,72.7%,22,72.7%,53.2%,90,50.0%,62.1%,1.95,12:04
10,David Goffin,BEL,3,457,97.1%,31.4%,20,9.9%,4,2.0%,58.4%,83.9%,63.1%,75.2%,8,87.5%,44.3%,37,29.7%,58.0%,1.79,5:21
6,Dominic Thiem,AUT,6,1032,85.9%,39.0%,38,8.4%,23,5.1%,56.7%,80.6%,54.3%,69.2%,28,60.7%,46.1%,89,33.7%,56.3%,1.50,11:47
5,Milos Raonic,CAN,4,802,86.4%,28.1%,70,18.9%,18,4.9%,69.5%,77.4%,54.0%,70.3%,25,64.0%,40.5%,49,36.7%,54.2%,1.36,8:40
7,Marin Cilic,CRO,5,673,84.5%,37.5%,36,10.9%,23,7.0%,52.0%,80.1%,53.8%,67.5%,18,50.0%,43.9%,34,61.8%,55.4%,1.35,7:34
,Nicolas Almagro,ESP,2,399,90.6%,19.4%,23,12.5%,7,3.8%,58.2%,80.4%,58.4%,71.2%,8,62.5%,37.2%,14,42.9%,52.9%,1.29,4:45
15,Gael Monfils,FRA,4,729,82.8%,31.6%,16,4.8%,9,2.7%,71.0%,74.4%,48.5%,66.9%,17,41.2%,42.6%,46,39.1%,53.8%,1.29,8:08
24,Richard Gasquet,FRA,3,554,88.6%,34.9%,14,5.0%,7,2.5%,57.4%,74.1%,55.8%,66.3%,22,77.3%,43.0%,26,57.7%,54.9%,1.28,6:17
,Paolo Lorenzi,ITA,2,359,96.4%,20.7%,15,8.9%,3,1.8%,60.4%,77.5%,67.2%,73.4%,7,85.7%,34.2%,15,40.0%,52.6%,1.28,3:56
,Guillermo Garcia Lopez,ESP,3,541,80.5%,29.3%,25,10.3%,18,7.4%,49.2%,78.2%,55.3%,66.5%,15,46.7%,41.8%,36,33.3%,52.9%,1.25,6:22
2,Novak Djokovic,SRB,5,1011,76.3%,40.8%,19,3.9%,6,1.2%,64.4%,69.7%,50.3%,62.8%,45,60.0%,46.6%,71,43.7%,54.5%,1.25,12:34
,Hyeon Chung,KOR,3,703,82.5%,33.9%,16,4.7%,12,3.5%,56.5%,78.1%,52.0%,66.8%,26,61.5%,41.3%,39,48.7%,53.6%,1.24,7:57
1,Andy Murray,GBR,6,1371,78.2%,34.9%,25,3.6%,21,3.0%,57.8%,71.2%,55.3%,64.5%,48,50.0%,43.2%,74,51.4%,53.9%,1.22,18:16
19,Albert Ramos,ESP,4,873,80.3%,38.5%,17,4.1%,11,2.6%,63.0%,65.6%,59.1%,63.2%,31,58.1%,44.4%,60,41.7%,53.4%,1.21,10:38
,Kevin Anderson,RSA,4,853,88.4%,19.7%,58,14.4%,15,3.7%,62.4%,78.6%,52.6%,68.8%,17,52.9%,37.4%,43,30.2%,52.3%,1.20,9:56
,Fernando Verdasco,ESP,4,923,75.7%,37.7%,10,2.2%,19,4.2%,70.3%,66.5%,51.1%,61.9%,51,66.7%,45.4%,58,44.8%,53.5%,1.19,10:29
,Aljaz Bedene,SLO,2,413,82.4%,22.9%,24,12.6%,3,1.6%,47.4%,77.8%,60.0%,68.4%,11,45.5%,37.7%,22,36.4%,51.8%,1.19,4:51
30,David Ferrer,ESP,2,741,77.6%,23.7%,18,5.1%,22,6.3%,59.9%,74.9%,51.8%,65.6%,39,66.7%,39.8%,40,35.0%,52.1%,1.16,8:19
3,Stan Wawrinka,SUI,7,1433,83.0%,31.8%,37,4.9%,14,1.9%,59.4%,67.4%,61.2%,64.9%,61,68.9%,40.4%,63,55.6%,53.2%,1.15,17:24
11,Grigor Dimitrov,BUL,3,542,84.4%,25.0%,26,9.2%,13,4.6%,58.5%,79.4%,47.0%,66.0%,22,68.2%,39.2%,23,47.8%,53.1%,1.15,6:20
20,Pablo Carreno Busta,ESP,5,1061,79.3%,33.3%,34,6.4%,10,1.9%,67.6%,66.6%,54.7%,62.7%,46,63.0%,42.5%,64,42.2%,52.6%,1.14,11:43
,Andreas Seppi,ITA,2,407,68.8%,37.5%,15,7.6%,7,3.5%,52.0%,68.9%,49.5%,59.6%,26,61.5%,45.9%,25,48.0%,52.6%,1.14,4:31
,Laurent Lokoli,FRA,1,303,78.3%,29.2%,19,13.8%,7,5.1%,50.0%,78.3%,46.4%,62.3%,11,54.5%,42.4%,13,53.8%,51.5%,1.13,3:39
,Kyle Edmund,GBR,3,656,87.3%,25.5%,8,2.4%,12,3.7%,57.6%,77.2%,54.7%,67.7%,23,69.6%,36.6%,22,63.6%,52.1%,1.13,7:46
13,Tomas Berdych,CZE,2,423,81.8%,24.2%,12,5.9%,4,2.0%,58.3%,72.3%,55.3%,65.2%,16,62.5%,38.8%,23,34.8%,51.5%,1.12,4:45
,Karen Khachanov,RUS,4,905,90.3%,15.3%,30,6.8%,19,4.3%,51.1%,80.0%,57.7%,69.1%,19,63.2%,34.0%,30,36.7%,51.0%,1.10,10:02
,Mikhail Kukushkin,KAZ,2,412,81.3%,31.3%,4,1.9%,1,0.5%,79.6%,65.7%,56.8%,63.9%,13,53.8%,39.3%,24,41.7%,52.2%,1.09,4:42
8,Kei Nishikori,JPN,5,1171,74.7%,33.7%,20,3.5%,18,3.2%,57.0%,71.5%,48.4%,61.6%,62,62.9%,41.7%,63,47.6%,51.3%,1.09,14:03
,Tommy Robredo,ESP,2,397,76.5%,25.7%,7,3.7%,4,2.1%,66.3%,65.9%,62.5%,64.7%,16,50.0%,38.2%,14,64.3%,50.9%,1.08,4:40
,Jiri Vesely,CZE,3,631,82.0%,25.0%,25,7.9%,16,5.1%,55.9%,71.6%,53.2%,63.5%,39,76.9%,39.2%,28,42.9%,51.3%,1.07,7:35
23,Ivo Karlovic,CRO,2,407,93.9%,8.8%,39,20.0%,9,4.6%,65.1%,84.3%,57.4%,74.9%,7,71.4%,26.9%,7,42.9%,49.9%,1.07,4:27
17,Roberto Bautista Agut,ESP,4,751,70.0%,33.9%,10,2.6%,9,2.4%,62.6%,61.9%,56.6%,59.9%,45,60.0%,42.5%,43,46.5%,51.4%,1.06,9:01
,Borna Coric,CRO,2,486,91.4%,14.3%,14,5.4%,5,1.9%,57.4%,72.3%,61.8%,67.8%,19,84.2%,34.2%,11,45.5%,52.1%,1.06,6:20
,Nicolas Kicker,ARG,2,387,72.7%,24.2%,3,1.6%,5,2.7%,66.8%,66.7%,54.1%,62.5%,18,50.0%,38.9%,21,38.1%,50.1%,1.04,4:13
Q,Stefano Napolitano,ITA,2,429,69.7%,29.4%,9,4.6%,6,3.1%,59.2%,67.2%,50.0%,60.2%,26,61.5%,41.2%,30,33.3%,49.9%,1.04,4:50
Q,Taro Daniel,JPN,2,444,76.5%,20.6%,13,6.0%,3,1.4%,66.8%,69.7%,47.2%,62.2%,26,69.2%,38.8%,18,38.9%,50.2%,1.03,5:05
Q,Teymuraz Gabashvili,RUS,1,360,79.2%,16.0%,13,7.7%,5,3.0%,58.9%,68.7%,56.5%,63.7%,18,72.2%,37.0%,21,19.0%,49.4%,1.02,4:20
,Federico Delbonis,ARG,1,212,86.7%,0.0%,5,5.2%,3,3.1%,55.7%,72.2%,67.4%,70.1%,8,75.0%,30.4%,5,0.0%,48.6%,1.02,2:25
,Frances Tiafoe,USA,1,250,70.0%,23.8%,12,10.0%,4,3.3%,56.7%,70.6%,46.2%,60.0%,12,50.0%,40.8%,11,45.5%,50.0%,1.02,2:45
29,Juan Martin del Potro,ARG,3,475,81.6%,21.6%,25,10.7%,8,3.4%,65.0%,73.7%,45.1%,63.7%,19,63.2%,36.9%,25,32.0%,50.1%,1.02,6:12
16,Lucas Pouille,FRA,3,792,78.7%,21.7%,28,6.8%,23,5.6%,54.5%,74.9%,50.5%,63.8%,31,58.1%,36.8%,35,37.1%,50.8%,1.02,9:10
21,John Isner,USA,3,724,94.9%,6.8%,66,17.8%,6,1.6%,67.6%,80.4%,57.5%,73.0%,16,81.3%,27.4%,10,40.0%,50.7%,1.01,7:46
LL,Andrey Rublev,RUS,1,312,69.2%,26.9%,4,2.5%,7,4.3%,51.5%,65.5%,55.7%,60.7%,18,55.6%,39.6%,12,58.3%,50.6%,1.01,3:30
,Thomaz Bellucci,BRA,2,462,67.6%,25.7%,12,5.6%,18,8.4%,62.3%,70.9%,40.7%,59.5%,23,52.2%,40.5%,25,36.0%,49.4%,1.00,5:06
,Julien Benneteau,FRA,1,297,88.0%,12.0%,14,9.6%,9,6.2%,62.3%,78.0%,60.0%,71.2%,10,70.0%,28.5%,6,50.0%,49.5%,0.99,3:21
12,Jo-Wilfried Tsonga,FRA,1,326,68.2%,18.2%,4,2.4%,5,3.0%,65.2%,67.3%,47.4%,60.4%,23,69.6%,38.9%,10,40.0%,49.7%,0.98,3:31
,Horacio Zeballos,ARG,4,579,75.5%,19.1%,13,4.4%,5,1.7%,65.9%,73.3%,49.5%,65.2%,23,47.8%,33.9%,16,56.3%,49.9%,0.97,7:01
,Feliciano Lopez,ESP,3,681,72.7%,24.1%,26,7.8%,10,3.0%,60.1%,72.5%,45.1%,61.6%,37,59.5%,37.4%,35,37.1%,49.2%,0.97,7:40
Q,Simone Bolelli,ITA,2,373,74.1%,25.9%,4,2.0%,1,0.5%,79.2%,62.5%,52.4%,60.4%,33,78.8%,38.0%,20,35.0%,50.1%,0.96,4:10
,Robin Haase,NED,2,298,80.0%,24.0%,13,8.3%,6,3.8%,60.3%,70.2%,53.2%,63.5%,11,54.5%,35.2%,11,54.5%,50.0%,0.96,3:25
,Carlos Berlocq,ARG,1,181,80.0%,0.0%,2,2.4%,2,2.4%,60.2%,66.0%,75.8%,69.9%,5,40.0%,28.6%,4,0.0%,47.5%,0.95,2:10
,Viktor Troicki,SRB,2,468,84.4%,28.1%,20,7.6%,11,4.2%,53.8%,76.8%,45.9%,62.5%,35,85.7%,35.8%,13,69.2%,50.9%,0.95,4:55
,Jeremy Chardy,FRA,2,361,75.0%,20.7%,17,9.4%,7,3.9%,63.3%,68.4%,53.0%,62.8%,11,36.4%,35.4%,17,35.3%,49.0%,0.95,4:06
Q,Marco Trungelliti,ARG,2,584,68.2%,27.9%,7,2.3%,16,5.2%,57.7%,65.0%,47.7%,57.7%,25,44.0%,39.7%,22,54.5%,49.1%,0.94,6:21
22,Pablo Cuevas,URU,3,518,73.2%,30.0%,9,3.4%,14,5.3%,56.7%,67.1%,47.4%,58.6%,28,60.7%,38.8%,30,40.0%,48.8%,0.94,5:36
,Pierre Hugues Herbert,FRA,2,496,84.6%,15.4%,20,7.9%,11,4.3%,56.7%,72.2%,56.4%,65.4%,15,60.0%,32.6%,22,27.3%,49.4%,0.94,5:40
,Alexandr Dolgopolov,UKR,2,407,87.9%,15.6%,10,4.8%,3,1.4%,61.5%,77.3%,51.2%,67.3%,13,69.2%,30.7%,12,41.7%,49.4%,0.94,4:44
,Rogerio Dutra Silva,BRA,2,585,74.4%,15.9%,12,4.3%,14,5.1%,57.0%,67.1%,51.3%,60.3%,30,63.3%,37.3%,24,29.2%,48.2%,0.94,6:34
28,Fabio Fognini,ITA,3,620,70.0%,29.2%,8,2.5%,28,8.8%,58.2%,68.1%,42.9%,57.5%,32,53.1%,40.1%,36,38.9%,49.0%,0.94,6:56
,Joao Sousa,POR,2,442,68.8%,25.0%,8,3.6%,7,3.2%,56.8%,65.6%,44.2%,56.4%,26,61.5%,40.5%,19,42.1%,48.4%,0.93,5:15
,Quentin Halys,FRA,1,358,73.1%,22.2%,16,8.7%,17,9.3%,50.3%,79.3%,40.7%,60.1%,15,53.3%,37.1%,10,60.0%,48.9%,0.93,3:54
