Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,22,(20)Albert Costa[ESP] [yr|ev],d.,11,(11)Juan Carlos Ferrero[ESP] [yr|ev],6-1 6-0 4-6 6-3,1.48,2.9%,66.7%,72.1%,50.0%,4/7,4.5%,57.7%,54.7%,38.3%,15/24,2:30,6
SF,22,(20)Albert Costa[ESP] [yr|ev],d.,20,(18)Alex Corretja[ESP] [yr|ev],6-3 6-4 3-6 6-3,1.16,2.4%,71.0%,65.9%,52.8%,16/20,1.6%,64.2%,65.8%,38.6%,11/17,3:10,6
SF,11,(11)Juan Carlos Ferrero[ESP] [yr|ev],d.,2,(2)Marat Safin[RUS] [yr|ev],6-3 6-2 6-4,1.25,2.1%,53.2%,74.0%,47.7%,2/4,2.2%,55.4%,58.8%,43.9%,9/15,2:08,1
QF,22,(20)Albert Costa[ESP] [yr|ev],d.,17,(15)Guillermo Canas[ARG] [yr|ev],7-5 3-6 6-7(3) 6-4 6-0,1.01,3.0%,64.2%,70.8%,45.8%,6/11,5.1%,60.1%,72.3%,45.5%,2/10,3:54,6
QF,20,(18)Alex Corretja[ESP] [yr|ev],d.,28,(22)Andrei Pavel[ROU] [yr|ev],7-6(5) 7-5 7-5,1.14,3.7%,58.2%,75.6%,42.9%,4/7,1.4%,62.4%,63.6%,45.3%,8/13,3:24,2
QF,11,(11)Juan Carlos Ferrero[ESP] [yr|ev],d.,4,(4)Andre Agassi[USA] [yr|ev],6-3 5-7 7-5 6-3,1.19,2.5%,64.5%,67.9%,51.2%,6/11,5.6%,61.1%,65.9%,37.5%,7/15,2:45,1
QF,2,(2)Marat Safin[RUS] [yr|ev],d.,10,(10)Sebastien Grosjean[FRA] [yr|ev],6-3 6-2 6-2,2.46,4.5%,53.7%,86.1%,74.2%,1/1,0.0%,52.3%,52.2%,52.4%,7/12,1:43,1
R16,17,(15)Guillermo Canas[ARG] [yr|ev],d.,1,(1)Lleyton Hewitt[AUS] [yr|ev],6-7(1) 7-6(13) 6-4 6-3,1.11,5.6%,52.8%,67.1%,51.5%,9/14,2.6%,55.7%,64.8%,43.0%,15/23,4:13,8
R16,22,(20)Albert Costa[ESP] [yr|ev],d.,7,(7)Gustavo Kuerten[BRA] [yr|ev],6-4 7-5 6-4,1.93,8.5%,62.2%,82.4%,71.0%,2/3,6.8%,58.5%,71.0%,38.8%,11/15,2:20,6
R16,28,(22)Andrei Pavel[ROU] [yr|ev],d.,3,(3)Tommy Haas[GER] [yr|ev],6-1 7-6(9) 6-4,1.58,4.3%,56.5%,76.9%,60.0%,3/5,6.5%,53.9%,57.8%,45.1%,10/16,2:39,13
R16,20,(18)Alex Corretja[ESP] [yr|ev],d.,52,Mariano Zabaleta[ARG] [yr|ev],6-3 6-2 7-5,1.44,4.1%,54.1%,79.2%,57.8%,6/7,3.2%,47.3%,65.9%,46.9%,4/9,2:36,2
