Player,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,M,PeakRank
Matthias Bachinger,0.7913333333333333,0.19766666666666666,14.0,0.08233333333333333,6.666666666666667,0.03833333333333333,0.5776666666666667,0.7120000000000001,0.4963333333333333,0.618,14.0,0.637,0.35200000000000004,12.333333333333334,0.3826666666666667,0.49066666666666664,0.9166666666666666,4.0,85.0
Mattia Bellucci,0.853,0.147,35.0,0.154,10.0,0.044000000000000004,0.6709999999999999,0.7709999999999999,0.493,0.68,21.0,0.762,0.316,9.0,0.556,0.507,0.99,2.0,66.0
Max Mirnyi,0.857375,0.14925,39.875,0.13375,15.625,0.055125,0.605625,0.776375,0.541625,0.683125,18.875,0.6813750000000001,0.33025,17.875,0.46325,0.506375,1.05,19.0,18.0
Max Purcell,0.7326666666666667,0.156,16.0,0.11533333333333333,6.333333333333333,0.04533333333333334,0.5433333333333333,0.7226666666666667,0.4836666666666667,0.616,16.666666666666668,0.659,0.3313333333333333,9.0,0.3646666666666667,0.48133333333333334,0.87,4.0,40.0
Maxime Authom,0.75,0.15,9.0,0.063,7.0,0.049,0.57,0.728,0.377,0.5770000000000001,13.0,0.615,0.302,8.0,0.375,0.45299999999999996,0.71,1.0,
Maxime Cressy,0.8143333333333334,0.10966666666666668,38.333333333333336,0.18366666666666667,18.333333333333332,0.10833333333333334,0.5573333333333333,0.7636666666666666,0.5306666666666667,0.662,11.333333333333334,0.5293333333333333,0.31233333333333335,10.0,0.37566666666666665,0.4836666666666667,0.9366666666666666,5.0,31.0
Maximilian Abel,0.667,0.111,6.0,0.048,7.0,0.055999999999999994,0.581,0.653,0.442,0.565,14.0,0.5710000000000001,0.3,6.0,0.33299999999999996,0.446,0.69,1.0,
Maximilian Marterer,0.7048,0.054400000000000004,11.8,0.09759999999999999,3.8,0.0346,0.6152,0.6557999999999999,0.4932,0.5923999999999999,12.2,0.6096,0.2444,3.2,0.3286,0.4326,0.624,5.0,45.0
Maximo Gonzalez,0.6396666666666667,0.1885,3.3333333333333335,0.020833333333333332,6.666666666666667,0.03933333333333333,0.6286666666666667,0.5995,0.4613333333333333,0.551,19.333333333333332,0.5725,0.35316666666666663,14.666666666666666,0.35033333333333333,0.45249999999999996,0.805,8.0,58.0
Michael Berrer,0.6779999999999999,0.10285714285714287,8.857142857142858,0.07271428571428572,7.0,0.06371428571428571,0.5661428571428572,0.7002857142857143,0.4481428571428571,0.5871428571428571,14.142857142857142,0.5692857142857143,0.3028571428571429,11.285714285714286,0.15328571428571428,0.45,0.7428571428571429,8.0,42.0
Michael Chang,0.70425,0.14475,10.25,0.06375,5.0,0.03325,0.5209999999999999,0.73275,0.48725,0.614,15.25,0.48375,0.31675,12.75,0.359,0.46525,0.8375,6.0,2.0
Michael Lammer,0.6559999999999999,0.19399999999999998,4.0,0.019,9.0,0.043,0.522,0.593,0.515,0.556,22.0,0.5,0.331,14.0,0.429,0.452,0.75,2.0,150.0
Michael Llodra,0.771090909090909,0.16336363636363638,14.272727272727273,0.07154545454545455,8.545454545454545,0.048363636363636366,0.625,0.6932727272727273,0.5073636363636363,0.6225454545454545,12.636363636363637,0.45836363636363636,0.33,14.454545454545455,0.3519090909090909,0.48000000000000004,0.9009090909090909,21.0,21.0
Michael Mcclune,0.6920000000000001,0.0,5.0,0.054000000000000006,2.0,0.022000000000000002,0.5429999999999999,0.72,0.35700000000000004,0.5539999999999999,10.0,0.6,0.258,5.0,0.0,0.409,0.58,1.0,
Michael Mmoh,0.7244999999999999,0.1575,15.25,0.0695,7.25,0.036250000000000004,0.662,0.6915,0.45699999999999996,0.61175,15.5,0.55825,0.32225,11.0,0.4425,0.47050000000000003,0.845,7.0,81.0
Michael Russell,0.692125,0.15937500000000002,4.125,0.03275,6.0,0.04825,0.61625,0.6134999999999999,0.497375,0.567875,13.375,0.5782499999999999,0.35312499999999997,8.75,0.358875,0.46475,0.8225,8.0,60.0
Michael Yani,0.7570000000000001,0.0335,5.0,0.052000000000000005,3.5,0.0335,0.5700000000000001,0.638,0.573,0.6114999999999999,9.5,0.5895,0.3125,4.5,0.1,0.4575,0.8049999999999999,2.0,
Michal Przysiezny,0.7216666666666667,0.17466666666666666,15.666666666666666,0.10099999999999999,9.666666666666666,0.057999999999999996,0.5716666666666667,0.6843333333333333,0.458,0.5863333333333333,16.333333333333332,0.6176666666666667,0.327,7.333333333333333,0.514,0.47333333333333333,0.79,3.0,57.0
Michal Tabara,0.675,0.258,15.0,0.051500000000000004,23.0,0.07950000000000002,0.46399999999999997,0.671,0.524,0.5895,24.5,0.4875,0.3975,26.5,0.43100000000000005,0.49450000000000005,0.9750000000000001,4.0,47.0
Michel Kratochvil,0.6073333333333334,0.31766666666666665,6.666666666666667,0.04933333333333334,12.333333333333334,0.09133333333333334,0.5066666666666667,0.7026666666666667,0.4143333333333333,0.5643333333333334,16.333333333333332,0.4853333333333334,0.4000000000000001,14.333333333333334,0.504,0.48433333333333334,0.9199999999999999,3.0,35.0
Mikael Tillstrom,0.667,0.067,7.0,0.08,6.0,0.068,0.614,0.759,0.324,0.591,10.0,0.5,0.33299999999999996,6.0,0.16699999999999998,0.457,0.81,1.0,39.0
Mikael Ymer,0.623,0.20833333333333334,4.333333333333333,0.04933333333333334,3.0,0.029666666666666664,0.5696666666666667,0.6496666666666666,0.4716666666666667,0.5693333333333334,11.0,0.301,0.36800000000000005,11.0,0.3383333333333333,0.45799999999999996,0.8533333333333334,3.0,50.0
Mike Bryan,0.33299999999999996,0.091,3.0,0.038,6.0,0.075,0.625,0.56,0.267,0.45,14.0,0.429,0.28800000000000003,2.0,0.5,0.381,0.52,1.0,
Mikhail Kukushkin,0.6805,0.21983333333333333,10.916666666666666,0.04741666666666666,6.583333333333333,0.03475,0.56825,0.6658333333333333,0.47058333333333335,0.5825,23.416666666666668,0.53975,0.3601666666666667,18.833333333333332,0.4141666666666666,0.4736666666666667,0.9,24.0,39.0
Mikhail Youzhny,0.786,0.2763125,17.1875,0.058875,12.9375,0.0466875,0.58975,0.708,0.5094375,0.6256875,23.125,0.58,0.3989375,29.0,0.4344375,0.511125,1.071875,42.0,8.0
Milos Raonic,0.8352222222222223,0.14522222222222222,58.77777777777778,0.17011111111111113,19.333333333333332,0.06544444444444444,0.5831111111111111,0.8057777777777778,0.4897777777777777,0.6726666666666667,23.0,0.7127777777777777,0.3217777777777778,24.11111111111111,0.36477777777777776,0.49944444444444447,1.0277777777777777,25.0,3.0
Miomir Kecmanovic,0.7876666666666666,0.22683333333333333,17.666666666666668,0.07616666666666667,9.666666666666666,0.042166666666666665,0.5776666666666667,0.7156666666666668,0.5295,0.6388333333333333,21.0,0.6465,0.3766666666666667,19.833333333333332,0.39116666666666666,0.505,1.0416666666666667,10.0,27.0
Mirza Basic,0.615,0.0,5.0,0.06,1.0,0.012,0.578,0.625,0.429,0.542,10.0,0.5,0.185,1.0,0.0,0.385,0.4,1.0,74.0
Mischa Zverev,0.7026,0.187,12.2,0.057199999999999994,8.0,0.04,0.5862,0.6724,0.5,0.5986,17.2,0.4758,0.3574,16.8,0.344,0.4774,0.9019999999999999,9.0,25.0
Mitchell Krueger,0.789,0.16666666666666666,15.666666666666666,0.08533333333333333,5.0,0.022000000000000002,0.6006666666666667,0.7083333333333334,0.5223333333333333,0.6343333333333333,16.333333333333332,0.5803333333333334,0.3456666666666666,15.666666666666666,0.3623333333333334,0.48533333333333334,0.9566666666666667,5.0,135.0
Mohamed Safwat,0.615,0.071,2.0,0.023,3.0,0.034,0.591,0.5579999999999999,0.528,0.545,10.0,0.5,0.337,5.0,0.2,0.439,0.74,1.0,130.0
Nick Kyrgios,0.7753333333333333,0.14100000000000001,46.666666666666664,0.17488888888888887,11.666666666666666,0.044222222222222225,0.6232222222222222,0.7214444444444444,0.48488888888888887,0.6352222222222221,17.444444444444443,0.5768888888888889,0.3368888888888889,18.88888888888889,0.31266666666666665,0.48355555555555557,0.9666666666666666,21.0,13.0
Nicolas Almagro,0.77,0.17345454545454544,29.363636363636363,0.10836363636363636,10.909090909090908,0.041545454545454545,0.5545454545454546,0.7266363636363636,0.4987272727272727,0.6244545454545455,23.181818181818183,0.641,0.33854545454545454,19.636363636363637,0.35563636363636364,0.4841818181818182,0.9218181818181819,25.0,9.0
Nicolas Coutelot,0.615,0.0,2.0,0.02,3.0,0.03,0.556,0.6,0.43200000000000005,0.525,14.0,0.643,0.292,11.0,0.0,0.415,0.62,1.0,87.0
Nicolas Devilder,0.45899999999999996,0.238,4.5,0.025,5.5,0.0295,0.5329999999999999,0.5885,0.384,0.49950000000000006,14.5,0.4665,0.39249999999999996,17.5,0.3665,0.4435,0.855,3.0,60.0
Nicolas Escude,0.838,0.306,15.0,0.061,11.0,0.045,0.612,0.747,0.41100000000000003,0.616,22.0,0.727,0.39299999999999996,24.0,0.45799999999999996,0.51,1.02,2.0,17.0
Nicolas Jarry,0.8054,0.099,28.0,0.1348,5.8,0.030600000000000006,0.625,0.7622,0.485,0.6574,15.2,0.622,0.30599999999999994,10.8,0.27,0.4862,0.914,8.0,16.0
Nicolas Kicker,0.647,0.055999999999999994,4.0,0.027999999999999997,11.0,0.076,0.604,0.575,0.491,0.542,22.0,0.727,0.306,5.0,0.2,0.439,0.67,1.0,78.0
Nicolas Kiefer,0.7623333333333333,0.23511111111111113,24.555555555555557,0.082,12.88888888888889,0.048,0.5003333333333333,0.7325555555555555,0.4926666666666667,0.6137777777777778,25.11111111111111,0.6134444444444445,0.3781111111111111,23.666666666666668,0.43066666666666664,0.4991111111111111,0.9933333333333333,22.0,4.0
Nicolas Lapentti,0.69875,0.2195,15.5,0.0755,6.875,0.030625000000000003,0.624875,0.672875,0.462125,0.592625,18.75,0.508875,0.371,19.25,0.400625,0.479875,0.9237500000000001,13.0,6.0
Nicolas Mahut,0.7284615384615385,0.16076923076923075,14.923076923076923,0.08930769230769231,8.153846153846153,0.048846153846153845,0.5776923076923077,0.6831538461538462,0.485,0.5990769230769231,16.153846153846153,0.5993076923076923,0.32699999999999996,12.076923076923077,0.42392307692307696,0.4696923076923077,0.8238461538461539,21.0,37.0
Nicolas Massu,0.7601111111111112,0.247,13.88888888888889,0.05966666666666666,9.88888888888889,0.039,0.5690000000000001,0.6869999999999999,0.49944444444444447,0.6055555555555556,22.666666666666668,0.5842222222222222,0.3667777777777778,19.11111111111111,0.4917777777777778,0.4911111111111111,0.9422222222222223,19.0,9.0
Nicolas Moreno De Alboran,0.5379999999999999,0.14300000000000002,8.0,0.086,8.0,0.086,0.667,0.581,0.32299999999999995,0.495,14.0,0.5710000000000001,0.32899999999999996,3.0,0.667,0.41700000000000004,0.65,1.0,107.0
Niels Desein,0.5,0.077,5.0,0.06,4.0,0.048,0.631,0.623,0.32299999999999995,0.512,12.0,0.5,0.21,2.0,0.5,0.384,0.43,1.0,
Nikolay Davydenko,0.7821538461538461,0.2606153846153846,12.923076923076923,0.04338461538461539,10.307692307692308,0.03723076923076923,0.676,0.6931538461538461,0.5097692307692308,0.6300769230769231,26.153846153846153,0.6097692307692307,0.394,34.23076923076923,0.3883076923076923,0.5086923076923078,1.0723076923076922,39.0,3.0
Nikoloz Basilashvili,0.6684285714285715,0.16314285714285712,9.857142857142858,0.04042857142857143,13.0,0.05242857142857143,0.5874285714285714,0.6594285714285714,0.46,0.5788571428571428,22.0,0.5371428571428571,0.34299999999999997,16.857142857142858,0.40885714285714286,0.4611428571428572,0.8328571428571429,14.0,16.0
Noah Rubin,0.5085,0.189,1.0,0.0095,4.0,0.039,0.5315000000000001,0.5780000000000001,0.46799999999999997,0.5269999999999999,11.5,0.29600000000000004,0.31799999999999995,5.0,0.5835,0.4265,0.685,2.0,125.0
Noam Okun,0.7646666666666667,0.2313333333333333,18.666666666666668,0.08466666666666667,7.666666666666667,0.037,0.6223333333333333,0.6543333333333333,0.5626666666666666,0.6206666666666667,17.0,0.5666666666666668,0.3606666666666667,16.333333333333332,0.45599999999999996,0.49333333333333335,0.9700000000000001,5.0,95.0
Norbert Gombos,0.80725,0.14425,9.25,0.0645,7.0,0.0475,0.58575,0.738,0.4595,0.62175,12.75,0.644,0.324,12.5,0.253,0.47600000000000003,0.87,5.0,80.0
Novak Djokovic,0.8615555555555555,0.3318888888888889,40.833333333333336,0.07205555555555555,19.555555555555557,0.038500000000000006,0.6331666666666667,0.7417222222222223,0.5514444444444444,0.6709444444444445,37.72222222222222,0.6642222222222222,0.4246666666666667,67.33333333333333,0.44577777777777783,0.5452777777777779,1.3016666666666667,105.0,1.0
Nuno Borges,0.8053333333333333,0.21366666666666667,19.666666666666668,0.06266666666666666,16.0,0.049999999999999996,0.6206666666666667,0.694,0.544,0.6336666666666667,22.0,0.5630000000000001,0.38366666666666666,25.333333333333332,0.425,0.5056666666666666,1.05,7.0,30.0
Oliver Marach,0.7140000000000001,0.0,8.0,0.09300000000000001,4.0,0.047,0.57,0.735,0.45899999999999996,0.616,7.0,0.429,0.247,0.0,0.0,0.43700000000000006,0.64,1.0,
Olivier Mutis,0.35550000000000004,0.23,1.5,0.015500000000000002,5.5,0.0615,0.46749999999999997,0.5855,0.3345,0.45,11.5,0.2615,0.36349999999999993,5.5,0.6165,0.409,0.6799999999999999,2.0,71.0
Olivier Patience,0.498,0.05,6.0,0.05449999999999999,4.5,0.038,0.6225,0.579,0.39149999999999996,0.5095,15.0,0.525,0.2865,6.5,0.1,0.40249999999999997,0.615,2.0,87.0
Olivier Rochus,0.6796923076923077,0.18515384615384617,4.076923076923077,0.019615384615384614,7.615384615384615,0.04307692307692308,0.5955384615384616,0.6633846153846155,0.47430769230769226,0.5846923076923077,18.0,0.5626153846153846,0.34600000000000003,14.76923076923077,0.4168461538461538,0.4683846153846154,0.8638461538461539,21.0,24.0
Orlin Stanoytchev,0.7390000000000001,0.136,16.0,0.113,15.0,0.106,0.447,0.762,0.526,0.631,13.0,0.5379999999999999,0.354,10.0,0.3,0.49,0.96,1.0,96.0
Oscar Hernandez,0.548,0.0772,1.6,0.0162,2.8,0.030600000000000006,0.6394,0.578,0.4016,0.5189999999999999,12.2,0.4462,0.258,4.4,0.238,0.396,0.548,5.0,48.0
Oscar Otte,0.7735000000000001,0.10550000000000001,29.0,0.11149999999999999,14.0,0.05900000000000001,0.5305,0.7329999999999999,0.501,0.6265000000000001,19.5,0.593,0.29500000000000004,17.5,0.2285,0.47400000000000003,0.81,5.0,36.0
Otto Virtanen,0.845,0.1775,14.0,0.07,11.0,0.055499999999999994,0.543,0.7470000000000001,0.4975,0.6325000000000001,15.0,0.7010000000000001,0.35850000000000004,15.0,0.369,0.4955,0.975,3.0,91.0
Pablo Andujar,0.6713333333333333,0.20433333333333334,7.111111111111111,0.035222222222222224,10.444444444444445,0.05344444444444444,0.6106666666666666,0.6696666666666666,0.4431111111111111,0.5825555555555556,20.0,0.5104444444444445,0.38155555555555554,18.0,0.38699999999999996,0.4811111111111111,0.9288888888888889,17.0,32.0
Pablo Carreno Busta,0.7716000000000001,0.2542,17.2,0.0503,8.4,0.028600000000000004,0.6426000000000001,0.6954,0.5072,0.6272,31.2,0.6207,0.3754,33.6,0.47240000000000004,0.502,1.026,31.0,10.0
Pablo Cuevas,0.6806666666666668,0.153,12.666666666666666,0.08066666666666668,6.75,0.04441666666666667,0.5968333333333333,0.6714166666666667,0.46449999999999997,0.5899166666666666,14.166666666666666,0.5040833333333333,0.3293333333333333,12.083333333333334,0.28675,0.46249999999999997,0.8291666666666666,17.0,19.0
Paolo Lorenzi,0.649,0.17966666666666667,13.777777777777779,0.060000000000000005,10.777777777777779,0.048,0.5353333333333333,0.7058888888888889,0.4178888888888889,0.5714444444444444,19.88888888888889,0.47622222222222216,0.33244444444444443,17.333333333333332,0.5302222222222223,0.4534444444444444,0.8133333333333334,18.0,33.0
Paradorn Srichaphan,0.7577142857142858,0.19885714285714287,22.428571428571427,0.08442857142857142,12.428571428571429,0.053285714285714283,0.5471428571428572,0.7357142857142858,0.5028571428571429,0.6317142857142857,18.142857142857142,0.5835714285714285,0.3442857142857143,23.142857142857142,0.3204285714285714,0.4882857142857143,0.972857142857143,16.0,9.0
Patrick Kypson,0.5710000000000001,0.2,4.0,0.04,3.0,0.03,0.594,0.55,0.46299999999999997,0.515,11.0,0.455,0.33,8.0,0.375,0.424,0.68,1.0,133.0
Patrick Rafter,0.925,0.2045,35.5,0.149,10.0,0.037500000000000006,0.6695,0.8085,0.5955,0.7375,14.5,0.7695000000000001,0.36049999999999993,22.0,0.4205,0.5375000000000001,1.38,5.0,1.0
Paul Capdeville,0.71625,0.26425,13.75,0.0685,5.5,0.02875,0.58075,0.667,0.4895,0.592,18.75,0.5277499999999999,0.40549999999999997,22.0,0.387,0.49675,0.9974999999999999,7.0,76.0
Paul Goldstein,0.679,0.09079999999999999,3.6,0.020999999999999998,5.8,0.040600000000000004,0.5852,0.6496,0.4446,0.564,20.0,0.7124,0.2964,10.2,0.17760000000000004,0.44139999999999996,0.71,7.0,58.0
Paul Henri Mathieu,0.7473571428571429,0.18071428571428574,15.285714285714286,0.07514285714285715,10.214285714285714,0.05757142857142857,0.5201428571428571,0.7071428571428572,0.5217142857142857,0.6195714285714286,15.0,0.5048571428571428,0.3472857142857143,13.428571428571429,0.4510714285714286,0.4837142857142857,0.9328571428571429,23.0,12.0
Pavel Kotov,0.6416666666666667,0.212,7.666666666666667,0.054,6.666666666666667,0.05066666666666667,0.5630000000000001,0.6376666666666667,0.43366666666666664,0.5476666666666666,21.0,0.6523333333333333,0.36633333333333334,10.0,0.43333333333333335,0.462,0.8133333333333334,3.0,50.0
Pedro Cachin,0.754,0.1385,21.5,0.07200000000000001,9.5,0.0515,0.6094999999999999,0.6935,0.5295000000000001,0.629,20.0,0.25,0.3395,20.5,0.641,0.4815,0.915,4.0,48.0
Pedro Martinez,0.64625,0.191,9.5,0.04375,11.5,0.0655,0.632,0.635,0.42974999999999997,0.56,18.0,0.504,0.35625,13.75,0.378,0.45975,0.82,6.0,36.0
Pedro Sousa,0.684,0.158,10.0,0.087,3.0,0.026000000000000002,0.617,0.732,0.364,0.591,11.0,0.455,0.34700000000000003,8.0,0.375,0.466,0.85,1.0,
Pere Riba,0.589,0.16733333333333333,9.666666666666666,0.07266666666666667,6.666666666666667,0.05833333333333333,0.5113333333333333,0.6243333333333334,0.4336666666666667,0.531,17.0,0.578,0.359,7.333333333333333,0.46166666666666667,0.44700000000000006,0.7966666666666667,3.0,65.0
Pete Sampras,0.935,0.168,121.66666666666667,0.16333333333333333,44.333333333333336,0.05933333333333333,0.6093333333333333,0.8206666666666665,0.5786666666666667,0.7263333333333334,31.666666666666668,0.759,0.3496666666666666,54.333333333333336,0.36766666666666664,0.5353333333333333,1.28,21.0,1.0
Peter Gojowczyk,0.771,0.1655,17.166666666666668,0.07816666666666668,15.0,0.07233333333333333,0.539,0.7345,0.47100000000000003,0.6156666666666667,23.333333333333332,0.6243333333333333,0.3526666666666667,18.833333333333332,0.34,0.4843333333333333,0.9316666666666666,11.0,39.0
Peter Luczak,0.69875,0.17225,5.25,0.0455,2.5,0.02225,0.64875,0.62425,0.54575,0.6015,12.5,0.5185,0.33875,8.0,0.38175,0.47225,0.8475,4.0,64.0
Peter Polansky,0.6266666666666667,0.15966666666666665,10.333333333333334,0.068,6.333333333333333,0.04733333333333333,0.5736666666666667,0.6623333333333333,0.44366666666666665,0.5676666666666667,17.333333333333332,0.5723333333333332,0.33666666666666667,13.0,0.248,0.45366666666666666,0.8099999999999999,4.0,110.0
Peter Wessels,0.85,0.1975,24.0,0.118,8.5,0.039,0.5900000000000001,0.778,0.5335,0.6719999999999999,15.0,0.56,0.354,15.0,0.4375,0.5075000000000001,1.085,3.0,72.0
Petr Kralert,0.71,0.25,14.0,0.064,14.0,0.064,0.603,0.667,0.494,0.598,28.0,0.679,0.413,24.0,0.33299999999999996,0.5,1.03,2.0,138.0
Philipp Kohlschreiber,0.8009473684210526,0.1858421052631579,18.736842105263158,0.07831578947368421,8.631578947368421,0.04063157894736842,0.5505263157894738,0.7283684210526316,0.5201052631578947,0.6326842105263158,20.57894736842105,0.6502105263157896,0.35426315789473684,20.05263157894737,0.4145263157894737,0.4941578947368421,0.981578947368421,44.0,16.0
Philipp Petzschner,0.8023333333333333,0.1935,23.0,0.09933333333333333,9.5,0.041,0.5301666666666667,0.751,0.5118333333333333,0.6393333333333334,18.333333333333332,0.6055,0.35483333333333333,20.0,0.3778333333333333,0.49633333333333335,0.9866666666666667,11.0,35.0
Phillip King,0.5710000000000001,0.14300000000000002,5.0,0.06,2.0,0.024,0.434,0.611,0.511,0.5539999999999999,10.0,0.4,0.284,4.0,0.5,0.42700000000000005,0.64,1.0,
Phillip Simmonds,0.455,0.0,5.0,0.068,5.0,0.068,0.5479999999999999,0.6,0.303,0.466,12.0,0.5,0.257,4.0,0.0,0.361,0.48,1.0,
Pierre Hugues Herbert,0.7235,0.12316666666666666,14.833333333333334,0.10049999999999999,9.5,0.06266666666666666,0.5559999999999999,0.6976666666666667,0.4523333333333333,0.5891666666666667,12.333333333333334,0.4831666666666667,0.3278333333333333,9.666666666666666,0.30483333333333335,0.4613333333333333,0.7999999999999999,7.0,36.0
Potito Starace,0.721125,0.122375,7.0,0.0465,4.5,0.035750000000000004,0.63975,0.645375,0.5045,0.591625,13.125,0.50875,0.308875,9.5,0.302375,0.4545,0.7625,10.0,27.0
Prajnesh Gunneswaran,0.462,0.083,4.0,0.059000000000000004,8.0,0.11800000000000001,0.544,0.649,0.258,0.47100000000000003,8.0,0.125,0.309,3.0,0.33299999999999996,0.39,0.58,1.0,
Prakash Amritraj,0.364,0.0,2.0,0.022000000000000002,4.0,0.044000000000000004,0.5329999999999999,0.5,0.405,0.456,17.0,0.588,0.22,0.0,0.0,0.36200000000000004,0.4,1.0,
Quentin Halys,0.7909999999999999,0.079,21.0,0.154,9.5,0.06925,0.5934999999999999,0.76075,0.41925,0.62275,13.75,0.691,0.31575000000000003,8.0,0.22474999999999998,0.4715,0.8475,4.0,54.0
Radek Stepanek,0.7002857142857143,0.18535714285714286,13.142857142857142,0.06492857142857143,7.928571428571429,0.048857142857142856,0.5617857142857143,0.7007857142857142,0.46585714285714286,0.5977857142857143,15.214285714285714,0.5287857142857143,0.35807142857142854,14.357142857142858,0.37207142857142855,0.47764285714285715,0.915,24.0,8.0
Radoslav Lukaev,0.737,0.222,12.0,0.08199999999999999,9.0,0.062,0.452,0.758,0.4,0.562,16.0,0.688,0.364,8.0,0.5,0.47700000000000004,0.83,1.0,
Radu Albot,0.6605000000000001,0.11510000000000001,4.8,0.0344,6.9,0.049,0.6383,0.6604,0.42219999999999996,0.5749,14.6,0.5176000000000001,0.33609999999999995,11.3,0.24420000000000003,0.45549999999999996,0.8029999999999999,12.0,39.0
Raemon Sluiter,0.7774,0.15660000000000002,14.2,0.0958,10.0,0.0658,0.5568,0.754,0.45280000000000004,0.622,15.2,0.6384000000000001,0.3346,10.2,0.4064,0.4796,0.89,7.0,46.0
Rafael Nadal,0.8499375,0.3041875,21.0625,0.0445625,13.0,0.030187500000000003,0.6625624999999999,0.7378750000000001,0.5770625,0.6825625,30.0,0.6281875,0.4163125,56.9375,0.4220625,0.5408125,1.326875,80.0,1.0
Rainer Schuettler,0.7054545454545454,0.22545454545454546,11.272727272727273,0.049999999999999996,9.454545454545455,0.05218181818181819,0.5804545454545454,0.6837272727272727,0.4969090909090909,0.6048181818181818,17.727272727272727,0.5126363636363637,0.36972727272727274,14.818181818181818,0.4567272727272727,0.4880909090909091,0.9427272727272726,18.0,5.0
Rajeev Ram,0.7745714285714286,0.17357142857142857,11.857142857142858,0.07814285714285715,6.0,0.04157142857142858,0.5771428571428572,0.7157142857142856,0.502,0.6257142857142857,10.857142857142858,0.5337142857142857,0.3364285714285714,12.0,0.4177142857142857,0.48342857142857143,0.9071428571428571,9.0,56.0
Ramon Delgado,0.72175,0.20725,23.25,0.07,12.5,0.043500000000000004,0.59075,0.669,0.5,0.5992500000000001,23.0,0.457,0.354,24.5,0.4045,0.48125,0.8925000000000001,9.0,52.0
Razvan Sabau,0.462,0.083,2.0,0.027000000000000003,8.0,0.11,0.589,0.5579999999999999,0.36700000000000005,0.479,8.0,0.125,0.175,1.0,1.0,0.34600000000000003,0.34,1.0,
Reilly Opelka,0.83525,0.14425000000000002,50.0,0.19425,7.75,0.03875000000000001,0.62375,0.7609999999999999,0.44075,0.64025,14.75,0.5985,0.3125,14.25,0.37775000000000003,0.4835,0.875,8.0,17.0
Rhyne Williams,0.711,0.1365,9.5,0.09,5.5,0.0445,0.5835,0.7295,0.453,0.6134999999999999,10.5,0.5,0.2925,7.0,0.25,0.45399999999999996,0.745,2.0,
Ricardas Berankis,0.6563333333333333,0.15622222222222223,11.666666666666666,0.054,11.0,0.05522222222222222,0.5515555555555555,0.6605555555555556,0.45433333333333337,0.5693333333333334,20.88888888888889,0.5096666666666666,0.35177777777777774,17.444444444444443,0.2657777777777778,0.46011111111111114,0.8388888888888889,15.0,50.0
Ricardo Mello,0.8019999999999999,0.15739999999999998,7.0,0.034199999999999994,5.4,0.0236,0.646,0.6708000000000001,0.5506,0.6275999999999999,18.4,0.6448,0.3628,19.2,0.284,0.4918,0.976,9.0,50.0
Richard Fromberg,0.8440000000000001,0.226,44.0,0.113,16.0,0.040999999999999995,0.586,0.799,0.469,0.662,24.0,0.583,0.354,28.0,0.5,0.512,1.05,3.0,24.0
Richard Gasquet,0.7638421052631579,0.19789473684210526,19.42105263157895,0.0708421052631579,10.368421052631579,0.039842105263157894,0.6008947368421053,0.7170526315789474,0.5044210526315789,0.630842105263158,21.42105263157895,0.5718947368421052,0.3527368421052632,24.526315789473685,0.4059473684210526,0.49457894736842106,0.9989473684210527,49.0,7.0
Richard Krajicek,0.7635000000000001,0.1185,55.0,0.1935,15.0,0.0775,0.5845,0.7494999999999999,0.46699999999999997,0.632,16.5,0.6125,0.36,30.0,0.19649999999999998,0.485,1.03,6.0,4.0
Rik De Voest,0.79,0.13833333333333334,7.333333333333333,0.050333333333333334,3.3333333333333335,0.027000000000000007,0.6,0.7046666666666667,0.488,0.615,9.666666666666666,0.5743333333333334,0.33499999999999996,9.0,0.31433333333333335,0.47433333333333333,0.87,4.0,110.0
Rinky Hijikata,0.6863333333333334,0.24,13.333333333333334,0.054333333333333324,11.666666666666666,0.042666666666666665,0.5843333333333334,0.6693333333333333,0.4503333333333333,0.5776666666666667,25.666666666666668,0.5246666666666666,0.36733333333333335,26.666666666666668,0.401,0.47733333333333333,0.8733333333333334,7.0,62.0
Robby Ginepri,0.7458333333333332,0.24225,20.083333333333332,0.072,6.583333333333333,0.030333333333333334,0.6238333333333334,0.6713333333333332,0.5030833333333333,0.61025,20.083333333333332,0.5619166666666667,0.37274999999999997,26.583333333333332,0.3978333333333333,0.49216666666666664,0.9725,27.0,15.0
Robert Farah,0.652,0.136,5.0,0.034,8.0,0.054000000000000006,0.49,0.667,0.507,0.585,20.0,0.6,0.32799999999999996,11.0,0.273,0.461,0.79,1.0,
Robert Kendrick,0.767,0.17049999999999998,19.0,0.10483333333333333,10.0,0.064,0.5331666666666667,0.7431666666666666,0.4703333333333333,0.6151666666666666,14.166666666666666,0.6215,0.34099999999999997,7.833333333333333,0.5666666666666668,0.48383333333333334,0.8966666666666666,8.0,69.0
Robert Smeets,0.81,0.091,7.0,0.048,4.0,0.027999999999999997,0.5379999999999999,0.6920000000000001,0.552,0.628,12.0,0.667,0.35,8.0,0.25,0.483,0.94,1.0,146.0
Robert Yim,0.5379999999999999,0.14300000000000002,2.0,0.024,7.0,0.084,0.47,0.615,0.47700000000000004,0.542,9.0,0.33299999999999996,0.27699999999999997,3.0,0.667,0.41,0.61,1.0,
