Player,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,M,PeakRank
Franco Squillari,0.6174999999999999,0.09699999999999999,6.5,0.04000000000000001,15.0,0.1325,0.43800000000000006,0.774,0.384,0.5515,13.0,0.3635,0.267,9.0,0.16649999999999998,0.4155,0.655,3.0,11.0
Frank Dancevic,0.7404,0.09319999999999999,11.0,0.0848,3.4,0.027999999999999997,0.5660000000000001,0.7036,0.499,0.6136,11.6,0.5359999999999999,0.309,7.6,0.2286,0.4608,0.808,6.0,65.0
Frederico Gil,0.63825,0.0985,3.5,0.033,4.0,0.03925000000000001,0.65325,0.61725,0.49175,0.57475,14.75,0.59175,0.307,5.0,0.23875,0.4515,0.7175,4.0,62.0
Gabriel Diallo,0.742,0.27399999999999997,44.0,0.106,18.0,0.043,0.619,0.693,0.424,0.59,35.0,0.5429999999999999,0.39399999999999996,45.0,0.37799999999999995,0.493,0.96,3.0,79.0
Gael Monfils,0.8168124999999999,0.2685,34.1875,0.105375,17.0,0.0515625,0.6048125,0.7416874999999999,0.5050625,0.6473125,22.625,0.545375,0.3958125,34.5,0.4281875,0.5186875,1.135,49.0,6.0
Galo Blanco,0.7310000000000001,0.1045,16.0,0.068,8.5,0.0405,0.541,0.6910000000000001,0.4885,0.596,19.5,0.643,0.2975,7.0,0.375,0.4595,0.73,3.0,40.0
Gastao Elias,0.727,0.261,7.0,0.049,6.0,0.042,0.552,0.696,0.5,0.608,12.0,0.5,0.408,11.0,0.545,0.507,1.04,1.0,57.0
Gaston Etlis,0.6859999999999999,0.235,20.0,0.09300000000000001,8.0,0.037000000000000005,0.606,0.679,0.48200000000000004,0.602,22.0,0.5,0.424,33.0,0.242,0.504,1.07,2.0,114.0
Gaston Gaudio,0.7008571428571428,0.15785714285714286,11.0,0.059428571428571435,7.571428571428571,0.04642857142857143,0.5991428571428571,0.6682857142857143,0.4794285714285715,0.5937142857142856,19.0,0.59,0.35957142857142854,14.571428571428571,0.33057142857142857,0.4777142857142857,0.8957142857142857,12.0,5.0
Geoffrey Blancaneaux,0.364,0.0,3.0,0.042,9.0,0.125,0.542,0.5379999999999999,0.364,0.45799999999999996,12.0,0.41700000000000004,0.27699999999999997,3.0,0.0,0.37200000000000005,0.51,1.0,134.0
George Bastl,0.737,0.189,15.75,0.092,7.25,0.04625,0.63975,0.7175,0.42725,0.6134999999999999,18.25,0.6275,0.3595,13.0,0.40525,0.48524999999999996,0.93,5.0,71.0
German Puentes,0.455,0.0,4.0,0.051,6.0,0.076,0.595,0.511,0.406,0.46799999999999997,14.0,0.5710000000000001,0.059000000000000004,0.0,0.0,0.308,0.11,1.0,90.0
Gianluca Mager,0.84,0.1135,18.0,0.11399999999999999,7.0,0.044,0.6245,0.753,0.554,0.679,11.0,0.636,0.302,11.0,0.2585,0.49250000000000005,0.9550000000000001,2.0,62.0
Gianluca Pozzi,0.866,0.2225,14.5,0.082,6.0,0.034,0.45999999999999996,0.8165,0.542,0.6679999999999999,15.0,0.7369999999999999,0.368,20.0,0.33499999999999996,0.515,1.105,3.0,40.0
Gijs Brouwer,0.8290000000000001,0.147,9.0,0.046,7.0,0.036000000000000004,0.6629999999999999,0.762,0.424,0.648,16.0,0.625,0.35100000000000003,18.0,0.278,0.494,1.0,2.0,114.0
Gilles Elseneer,0.675,0.182,7.0,0.0635,1.5,0.014,0.583,0.6890000000000001,0.4205,0.5754999999999999,9.0,0.4585,0.3275,8.0,0.4,0.4535,0.8,2.0,97.0
Gilles Muller,0.8029,0.10500000000000001,42.4,0.1437,14.3,0.0625,0.5502,0.7847000000000001,0.48860000000000003,0.6498999999999999,20.2,0.6013,0.3096,16.4,0.2512,0.4817,0.89,20.0,21.0
Gilles Simon,0.7407857142857143,0.2735,15.857142857142858,0.05757142857142857,7.5,0.0295,0.5764285714285714,0.6679285714285713,0.5376428571428572,0.6107857142857143,24.0,0.5964285714285714,0.4035,26.071428571428573,0.44242857142857145,0.5063571428571428,1.0471428571428572,34.0,6.0
Giorgio Galimberti,0.687,0.2605,7.5,0.0405,8.5,0.0495,0.565,0.6395,0.491,0.5740000000000001,20.0,0.6125,0.381,13.0,0.48650000000000004,0.48250000000000004,0.9,3.0,115.0
Giovanni Lapentti,0.7390000000000001,0.174,5.0,0.033,5.0,0.033,0.523,0.7,0.521,0.614,17.0,0.647,0.35200000000000004,13.0,0.308,0.488,0.91,1.0,
Giovanni Mpetshi Perricard,0.643,0.0,15.0,0.155,14.0,0.14400000000000002,0.536,0.6920000000000001,0.4,0.557,14.0,0.643,0.145,0.0,0.0,0.396,0.33,1.0,29.0
Glenn Weiner,0.5,0.0,4.0,0.065,8.0,0.129,0.452,0.75,0.353,0.532,7.0,0.14300000000000002,0.275,1.0,0.0,0.397,0.59,1.0,119.0
Go Soeda,0.62125,0.047,0.75,0.0072499999999999995,3.75,0.04275,0.5665,0.62125,0.478,0.5565,9.25,0.4515,0.22225,2.75,0.125,0.40274999999999994,0.505,4.0,47.0
Goran Ivanisevic,0.6105,0.202,41.5,0.184,17.0,0.092,0.484,0.742,0.38,0.5545,20.0,0.6275000000000001,0.3395,16.0,0.372,0.448,0.85,4.0,2.0
Greg Rusedski,0.829,0.133,28.0,0.11557142857142857,13.571428571428571,0.055714285714285716,0.6042857142857142,0.7551428571428571,0.5264285714285715,0.6614285714285714,16.0,0.6392857142857142,0.3061428571428571,13.428571428571429,0.5098571428571429,0.4867142857142857,0.9142857142857144,12.0,4.0
Grega Zemlja,0.7155,0.128,19.5,0.09,8.0,0.061,0.5325,0.6845,0.47200000000000003,0.5825,24.0,0.624,0.289,11.5,0.4165,0.444,0.72,4.0,43.0
Gregoire Barrere,0.7603333333333332,0.15966666666666665,13.666666666666666,0.06633333333333334,8.0,0.03966666666666666,0.5890000000000001,0.7333333333333334,0.48966666666666664,0.633,15.333333333333334,0.48433333333333334,0.34600000000000003,14.0,0.412,0.48633333333333334,0.94,5.0,49.0
Gregory Carraz,0.7364999999999999,0.133,34.5,0.1225,22.0,0.08249999999999999,0.5235,0.7370000000000001,0.4635,0.6074999999999999,22.0,0.6015,0.32499999999999996,22.0,0.24,0.46699999999999997,0.84,4.0,54.0
Grigor Dimitrov,0.7898571428571428,0.2314285714285714,22.142857142857142,0.08035714285714286,14.857142857142858,0.05542857142857143,0.5899285714285715,0.7375714285714287,0.49957142857142856,0.6388571428571428,22.642857142857142,0.6254285714285714,0.3825,27.428571428571427,0.36914285714285716,0.509,1.0735714285714286,36.0,3.0
Guido Andreozzi,0.6226666666666667,0.04800000000000001,6.666666666666667,0.07433333333333333,5.666666666666667,0.063,0.5543333333333333,0.653,0.43966666666666665,0.5569999999999999,12.333333333333334,0.5876666666666667,0.22733333333333336,1.0,0.5,0.4096666666666667,0.5133333333333333,3.0,70.0
Guido Pella,0.7758,0.1843,12.4,0.068,6.0,0.0391,0.6385,0.697,0.5182,0.6322,13.1,0.5787,0.3489,13.1,0.4098,0.49160000000000004,0.968,15.0,20.0
Guilherme Clezar,0.684,0.263,14.0,0.11900000000000001,9.0,0.076,0.551,0.708,0.396,0.568,9.0,0.33299999999999996,0.358,13.0,0.385,0.461,0.83,1.0,
Guillaume Rufin,0.7603333333333332,0.16666666666666666,21.666666666666668,0.10566666666666667,12.333333333333334,0.05933333333333333,0.509,0.7343333333333333,0.48300000000000004,0.6116666666666667,19.333333333333332,0.6486666666666666,0.3273333333333333,15.0,0.34900000000000003,0.47866666666666663,0.8566666666666666,5.0,81.0
Guillermo Canas,0.75225,0.25625,14.75,0.06625,11.0,0.05025,0.55725,0.6995,0.506,0.6115,22.5,0.64975,0.3725,21.25,0.4235,0.49375,0.9775,8.0,8.0
Guillermo Coria,0.7202500000000001,0.37075,23.0,0.048749999999999995,20.0,0.10925,0.5525,0.7025,0.49424999999999997,0.5965,25.25,0.5,0.456,45.25,0.552,0.5195000000000001,1.17,14.0,3.0
Guillermo Garcia Lopez,0.7234615384615384,0.18807692307692306,10.153846153846153,0.04915384615384615,11.692307692307692,0.05292307692307693,0.534923076923077,0.6903076923076923,0.48130769230769227,0.5931538461538461,20.846153846153847,0.5800769230769232,0.35084615384615386,17.0,0.3505384615384616,0.47600000000000003,0.8669230769230769,21.0,23.0
Gustavo Kuerten,0.875,0.12866666666666668,34.166666666666664,0.11783333333333333,6.666666666666667,0.028499999999999998,0.5403333333333333,0.7878333333333334,0.5431666666666667,0.6749999999999999,12.833333333333334,0.5745,0.31266666666666665,21.833333333333332,0.3243333333333333,0.49099999999999994,0.9699999999999999,14.0,1.0
Hamad Medjedovic,0.762,0.14300000000000002,17.0,0.129,9.0,0.068,0.614,0.765,0.392,0.621,15.0,0.667,0.331,9.0,0.33299999999999996,0.475,0.87,1.0,71.0
Harel Levy,0.6749999999999999,0.223,11.333333333333334,0.06233333333333333,8.0,0.046000000000000006,0.5796666666666667,0.638,0.4523333333333333,0.5606666666666666,19.333333333333332,0.577,0.35266666666666663,11.666666666666666,0.532,0.45999999999999996,0.8066666666666666,4.0,30.0
Henri Laaksonen,0.8380000000000001,0.10866666666666668,20.0,0.078,13.666666666666666,0.06,0.5613333333333334,0.7480000000000001,0.5113333333333333,0.6436666666666667,16.333333333333332,0.6236666666666667,0.30433333333333334,13.0,0.31066666666666665,0.482,0.8533333333333334,6.0,84.0
Hernan Gumy,0.727,0.222,18.0,0.063,12.0,0.042,0.622,0.6759999999999999,0.505,0.611,28.0,0.5710000000000001,0.386,25.0,0.4,0.49700000000000005,0.99,2.0,39.0
Hicham Arazi,0.8503999999999999,0.20059999999999997,14.0,0.0498,7.8,0.0308,0.6266,0.7449999999999999,0.5426,0.6698000000000001,18.0,0.6404,0.3592,25.0,0.3592,0.511,1.1019999999999999,12.0,22.0
Hiroki Moriya,0.3,0.0,1.0,0.013999999999999999,7.0,0.095,0.6759999999999999,0.5,0.25,0.419,14.0,0.5,0.24600000000000002,5.0,0.0,0.33799999999999997,0.42,1.0,143.0
Holger Rune,0.6225,0.11124999999999999,4.0,0.02675,8.25,0.059,0.515,0.63325,0.48725,0.5575,16.25,0.563,0.29475,9.25,0.34850000000000003,0.43025,0.675,6.0,4.0
Horacio Zeballos,0.8046666666666668,0.10683333333333334,12.333333333333334,0.0745,8.166666666666666,0.04783333333333333,0.5721666666666667,0.725,0.5268333333333334,0.6383333333333333,13.666666666666666,0.6161666666666666,0.31066666666666665,9.0,0.3323333333333333,0.47833333333333333,0.8633333333333333,8.0,39.0
Hubert Hurkacz,0.7838571428571429,0.17714285714285713,27.857142857142858,0.14100000000000001,6.571428571428571,0.034999999999999996,0.609,0.7384285714285715,0.48999999999999994,0.6421428571428571,15.571428571428571,0.5705714285714286,0.36728571428571427,16.0,0.36428571428571427,0.4997142857142857,1.0485714285714285,13.0,6.0
Hugo Armando,0.667,0.14300000000000002,3.0,0.036000000000000004,4.0,0.048,0.607,0.706,0.39399999999999996,0.583,9.0,0.444,0.337,5.0,0.4,0.455,0.81,1.0,
Hugo Dellien,0.5503333333333332,0.1426666666666667,2.6666666666666665,0.019,3.3333333333333335,0.033,0.6783333333333333,0.5643333333333334,0.46466666666666673,0.525,22.0,0.5396666666666666,0.29133333333333333,11.0,0.2213333333333333,0.4166666666666667,0.6166666666666667,4.0,64.0
Hugo Gaston,0.6113333333333334,0.16333333333333336,3.0,0.024000000000000004,5.666666666666667,0.057999999999999996,0.4956666666666667,0.5986666666666666,0.47966666666666663,0.5393333333333333,15.666666666666666,0.5543333333333333,0.3256666666666667,7.666666666666667,0.37366666666666665,0.43733333333333335,0.7233333333333333,4.0,58.0
Hugo Grenier,0.8354999999999999,0.14650000000000002,17.5,0.0995,11.0,0.0595,0.585,0.758,0.4525,0.631,10.0,0.6,0.3125,8.5,0.5145,0.48050000000000004,0.8500000000000001,3.0,95.0
Hyeon Chung,0.7985,0.23550000000000001,17.5,0.06675,9.75,0.037250000000000005,0.60625,0.702,0.5195000000000001,0.63025,21.5,0.661,0.36575,18.5,0.44199999999999995,0.49724999999999997,1.0,9.0,19.0
Hyung Taik Lee,0.6798888888888889,0.20977777777777776,10.88888888888889,0.044888888888888895,7.111111111111111,0.03333333333333334,0.627,0.6567777777777778,0.48500000000000004,0.5915555555555555,20.88888888888889,0.47777777777777775,0.3765555555555556,24.11111111111111,0.3711111111111111,0.4831111111111111,0.9499999999999998,19.0,36.0
Igor Andreev,0.765125,0.162875,14.25,0.065375,7.25,0.044375,0.570875,0.7168749999999999,0.509875,0.624125,10.625,0.416375,0.348875,16.625,0.358,0.48475,0.96125,14.0,18.0
Igor Kunitsyn,0.5931666666666667,0.14616666666666667,6.0,0.030666666666666665,6.166666666666667,0.036333333333333336,0.5745,0.602,0.4651666666666667,0.5415,19.5,0.4963333333333333,0.34249999999999997,15.166666666666666,0.2508333333333333,0.44316666666666665,0.7533333333333333,9.0,35.0
Igor Sijsling,0.7326666666666667,0.19233333333333333,12.0,0.08333333333333333,6.0,0.048666666666666664,0.5743333333333334,0.7273333333333333,0.4366666666666667,0.6033333333333334,13.0,0.5583333333333333,0.317,9.0,0.48133333333333334,0.4683333333333333,0.8033333333333333,4.0,52.0
Illya Marchenko,0.701,0.2125,14.25,0.05275,17.25,0.07925,0.5407500000000001,0.6815,0.4935,0.5932499999999999,21.5,0.54125,0.35875,24.0,0.38675,0.47625,0.9075,9.0,49.0
Ilya Ivashka,0.6486,0.21739999999999998,14.2,0.054200000000000005,9.6,0.0392,0.6002,0.6626,0.46840000000000004,0.585,23.4,0.5204,0.38580000000000003,21.2,0.379,0.4828,0.9719999999999999,10.0,40.0
Inigo Cervantes Huegun,0.667,0.133,8.0,0.08,9.0,0.09,0.51,0.706,0.429,0.57,11.0,0.545,0.337,5.0,0.4,0.45299999999999996,0.78,1.0,56.0
Irakli Labadze,0.724,0.119,9.0,0.13949999999999999,4.5,0.07600000000000001,0.681,0.7085,0.4475,0.626,11.5,0.3865,0.2515,2.0,0.6665,0.4465,0.715,2.0,42.0
Ivan Dodig,0.7401666666666666,0.22283333333333333,14.666666666666666,0.0815,7.5,0.04816666666666667,0.5655,0.6976666666666667,0.5151666666666667,0.6175,16.666666666666668,0.5733333333333334,0.3725,14.5,0.41983333333333334,0.496,0.9916666666666667,10.0,29.0
Ivan Ljubicic,0.8084545454545455,0.10981818181818181,32.27272727272727,0.15009090909090908,7.636363636363637,0.036727272727272726,0.552,0.7560909090909091,0.49481818181818177,0.6382727272727272,14.454545454545455,0.6458181818181818,0.31381818181818183,13.0,0.25536363636363635,0.48027272727272724,0.8963636363636364,19.0,3.0
Ivan Miranda,0.615,0.0,2.0,0.02,1.0,0.01,0.561,0.6,0.465,0.541,12.0,0.583,0.26,1.0,0.0,0.41700000000000004,0.57,1.0,
Ivan Navarro,0.9106666666666667,0.06999999999999999,19.0,0.11433333333333333,7.0,0.045000000000000005,0.6486666666666667,0.7776666666666667,0.5613333333333334,0.693,9.666666666666666,0.7466666666666667,0.272,6.333333333333333,0.3333333333333333,0.48700000000000004,0.8966666666666666,4.0,67.0
Ivo Heuberger,0.6153333333333334,0.16566666666666666,15.0,0.08266666666666667,7.0,0.041,0.536,0.645,0.4206666666666667,0.541,20.666666666666668,0.5499999999999999,0.31333333333333335,9.333333333333334,0.5236666666666667,0.4446666666666667,0.6833333333333332,4.0,102.0
Ivo Karlovic,0.8754117647058823,0.08447058823529412,49.470588235294116,0.23023529411764707,11.117647058823529,0.05488235294117647,0.6394117647058823,0.8017647058823529,0.4910588235294118,0.6915882352941176,11.294117647058824,0.6138823529411764,0.2681764705882353,9.588235294117647,0.35305882352941176,0.4810588235294118,0.888235294117647,30.0,14.0
Ivo Minar,0.55,0.1125,8.5,0.055999999999999994,5.0,0.040999999999999995,0.598,0.6339999999999999,0.3885,0.5349999999999999,14.5,0.4395,0.3325,14.5,0.1605,0.4265,0.7999999999999999,3.0,62.0
J J Wolf,0.731,0.26133333333333336,28.333333333333332,0.11299999999999999,15.0,0.05933333333333333,0.6016666666666667,0.7280000000000001,0.47000000000000003,0.6256666666666667,25.0,0.582,0.39466666666666667,25.333333333333332,0.424,0.506,1.0566666666666666,7.0,39.0
Jack Brasington,0.6865,0.1245,10.0,0.0485,15.5,0.08600000000000001,0.5489999999999999,0.75,0.389,0.5865,19.5,0.549,0.3245,13.5,0.2855,0.455,0.785,3.0,125.0
Jack Draper,0.8886666666666666,0.3066666666666667,43.0,0.10633333333333334,21.333333333333332,0.052,0.529,0.7813333333333334,0.5196666666666667,0.6603333333333333,30.0,0.769,0.3873333333333333,39.666666666666664,0.5,0.5296666666666666,1.14,13.0,6.0
Jack Sock,0.779,0.20361538461538464,20.76923076923077,0.09723076923076923,11.76923076923077,0.055692307692307694,0.5868461538461539,0.7245384615384616,0.5135384615384615,0.6376153846153846,14.76923076923077,0.47900000000000004,0.34938461538461535,16.46153846153846,0.4787692307692308,0.49430769230769234,0.9753846153846154,26.0,8.0
Jacobo Diaz,0.737,0.105,8.0,0.071,7.0,0.063,0.46399999999999997,0.596,0.65,0.625,9.0,0.444,0.33,3.0,0.667,0.48,0.88,1.0,68.0
Jakub Mensik,0.7609999999999999,0.22199999999999998,38.5,0.0995,20.5,0.051500000000000004,0.5285,0.748,0.4665,0.6165,26.5,0.458,0.36750000000000005,30.5,0.4195,0.4905,0.96,6.0,23.0
James Blake,0.7975,0.26475,25.833333333333332,0.07041666666666667,12.833333333333334,0.03758333333333334,0.5915,0.7305,0.5186666666666667,0.6435833333333333,30.333333333333332,0.6314166666666666,0.3948333333333333,36.0,0.41391666666666665,0.5174166666666667,1.11,37.0,4.0
James Duckworth,0.7282222222222222,0.11077777777777778,11.444444444444445,0.07200000000000001,6.666666666666667,0.04622222222222223,0.5217777777777778,0.6695555555555556,0.5024444444444445,0.5870000000000001,15.88888888888889,0.5963333333333334,0.32599999999999996,8.444444444444445,0.32266666666666666,0.4607777777777778,0.8022222222222222,11.0,46.0
James Mcgee,0.722,0.105,4.0,0.028999999999999998,9.0,0.065,0.5539999999999999,0.662,0.452,0.568,16.0,0.688,0.33899999999999997,4.0,0.5,0.46,0.78,1.0,
James Ward,0.643,0.0,8.0,0.085,5.0,0.053,0.521,0.755,0.35600000000000004,0.564,12.0,0.583,0.292,5.0,0.0,0.43200000000000005,0.67,1.0,89.0
Jamie Delgado,0.41700000000000004,0.0,3.0,0.036000000000000004,1.0,0.012,0.42200000000000004,0.5429999999999999,0.45799999999999996,0.494,16.0,0.563,0.27699999999999997,4.0,0.0,0.39899999999999997,0.55,1.0,121.0
Jan Choinski,0.75,0.115,9.0,0.055,5.0,0.03,0.618,0.696,0.47600000000000003,0.612,18.0,0.667,0.33299999999999996,17.0,0.17600000000000002,0.47100000000000003,0.86,1.0,126.0
Jan Hajek,0.6880000000000001,0.09466666666666666,10.0,0.07200000000000001,4.333333333333333,0.037,0.6179999999999999,0.6863333333333334,0.4143333333333333,0.5843333333333334,12.333333333333334,0.49866666666666665,0.3193333333333333,9.333333333333334,0.2313333333333333,0.4533333333333333,0.7866666666666666,4.0,71.0
Jan Hernych,0.6295000000000001,0.22649999999999998,4.75,0.0305,5.25,0.0345,0.6204999999999999,0.589,0.48850000000000005,0.5505,18.5,0.44275000000000003,0.39175000000000004,15.25,0.41225,0.46699999999999997,0.875,6.0,59.0
Jan Lennard Struff,0.7741111111111111,0.20800000000000002,22.0,0.11411111111111112,15.11111111111111,0.08333333333333333,0.5188888888888888,0.7794444444444445,0.46655555555555556,0.6301111111111112,15.666666666666666,0.5628888888888889,0.3684444444444444,17.77777777777778,0.3831111111111111,0.497,1.008888888888889,15.0,21.0
Jan Michael Gambill,0.8201666666666667,0.2285,34.333333333333336,0.15866666666666665,8.5,0.034833333333333334,0.5096666666666666,0.7813333333333333,0.5116666666666667,0.6491666666666667,15.5,0.6266666666666666,0.36650000000000005,17.0,0.42416666666666664,0.5081666666666667,1.0466666666666666,14.0,14.0
Jan Minar,0.643,0.067,0.0,0.0,6.0,0.061,0.606,0.65,0.436,0.5660000000000001,12.0,0.583,0.305,6.0,0.16699999999999998,0.43799999999999994,0.7,1.0,
Jan Satral,0.784,0.21100000000000002,20.0,0.077,9.0,0.034,0.5670000000000001,0.703,0.496,0.613,32.0,0.75,0.35,15.0,0.5329999999999999,0.495,0.91,2.0,136.0
Jan Siemerink,0.612,0.1125,23.0,0.088,18.5,0.11149999999999999,0.49650000000000005,0.6910000000000001,0.44,0.5640000000000001,18.5,0.5545,0.3105,10.5,0.2145,0.442,0.735,3.0,14.0
Jan Vacek,0.6960000000000001,0.11599999999999999,6.666666666666667,0.055,6.0,0.044000000000000004,0.5783333333333333,0.6856666666666666,0.45166666666666666,0.5856666666666667,13.666666666666666,0.55,0.301,9.666666666666666,0.263,0.44766666666666666,0.7233333333333333,3.0,61.0
Janko Tipsarevic,0.7331428571428571,0.19064285714285714,22.785714285714285,0.08685714285714285,9.071428571428571,0.04364285714285714,0.5571428571428572,0.7080000000000001,0.49028571428571427,0.6090714285714285,19.214285714285715,0.5741428571428572,0.34264285714285714,21.642857142857142,0.35628571428571426,0.4785,0.9121428571428571,30.0,8.0
Jannik Sinner,0.8104999999999999,0.24683333333333332,32.333333333333336,0.06616666666666667,16.0,0.036333333333333336,0.5648333333333334,0.7275,0.5396666666666666,0.6446666666666666,34.666666666666664,0.6543333333333333,0.39399999999999996,50.5,0.337,0.5173333333333333,1.1266666666666667,22.0,1.0
Jared Donaldson,0.7242500000000001,0.20625000000000002,16.0,0.07775000000000001,8.5,0.040249999999999994,0.49624999999999997,0.6875,0.50275,0.59225,16.25,0.54225,0.3665,20.25,0.34675,0.479,0.9175,7.0,48.0
Jarkko Nieminen,0.7297142857142856,0.16492857142857145,8.714285714285714,0.04707142857142858,6.642857142857143,0.04007142857142857,0.5911428571428571,0.6934285714285714,0.4853571428571429,0.6062142857142857,18.357142857142858,0.5617142857142857,0.3338571428571429,15.357142857142858,0.3813571428571429,0.47214285714285714,0.865,24.0,13.0
Jason Jung,0.667,0.263,4.0,0.037000000000000005,3.0,0.027999999999999997,0.688,0.627,0.47100000000000003,0.578,14.0,0.5710000000000001,0.365,10.0,0.5,0.469,0.87,1.0,
Jason Kubler,0.7363333333333334,0.17733333333333334,11.0,0.056333333333333326,5.666666666666667,0.035333333333333335,0.5836666666666667,0.681,0.4443333333333333,0.584,15.0,0.4653333333333333,0.336,15.0,0.25633333333333336,0.46466666666666673,0.8300000000000001,5.0,63.0
Jason Stoltenberg,0.9059999999999999,0.29,7.0,0.039,6.0,0.034,0.635,0.7959999999999999,0.585,0.7190000000000001,6.0,0.5,0.379,18.0,0.5,0.54,1.35,2.0,19.0
Jaume Munar,0.6821666666666667,0.18166666666666664,6.333333333333333,0.037,8.333333333333334,0.05366666666666667,0.5951666666666666,0.6243333333333333,0.4816666666666667,0.5675,18.333333333333332,0.5975,0.37566666666666665,13.166666666666666,0.3036666666666667,0.4726666666666666,0.8716666666666667,7.0,52.0
Jc Aragone,0.583,0.0,4.0,0.047,2.0,0.023,0.616,0.5660000000000001,0.424,0.512,9.0,0.444,0.284,2.0,0.0,0.406,0.58,1.0,
Jean Rene Lisnard,0.577,0.3,5.666666666666667,0.02666666666666667,14.0,0.06233333333333333,0.512,0.638,0.43166666666666664,0.5363333333333333,27.0,0.5096666666666666,0.4053333333333333,20.666666666666668,0.4583333333333333,0.4716666666666667,0.8733333333333334,6.0,84.0
Jeff Morrison,0.73325,0.10124999999999999,13.25,0.10500000000000001,5.75,0.0465,0.56525,0.70025,0.44025,0.58775,12.5,0.601,0.31375000000000003,7.25,0.21649999999999997,0.45525,0.765,4.0,85.0
Jeff Salzenstein,0.769,0.0,5.0,0.067,3.0,0.04,0.667,0.72,0.44,0.627,3.0,0.0,0.253,2.0,0.0,0.42200000000000004,0.68,1.0,
Jeff Tarango,0.737,0.2,10.0,0.062,11.0,0.068,0.621,0.67,0.426,0.578,20.0,0.75,0.40299999999999997,10.0,0.4,0.5,0.95,1.0,42.0
Jens Knippschild,0.8859999999999999,0.171,34.0,0.163,10.0,0.048,0.632,0.8029999999999999,0.48100000000000004,0.684,14.0,0.7140000000000001,0.32799999999999996,12.0,0.5,0.51,1.04,2.0,76.0
Jenson Brooksby,0.6515,0.283,11.0,0.0335,6.0,0.01925,0.6355,0.62175,0.46649999999999997,0.564,30.25,0.597,0.3715,29.75,0.4925,0.47475,0.8925,10.0,33.0
Jeremy Chardy,0.7742307692307692,0.1813846153846154,21.23076923076923,0.09938461538461539,12.307692307692308,0.06084615384615385,0.6039230769230769,0.7251538461538461,0.4925384615384616,0.6335384615384616,18.384615384615383,0.6421538461538462,0.34153846153846157,15.923076923076923,0.40623076923076923,0.492,0.9484615384615385,25.0,25.0
Jerome Golmard,0.76525,0.19324999999999998,20.25,0.10375000000000001,10.25,0.05625,0.5585,0.7282500000000001,0.5297499999999999,0.63975,12.25,0.38699999999999996,0.33649999999999997,14.25,0.463,0.48825,0.96,8.0,22.0
Jerzy Janowicz,0.6944,0.1328,11.4,0.0804,11.2,0.0814,0.5776,0.6801999999999999,0.46559999999999996,0.5884,15.2,0.554,0.33859999999999996,10.4,0.312,0.462,0.836,6.0,14.0
Jesse Huta Galung,0.632,0.21100000000000002,7.0,0.061,6.0,0.052000000000000005,0.452,0.6729999999999999,0.444,0.5479999999999999,13.0,0.462,0.33899999999999997,10.0,0.4,0.446,0.75,1.0,
Jesse Levine,0.68475,0.14575,10.75,0.0685,8.5,0.05975,0.6144999999999999,0.634,0.48725,0.5775,17.75,0.6485,0.313,11.0,0.29425,0.45975,0.7525,5.0,69.0
Jesse Witten,0.6880000000000001,0.331,18.0,0.081,12.5,0.044,0.506,0.6920000000000001,0.5,0.598,26.5,0.5559999999999999,0.443,31.5,0.419,0.518,1.1,4.0,163.0
Jimmy Wang,0.581,0.14550000000000002,7.0,0.037,5.0,0.037,0.572,0.621,0.49,0.5615,17.5,0.5720000000000001,0.3165,7.5,0.7855000000000001,0.4475,0.79,3.0,85.0
Jiri Lehecka,0.6836666666666668,0.161,22.0,0.10133333333333334,11.666666666666666,0.052333333333333336,0.585,0.6763333333333333,0.47333333333333333,0.5933333333333334,22.333333333333332,0.633,0.3446666666666667,18.666666666666668,0.262,0.4676666666666667,0.8566666666666666,5.0,22.0
Jiri Novak,0.8284285714285715,0.298,18.142857142857142,0.06257142857142857,10.428571428571429,0.033999999999999996,0.6408571428571428,0.7287142857142858,0.5084285714285715,0.6488571428571428,25.714285714285715,0.6928571428571428,0.4092857142857143,28.428571428571427,0.46328571428571425,0.5287142857142857,1.1728571428571428,22.0,5.0
Jiri Vanek,0.6515,0.12033333333333333,8.166666666666666,0.066,4.833333333333333,0.04466666666666667,0.5771666666666667,0.6338333333333334,0.4808333333333333,0.5675,10.666666666666666,0.3755,0.3165,7.833333333333333,0.4925,0.44316666666666665,0.7283333333333334,7.0,74.0
Jiri Vesely,0.7513,0.1369,17.5,0.099,10.5,0.062,0.6179,0.7062999999999999,0.45990000000000003,0.6134,14.7,0.6496999999999999,0.31310000000000004,11.3,0.3395,0.4699,0.8230000000000001,15.0,35.0
Jo-Wilfried Tsonga,0.8801,0.2132,36.0,0.1018,12.3,0.0349,0.6098,0.79,0.5339,0.6889000000000001,20.4,0.6820999999999999,0.3645,32.4,0.3875,0.5245,1.185,34.0,5.0
Joachim Johansson,0.806,0.1125,65.0,0.123,21.5,0.07400000000000001,0.575,0.772,0.42300000000000004,0.623,19.5,0.621,0.2955,27.5,0.221,0.46399999999999997,0.8200000000000001,7.0,9.0
