Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,
R32,42,Carlos Moya[ESP] [yr|ev],d.,7,(7)Lleyton Hewitt[AUS] [yr|ev],4-6 6-1 5-7 6-2 7-5,1.11,11.0%,64.4%,72.3%,51.9%,8/12,8.2%,51.9%,68.3%,53.9%,6/13,3:48
R32,6,(6)Andre Agassi[USA] [yr|ev],d.,39,David Prinosil[GER] [yr|ev],7-6(11) 5-0 RET,1.66,14.8%,74.1%,72.5%,64.3%,2/3,2.8%,62.0%,56.8%,40.7%,4/8,1:08
R32,49,Andrew Ilie[AUS] [yr|ev],d.,113,Mikhail Youzhny[RUS] [yr|ev],7-6(3) 6-4 6-2,1.28,3.3%,61.1%,74.5%,51.4%,0/3,4.4%,54.9%,70.0%,39.0%,5/11,1:52
R32,54,Todd Martin[USA] [yr|ev],d.,17,(13)Cedric Pioline[FRA] [yr|ev],6-4 3-6 6-3 6-4,1.40,15.0%,63.6%,80.9%,51.3%,4/7,10.7%,54.2%,66.2%,48.3%,7/12,2:42
R32,3,(3)Pete Sampras[USA] [yr|ev],d.,64,Juan Ignacio Chela[ARG] [yr|ev],6-4 4-6 4-6 7-5 6-2,0.93,10.7%,61.5%,72.1%,46.2%,8/12,8.8%,54.1%,73.8%,54.4%,7/13,3:08
R32,10,(8)Tim Henman[GBR] [yr|ev],d.,82,Wayne Arthurs[AUS] [yr|ev],6-3 6-2 0-6 6-2,1.13,3.8%,67.6%,73.2%,41.2%,4/7,14.0%,57.0%,67.3%,45.9%,2/7,2:03
R32,15,(12)Patrick Rafter[AUS] [yr|ev],d.,94,Michel Kratochvil[SUI] [yr|ev],6-4 6-1 7-5,1.57,12.4%,60.7%,75.9%,62.9%,2/3,3.4%,63.2%,61.8%,40.6%,4/9,1:55
R32,16,(14)Dominik Hrbaty[SVK] [yr|ev],d.,73,Christophe Rochus[BEL] [yr|ev],6-4 6-4 6-2,1.31,11.8%,50.0%,76.5%,49.0%,5/7,2.6%,50.4%,66.1%,36.2%,12/18,1:54
R32,2,(2)Marat Safin[RUS] [yr|ev],d.,69,Michal Tabara[CZE] [yr|ev],6-1 6-1 6-4,1.67,8.8%,43.8%,77.1%,55.6%,9/11,2.8%,55.6%,57.5%,21.9%,1/9,1:24
R64,65,Greg Rusedski[GBR] [yr|ev],d.,1,(1)Gustavo Kuerten[BRA] [yr|ev],4-6 6-4 6-3 2-6 9-7,1.12,8.4%,69.9%,79.0%,46.5%,6/11,3.3%,57.0%,73.3%,55.4%,7/12,2:44
R64,185,(Q)Lars Burgsmuller[GER] [yr|ev],d.,48,Stefan Koubek[AUT] [yr|ev],7-6(3) 6-4 6-3,1.27,6.6%,62.3%,65.2%,62.5%,5/8,5.4%,59.8%,56.7%,51.1%,7/12,2:21
R64,29,Roger Federer[SUI] [yr|ev],d.,46,Nicolas Escude[FRA] [yr|ev],6-1 6-4 6-4,1.19,11.5%,62.5%,72.3%,53.8%,5/6,0.0%,58.8%,57.4%,60.6%,2/7,1:45
R64,18,(15)Arnaud Clement[FRA] [yr|ev],d.,81,Alberto Martin[ESP] [yr|ev],6-2 6-1 6-1,2.53,10.7%,55.4%,90.3%,64.0%,0/0,1.2%,50.6%,47.6%,43.9%,5/12,1:34
R64,13,(10)Wayne Ferreira[RSA] [yr|ev],d.,67,Julien Boutter[FRA] [yr|ev],3-6 6-2 6-2 6-3,1.66,10.0%,47.8%,93.0%,57.4%,1/2,6.3%,59.5%,65.2%,46.7%,7/12,1:55
R64,52,Andreas Vinciguerra[SWE] [yr|ev],d.,59,Andrei Medvedev[UKR] [yr|ev],6-3 7-6(5) 6-2,1.50,6.9%,50.6%,81.8%,58.1%,2/4,12.3%,65.8%,62.7%,41.0%,2/8,1:48
R64,68,Chris Woodruff[USA] [yr|ev],d.,84,Alexander Popp[GER] [yr|ev],4-6 6-3 6-4 6-4,1.09,6.1%,71.2%,73.4%,60.5%,11/12,5.2%,64.3%,75.7%,51.2%,6/9,2:29
R64,5,(4)Yevgeny Kafelnikov[RUS] [yr|ev],d.,22,Nicolas Kiefer[GER] [yr|ev],6-2 3-6 3-6 6-3 6-0,1.26,3.1%,55.9%,64.8%,57.1%,5/11,9.2%,42.3%,65.5%,41.3%,9/18,3:07
R64,4,(5)Magnus Norman[SWE] [yr|ev],d.,47,Fabrice Santoro[FRA] [yr|ev],7-6(6) 6-3 6-0,1.58,4.8%,72.3%,75.0%,65.2%,5/6,2.2%,46.1%,73.2%,41.7%,1/7,1:55
R64,50,Alex Calatrava[ESP] [yr|ev],d.,79,Guillermo Coria[ARG] [yr|ev],6-4 6-3 3-6 6-2,1.09,3.4%,54.2%,73.4%,48.1%,9/12,9.9%,51.4%,75.4%,40.7%,13/19,2:24
R64,34,Thomas Johansson[SWE] [yr|ev],d.,43,Gianluca Pozzi[ITA] [yr|ev],7-6(1) 7-5 6-3,1.25,8.6%,56.2%,76.3%,54.3%,7/10,5.5%,42.7%,74.5%,46.0%,11/16,2:28
R64,19,(16)Sebastien Grosjean[FRA] [yr|ev],d.,106,Jan Siemerink[NED] [yr|ev],6-3 6-0 6-4,2.33,5.8%,63.8%,86.4%,68.0%,1/1,3.9%,56.6%,60.5%,42.4%,5/10,1:31
R64,218,Daniel Nestor[CAN] [yr|ev],d.,14,(11)Franco Squillari[ARG] [yr|ev],3-6 6-2 6-4 7-5,1.38,6.1%,56.5%,78.5%,56.0%,1/4,5.0%,43.9%,67.2%,48.7%,8/13,2:32
R64,58,Rainer Schuettler[GER] [yr|ev],d.,95,Sargis Sargsian[ARM] [yr|ev],6-3 7-5 4-6 6-4,1.10,4.3%,59.8%,60.0%,61.7%,4/10,1.7%,61.0%,63.9%,45.7%,4/12,2:32
R64,42,Carlos Moya[ESP] [yr|ev],d.,30,Marc Rosset[SUI] [yr|ev],6-2 6-1 6-3,2.74,9.8%,59.0%,86.1%,76.0%,1/1,7.4%,49.5%,70.2%,31.3%,11/17,1:30
R64,7,(7)Lleyton Hewitt[AUS] [yr|ev],d.,20,Tommy Haas[GER] [yr|ev],7-5 7-6(5) 6-4,1.07,12.8%,51.1%,80.9%,35.4%,14/18,4.3%,41.9%,75.5%,41.2%,12/18,3:03
R64,6,(6)Andre Agassi[USA] [yr|ev],d.,80,Paul Goldstein[USA] [yr|ev],6-1 6-3 6-1,1.88,5.5%,72.7%,72.5%,53.3%,1/4,5.1%,76.9%,40.0%,33.3%,9/19,1:17
R64,39,David Prinosil[GER] [yr|ev],d.,125,Cecil Mamiit[PHI] [yr|ev],4-6 3-6 6-2 6-3 6-2,1.14,7.8%,57.4%,75.7%,47.3%,5/10,5.3%,65.2%,61.6%,52.2%,7/15,2:45
R64,113,Mikhail Youzhny[RUS] [yr|ev],d.,62,Mariano Zabaleta[ARG] [yr|ev],5-7 7-6(3) 6-2 6-4,1.14,1.5%,64.6%,63.1%,54.3%,7/13,3.2%,58.4%,64.4%,40.4%,4/12,2:43
R64,49,Andrew Ilie[AUS] [yr|ev],d.,12,(9)Juan Carlos Ferrero[ESP] [yr|ev],3-6 6-2 6-1 1-6 6-2,1.09,4.6%,53.4%,75.7%,45.9%,11/16,3.0%,48.5%,61.2%,55.8%,5/12,2:29
R64,17,(13)Cedric Pioline[FRA] [yr|ev],d.,72,Slava Dosedel[CZE] [yr|ev],7-6(6) 1-6 6-4 6-4,1.04,8.0%,56.9%,78.2%,37.3%,5/11,3.8%,58.3%,68.8%,45.5%,8/13,2:47
R64,54,Todd Martin[USA] [yr|ev],d.,63,Agustin Calleri[ARG] [yr|ev],1-6 7-6(5) 7-6(7) 4-6 6-2,0.94,7.1%,61.5%,72.9%,53.3%,9/15,12.7%,53.3%,78.8%,54.3%,7/12,3:38
R64,64,Juan Ignacio Chela[ARG] [yr|ev],d.,60,Harel Levy[ISR] [yr|ev],6-2 6-2 6-3,1.45,10.1%,62.9%,71.4%,51.5%,6/7,2.2%,65.6%,50.8%,41.9%,7/14,1:38
R64,3,(3)Pete Sampras[USA] [yr|ev],d.,57,Bohdan Ulihrach[CZE] [yr|ev],7-6(5) 7-6(5) 4-6 7-5,1.10,8.5%,64.8%,67.4%,56.0%,3/9,2.6%,61.7%,63.2%,54.2%,3/9,3:01
R64,10,(8)Tim Henman[GBR] [yr|ev],d.,24,Nicolas Lapentti[ECU] [yr|ev],6-1 7-6(3) 7-6(7),1.42,6.6%,60.4%,71.9%,66.7%,4/7,4.3%,63.2%,62.2%,48.8%,5/10,2:34
R64,82,Wayne Arthurs[AUS] [yr|ev],d.,234,(Q)Ivo Heuberger[SUI] [yr|ev],6-3 3-6 6-3 3-6 6-1,1.28,16.4%,42.6%,76.9%,65.7%,2/5,3.7%,47.4%,75.0%,50.7%,10/15,2:53
R64,94,Michel Kratochvil[SUI] [yr|ev],d.,45,Max Mirnyi[BLR] [yr|ev],6-3 6-4 6-7(5) 6-3,1.30,3.2%,67.5%,78.8%,61.0%,3/3,5.3%,67.9%,69.7%,54.8%,8/11,2:42
R64,15,(12)Patrick Rafter[AUS] [yr|ev],d.,133,(Q)Nikolay Davydenko[RUS] [yr|ev],6-4 2-6 6-3 7-6(4),1.11,12.3%,66.4%,75.3%,51.2%,4/7,1.6%,68.3%,64.0%,62.5%,5/8,2:40
R64,16,(14)Dominik Hrbaty[SVK] [yr|ev],d.,40,Francisco Clavet[ESP] [yr|ev],6-3 6-4 6-2,1.41,10.6%,54.1%,84.8%,56.4%,2/2,4.8%,61.4%,66.7%,50.0%,3/7,1:42
R64,73,Christophe Rochus[BEL] [yr|ev],d.,103,Andre Sa[BRA] [yr|ev],6-3 6-2 6-2,1.64,4.1%,56.2%,85.4%,50.0%,0/1,1.2%,69.1%,57.1%,36.0%,5/11,1:35
R64,69,Michal Tabara[CZE] [yr|ev],d.,228,(Q)Guillermo Canas[ARG] [yr|ev],7-6(4) 6-3 6-2,1.27,5.1%,47.5%,78.7%,53.8%,6/8,5.3%,63.8%,61.7%,47.1%,7/12,1:53
R64,2,(2)Marat Safin[RUS] [yr|ev],d.,26,Andrei Pavel[ROU] [yr|ev],4-6 6-3 6-4 7-6(5),1.17,17.7%,50.8%,88.9%,47.5%,2/5,4.6%,56.2%,71.2%,52.6%,4/8,2:41
R128,1,(1)Gustavo Kuerten[BRA] [yr|ev],d.,38,Gaston Gaudio[ARG] [yr|ev],7-5 6-7(6) 6-3 7-5,1.22,11.9%,44.4%,79.1%,56.0%,14/17,5.2%,55.6%,71.8%,42.6%,10/16,3:20
R128,65,Greg Rusedski[GBR] [yr|ev],d.,202,(Q)Marcos Ondruska[RSA] [yr|ev],3-6 6-3 7-6(3) 6-2,1.15,6.3%,55.6%,75.7%,50.0%,7/10,0.8%,56.5%,65.7%,50.0%,3/8,2:48
R128,48,Stefan Koubek[AUT] [yr|ev],d.,112,Jeff Tarango[USA] [yr|ev],3-6 6-3 6-4 6-2,1.19,14.8%,57.4%,66.1%,67.4%,7/10,9.4%,57.5%,67.2%,51.1%,5/11,2:04
R128,185,(Q)Lars Burgsmuller[GER] [yr|ev],d.,99,Daniel Elsner[GER] [yr|ev],5-7 6-7(7) 6-3 7-5 6-4,1.07,5.1%,52.3%,73.5%,49.5%,10/15,3.8%,53.8%,75.5%,40.5%,11/18,4:07
R128,46,Nicolas Escude[FRA] [yr|ev],d.,74,Juan Balcells[ESP] [yr|ev],6-3 3-6 7-6(5) 5-7 6-4,1.03,7.1%,58.6%,72.7%,52.9%,9/15,4.7%,66.9%,68.1%,53.6%,12/18,3:23
R128,29,Roger Federer[SUI] [yr|ev],d.,61,Arnaud Di Pasquale[FRA] [yr|ev],6-4 4-6 6-1 7-5,1.19,5.0%,67.5%,64.2%,64.1%,5/8,0.8%,62.9%,61.5%,50.0%,4/10,2:12
R128,81,Alberto Martin[ESP] [yr|ev],d.,70,Olivier Rochus[BEL] [yr|ev],6-3 6-4 6-0,1.57,7.6%,60.8%,68.8%,64.5%,2/3,2.1%,54.7%,57.7%,37.2%,5/11,1:41
R128,18,(15)Arnaud Clement[FRA] [yr|ev],d.,111,(Q)Tommy Robredo[ESP] [yr|ev],6-3 6-2 7-5,1.43,3.7%,68.3%,75.0%,53.8%,2/4,2.4%,54.8%,60.9%,47.4%,6/12,1:44
R128,13,(10)Wayne Ferreira[RSA] [yr|ev],d.,55,Karim Alami[MAR] [yr|ev],6-3 7-5 6-4,1.71,8.4%,55.4%,89.1%,64.9%,0/0,5.2%,62.9%,73.8%,44.4%,6/9,1:42
R128,67,Julien Boutter[FRA] [yr|ev],d.,284,(Q)Nenad Zimonjic[SRB] [yr|ev],6-1 6-4 6-3,1.52,7.1%,62.4%,75.5%,46.9%,6/8,3.5%,60.5%,55.8%,32.4%,6/13,1:41
R128,52,Andreas Vinciguerra[SWE] [yr|ev],d.,114,Adrian Voinea[ROU] [yr|ev],7-6(4) 6-3 6-2,1.27,8.4%,58.0%,65.2%,68.0%,8/9,7.3%,56.1%,63.0%,50.0%,2/6,1:50
R128,59,Andrei Medvedev[UKR] [yr|ev],d.,388,(WC)Nicolas Mahut[FRA] [yr|ev],6-2 6-4 2-6 4-6 6-4,1.10,9.9%,61.3%,73.6%,52.7%,7/11,5.8%,66.9%,65.6%,54.3%,6/11,2:47
R128,68,Chris Woodruff[USA] [yr|ev],d.,32,Jan Michael Gambill[USA] [yr|ev],6-3 4-6 4-6 7-5 6-3,1.10,8.6%,53.4%,71.0%,53.1%,16/20,9.6%,55.6%,63.5%,53.0%,17/23,4:03
R128,84,Alexander Popp[GER] [yr|ev],d.,110,Paradorn Srichaphan[THA] [yr|ev],3-6 6-4 6-1 3-6 6-2,1.12,3.9%,64.3%,68.7%,45.7%,8/14,6.3%,57.7%,64.6%,43.3%,10/19,2:31
R128,22,Nicolas Kiefer[GER] [yr|ev],d.,107,Wayne Black[ZIM] [yr|ev],6-3 7-5 6-2,1.27,9.0%,41.0%,75.6%,54.2%,5/7,2.4%,50.6%,64.3%,41.5%,4/10,2:21
R128,5,(4)Yevgeny Kafelnikov[RUS] [yr|ev],d.,109,Jens Knippschild[GER] [yr|ev],6-1 6-4 6-2,1.61,8.9%,45.6%,75.6%,61.2%,8/9,8.6%,44.4%,66.7%,33.3%,6/12,1:32
R128,4,(5)Magnus Norman[SWE] [yr|ev],d.,119,Stephane Huet[FRA] [yr|ev],1-6 7-5 6-1 7-6(5),1.10,7.4%,61.5%,74.7%,38.3%,5/10,7.9%,48.0%,60.7%,53.0%,9/15,2:43
R128,47,Fabrice Santoro[FRA] [yr|ev],d.,33,Michael Chang[USA] [yr|ev],7-5 4-6 6-3 6-4,1.23,3.0%,45.9%,77.4%,56.2%,9/13,4.3%,58.9%,68.7%,43.1%,8/14,3:14
R128,79,Guillermo Coria[ARG] [yr|ev],d.,116,Fernando Gonzalez[CHI] [yr|ev],4-6 7-6(5) 6-4 6-4,1.15,7.6%,59.8%,72.2%,62.3%,7/10,5.8%,55.4%,77.9%,45.2%,1/5,2:31
R128,50,Alex Calatrava[ESP] [yr|ev],d.,97,(Q)Andrei Stoliarov[RUS] [yr|ev],6-3 6-2 3-6 6-4,1.18,15.2%,59.8%,76.1%,51.1%,6/9,7.0%,46.0%,67.4%,53.7%,5/11,2:09
R128,43,Gianluca Pozzi[ITA] [yr|ev],d.,249,(Q)Alex Obrien[USA] [yr|ev],1-6 7-6(7) 6-4 6-2,1.16,12.0%,42.4%,81.1%,55.6%,6/9,2.2%,75.7%,65.0%,48.5%,10/14,2:56
R128,34,Thomas Johansson[SWE] [yr|ev],d.,152,(Q)Tomas Behrend[GER] [yr|ev],6-1 6-2 6-0,2.71,13.7%,51.0%,88.5%,68.0%,0/0,6.2%,49.2%,53.1%,30.3%,1/9,1:07
R128,106,Jan Siemerink[NED] [yr|ev],d.,27,Sjeng Schalken[NED] [yr|ev],2-6 6-3 6-4 3-6 6-3,1.01,8.7%,51.3%,77.9%,45.2%,8/13,3.3%,62.3%,63.8%,57.9%,5/10,3:18
R128,19,(16)Sebastien Grosjean[FRA] [yr|ev],d.,92,Ivan Ljubicic[CRO] [yr|ev],6-0 7-6(6) 6-4,2.03,7.9%,60.5%,80.4%,73.3%,2/3,9.1%,55.5%,65.6%,40.8%,5/10,1:56
R128,14,(11)Franco Squillari[ARG] [yr|ev],d.,85,David Sanchez[ESP] [yr|ev],6-3 6-4 6-2,1.21,5.6%,57.4%,71.0%,47.8%,10/12,2.3%,65.5%,57.9%,43.3%,4/10,1:53
R128,218,Daniel Nestor[CAN] [yr|ev],d.,100,Felix Mantilla[ESP] [yr|ev],2-6 6-3 6-2 6-4,1.17,13.0%,52.8%,78.9%,51.0%,1/4,6.9%,74.5%,65.8%,42.3%,5/10,2:00
R128,58,Rainer Schuettler[GER] [yr|ev],d.,250,(Q)Ladislav Svarc[SVK] [yr|ev],7-5 4-6 7-6(4) 6-4,1.11,3.5%,65.7%,68.1%,59.2%,7/12,4.9%,57.6%,72.3%,45.9%,15/20,2:58
R128,95,Sargis Sargsian[ARM] [yr|ev],d.,269,(WC)Dejan Petrovic[SRB] [yr|ev],6-1 1-6 6-0 6-3,1.40,5.7%,63.6%,71.4%,46.9%,3/7,14.6%,50.0%,65.9%,29.3%,1/9,1:47
R128,42,Carlos Moya[ESP] [yr|ev],d.,23,Marcelo Rios[CHI] [yr|ev],6-3 6-3 6-2,1.52,8.8%,50.0%,80.0%,55.0%,5/7,2.2%,55.9%,63.5%,34.1%,11/18,1:52
R128,30,Marc Rosset[SUI] [yr|ev],d.,104,Christian Vinck[GER] [yr|ev],6-3 1-6 7-6(3),1.30,16.8%,57.9%,78.2%,52.5%,3/4,0.0%,75.9%,60.6%,47.6%,4/9,1:45
R128,20,Tommy Haas[GER] [yr|ev],d.,66,Nicolas Massu[CHI] [yr|ev],6-3 6-1 6-1,2.43,10.9%,57.8%,86.5%,70.4%,2/2,8.0%,45.3%,64.7%,39.0%,8/14,1:28
R128,7,(7)Lleyton Hewitt[AUS] [yr|ev],d.,41,Jonas Bjorkman[SWE] [yr|ev],7-5 4-6 2-6 6-3 6-2,1.12,8.9%,56.7%,71.9%,51.5%,6/10,3.2%,56.7%,67.4%,47.1%,6/12,3:42
R128,6,(6)Andre Agassi[USA] [yr|ev],d.,78,Jiri Vanek[CZE] [yr|ev],6-0 7-5 6-3,1.71,8.5%,73.2%,75.0%,59.1%,4/5,10.9%,52.7%,60.3%,38.5%,13/20,1:40
R128,80,Paul Goldstein[USA] [yr|ev],d.,91,German Puentes[ESP] [yr|ev],4-6 6-4 6-2 6-1,1.25,0.8%,64.4%,61.8%,59.5%,5/9,1.8%,65.8%,58.9%,36.8%,7/16,2:11
R128,125,Cecil Mamiit[PHI] [yr|ev],d.,260,Matthew Breen[AUS] [yr|ev],1-6 6-4 4-6 6-3 6-4,0.94,9.4%,63.5%,67.3%,51.7%,8/12,3.2%,52.3%,74.1%,52.7%,15/19,3:18
R128,39,David Prinosil[GER] [yr|ev],d.,83,Sergi Bruguera[ESP] [yr|ev],7-5 6-1 1-6 2-6 6-1,1.01,4.3%,55.7%,65.4%,45.2%,10/17,6.7%,61.2%,69.5%,34.6%,7/15,2:29
R128,113,Mikhail Youzhny[RUS] [yr|ev],d.,115,Jacobo Diaz[ESP] [yr|ev],6-1 6-1 6-4,1.38,6.0%,62.7%,73.1%,54.8%,5/5,3.5%,65.1%,62.5%,36.7%,6/12,1:38
R128,62,Mariano Zabaleta[ARG] [yr|ev],d.,179,(WC)Todd Woodbridge[AUS] [yr|ev],6-4 6-2 5-7 2-6 6-4,1.11,7.4%,55.6%,78.7%,41.7%,1/7,1.4%,60.8%,68.9%,41.4%,8/15,3:07
R128,49,Andrew Ilie[AUS] [yr|ev],d.,130,(Q)Peter Wessels[NED] [yr|ev],6-3 6-4 3-6 6-4,1.16,6.0%,57.3%,76.1%,54.0%,5/8,6.9%,64.7%,70.7%,43.9%,6/11,2:06
R128,12,(9)Juan Carlos Ferrero[ESP] [yr|ev],d.,400,(WC)Alun Jones[AUS] [yr|ev],6-3 7-6(3) 6-2,1.49,7.9%,51.5%,71.2%,67.3%,6/8,5.7%,56.2%,64.4%,41.3%,6/11,1:57
R128,17,(13)Cedric Pioline[FRA] [yr|ev],d.,71,Davide Sanguinetti[ITA] [yr|ev],7-6(3) 6-4 6-2,1.33,11.7%,56.4%,83.0%,58.5%,3/4,4.4%,52.2%,72.3%,53.5%,0/4,1:58
R128,72,Slava Dosedel[CZE] [yr|ev],d.,51,Albert Portas[ESP] [yr|ev],7-6(2) 6-2 4-6 3-6 6-3,1.10,3.0%,55.2%,70.3%,52.7%,14/19,8.7%,50.0%,82.6%,34.8%,6/12,3:04
R128,63,Agustin Calleri[ARG] [yr|ev],d.,77,Jason Stoltenberg[AUS] [yr|ev],7-6(3) 6-4 7-6(1),1.25,3.6%,54.1%,81.7%,49.0%,3/6,8.5%,57.7%,68.0%,45.5%,6/10,2:31
R128,54,Todd Martin[USA] [yr|ev],d.,35,Byron Black[ZIM] [yr|ev],7-5 6-4 6-3,1.61,9.5%,65.7%,84.1%,44.4%,6/8,1.0%,57.4%,62.1%,39.5%,7/12,1:52
R128,64,Juan Ignacio Chela[ARG] [yr|ev],d.,159,(WC)Takao Suzuki[JPN] [yr|ev],6-3 6-1 6-7(0) 7-6(4),1.24,9.8%,60.2%,76.3%,49.1%,6/8,1.9%,57.8%,61.8%,50.8%,11/17,2:44
