Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
,Daniel Altmaier,GER,2,606,76.6%,25.0%,18,6.2%,11,3.8%,56.2%,79.8%,46.5%,65.2%,23,52.2%,37.7%,29,41.4%,50.8%,1.08,7:12
,Lorenzo Sonego,ITA,2,442,85.7%,14.7%,26,12.4%,7,3.3%,73.8%,71.6%,54.5%,67.1%,12,58.3%,35.3%,23,21.7%,50.5%,1.08,5:11
28,Jack Draper,GBR,2,514,80.0%,22.5%,32,13.1%,10,4.1%,60.7%,79.1%,41.7%,64.3%,15,46.7%,38.5%,22,40.9%,50.8%,1.08,5:52
WC,Jacob Fearnley,GBR,2,481,89.5%,10.3%,21,9.2%,9,3.9%,64.2%,78.9%,56.1%,70.7%,10,60.0%,31.3%,16,25.0%,50.1%,1.07,5:47
20,Sebastian Korda,USA,1,366,96.3%,0.0%,18,10.5%,4,2.3%,65.5%,84.8%,59.3%,76.0%,4,75.0%,25.6%,11,0.0%,49.2%,1.07,3:21
,Thanasi Kokkinakis,AUS,2,512,87.5%,12.2%,35,14.5%,9,3.7%,63.2%,82.4%,47.2%,69.4%,17,70.6%,32.6%,18,27.8%,50.0%,1.07,6:49
,Miomir Kecmanovic,SRB,3,661,75.5%,20.4%,23,7.3%,5,1.6%,61.5%,73.1%,52.9%,65.3%,30,56.7%,37.2%,36,30.6%,50.5%,1.07,7:06
Q,Lloyd Harris,RSA,2,679,90.4%,9.3%,65,20.2%,9,2.8%,67.7%,82.1%,48.1%,71.1%,14,64.3%,30.3%,22,22.7%,49.6%,1.05,7:17
,Alexei Popyrin,AUS,3,781,92.3%,12.3%,60,15.4%,12,3.1%,74.3%,79.2%,52.0%,72.2%,21,76.2%,29.1%,13,61.5%,50.6%,1.05,9:40
Q,Otto Virtanen,FIN,2,456,89.7%,20.5%,30,13.2%,8,3.5%,59.6%,74.3%,59.8%,68.4%,17,76.5%,32.9%,23,34.8%,50.7%,1.04,4:48
,Roberto Bautista Agut,ESP,4,951,82.2%,20.5%,16,3.4%,10,2.1%,71.1%,67.4%,56.2%,64.1%,41,68.3%,37.3%,38,39.5%,50.7%,1.04,11:04
,Jan Lennard Struff,GER,3,755,85.5%,16.7%,53,13.7%,27,7.0%,56.3%,79.4%,53.8%,68.2%,23,60.9%,32.9%,28,35.7%,51.0%,1.03,7:15
,Nuno Borges,POR,1,238,77.8%,15.8%,21,18.8%,7,6.3%,64.3%,80.6%,40.0%,66.1%,11,63.6%,34.9%,9,33.3%,49.6%,1.03,2:28
32,Zhizhen Zhang,CHN,2,467,91.9%,16.2%,33,13.6%,3,1.2%,63.4%,81.2%,49.4%,69.5%,15,80.0%,31.3%,13,46.2%,51.2%,1.03,4:50
WC,Paul Jubb,GBR,1,341,80.0%,28.0%,10,5.5%,8,4.4%,56.9%,68.0%,52.6%,61.3%,19,73.7%,40.0%,14,50.0%,51.3%,1.03,4:01
,Matteo Berrettini,ITA,2,529,92.5%,20.0%,39,14.3%,3,1.1%,69.2%,74.6%,51.2%,67.4%,20,85.0%,33.2%,20,40.0%,50.9%,1.02,6:38
14,Ben Shelton,USA,4,1126,91.2%,11.2%,55,9.8%,19,3.4%,69.3%,77.2%,54.3%,70.2%,31,74.2%,30.4%,35,28.6%,50.4%,1.02,12:32
,Sebastian Ofner,AUT,1,375,73.1%,22.2%,24,13.3%,9,5.0%,55.6%,76.0%,47.5%,63.3%,16,56.3%,37.4%,22,27.3%,49.9%,1.02,3:49
Q,Lucas Pouille,FRA,3,461,78.9%,22.9%,18,7.6%,9,3.8%,62.4%,71.6%,51.7%,64.1%,22,63.6%,36.6%,24,33.3%,50.8%,1.02,5:01
,Jaume Munar,ESP,2,418,72.7%,18.2%,15,7.9%,12,6.3%,56.8%,76.9%,43.9%,62.6%,22,59.1%,37.7%,24,25.0%,49.0%,1.01,4:51
,Fabio Fognini,ITA,3,886,87.5%,27.4%,43,9.1%,32,6.8%,56.8%,76.5%,42.6%,61.9%,40,80.0%,38.6%,37,45.9%,51.0%,1.01,9:48
,Denis Shapovalov,CAN,3,750,85.9%,14.3%,24,6.3%,32,8.3%,60.4%,77.6%,55.9%,69.0%,26,65.4%,30.9%,23,39.1%,50.4%,1.00,8:27
Q,Mattia Bellucci,ITA,1,296,87.0%,8.3%,11,7.5%,6,4.1%,51.7%,78.9%,56.3%,68.0%,12,75.0%,31.5%,14,14.3%,49.7%,0.99,3:29
,Juncheng Shang,CHN,2,489,88.1%,11.9%,31,12.0%,11,4.2%,62.2%,79.5%,56.1%,70.7%,17,70.6%,28.7%,12,41.7%,50.9%,0.98,5:29
LL,David Goffin,BEL,1,323,60.9%,37.5%,10,6.3%,8,5.0%,57.2%,63.7%,41.2%,54.1%,25,64.0%,45.1%,15,60.0%,49.5%,0.98,3:17
,Botic Van De Zandschulp,NED,2,401,75.0%,25.8%,21,10.1%,17,8.2%,56.0%,79.3%,41.8%,62.8%,21,61.9%,36.6%,23,34.8%,50.1%,0.98,4:42
,Francisco Comesana,ARG,3,904,86.4%,11.9%,45,9.8%,11,2.4%,63.9%,71.8%,55.4%,65.9%,35,74.3%,33.1%,20,40.0%,49.8%,0.97,10:36
,Gael Monfils,FRA,3,631,88.5%,7.8%,45,14.1%,11,3.4%,61.9%,79.3%,54.1%,69.7%,15,60.0%,29.3%,23,17.4%,49.8%,0.97,6:45
,Borna Coric,CRO,2,367,82.8%,10.3%,19,9.8%,3,1.5%,61.9%,70.0%,60.8%,66.5%,16,68.8%,32.4%,8,37.5%,50.4%,0.97,4:12
,Arthur Fils,FRA,4,1011,77.8%,20.3%,37,7.0%,26,5.0%,62.5%,72.6%,48.2%,63.4%,51,64.7%,34.8%,47,34.0%,49.7%,0.95,11:48
24,Alejandro Tabilo,CHI,3,735,91.4%,10.3%,36,9.3%,10,2.6%,65.1%,76.6%,54.1%,68.7%,31,83.9%,29.6%,16,37.5%,50.2%,0.95,8:03
,Stan Wawrinka,SUI,2,396,90.9%,15.6%,16,7.9%,1,0.5%,57.1%,75.0%,59.8%,68.5%,16,81.3%,29.5%,14,35.7%,49.5%,0.94,3:52
,Alexandre Muller,FRA,2,530,77.5%,20.0%,11,4.0%,5,1.8%,68.1%,67.2%,48.3%,61.2%,24,62.5%,36.6%,17,47.1%,49.2%,0.94,5:47
17,Felix Auger Aliassime,CAN,1,324,88.9%,11.1%,22,13.0%,8,4.7%,65.7%,80.2%,48.3%,69.2%,10,70.0%,29.0%,8,37.5%,50.0%,0.94,4:38
WC,Arthur Fery,GBR,1,309,65.2%,31.8%,6,3.6%,4,2.4%,63.5%,59.4%,55.7%,58.1%,21,61.9%,39.4%,14,50.0%,49.5%,0.94,3:43
,Laslo Djere,SRB,1,273,72.7%,25.0%,12,8.8%,7,5.1%,62.8%,67.4%,51.0%,61.3%,15,60.0%,36.0%,14,42.9%,48.7%,0.93,2:50
6,Andrey Rublev,RUS,1,267,81.8%,10.0%,6,4.6%,4,3.1%,55.0%,77.8%,49.2%,64.9%,5,20.0%,32.4%,10,20.0%,48.3%,0.92,2:59
,Luciano Darderi,ITA,2,651,80.4%,17.6%,27,8.1%,15,4.5%,63.8%,72.8%,47.9%,63.8%,30,66.7%,33.1%,29,31.0%,48.8%,0.91,7:17
,Tomas Machac,CZE,2,560,60.5%,32.6%,9,3.2%,4,1.4%,63.2%,57.8%,50.5%,55.1%,27,37.0%,41.1%,37,37.8%,48.2%,0.91,5:51
,Alex Michelsen,USA,1,326,84.6%,16.0%,9,5.1%,1,0.6%,74.9%,71.8%,50.0%,66.3%,15,73.3%,30.5%,9,44.4%,49.7%,0.90,3:28
27,Tallon Griekspoor,NED,2,480,89.7%,15.8%,31,12.2%,18,7.1%,57.1%,75.9%,55.0%,66.9%,16,75.0%,29.6%,21,28.6%,49.4%,0.90,4:52
,Jordan Thompson,AUS,2,463,79.5%,10.0%,17,7.7%,6,2.7%,61.5%,75.7%,48.2%,65.2%,15,46.7%,31.4%,20,20.0%,47.5%,0.90,5:43
,Constant Lestienne,FRA,1,270,57.9%,26.3%,3,2.3%,5,3.8%,57.9%,70.1%,32.1%,54.1%,15,46.7%,40.9%,16,31.3%,47.4%,0.89,3:07
Q,Hugo Gaston,FRA,1,220,64.7%,29.4%,2,1.8%,2,1.8%,56.9%,62.9%,44.7%,55.0%,10,40.0%,39.6%,12,41.7%,47.3%,0.88,2:19
,Emil Ruusuvuori,FIN,3,864,86.6%,10.1%,30,6.7%,14,3.1%,67.3%,72.8%,54.1%,66.7%,22,59.1%,29.0%,15,46.7%,48.5%,0.87,8:43
LL,Daniel Elahi Galan,COL,1,185,86.7%,0.0%,10,11.4%,2,2.3%,67.0%,76.3%,62.1%,71.6%,9,77.8%,24.7%,0,-,47.0%,0.87,2:01
,Thiago Seyboth Wild,BRA,2,548,70.7%,14.3%,24,8.8%,13,4.8%,62.9%,67.3%,49.5%,60.7%,27,55.6%,34.4%,26,23.1%,47.4%,0.87,6:11
,Yannick Hanfmann,GER,1,240,77.8%,10.5%,12,10.5%,3,2.6%,68.4%,67.9%,47.2%,61.4%,5,20.0%,33.3%,11,18.2%,46.7%,0.86,2:58
WC,Charles Broom,GBR,1,191,66.7%,12.5%,6,6.5%,2,2.2%,66.7%,62.9%,54.8%,60.2%,12,58.3%,33.7%,6,33.3%,46.6%,0.85,1:49
,Matteo Arnaldi,ITA,1,274,69.6%,18.2%,15,10.9%,3,2.2%,67.9%,63.4%,54.5%,60.6%,11,36.4%,33.6%,8,50.0%,47.1%,0.85,3:09
,Rinky Hijikata,AUS,1,274,81.0%,9.5%,12,8.1%,6,4.1%,57.4%,74.1%,46.0%,62.2%,18,77.8%,31.7%,6,33.3%,48.2%,0.84,2:55
,Marcos Giron,USA,2,370,78.1%,9.7%,11,5.9%,2,1.1%,61.0%,75.4%,45.2%,63.6%,14,50.0%,30.6%,12,25.0%,47.3%,0.84,4:01
,Aleksandar Vukic,AUS,2,536,70.7%,22.5%,18,6.4%,7,2.5%,61.0%,68.0%,46.4%,59.6%,33,63.6%,33.9%,19,47.4%,47.4%,0.84,5:37
WC,Jan Choinski,GBR,1,319,76.0%,20.0%,6,3.4%,4,2.3%,71.6%,66.7%,46.0%,60.8%,22,72.7%,32.9%,14,35.7%,48.3%,0.84,3:30
Q,Radu Albot,MDA,1,233,80.0%,9.5%,0,0.0%,7,6.3%,61.3%,70.6%,55.8%,64.9%,5,20.0%,29.5%,5,40.0%,46.4%,0.84,2:49
LL,Luca Van Assche,FRA,1,206,57.1%,7.1%,7,7.0%,8,8.0%,69.0%,59.4%,45.2%,55.0%,14,57.1%,36.8%,11,9.1%,45.6%,0.82,2:04
,Pavel Kotov,RUS,1,316,85.2%,11.1%,11,6.4%,4,2.3%,67.6%,68.4%,58.9%,65.3%,18,77.8%,28.0%,3,100.0%,48.4%,0.81,4:06
22,Adrian Mannarino,FRA,1,260,85.0%,9.5%,1,0.7%,5,3.5%,62.4%,64.8%,60.4%,63.1%,11,72.7%,29.4%,3,66.7%,47.7%,0.80,2:55
LL,James Duckworth,AUS,1,297,84.2%,17.6%,9,5.2%,4,2.3%,57.8%,64.0%,46.6%,56.6%,19,84.2%,34.7%,7,42.9%,47.5%,0.80,3:04
WC,Henry Searle,GBR,1,236,84.2%,5.3%,17,13.9%,5,4.1%,57.4%,75.7%,48.1%,63.9%,12,75.0%,28.9%,6,16.7%,47.0%,0.80,2:27
Q,Elias Ymer,SWE,1,283,69.6%,21.7%,13,8.6%,7,4.6%,57.0%,65.1%,46.2%,57.0%,17,58.8%,34.1%,11,45.5%,46.3%,0.79,3:18
,Taro Daniel,JPN,1,229,81.3%,5.6%,10,8.3%,2,1.7%,51.2%,67.7%,59.3%,63.6%,10,70.0%,28.7%,7,14.3%,47.2%,0.79,2:23
,Sumit Nagal,IND,1,226,61.1%,22.2%,3,2.5%,4,3.3%,65.3%,65.8%,35.7%,55.4%,19,63.2%,35.2%,11,36.4%,46.0%,0.79,2:39
,Dominic Stricker,SUI,1,215,77.8%,5.6%,11,10.5%,6,5.7%,59.0%,77.4%,44.2%,63.8%,10,60.0%,28.2%,6,16.7%,45.6%,0.78,2:06
Q,Maxime Janvier,FRA,1,184,71.4%,6.7%,6,6.9%,0,0.0%,73.6%,64.1%,52.2%,60.9%,7,42.9%,29.9%,5,20.0%,44.6%,0.77,1:57
26,Francisco Cerundolo,ARG,1,327,80.8%,11.5%,13,7.3%,8,4.5%,60.9%,71.6%,47.1%,62.0%,19,73.7%,29.1%,10,30.0%,47.1%,0.76,3:26
,Fabian Marozsan,HUN,1,242,68.4%,10.0%,10,8.5%,4,3.4%,58.5%,66.7%,49.0%,59.3%,14,57.1%,30.6%,6,33.3%,44.6%,0.75,2:05
,Yoshihito Nishioka,JPN,2,370,74.2%,12.9%,5,2.6%,1,0.5%,65.8%,64.6%,56.1%,61.7%,16,50.0%,28.2%,13,30.8%,45.7%,0.74,3:39
,Aslan Karatsev,RUS,1,245,88.2%,0.0%,4,3.1%,5,3.9%,63.8%,75.3%,47.8%,65.4%,6,66.7%,25.4%,5,0.0%,46.1%,0.73,2:53
Q,Felipe Meligeni Alves,BRA,1,191,86.7%,0.0%,5,5.7%,3,3.4%,64.8%,75.4%,41.9%,63.6%,4,50.0%,26.2%,6,0.0%,43.5%,0.72,2:12
,Jakub Mensik,CZE,1,328,79.2%,7.7%,14,7.4%,8,4.3%,57.4%,71.3%,47.5%,61.2%,23,78.3%,27.9%,7,28.6%,47.0%,0.72,3:29
,Kei Nishikori,JPN,1,315,76.0%,11.5%,5,2.9%,5,2.9%,70.9%,61.3%,60.8%,61.1%,20,70.0%,27.9%,8,37.5%,46.3%,0.72,3:30
,Arthur Cazaux,FRA,2,534,95.2%,7.0%,29,9.9%,19,6.5%,54.9%,81.4%,48.5%,66.6%,11,81.8%,23.7%,12,25.0%,47.2%,0.71,6:38
,Alexander Shevchenko,KAZ,1,295,69.6%,12.0%,11,6.8%,8,5.0%,55.3%,64.0%,55.6%,60.2%,16,56.3%,28.4%,10,30.0%,45.8%,0.71,3:18
WC,Liam Broady,GBR,1,214,58.8%,16.7%,2,1.8%,9,8.2%,55.5%,62.3%,44.9%,54.5%,20,65.0%,31.7%,8,37.5%,43.5%,0.70,2:28
Q,Alejandro Moro Canas,ESP,1,236,88.2%,0.0%,1,0.8%,1,0.8%,70.5%,71.4%,50.0%,65.1%,10,80.0%,24.3%,3,0.0%,46.6%,0.70,2:47
,Marton Fucsovics,HUN,1,232,77.8%,5.6%,13,10.7%,4,3.3%,62.0%,65.3%,54.3%,61.2%,13,69.2%,27.0%,10,10.0%,44.8%,0.70,2:56
,Maximilian Marterer,GER,1,164,61.5%,0.0%,8,10.3%,4,5.1%,62.8%,67.3%,37.9%,56.4%,10,50.0%,30.2%,7,0.0%,42.7%,0.69,1:49
Q,Alex Bolt,AUS,1,211,80.0%,5.9%,12,10.6%,3,2.7%,62.8%,64.8%,57.1%,61.9%,13,76.9%,25.5%,10,10.0%,45.0%,0.67,2:13
31,Mariano Navone,ARG,1,208,80.0%,5.9%,8,7.1%,1,0.9%,64.3%,66.7%,47.5%,59.8%,11,72.7%,27.1%,4,25.0%,44.7%,0.67,2:24
,Pedro Martinez,ESP,1,198,58.8%,11.8%,1,0.9%,9,8.4%,66.4%,64.8%,36.1%,55.1%,11,36.4%,29.7%,4,50.0%,43.4%,0.66,2:16
Q,Cristian Garin,CHI,1,187,81.3%,0.0%,14,15.2%,2,2.2%,63.0%,77.6%,47.1%,66.3%,9,66.7%,22.1%,5,0.0%,43.9%,0.66,2:03
,Aleksandar Kovacevic,USA,1,165,69.2%,0.0%,9,10.7%,4,4.8%,63.1%,71.7%,35.5%,58.3%,8,50.0%,27.2%,3,0.0%,43.0%,0.65,1:46
18,Sebastian Baez,ARG,1,167,69.2%,0.0%,0,0.0%,2,2.3%,73.6%,59.4%,52.2%,57.5%,11,63.6%,27.5%,2,0.0%,43.1%,0.65,1:55
,Max Purcell,AUS,1,156,58.3%,0.0%,4,5.2%,3,3.9%,64.9%,70.0%,33.3%,57.1%,12,58.3%,27.8%,6,0.0%,42.3%,0.65,1:29
Q,Mark Lajal,EST,1,191,68.8%,12.5%,7,6.9%,2,2.0%,67.6%,58.0%,57.6%,57.8%,10,50.0%,27.0%,4,50.0%,43.5%,0.64,2:22
,Facundo Diaz Acosta,ARG,1,188,52.9%,25.0%,3,2.8%,7,6.5%,64.8%,54.3%,44.7%,50.9%,13,38.5%,31.3%,5,80.0%,42.6%,0.64,2:17
,Daniel Evans,GBR,1,185,71.4%,0.0%,5,5.3%,7,7.4%,43.2%,73.2%,46.3%,57.9%,9,55.6%,25.6%,7,0.0%,42.2%,0.61,2:16
WC,Billy Harris,GBR,1,249,84.2%,5.3%,9,6.1%,3,2.0%,66.7%,69.4%,44.9%,61.2%,18,83.3%,23.5%,5,20.0%,45.8%,0.61,2:46
,Federico Coria,ARG,1,171,66.7%,6.7%,4,4.3%,1,1.1%,75.3%,61.4%,47.8%,58.1%,8,37.5%,24.4%,3,33.3%,42.7%,0.58,2:05
,Dusan Lajovic,SRB,1,166,73.3%,6.3%,3,3.7%,0,0.0%,70.7%,65.5%,41.7%,58.5%,4,0.0%,22.6%,4,25.0%,40.4%,0.55,1:44
,Thiago Monteiro,BRA,1,221,85.0%,0.0%,7,6.0%,4,3.4%,59.8%,74.3%,66.0%,70.9%,4,25.0%,14.4%,0,-,44.3%,0.50,2:37
19,Nicolas Jarry,CHI,1,162,71.4%,0.0%,5,6.2%,3,3.7%,59.3%,66.7%,48.5%,59.3%,10,60.0%,19.8%,2,0.0%,39.5%,0.48,1:53
,Luca Nardi,ITA,1,136,58.3%,0.0%,8,11.8%,3,4.4%,64.7%,70.5%,25.0%,54.4%,7,28.6%,22.1%,0,-,38.2%,0.48,1:47
,Roberto Carballes Baena,ESP,1,164,61.5%,0.0%,7,7.4%,3,3.2%,55.8%,56.6%,52.4%,54.7%,14,64.3%,20.3%,5,0.0%,40.2%,0.45,1:53
,Soon Woo Kwon,KOR,1,154,69.2%,0.0%,2,2.3%,3,3.5%,61.6%,66.0%,42.4%,57.0%,13,69.2%,17.6%,0,-,39.6%,0.41,1:36
Q,Vit Kopriva,CZE,1,154,45.5%,0.0%,4,4.2%,5,5.2%,55.2%,54.7%,39.5%,47.9%,15,60.0%,17.2%,0,-,36.4%,0.33,1:58
,Christopher Oconnell,AUS,1,151,58.3%,0.0%,3,3.4%,2,2.3%,63.6%,58.9%,37.5%,51.1%,8,37.5%,15.9%,2,0.0%,36.4%,0.32,1:31
,Christopher Eubanks,USA,1,144,71.4%,0.0%,9,11.3%,4,5.0%,62.5%,64.0%,50.0%,58.8%,6,33.3%,12.5%,0,-,38.2%,0.30,1:19
,All Main Draw Players,,127.0,,83.4%,16.6%,,9.5%,,3.4%,63.6%,74.2%,52.4%,66.3%,,64.4%,33.7%,,35.6%,50.0%,1.00,
