Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,
F,4,(4)Jannik Sinner[ITA] [yr|ev],d.,3,(3)Daniil Medvedev[RUS] [yr|ev],3-6 3-6 6-4 6-4 6-3,0.99,9.7%,61.1%,73.9%,53.6%,8/12,7.9%,68.3%,75.8%,45.5%,5/9,3:44
SF,4,(4)Jannik Sinner[ITA] [yr|ev],d.,1,(1)Novak Djokovic[SRB] [yr|ev],6-1 6-2 6-7(6) 6-3,1.56,8.2%,58.2%,82.8%,63.0%,0/0,6.0%,68.1%,67.1%,45.9%,6/11,3:22
SF,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,6,(6)Alexander Zverev[GER] [yr|ev],5-7 3-6 7-6(4) 7-6(5) 6-3,1.01,9.0%,60.3%,76.6%,56.5%,5/10,8.2%,77.6%,71.2%,57.9%,10/14,4:18
QF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,12,(12)Taylor Fritz[USA] [yr|ev],7-6(3) 4-6 6-2 6-3,1.54,17.4%,62.6%,81.9%,58.1%,4/6,10.4%,58.4%,65.6%,48.4%,17/21,3:45
QF,4,(4)Jannik Sinner[ITA] [yr|ev],d.,5,(5)Andrey Rublev[RUS] [yr|ev],6-4 7-6(5) 6-3,1.10,8.5%,64.1%,76.0%,52.4%,8/8,9.9%,70.3%,76.1%,36.7%,5/7,2:39
QF,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,9,(9)Hubert Hurkacz[POL] [yr|ev],7-6(4) 2-6 6-3 5-7 6-4,0.81,6.1%,61.1%,78.2%,41.4%,10/15,11.4%,63.6%,80.9%,52.9%,5/9,3:59
QF,6,(6)Alexander Zverev[GER] [yr|ev],d.,2,(2)Carlos Alcaraz[ESP] [yr|ev],6-1 6-3 6-7(2) 6-4,1.34,6.3%,84.7%,73.4%,47.1%,3/5,5.1%,67.5%,67.1%,42.1%,3/10,3:05
R16,1,(1)Novak Djokovic[SRB] [yr|ev],d.,19,(20)Adrian Mannarino[FRA] [yr|ev],6-0 6-0 6-3,2.31,24.6%,69.6%,81.3%,61.9%,3/3,1.7%,58.6%,50.0%,33.3%,4/11,1:44
R16,12,(12)Taylor Fritz[USA] [yr|ev],d.,7,(7)Stefanos Tsitsipas[GRE] [yr|ev],7-6(3) 5-7 6-3 6-3,1.51,11.5%,69.9%,86.1%,52.9%,2/4,8.8%,63.2%,75.6%,44.0%,7/11,3:01
R16,4,(4)Jannik Sinner[ITA] [yr|ev],d.,15,(15)Karen Khachanov[RUS] [yr|ev],6-4 7-5 6-3,1.31,8.2%,53.6%,78.8%,57.8%,9/10,7.7%,67.0%,65.6%,46.7%,3/8,2:34
R16,5,(5)Andrey Rublev[RUS] [yr|ev],d.,10,(10)Alex De Minaur[AUS] [yr|ev],6-4 6-7(5) 6-7(4) 6-3 6-0,1.13,3.3%,59.4%,67.3%,54.8%,13/16,3.7%,52.8%,63.5%,50.0%,5/13,4:14
R16,9,(9)Hubert Hurkacz[POL] [yr|ev],d.,122,(WC)Arthur Cazaux[FRA] [yr|ev],7-6(6) 7-6(3) 6-4,2.17,12.6%,62.1%,90.7%,75.8%,0/1,15.8%,59.6%,77.9%,52.2%,6/8,2:28
R16,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,69,Nuno Borges[POR] [yr|ev],6-3 7-6(4) 5-7 6-1,1.20,9.0%,63.4%,75.0%,45.3%,7/11,3.6%,67.2%,65.2%,40.0%,7/13,3:07
R16,6,(6)Alexander Zverev[GER] [yr|ev],d.,22,(19)Cameron Norrie[GBR] [yr|ev],7-5 3-6 6-3 4-6 7-6(3),1.19,10.0%,76.0%,76.3%,44.4%,6/10,5.9%,62.7%,68.9%,52.4%,10/14,4:05
R16,2,(2)Carlos Alcaraz[ESP] [yr|ev],d.,60,Miomir Kecmanovic[SRB] [yr|ev],6-4 6-4 6-0,1.90,7.2%,68.1%,83.0%,63.6%,0/0,3.6%,64.3%,59.3%,50.0%,4/9,1:49
R32,1,(1)Novak Djokovic[SRB] [yr|ev],d.,32,(30)Tomas Martin Etcheverry[ARG] [yr|ev],6-3 6-3 7-6(2),1.72,11.9%,67.9%,86.0%,59.3%,0/0,13.0%,72.0%,70.8%,35.7%,4/7,2:28
R32,19,(20)Adrian Mannarino[FRA] [yr|ev],d.,16,(16)Ben Shelton[USA] [yr|ev],7-6(4) 1-6 6-7(2) 6-3 6-4,0.95,4.8%,64.4%,62.8%,53.7%,14/21,10.1%,71.9%,67.2%,48.0%,11/17,4:46
R32,12,(12)Taylor Fritz[USA] [yr|ev],d.,67,Fabian Marozsan[HUN] [yr|ev],3-6 6-4 6-2 6-2,1.75,22.6%,63.1%,79.2%,64.5%,1/3,4.5%,63.7%,57.0%,49.1%,17/23,2:23
R32,7,(7)Stefanos Tsitsipas[GRE] [yr|ev],d.,79,Luca Van Assche[FRA] [yr|ev],6-3 6-0 6-4,1.60,13.8%,59.8%,75.0%,57.1%,8/9,1.4%,62.5%,51.1%,44.4%,2/8,2:02
R32,4,(4)Jannik Sinner[ITA] [yr|ev],d.,29,(26)Sebastian Baez[ARG] [yr|ev],6-0 6-1 6-3,1.72,8.6%,64.3%,77.8%,52.0%,4/4,2.7%,73.0%,53.7%,25.0%,5/12,1:52
R32,15,(15)Karen Khachanov[RUS] [yr|ev],d.,75,Tomas Machac[CZE] [yr|ev],6-4 7-6(4) 4-6 7-6(5),0.83,10.3%,66.7%,73.6%,52.7%,17/19,13.4%,66.1%,81.0%,55.8%,1/3,3:24
R32,10,(10)Alex De Minaur[AUS] [yr|ev],d.,100,(Q)Flavio Cobolli[ITA] [yr|ev],6-3 6-3 6-1,1.53,4.7%,51.8%,75.0%,61.0%,7/8,4.0%,56.6%,58.9%,41.9%,14/20,2:07
R32,5,(5)Andrey Rublev[RUS] [yr|ev],d.,26,(29)Sebastian Korda[USA] [yr|ev],6-2 7-6(6) 6-4,1.60,14.8%,73.9%,83.1%,56.5%,1/1,17.6%,66.7%,73.5%,38.2%,6/9,1:59
R32,122,(WC)Arthur Cazaux[FRA] [yr|ev],d.,31,(28)Tallon Griekspoor[NED] [yr|ev],6-3 6-3 6-1,1.89,20.0%,65.7%,84.8%,58.3%,0/0,4.8%,57.8%,64.6%,40.0%,9/14,1:46
R32,9,(9)Hubert Hurkacz[POL] [yr|ev],d.,20,(21)Ugo Humbert[FRA] [yr|ev],3-6 6-1 7-6(4) 6-3,1.15,13.6%,62.4%,80.8%,42.6%,5/7,3.3%,65.6%,63.7%,57.1%,7/11,2:47
R32,69,Nuno Borges[POR] [yr|ev],d.,13,(13)Grigor Dimitrov[BUL] [yr|ev],6-7(3) 6-4 6-2 7-6(6),0.95,14.0%,68.7%,77.7%,46.8%,11/12,9.3%,61.0%,79.2%,54.3%,3/7,3:05
R32,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,30,(27)Felix Auger Aliassime[CAN] [yr|ev],6-3 6-4 6-3,1.27,9.3%,64.0%,78.2%,48.4%,1/2,10.0%,61.3%,67.3%,45.2%,2/7,2:09
R32,6,(6)Alexander Zverev[GER] [yr|ev],d.,91,Alex Michelsen[USA] [yr|ev],6-2 7-6(4) 6-2,1.77,13.6%,71.6%,79.3%,65.2%,0/1,1.1%,66.3%,59.3%,50.0%,5/10,1:59
R32,22,(19)Cameron Norrie[GBR] [yr|ev],d.,11,(11)Casper Ruud[NOR] [yr|ev],6-4 6-7(7) 6-4 6-3,1.17,8.5%,61.2%,77.2%,62.0%,9/10,15.6%,68.9%,75.0%,47.4%,2/6,3:03
R32,60,Miomir Kecmanovic[SRB] [yr|ev],d.,14,(14)Tommy Paul[USA] [yr|ev],6-4 3-6 2-6 7-6(7) 6-0,1.12,7.0%,61.3%,70.1%,49.1%,4/9,8.6%,58.4%,63.9%,48.1%,16/22,3:57
R32,2,(2)Carlos Alcaraz[ESP] [yr|ev],d.,140,(WC)Juncheng Shang[CHN] [yr|ev],6-1 6-1 1-0 RET,4.08,8.8%,55.9%,84.2%,86.7%,0/0,0.0%,52.0%,50.0%,29.2%,6/12,1:06
R64,1,(1)Novak Djokovic[SRB] [yr|ev],d.,43,Alexei Popyrin[AUS] [yr|ev],6-3 4-6 7-6(4) 6-3,1.24,9.2%,61.3%,82.2%,58.7%,5/7,15.3%,57.7%,73.4%,57.4%,8/11,3:11
R64,32,(30)Tomas Martin Etcheverry[ARG] [yr|ev],d.,76,Gael Monfils[FRA] [yr|ev],6-4 6-4 6-4,1.02,4.9%,78.4%,67.5%,59.1%,4/5,14.0%,61.6%,83.0%,36.4%,4/8,2:13
R64,19,(20)Adrian Mannarino[FRA] [yr|ev],d.,82,Jaume Munar[ESP] [yr|ev],6-3 6-3 1-6 2-6 6-3,1.15,5.8%,64.2%,72.7%,55.8%,4/8,7.0%,62.9%,73.3%,41.5%,8/12,3:24
R64,16,(16)Ben Shelton[USA] [yr|ev],d.,68,Christopher Oconnell[AUS] [yr|ev],6-4 6-1 3-6 7-6(5),1.34,14.9%,66.7%,73.7%,63.2%,3/5,6.8%,59.4%,79.7%,31.5%,7/11,2:51
R64,12,(12)Taylor Fritz[USA] [yr|ev],d.,97,(LL)Hugo Gaston[FRA] [yr|ev],6-0 6-3 6-1,1.72,16.2%,64.7%,77.3%,54.2%,1/1,2.5%,59.3%,56.3%,33.3%,6/13,1:28
R64,67,Fabian Marozsan[HUN] [yr|ev],d.,21,(22)Francisco Cerundolo[ARG] [yr|ev],7-6(5) 6-4 6-2,1.31,7.4%,63.8%,70.0%,52.9%,5/8,5.1%,60.2%,63.4%,36.2%,12/18,2:01
R64,79,Luca Van Assche[FRA] [yr|ev],d.,28,(25)Lorenzo Musetti[ITA] [yr|ev],6-3 3-6 6-7(5) 6-3 6-0,1.31,6.8%,56.4%,76.0%,60.3%,7/9,3.9%,58.8%,71.1%,42.9%,5/12,3:45
R64,7,(7)Stefanos Tsitsipas[GRE] [yr|ev],d.,47,Jordan Thompson[AUS] [yr|ev],4-6 7-6(6) 6-2 7-6(4),1.00,8.6%,51.0%,75.3%,63.5%,9/11,4.0%,60.8%,73.7%,63.3%,4/7,3:36
R64,4,(4)Jannik Sinner[ITA] [yr|ev],d.,161,(Q)Jesper De Jong[NED] [yr|ev],6-2 6-2 6-2,2.83,12.1%,63.8%,86.5%,76.2%,0/0,7.5%,62.5%,58.0%,40.0%,6/12,1:43
R64,29,(26)Sebastian Baez[ARG] [yr|ev],d.,87,Daniel Elahi Galan[COL] [yr|ev],7-5 2-6 6-2 6-4,1.20,3.5%,68.1%,68.8%,55.6%,1/5,4.3%,58.2%,64.6%,47.5%,14/20,3:14
R64,75,Tomas Machac[CZE] [yr|ev],d.,17,(17)Frances Tiafoe[USA] [yr|ev],6-4 6-4 7-6(5),1.33,10.3%,68.0%,75.8%,48.4%,2/5,10.2%,63.3%,66.7%,38.3%,7/12,2:35
R64,15,(15)Karen Khachanov[RUS] [yr|ev],d.,101,(Q)Aleksandar Kovacevic[USA] [yr|ev],6-4 6-3 4-6 6-3,1.39,21.4%,66.0%,75.0%,62.9%,7/10,14.0%,57.0%,70.8%,44.9%,6/12,2:30
R64,10,(10)Alex De Minaur[AUS] [yr|ev],d.,41,Matteo Arnaldi[ITA] [yr|ev],6-3 6-0 6-3,1.54,4.9%,59.8%,75.5%,51.5%,5/6,4.9%,48.8%,60.0%,35.7%,7/14,2:00
R64,100,(Q)Flavio Cobolli[ITA] [yr|ev],d.,65,Pavel Kotov[RUS] [yr|ev],7-5 6-3 5-7 6-2,1.10,4.0%,53.2%,73.1%,55.9%,6/9,1.7%,62.4%,65.8%,54.5%,3/9,3:15
R64,26,(29)Sebastian Korda[USA] [yr|ev],d.,110,Quentin Halys[FRA] [yr|ev],6-4 6-4 6-4,1.65,14.3%,59.5%,76.0%,73.5%,1/1,15.3%,56.5%,77.1%,35.2%,14/17,2:01
R64,5,(5)Andrey Rublev[RUS] [yr|ev],d.,35,Christopher Eubanks[USA] [yr|ev],6-4 6-4 6-4,2.08,12.7%,75.9%,85.0%,73.7%,3/3,10.5%,77.9%,66.2%,52.4%,7/10,1:39
R64,122,(WC)Arthur Cazaux[FRA] [yr|ev],d.,8,(8)Holger Rune[DEN] [yr|ev],7-6(4) 6-4 4-6 6-3,1.27,15.3%,62.7%,82.4%,56.8%,3/4,4.4%,55.5%,72.4%,57.4%,5/8,3:22
R64,31,(28)Tallon Griekspoor[NED] [yr|ev],d.,34,Arthur Fils[FRA] [yr|ev],3-6 6-1 7-5 6-4,1.28,10.0%,69.1%,71.1%,67.6%,3/5,11.3%,54.8%,76.2%,44.2%,5/10,2:19
R64,20,(21)Ugo Humbert[FRA] [yr|ev],d.,54,Zhizhen Zhang[CHN] [yr|ev],6-2 5-7 6-1 7-6(3),1.38,12.4%,66.1%,76.3%,58.5%,5/7,12.0%,62.4%,67.1%,45.5%,4/9,2:50
R64,9,(9)Hubert Hurkacz[POL] [yr|ev],d.,142,(Q)Jakub Mensik[CZE] [yr|ev],6-7(9) 6-1 5-7 6-1 6-3,1.59,14.1%,66.7%,82.2%,60.0%,1/3,11.4%,60.5%,75.2%,36.4%,14/21,3:25
R64,13,(13)Grigor Dimitrov[BUL] [yr|ev],d.,80,Thanasi Kokkinakis[AUS] [yr|ev],6-3 6-2 4-6 6-4,1.45,7.1%,72.6%,78.0%,54.8%,7/8,8.1%,68.5%,64.7%,46.8%,12/16,3:28
R64,69,Nuno Borges[POR] [yr|ev],d.,24,(23)Alejandro Davidovich Fokina[ESP] [yr|ev],7-6(7) 6-3 6-3,1.22,6.1%,64.0%,72.6%,53.7%,7/9,5.1%,66.3%,61.5%,51.5%,4/9,2:18
R64,30,(27)Felix Auger Aliassime[CAN] [yr|ev],d.,178,(Q)Hugo Grenier[FRA] [yr|ev],6-1 3-6 6-1 6-2,1.46,4.0%,72.3%,67.1%,53.6%,8/11,5.2%,59.5%,47.8%,44.7%,12/20,2:56
R64,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,53,Emil Ruusuvuori[FIN] [yr|ev],3-6 6-7(1) 6-4 7-6(1) 6-0,1.10,13.1%,59.4%,70.2%,45.1%,13/18,0.6%,61.6%,57.8%,52.9%,8/16,4:23
R64,6,(6)Alexander Zverev[GER] [yr|ev],d.,163,(Q)Lukas Klein[SVK] [yr|ev],7-5 3-6 4-6 7-6(5) 7-6(7),1.07,11.7%,74.9%,78.4%,40.0%,7/10,6.5%,66.2%,74.4%,51.5%,8/10,4:31
R64,91,Alex Michelsen[USA] [yr|ev],d.,23,(32)Jiri Lehecka[CZE] [yr|ev],4-6 6-3 6-4 6-4,1.18,6.0%,64.7%,78.7%,56.1%,4/6,8.6%,65.5%,68.4%,60.0%,8/12,2:50
R64,22,(19)Cameron Norrie[GBR] [yr|ev],d.,133,(Q)Giulio Zeppieri[ITA] [yr|ev],3-6 6-7(4) 6-2 6-4 6-4,1.17,11.0%,73.1%,75.5%,53.8%,3/5,18.1%,58.8%,77.7%,45.5%,6/11,3:35
R64,11,(11)Casper Ruud[NOR] [yr|ev],d.,45,Max Purcell[AUS] [yr|ev],6-3 6-7(5) 6-3 3-6 7-6(7),1.05,12.6%,72.0%,78.6%,57.1%,12/13,16.9%,66.9%,78.5%,56.6%,8/10,3:50
R64,14,(14)Tommy Paul[USA] [yr|ev],d.,55,Jack Draper[GBR] [yr|ev],6-2 3-6 6-3 7-5,1.28,8.2%,60.9%,74.6%,60.5%,2/5,3.3%,57.0%,66.7%,51.9%,13/19,2:58
R64,60,Miomir Kecmanovic[SRB] [yr|ev],d.,25,(24)Jan Lennard Struff[GER] [yr|ev],6-4 1-6 7-6(5) 1-6 7-6(9),0.95,6.4%,64.1%,73.0%,48.2%,3/8,12.9%,67.4%,75.0%,46.6%,12/14,3:21
R64,140,(WC)Juncheng Shang[CHN] [yr|ev],d.,137,(Q)Sumit Nagal[IND] [yr|ev],2-6 6-3 7-5 6-4,1.02,6.3%,67.2%,72.1%,59.5%,5/7,6.4%,66.4%,67.1%,67.6%,7/10,2:50
