Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
R32,104,Tim Van Rijthoven[NED] [yr|ev],d.,26,(22)Nikoloz Basilashvili[GEO] [yr|ev],6-4 6-3 6-4,1.54,28.0%,56.0%,88.1%,51.5%,2/4,2.1%,54.7%,63.5%,48.8%,9/15,1:42,101
R32,13,(10)Jannik Sinner[ITA] [yr|ev],d.,24,(20)John Isner[USA] [yr|ev],6-4 7-6(4) 6-3,1.46,2.1%,55.8%,81.1%,69.0%,0/0,24.2%,68.7%,75.0%,41.9%,2/4,2:20,1
R32,7,(5)Carlos Alcaraz[ESP] [yr|ev],d.,36,(32)Oscar Otte[GER] [yr|ev],6-3 6-1 6-2,2.29,4.7%,62.5%,87.5%,62.5%,1/1,5.4%,57.6%,62.3%,33.3%,14/20,1:38,1
R32,58,David Goffin[BEL] [yr|ev],d.,112,Ugo Humbert[FRA] [yr|ev],4-6 7-5 6-2 7-5,1.27,4.0%,59.2%,79.7%,52.9%,4/7,6.1%,62.6%,62.2%,57.1%,10/16,2:44,7
R32,28,(23)Frances Tiafoe[USA] [yr|ev],d.,38,Alexander Bublik[KAZ] [yr|ev],3-6 7-6(1) 7-6(3) 6-4,1.04,6.1%,54.1%,77.5%,52.9%,6/9,17.6%,62.0%,79.5%,40.7%,6/9,2:57,10
R32,12,(9)Cameron Norrie[GBR] [yr|ev],d.,93,Steve Johnson[USA] [yr|ev],6-4 6-1 6-0,1.78,4.1%,67.6%,74.0%,66.7%,3/3,11.3%,52.6%,68.6%,28.3%,15/21,1:50,8
R32,32,(30)Tommy Paul[USA] [yr|ev],d.,68,Jiri Vesely[CZE] [yr|ev],6-3 6-2 6-2,1.52,5.1%,72.2%,77.2%,59.1%,7/7,14.1%,60.6%,69.8%,39.3%,4/9,1:32,9
R32,43,Cristian Garin[CHI] [yr|ev],d.,34,(29)Jenson Brooksby[USA] [yr|ev],6-2 6-3 1-6 6-4,1.10,3.5%,53.9%,72.6%,45.3%,8/12,2.0%,59.8%,57.4%,53.7%,3/9,2:51,17
R32,27,(19)Alex De Minaur[AUS] [yr|ev],d.,132,Liam Broady[GBR] [yr|ev],6-3 6-4 7-5,1.36,12.6%,56.3%,77.6%,60.0%,7/8,3.2%,66.7%,62.9%,51.6%,8/12,2:25,6
R32,56,Brandon Nakashima[USA] [yr|ev],d.,109,Daniel Elahi Galan[COL] [yr|ev],6-4 6-4 6-1,2.31,8.5%,71.8%,84.3%,75.0%,1/1,8.2%,53.6%,67.3%,46.7%,12/16,1:51,31
R32,40,Nick Kyrgios[AUS] [yr|ev],d.,5,(4)Stefanos Tsitsipas[GRE] [yr|ev],6-7(2) 6-4 6-3 7-6(7),1.21,10.0%,71.4%,81.0%,52.5%,5/5,13.3%,58.9%,78.5%,50.8%,12/14,3:17,13
R32,99,Jason Kubler[AUS] [yr|ev],d.,103,Jack Sock[USA] [yr|ev],6-2 4-6 5-7 7-6(4) 6-3,1.01,8.8%,63.7%,76.5%,50.0%,4/7,14.0%,70.7%,70.7%,56.3%,10/15,4:15,63
R32,14,(11)Taylor Fritz[USA] [yr|ev],d.,51,Alex Molcan[SVK] [yr|ev],6-4 6-1 7-6(3),2.10,26.7%,77.3%,86.2%,58.8%,2/3,3.2%,67.7%,65.1%,43.3%,3/8,1:40,4
R32,25,(21)Botic Van De Zandschulp[NED] [yr|ev],d.,69,Richard Gasquet[FRA] [yr|ev],7-5 2-6 7-6(7) 6-1,1.31,17.5%,62.3%,84.5%,44.2%,2/6,5.2%,59.0%,65.8%,50.9%,10/15,2:38,22
R32,4,(2)Rafael Nadal[ESP] [yr|ev],d.,54,(27)Lorenzo Sonego[ITA] [yr|ev],6-1 6-2 6-4,1.72,3.0%,67.2%,77.8%,63.6%,0/1,3.0%,64.2%,55.8%,50.0%,2/8,2:04,1
R64,3,(1)Novak Djokovic[SRB] [yr|ev],d.,79,Thanasi Kokkinakis[AUS] [yr|ev],6-1 6-4 6-2,1.93,1.4%,70.8%,82.4%,61.9%,1/1,12.5%,62.5%,67.3%,33.3%,8/13,2:00,1
R64,30,(25)Miomir Kecmanovic[SRB] [yr|ev],d.,78,Alejandro Tabilo[CHI] [yr|ev],7-6(4) 7-6(3) 3-6 6-3,1.14,7.6%,68.9%,70.3%,63.4%,5/8,11.2%,65.1%,75.8%,41.5%,10/13,2:54,27
R64,26,(22)Nikoloz Basilashvili[GEO] [yr|ev],d.,82,Quentin Halys[FRA] [yr|ev],7-6(7) 0-6 7-5 7-6(5),0.69,1.5%,67.4%,75.8%,54.5%,5/8,20.7%,73.3%,87.1%,54.8%,1/2,2:24,16
R64,104,Tim Van Rijthoven[NED] [yr|ev],d.,18,(15)Reilly Opelka[USA] [yr|ev],6-4 6-7(8) 7-6(7) 7-6(4),1.60,12.2%,66.9%,90.3%,69.6%,5/5,12.3%,65.8%,79.4%,62.3%,5/6,3:05,101
R64,13,(10)Jannik Sinner[ITA] [yr|ev],d.,88,Mikael Ymer[SWE] [yr|ev],6-4 6-3 5-7 6-2,1.47,3.8%,59.4%,79.4%,55.8%,3/6,1.4%,64.3%,56.7%,54.0%,13/19,3:03,1
R64,24,(20)John Isner[USA] [yr|ev],d.,52,Andy Murray[GBR] [yr|ev],6-4 7-6(4) 6-7(3) 6-4,1.11,29.5%,72.9%,84.0%,54.3%,2/2,7.9%,59.1%,81.3%,61.5%,1/3,3:23,8
R64,36,(32)Oscar Otte[GER] [yr|ev],d.,251,Christian Harrison[USA] [yr|ev],3-1 RET,2.50,40.0%,50.0%,100.0%,60.0%,0/0,7.1%,64.3%,44.4%,60.0%,2/3,0:15,36
R64,7,(5)Carlos Alcaraz[ESP] [yr|ev],d.,53,Tallon Griekspoor[NED] [yr|ev],6-4 7-6(0) 6-3,1.31,9.0%,59.0%,81.4%,61.0%,5/6,8.2%,55.3%,72.3%,55.3%,6/9,2:06,1
R64,112,Ugo Humbert[FRA] [yr|ev],d.,6,(3)Casper Ruud[NOR] [yr|ev],3-6 6-2 7-5 6-4,1.12,8.5%,66.7%,71.8%,46.2%,5/9,4.9%,62.3%,67.1%,45.7%,5/11,2:36,13
R64,58,David Goffin[BEL] [yr|ev],d.,35,(31)Sebastian Baez[ARG] [yr|ev],6-1 6-2 6-4,1.62,7.4%,61.7%,80.0%,51.6%,2/3,0.0%,67.1%,54.9%,40.0%,3/9,1:39,7
R64,28,(23)Frances Tiafoe[USA] [yr|ev],d.,172,Maximilian Marterer[GER] [yr|ev],6-2 6-2 7-6(3),2.75,21.4%,68.6%,89.6%,77.3%,0/0,7.9%,70.8%,68.3%,42.3%,2/6,1:36,10
R64,38,Alexander Bublik[KAZ] [yr|ev],d.,64,Dusan Lajovic[SRB] [yr|ev],7-6(7) 6-2 7-5,1.47,18.1%,54.3%,86.3%,65.1%,2/2,2.0%,68.6%,68.6%,59.4%,3/6,2:01,17
R64,12,(9)Cameron Norrie[GBR] [yr|ev],d.,71,Jaume Munar[ESP] [yr|ev],6-4 3-6 5-7 6-0 6-2,1.16,5.2%,62.7%,64.3%,62.0%,8/13,7.7%,60.8%,63.3%,49.0%,6/15,3:13,8
R64,93,Steve Johnson[USA] [yr|ev],d.,135,Ryan Peniston[GBR] [yr|ev],6-3 6-2 6-4,1.83,17.3%,57.3%,81.4%,71.9%,2/2,13.4%,64.6%,69.8%,37.9%,6/10,1:39,21
R64,32,(30)Tommy Paul[USA] [yr|ev],d.,86,Adrian Mannarino[FRA] [yr|ev],6-2 6-4 6-1,1.51,8.6%,67.9%,74.5%,57.7%,2/2,0.0%,63.6%,55.6%,50.0%,8/13,1:59,9
R64,68,Jiri Vesely[CZE] [yr|ev],d.,37,Alejandro Davidovich Fokina[ESP] [yr|ev],6-3 5-7 6-7(2) 6-3 7-6(7),1.03,10.7%,61.2%,79.8%,46.4%,11/15,7.3%,71.9%,71.9%,50.0%,7/12,3:52,35
R64,43,Cristian Garin[CHI] [yr|ev],d.,141,Hugo Grenier[FRA] [yr|ev],6-3 6-1 6-1,1.97,7.4%,61.8%,85.7%,53.8%,1/1,7.0%,71.8%,51.0%,40.0%,1/7,1:33,17
R64,34,(29)Jenson Brooksby[USA] [yr|ev],d.,47,Benjamin Bonzi[FRA] [yr|ev],7-6(3) 7-5 6-3,1.09,2.6%,72.4%,69.0%,59.4%,5/6,3.8%,63.5%,68.2%,55.3%,8/11,2:35,33
R64,27,(19)Alex De Minaur[AUS] [yr|ev],d.,94,Jack Draper[GBR] [yr|ev],5-7 7-6(0) 6-2 6-3,1.40,12.5%,54.5%,78.7%,60.8%,5/8,9.2%,61.1%,68.8%,43.1%,8/14,3:02,6
R64,132,Liam Broady[GBR] [yr|ev],d.,15,(12)Diego Schwartzman[ARG] [yr|ev],6-2 4-6 0-6 7-6(6) 6-1,0.91,5.7%,70.4%,64.3%,46.8%,7/12,2.2%,61.3%,64.3%,60.4%,9/14,3:47,93
R64,56,Brandon Nakashima[USA] [yr|ev],d.,16,(13)Denis Shapovalov[CAN] [yr|ev],6-2 4-6 6-1 7-6(6),1.28,3.8%,62.9%,84.8%,64.1%,0/1,7.3%,45.8%,79.5%,63.5%,2/6,2:19,31
R64,109,Daniel Elahi Galan[COL] [yr|ev],d.,19,(17)Roberto Bautista Agut[ESP] [yr|ev],W/O,,,,,,,,,,,,,56
R64,40,Nick Kyrgios[AUS] [yr|ev],d.,31,(26)Filip Krajinovic[SRB] [yr|ev],6-2 6-3 6-1,3.13,42.1%,70.2%,92.5%,64.7%,0/0,4.6%,59.8%,55.8%,42.9%,9/15,1:25,13
R64,5,(4)Stefanos Tsitsipas[GRE] [yr|ev],d.,76,Jordan Thompson[AUS] [yr|ev],6-2 6-3 7-5,1.88,6.6%,59.2%,84.4%,64.5%,1/2,5.0%,69.3%,60.0%,45.2%,5/11,2:04,3
R64,103,Jack Sock[USA] [yr|ev],d.,45,Maxime Cressy[USA] [yr|ev],6-4 6-4 3-6 7-6(1),1.16,8.1%,65.0%,72.5%,55.8%,8/12,14.9%,56.0%,69.3%,50.8%,6/11,3:01,8
R64,99,Jason Kubler[AUS] [yr|ev],d.,153,Dennis Novak[AUT] [yr|ev],6-3 6-4 6-4,1.71,6.1%,65.9%,83.3%,60.7%,1/2,8.3%,61.9%,73.1%,34.4%,3/7,1:57,63
R64,51,Alex Molcan[SVK] [yr|ev],d.,65,Marcos Giron[USA] [yr|ev],6-3 6-2 6-4,1.46,5.8%,70.9%,77.0%,56.0%,1/2,3.8%,56.3%,60.0%,54.3%,3/8,1:48,38
R64,14,(11)Taylor Fritz[USA] [yr|ev],d.,288,Alastair Gray[GBR] [yr|ev],6-3 7-6(3) 6-3,1.36,6.0%,73.0%,75.3%,51.9%,7/9,4.5%,64.8%,73.7%,29.0%,5/9,2:04,4
R64,69,Richard Gasquet[FRA] [yr|ev],d.,55,Mackenzie Mcdonald[USA] [yr|ev],6-3 3-6 6-4 6-3,1.14,3.1%,59.8%,80.3%,51.0%,8/9,7.5%,67.2%,73.3%,45.5%,13/16,2:31,7
R64,25,(21)Botic Van De Zandschulp[NED] [yr|ev],d.,49,Emil Ruusuvuori[FIN] [yr|ev],3-6 6-1 6-4 6-4,1.33,8.7%,58.7%,83.6%,53.5%,3/4,7.1%,69.6%,67.9%,47.1%,7/11,2:23,22
R64,54,(27)Lorenzo Sonego[ITA] [yr|ev],d.,66,Hugo Gaston[FRA] [yr|ev],7-6(4) 6-4 6-4,1.41,6.4%,60.6%,77.2%,62.2%,2/3,1.7%,60.3%,63.0%,54.2%,10/13,2:30,21
R64,4,(2)Rafael Nadal[ESP] [yr|ev],d.,106,Ricardas Berankis[LTU] [yr|ev],6-4 6-4 4-6 6-3,1.23,10.9%,65.5%,71.8%,61.0%,3/5,2.4%,66.1%,67.9%,46.5%,12/16,3:02,1
R128,3,(1)Novak Djokovic[SRB] [yr|ev],d.,81,Soon Woo Kwon[KOR] [yr|ev],6-3 3-6 6-3 6-4,1.29,14.4%,60.6%,85.7%,48.8%,4/6,6.9%,58.8%,75.0%,45.2%,4/8,2:27,1
R128,79,Thanasi Kokkinakis[AUS] [yr|ev],d.,91,Kamil Majchrzak[POL] [yr|ev],7-6(5) 6-2 7-5,1.22,16.2%,57.1%,80.0%,55.6%,6/7,3.7%,67.6%,64.4%,60.0%,5/9,2:29,65
R128,78,Alejandro Tabilo[CHI] [yr|ev],d.,57,Laslo Djere[SRB] [yr|ev],7-6(6) 6-2 1-6 4-6 7-6(11),1.05,6.9%,62.3%,77.8%,51.7%,5/9,9.2%,62.0%,76.2%,50.0%,3/6,3:21,19
R128,30,(25)Miomir Kecmanovic[SRB] [yr|ev],d.,85,John Millman[AUS] [yr|ev],6-3 2-6 6-3 6-4,1.07,5.5%,60.0%,72.7%,52.3%,5/8,6.2%,62.8%,66.2%,54.8%,6/11,2:26,27
R128,26,(22)Nikoloz Basilashvili[GEO] [yr|ev],d.,280,Lukas Rosol[CZE] [yr|ev],6-7(4) 7-6(6) 3-6 6-3 6-3,0.94,9.6%,57.2%,75.8%,49.3%,5/9,6.8%,69.2%,80.2%,35.6%,4/10,2:46,16
R128,82,Quentin Halys[FRA] [yr|ev],d.,73,Benoit Paire[FRA] [yr|ev],4-6 6-1 6-2 6-4,1.37,10.4%,67.0%,76.1%,60.0%,3/4,7.1%,59.8%,79.1%,31.1%,6/11,1:54,54
R128,104,Tim Van Rijthoven[NED] [yr|ev],d.,84,Federico Delbonis[ARG] [yr|ev],7-6(7) 6-1 6-2,1.79,19.5%,68.8%,90.6%,45.8%,2/3,1.3%,68.4%,59.3%,56.0%,3/8,1:42,101
R128,18,(15)Reilly Opelka[USA] [yr|ev],d.,98,Carlos Taberner[ESP] [yr|ev],7-6(5) 6-4 6-4,1.46,22.1%,62.1%,86.4%,61.1%,3/3,2.6%,58.3%,76.1%,52.1%,9/11,2:28,17
R128,13,(10)Jannik Sinner[ITA] [yr|ev],d.,267,Stan Wawrinka[SUI] [yr|ev],7-5 4-6 6-3 6-2,1.34,7.8%,63.8%,77.0%,59.5%,3/5,7.6%,48.5%,70.3%,51.5%,10/15,2:41,1
R128,88,Mikael Ymer[SWE] [yr|ev],d.,61,Daniel Altmaier[GER] [yr|ev],6-3 7-5 7-5,1.40,4.0%,66.7%,72.7%,60.6%,4/6,8.9%,61.0%,62.7%,45.8%,12/17,2:26,50
R128,52,Andy Murray[GBR] [yr|ev],d.,74,James Duckworth[AUS] [yr|ev],4-6 6-3 6-2 6-4,1.46,15.4%,63.5%,84.8%,50.0%,0/2,8.5%,61.9%,72.6%,37.8%,6/11,2:43,1
R128,24,(20)John Isner[USA] [yr|ev],d.,206,Enzo Couacaud[FRA] [yr|ev],6-7(6) 7-6(3) 4-6 6-3 7-5,1.30,34.6%,73.7%,84.3%,61.0%,2/3,7.7%,68.6%,74.1%,66.0%,5/7,3:15,8
R128,36,(32)Oscar Otte[GER] [yr|ev],d.,92,Peter Gojowczyk[GER] [yr|ev],6-1 6-2 6-1,1.74,6.8%,52.1%,81.6%,54.3%,1/1,4.2%,52.1%,64.9%,23.5%,2/9,1:18,36
R128,251,Christian Harrison[USA] [yr|ev],d.,156,Jay Clarke[GBR] [yr|ev],7-6(3) 6-1 7-6(6),1.21,6.8%,68.0%,71.4%,60.6%,0/2,6.5%,58.3%,65.1%,55.6%,8/12,2:24,198
R128,53,Tallon Griekspoor[NED] [yr|ev],d.,63,Fabio Fognini[ITA] [yr|ev],5-7 7-5 6-3 6-4,1.32,11.9%,64.4%,84.2%,54.8%,3/5,10.4%,60.9%,78.6%,44.4%,2/6,2:06,21
R128,7,(5)Carlos Alcaraz[ESP] [yr|ev],d.,155,Jan Lennard Struff[GER] [yr|ev],4-6 7-5 4-6 7-6(3) 6-4,1.15,17.6%,65.3%,75.7%,55.9%,6/8,11.0%,53.8%,77.9%,48.5%,12/14,4:11,1
R128,6,(3)Casper Ruud[NOR] [yr|ev],d.,39,Albert Ramos[ESP] [yr|ev],7-6(1) 7-6(9) 6-2,1.37,13.0%,71.3%,75.3%,54.8%,4/6,3.9%,68.2%,63.6%,46.3%,11/15,2:44,2
R128,112,Ugo Humbert[FRA] [yr|ev],d.,77,Tomas Martin Etcheverry[ARG] [yr|ev],6-3 3-6 4-6 6-3 6-4,1.21,8.2%,61.6%,75.6%,57.1%,7/10,5.3%,70.0%,65.7%,53.3%,8/12,3:28,13
R128,58,David Goffin[BEL] [yr|ev],d.,113,Radu Albot[MDA] [yr|ev],6-2 6-2 7-6(5),1.29,11.7%,58.5%,67.3%,61.5%,10/13,1.0%,52.5%,65.4%,42.6%,10/17,2:03,7
R128,35,(31)Sebastian Baez[ARG] [yr|ev],d.,118,Taro Daniel[JPN] [yr|ev],6-4 6-4 7-5,1.20,3.8%,73.1%,69.7%,50.0%,7/9,4.0%,56.4%,66.7%,45.5%,10/15,2:21,18
R128,28,(23)Frances Tiafoe[USA] [yr|ev],d.,256,Andrea Vavassori[ITA] [yr|ev],6-4 6-4 6-4,2.11,5.3%,70.7%,86.8%,68.2%,3/4,7.1%,52.5%,75.0%,44.7%,6/10,1:47,10
R128,172,Maximilian Marterer[GER] [yr|ev],d.,200,Aljaz Bedene[SLO] [yr|ev],4-6 7-5 6-4 7-5,1.03,5.0%,51.4%,76.4%,52.9%,8/11,10.9%,52.3%,79.1%,47.5%,6/11,3:04,45
R128,38,Alexander Bublik[KAZ] [yr|ev],d.,59,Marton Fucsovics[HUN] [yr|ev],6-1 6-2 6-4,1.56,20.3%,63.3%,84.0%,44.8%,4/4,7.9%,63.2%,56.3%,46.4%,5/10,1:22,17
R128,64,Dusan Lajovic[SRB] [yr|ev],d.,20,(16)Pablo Carreno Busta[ESP] [yr|ev],3-6 6-4 RET,0.99,6.8%,54.2%,65.6%,51.9%,6/9,5.8%,63.5%,63.6%,52.6%,1/4,1:16,23
R128,12,(9)Cameron Norrie[GBR] [yr|ev],d.,100,Pablo Andujar[ESP] [yr|ev],6-0 7-6(3) 6-3,1.73,13.2%,63.2%,77.1%,67.9%,1/2,1.9%,66.0%,63.2%,37.1%,5/11,2:02,8
R128,71,Jaume Munar[ESP] [yr|ev],d.,89,Thiago Monteiro[BRA] [yr|ev],6-2 6-4 7-5,1.74,8.9%,57.0%,77.8%,73.5%,2/3,6.5%,57.0%,60.4%,55.0%,7/12,2:09,52
R128,135,Ryan Peniston[GBR] [yr|ev],d.,96,Henri Laaksonen[SUI] [yr|ev],6-4 6-3 6-2,1.30,2.4%,55.3%,72.3%,57.9%,5/6,7.4%,63.2%,70.0%,31.4%,7/13,1:58,123
R128,93,Steve Johnson[USA] [yr|ev],d.,21,(18)Grigor Dimitrov[BUL] [yr|ev],4-6 5-2 RET,1.04,10.5%,56.1%,75.0%,52.0%,3/5,17.1%,63.4%,76.9%,40.0%,0/2,1:06,21
R128,32,(30)Tommy Paul[USA] [yr|ev],d.,115,Fernando Verdasco[ESP] [yr|ev],6-1 6-2 7-6(4),1.68,0.0%,60.8%,75.0%,67.7%,2/4,6.7%,57.8%,55.8%,50.0%,5/11,1:42,9
R128,86,Adrian Mannarino[FRA] [yr|ev],d.,209,Max Purcell[AUS] [yr|ev],6-3 7-6(0) 4-6 4-6 6-4,0.96,7.8%,57.5%,74.8%,53.7%,22/25,15.8%,68.4%,77.9%,43.8%,9/12,3:53,17
R128,68,Jiri Vesely[CZE] [yr|ev],d.,67,Federico Coria[ARG] [yr|ev],6-3 6-2 7-6(3),1.61,25.6%,59.3%,90.2%,51.4%,4/5,3.3%,62.0%,64.9%,48.6%,8/12,1:48,35
R128,37,Alejandro Davidovich Fokina[ESP] [yr|ev],d.,10,(7)Hubert Hurkacz[POL] [yr|ev],7-6(4) 6-4 5-7 2-6 7-6(8),1.00,3.1%,58.9%,70.8%,58.2%,3/9,12.3%,59.6%,75.5%,50.7%,5/9,3:28,21
R128,43,Cristian Garin[CHI] [yr|ev],d.,137,Elias Ymer[SWE] [yr|ev],6-3 7-5 6-4,1.65,4.9%,63.4%,78.8%,60.0%,3/5,5.8%,51.0%,66.0%,41.2%,10/16,2:08,17
R128,141,Hugo Grenier[FRA] [yr|ev],d.,105,Marc Andrea Huesler[SUI] [yr|ev],6-3 7-6(0) 6-7(5) 2-6 6-4,1.17,9.7%,71.0%,80.9%,46.7%,4/7,6.5%,53.0%,75.3%,55.7%,7/11,3:38,95
R128,47,Benjamin Bonzi[FRA] [yr|ev],d.,119,Zdenek Kolar[CZE] [yr|ev],6-3 6-3 6-1,1.99,14.9%,61.2%,75.6%,80.8%,0/0,2.4%,63.9%,66.0%,36.7%,5/10,1:33,42
R128,34,(29)Jenson Brooksby[USA] [yr|ev],d.,164,Mikhail Kukushkin[KAZ] [yr|ev],6-3 6-2 6-3,1.58,3.8%,65.0%,71.2%,60.7%,3/4,2.7%,64.9%,54.2%,38.5%,1/7,1:51,33
R128,27,(19)Alex De Minaur[AUS] [yr|ev],d.,80,Hugo Dellien[BOL] [yr|ev],6-1 6-3 7-5,1.45,8.6%,53.1%,79.1%,50.0%,0/2,4.2%,66.7%,51.6%,46.9%,3/10,1:47,6
R128,94,Jack Draper[GBR] [yr|ev],d.,146,Zizou Bergs[BEL] [yr|ev],6-4 6-4 7-6(4),1.16,9.4%,54.7%,77.6%,60.4%,3/4,7.2%,67.0%,70.8%,53.1%,2/5,2:25,6
R128,132,Liam Broady[GBR] [yr|ev],d.,243,Lukas Klein[SVK] [yr|ev],4-6 6-3 7-5 6-7(2) 6-3,0.93,5.1%,66.9%,72.3%,47.5%,10/14,8.3%,68.1%,68.4%,63.0%,5/11,3:31,93
R128,15,(12)Diego Schwartzman[ARG] [yr|ev],d.,107,Stefan Kozlov[USA] [yr|ev],6-3 6-2 6-2,1.26,0.0%,71.7%,57.6%,50.0%,9/12,3.4%,70.1%,55.7%,15.4%,7/16,2:24,8
R128,16,(13)Denis Shapovalov[CAN] [yr|ev],d.,62,Arthur Rinderknech[FRA] [yr|ev],6-1 6-7(6) 6-7(4) 6-4 6-1,1.48,13.9%,52.8%,85.5%,63.2%,5/6,7.5%,64.8%,72.8%,44.6%,8/15,3:23,10
R128,56,Brandon Nakashima[USA] [yr|ev],d.,261,Nicola Kuhn[GER] [yr|ev],6-3 6-7(1) 6-3 6-2,1.33,6.8%,65.3%,76.6%,61.0%,3/4,3.4%,64.1%,68.0%,50.0%,9/14,2:30,31
R128,109,Daniel Elahi Galan[COL] [yr|ev],d.,117,Dominik Koepfer[GER] [yr|ev],6-4 7-5 7-6(1),1.12,4.8%,53.3%,76.8%,53.1%,2/5,1.0%,64.6%,64.1%,57.1%,1/6,2:02,56
R128,19,(17)Roberto Bautista Agut[ESP] [yr|ev],d.,331,Attila Balazs[HUN] [yr|ev],6-1 6-0 6-3,2.19,7.4%,69.1%,85.1%,52.4%,4/4,1.2%,57.1%,54.2%,33.3%,9/16,1:32,9
