Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
5,Andy Roddick,USA,3,629,96.3%,23.1%,46,15.1%,3,1.0%,70.1%,80.8%,65.9%,76.3%,10,80.0%,36.0%,23,52.2%,55.5%,1.52,7:19
7,Jo-Wilfried Tsonga,FRA,4,745,95.2%,25.0%,44,12.5%,12,3.4%,62.3%,85.0%,57.9%,74.8%,12,75.0%,37.2%,43,34.9%,55.0%,1.48,8:00
3,Rafael Nadal,ESP,6,1142,82.6%,32.2%,17,3.2%,8,1.5%,68.6%,72.1%,63.5%,69.4%,40,60.0%,43.8%,66,43.9%,55.7%,1.43,15:01
6,Juan Martin del Potro,ARG,7,1461,85.8%,38.4%,82,12.0%,24,3.5%,63.7%,78.9%,52.0%,69.1%,57,71.9%,43.8%,90,47.8%,55.6%,1.42,18:10
31,Lleyton Hewitt,AUS,3,604,83.0%,31.9%,14,5.1%,10,3.6%,50.5%,75.7%,57.7%,66.8%,23,65.2%,43.4%,48,31.3%,54.1%,1.31,6:33
1,Roger Federer,SUI,7,1604,90.8%,26.2%,88,11.1%,26,3.3%,59.6%,78.3%,57.9%,70.1%,50,76.0%,38.9%,81,40.7%,54.4%,1.30,17:00
8,Nikolay Davydenko,RUS,4,718,83.3%,33.9%,22,6.0%,14,3.8%,67.0%,69.7%,58.3%,65.9%,32,68.8%,43.5%,35,57.1%,54.9%,1.28,8:24
2,Andy Murray,GBR,4,709,84.7%,31.0%,38,11.2%,7,2.1%,54.3%,77.7%,54.8%,67.3%,20,55.0%,41.9%,47,38.3%,54.0%,1.28,8:02
,Julien Benneteau,FRA,3,596,85.4%,28.3%,19,6.6%,6,2.1%,65.2%,72.0%,59.4%,67.6%,22,68.2%,40.8%,31,41.9%,53.9%,1.26,7:10
4,Novak Djokovic,SRB,6,1228,85.0%,29.9%,40,6.6%,19,3.1%,65.9%,72.9%,55.8%,67.1%,40,62.5%,41.7%,74,39.2%,54.2%,1.26,14:19
20,Tommy Haas,GER,3,828,82.5%,26.2%,42,10.9%,17,4.4%,60.8%,75.6%,55.0%,67.5%,24,54.2%,40.6%,47,34.0%,53.1%,1.25,9:19
9,Gilles Simon,FRA,3,573,84.4%,30.2%,19,6.8%,8,2.9%,52.9%,73.0%,57.6%,65.7%,20,65.0%,42.0%,26,50.0%,53.6%,1.22,6:36
12,Robin Soderling,SWE,5,907,86.3%,24.3%,62,14.2%,19,4.3%,59.4%,81.9%,50.6%,69.2%,27,63.0%,37.1%,41,41.5%,52.6%,1.20,9:13
16,Marin Cilic,CRO,5,994,77.8%,35.0%,43,8.5%,21,4.2%,52.8%,75.2%,51.3%,63.9%,41,56.1%,42.4%,54,51.9%,53.3%,1.18,11:45
,Pablo Cuevas,URU,2,395,83.9%,16.1%,27,14.4%,7,3.7%,67.0%,77.0%,51.6%,68.6%,10,50.0%,36.7%,17,29.4%,51.9%,1.17,4:30
17,Tomas Berdych,CZE,3,683,90.6%,15.4%,27,8.1%,12,3.6%,54.7%,79.1%,56.3%,68.8%,18,72.2%,36.3%,29,27.6%,52.1%,1.16,7:46
Q,Somdev Devvarman,IND,2,416,76.7%,35.5%,7,3.8%,4,2.2%,67.2%,68.3%,50.0%,62.3%,18,61.1%,43.3%,34,32.4%,51.7%,1.15,5:14
Q,Jesse Witten,USA,3,733,70.9%,38.9%,22,6.3%,21,6.0%,47.3%,68.7%,50.8%,59.3%,38,57.9%,46.6%,48,43.8%,52.7%,1.14,8:40
,Paul Capdeville,CHI,2,388,73.3%,21.4%,15,8.3%,3,1.7%,59.4%,67.3%,57.5%,63.3%,19,57.9%,41.8%,17,35.3%,51.8%,1.14,3:54
,Olivier Rochus,BEL,2,414,87.1%,31.3%,7,3.3%,6,2.9%,67.1%,68.8%,55.1%,64.3%,24,83.3%,40.7%,20,50.0%,52.7%,1.14,4:31
21,James Blake,USA,3,650,80.8%,24.5%,34,10.5%,14,4.3%,53.3%,74.4%,55.0%,65.3%,19,47.4%,39.1%,33,36.4%,52.2%,1.13,6:59
10,Fernando Verdasco,ESP,5,1131,82.6%,27.4%,51,9.6%,37,6.9%,61.0%,74.8%,52.4%,66.1%,35,54.3%,38.4%,54,48.1%,51.5%,1.13,12:57
13,Gael Monfils,FRA,4,692,82.1%,29.8%,50,14.6%,8,2.3%,62.0%,76.4%,46.9%,65.2%,22,54.5%,38.9%,35,48.6%,51.9%,1.12,7:43
11,Fernando Gonzalez,CHI,5,1074,93.0%,19.0%,70,12.8%,20,3.7%,59.6%,77.5%,57.7%,69.5%,35,82.9%,33.6%,43,37.2%,51.9%,1.10,11:52
15,Radek Stepanek,CZE,4,755,78.7%,27.9%,32,8.3%,16,4.2%,57.0%,74.0%,48.5%,63.0%,36,63.9%,40.4%,34,50.0%,51.9%,1.09,8:41
,Jose Acasuso,ARG,3,544,81.8%,24.4%,27,10.5%,14,5.4%,50.8%,79.4%,50.4%,65.1%,23,65.2%,37.8%,29,37.9%,50.7%,1.08,6:25
Q,Marco Chiudinelli,SUI,3,666,70.6%,30.8%,14,4.4%,6,1.9%,56.3%,66.7%,52.9%,60.6%,34,55.9%,42.5%,30,53.3%,51.2%,1.08,7:49
WC,Jesse Levine,CAN,2,408,68.8%,35.3%,13,7.0%,15,8.0%,57.8%,68.5%,46.8%,59.4%,19,47.4%,43.4%,25,48.0%,50.7%,1.07,4:35
24,Juan Carlos Ferrero,ESP,4,844,74.6%,24.2%,19,4.7%,7,1.7%,63.7%,68.0%,53.4%,62.7%,41,61.0%,39.6%,46,34.8%,50.6%,1.06,9:44
18,David Ferrer,ESP,2,525,66.7%,38.1%,12,4.7%,17,6.7%,58.1%,68.7%,41.5%,57.3%,31,54.8%,44.9%,46,34.8%,50.9%,1.05,5:55
,Mikhail Youzhny,RUS,2,486,70.3%,38.9%,15,6.0%,16,6.5%,59.7%,69.6%,39.0%,57.3%,19,42.1%,45.0%,28,50.0%,51.2%,1.05,6:03
,John Isner,USA,4,909,88.6%,13.0%,80,17.4%,16,3.5%,65.3%,79.1%,58.8%,72.0%,21,57.1%,29.0%,23,43.5%,50.8%,1.04,10:43
,Nicolas Lapentti,ECU,2,726,73.1%,26.9%,14,3.8%,10,2.7%,62.6%,69.7%,46.3%,61.0%,34,58.8%,40.6%,37,37.8%,50.8%,1.04,9:31
,Ivan Navarro,ESP,2,584,89.1%,10.9%,20,6.8%,6,2.1%,77.4%,74.3%,62.1%,71.6%,12,58.3%,29.5%,10,50.0%,50.5%,1.04,6:25
LL,Peter Luczak,AUS,1,249,65.0%,30.0%,5,4.0%,2,1.6%,58.4%,53.4%,65.4%,58.4%,17,58.8%,42.7%,12,50.0%,50.6%,1.03,2:50
,Robby Ginepri,USA,2,561,66.7%,39.5%,18,7.1%,2,0.8%,65.5%,62.4%,47.1%,57.1%,25,44.0%,44.3%,44,38.6%,50.1%,1.03,5:46
14,Tommy Robredo,ESP,4,848,83.3%,21.2%,29,6.6%,14,3.2%,61.5%,74.1%,47.9%,64.0%,32,65.6%,36.7%,35,40.0%,50.8%,1.02,9:35
,Evgeny Korolev,KAZ,1,285,86.4%,17.4%,15,9.9%,6,4.0%,62.3%,75.5%,47.4%,64.9%,10,70.0%,35.8%,8,50.0%,51.2%,1.02,3:08
