Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
Q,Daniel Nestor,CAN,2,301,92.0%,37.5%,12,8.8%,2,1.5%,71.3%,78.4%,69.2%,75.7%,3,33.3%,44.2%,21,42.9%,58.5%,1.82,2:42
,Xavier Malisse,BEL,2,454,86.5%,23.7%,18,9.5%,6,3.2%,66.3%,81.0%,60.9%,74.2%,10,50.0%,40.5%,39,23.1%,54.6%,1.57,3:50
2,Andre Agassi,USA,6,1212,89.2%,30.0%,44,7.6%,19,3.3%,62.2%,75.4%,61.4%,70.1%,27,59.3%,41.1%,76,39.5%,55.0%,1.38,12:34
,Greg Rusedski,GBR,4,753,93.8%,20.3%,65,17.6%,19,5.1%,55.3%,88.2%,58.2%,74.8%,9,55.6%,33.9%,28,46.4%,53.9%,1.34,7:03
3,Patrick Rafter,AUS,7,1606,91.0%,20.5%,89,11.4%,32,4.1%,67.7%,79.1%,57.7%,72.2%,32,62.5%,35.6%,66,40.9%,53.5%,1.28,16:33
6,Tim Henman,GBR,6,1499,89.0%,25.2%,49,6.7%,38,5.2%,63.2%,77.3%,54.4%,68.9%,45,71.1%,39.3%,66,43.9%,53.8%,1.26,15:45
1,Pete Sampras,USA,4,1046,94.2%,14.3%,93,18.5%,27,5.4%,67.7%,82.7%,55.2%,73.8%,19,73.7%,33.0%,50,24.0%,52.7%,1.26,10:28
,Jiri Novak,CZE,2,434,81.6%,28.9%,15,7.2%,9,4.3%,71.0%,74.1%,53.3%,68.1%,12,41.7%,40.1%,16,68.8%,53.5%,1.26,3:47
Q,Taylor Dent,USA,2,461,83.3%,30.6%,30,13.5%,22,9.9%,60.1%,77.6%,48.3%,65.9%,17,64.7%,42.0%,27,40.7%,53.6%,1.23,4:12
,Sargis Sargsian,ARM,3,561,89.1%,23.9%,15,5.5%,16,5.9%,61.5%,79.8%,56.2%,70.7%,18,72.2%,36.1%,35,31.4%,52.9%,1.23,5:24
LL,Wayne Black,ZIM,3,583,73.3%,36.4%,16,5.8%,10,3.6%,50.9%,68.8%,57.4%,63.2%,30,60.0%,44.8%,33,48.5%,53.5%,1.22,6:04
5,Lleyton Hewitt,AUS,4,1065,84.7%,22.6%,24,4.8%,19,3.8%,56.3%,72.5%,61.3%,67.6%,27,51.9%,39.1%,55,34.5%,52.4%,1.21,11:07
WC,Goran Ivanisevic,CRO,7,1743,93.9%,11.7%,212,24.7%,58,6.8%,61.8%,86.2%,54.6%,74.1%,27,66.7%,31.1%,46,37.0%,52.3%,1.20,15:29
10,Thomas Enqvist,SWE,5,892,85.5%,36.2%,60,13.7%,43,9.8%,47.7%,80.9%,50.7%,65.1%,29,65.5%,42.1%,49,51.0%,53.4%,1.20,8:29
,Raemon Sluiter,NED,3,781,80.3%,23.3%,34,9.0%,14,3.7%,58.5%,75.1%,52.9%,65.9%,30,60.0%,39.7%,35,40.0%,52.4%,1.16,7:38
,Mikhail Youzhny,RUS,4,855,84.8%,27.7%,35,8.2%,17,4.0%,55.0%,80.0%,50.5%,66.7%,36,72.2%,38.3%,43,41.9%,52.5%,1.15,8:23
,Cedric Pioline,FRA,2,572,87.2%,15.9%,39,13.6%,14,4.9%,61.0%,79.4%,51.8%,68.6%,16,62.5%,35.8%,20,35.0%,52.3%,1.14,5:32
,Byron Black,ZIM,2,261,78.3%,34.8%,5,3.8%,4,3.0%,70.5%,67.7%,61.5%,65.9%,10,50.0%,38.8%,16,50.0%,52.5%,1.14,2:23
9,Sebastien Grosjean,FRA,3,692,88.0%,21.6%,18,5.6%,6,1.9%,64.9%,72.5%,52.7%,65.5%,17,64.7%,39.4%,38,28.9%,51.4%,1.14,6:39
20,Fabrice Santoro,FRA,3,490,79.5%,28.9%,4,1.6%,5,2.0%,65.7%,67.1%,59.5%,64.5%,24,66.7%,40.0%,18,61.1%,52.2%,1.13,4:44
19,Nicolas Kiefer,GER,4,906,78.9%,27.5%,57,12.5%,15,3.3%,56.7%,73.0%,52.5%,64.1%,43,65.1%,40.1%,51,37.3%,52.2%,1.12,9:37
Q,Neville Godwin,RSA,1,319,79.2%,16.0%,9,6.2%,10,6.9%,53.8%,80.8%,49.3%,66.2%,15,66.7%,37.4%,17,23.5%,50.5%,1.11,3:24
7,Yevgeny Kafelnikov,RUS,3,652,82.4%,31.4%,25,7.7%,27,8.3%,52.6%,80.1%,46.8%,64.3%,25,64.0%,39.4%,34,47.1%,51.8%,1.11,5:56
8,Juan Carlos Ferrero,ESP,3,631,78.4%,30.0%,14,4.5%,11,3.5%,64.6%,69.2%,50.0%,62.4%,21,47.6%,41.3%,29,51.7%,51.7%,1.10,6:07
,Olivier Rochus,BEL,2,492,84.2%,27.0%,12,4.9%,10,4.1%,58.8%,72.0%,60.0%,67.1%,16,62.5%,36.1%,18,55.6%,51.4%,1.10,4:51
,David Prinosil,GER,3,841,85.1%,26.9%,26,6.2%,38,9.1%,56.2%,75.3%,50.8%,64.6%,31,67.7%,39.0%,36,50.0%,51.7%,1.10,7:35
,Jason Stoltenberg,AUS,2,534,74.4%,28.9%,22,8.9%,15,6.0%,57.7%,68.5%,54.3%,62.5%,19,42.1%,40.9%,28,46.4%,50.9%,1.09,5:21
24,Nicolas Escude,FRA,5,1173,82.6%,27.0%,47,7.9%,20,3.4%,64.8%,70.7%,51.0%,63.8%,54,70.4%,39.3%,54,44.4%,51.7%,1.09,12:17
29,Guillermo Coria,ARG,1,294,68.2%,36.4%,4,3.1%,9,7.0%,53.9%,63.8%,50.8%,57.8%,12,41.7%,45.8%,24,33.3%,51.0%,1.09,3:09
,Andy Roddick,USA,3,701,93.1%,10.5%,44,12.2%,11,3.0%,68.5%,78.2%,57.0%,71.5%,22,81.8%,30.7%,15,40.0%,51.8%,1.08,6:10
,Guillermo Canas,ARG,4,1089,81.0%,19.5%,45,8.7%,19,3.7%,61.6%,73.3%,50.5%,64.5%,41,63.4%,38.2%,55,29.1%,50.7%,1.08,11:02
15,Roger Federer,SUI,5,1346,89.6%,19.4%,74,10.6%,13,1.9%,64.2%,75.4%,53.2%,67.5%,59,81.4%,35.0%,50,40.0%,51.9%,1.08,12:50
4,Marat Safin,RUS,5,1164,85.9%,22.2%,59,10.0%,18,3.1%,62.0%,77.0%,46.9%,65.5%,39,66.7%,36.9%,46,43.5%,51.4%,1.07,10:50
,Michael Chang,USA,2,526,75.0%,35.0%,17,6.7%,5,2.0%,58.3%,67.3%,50.5%,60.3%,21,52.4%,42.3%,29,48.3%,51.0%,1.07,5:39
23,Todd Martin,USA,4,1078,85.6%,21.6%,71,12.9%,24,4.4%,66.5%,76.2%,48.4%,66.8%,34,61.8%,35.3%,45,42.2%,51.4%,1.07,10:26
