Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,
F,125,(WC)Goran Ivanisevic[CRO] [yr|ev],d.,10,(3)Patrick Rafter[AUS] [yr|ev],6-3 3-6 6-3 2-6 9-7,0.93,16.5%,55.5%,81.3%,50.7%,3/6,9.4%,63.3%,77.3%,56.9%,3/6,3:02
SF,125,(WC)Goran Ivanisevic[CRO] [yr|ev],d.,11,(6)Tim Henman[GBR] [yr|ev],7-5 6-7(6) 0-6 7-6(5) 6-3,0.84,20.3%,62.2%,80.4%,44.6%,6/9,4.5%,63.0%,77.3%,63.2%,4/6,3:02
SF,10,(3)Patrick Rafter[AUS] [yr|ev],d.,2,(2)Andre Agassi[USA] [yr|ev],2-6 6-3 3-6 6-2 8-6,0.95,18.6%,60.9%,75.5%,46.0%,11/15,4.5%,64.4%,64.7%,68.1%,4/9,3:00
QF,11,(6)Tim Henman[GBR] [yr|ev],d.,15,(15)Roger Federer[SUI] [yr|ev],7-5 7-6(6) 2-6 7-6(6),1.06,5.0%,63.6%,77.5%,49.0%,8/12,8.0%,60.7%,75.8%,49.2%,6/9,3:13
QF,125,(WC)Goran Ivanisevic[CRO] [yr|ev],d.,3,(4)Marat Safin[RUS] [yr|ev],7-6(2) 7-5 3-6 7-6(3),1.29,22.4%,61.2%,89.0%,53.8%,4/5,9.5%,64.9%,78.1%,50.0%,5/6,2:27
QF,10,(3)Patrick Rafter[AUS] [yr|ev],d.,13,(10)Thomas Enqvist[SWE] [yr|ev],6-1 6-3 7-6(5),1.51,16.0%,68.1%,76.6%,63.3%,1/2,6.1%,38.8%,78.9%,45.0%,5/10,1:55
QF,2,(2)Andre Agassi[USA] [yr|ev],d.,38,(24)Nicolas Escude[FRA] [yr|ev],6-7(3) 6-3 6-4 6-2,1.53,7.9%,57.0%,78.5%,63.3%,4/6,10.3%,54.8%,63.8%,49.1%,13/19,2:40
R16,15,(15)Roger Federer[SUI] [yr|ev],d.,6,(1)Pete Sampras[USA] [yr|ev],7-6(7) 5-7 6-4 6-7(2) 7-5,1.12,13.8%,62.4%,82.3%,51.5%,9/11,13.8%,69.8%,76.5%,45.6%,11/14,3:41
R16,11,(6)Tim Henman[GBR] [yr|ev],d.,34,(23)Todd Martin[USA] [yr|ev],6-7(3) 7-6(5) 4-6 6-3 6-2,1.12,11.1%,70.2%,76.7%,43.1%,10/13,12.9%,65.0%,71.7%,45.6%,7/12,3:37
R16,3,(4)Marat Safin[RUS] [yr|ev],d.,12,(13)Arnaud Clement[FRA] [yr|ev],6-0 6-3 6-2,2.10,14.8%,44.3%,96.3%,58.8%,1/1,4.6%,55.2%,60.4%,33.3%,4/11,1:30
