Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Roger Federer[SUI] [yr|ev],d.,4,(2)Andy Roddick[USA] [yr|ev],6-2 7-6(2) 6-4,1.89,15.2%,62.0%,81.6%,73.3%,1/2,7.3%,70.8%,67.6%,39.3%,5/9,1:41,1
SF,1,(1)Roger Federer[SUI] [yr|ev],d.,2,(3)Lleyton Hewitt[AUS] [yr|ev],6-3 6-4 7-6(4),1.28,10.6%,52.1%,85.7%,57.8%,0/1,4.9%,46.1%,74.5%,56.4%,5/8,2:08,1
SF,4,(2)Andy Roddick[USA] [yr|ev],d.,22,(12)Thomas Johansson[SWE] [yr|ev],6-7(6) 6-2 7-6(10) 7-6(5),1.43,13.3%,74.8%,78.5%,72.2%,3/4,12.3%,57.4%,77.5%,53.0%,2/5,2:59,1
QF,1,(1)Roger Federer[SUI] [yr|ev],d.,24,(21)Fernando Gonzalez[CHI] [yr|ev],7-5 6-2 7-6(2),1.57,10.1%,59.6%,77.4%,72.2%,2/3,5.1%,66.3%,64.6%,54.5%,2/6,1:51,1
QF,2,(3)Lleyton Hewitt[AUS] [yr|ev],d.,33,(26)Feliciano Lopez[ESP] [yr|ev],7-5 6-4 7-6(2),1.67,16.9%,62.9%,89.3%,66.7%,2/3,7.4%,57.4%,77.8%,55.0%,3/6,1:59,1
QF,22,(12)Thomas Johansson[SWE] [yr|ev],d.,19,(18)David Nalbandian[ARG] [yr|ev],7-6(5) 6-2 6-2,1.45,7.6%,57.6%,77.4%,51.3%,7/9,4.1%,65.3%,55.7%,42.9%,10/16,2:17,7
QF,4,(2)Andy Roddick[USA] [yr|ev],d.,27,(9)Sebastien Grosjean[FRA] [yr|ev],3-6 6-2 6-1 3-6 6-3,1.27,11.4%,66.7%,78.0%,53.7%,5/7,7.4%,44.1%,73.3%,52.6%,11/16,2:50,1
R16,1,(1)Roger Federer[SUI] [yr|ev],d.,31,(23)Juan Carlos Ferrero[ESP] [yr|ev],6-3 6-4 7-6(6),1.30,11.8%,65.7%,79.1%,54.3%,2/3,3.6%,66.4%,72.6%,40.5%,6/9,2:15,1
R16,24,(21)Fernando Gonzalez[CHI] [yr|ev],d.,34,(31)Mikhail Youzhny[RUS] [yr|ev],7-6(3) 7-6(5) 6-3,1.25,6.6%,54.7%,81.0%,58.3%,4/6,8.9%,57.4%,70.7%,53.5%,1/4,2:05,5
R16,2,(3)Lleyton Hewitt[AUS] [yr|ev],d.,30,(24)Taylor Dent[USA] [yr|ev],6-4 6-4 6-7(7) 6-3,1.09,7.4%,49.7%,78.4%,52.0%,6/8,13.1%,54.0%,78.4%,42.9%,9/14,3:02,1
