Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,2,(2)Roger Federer[SUI] [yr|ev],d.,6,(6)Andy Roddick[USA] [yr|ev],5-7 7-6(6) 7-6(5) 3-6 16-14,1.33,25.4%,64.5%,89.0%,60.0%,3/5,11.3%,70.7%,82.8%,44.3%,6/7,4:16,1
SF,6,(6)Andy Roddick[USA] [yr|ev],d.,3,(3)Andy Murray[GBR] [yr|ev],6-4 4-6 7-6(7) 7-6(5),1.08,15.3%,74.5%,77.5%,51.4%,5/7,17.1%,51.4%,82.7%,53.5%,3/5,3:07,1
SF,2,(2)Roger Federer[SUI] [yr|ev],d.,34,(24)Tommy Haas[GER] [yr|ev],7-6(3) 7-5 6-3,2.74,13.3%,74.7%,88.7%,81.0%,0/0,10.0%,65.5%,73.6%,44.7%,6/8,2:03,1
QF,6,(6)Andy Roddick[USA] [yr|ev],d.,56,Lleyton Hewitt[AUS] [yr|ev],6-3 6-7(10) 7-6(1) 4-6 6-4,1.18,26.1%,73.3%,73.6%,61.4%,5/8,10.9%,59.4%,76.3%,48.7%,11/15,3:51,1
QF,3,(3)Andy Murray[GBR] [yr|ev],d.,70,(WC)Juan Carlos Ferrero[ESP] [yr|ev],7-5 6-3 6-2,2.08,23.7%,63.2%,87.5%,60.7%,1/2,3.4%,70.5%,59.7%,38.5%,5/10,1:42,1
QF,34,(24)Tommy Haas[GER] [yr|ev],d.,4,(4)Novak Djokovic[SRB] [yr|ev],7-5 7-6(6) 4-6 6-3,1.12,14.5%,62.1%,80.5%,59.6%,0/2,10.5%,58.9%,79.5%,54.9%,2/5,2:45,2
QF,2,(2)Roger Federer[SUI] [yr|ev],d.,36,(22)Ivo Karlovic[CRO] [yr|ev],6-3 7-5 7-6(3),1.98,8.2%,62.4%,94.3%,75.0%,0/0,28.0%,69.5%,80.7%,60.0%,0/2,1:43,1
R16,56,Lleyton Hewitt[AUS] [yr|ev],d.,23,(23)Radek Stepanek[CZE] [yr|ev],4-6 2-6 6-1 6-2 6-2,1.37,12.0%,51.3%,85.0%,50.9%,6/10,8.2%,59.7%,67.5%,40.7%,8/15,2:55,1
R16,6,(6)Andy Roddick[USA] [yr|ev],d.,20,(20)Tomas Berdych[CZE] [yr|ev],7-6(4) 6-4 6-3,2.41,29.3%,69.5%,89.5%,80.0%,0/0,9.4%,65.6%,77.8%,48.5%,6/8,1:49,1
R16,3,(3)Andy Murray[GBR] [yr|ev],d.,18,(19)Stan Wawrinka[SUI] [yr|ev],2-6 6-3 6-3 5-7 6-3,1.20,5.3%,54.7%,74.4%,55.9%,10/14,10.5%,64.2%,64.4%,50.0%,6/11,3:57,1
R16,70,(WC)Juan Carlos Ferrero[ESP] [yr|ev],d.,7,(8)Gilles Simon[FRA] [yr|ev],7-6(4) 6-3 6-2,1.49,7.7%,60.4%,81.8%,58.3%,5/7,6.5%,44.1%,78.0%,44.2%,4/9,1:59,1
R16,34,(24)Tommy Haas[GER] [yr|ev],d.,26,(29)Igor Andreev[RUS] [yr|ev],7-6(8) 6-4 6-4,1.81,13.0%,62.0%,94.7%,57.1%,0/0,12.9%,63.8%,73.0%,50.0%,5/7,2:15,2
R16,4,(4)Novak Djokovic[SRB] [yr|ev],d.,46,Dudi Sela[ISR] [yr|ev],6-2 6-4 6-1,1.54,15.3%,63.9%,80.4%,46.2%,4/6,1.4%,64.8%,56.5%,40.0%,7/14,1:30,1
R16,36,(22)Ivo Karlovic[CRO] [yr|ev],d.,8,(7)Fernando Verdasco[ESP] [yr|ev],7-6(5) 6-7(4) 6-3 7-6(9),1.55,27.5%,71.8%,93.6%,56.8%,0/0,4.8%,67.8%,81.8%,57.4%,5/6,3:01,14
R16,2,(2)Roger Federer[SUI] [yr|ev],d.,12,(13)Robin Soderling[SWE] [yr|ev],6-4 7-6(5) 7-6(5),1.09,22.5%,66.7%,88.2%,61.8%,2/2,16.3%,56.1%,90.9%,60.5%,3/4,1:59,1
R32,56,Lleyton Hewitt[AUS] [yr|ev],d.,55,Philipp Petzschner[GER] [yr|ev],7-5 7-6(3) 6-3,1.35,8.9%,48.5%,81.6%,65.4%,3/3,14.0%,49.1%,76.8%,51.7%,9/12,2:28,1
R32,23,(23)Radek Stepanek[CZE] [yr|ev],d.,21,(16)David Ferrer[ESP] [yr|ev],7-5 7-5 3-6 4-6 6-4,1.04,5.5%,61.3%,75.0%,50.8%,5/9,7.1%,64.7%,71.8%,50.0%,4/9,3:44,8
R32,20,(20)Tomas Berdych[CZE] [yr|ev],d.,11,(12)Nikolay Davydenko[RUS] [yr|ev],6-2 6-3 6-2,1.95,17.8%,60.3%,90.9%,51.7%,4/5,6.2%,61.7%,66.0%,29.0%,5/11,1:48,4
R32,6,(6)Andy Roddick[USA] [yr|ev],d.,30,(26)Jurgen Melzer[AUT] [yr|ev],7-6(2) 7-6(2) 4-6 6-3,1.44,26.8%,71.5%,79.5%,68.6%,3/5,18.8%,59.4%,76.8%,50.0%,7/9,2:54,1
R32,3,(3)Andy Murray[GBR] [yr|ev],d.,31,(30)Viktor Troicki[SRB] [yr|ev],6-2 6-3 6-4,1.76,22.7%,65.3%,87.8%,53.8%,1/1,4.7%,57.6%,73.5%,36.1%,4/8,1:37,1
R32,18,(19)Stan Wawrinka[SUI] [yr|ev],d.,133,(Q)Jesse Levine[CAN] [yr|ev],5-7 7-5 6-3 6-3,1.27,13.8%,61.0%,82.7%,41.7%,2/5,6.2%,60.9%,68.4%,41.3%,17/23,3:08,3
R32,70,(WC)Juan Carlos Ferrero[ESP] [yr|ev],d.,10,(10)Fernando Gonzalez[CHI] [yr|ev],4-6 7-5 6-4 4-6 6-4,0.80,8.4%,69.3%,74.8%,54.9%,8/10,17.8%,64.4%,83.9%,58.3%,4/7,3:01,1
R32,7,(8)Gilles Simon[FRA] [yr|ev],d.,28,(31)Victor Hanescu[ROU] [yr|ev],6-2 7-5 6-2,1.73,13.0%,66.2%,78.4%,69.2%,5/5,6.1%,73.2%,61.7%,45.5%,3/8,1:27,6
R32,26,(29)Igor Andreev[RUS] [yr|ev],d.,50,Andreas Seppi[ITA] [yr|ev],6-1 7-6(5) 4-6 7-6(5),1.21,10.0%,58.6%,75.6%,55.2%,6/10,2.2%,63.2%,62.8%,56.0%,2/7,3:03,18
R32,34,(24)Tommy Haas[GER] [yr|ev],d.,13,(11)Marin Cilic[CRO] [yr|ev],7-5 7-5 1-6 6-7(3) 10-8,0.95,1.0%,59.2%,71.6%,53.8%,8/13,14.7%,59.7%,78.9%,46.8%,5/11,4:28,2
R32,46,Dudi Sela[ISR] [yr|ev],d.,15,(15)Tommy Robredo[ESP] [yr|ev],7-6(8) 7-5 2-6 7-5,0.95,0.0%,63.6%,63.1%,54.2%,4/10,7.6%,59.5%,71.8%,47.2%,3/9,2:59,29
R32,4,(4)Novak Djokovic[SRB] [yr|ev],d.,25,(28)Mardy Fish[USA] [yr|ev],6-4 6-4 6-4,1.60,9.9%,63.0%,74.5%,76.7%,0/1,6.3%,58.3%,75.0%,40.0%,8/12,1:59,1
R32,8,(7)Fernando Verdasco[ESP] [yr|ev],d.,33,(32)Albert Montanes[ESP] [yr|ev],4-6 6-1 6-4 7-6(2),1.36,14.0%,76.3%,81.6%,55.6%,4/5,4.5%,57.7%,78.1%,51.1%,6/9,2:18,7
R32,36,(22)Ivo Karlovic[CRO] [yr|ev],d.,9,(9)Jo-Wilfried Tsonga[FRA] [yr|ev],7-6(5) 6-7(5) 7-5 7-6(5),1.44,36.2%,78.5%,90.2%,67.9%,0/0,18.8%,68.1%,87.2%,61.4%,1/2,2:45,14
R32,12,(13)Robin Soderling[SWE] [yr|ev],d.,48,Nicolas Almagro[ESP] [yr|ev],7-6(7) 6-4 6-4,1.66,21.3%,59.6%,94.3%,55.6%,0/0,18.2%,48.2%,83.0%,47.4%,4/6,1:57,4
R32,2,(2)Roger Federer[SUI] [yr|ev],d.,32,(27)Philipp Kohlschreiber[GER] [yr|ev],6-3 6-2 6-7(5) 6-1,1.40,11.9%,69.0%,75.9%,51.3%,5/7,4.0%,64.3%,61.7%,44.4%,15/22,2:31,1
R64,56,Lleyton Hewitt[AUS] [yr|ev],d.,5,(5)Juan Martin del Potro[ARG] [yr|ev],6-3 7-5 7-5,1.17,12.2%,51.3%,83.1%,51.8%,7/8,10.8%,59.1%,72.7%,47.4%,5/9,2:33,1
R64,55,Philipp Petzschner[GER] [yr|ev],d.,45,Mischa Zverev[GER] [yr|ev],4-6 7-6(13) 3-6 7-6(5) 6-0,0.96,10.3%,52.4%,74.2%,52.3%,7/12,5.8%,64.7%,75.2%,47.3%,0/6,3:36,35
R64,23,(23)Radek Stepanek[CZE] [yr|ev],d.,80,Potito Starace[ITA] [yr|ev],6-4 4-6 6-2 4-6 6-3,1.32,11.5%,68.7%,77.8%,53.7%,1/5,4.2%,61.5%,71.6%,43.6%,5/11,2:46,8
R64,21,(16)David Ferrer[ESP] [yr|ev],d.,66,Fabio Fognini[ITA] [yr|ev],6-2 6-2 6-3,1.51,4.1%,58.9%,72.1%,53.3%,3/6,2.2%,60.4%,56.4%,30.6%,9/17,1:37,3
R64,11,(12)Nikolay Davydenko[RUS] [yr|ev],d.,87,Victor Crivoi[ROU] [yr|ev],6-4 6-4 6-2,1.48,8.6%,61.7%,84.0%,48.4%,3/4,3.8%,71.3%,61.4%,43.5%,2/7,1:39,3
R64,20,(20)Tomas Berdych[CZE] [yr|ev],d.,38,Paul Henri Mathieu[FRA] [yr|ev],6-2 6-4 6-4,2.21,20.0%,62.7%,91.5%,60.7%,1/1,12.6%,55.9%,71.0%,36.7%,12/16,1:57,4
R64,30,(26)Jurgen Melzer[AUT] [yr|ev],d.,49,Benjamin Becker[GER] [yr|ev],7-6(6) 6-3 7-6(1),1.36,11.4%,50.5%,81.1%,61.5%,5/7,7.2%,59.5%,71.2%,46.7%,10/13,2:18,8
