Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
2,Roger Federer,SUI,7,1565,96.3%,17.6%,127,17.1%,12,1.6%,67.0%,86.9%,62.0%,78.7%,19,73.7%,33.7%,61,37.7%,55.1%,1.58,15:47
20,Tomas Berdych,CZE,4,664,94.7%,23.2%,46,14.6%,8,2.5%,62.7%,87.4%,58.5%,76.6%,14,78.6%,35.6%,32,40.6%,55.1%,1.52,7:02
22,Ivo Karlovic,CRO,5,1068,97.9%,7.6%,158,31.2%,13,2.6%,72.4%,89.4%,63.6%,82.2%,6,66.7%,26.4%,23,30.4%,52.9%,1.49,11:01
,Leonardo Mayer,ARG,2,348,90.6%,22.6%,21,12.5%,2,1.2%,64.3%,86.1%,60.0%,76.8%,7,57.1%,34.4%,14,50.0%,54.9%,1.48,3:32
3,Andy Murray,GBR,6,1344,92.8%,23.1%,99,15.4%,16,2.5%,59.0%,83.4%,56.8%,72.5%,26,69.2%,38.3%,51,49.0%,54.7%,1.39,14:30
,Guillermo Canas,ARG,2,364,80.6%,30.0%,13,7.8%,5,3.0%,51.2%,81.2%,54.3%,68.1%,12,50.0%,42.4%,28,32.1%,54.1%,1.33,4:11
5,Juan Martin del Potro,ARG,2,340,85.7%,24.1%,20,13.2%,4,2.6%,63.2%,78.1%,55.4%,69.7%,9,55.6%,38.3%,17,41.2%,52.4%,1.27,4:10
4,Novak Djokovic,SRB,5,1032,87.1%,29.8%,59,11.8%,19,3.8%,63.7%,76.6%,55.5%,68.9%,26,57.7%,39.4%,55,45.5%,53.8%,1.27,11:43
6,Andy Roddick,USA,7,1943,93.3%,12.7%,187,19.9%,16,1.7%,71.7%,81.3%,58.1%,74.7%,32,65.6%,31.8%,64,31.3%,52.5%,1.26,20:16
,Lleyton Hewitt,AUS,5,1187,89.1%,26.1%,71,12.0%,27,4.6%,54.3%,82.0%,52.8%,68.6%,40,75.0%,38.9%,62,38.7%,53.7%,1.24,13:19
28,Mardy Fish,USA,3,531,84.1%,27.3%,31,12.1%,3,1.2%,60.5%,78.1%,52.5%,68.0%,21,66.7%,39.6%,26,46.2%,53.3%,1.24,5:52
8,Gilles Simon,FRA,4,782,87.3%,25.4%,53,14.1%,13,3.5%,54.4%,79.9%,55.6%,68.8%,30,73.3%,38.3%,39,41.0%,52.9%,1.23,7:40
,Mischa Zverev,GER,2,477,82.9%,28.6%,15,6.9%,1,0.5%,67.4%,76.9%,49.3%,67.9%,7,14.3%,39.4%,22,45.5%,52.4%,1.23,4:59
13,Robin Soderling,SWE,4,889,97.3%,12.2%,78,17.8%,12,2.7%,62.2%,86.0%,58.2%,75.5%,15,86.7%,29.9%,21,42.9%,52.3%,1.22,8:49
19,Stan Wawrinka,SUI,4,913,88.7%,27.8%,55,12.5%,10,2.3%,61.5%,75.6%,52.9%,66.9%,25,68.0%,39.8%,51,39.2%,52.9%,1.20,10:22
,Marcel Granollers,ESP,2,511,92.7%,17.1%,43,17.6%,11,4.5%,62.0%,83.6%,49.5%,70.6%,10,70.0%,35.3%,19,36.8%,52.3%,1.20,5:27
10,Fernando Gonzalez,CHI,3,742,93.8%,14.3%,56,15.5%,15,4.1%,63.3%,84.3%,55.6%,73.8%,15,73.3%,31.3%,26,34.6%,52.0%,1.19,7:36
15,Tommy Robredo,ESP,3,884,83.8%,18.6%,34,8.2%,13,3.1%,61.7%,78.8%,51.3%,68.3%,24,54.2%,37.6%,45,28.9%,51.9%,1.18,9:29
16,David Ferrer,ESP,3,727,76.7%,36.8%,22,6.1%,17,4.7%,63.1%,70.5%,49.6%,62.8%,29,51.7%,43.6%,40,52.5%,53.1%,1.17,7:46
12,Nikolay Davydenko,RUS,3,477,74.4%,35.0%,15,6.6%,10,4.4%,65.0%,75.5%,41.8%,63.7%,18,44.4%,42.2%,27,51.9%,52.4%,1.16,5:16
,Guillermo Garcia Lopez,ESP,2,305,76.9%,24.0%,9,6.3%,10,6.9%,70.8%,71.6%,59.5%,68.1%,9,33.3%,36.6%,10,60.0%,51.5%,1.15,3:09
27,Philipp Kohlschreiber,GER,3,747,78.9%,20.3%,23,6.7%,7,2.0%,63.8%,73.5%,56.5%,67.3%,32,62.5%,37.6%,33,36.4%,51.3%,1.15,7:12
,Sam Querrey,USA,2,546,90.2%,14.6%,38,14.8%,8,3.1%,70.0%,81.1%,42.9%,69.6%,14,71.4%,34.6%,25,24.0%,51.1%,1.14,5:05
9,Jo-Wilfried Tsonga,FRA,3,588,93.6%,4.3%,41,14.9%,6,2.2%,67.0%,81.6%,64.8%,76.1%,6,50.0%,27.2%,13,15.4%,50.2%,1.14,6:07
26,Jurgen Melzer,AUT,3,640,90.2%,22.0%,54,16.7%,11,3.4%,57.6%,78.0%,56.2%,68.7%,20,75.0%,35.6%,33,33.3%,52.3%,1.14,6:37
,Marc Gicquel,FRA,2,520,80.5%,26.8%,26,9.8%,9,3.4%,61.4%,74.7%,48.0%,64.4%,21,61.9%,40.2%,25,44.0%,52.5%,1.13,5:22
,Daniel Koellerer,AUT,1,323,88.5%,7.7%,5,3.4%,0,0.0%,75.8%,75.2%,55.6%,70.5%,6,50.0%,33.3%,11,18.2%,50.5%,1.13,3:56
29,Igor Andreev,RUS,4,944,86.3%,19.2%,55,11.8%,10,2.2%,61.3%,76.1%,56.7%,68.6%,25,60.0%,35.1%,29,48.3%,51.6%,1.12,9:50
7,Fernando Verdasco,ESP,4,933,97.4%,11.5%,58,12.3%,24,5.1%,71.4%,80.4%,60.7%,74.8%,14,85.7%,28.2%,24,37.5%,51.8%,1.12,9:45
21,Feliciano Lopez,ESP,1,325,75.0%,25.0%,18,11.9%,7,4.6%,62.9%,69.5%,57.1%,64.9%,11,36.4%,39.1%,16,43.8%,51.1%,1.11,3:46
,Michael Llodra,FRA,2,363,89.3%,10.0%,27,16.0%,4,2.4%,66.9%,77.0%,58.9%,71.0%,9,66.7%,32.0%,18,16.7%,50.1%,1.10,3:44
,Benjamin Becker,GER,2,357,86.7%,23.3%,21,11.5%,2,1.1%,61.0%,79.3%,52.1%,68.7%,19,78.9%,34.3%,13,53.8%,51.8%,1.09,3:31
23,Radek Stepanek,CZE,4,1030,80.7%,24.7%,40,7.9%,18,3.5%,63.1%,73.8%,49.5%,64.8%,34,52.9%,38.2%,39,53.8%,51.4%,1.09,11:15
WC,Juan Carlos Ferrero,ESP,5,1072,86.8%,20.2%,38,6.9%,8,1.5%,65.6%,74.5%,58.7%,69.1%,39,69.2%,33.0%,42,42.9%,51.5%,1.07,11:18
11,Marin Cilic,CRO,3,905,87.7%,17.1%,53,11.4%,21,4.5%,59.9%,77.1%,54.0%,67.8%,30,70.0%,34.4%,28,42.9%,51.6%,1.07,9:42
Q,Jesse Levine,CAN,3,808,80.6%,23.8%,27,6.4%,24,5.7%,59.5%,74.8%,46.5%,63.3%,43,72.1%,38.4%,28,53.6%,51.4%,1.05,8:02
,Denis Istomin,UZB,1,250,82.4%,18.8%,6,4.5%,5,3.8%,62.4%,73.5%,44.0%,62.4%,17,82.4%,39.3%,9,33.3%,51.6%,1.05,2:24
,Nicolas Lapentti,ECU,1,325,76.0%,20.0%,5,3.3%,3,2.0%,57.9%,71.6%,53.1%,63.8%,14,57.1%,38.2%,16,31.3%,50.2%,1.05,3:43
30,Viktor Troicki,SRB,3,630,84.0%,21.2%,39,12.1%,21,6.5%,60.2%,75.8%,50.8%,65.8%,27,70.4%,35.4%,17,64.7%,51.0%,1.04,6:25
31,Victor Hanescu,ROU,3,690,89.8%,17.2%,28,8.0%,3,0.9%,69.2%,72.4%,58.3%,68.1%,19,68.4%,33.3%,23,43.5%,51.0%,1.04,7:07
,Dudi Sela,ISR,4,846,74.3%,24.6%,3,0.7%,10,2.4%,64.6%,69.1%,51.0%,62.7%,37,51.4%,38.6%,36,47.2%,50.6%,1.03,8:59
32,Albert Montanes,ESP,3,643,88.7%,18.5%,20,6.0%,6,1.8%,59.8%,76.9%,53.0%,67.3%,29,79.3%,33.2%,21,47.6%,50.9%,1.02,6:43
,Andreas Seppi,ITA,3,877,81.5%,22.7%,20,4.8%,11,2.6%,63.3%,66.5%,57.1%,63.1%,29,58.6%,37.2%,42,35.7%,49.6%,1.01,9:02
,Ivo Minar,CZE,2,531,86.4%,18.2%,23,8.3%,3,1.1%,66.9%,71.5%,55.4%,66.2%,17,64.7%,34.0%,19,42.1%,50.8%,1.01,4:53
,Daniel Gimeno Traver,ESP,2,635,82.4%,13.7%,9,3.0%,17,5.6%,66.0%,76.0%,49.5%,67.0%,15,40.0%,33.1%,27,25.9%,49.3%,1.00,6:28
Q,Edouard Roger-Vasselin,FRA,1,303,76.0%,16.7%,4,2.6%,3,1.9%,64.9%,67.0%,51.9%,61.7%,12,50.0%,38.3%,12,33.3%,50.2%,1.00,3:14
24,Tommy Haas,GER,6,1363,90.0%,13.8%,58,8.3%,46,6.5%,61.7%,79.0%,51.7%,68.6%,37,70.3%,31.1%,35,42.9%,50.4%,0.99,14:55
,Potito Starace,ITA,2,394,81.8%,17.1%,9,4.6%,2,1.0%,66.0%,77.3%,47.0%,67.0%,11,45.5%,32.5%,10,60.0%,49.5%,0.99,4:03
,Philipp Petzschner,GER,3,758,83.1%,17.5%,53,13.1%,18,4.5%,51.0%,76.7%,55.6%,66.3%,31,67.7%,33.3%,18,55.6%,50.9%,0.99,8:00
,Kristof Vliegen,BEL,2,607,90.0%,9.8%,35,11.6%,6,2.0%,66.9%,76.2%,56.0%,69.5%,17,70.6%,29.8%,9,55.6%,49.6%,0.98,6:28
LL,Pablo Cuevas,URU,2,596,74.0%,22.0%,47,16.1%,10,3.4%,65.4%,70.7%,45.5%,62.0%,24,45.8%,37.2%,21,52.4%,49.3%,0.98,5:42
,Vincent Spadea,USA,2,324,79.3%,21.4%,14,8.2%,9,5.3%,62.4%,74.5%,51.6%,65.9%,12,50.0%,33.1%,11,54.5%,50.3%,0.97,3:08
Q,Alexander Peya,AUT,1,287,81.0%,9.1%,11,8.7%,4,3.1%,58.3%,68.9%,60.4%,65.4%,12,66.7%,33.8%,14,14.3%,47.7%,0.97,2:54
WC,Nicolas Mahut,FRA,1,322,82.1%,14.8%,22,13.3%,6,3.6%,58.2%,76.0%,52.2%,66.1%,9,44.4%,32.5%,12,33.3%,49.7%,0.96,3:33
,Igor Kunitsyn,RUS,2,330,74.1%,23.1%,11,6.3%,6,3.4%,62.1%,66.7%,51.5%,60.9%,17,58.8%,37.2%,15,40.0%,49.7%,0.95,3:22
LL,Karol Beck,SVK,2,627,83.3%,18.5%,29,8.8%,9,2.7%,62.8%,70.4%,56.6%,65.2%,23,60.9%,32.8%,21,47.6%,49.8%,0.94,6:50
,Victor Crivoi,ROU,2,449,73.7%,16.7%,8,3.6%,3,1.3%,68.6%,63.4%,55.7%,61.0%,17,41.2%,36.7%,16,37.5%,48.8%,0.94,4:37
18,Rainer Schuettler,GER,2,471,80.0%,20.0%,11,4.5%,12,4.9%,65.9%,66.0%,52.4%,61.4%,17,58.8%,36.4%,11,63.6%,49.5%,0.94,5:02
LL,Thiago Alves,BRA,2,508,79.5%,22.0%,8,3.1%,11,4.2%,57.5%,74.0%,43.2%,60.9%,22,63.6%,36.4%,29,31.0%,49.0%,0.93,4:58
,Nicolas Almagro,ESP,3,907,90.3%,8.3%,81,17.8%,21,4.6%,53.5%,79.5%,55.7%,68.4%,27,74.1%,29.5%,29,20.7%,49.1%,0.93,9:00
,Juan Monaco,ARG,1,406,86.7%,6.7%,13,6.3%,8,3.8%,67.8%,75.9%,49.3%,67.3%,22,81.8%,30.3%,11,18.2%,49.3%,0.93,3:59
,Andrei Pavel,ROU,1,241,65.0%,21.1%,6,5.0%,9,7.5%,56.7%,69.1%,42.3%,57.5%,16,56.3%,39.7%,8,50.0%,48.5%,0.93,2:20
,Ivan Navarro,ESP,1,384,87.5%,3.0%,18,9.6%,10,5.3%,57.2%,77.6%,58.8%,69.5%,7,42.9%,28.4%,6,16.7%,48.4%,0.93,4:11
Q,Michael Yani,USA,1,183,73.3%,0.0%,4,5.0%,5,6.3%,57.5%,78.3%,47.1%,65.0%,6,33.3%,32.0%,4,0.0%,46.4%,0.92,1:51
Q,Simon Greul,GER,2,367,72.4%,26.7%,4,2.1%,5,2.6%,61.6%,63.2%,52.1%,58.9%,19,57.9%,37.9%,16,50.0%,48.8%,0.92,3:51
,Fabrice Santoro,FRA,2,419,81.8%,21.2%,18,8.1%,6,2.7%,61.3%,70.6%,51.2%,63.1%,21,71.4%,33.5%,18,38.9%,49.2%,0.91,4:29
,Stefan Koubek,AUT,2,634,81.6%,18.8%,12,3.6%,10,3.0%,60.8%,70.2%,48.5%,61.7%,35,74.3%,34.7%,20,45.0%,49.1%,0.91,6:44
,Martin Vassallo Arguello,ARG,2,329,73.3%,23.3%,6,3.6%,2,1.2%,69.3%,68.7%,49.0%,62.7%,13,38.5%,33.7%,14,50.0%,48.3%,0.90,3:44
,Janko Tipsarevic,SRB,2,405,73.5%,23.5%,18,8.4%,6,2.8%,55.6%,69.7%,47.4%,59.8%,18,50.0%,36.1%,11,72.7%,48.6%,0.90,4:43
