Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Roger Federer[SUI] [yr|ev],d.,2,(2)Andy Roddick[USA] [yr|ev],4-6 7-5 7-6(3) 6-4,1.08,7.8%,61.7%,67.4%,57.6%,10/14,8.3%,60.9%,74.1%,40.4%,5/10,2:31,1
SF,1,(1)Roger Federer[SUI] [yr|ev],d.,13,(10)Sebastien Grosjean[FRA] [yr|ev],6-2 6-3 7-6(6),1.43,6.6%,59.3%,75.9%,54.1%,1/2,1.9%,58.5%,62.9%,38.6%,6/11,2:00,1
SF,2,(2)Andy Roddick[USA] [yr|ev],d.,63,Mario Ancic[CRO] [yr|ev],6-4 4-6 7-5 7-5,1.06,7.6%,54.5%,79.7%,50.0%,9/11,8.6%,60.7%,72.9%,50.9%,8/12,2:51,1
QF,1,(1)Roger Federer[SUI] [yr|ev],d.,10,(7)Lleyton Hewitt[AUS] [yr|ev],6-1 6-7(1) 6-0 6-4,1.17,15.2%,57.6%,70.8%,56.6%,10/11,3.9%,52.0%,58.5%,59.2%,7/14,2:20,1
QF,13,(10)Sebastien Grosjean[FRA] [yr|ev],d.,66,Florian Mayer[GER] [yr|ev],7-5 6-4 6-2,1.22,5.8%,51.5%,73.6%,54.0%,8/10,1.1%,65.2%,63.8%,41.9%,7/13,1:50,4
QF,63,Mario Ancic[CRO] [yr|ev],d.,6,(5)Tim Henman[GBR] [yr|ev],7-6(5) 6-4 6-2,1.22,12.2%,61.2%,73.3%,63.2%,1/2,5.5%,69.2%,69.8%,46.4%,4/8,2:13,7
QF,2,(2)Andy Roddick[USA] [yr|ev],d.,23,(12)Sjeng Schalken[NED] [yr|ev],7-6(4) 7-6(9) 6-3,1.42,18.0%,62.2%,87.0%,64.3%,4/4,4.4%,75.4%,68.6%,71.4%,2/3,2:09,1
R16,1,(1)Roger Federer[SUI] [yr|ev],d.,62,Ivo Karlovic[CRO] [yr|ev],6-3 7-6(3) 7-6(5),1.64,6.3%,75.0%,81.9%,83.3%,2/2,14.0%,69.0%,72.5%,67.7%,3/4,1:50,1
R16,10,(7)Lleyton Hewitt[AUS] [yr|ev],d.,7,(9)Carlos Moya[ESP] [yr|ev],6-4 6-2 4-6 7-6(3),1.16,3.0%,54.1%,81.9%,49.2%,8/11,10.4%,60.7%,63.4%,58.5%,7/12,2:45,1
R16,66,Florian Mayer[GER] [yr|ev],d.,43,Joachim Johansson[SWE] [yr|ev],6-3 6-7(5) 7-6(5) 6-4,1.27,19.5%,69.9%,87.2%,59.5%,0/0,17.7%,68.5%,83.1%,51.2%,5/7,2:18,18
R16,13,(10)Sebastien Grosjean[FRA] [yr|ev],d.,34,(27)Robby Ginepri[USA] [yr|ev],6-2 6-2 7-6(4),1.31,14.3%,64.3%,68.3%,60.0%,6/8,3.6%,66.1%,60.8%,42.1%,6/12,2:02,4
R16,6,(5)Tim Henman[GBR] [yr|ev],d.,17,(11)Mark Philippoussis[AUS] [yr|ev],6-2 7-5 6-7(3) 7-6(5),1.28,16.1%,65.0%,76.4%,60.4%,3/4,15.5%,66.9%,69.5%,48.9%,2/6,3:07,4
R16,63,Mario Ancic[CRO] [yr|ev],d.,51,Xavier Malisse[BEL] [yr|ev],7-5 3-1 RET,1.35,13.0%,70.4%,73.7%,43.8%,0/2,2.4%,64.3%,59.3%,40.0%,7/11,1:00,7
R16,23,(12)Sjeng Schalken[NED] [yr|ev],d.,30,(30)Vincent Spadea[USA] [yr|ev],6-2 7-5 3-6 6-2,1.29,6.1%,80.7%,67.4%,63.6%,4/7,4.4%,62.0%,62.4%,48.1%,7/14,2:38,11
R16,2,(2)Andy Roddick[USA] [yr|ev],d.,90,Alexander Popp[GER] [yr|ev],7-5 6-4 6-4,1.33,12.2%,70.0%,77.8%,48.1%,1/3,2.6%,70.2%,62.5%,50.0%,9/14,1:56,1
R32,1,(1)Roger Federer[SUI] [yr|ev],d.,123,Thomas Johansson[SWE] [yr|ev],6-3 6-4 6-3,1.60,13.8%,66.3%,79.2%,66.7%,2/2,4.4%,54.4%,75.5%,41.5%,7/11,1:38,1
R32,62,Ivo Karlovic[CRO] [yr|ev],d.,22,(18)Feliciano Lopez[ESP] [yr|ev],7-6(12) 7-6(3) 6-7(2) 7-5,1.35,28.6%,65.0%,90.1%,73.5%,3/3,9.6%,60.3%,83.0%,72.4%,0/1,2:49,14
R32,7,(9)Carlos Moya[ESP] [yr|ev],d.,70,Dmitry Tursunov[RUS] [yr|ev],6-1 6-4 7-5,1.61,18.8%,62.4%,83.0%,65.6%,3/3,3.8%,55.7%,65.9%,57.1%,2/6,1:30,1
R32,10,(7)Lleyton Hewitt[AUS] [yr|ev],d.,415,Goran Ivanisevic[CRO] [yr|ev],6-2 6-3 6-4,2.14,16.7%,58.3%,92.9%,63.3%,0/0,15.6%,64.6%,72.6%,32.4%,13/17,1:26,1
R32,66,Florian Mayer[GER] [yr|ev],d.,82,Wayne Ferreira[RSA] [yr|ev],4-6 6-4 6-1 6-4,1.04,5.1%,71.2%,81.0%,41.2%,1/2,9.2%,55.1%,68.5%,68.2%,2/6,1:50,18
R32,43,Joachim Johansson[SWE] [yr|ev],d.,27,(17)Jonas Bjorkman[SWE] [yr|ev],6-7(5) 7-6(5) 7-6(6) 6-3,1.17,26.4%,66.2%,84.7%,54.0%,3/3,13.7%,66.4%,81.4%,46.9%,5/6,3:02,9
R32,13,(10)Sebastien Grosjean[FRA] [yr|ev],d.,84,Jan Michael Gambill[USA] [yr|ev],7-6(5) 6-3 6-2,1.53,10.0%,53.3%,87.5%,57.1%,4/5,13.9%,58.3%,79.4%,31.1%,6/10,2:10,4
R32,34,(27)Robby Ginepri[USA] [yr|ev],d.,5,(6)Juan Carlos Ferrero[ESP] [yr|ev],6-3 6-4 6-1,1.67,18.4%,63.2%,87.5%,42.9%,1/2,2.1%,67.0%,56.9%,40.6%,7/13,1:21,15
R32,6,(5)Tim Henman[GBR] [yr|ev],d.,39,(32)Hicham Arazi[MAR] [yr|ev],7-6(6) 6-4 3-6 6-2,1.17,5.9%,61.0%,77.8%,43.5%,7/11,4.8%,67.2%,65.5%,43.9%,6/12,2:45,4
R32,17,(11)Mark Philippoussis[AUS] [yr|ev],d.,26,(24)Fernando Gonzalez[CHI] [yr|ev],6-4 6-1 6-7(4) 7-5,1.80,23.7%,57.9%,90.9%,64.6%,2/2,12.9%,60.6%,73.8%,48.1%,7/11,2:23,8
R32,51,Xavier Malisse[BEL] [yr|ev],d.,71,Karol Beck[SVK] [yr|ev],6-3 6-3 6-4,1.53,9.4%,65.9%,76.8%,58.6%,2/3,8.8%,49.5%,73.3%,37.0%,3/8,1:37,19
R32,63,Mario Ancic[CRO] [yr|ev],d.,25,(25)Dominik Hrbaty[SVK] [yr|ev],7-5 6-3 7-5,1.01,10.6%,62.8%,78.9%,40.5%,10/12,4.2%,68.4%,73.8%,43.3%,6/11,1:58,7
R32,30,(30)Vincent Spadea[USA] [yr|ev],d.,8,(8)Rainer Schuettler[GER] [yr|ev],6-4 6-2 6-3,1.50,3.3%,54.4%,69.4%,58.5%,7/10,0.0%,61.6%,55.6%,32.1%,2/9,1:47,18
R32,23,(12)Sjeng Schalken[NED] [yr|ev],d.,57,Thomas Enqvist[SWE] [yr|ev],5-7 6-2 3-6 7-6(8) 6-2,1.29,13.1%,71.5%,75.5%,59.0%,4/8,12.7%,56.1%,72.7%,49.3%,11/17,2:56,11
R32,90,Alexander Popp[GER] [yr|ev],d.,103,Kenneth Carlsen[DEN] [yr|ev],7-5 6-4 6-4,1.64,6.7%,77.5%,79.7%,70.0%,2/2,5.7%,59.4%,71.4%,51.2%,5/8,2:00,74
R32,2,(2)Andy Roddick[USA] [yr|ev],d.,31,(26)Taylor Dent[USA] [yr|ev],6-3 7-6(6) 7-6(1),1.74,16.2%,67.7%,85.1%,71.9%,1/1,5.4%,69.4%,72.7%,52.9%,5/6,1:50,1
R64,1,(1)Roger Federer[SUI] [yr|ev],d.,138,(Q)Alejandro Falla[COL] [yr|ev],6-1 6-2 6-0,2.74,10.5%,75.4%,83.7%,64.3%,0/0,3.8%,59.6%,48.4%,33.3%,1/8,0:54,1
R64,123,Thomas Johansson[SWE] [yr|ev],d.,53,Fabrice Santoro[FRA] [yr|ev],7-5 6-2 6-1,1.60,7.6%,62.0%,79.6%,46.7%,1/3,6.4%,57.7%,57.8%,33.3%,4/11,1:34,7
R64,22,(18)Feliciano Lopez[ESP] [yr|ev],d.,83,Cyril Saulnier[FRA] [yr|ev],3-6 6-3 6-4 6-7(3) 8-6,1.20,14.9%,59.7%,78.3%,58.1%,3/5,8.4%,58.4%,73.1%,51.4%,11/15,3:17,12
R64,62,Ivo Karlovic[CRO] [yr|ev],d.,99,Gilles Elseneer[BEL] [yr|ev],6-4 6-4 3-6 7-6(14),1.42,33.6%,65.6%,91.3%,50.0%,3/4,2.7%,58.5%,81.4%,47.5%,5/7,2:35,14
R64,7,(9)Carlos Moya[ESP] [yr|ev],d.,67,Radek Stepanek[CZE] [yr|ev],6-4 6-4 6-7(5) 7-5,1.51,11.8%,62.2%,87.8%,64.4%,1/2,5.6%,71.4%,76.7%,47.2%,3/7,2:36,1
R64,70,Dmitry Tursunov[RUS] [yr|ev],d.,48,Sargis Sargsian[ARM] [yr|ev],6-3 7-6(5) 3-6 4-6 15-13,1.07,7.7%,58.2%,78.1%,56.1%,9/15,6.5%,61.2%,74.8%,53.8%,5/10,4:01,20
R64,415,Goran Ivanisevic[CRO] [yr|ev],d.,52,Filippo Volandri[ITA] [yr|ev],4-6 7-6(8) 1-6 6-3 6-4,1.07,14.3%,68.0%,73.0%,48.9%,7/13,5.7%,62.9%,73.0%,45.8%,3/8,2:33,2
R64,10,(7)Lleyton Hewitt[AUS] [yr|ev],d.,45,Irakli Labadze[GEO] [yr|ev],6-4 6-4 6-1,1.70,12.2%,58.1%,93.0%,48.4%,2/2,5.2%,55.2%,67.9%,41.9%,11/16,1:43,1
R64,66,Florian Mayer[GER] [yr|ev],d.,3,(3)Guillermo Coria[ARG] [yr|ev],4-6 6-3 6-3 6-4,1.21,6.3%,67.9%,64.5%,61.1%,4/8,4.8%,63.3%,67.7%,35.2%,11/18,2:25,18
R64,82,Wayne Ferreira[RSA] [yr|ev],d.,76,Karol Kucera[SVK] [yr|ev],7-6(3) 6-3 6-1,1.35,12.0%,52.0%,73.1%,60.4%,10/11,4.3%,53.3%,63.3%,46.5%,5/10,1:54,6
R64,27,(17)Jonas Bjorkman[SWE] [yr|ev],d.,101,Yen Hsun Lu[TPE] [yr|ev],6-4 6-3 6-4,1.34,9.2%,52.9%,69.6%,65.9%,4/6,6.5%,65.6%,65.6%,40.6%,6/11,1:55,4
R64,43,Joachim Johansson[SWE] [yr|ev],d.,20,(14)Mardy Fish[USA] [yr|ev],6-7(8) 6-3 6-4 6-4,1.36,22.0%,67.5%,83.1%,50.0%,4/5,18.1%,62.3%,72.1%,46.2%,7/11,2:31,9
R64,13,(10)Sebastien Grosjean[FRA] [yr|ev],d.,69,Gregory Carraz[FRA] [yr|ev],6-1 6-2 6-2,2.50,19.7%,67.2%,85.4%,65.0%,0/0,7.8%,63.6%,51.0%,39.3%,7/13,1:23,4
R64,84,Jan Michael Gambill[USA] [yr|ev],d.,218,(Q)Daniele Bracciali[ITA] [yr|ev],6-7(4) 7-6(6) 6-3 6-2,1.33,16.8%,62.2%,74.3%,55.6%,1/5,6.3%,52.8%,67.1%,44.1%,9/16,2:50,14
R64,34,(27)Robby Ginepri[USA] [yr|ev],d.,40,Fernando Verdasco[ESP] [yr|ev],6-7(3) 6-4 6-4 6-3,1.22,8.4%,63.4%,72.3%,62.5%,9/10,6.1%,58.0%,73.7%,45.5%,4/9,2:19,15
