Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
R32,65,Denis Istomin[UZB] [yr|ev],d.,23,(20)Andreas Seppi[ITA] [yr|ev],6-3 6-4 2-6 3-6 6-1,1.00,16.7%,66.0%,69.5%,44.9%,14/18,7.8%,60.9%,70.5%,46.0%,2/8,3:05,33
R32,10,(9)Stan Wawrinka[SUI] [yr|ev],d.,53,Marcos Baghdatis[CYP] [yr|ev],6-3 6-2 6-7(1) 7-6(7),1.30,8.4%,51.9%,80.9%,58.7%,7/9,10.5%,48.0%,71.2%,51.9%,10/15,3:21,3
R32,5,(5)Tomas Berdych[CZE] [yr|ev],d.,35,(31)Julien Benneteau[FRA] [yr|ev],6-0 6-3 6-2,1.58,13.9%,58.2%,82.6%,45.5%,3/3,6.5%,53.2%,61.0%,33.3%,8/14,1:54,4
R32,9,(8)Richard Gasquet[FRA] [yr|ev],d.,34,(32)Dmitry Tursunov[RUS] [yr|ev],6-3 2-6 6-4 4-2 RET,1.28,15.1%,63.4%,71.2%,61.8%,4/7,21.0%,52.9%,73.0%,42.9%,7/11,2:28,7
R32,11,(10)Milos Raonic[CAN] [yr|ev],d.,26,(23)Feliciano Lopez[ESP] [yr|ev],6-7(4) 6-4 6-3 6-4,1.48,25.7%,66.4%,88.0%,50.0%,4/4,5.2%,59.0%,70.9%,52.7%,4/8,2:37,3
R32,21,(18)Janko Tipsarevic[SRB] [yr|ev],d.,86,Jack Sock[USA] [yr|ev],3-6 7-6(1) 6-1 6-2,1.43,16.8%,57.0%,75.4%,71.7%,4/5,19.2%,46.5%,76.1%,50.9%,4/8,2:33,8
R32,4,(4)David Ferrer[ESP] [yr|ev],d.,172,(Q)Mikhail Kukushkin[KAZ] [yr|ev],6-4 6-3 4-6 6-4,1.38,6.9%,59.8%,77.0%,48.8%,2/8,2.7%,51.4%,66.7%,38.0%,18/26,2:51,3
R32,7,(7)Roger Federer[SUI] [yr|ev],d.,63,Adrian Mannarino[FRA] [yr|ev],6-3 6-0 6-2,1.99,11.6%,56.5%,92.3%,50.0%,1/1,1.3%,64.0%,56.3%,33.3%,8/14,1:21,1
R32,22,(19)Tommy Robredo[ESP] [yr|ev],d.,179,(Q)Daniel Evans[GBR] [yr|ev],7-6(6) 6-1 4-6 7-5,1.29,9.6%,60.0%,77.3%,50.0%,7/11,5.2%,61.9%,66.7%,40.7%,7/14,3:13,5
R32,25,(22)Philipp Kohlschreiber[GER] [yr|ev],d.,17,(13)John Isner[USA] [yr|ev],6-4 3-6 7-5 7-6(5),0.91,4.6%,72.3%,77.7%,55.6%,5/7,22.4%,74.1%,83.7%,46.7%,1/3,2:47,16
R32,2,(2)Rafael Nadal[ESP] [yr|ev],d.,38,Ivan Dodig[CRO] [yr|ev],6-4 6-3 6-3,1.77,2.6%,64.1%,80.0%,75.0%,2/2,8.0%,52.0%,71.8%,50.0%,3/7,2:08,1
R64,1,(1)Novak Djokovic[SRB] [yr|ev],d.,87,Benjamin Becker[GER] [yr|ev],7-6(2) 6-2 6-2,1.72,16.3%,73.8%,81.4%,52.4%,0/1,6.3%,57.9%,58.2%,50.0%,9/14,1:51,1
R64,95,Joao Sousa[POR] [yr|ev],d.,41,Jarkko Nieminen[FIN] [yr|ev],1-6 6-3 3-6 6-3 6-4,1.09,4.4%,62.8%,76.7%,45.1%,7/12,6.2%,63.7%,69.9%,47.2%,7/11,2:54,28
R64,109,(WC)Tim Smyczek[USA] [yr|ev],d.,73,Alex Bogomolov Jr[RUS] [yr|ev],3-6 7-6(6) 2-6 6-4 6-4,1.04,12.9%,62.6%,75.3%,44.8%,8/14,4.3%,68.4%,67.2%,52.5%,11/16,3:59,68
R64,43,Marcel Granollers[ESP] [yr|ev],d.,128,Rajeev Ram[USA] [yr|ev],3-6 4-6 6-2 6-3 7-5,1.27,10.8%,62.3%,77.8%,57.1%,6/10,7.7%,65.5%,69.9%,46.9%,5/11,3:21,19
R64,13,(12)Tommy Haas[GER] [yr|ev],d.,60,Yen Hsun Lu[TPE] [yr|ev],6-3 6-4 7-6(3),1.18,12.2%,60.0%,73.9%,43.5%,9/13,3.8%,67.3%,61.4%,41.2%,4/10,2:21,2
R64,24,(21)Mikhail Youzhny[RUS] [yr|ev],d.,37,Alexandr Dolgopolov[UKR] [yr|ev],7-5 6-1 6-3,1.35,9.3%,52.3%,73.3%,56.1%,7/9,9.8%,52.9%,64.8%,39.6%,12/19,1:56,8
R64,102,Evgeny Donskoy[RUS] [yr|ev],d.,146,(Q)Peter Gojowczyk[GER] [yr|ev],6-3 6-4 3-6 4-6 6-3,1.05,6.0%,55.0%,75.9%,50.0%,6/10,9.7%,55.5%,77.9%,43.5%,12/17,3:30,65
R64,66,Lleyton Hewitt[AUS] [yr|ev],d.,6,(6)Juan Martin del Potro[ARG] [yr|ev],6-4 5-7 3-6 7-6(2) 6-1,1.10,6.7%,49.7%,74.3%,52.0%,5/10,6.8%,56.8%,62.0%,55.7%,10/18,4:03,1
R64,3,(3)Andy Murray[GBR] [yr|ev],d.,81,Leonardo Mayer[ARG] [yr|ev],7-5 6-1 3-6 6-1,1.46,4.7%,57.0%,67.2%,76.1%,8/9,6.2%,62.9%,65.6%,44.4%,4/8,2:41,1
R64,47,Florian Mayer[GER] [yr|ev],d.,157,(Q)Donald Young[USA] [yr|ev],7-5 6-3 6-4,1.18,8.6%,57.8%,70.1%,44.9%,10/13,4.2%,62.2%,56.8%,44.4%,14/20,2:23,18
R64,23,(20)Andreas Seppi[ITA] [yr|ev],d.,114,(Q)Somdev Devvarman[IND] [yr|ev],7-6(8) 6-4 7-5,1.07,4.0%,51.6%,75.0%,45.0%,13/18,6.2%,55.8%,65.1%,48.0%,6/13,2:40,18
R64,65,Denis Istomin[UZB] [yr|ev],d.,89,Tobias Kamke[GER] [yr|ev],6-4 6-2 6-2,1.52,9.2%,46.2%,80.0%,60.0%,0/2,3.8%,45.6%,52.8%,53.5%,6/13,1:42,33
R64,10,(9)Stan Wawrinka[SUI] [yr|ev],d.,79,(Q)Ivo Karlovic[CRO] [yr|ev],7-5 7-6(8) 6-4,1.31,7.9%,60.4%,83.6%,62.5%,1/2,11.1%,63.0%,76.5%,52.5%,4/7,2:17,3
R64,53,Marcos Baghdatis[CYP] [yr|ev],d.,20,(17)Kevin Anderson[RSA] [yr|ev],6-2 6-2 6-2,1.98,15.9%,42.9%,88.9%,66.7%,0/0,11.1%,65.3%,59.6%,40.0%,6/12,1:25,8
R64,35,(31)Julien Benneteau[FRA] [yr|ev],d.,36,Jeremy Chardy[FRA] [yr|ev],6-4 6-3 6-4,1.32,9.9%,58.2%,73.6%,47.4%,6/9,12.0%,57.8%,62.5%,34.3%,5/12,1:55,25
R64,5,(5)Tomas Berdych[CZE] [yr|ev],d.,104,Denis Kudla[USA] [yr|ev],7-6(3) 7-6(3) 6-3,1.37,9.5%,55.2%,75.0%,55.8%,10/14,0.7%,60.4%,58.3%,47.3%,10/15,2:45,4
R64,9,(8)Richard Gasquet[FRA] [yr|ev],d.,150,(Q)Stephane Robert[FRA] [yr|ev],6-3 7-5 7-5,1.14,7.0%,58.3%,74.6%,45.8%,7/10,8.5%,51.1%,66.7%,47.8%,6/12,2:12,7
R64,34,(32)Dmitry Tursunov[RUS] [yr|ev],d.,91,(WC)Guillaume Rufin[FRA] [yr|ev],7-6(4) 1-1 RET,0.94,5.1%,57.6%,70.6%,52.0%,7/8,10.0%,42.5%,82.4%,52.2%,1/2,1:12,20
R64,26,(23)Feliciano Lopez[ESP] [yr|ev],d.,124,(WC)Bradley Klahn[USA] [yr|ev],6-4 7-6(4) 4-6 7-5,0.95,15.3%,53.3%,75.0%,52.9%,6/9,12.2%,71.8%,74.5%,45.9%,5/9,2:57,12
R64,11,(10)Milos Raonic[CAN] [yr|ev],d.,55,Pablo Andujar[ESP] [yr|ev],6-1 6-2 6-4,1.39,10.5%,62.8%,81.5%,37.5%,6/7,2.1%,64.2%,52.5%,50.0%,12/18,2:02,3
R64,86,Jack Sock[USA] [yr|ev],d.,247,(Q)Maximo Gonzalez[ARG] [yr|ev],7-6(3) 1-6 7-5 6-2,1.13,6.1%,60.9%,75.7%,57.8%,6/9,2.9%,67.6%,71.8%,50.0%,3/6,2:32,8
R64,21,(18)Janko Tipsarevic[SRB] [yr|ev],d.,77,Dudi Sela[ISR] [yr|ev],6-4 6-4 6-1,1.41,3.1%,44.3%,74.4%,57.4%,11/13,1.3%,62.0%,61.2%,33.3%,4/11,2:12,8
R64,172,(Q)Mikhail Kukushkin[KAZ] [yr|ev],d.,88,Andreas Haider Maurer[AUT] [yr|ev],6-4 6-4 7-5,1.22,7.0%,57.0%,73.7%,67.4%,5/5,7.3%,60.4%,77.6%,44.7%,0/3,2:12,39
R64,4,(4)David Ferrer[ESP] [yr|ev],d.,64,Roberto Bautista Agut[ESP] [yr|ev],6-3 6-7(5) 6-1 6-2,1.37,7.6%,58.8%,68.6%,59.2%,5/7,1.7%,61.7%,56.8%,43.5%,8/16,2:46,3
R64,7,(7)Roger Federer[SUI] [yr|ev],d.,48,Carlos Berlocq[ARG] [yr|ev],6-3 6-2 6-1,1.87,8.7%,52.2%,75.0%,66.7%,2/3,1.2%,84.3%,51.4%,15.4%,6/13,1:35,1
R64,63,Adrian Mannarino[FRA] [yr|ev],d.,31,(26)Sam Querrey[USA] [yr|ev],7-6(4) 7-6(5) 6-7(5) 6-4,1.15,8.1%,54.7%,84.0%,61.2%,7/8,14.5%,57.9%,83.7%,50.7%,4/6,3:15,17
R64,22,(19)Tommy Robredo[ESP] [yr|ev],d.,152,(Q)Frank Dancevic[CAN] [yr|ev],6-4 6-4 6-1,1.65,12.5%,63.9%,84.8%,46.2%,8/10,4.7%,64.7%,61.8%,33.3%,4/11,1:40,5
R64,179,(Q)Daniel Evans[GBR] [yr|ev],d.,52,Bernard Tomic[AUS] [yr|ev],1-6 6-3 7-6(4) 6-3,1.10,7.7%,56.4%,65.2%,52.9%,5/11,6.4%,60.8%,61.8%,46.9%,9/15,2:20,21
R64,17,(13)John Isner[USA] [yr|ev],d.,39,Gael Monfils[FRA] [yr|ev],7-5 6-2 4-6 7-6(4),1.12,18.1%,68.5%,79.3%,57.5%,6/7,5.7%,82.9%,72.5%,52.4%,6/9,2:55,8
R64,25,(22)Philipp Kohlschreiber[GER] [yr|ev],d.,67,Edouard Roger-Vasselin[FRA] [yr|ev],6-3 6-2 5-7 6-2,1.54,13.1%,57.6%,77.2%,61.9%,0/2,2.3%,60.9%,59.3%,48.1%,16/22,2:33,16
R64,38,Ivan Dodig[CRO] [yr|ev],d.,42,Nikolay Davydenko[RUS] [yr|ev],6-1 6-4 6-4,1.53,19.3%,66.3%,81.8%,50.0%,5/6,2.6%,50.6%,64.1%,47.4%,5/10,1:43,29
R64,2,(2)Rafael Nadal[ESP] [yr|ev],d.,134,(Q)Rogerio Dutra Silva[BRA] [yr|ev],6-2 6-1 6-0,2.35,5.6%,68.5%,81.1%,64.7%,1/1,2.6%,57.9%,47.7%,37.5%,6/14,1:32,1
R128,1,(1)Novak Djokovic[SRB] [yr|ev],d.,112,Ricardas Berankis[LTU] [yr|ev],6-1 6-2 6-2,1.91,13.7%,68.5%,72.0%,60.9%,7/8,4.4%,52.9%,47.2%,31.3%,7/14,1:22,1
R128,87,Benjamin Becker[GER] [yr|ev],d.,45,Lukas Rosol[CZE] [yr|ev],6-3 3-6 6-3 6-4,1.20,7.6%,52.4%,69.1%,54.0%,7/12,13.7%,46.6%,72.1%,38.6%,9/17,2:16,35
R128,41,Jarkko Nieminen[FIN] [yr|ev],d.,71,Lukasz Kubot[POL] [yr|ev],7-5 7-5 6-2,1.41,6.8%,59.1%,73.1%,52.8%,4/8,4.6%,37.6%,68.3%,39.7%,4/11,2:18,13
R128,95,Joao Sousa[POR] [yr|ev],d.,29,(25)Grigor Dimitrov[BUL] [yr|ev],3-6 6-3 6-4 5-7 6-2,1.09,3.5%,57.7%,74.4%,45.0%,8/14,9.5%,58.4%,66.3%,47.4%,3/11,2:51,28
R128,73,Alex Bogomolov Jr[RUS] [yr|ev],d.,28,(24)Benoit Paire[FRA] [yr|ev],7-5 2-6 6-4 5-7 7-6(5),0.91,1.0%,63.9%,65.3%,48.6%,17/23,16.3%,50.6%,80.0%,45.5%,7/11,4:01,33
R128,109,(WC)Tim Smyczek[USA] [yr|ev],d.,149,(WC)James Duckworth[AUS] [yr|ev],3-6 6-2 6-4 6-1,1.26,3.7%,66.1%,65.3%,56.8%,4/7,5.0%,54.7%,59.2%,44.4%,9/15,2:56,68
R128,43,Marcel Granollers[ESP] [yr|ev],d.,256,Jurgen Zopp[EST] [yr|ev],6-1 3-6 1-6 6-3 6-4,1.21,11.5%,52.2%,72.9%,50.0%,4/10,3.7%,51.1%,66.7%,40.9%,8/16,2:59,19
R128,128,Rajeev Ram[USA] [yr|ev],d.,18,(16)Fabio Fognini[ITA] [yr|ev],6-1 6-2 6-2,1.83,12.7%,73.2%,76.9%,52.6%,2/3,4.1%,54.1%,55.0%,35.3%,9/16,1:27,56
R128,13,(12)Tommy Haas[GER] [yr|ev],d.,107,Paul Henri Mathieu[FRA] [yr|ev],6-4 6-4 6-1,1.75,19.7%,59.2%,90.5%,51.7%,2/3,8.6%,55.6%,64.4%,44.4%,2/8,1:34,2
R128,60,Yen Hsun Lu[TPE] [yr|ev],d.,61,Daniel Gimeno Traver[ESP] [yr|ev],6-4 7-6(5) 6-3,1.65,4.4%,67.0%,80.3%,63.3%,1/2,12.2%,55.7%,70.3%,43.1%,6/9,2:10,33
R128,37,Alexandr Dolgopolov[UKR] [yr|ev],d.,72,David Goffin[BEL] [yr|ev],6-2 6-4 6-4,1.32,6.3%,44.8%,79.1%,50.9%,6/8,6.3%,67.0%,58.7%,37.8%,15/21,1:54,13
R128,24,(21)Mikhail Youzhny[RUS] [yr|ev],d.,78,Nicolas Mahut[FRA] [yr|ev],6-4 6-4 7-6(4),1.61,8.7%,64.1%,84.7%,60.6%,2/3,5.1%,63.2%,67.6%,51.2%,8/11,2:31,8
R128,102,Evgeny Donskoy[RUS] [yr|ev],d.,27,(29)Jurgen Melzer[AUT] [yr|ev],7-5 6-3 7-6(3),1.22,4.3%,56.5%,73.8%,54.0%,7/10,4.1%,64.9%,61.9%,50.0%,6/10,2:31,65
R128,146,(Q)Peter Gojowczyk[GER] [yr|ev],d.,68,Igor Sijsling[NED] [yr|ev],7-6(7) 2-6 6-4 6-1,1.30,7.8%,51.5%,75.5%,58.0%,5/9,10.2%,55.5%,69.0%,42.1%,5/11,2:04,39
R128,66,Lleyton Hewitt[AUS] [yr|ev],d.,185,(WC)Brian Baker[USA] [yr|ev],6-3 4-6 6-3 6-4,1.19,6.8%,45.3%,69.8%,46.9%,5/13,11.5%,50.0%,54.1%,44.3%,9/19,3:06,1
R128,6,(6)Juan Martin del Potro[ARG] [yr|ev],d.,74,Guillermo Garcia Lopez[ESP] [yr|ev],6-3 6-7(5) 6-4 7-6(7),1.63,10.5%,61.3%,81.6%,64.6%,3/4,7.6%,48.3%,68.7%,50.6%,9/12,4:13,3
R128,3,(3)Andy Murray[GBR] [yr|ev],d.,49,Michael Llodra[FRA] [yr|ev],6-2 6-4 6-3,1.85,4.3%,66.7%,78.3%,65.2%,1/2,2.4%,63.9%,58.5%,40.0%,2/8,1:38,1
R128,81,Leonardo Mayer[ARG] [yr|ev],d.,54,Victor Hanescu[ROU] [yr|ev],7-6(4) 6-4 3-6 7-6(4),1.03,5.3%,56.6%,69.8%,56.1%,10/13,3.1%,67.1%,66.7%,54.7%,11/14,3:55,21
R128,157,(Q)Donald Young[USA] [yr|ev],d.,46,Martin Klizan[SVK] [yr|ev],6-1 6-0 6-1,1.92,4.1%,74.3%,70.9%,52.6%,9/9,7.0%,47.4%,37.0%,33.3%,5/12,1:20,38
R128,47,Florian Mayer[GER] [yr|ev],d.,32,(28)Juan Monaco[ARG] [yr|ev],6-4 6-2 3-0 RET,1.64,7.2%,65.2%,75.6%,62.5%,3/3,1.7%,62.7%,54.1%,50.0%,3/8,1:24,18
R128,23,(20)Andreas Seppi[ITA] [yr|ev],d.,113,Xavier Malisse[BEL] [yr|ev],6-3 3-6 7-5 7-5,1.14,9.0%,58.6%,79.5%,43.6%,5/9,10.9%,45.7%,69.5%,51.4%,5/10,2:59,18
R128,114,(Q)Somdev Devvarman[IND] [yr|ev],d.,84,Lukas Lacko[SVK] [yr|ev],4-6 6-1 6-2 4-6 6-4,1.15,3.4%,56.5%,72.3%,48.4%,7/11,8.0%,50.4%,69.6%,42.6%,4/12,3:11,62
R128,89,Tobias Kamke[GER] [yr|ev],d.,116,Steve Johnson[USA] [yr|ev],6-7(4) 6-4 7-6(7) 6-2,1.30,7.4%,54.1%,78.1%,59.7%,4/5,6.9%,47.8%,72.4%,49.4%,11/14,3:12,64
R128,65,Denis Istomin[UZB] [yr|ev],d.,15,(15)Nicolas Almagro[ESP] [yr|ev],6-3 6-1 4-6 6-3,1.38,12.1%,64.5%,72.5%,60.5%,6/9,7.9%,64.0%,63.2%,43.8%,4/11,1:55,33
R128,10,(9)Stan Wawrinka[SUI] [yr|ev],d.,58,Radek Stepanek[CZE] [yr|ev],7-6(2) 6-3 6-2,1.22,7.4%,52.1%,67.3%,57.8%,4/7,1.0%,66.0%,57.8%,48.5%,7/13,2:32,3
R128,79,(Q)Ivo Karlovic[CRO] [yr|ev],d.,100,James Blake[USA] [yr|ev],6-7(2) 3-6 6-4 7-6(2) 7-6(2),0.95,22.2%,62.6%,84.1%,45.3%,7/11,5.4%,63.3%,77.1%,60.7%,8/11,3:24,14
R128,53,Marcos Baghdatis[CYP] [yr|ev],d.,131,(Q)Go Soeda[JPN] [yr|ev],6-4 6-3 6-1,1.75,22.2%,59.7%,79.1%,69.0%,1/1,0.0%,53.8%,69.8%,40.5%,5/10,1:31,8
R128,20,(17)Kevin Anderson[RSA] [yr|ev],d.,51,Daniel Brands[GER] [yr|ev],7-5 4-6 6-2 6-3,1.18,16.7%,53.3%,78.1%,62.5%,5/6,8.4%,58.8%,82.9%,40.8%,11/15,2:45,5
R128,35,(31)Julien Benneteau[FRA] [yr|ev],d.,108,Michal Przysiezny[POL] [yr|ev],6-4 5-7 6-4 6-4,1.33,6.7%,61.0%,76.6%,61.0%,2/6,10.8%,58.5%,68.4%,50.0%,5/11,2:44,25
R128,36,Jeremy Chardy[FRA] [yr|ev],d.,94,Sergiy Stakhovsky[UKR] [yr|ev],6-4 4-6 6-2 4-6 6-4,1.11,4.8%,56.4%,68.8%,55.6%,11/14,4.3%,53.4%,72.1%,44.0%,5/11,3:38,25
R128,104,Denis Kudla[USA] [yr|ev],d.,82,Jiri Vesely[CZE] [yr|ev],6-2 6-2 6-7(6) 7-5,1.50,6.1%,62.6%,77.8%,62.8%,3/5,7.3%,54.7%,66.7%,48.4%,10/17,2:44,53
R128,5,(5)Tomas Berdych[CZE] [yr|ev],d.,80,Paolo Lorenzi[ITA] [yr|ev],6-1 6-4 6-1,1.61,14.3%,55.7%,87.2%,38.7%,2/4,2.4%,50.6%,67.4%,21.4%,7/15,1:43,4
R128,9,(8)Richard Gasquet[FRA] [yr|ev],d.,92,Michael Russell[USA] [yr|ev],6-3 6-4 6-2,1.41,7.8%,64.4%,79.3%,46.9%,2/3,6.1%,58.6%,63.8%,41.5%,11/16,2:04,7
R128,150,(Q)Stephane Robert[FRA] [yr|ev],d.,302,(Q)Albano Olivetti[FRA] [yr|ev],6-3 6-3 6-4,1.77,3.7%,61.0%,88.0%,59.4%,1/1,20.5%,55.7%,75.5%,38.5%,9/13,1:34,50
R128,91,(WC)Guillaume Rufin[FRA] [yr|ev],d.,96,Jan Lennard Struff[GER] [yr|ev],7-6(4) 6-3 2-6 2-6 6-1,1.00,6.7%,55.0%,80.5%,40.3%,8/13,7.4%,55.0%,74.4%,47.8%,10/15,3:05,81
R128,34,(32)Dmitry Tursunov[RUS] [yr|ev],d.,106,Aljaz Bedene[SLO] [yr|ev],7-5 4-6 6-3 6-0,1.29,13.8%,55.2%,81.3%,51.9%,7/9,12.7%,52.0%,77.4%,38.8%,3/9,2:30,20
R128,26,(23)Feliciano Lopez[ESP] [yr|ev],d.,206,(Q)Florent Serra[FRA] [yr|ev],6-7(4) 6-2 6-3 6-3,1.55,18.4%,57.9%,81.8%,62.5%,3/3,5.1%,60.5%,66.3%,48.4%,11/16,2:38,12
R128,124,(WC)Bradley Klahn[USA] [yr|ev],d.,69,Kenny De Schepper[FRA] [yr|ev],6-7(5) 6-2 7-6(0) 7-6(4),1.51,4.8%,70.6%,80.9%,70.3%,0/1,11.4%,58.9%,73.1%,56.9%,8/11,3:01,63
R128,55,Pablo Andujar[ESP] [yr|ev],d.,99,Thiemo De Bakker[NED] [yr|ev],6-4 6-4 6-4,1.39,5.4%,60.2%,78.6%,51.4%,5/7,9.6%,52.1%,67.3%,42.2%,4/9,2:07,32
R128,11,(10)Milos Raonic[CAN] [yr|ev],d.,176,(Q)Thomas Fabbiano[ITA] [yr|ev],6-3 7-6(6) 6-3,1.65,30.9%,63.8%,85.0%,55.9%,4/5,0.0%,66.1%,63.9%,45.9%,9/12,2:12,3
R128,247,(Q)Maximo Gonzalez[ARG] [yr|ev],d.,14,(14)Jerzy Janowicz[POL] [yr|ev],6-4 6-4 6-2,1.28,9.7%,64.5%,75.0%,39.4%,8/10,1.8%,58.2%,62.5%,37.0%,10/15,2:15,58
R128,86,Jack Sock[USA] [yr|ev],d.,163,(Q)Philipp Petzschner[GER] [yr|ev],7-6(2) 3-6 5-2 RET,1.10,6.0%,51.0%,70.6%,59.2%,5/7,11.0%,46.2%,69.0%,55.1%,5/8,2:12,8
