Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
LL,Otto Virtanen,FIN,1,301,60.9%,29.2%,17,11.7%,7,4.8%,59.3%,67.4%,37.3%,55.2%,16,43.8%,41.7%,12,58.3%,48.2%,0.93,
LL,Jozef Kovalik,SVK,3,809,75.4%,21.0%,14,3.4%,15,3.6%,60.6%,63.1%,56.8%,60.6%,44,65.9%,36.7%,36,36.1%,48.8%,0.93,
,Pavel Kotov,RUS,3,747,76.7%,16.9%,12,3.1%,6,1.6%,65.6%,69.0%,50.8%,62.8%,39,64.1%,34.7%,26,38.5%,49.1%,0.93,
,Roberto Carballes Baena,ESP,2,396,61.3%,33.3%,4,2.1%,5,2.6%,64.6%,57.9%,49.3%,54.9%,22,45.5%,41.8%,25,44.0%,48.2%,0.93,
,Roman Safiullin,RUS,1,351,63.0%,29.6%,3,1.7%,4,2.3%,63.4%,62.4%,47.6%,57.0%,16,37.5%,40.2%,22,36.4%,48.4%,0.93,
Q,Mattia Bellucci,ITA,1,304,84.0%,8.0%,17,11.1%,11,7.2%,58.8%,84.4%,39.7%,66.0%,13,69.2%,31.1%,3,66.7%,48.7%,0.92,
,Jack Draper,GBR,1,303,65.4%,28.0%,7,4.7%,9,6.0%,50.3%,68.0%,51.4%,59.7%,10,10.0%,37.0%,11,63.6%,48.2%,0.92,
WC,Terence Atmane,FRA,1,312,73.1%,24.0%,7,4.5%,8,5.1%,54.5%,74.1%,40.8%,59.0%,12,41.7%,37.2%,14,42.9%,48.1%,0.91,
15,Ben Shelton,USA,3,552,74.4%,19.5%,20,7.1%,15,5.3%,69.6%,66.5%,46.5%,60.4%,23,52.2%,35.7%,20,40.0%,48.4%,0.90,
24,Alejandro Tabilo,CHI,1,266,52.6%,33.3%,8,6.4%,3,2.4%,69.6%,60.9%,28.9%,51.2%,11,18.2%,44.0%,15,40.0%,47.4%,0.90,
,Mackenzie Mcdonald,USA,1,210,52.9%,35.3%,0,0.0%,5,4.9%,64.1%,56.1%,45.9%,52.4%,13,38.5%,43.0%,14,42.9%,47.6%,0.90,
,Thiago Agustin Tirante,ARG,1,284,84.0%,12.0%,9,6.2%,2,1.4%,74.0%,69.4%,55.3%,65.8%,6,33.3%,30.4%,8,37.5%,48.6%,0.89,
WC,Richard Gasquet,FRA,2,420,77.4%,12.9%,9,4.1%,8,3.7%,53.0%,68.7%,51.0%,60.4%,10,30.0%,35.0%,17,23.5%,48.1%,0.88,
Q,Gregoire Barrere,FRA,1,214,53.3%,25.0%,2,2.0%,3,3.1%,63.3%,56.5%,47.2%,53.1%,16,56.3%,41.4%,13,30.8%,46.7%,0.88,
,Laslo Djere,SRB,1,400,79.3%,17.2%,2,0.9%,6,2.8%,63.1%,69.3%,47.5%,61.3%,15,60.0%,33.9%,15,33.3%,48.8%,0.88,
,Pedro Martinez,ESP,2,465,79.5%,12.8%,9,3.8%,9,3.8%,72.2%,71.6%,43.1%,63.7%,22,63.6%,31.6%,8,62.5%,47.7%,0.87,
,Hugo Gaston,FRA,1,230,66.7%,21.1%,2,1.7%,2,1.7%,60.5%,63.9%,53.2%,59.7%,14,57.1%,35.1%,9,44.4%,47.8%,0.87,
Q,Filip Misolic,AUT,2,480,62.2%,30.6%,3,1.2%,5,1.9%,59.5%,62.3%,42.9%,54.4%,22,36.4%,39.8%,21,52.4%,47.7%,0.87,
,Max Purcell,AUS,1,306,70.8%,21.7%,7,4.5%,3,1.9%,54.1%,62.4%,58.3%,60.5%,12,41.7%,34.2%,13,38.5%,47.7%,0.87,
,Borna Coric,CRO,1,252,82.4%,11.8%,12,9.4%,4,3.1%,65.4%,65.1%,52.3%,60.6%,15,80.0%,34.4%,3,66.7%,47.6%,0.87,
,Kei Nishikori,JPN,2,566,73.0%,18.9%,1,0.3%,6,2.0%,71.1%,50.9%,51.7%,51.2%,20,50.0%,42.3%,21,33.3%,47.0%,0.87,
Q,Valentin Vacherot,MON,1,230,73.7%,10.5%,6,5.7%,4,3.8%,67.6%,64.8%,58.8%,62.9%,9,44.4%,32.0%,5,40.0%,46.1%,0.86,
Q,Gustavo Heide,BRA,1,303,59.1%,27.3%,2,1.4%,3,2.2%,49.3%,58.8%,45.7%,52.2%,14,35.7%,40.6%,16,37.5%,45.9%,0.85,
29,Arthur Fils,FRA,1,212,50.0%,31.6%,7,7.0%,1,1.0%,64.0%,56.3%,41.7%,51.0%,15,40.0%,41.1%,15,40.0%,45.8%,0.84,
,Thiago Seyboth Wild,BRA,1,211,66.7%,16.7%,3,2.7%,3,2.7%,64.3%,61.1%,55.0%,58.9%,15,60.0%,34.3%,6,50.0%,47.4%,0.84,
19,Alexander Bublik,KAZ,2,366,64.3%,28.6%,22,11.1%,19,9.5%,54.3%,64.8%,44.0%,55.3%,26,61.5%,37.7%,18,44.4%,47.3%,0.84,
,Constant Lestienne,FRA,1,245,55.0%,26.3%,2,1.6%,2,1.6%,68.0%,57.5%,43.9%,53.1%,22,59.1%,38.5%,10,50.0%,46.1%,0.82,
,Daniel Evans,GBR,1,197,73.3%,6.7%,2,2.0%,5,5.0%,48.5%,69.4%,51.9%,60.4%,11,63.6%,32.3%,4,25.0%,46.7%,0.82,
,Andy Murray,GBR,1,170,71.4%,0.0%,5,6.2%,1,1.2%,55.6%,71.1%,50.0%,61.7%,10,60.0%,31.5%,2,0.0%,45.9%,0.82,
,Federico Coria,ARG,1,182,46.7%,20.0%,1,1.1%,3,3.4%,60.9%,60.4%,38.2%,51.7%,11,27.3%,38.9%,4,75.0%,45.1%,0.81,
17,Ugo Humbert,FRA,1,219,78.9%,11.1%,3,2.6%,6,5.2%,54.8%,74.6%,48.1%,62.6%,12,66.7%,29.8%,6,33.3%,47.0%,0.80,
Q,Hamad Medjedovic,SRB,1,256,55.0%,16.7%,4,3.0%,5,3.8%,61.4%,61.7%,37.3%,52.3%,21,57.1%,37.1%,10,30.0%,44.9%,0.78,
,Alexei Popyrin,AUS,1,321,76.9%,19.2%,11,6.6%,7,4.2%,62.3%,67.3%,49.2%,60.5%,14,57.1%,30.5%,12,41.7%,46.1%,0.77,
WC,Harold Mayot,FRA,1,194,73.3%,6.7%,4,4.0%,1,1.0%,63.4%,56.3%,59.5%,57.4%,8,50.0%,32.3%,3,33.3%,45.4%,0.76,
,Emil Ruusuvuori,FIN,1,215,57.1%,15.4%,8,6.3%,1,0.8%,67.5%,50.6%,56.1%,52.4%,25,76.0%,36.0%,4,50.0%,45.6%,0.76,
,Nuno Borges,POR,1,216,62.5%,20.0%,5,4.1%,5,4.1%,61.2%,66.2%,34.0%,53.7%,12,50.0%,34.7%,4,75.0%,45.4%,0.75,
22,Adrian Mannarino,FRA,1,199,50.0%,17.6%,2,2.1%,3,3.2%,47.9%,55.6%,55.1%,55.3%,13,38.5%,33.3%,9,33.3%,43.7%,0.75,
Q,Shintaro Mochizuki,JPN,1,286,71.4%,13.6%,4,2.7%,11,7.4%,52.7%,65.4%,47.1%,56.8%,19,68.4%,32.6%,9,33.3%,45.1%,0.75,
,Rafael Nadal,ESP,1,204,62.5%,14.3%,2,1.8%,3,2.7%,70.3%,57.7%,48.5%,55.0%,18,66.7%,33.3%,11,18.2%,45.1%,0.74,
,Arthur Cazaux,FRA,1,236,58.8%,17.6%,10,7.8%,4,3.1%,61.7%,62.0%,38.8%,53.1%,21,66.7%,34.3%,11,27.3%,44.5%,0.73,
,Dominik Koepfer,GER,1,243,65.0%,20.0%,2,1.5%,5,3.7%,65.2%,56.8%,46.8%,53.3%,11,36.4%,34.3%,4,100.0%,44.9%,0.73,
WC,Adam Walton,AUS,1,202,66.7%,6.7%,1,0.9%,1,0.9%,60.2%,63.1%,46.5%,56.5%,18,72.2%,31.9%,4,25.0%,45.0%,0.73,
,Taro Daniel,JPN,1,312,76.2%,0.0%,10,5.8%,6,3.5%,50.6%,63.2%,44.7%,54.1%,15,66.7%,32.9%,9,0.0%,44.6%,0.72,
,Roberto Bautista Agut,ESP,1,235,52.9%,17.6%,0,0.0%,1,0.8%,63.3%,46.9%,53.2%,49.2%,19,57.9%,36.4%,11,27.3%,43.4%,0.72,
WC,Giovanni Mpetshi Perricard,FRA,1,300,73.1%,12.5%,22,13.6%,5,3.1%,64.8%,66.7%,49.1%,60.5%,17,58.8%,28.3%,3,100.0%,45.7%,0.72,
,Pablo Carreno Busta,ESP,1,239,35.3%,29.4%,0,0.0%,5,3.9%,61.7%,53.2%,32.7%,45.3%,22,50.0%,39.6%,14,35.7%,42.7%,0.72,
,Sumit Nagal,IND,1,187,53.8%,7.7%,0,0.0%,4,4.5%,72.7%,59.4%,37.5%,53.4%,13,53.8%,33.3%,9,11.1%,42.8%,0.72,
,Yannick Hanfmann,GER,1,159,64.3%,7.1%,2,2.4%,1,1.2%,63.9%,54.7%,66.7%,59.0%,11,54.5%,28.9%,1,100.0%,44.7%,0.71,
,Aleksandar Kovacevic,USA,1,160,64.3%,13.3%,8,9.6%,3,3.6%,54.2%,73.3%,42.1%,59.0%,7,28.6%,28.6%,3,66.7%,44.4%,0.70,
,Aleksandar Vukic,AUS,1,246,80.0%,9.5%,17,12.7%,1,0.7%,53.7%,73.6%,48.4%,61.9%,12,66.7%,26.8%,3,66.7%,45.9%,0.70,
,Christopher Eubanks,USA,1,182,64.3%,7.1%,4,4.3%,9,9.7%,60.2%,62.5%,37.8%,52.7%,10,50.0%,32.6%,10,10.0%,42.9%,0.69,
16,Nicolas Jarry,CHI,1,206,53.3%,6.7%,5,4.5%,2,1.8%,68.2%,60.0%,37.1%,52.7%,19,63.2%,32.3%,5,20.0%,43.2%,0.68,
,Marton Fucsovics,HUN,1,196,66.7%,7.1%,2,1.8%,3,2.7%,64.9%,72.2%,33.3%,58.6%,11,54.5%,27.1%,5,20.0%,44.9%,0.65,
,Rinky Hijikata,AUS,1,201,69.2%,6.7%,0,0.0%,3,2.8%,63.0%,66.2%,40.0%,56.5%,18,77.8%,28.0%,3,33.3%,43.3%,0.64,
,Botic Van De Zandschulp,NED,1,161,38.5%,15.4%,4,5.3%,3,3.9%,53.9%,58.5%,28.6%,44.7%,14,42.9%,35.3%,7,28.6%,39.8%,0.64,
,Luca Nardi,ITA,1,148,38.5%,23.1%,1,1.4%,7,10.0%,52.9%,56.8%,24.2%,41.4%,10,20.0%,37.2%,6,50.0%,39.2%,0.63,
,Daniel Elahi Galan,COL,1,185,66.7%,6.7%,5,4.9%,0,0.0%,58.3%,61.7%,53.5%,58.3%,12,58.3%,24.4%,3,33.3%,43.2%,0.58,
,Pedro Cachin,ARG,1,158,33.3%,16.7%,2,2.2%,1,1.1%,59.3%,46.3%,40.5%,44.0%,16,50.0%,31.3%,3,66.7%,38.6%,0.56,
,Jordan Thompson,AUS,1,158,36.4%,8.3%,5,5.5%,4,4.4%,59.3%,48.1%,43.2%,46.2%,20,65.0%,29.9%,3,33.3%,39.2%,0.55,
Q,Thiago Monteiro,BRA,1,210,66.7%,10.5%,9,8.1%,4,3.6%,70.3%,60.3%,45.5%,55.9%,10,40.0%,24.2%,5,40.0%,41.0%,0.55,
WC,Pierre Hugues Herbert,FRA,1,184,81.3%,6.3%,7,6.9%,6,5.9%,66.7%,70.6%,50.0%,63.7%,7,57.1%,19.5%,1,100.0%,44.0%,0.54,
Q,Mikhail Kukushkin,KAZ,1,145,41.7%,15.4%,1,1.3%,0,0.0%,68.4%,50.0%,33.3%,44.7%,15,53.3%,29.0%,5,40.0%,37.2%,0.52,
LL,J J Wolf,USA,1,135,18.2%,18.2%,0,0.0%,1,1.5%,56.7%,44.7%,27.6%,37.3%,15,40.0%,32.4%,7,28.6%,34.8%,0.52,
Q,Roman Andres Burruchaga,ARG,1,153,50.0%,0.0%,0,0.0%,4,4.8%,68.7%,54.4%,34.6%,48.2%,16,62.5%,27.1%,1,0.0%,38.6%,0.52,
,Yoshihito Nishioka,JPN,1,185,71.4%,0.0%,2,1.8%,4,3.6%,61.8%,63.2%,42.9%,55.5%,13,69.2%,22.7%,0,-,42.2%,0.51,
,Alex Michelsen,USA,1,143,20.0%,9.1%,0,0.0%,2,2.5%,75.3%,45.9%,30.0%,42.0%,13,38.5%,29.0%,3,33.3%,36.4%,0.50,
Q,Felipe Meligeni Alves,BRA,1,162,71.4%,0.0%,4,4.4%,0,0.0%,68.9%,64.5%,50.0%,60.0%,11,63.6%,19.4%,1,0.0%,42.0%,0.49,
WC,Nicolas Moreno De Alboran,USA,1,233,70.6%,0.0%,9,7.1%,4,3.1%,61.4%,62.8%,53.1%,59.1%,15,66.7%,19.8%,2,0.0%,41.2%,0.48,
,All Main Draw Players,,127.0,,74.7%,25.3%,,5.4%,,3.1%,63.1%,67.2%,50.7%,61.1%,,57.7%,38.9%,,42.3%,50.0%,1.00,
