Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
3,Andy Murray,GBR,4,1010,86.1%,28.2%,64,13.1%,10,2.1%,59.1%,76.7%,51.3%,66.3%,32,65.6%,40.3%,63,34.9%,52.9%,1.20,
,Mardy Fish,USA,2,512,82.9%,31.7%,24,9.4%,10,3.9%,56.9%,79.3%,44.5%,64.3%,17,58.8%,42.0%,29,44.8%,53.1%,1.18,
7,David Ferrer,ESP,3,668,74.1%,34.5%,5,1.5%,7,2.1%,63.2%,70.4%,50.8%,63.2%,32,56.3%,42.7%,36,52.8%,52.7%,1.16,
17,Grigor Dimitrov,BUL,2,470,84.6%,26.3%,28,11.3%,9,3.6%,61.9%,77.8%,48.9%,66.8%,15,60.0%,38.1%,19,52.6%,53.2%,1.15,
18,Feliciano Lopez,ESP,5,1045,85.9%,23.2%,68,12.9%,25,4.7%,57.5%,77.9%,53.1%,67.4%,39,69.2%,37.6%,46,41.3%,52.6%,1.15,
,Mikhail Youzhny,RUS,2,400,79.4%,17.1%,17,9.2%,13,7.0%,60.0%,77.5%,54.1%,68.1%,13,46.2%,36.3%,13,46.2%,51.0%,1.14,
25,Andreas Seppi,ITA,3,606,75.5%,32.7%,32,10.3%,11,3.5%,52.3%,74.7%,52.0%,63.9%,25,52.0%,41.2%,34,47.1%,52.8%,1.14,
15,Kevin Anderson,RSA,5,1112,90.0%,14.0%,106,18.6%,25,4.4%,64.4%,81.5%,49.8%,70.2%,28,67.9%,33.8%,29,41.4%,52.4%,1.13,
10,Milos Raonic,CAN,3,657,94.0%,12.0%,45,13.5%,20,6.0%,56.5%,78.2%,60.0%,70.3%,23,87.0%,33.3%,17,35.3%,52.1%,1.12,
WC,Lleyton Hewitt,AUS,2,453,74.3%,28.6%,21,9.0%,11,4.7%,49.8%,70.7%,51.3%,60.9%,25,64.0%,43.6%,22,45.5%,52.5%,1.12,
,Filip Krajinovic,SRB,2,368,77.4%,32.3%,9,5.0%,10,5.5%,59.1%,77.6%,44.6%,64.1%,14,50.0%,40.1%,19,52.6%,51.9%,1.12,
11,Gilles Simon,FRA,1,311,62.5%,37.5%,11,7.9%,11,7.9%,56.1%,67.9%,49.2%,59.7%,14,35.7%,44.8%,30,30.0%,51.4%,1.11,
9,Marin Cilic,CRO,6,1371,85.0%,19.3%,114,16.7%,25,3.7%,55.1%,79.8%,53.9%,68.2%,46,63.0%,35.4%,55,38.2%,51.7%,1.11,
,Pablo Carreno Busta,ESP,2,516,75.6%,27.5%,26,10.7%,8,3.3%,51.2%,75.0%,50.8%,63.2%,22,54.5%,40.9%,24,45.8%,51.4%,1.11,
,Diego Schwartzman,ARG,2,382,80.0%,28.6%,5,2.7%,4,2.2%,57.5%,66.4%,59.5%,63.4%,14,57.1%,40.3%,24,33.3%,51.6%,1.10,
Q,Evgeny Donskoy,RUS,2,414,78.8%,23.5%,16,8.2%,3,1.5%,61.5%,76.7%,46.7%,65.1%,18,61.1%,38.4%,23,34.8%,51.0%,1.10,
5,Stan Wawrinka,SUI,6,1184,83.0%,23.2%,65,10.8%,23,3.8%,51.8%,76.7%,55.7%,66.6%,43,62.8%,36.6%,48,45.8%,51.9%,1.09,
,Martin Klizan,SVK,2,429,82.4%,23.5%,14,7.2%,11,5.7%,54.6%,71.7%,55.7%,64.4%,11,45.5%,38.7%,21,38.1%,50.3%,1.09,
,Sam Querrey,USA,1,232,88.9%,0.0%,18,17.1%,8,7.6%,58.1%,83.6%,54.5%,71.4%,3,33.3%,30.7%,5,0.0%,49.1%,1.07,
22,Viktor Troicki,SRB,3,759,79.7%,29.3%,45,11.6%,9,2.3%,64.0%,71.5%,47.9%,63.0%,38,68.4%,39.5%,34,50.0%,51.5%,1.07,
31,Guillermo Garcia Lopez,ESP,3,859,81.3%,25.4%,38,8.4%,22,4.9%,53.8%,77.7%,46.6%,63.3%,33,63.6%,39.1%,33,48.5%,51.8%,1.07,
,Fernando Verdasco,ESP,2,504,86.0%,18.6%,36,14.5%,12,4.8%,62.7%,76.3%,58.1%,69.5%,14,57.1%,32.5%,17,47.1%,50.8%,1.07,
,Benoit Paire,FRA,4,918,88.7%,16.7%,52,11.2%,15,3.2%,52.3%,76.0%,58.4%,67.6%,33,75.8%,33.8%,29,41.4%,50.9%,1.04,
,Gilles Muller,LUX,1,224,83.3%,15.8%,20,18.0%,8,7.2%,53.2%,72.9%,57.7%,65.8%,8,62.5%,35.4%,10,30.0%,50.4%,1.03,
4,Kei Nishikori,JPN,1,314,92.3%,8.0%,4,2.5%,5,3.1%,67.9%,72.2%,68.6%,71.1%,8,75.0%,29.7%,9,22.2%,50.6%,1.03,
,Mikhail Kukushkin,KAZ,3,774,78.0%,23.8%,17,4.5%,10,2.7%,49.6%,73.8%,54.2%,63.9%,32,59.4%,36.8%,30,50.0%,50.0%,1.02,
,Rajeev Ram,USA,2,448,80.0%,26.5%,14,5.9%,10,4.2%,61.4%,72.4%,48.4%,63.1%,15,53.3%,37.7%,18,50.0%,51.1%,1.02,
,Santiago Giraldo,COL,1,313,95.7%,9.1%,12,7.9%,4,2.6%,58.3%,75.0%,58.7%,68.2%,3,66.7%,32.1%,10,20.0%,49.5%,1.01,
23,Roberto Bautista Agut,ESP,4,943,78.1%,26.4%,26,5.4%,23,4.7%,55.7%,66.3%,54.9%,61.2%,41,61.0%,39.3%,36,52.8%,50.6%,1.01,
,Andreas Haider Maurer,AUT,2,439,81.3%,17.1%,15,7.9%,16,8.5%,49.2%,74.2%,54.2%,64.0%,14,57.1%,36.4%,25,24.0%,48.3%,1.01,
,Teymuraz Gabashvili,RUS,2,513,71.1%,31.6%,14,5.7%,15,6.1%,57.7%,67.6%,48.1%,59.3%,30,63.3%,40.4%,21,57.1%,49.5%,1.00,
,Denis Istomin,UZB,2,392,80.0%,25.8%,13,6.3%,4,2.0%,57.1%,68.4%,56.8%,63.4%,25,76.0%,36.4%,18,44.4%,50.5%,0.99,
,Donald Young,USA,4,1068,69.0%,31.3%,18,3.4%,30,5.6%,55.9%,68.8%,46.8%,59.1%,61,57.4%,40.6%,58,44.8%,49.8%,0.99,
32,Fabio Fognini,ITA,4,926,73.2%,28.8%,23,4.9%,28,6.0%,55.2%,69.1%,49.0%,60.1%,45,57.8%,39.4%,44,47.7%,49.9%,0.99,
,Steve Johnson,USA,1,271,65.0%,31.6%,14,10.1%,13,9.4%,54.3%,65.3%,46.0%,56.5%,12,41.7%,42.9%,14,42.9%,49.8%,0.99,
,Marcel Granollers,ESP,2,321,84.6%,23.1%,11,6.3%,4,2.3%,60.3%,71.4%,50.7%,63.2%,13,69.2%,36.1%,9,66.7%,50.8%,0.98,
,Alexandr Dolgopolov,UKR,1,179,71.4%,13.3%,1,1.2%,2,2.4%,63.4%,69.2%,50.0%,62.2%,8,50.0%,37.1%,5,40.0%,48.6%,0.98,
,Aljaz Bedene,SLO,2,374,62.1%,33.3%,16,8.8%,11,6.0%,56.6%,72.8%,35.4%,56.6%,20,45.0%,42.2%,23,43.5%,49.2%,0.97,
,Jiri Vesely,CZE,3,590,87.8%,12.0%,31,10.3%,15,5.0%,64.5%,77.3%,54.2%,69.1%,17,64.7%,29.8%,24,25.0%,49.8%,0.96,
16,Gael Monfils,FRA,1,150,66.7%,25.0%,3,4.7%,2,3.1%,57.8%,62.2%,48.1%,56.3%,4,0.0%,41.9%,9,33.3%,48.0%,0.96,
Q,Jurgen Melzer,AUT,2,363,75.0%,28.6%,7,3.8%,11,6.0%,61.0%,71.2%,43.7%,60.4%,17,58.8%,38.1%,26,30.8%,49.3%,0.96,
,Adrian Mannarino,FRA,2,496,73.0%,24.3%,14,5.4%,12,4.6%,55.9%,74.0%,44.3%,60.9%,35,71.4%,37.0%,18,50.0%,49.6%,0.95,
Q,Illya Marchenko,UKR,2,421,75.8%,24.2%,13,6.1%,8,3.8%,57.7%,69.9%,45.6%,59.6%,18,55.6%,38.0%,23,34.8%,48.9%,0.94,
24,Bernard Tomic,AUS,3,745,73.3%,23.7%,49,12.6%,7,1.8%,60.9%,69.2%,48.7%,61.2%,46,65.2%,36.5%,31,45.2%,49.4%,0.94,
,Dudi Sela,ISR,1,224,64.7%,11.8%,2,1.9%,7,6.6%,49.1%,65.4%,53.7%,59.4%,13,53.8%,38.1%,12,16.7%,48.2%,0.94,
,Albert Ramos,ESP,1,224,70.6%,17.6%,4,3.9%,1,1.0%,62.7%,59.4%,63.2%,60.8%,12,58.3%,36.9%,7,42.9%,47.8%,0.94,
,Sergiy Stakhovsky,UKR,3,699,81.5%,16.4%,28,7.6%,12,3.3%,61.7%,72.2%,50.4%,63.9%,40,75.0%,34.1%,23,39.1%,49.8%,0.94,
,Ricardas Berankis,LTU,2,627,78.3%,17.4%,22,6.8%,14,4.3%,51.7%,70.1%,52.6%,61.6%,42,76.2%,35.9%,29,27.6%,49.1%,0.93,
,Lukas Rosol,CZE,2,384,75.9%,20.7%,14,6.9%,8,3.9%,49.3%,75.0%,50.5%,62.6%,16,56.3%,34.8%,11,54.5%,49.5%,0.93,
,Robin Haase,NED,2,547,78.3%,21.7%,27,9.9%,9,3.3%,55.7%,75.0%,49.6%,63.7%,23,56.5%,33.2%,18,55.6%,48.4%,0.92,
,Marsel Ilhan,TUR,2,425,75.8%,23.5%,19,8.4%,4,1.8%,61.3%,70.3%,44.8%,60.4%,16,50.0%,36.5%,15,53.3%,49.2%,0.92,
,Dustin Brown,JAM,1,310,76.0%,19.2%,18,11.3%,20,12.6%,57.9%,78.3%,38.8%,61.6%,11,45.5%,35.1%,11,45.5%,48.7%,0.91,
,Ruben Bemelmans,BEL,3,603,74.5%,20.4%,28,9.2%,18,5.9%,57.7%,72.2%,49.6%,62.6%,28,53.6%,33.6%,26,38.5%,48.3%,0.90,
,Joao Sousa,POR,1,316,78.3%,17.4%,6,3.6%,6,3.6%,61.2%,68.3%,45.3%,59.4%,20,75.0%,36.4%,13,30.8%,48.4%,0.90,
,Radek Stepanek,CZE,1,199,66.7%,20.0%,6,6.5%,4,4.3%,48.4%,71.1%,43.8%,57.0%,8,37.5%,38.7%,9,33.3%,47.2%,0.90,
Q,Yoshihito Nishioka,JPN,2,435,66.7%,26.5%,10,4.7%,7,3.3%,58.5%,61.3%,54.5%,58.5%,19,36.8%,37.2%,27,33.3%,47.6%,0.90,
,Janko Tipsarevic,SRB,1,320,75.0%,16.7%,10,6.5%,9,5.8%,51.9%,71.3%,48.6%,60.4%,15,60.0%,35.5%,16,25.0%,47.5%,0.90,
,Marcos Baghdatis,CYP,1,223,62.5%,11.8%,10,9.1%,7,6.4%,44.5%,73.5%,47.5%,59.1%,13,53.8%,36.3%,7,28.6%,47.5%,0.89,
,Pablo Cuevas,URU,2,400,80.6%,21.9%,15,7.2%,14,6.7%,60.3%,70.6%,45.8%,60.8%,23,73.9%,35.1%,18,38.9%,48.5%,0.89,
,Pablo Andujar,ESP,1,278,57.9%,25.0%,12,8.1%,10,6.7%,53.7%,67.5%,37.7%,53.7%,15,46.7%,40.3%,16,31.3%,47.5%,0.87,
Q,Alexander Zverev,GER,1,288,68.2%,13.6%,2,1.4%,10,7.2%,59.7%,69.9%,39.3%,57.6%,14,50.0%,36.9%,14,21.4%,46.9%,0.87,
,John Millman,AUS,1,239,78.9%,10.5%,1,0.8%,4,3.3%,62.8%,68.4%,55.6%,63.6%,12,66.7%,31.4%,7,28.6%,47.7%,0.86,
WC,Ryan Harrison,USA,1,209,71.4%,6.7%,3,3.2%,6,6.5%,53.8%,70.0%,48.8%,60.2%,9,55.6%,33.6%,7,14.3%,45.5%,0.85,
,Damir Dzumhur,BIH,1,274,71.4%,22.7%,6,4.4%,4,2.9%,62.5%,71.8%,37.3%,58.8%,14,57.1%,34.8%,12,41.7%,46.7%,0.84,
,Daniel Gimeno Traver,ESP,1,186,75.0%,5.9%,5,5.6%,5,5.6%,57.3%,70.6%,57.9%,65.2%,6,33.3%,28.9%,4,25.0%,46.2%,0.83,
,Sam Groth,AUS,2,375,83.9%,16.7%,22,10.9%,13,6.4%,56.4%,71.9%,52.3%,63.4%,17,70.6%,30.1%,15,33.3%,48.0%,0.82,
WC,Frances Tiafoe,USA,1,191,66.7%,12.5%,5,5.4%,4,4.3%,49.5%,71.7%,46.8%,59.1%,10,50.0%,33.7%,7,28.6%,46.1%,0.82,
,Nick Kyrgios,AUS,1,234,63.2%,15.8%,11,10.1%,3,2.8%,61.5%,64.2%,42.9%,56.0%,15,53.3%,36.0%,14,21.4%,45.3%,0.82,
,Nicolas Mahut,FRA,2,483,80.6%,10.8%,19,7.5%,12,4.7%,60.1%,65.1%,56.4%,61.7%,17,58.8%,30.9%,6,66.7%,47.0%,0.81,
,Steve Darcis,BEL,2,364,67.9%,22.2%,3,1.6%,8,4.1%,54.4%,65.7%,46.6%,57.0%,26,65.4%,34.5%,14,42.9%,46.4%,0.80,
,Thanasi Kokkinakis,AUS,1,225,68.4%,15.8%,15,13.0%,3,2.6%,56.5%,70.8%,44.0%,59.1%,13,53.8%,32.7%,5,60.0%,46.2%,0.80,
WC,Austin Krajicek,USA,2,451,82.9%,2.7%,28,11.9%,6,2.6%,59.6%,76.4%,50.5%,66.0%,14,57.1%,26.4%,3,33.3%,47.0%,0.78,
Q,Paul Henri Mathieu,FRA,1,281,68.2%,17.4%,18,11.8%,8,5.2%,47.1%,70.8%,48.1%,58.8%,18,61.1%,32.0%,5,80.0%,46.6%,0.78,
,Jerzy Janowicz,POL,1,226,72.2%,10.5%,16,14.2%,1,0.9%,63.7%,68.1%,48.8%,61.1%,8,37.5%,30.1%,9,22.2%,45.6%,0.77,
,Ernests Gulbis,LAT,1,140,72.7%,18.2%,17,21.3%,11,13.8%,53.8%,76.7%,37.8%,58.8%,12,75.0%,31.7%,4,50.0%,47.1%,0.77,
Q,Guido Pella,ARG,1,190,87.5%,5.9%,6,6.2%,3,3.1%,73.2%,76.1%,53.8%,70.1%,7,71.4%,22.6%,1,100.0%,46.8%,0.76,
Q,John Patrick Smith,AUS,1,242,70.0%,20.0%,10,7.8%,6,4.7%,53.5%,72.5%,36.7%,55.8%,11,45.5%,33.6%,5,80.0%,45.5%,0.76,
Q,Konstantin Kravchuk,RUS,1,219,57.1%,20.0%,10,9.3%,3,2.8%,53.3%,59.6%,48.0%,54.2%,11,45.5%,33.9%,11,27.3%,43.8%,0.74,
,Benjamin Becker,GER,1,256,60.0%,15.8%,7,5.1%,13,9.5%,52.6%,69.4%,43.1%,56.9%,18,55.6%,31.9%,12,25.0%,45.3%,0.74,
,Denis Kudla,USA,1,183,42.9%,21.4%,7,7.5%,5,5.4%,53.8%,54.0%,44.2%,49.5%,20,60.0%,36.7%,11,27.3%,43.2%,0.73,
,Marco Cecchinato,ITA,1,242,61.1%,10.5%,7,6.4%,5,4.5%,60.9%,62.7%,44.2%,55.5%,11,36.4%,32.6%,10,20.0%,43.0%,0.73,
,Lucas Pouille,FRA,1,245,63.2%,10.5%,7,5.6%,4,3.2%,48.4%,68.9%,47.7%,57.9%,18,61.1%,30.3%,10,20.0%,44.5%,0.72,
WC,Jared Donaldson,USA,1,208,66.7%,13.3%,11,10.5%,4,3.8%,46.7%,67.3%,48.2%,57.1%,9,44.4%,31.1%,6,33.3%,44.2%,0.72,
Q,Andrey Rublev,RUS,1,288,86.4%,4.3%,5,3.3%,9,6.0%,54.0%,70.4%,55.1%,63.3%,10,70.0%,26.1%,4,25.0%,45.5%,0.71,
,Tommy Haas,GER,1,250,63.6%,13.6%,1,0.8%,9,7.0%,63.3%,63.0%,53.2%,59.4%,13,38.5%,28.7%,7,42.9%,44.4%,0.71,
,Florian Mayer,GER,1,235,64.7%,11.8%,7,5.1%,5,3.7%,54.4%,63.5%,43.5%,54.4%,18,66.7%,32.3%,5,40.0%,45.1%,0.71,
,Radu Albot,MDA,1,233,50.0%,17.6%,1,0.8%,6,4.8%,67.2%,61.9%,24.4%,49.6%,20,55.0%,35.2%,10,30.0%,42.9%,0.70,
,Vasek Pospisil,CAN,1,306,72.7%,5.0%,24,12.9%,16,8.6%,59.1%,71.8%,36.8%,57.5%,25,76.0%,29.2%,4,25.0%,46.4%,0.69,
,Borna Coric,CRO,1,202,72.2%,10.5%,9,8.8%,3,2.9%,52.9%,61.1%,60.4%,60.8%,7,28.6%,27.0%,2,100.0%,44.1%,0.69,
Q,Tommy Paul,USA,1,171,42.9%,21.4%,0,0.0%,2,2.3%,60.2%,54.7%,34.3%,46.6%,13,38.5%,36.1%,7,42.9%,41.5%,0.68,
WC,Pierre Hugues Herbert,FRA,1,207,78.6%,0.0%,17,16.5%,3,2.9%,52.4%,72.2%,46.9%,60.2%,5,40.0%,26.9%,5,0.0%,43.5%,0.68,
,James Ward,GBR,1,183,64.3%,0.0%,8,8.5%,5,5.3%,52.1%,75.5%,35.6%,56.4%,12,58.3%,29.2%,5,0.0%,43.2%,0.67,
Q,Nikoloz Basilashvili,GEO,1,164,57.1%,14.3%,2,2.4%,6,7.1%,67.9%,61.4%,40.7%,54.8%,13,53.8%,30.0%,4,50.0%,42.7%,0.66,
,Paolo Lorenzi,ITA,1,152,73.3%,6.7%,7,9.1%,1,1.3%,45.5%,80.0%,52.4%,64.9%,5,20.0%,22.7%,1,100.0%,44.1%,0.65,
,Lukas Lacko,SVK,1,151,50.0%,0.0%,2,2.8%,3,4.2%,62.5%,57.8%,44.4%,52.8%,9,33.3%,30.4%,3,0.0%,41.1%,0.64,
,Tim Smyczek,USA,1,198,78.6%,0.0%,6,5.9%,3,2.9%,65.7%,64.2%,48.6%,58.8%,6,50.0%,26.0%,6,0.0%,42.9%,0.63,
Q,Alejandro Gonzalez,COL,1,158,46.2%,15.4%,4,4.9%,3,3.7%,56.1%,47.8%,44.4%,46.3%,9,22.2%,32.9%,6,33.3%,39.9%,0.61,
,Aleksandr Nedovyesov,KAZ,1,134,60.0%,10.0%,4,6.6%,4,6.6%,50.8%,58.1%,30.0%,44.3%,4,0.0%,34.2%,8,12.5%,38.8%,0.61,
WC,Bjorn Fratangelo,USA,1,170,61.5%,7.1%,3,3.4%,8,9.2%,42.5%,64.9%,46.0%,54.0%,6,16.7%,26.5%,7,14.3%,40.6%,0.58,
,Federico Delbonis,ARG,1,204,81.3%,0.0%,8,7.1%,11,9.8%,51.8%,70.7%,51.9%,61.6%,12,75.0%,21.7%,3,0.0%,43.6%,0.57,
,Victor Estrella,DOM,1,142,50.0%,7.7%,2,2.8%,4,5.6%,67.6%,60.4%,30.4%,50.7%,10,40.0%,28.2%,3,33.3%,39.4%,0.57,
WC,Ryan Shane,USA,1,224,58.8%,5.6%,17,14.3%,13,10.9%,50.4%,78.3%,33.9%,56.3%,11,36.4%,24.8%,6,16.7%,41.5%,0.57,
,Jarkko Nieminen,FIN,1,141,45.5%,0.0%,1,1.4%,3,4.2%,43.7%,64.5%,37.5%,49.3%,9,33.3%,24.3%,0,-,36.9%,0.48,
,Leonardo Mayer,ARG,1,136,45.5%,0.0%,1,1.4%,7,10.0%,57.1%,52.5%,46.7%,50.0%,9,33.3%,24.2%,1,0.0%,37.5%,0.48,
,James Duckworth,AUS,1,146,50.0%,0.0%,10,12.3%,8,9.9%,38.3%,61.3%,40.0%,48.1%,11,45.5%,24.6%,0,-,37.7%,0.47,
,Yen Hsun Lu,TPE,1,115,54.5%,0.0%,6,9.2%,3,4.6%,63.1%,63.4%,37.5%,53.8%,7,28.6%,20.0%,0,-,39.1%,0.43,
,Malek Jaziri,TUN,1,160,69.2%,0.0%,0,0.0%,5,5.5%,34.1%,61.3%,53.3%,56.0%,11,63.6%,18.8%,0,-,40.0%,0.43,
,Simone Bolelli,ITA,1,140,53.8%,0.0%,7,9.0%,6,7.7%,61.5%,58.3%,40.0%,51.3%,9,33.3%,19.4%,3,0.0%,37.1%,0.40,
Q,Matthew Ebden,AUS,1,154,71.4%,0.0%,1,1.2%,7,8.4%,51.8%,74.4%,37.5%,56.6%,7,42.9%,16.9%,1,0.0%,38.3%,0.39,
Q,Elias Ymer,SWE,1,163,58.3%,0.0%,9,9.0%,6,6.0%,60.0%,61.7%,37.5%,52.0%,16,68.8%,15.9%,2,0.0%,38.0%,0.33,
Q,Michael Berrer,GER,1,142,61.5%,0.0%,8,9.8%,7,8.5%,46.3%,78.9%,38.6%,57.3%,8,37.5%,13.3%,0,-,38.7%,0.31,
,Joao Souza,BRA,1,109,30.0%,0.0%,3,5.3%,2,3.5%,54.4%,54.8%,26.9%,42.1%,10,30.0%,15.4%,0,-,29.4%,0.27,
,All Main Draw Players,,127.0,,78.7%,21.3%,,9.0%,,4.4%,57.8%,73.0%,50.9%,63.7%,,60.0%,36.3%,,40.0%,50.0%,1.00,
