Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
R64,26,(26)Tommy Robredo[ESP] [yr|ev],d.,55,Sam Groth[AUS] [yr|ev],6-4 7-6(3) 6-4,1.57,5.5%,52.7%,79.2%,74.4%,6/7,6.7%,61.0%,70.3%,53.7%,9/12,,5
R64,18,(19)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,77,Marcel Granollers[ESP] [yr|ev],6-3 6-4 6-3,1.66,5.3%,58.7%,86.4%,58.1%,0/0,5.3%,58.9%,64.3%,48.7%,6/10,,5
R64,60,Sergiy Stakhovsky[UKR] [yr|ev],d.,120,(Q)Illya Marchenko[UKR] [yr|ev],6-4 7-6(2) 4-6 6-4,1.11,6.9%,62.5%,72.2%,51.9%,15/19,6.3%,57.5%,69.9%,48.1%,4/9,,31
R64,9,(9)Marin Cilic[CRO] [yr|ev],d.,139,(Q)Evgeny Donskoy[RUS] [yr|ev],6-2 6-3 7-5,1.26,20.4%,53.8%,76.0%,55.8%,4/5,3.9%,63.2%,68.8%,39.3%,3/8,,3
R64,56,Mikhail Kukushkin[KAZ] [yr|ev],d.,17,(17)Grigor Dimitrov[BUL] [yr|ev],6-3 7-6(2) 2-6 4-6 6-4,1.14,1.4%,52.1%,74.0%,55.2%,6/12,10.2%,61.9%,75.2%,35.8%,8/14,,39
R64,27,(27)Jeremy Chardy[FRA] [yr|ev],d.,36,Martin Klizan[SVK] [yr|ev],7-5 6-4 7-6(1),1.33,13.1%,68.7%,80.9%,48.4%,1/3,9.5%,63.2%,65.0%,54.3%,2/6,,25
R64,7,(7)David Ferrer[ESP] [yr|ev],d.,102,Filip Krajinovic[SRB] [yr|ev],7-5 7-5 7-6(4),1.29,1.0%,64.8%,85.3%,43.2%,7/10,4.8%,61.0%,76.6%,39.0%,3/8,,3
R64,5,(5)Stan Wawrinka[SUI] [yr|ev],d.,69,Hyeon Chung[KOR] [yr|ev],7-6(2) 7-6(4) 7-6(6),1.11,19.4%,57.5%,75.3%,61.4%,5/7,2.4%,49.6%,74.6%,57.8%,6/8,,3
R64,107,Ruben Bemelmans[BEL] [yr|ev],d.,28,(28)Jack Sock[USA] [yr|ev],4-6 4-6 6-3 2-1 RET,0.89,10.9%,60.9%,73.2%,47.2%,2/6,18.8%,63.5%,77.8%,48.4%,3/7,,84
R64,22,(22)Viktor Troicki[SRB] [yr|ev],d.,88,Rajeev Ram[USA] [yr|ev],7-6(10) 6-4 3-6 6-3,1.11,10.9%,63.9%,69.7%,53.5%,4/9,4.2%,65.0%,66.7%,47.6%,2/8,,12
R64,68,Donald Young[USA] [yr|ev],d.,57,Aljaz Bedene[SLO] [yr|ev],3-6 6-4 6-4 6-2,1.15,4.5%,50.9%,70.2%,43.6%,4/11,7.4%,56.6%,63.8%,34.0%,7/16,,38
R64,14,(15)Kevin Anderson[RSA] [yr|ev],d.,117,(WC)Austin Krajicek[USA] [yr|ev],6-3 6-4 6-2,2.77,30.8%,75.4%,91.8%,68.8%,0/0,6.8%,54.8%,70.0%,51.5%,0/4,,5
R64,20,(20)Dominic Thiem[AUT] [yr|ev],d.,70,Denis Istomin[UZB] [yr|ev],6-4 6-4 1-0 RET,2.39,6.0%,72.0%,80.6%,85.7%,0/0,2.3%,58.1%,64.0%,47.2%,10/13,,3
R64,30,(30)Thomaz Bellucci[BRA] [yr|ev],d.,128,(Q)Yoshihito Nishioka[JPN] [yr|ev],6-0 6-3 6-4,1.96,21.4%,58.6%,85.4%,51.7%,7/9,1.2%,51.2%,44.2%,43.9%,6/14,,21
R64,3,(3)Andy Murray[GBR] [yr|ev],d.,35,Adrian Mannarino[FRA] [yr|ev],5-7 4-6 6-1 6-3 6-1,1.45,17.2%,58.6%,80.0%,56.6%,4/7,3.4%,57.7%,69.8%,39.7%,17/24,,1
R64,6,(6)Tomas Berdych[CZE] [yr|ev],d.,132,(Q)Jurgen Melzer[AUT] [yr|ev],7-6(2) 6-1 6-3,1.70,10.2%,58.0%,72.5%,78.4%,6/6,4.3%,60.9%,69.6%,38.9%,2/6,,4
R64,31,(31)Guillermo Garcia Lopez[ESP] [yr|ev],d.,64,Nicolas Mahut[FRA] [yr|ev],6-4 6-2 6-7(4) 6-1,1.40,7.2%,57.6%,80.6%,49.1%,1/3,4.8%,57.9%,60.3%,45.3%,5/12,,23
R64,24,(24)Bernard Tomic[AUS] [yr|ev],d.,355,(WC)Lleyton Hewitt[AUS] [yr|ev],6-3 6-2 3-6 5-7 7-5,1.06,15.1%,56.6%,68.9%,50.7%,12/18,11.3%,52.5%,66.7%,50.0%,9/17,,17
R64,12,(12)Richard Gasquet[FRA] [yr|ev],d.,79,Robin Haase[NED] [yr|ev],4-6 6-3 7-6(4) 6-4,1.45,7.0%,63.5%,78.1%,66.7%,3/7,9.0%,54.1%,74.2%,48.2%,7/12,,7
R64,13,(13)John Isner[USA] [yr|ev],d.,93,Mikhail Youzhny[RUS] [yr|ev],6-3 6-4 6-4,1.19,20.9%,58.1%,84.0%,63.9%,2/2,9.7%,59.7%,81.4%,55.2%,5/8,,8
R64,48,Jiri Vesely[CZE] [yr|ev],d.,21,(21)Ivo Karlovic[CRO] [yr|ev],7-6(3) 3-6 3-6 6-2 7-6(4),0.98,11.7%,65.6%,75.2%,62.3%,4/7,27.9%,65.6%,79.2%,56.6%,11/13,,35
R64,29,(29)Philipp Kohlschreiber[GER] [yr|ev],d.,87,Lukas Rosol[CZE] [yr|ev],7-6(4) 6-2 6-2,1.86,10.5%,64.5%,83.7%,63.0%,1/2,7.0%,51.0%,70.6%,40.8%,5/10,,16
R64,2,(2)Roger Federer[SUI] [yr|ev],d.,66,Steve Darcis[BEL] [yr|ev],6-1 6-2 6-1,2.29,19.7%,70.5%,86.0%,55.6%,1/1,2.5%,53.8%,53.5%,40.5%,12/19,,1
R128,1,(1)Novak Djokovic[SRB] [yr|ev],d.,91,Joao Souza[BRA] [yr|ev],6-1 6-1 6-1,3.76,15.4%,75.0%,92.3%,61.5%,0/0,5.3%,54.4%,54.8%,26.9%,3/10,,1
R128,52,Andreas Haider Maurer[AUT] [yr|ev],d.,45,Vasek Pospisil[CAN] [yr|ev],6-4 3-6 6-7(0) 6-0 6-1,1.46,10.0%,50.8%,82.0%,59.3%,3/4,12.9%,59.1%,71.8%,36.8%,19/25,,47
R128,53,Teymuraz Gabashvili[RUS] [yr|ev],d.,49,Pablo Andujar[ESP] [yr|ev],7-6(6) 0-6 4-6 6-4 RET,1.15,5.4%,54.3%,65.7%,52.5%,11/16,8.1%,53.7%,67.5%,37.7%,7/15,,43
R128,25,(25)Andreas Seppi[ITA] [yr|ev],d.,437,(Q)Tommy Paul[USA] [yr|ev],6-4 6-0 7-5,1.48,7.2%,50.6%,73.8%,53.7%,4/7,0.0%,60.2%,54.7%,34.3%,5/13,,18
R128,23,(23)Roberto Bautista Agut[ESP] [yr|ev],d.,92,(WC)Pierre Hugues Herbert[FRA] [yr|ev],6-3 6-2 7-6(7),1.48,3.8%,56.7%,74.6%,71.1%,5/5,16.5%,52.4%,72.2%,46.9%,2/5,,9
R128,54,Pablo Carreno Busta[ESP] [yr|ev],d.,61,Jerzy Janowicz[POL] [yr|ev],6-3 4-6 6-2 6-4,1.29,8.0%,59.3%,71.6%,67.4%,7/9,14.2%,63.7%,68.1%,48.8%,3/8,,10
R128,78,Ricardas Berankis[LTU] [yr|ev],d.,46,Joao Sousa[POR] [yr|ev],6-2 6-2 4-6 2-6 7-6(4),1.11,5.3%,49.7%,73.3%,53.9%,9/13,3.6%,61.2%,68.3%,45.3%,15/20,,50
R128,15,(14)David Goffin[BEL] [yr|ev],d.,62,Simone Bolelli[ITA] [yr|ev],6-4 6-1 6-2,2.52,21.0%,53.2%,87.9%,72.4%,3/3,9.0%,61.5%,58.3%,40.0%,3/9,,7
R128,10,(10)Milos Raonic[CAN] [yr|ev],d.,99,Tim Smyczek[USA] [yr|ev],6-4 7-6(8) 6-1,1.58,17.7%,49.0%,83.0%,65.3%,6/6,5.9%,65.7%,64.2%,48.6%,3/6,,3
R128,42,Fernando Verdasco[ESP] [yr|ev],d.,506,Tommy Haas[GER] [yr|ev],3-6 6-1 6-7(3) 6-3 6-1,1.42,17.2%,58.2%,80.3%,58.8%,4/7,0.8%,63.3%,63.0%,53.2%,5/13,,7
R128,581,Mardy Fish[USA] [yr|ev],d.,106,Marco Cecchinato[ITA] [yr|ev],6-7(5) 6-3 6-1 6-3,1.37,9.8%,58.3%,83.1%,45.5%,8/10,6.4%,60.9%,62.7%,44.2%,4/11,,7
R128,19,(18)Feliciano Lopez[ESP] [yr|ev],d.,101,(Q)Nikoloz Basilashvili[GEO] [yr|ev],7-6(5) 6-1 6-3,1.51,13.8%,58.8%,83.0%,51.5%,2/4,2.4%,67.9%,61.4%,40.7%,7/13,,12
R128,32,(32)Fabio Fognini[ITA] [yr|ev],d.,47,Steve Johnson[USA] [yr|ev],2-6 6-3 6-4 7-6(2),1.01,6.0%,42.1%,78.6%,41.6%,8/14,10.1%,54.3%,65.3%,46.0%,5/12,,9
R128,40,Pablo Cuevas[URU] [yr|ev],d.,104,Dudi Sela[ISR] [yr|ev],6-2 3-6 6-4 6-1,1.06,9.3%,56.8%,77.6%,41.2%,10/12,1.9%,49.1%,65.4%,53.7%,7/13,,19
R128,74,Diego Schwartzman[ARG] [yr|ev],d.,144,(Q)Elias Ymer[SWE] [yr|ev],6-3 6-2 6-2,3.02,3.2%,52.4%,84.8%,83.3%,2/2,9.0%,60.0%,61.7%,37.5%,11/16,,8
R128,8,(8)Rafael Nadal[ESP] [yr|ev],d.,33,Borna Coric[CRO] [yr|ev],6-3 6-2 4-6 6-4,1.45,6.0%,73.0%,84.9%,40.7%,0/2,8.8%,52.9%,61.1%,60.4%,2/7,,1
R128,41,Benoit Paire[FRA] [yr|ev],d.,4,(4)Kei Nishikori[JPN] [yr|ev],6-4 3-6 4-6 7-6(6) 6-4,0.97,14.2%,63.2%,77.6%,57.9%,7/9,2.5%,67.9%,72.2%,68.6%,6/8,,18
R128,84,Marsel Ilhan[TUR] [yr|ev],d.,285,Radek Stepanek[CZE] [yr|ev],6-0 2-6 6-4 3-2 RET,1.11,12.3%,61.3%,70.8%,46.3%,6/9,6.5%,48.4%,71.1%,43.8%,3/8,,77
R128,55,Sam Groth[AUS] [yr|ev],d.,39,Alexandr Dolgopolov[UKR] [yr|ev],4-6 6-1 7-5 RET,1.02,15.5%,51.5%,74.0%,51.1%,3/5,1.2%,63.4%,69.2%,50.0%,4/8,,N/A
R128,26,(26)Tommy Robredo[ESP] [yr|ev],d.,121,(Q)Michael Berrer[GER] [yr|ev],6-2 6-2 6-4,3.20,15.0%,58.3%,94.3%,76.0%,0/0,9.8%,46.3%,78.9%,38.6%,3/8,,5
R128,18,(19)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,105,Jarkko Nieminen[FIN] [yr|ev],6-3 6-1 6-1,2.09,22.9%,52.9%,86.5%,63.6%,0/0,1.4%,43.7%,64.5%,37.5%,3/9,,5
R128,77,Marcel Granollers[ESP] [yr|ev],d.,116,Lukas Lacko[SVK] [yr|ev],6-2 6-3 6-1,1.55,7.6%,62.0%,79.6%,53.3%,3/3,2.8%,62.5%,57.8%,44.4%,3/9,,19
R128,60,Sergiy Stakhovsky[UKR] [yr|ev],d.,72,John Millman[AUS] [yr|ev],6-1 3-6 7-6(3) 6-4,1.16,13.6%,62.7%,77.0%,54.5%,5/7,0.8%,62.8%,68.4%,55.6%,8/12,,31
R128,120,(Q)Illya Marchenko[UKR] [yr|ev],d.,16,(16)Gael Monfils[FRA] [yr|ev],2-6 6-4 5-0 RET,1.05,5.8%,58.1%,70.0%,41.7%,6/9,4.7%,57.8%,62.2%,48.1%,0/4,,49
R128,9,(9)Marin Cilic[CRO] [yr|ev],d.,94,(Q)Guido Pella[ARG] [yr|ev],6-3 7-6(3) 7-6(3),1.32,14.0%,58.1%,85.2%,66.7%,0/1,6.2%,73.2%,76.1%,53.8%,5/7,,3
R128,139,(Q)Evgeny Donskoy[RUS] [yr|ev],d.,65,Lucas Pouille[FRA] [yr|ev],6-2 6-7(3) 6-2 6-4,1.39,10.9%,60.5%,81.9%,51.1%,8/10,5.6%,48.4%,68.9%,47.7%,11/18,,65
R128,56,Mikhail Kukushkin[KAZ] [yr|ev],d.,97,Yen Hsun Lu[TPE] [yr|ev],6-3 6-3 3-0 RET,2.31,8.0%,54.0%,88.9%,69.6%,0/0,9.2%,63.1%,63.4%,37.5%,2/7,,39
R128,17,(17)Grigor Dimitrov[BUL] [yr|ev],d.,131,(Q)Matthew Ebden[AUS] [yr|ev],6-4 6-2 6-4,2.57,14.1%,62.0%,84.1%,81.5%,1/1,1.2%,51.8%,74.4%,37.5%,3/7,,3
R128,27,(27)Jeremy Chardy[FRA] [yr|ev],d.,1410,(WC)Ryan Shane[USA] [yr|ev],6-2 6-1 6-7(6) 6-2,1.76,7.6%,63.8%,80.6%,65.8%,5/6,14.3%,50.4%,78.3%,33.9%,4/11,,25
R128,36,Martin Klizan[SVK] [yr|ev],d.,216,Florian Mayer[GER] [yr|ev],6-7(5) 6-3 6-3 3-0 RET,1.41,5.1%,46.5%,80.4%,56.6%,3/5,5.1%,54.4%,63.5%,43.5%,12/18,,24
R128,102,Filip Krajinovic[SRB] [yr|ev],d.,119,(Q)Alejandro Gonzalez[COL] [yr|ev],6-4 6-0 6-4,1.63,5.3%,56.6%,79.1%,51.5%,4/6,4.9%,56.1%,47.8%,44.4%,2/9,,26
R128,7,(7)David Ferrer[ESP] [yr|ev],d.,86,Radu Albot[MDA] [yr|ev],4-6 7-5 6-1 6-0,1.43,2.8%,60.2%,64.6%,65.1%,7/10,0.8%,67.2%,61.9%,24.4%,11/20,,3
R128,5,(5)Stan Wawrinka[SUI] [yr|ev],d.,58,Albert Ramos[ESP] [yr|ev],7-5 6-4 7-6(6),1.06,7.4%,54.9%,74.6%,49.1%,4/7,3.9%,62.7%,59.4%,63.2%,7/12,,3
R128,69,Hyeon Chung[KOR] [yr|ev],d.,95,James Duckworth[AUS] [yr|ev],6-3 6-1 6-2,2.11,15.4%,69.2%,77.8%,70.0%,0/0,12.3%,38.3%,61.3%,40.0%,5/11,,19
R128,107,Ruben Bemelmans[BEL] [yr|ev],d.,44,Gilles Muller[LUX] [yr|ev],6-4 1-6 6-4 6-4,0.97,11.5%,54.9%,77.4%,49.0%,7/10,18.0%,53.2%,72.9%,57.7%,5/8,,84
R128,28,(28)Jack Sock[USA] [yr|ev],d.,50,Victor Estrella[DOM] [yr|ev],6-2 6-3 6-2,1.75,2.8%,59.2%,71.4%,72.4%,2/3,2.8%,67.6%,60.4%,30.4%,4/10,,8
R128,22,(22)Viktor Troicki[SRB] [yr|ev],d.,257,(WC)Frances Tiafoe[USA] [yr|ev],7-5 6-4 6-3,1.21,17.3%,59.2%,74.1%,55.0%,5/7,5.4%,49.5%,71.7%,46.8%,5/10,,12
R128,88,Rajeev Ram[USA] [yr|ev],d.,133,(WC)Ryan Harrison[USA] [yr|ev],7-6(3) 6-4 6-1,1.18,7.8%,57.8%,79.1%,49.0%,6/7,3.2%,53.8%,70.0%,48.8%,5/9,,56
R128,57,Aljaz Bedene[SLO] [yr|ev],d.,67,Ernests Gulbis[LAT] [yr|ev],3-6 6-4 3-0 RET,1.30,11.7%,56.7%,91.2%,38.5%,2/4,21.3%,53.8%,76.7%,37.8%,9/12,,43
R128,68,Donald Young[USA] [yr|ev],d.,11,(11)Gilles Simon[FRA] [yr|ev],2-6 4-6 6-4 6-4 6-4,0.90,1.7%,54.1%,66.7%,41.8%,21/30,7.9%,56.1%,67.9%,49.2%,5/14,,38
R128,14,(15)Kevin Anderson[RSA] [yr|ev],d.,198,(Q)Andrey Rublev[RUS] [yr|ev],7-6(1) 6-7(5) 7-5 6-3,1.41,23.2%,61.6%,87.1%,52.8%,3/4,3.3%,54.0%,70.4%,55.1%,7/10,,5
R128,117,(WC)Austin Krajicek[USA] [yr|ev],d.,59,Santiago Giraldo[COL] [yr|ev],3-6 7-6(6) 7-6(6) 7-6(1),0.99,14.2%,61.7%,79.0%,50.0%,8/10,7.9%,58.3%,75.0%,58.7%,2/3,,94
R128,70,Denis Istomin[UZB] [yr|ev],d.,73,Benjamin Becker[GER] [yr|ev],6-7(9) 6-4 6-4 6-1,1.35,9.2%,56.3%,71.6%,63.5%,9/12,5.1%,52.6%,69.4%,43.1%,10/18,,33
R128,20,(20)Dominic Thiem[AUT] [yr|ev],d.,76,Daniel Gimeno Traver[ESP] [yr|ev],7-5 6-3 7-5,1.21,3.1%,63.9%,74.2%,65.7%,3/4,5.6%,57.3%,70.6%,57.9%,2/6,,3
