Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
1,Rafael Nadal,ESP,7,1331,93.5%,39.8%,29,4.8%,19,3.2%,66.1%,76.8%,64.7%,72.7%,25,72.0%,44.7%,100,41.0%,57.3%,1.64,16:38
,Guido Pella,ARG,2,491,92.1%,24.3%,19,7.8%,5,2.0%,64.9%,74.2%,65.1%,71.0%,10,70.0%,40.2%,24,37.5%,55.6%,1.39,5:49
17,Sam Querrey,USA,5,972,90.2%,28.7%,86,18.1%,21,4.4%,56.4%,82.5%,56.5%,71.2%,19,57.9%,38.0%,50,46.0%,54.2%,1.32,10:02
3,Roger Federer,SUI,5,1173,87.5%,26.0%,70,12.7%,14,2.5%,59.6%,79.0%,57.0%,70.1%,25,52.0%,39.3%,51,49.0%,53.8%,1.31,12:10
28,Kevin Anderson,RSA,7,1476,92.6%,19.8%,124,17.1%,22,3.0%,64.7%,81.7%,53.5%,71.7%,31,71.0%,36.1%,59,39.0%,53.6%,1.28,17:35
Q,Denis Shapovalov,CAN,4,797,87.1%,27.9%,24,6.3%,14,3.7%,65.3%,77.6%,49.6%,67.9%,23,65.2%,40.8%,43,39.5%,53.8%,1.27,8:46
10,John Isner,USA,3,574,91.8%,16.7%,63,22.7%,10,3.6%,69.8%,80.9%,51.2%,71.9%,12,66.7%,35.1%,16,50.0%,53.0%,1.25,6:16
30,Adrian Mannarino,FRA,3,556,87.0%,27.7%,17,6.1%,6,2.1%,61.8%,74.0%,56.1%,67.1%,15,60.0%,39.9%,25,52.0%,53.6%,1.21,6:05
,Damir Dzumhur,BIH,3,681,64.8%,50.0%,10,3.1%,14,4.4%,64.9%,66.2%,45.5%,58.9%,37,48.6%,48.9%,52,50.0%,53.6%,1.19,7:00
8,Jo-Wilfried Tsonga,FRA,2,376,90.0%,16.7%,17,9.7%,9,5.1%,57.7%,84.2%,50.0%,69.7%,9,66.7%,35.8%,17,29.4%,51.6%,1.18,4:03
33,Philipp Kohlschreiber,GER,4,663,90.6%,28.8%,22,6.4%,13,3.8%,52.5%,77.8%,56.4%,67.6%,24,79.2%,38.1%,30,50.0%,53.4%,1.18,7:20
,Dudi Sela,ISR,2,304,80.8%,22.2%,3,2.3%,3,2.3%,66.2%,78.4%,53.3%,69.9%,7,28.6%,35.1%,17,35.3%,50.3%,1.17,2:53
11,Roberto Bautista Agut,ESP,3,602,80.9%,25.5%,8,2.6%,5,1.6%,58.0%,68.0%,61.2%,65.1%,34,73.5%,40.7%,28,42.9%,53.2%,1.17,6:54
6,Dominic Thiem,AUT,4,901,87.3%,30.0%,18,3.9%,15,3.2%,64.5%,71.1%,56.1%,65.8%,47,80.9%,39.9%,37,56.8%,53.2%,1.17,10:27
5,Marin Cilic,CRO,3,673,76.4%,32.1%,43,13.1%,17,5.2%,52.9%,80.3%,43.5%,63.0%,30,56.7%,43.4%,45,37.8%,52.9%,1.17,7:52
7,Grigor Dimitrov,BUL,2,406,86.2%,24.1%,16,8.6%,14,7.5%,57.5%,76.6%,50.6%,65.6%,14,71.4%,40.0%,25,28.0%,51.7%,1.16,4:16
Q,Mikhail Kukushkin,KAZ,3,656,86.3%,26.9%,14,4.3%,7,2.2%,63.2%,74.5%,49.6%,65.3%,30,76.7%,39.6%,32,43.8%,52.3%,1.14,7:32
,Alexandr Dolgopolov,UKR,4,775,79.4%,27.0%,27,6.9%,16,4.1%,53.3%,76.4%,52.2%,65.1%,28,53.6%,39.7%,35,48.6%,52.5%,1.14,8:10
,Rogerio Dutra Silva,BRA,1,263,72.2%,26.3%,9,7.9%,7,6.1%,58.8%,71.6%,48.9%,62.3%,11,54.5%,43.0%,21,23.8%,51.3%,1.14,2:36
,Jared Donaldson,USA,2,587,75.0%,34.1%,20,7.4%,15,5.6%,45.7%,75.6%,50.0%,61.7%,24,54.2%,43.7%,43,34.9%,52.0%,1.14,6:17
29,Diego Schwartzman,ARG,5,1050,72.3%,38.6%,19,3.6%,17,3.2%,61.1%,65.5%,51.2%,60.0%,59,61.0%,45.1%,64,50.0%,52.6%,1.13,11:59
,Yuichi Sugita,JPN,2,395,74.2%,34.4%,7,3.5%,8,4.0%,58.6%,69.8%,50.0%,61.6%,20,60.0%,43.1%,28,39.3%,52.4%,1.12,4:48
24,Juan Martin del Potro,ARG,6,1300,84.9%,19.0%,75,12.2%,25,4.1%,63.3%,77.2%,52.7%,68.2%,37,56.8%,35.7%,53,37.7%,51.1%,1.12,15:49
,Yen Hsun Lu,TPE,2,553,86.0%,27.9%,16,5.7%,11,3.9%,60.4%,73.4%,55.9%,66.4%,17,64.7%,37.7%,27,44.4%,52.3%,1.12,6:10
