Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
23,Jiri Novak,CZE,2,171,92.9%,35.7%,6,6.8%,1,1.1%,60.2%,79.2%,54.3%,69.3%,12,91.7%,44.6%,11,45.5%,57.3%,1.45,1:29
1,Roger Federer,SUI,7,1486,89.0%,31.8%,75,10.2%,13,1.8%,65.5%,76.5%,54.5%,68.9%,39,66.7%,43.7%,83,42.2%,56.1%,1.40,15:10
,Gael Monfils,FRA,1,326,92.3%,15.4%,22,15.0%,5,3.4%,53.1%,85.9%,56.5%,72.1%,3,33.3%,38.5%,16,25.0%,53.7%,1.38,3:57
2,Rafael Nadal,ESP,3,576,85.4%,20.8%,16,6.4%,7,2.8%,71.5%,73.6%,66.2%,71.5%,15,53.3%,38.2%,34,29.4%,52.6%,1.34,6:40
24,Mikhail Youzhny,RUS,3,597,84.0%,38.0%,18,6.3%,7,2.4%,50.9%,76.7%,58.2%,67.6%,21,61.9%,42.9%,39,48.7%,54.8%,1.32,5:57
,Sebastien Grosjean,FRA,3,634,88.9%,25.0%,23,7.4%,3,1.0%,50.2%,80.1%,61.9%,71.1%,13,53.8%,37.8%,24,54.2%,54.1%,1.31,7:23
32,Tomas Berdych,CZE,3,617,89.6%,21.3%,45,15.1%,9,3.0%,58.1%,78.0%,56.8%,69.1%,14,64.3%,39.5%,25,40.0%,53.8%,1.28,6:20
29,Tommy Haas,GER,3,689,80.0%,33.3%,36,11.2%,13,4.0%,51.7%,73.5%,59.4%,66.7%,25,56.0%,42.4%,34,55.9%,53.7%,1.27,7:15
3,Lleyton Hewitt,AUS,6,1354,83.7%,34.3%,49,7.4%,26,3.9%,55.4%,78.8%,48.3%,65.2%,46,63.0%,43.5%,77,46.8%,54.1%,1.25,14:05
