Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
1,Pete Sampras,USA,7,1551,95.9%,21.3%,105,14.1%,53,7.1%,65.1%,82.1%,57.3%,73.4%,26,80.8%,36.6%,63,41.3%,54.3%,1.38,15:23
,Francisco Clavet,ESP,2,400,90.6%,19.4%,12,6.5%,1,0.5%,73.1%,75.7%,62.0%,72.0%,8,62.5%,37.9%,17,35.3%,53.8%,1.35,3:54
,Andrei Pavel,ROU,3,666,85.2%,28.8%,31,10.0%,13,4.2%,68.2%,77.8%,51.5%,69.5%,20,60.0%,40.8%,34,44.1%,54.2%,1.34,5:45
,Tommy Haas,GER,3,766,85.7%,22.0%,46,13.0%,20,5.6%,55.5%,79.7%,58.2%,70.1%,21,57.1%,39.7%,40,32.5%,53.8%,1.33,7:57
,Younes El Aynaoui,MAR,3,636,92.3%,21.6%,38,12.7%,11,3.7%,67.6%,79.7%,55.7%,71.9%,4,0.0%,36.8%,25,44.0%,53.3%,1.31,6:14
,Todd Martin,USA,2,569,88.6%,20.5%,47,17.6%,13,4.9%,62.2%,80.1%,57.4%,71.5%,11,54.5%,37.1%,26,34.6%,53.3%,1.30,5:43
10,Mark Philippoussis,AUS,5,1446,92.6%,13.2%,142,20.5%,43,6.2%,62.0%,84.9%,58.2%,74.7%,28,67.9%,32.8%,44,36.4%,52.9%,1.30,14:40
8,Tim Henman,GBR,4,892,88.9%,22.2%,43,10.2%,15,3.5%,61.0%,81.0%,53.3%,70.2%,26,69.2%,37.5%,38,42.1%,53.0%,1.26,9:31
12,Patrick Rafter,AUS,7,1619,90.5%,23.1%,77,9.7%,28,3.5%,63.8%,77.1%,56.8%,69.7%,42,71.4%,38.1%,70,40.0%,53.6%,1.26,16:38
6,Cedric Pioline,FRA,2,517,83.3%,22.0%,41,17.1%,27,11.3%,52.5%,88.1%,45.6%,67.9%,17,58.8%,39.0%,27,33.3%,52.4%,1.22,5:16
,Jonas Bjorkman,SWE,4,667,83.6%,32.1%,12,3.6%,11,3.3%,71.3%,69.7%,58.8%,66.6%,28,67.9%,40.4%,36,50.0%,53.7%,1.21,6:28
,Magnus Gustafsson,SWE,3,705,85.5%,27.8%,22,6.4%,15,4.4%,63.7%,72.9%,55.6%,66.7%,26,69.2%,40.5%,33,45.5%,53.2%,1.21,6:47
,Karol Kucera,SVK,2,428,84.8%,27.3%,26,13.3%,14,7.1%,54.1%,78.3%,55.6%,67.9%,13,61.5%,38.8%,23,39.1%,52.1%,1.21,4:23
,Martin Damm Sr,CZE,3,617,96.1%,20.4%,8,2.5%,13,4.1%,63.4%,77.6%,60.3%,71.3%,14,85.7%,34.3%,21,47.6%,53.3%,1.20,5:55
,Byron Black,ZIM,5,1076,81.0%,36.6%,26,4.9%,14,2.7%,64.8%,71.3%,52.7%,64.8%,36,55.6%,42.2%,66,45.5%,53.3%,1.20,10:26
9,Thomas Enqvist,SWE,4,923,89.2%,21.6%,71,15.7%,47,10.4%,55.0%,84.3%,52.2%,69.8%,24,66.7%,36.2%,41,39.0%,52.7%,1.20,8:59
,Jan Michael Gambill,USA,5,1104,92.0%,19.5%,109,20.0%,18,3.3%,57.2%,82.1%,54.9%,70.5%,28,75.0%,35.2%,49,34.7%,52.6%,1.19,12:02
,Sjeng Schalken,NED,3,824,90.9%,22.4%,59,14.8%,34,8.5%,59.8%,81.5%,53.1%,70.1%,19,68.4%,35.2%,37,40.5%,52.1%,1.18,8:18
,Sebastien Grosjean,FRA,1,258,90.5%,5.0%,19,16.0%,2,1.7%,58.8%,77.1%,65.3%,72.3%,5,60.0%,32.4%,13,7.7%,50.8%,1.17,2:22
,Wayne Ferreira,RSA,4,998,88.3%,17.9%,50,10.7%,10,2.1%,62.4%,78.4%,54.5%,69.4%,28,67.9%,35.5%,40,35.0%,51.4%,1.16,9:04
3,Magnus Norman,SWE,2,468,78.8%,26.5%,28,12.9%,18,8.3%,59.4%,78.3%,42.0%,63.6%,19,63.2%,41.8%,30,30.0%,51.9%,1.15,4:49
,Michael Chang,USA,2,532,81.0%,27.5%,10,3.8%,6,2.3%,61.0%,72.7%,51.5%,64.4%,19,57.9%,40.7%,25,44.0%,52.4%,1.14,5:14
,Justin Gimelstob,USA,3,700,79.6%,25.5%,46,13.5%,26,7.6%,59.5%,77.3%,47.8%,65.4%,23,52.2%,39.0%,36,36.1%,51.9%,1.13,6:50
2,Andre Agassi,USA,6,1391,86.5%,24.1%,46,6.6%,23,3.3%,61.4%,72.0%,57.4%,66.4%,49,69.4%,38.2%,59,45.8%,52.3%,1.13,14:02
Q,Neville Godwin,RSA,3,660,81.5%,26.8%,21,6.6%,18,5.6%,54.1%,80.9%,46.9%,65.3%,25,60.0%,38.8%,24,62.5%,51.7%,1.12,6:45
,Davide Sanguinetti,ITA,1,272,90.5%,9.1%,13,11.1%,1,0.9%,59.0%,73.9%,68.8%,71.8%,2,0.0%,31.0%,8,25.0%,48.5%,1.10,2:47
,Gianluca Pozzi,ITA,4,911,84.9%,22.5%,56,12.3%,14,3.1%,51.1%,79.8%,53.8%,67.1%,34,67.6%,36.3%,32,50.0%,51.7%,1.10,9:48
LL,Sebastien Lareau,CAN,2,595,75.6%,23.9%,31,11.0%,17,6.0%,58.7%,75.2%,47.4%,63.7%,17,35.3%,39.8%,26,42.3%,51.1%,1.10,5:22
Q,Alex Obrien,USA,2,494,91.9%,8.1%,18,7.5%,5,2.1%,68.9%,77.1%,54.7%,70.1%,15,80.0%,32.8%,16,18.8%,51.0%,1.10,5:18
,Albert Portas,ESP,3,517,85.4%,17.5%,20,8.1%,10,4.0%,58.3%,77.8%,51.5%,66.8%,18,66.7%,36.7%,21,33.3%,51.1%,1.10,4:46
Q,Stephane Huet,FRA,2,436,81.1%,19.4%,25,11.6%,6,2.8%,53.5%,74.8%,58.0%,67.0%,10,30.0%,35.7%,17,41.2%,51.1%,1.08,3:55
Q,Michael Llodra,FRA,2,372,71.4%,39.3%,9,4.9%,13,7.0%,62.2%,71.3%,42.9%,60.5%,16,50.0%,42.8%,24,45.8%,51.6%,1.08,3:22
,Marc Rosset,SUI,4,1016,88.9%,13.6%,75,15.2%,37,7.5%,65.7%,80.9%,47.1%,69.3%,23,60.9%,33.2%,42,26.2%,50.8%,1.08,9:27
,Dominik Hrbaty,SVK,2,353,79.3%,20.0%,21,12.6%,4,2.4%,56.3%,79.8%,46.6%,65.3%,15,60.0%,37.1%,11,54.5%,50.4%,1.07,2:50
