Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
,Guido Pella,ARG,3,579,89.6%,35.6%,35,13.0%,11,4.1%,64.8%,76.6%,56.8%,69.6%,16,68.8%,44.3%,28,57.1%,56.1%,1.46,7:02
3,Juan Martin del Potro,ARG,7,1261,89.6%,29.1%,74,12.7%,11,1.9%,68.3%,79.4%,55.7%,71.9%,17,35.3%,40.8%,72,41.7%,55.2%,1.45,17:32
6,Novak Djokovic,SRB,7,1376,93.6%,34.0%,27,4.1%,17,2.6%,64.6%,73.5%,60.9%,69.0%,24,70.8%,43.5%,91,38.5%,55.7%,1.41,18:24
,Alex De Minaur,AUS,3,676,79.6%,41.5%,23,6.8%,14,4.1%,57.2%,72.2%,53.8%,64.3%,38,71.1%,46.3%,37,59.5%,55.3%,1.30,8:08
9,Dominic Thiem,AUT,5,1248,90.2%,23.3%,71,11.8%,22,3.7%,56.2%,79.9%,57.8%,70.2%,34,70.6%,37.4%,56,42.9%,53.2%,1.26,15:49
27,Karen Khachanov,RUS,3,650,90.4%,25.9%,41,12.7%,14,4.3%,63.8%,78.2%,53.8%,69.3%,17,70.6%,38.2%,35,40.0%,53.7%,1.25,8:15
4,Alexander Zverev,GER,3,543,80.4%,31.8%,29,11.4%,12,4.7%,61.4%,71.2%,57.1%,65.7%,14,35.7%,42.2%,31,45.2%,53.2%,1.23,6:34
2,Roger Federer,SUI,4,892,91.0%,26.9%,48,10.9%,19,4.3%,57.7%,80.4%,50.8%,67.9%,30,80.0%,39.6%,45,40.0%,53.6%,1.23,9:08
,Ryan Harrison,USA,1,334,92.3%,7.1%,15,10.1%,6,4.0%,57.0%,80.0%,65.6%,73.8%,11,81.8%,31.9%,11,18.2%,50.6%,1.22,4:14
10,David Goffin,BEL,4,854,81.3%,32.3%,25,6.2%,16,4.0%,57.1%,69.6%,56.6%,64.0%,33,63.6%,43.5%,54,38.9%,53.2%,1.21,9:52
7,Marin Cilic,CRO,5,1081,81.6%,37.2%,71,13.4%,29,5.5%,57.2%,75.9%,48.0%,64.0%,40,60.0%,43.6%,69,46.4%,53.6%,1.21,13:26
,John Millman,AUS,5,1096,80.0%,34.1%,27,5.2%,15,2.9%,64.6%,68.5%,57.8%,64.8%,47,63.8%,42.5%,65,44.6%,53.1%,1.21,13:41
,Gilles Simon,FRA,2,367,85.2%,22.2%,5,3.0%,5,3.0%,67.1%,66.4%,66.7%,66.5%,9,55.6%,39.9%,25,24.0%,51.8%,1.19,4:24
,Daniil Medvedev,RUS,3,566,81.3%,24.5%,33,12.4%,13,4.9%,58.1%,78.7%,54.5%,68.5%,21,57.1%,37.5%,31,38.7%,52.1%,1.19,6:58
,Andy Murray,GBR,2,512,78.6%,29.3%,13,5.5%,12,5.1%,56.2%,72.7%,53.4%,64.3%,15,40.0%,41.5%,30,40.0%,52.0%,1.16,6:40
,Jeremy Chardy,FRA,2,391,78.1%,22.6%,21,10.9%,16,8.3%,57.5%,75.7%,52.4%,65.8%,20,65.0%,39.4%,14,50.0%,52.4%,1.15,4:25
25,Milos Raonic,CAN,4,826,90.3%,15.1%,75,18.4%,30,7.4%,58.7%,83.7%,56.0%,72.2%,22,68.2%,31.7%,27,40.7%,51.7%,1.14,10:04
,Philipp Kohlschreiber,GER,4,949,83.6%,27.0%,37,7.9%,15,3.2%,62.0%,70.4%,56.7%,65.2%,34,64.7%,39.8%,46,43.5%,52.4%,1.14,11:16
13,Diego Schwartzman,ARG,3,704,75.0%,38.0%,4,1.1%,22,6.1%,59.1%,64.5%,52.0%,59.4%,37,64.9%,45.9%,47,40.4%,52.8%,1.13,8:50
1,Rafael Nadal,ESP,6,1284,80.8%,24.8%,21,3.4%,16,2.6%,66.5%,71.1%,55.8%,66.0%,51,60.8%,38.6%,61,42.6%,51.8%,1.13,17:55
20,Borna Coric,CRO,4,729,82.3%,28.3%,35,9.1%,6,1.6%,59.7%,72.6%,55.5%,65.7%,34,67.6%,38.7%,29,58.6%,52.9%,1.13,9:09
