Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Roger Federer[SUI] [yr|ev],d.,2,(2)Rafael Nadal[ESP] [yr|ev],6-0 7-6(5) 6-7(2) 6-3,1.31,10.9%,69.7%,77.1%,55.6%,1/3,7.1%,74.0%,68.1%,42.4%,4/10,2:58,1
SF,1,(1)Roger Federer[SUI] [yr|ev],d.,59,Jonas Bjorkman[SWE] [yr|ev],6-2 6-0 6-2,2.41,15.3%,72.9%,83.7%,62.5%,0/0,4.7%,60.9%,51.3%,40.0%,2/9,1:17,1
SF,2,(2)Rafael Nadal[ESP] [yr|ev],d.,16,(18)Marcos Baghdatis[CYP] [yr|ev],6-1 7-5 6-3,1.26,3.9%,72.8%,69.3%,57.1%,9/9,3.4%,55.1%,65.3%,47.5%,6/11,2:27,1
QF,1,(1)Roger Federer[SUI] [yr|ev],d.,10,(7)Mario Ancic[CRO] [yr|ev],6-4 6-4 6-4,1.31,8.0%,57.5%,78.0%,64.9%,2/3,8.8%,57.5%,71.7%,52.9%,3/7,1:47,1
QF,59,Jonas Bjorkman[SWE] [yr|ev],d.,13,(14)Radek Stepanek[CZE] [yr|ev],7-6(3) 4-6 6-7(5) 7-6(7) 6-4,1.05,5.1%,58.5%,74.8%,54.8%,9/15,11.2%,62.6%,76.8%,44.8%,4/10,4:03,4
QF,16,(18)Marcos Baghdatis[CYP] [yr|ev],d.,9,(6)Lleyton Hewitt[AUS] [yr|ev],6-1 5-7 7-6(5) 6-2,1.05,15.5%,58.1%,73.3%,46.3%,6/10,5.7%,60.0%,69.8%,45.2%,0/7,2:32,8
QF,2,(2)Rafael Nadal[ESP] [yr|ev],d.,18,(22)Jarkko Nieminen[FIN] [yr|ev],6-3 6-4 6-4,1.21,5.8%,71.8%,75.7%,51.7%,2/2,5.9%,50.6%,79.1%,45.2%,6/9,2:15,1
R16,1,(1)Roger Federer[SUI] [yr|ev],d.,14,(13)Tomas Berdych[CZE] [yr|ev],6-3 6-3 6-4,2.14,29.2%,68.1%,83.7%,73.9%,1/1,1.2%,67.9%,63.2%,48.1%,3/7,1:23,1
R16,10,(7)Mario Ancic[CRO] [yr|ev],d.,39,Novak Djokovic[SRB] [yr|ev],6-4 4-6 4-6 7-5 6-3,1.05,22.5%,58.7%,85.2%,56.1%,1/3,8.3%,65.2%,81.4%,54.3%,5/8,3:24,7
R16,13,(14)Radek Stepanek[CZE] [yr|ev],d.,30,(28)Fernando Verdasco[ESP] [yr|ev],6-7(4) 6-3 4-6 6-4 6-2,1.25,14.0%,62.0%,75.3%,59.6%,10/13,4.3%,76.8%,67.5%,42.1%,9/15,3:35,8
R16,59,Jonas Bjorkman[SWE] [yr|ev],d.,53,Max Mirnyi[BLR] [yr|ev],6-3 7-6(6) 4-6 2-6 6-3,0.99,4.8%,63.3%,74.3%,50.8%,6/10,11.1%,64.7%,73.7%,51.9%,8/11,3:42,4
R16,9,(6)Lleyton Hewitt[AUS] [yr|ev],d.,19,(23)David Ferrer[ESP] [yr|ev],6-4 6-4 4-6 7-5,1.18,8.9%,57.7%,80.3%,48.1%,8/12,3.9%,63.8%,69.1%,45.7%,6/12,2:50,1
R16,16,(18)Marcos Baghdatis[CYP] [yr|ev],d.,44,Andy Murray[GBR] [yr|ev],6-3 6-4 7-6(2),1.47,7.6%,65.2%,78.3%,65.6%,3/4,8.8%,52.7%,75.0%,46.5%,2/5,1:53,8
R16,18,(22)Jarkko Nieminen[FIN] [yr|ev],d.,31,(27)Dmitry Tursunov[RUS] [yr|ev],7-5 6-4 6-7(2) 6-7(6) 9-7,1.03,4.5%,61.6%,74.6%,60.5%,8/10,11.3%,58.6%,78.0%,54.5%,5/10,4:01,13
R16,2,(2)Rafael Nadal[ESP] [yr|ev],d.,166,(Q)Irakli Labadze[GEO] [yr|ev],6-3 7-6(4) 6-3,1.93,8.2%,63.5%,79.6%,83.9%,0/0,7.8%,58.8%,70.0%,54.8%,4/6,2:12,1
R32,1,(1)Roger Federer[SUI] [yr|ev],d.,77,Nicolas Mahut[FRA] [yr|ev],6-3 7-6(2) 6-4,1.49,7.5%,64.5%,71.7%,78.8%,1/2,10.4%,60.4%,69.0%,50.0%,5/8,2:05,1
R32,14,(13)Tomas Berdych[CZE] [yr|ev],d.,24,(19)Tommy Haas[GER] [yr|ev],2-6 7-5 7-6(7) 4-6 8-6,0.90,9.9%,65.7%,69.9%,57.6%,2/7,14.5%,56.0%,79.6%,56.2%,2/6,3:35,4
R32,39,Novak Djokovic[SRB] [yr|ev],d.,41,Mikhail Youzhny[RUS] [yr|ev],4-6 6-2 6-3 6-3,1.27,6.3%,64.0%,78.9%,55.0%,4/5,6.1%,64.3%,65.1%,57.1%,1/6,2:36,1
R32,10,(7)Mario Ancic[CRO] [yr|ev],d.,67,Stan Wawrinka[SUI] [yr|ev],7-6(5) 6-7(5) 6-1 6-3,1.28,10.1%,63.0%,83.9%,47.1%,5/5,1.4%,55.9%,71.6%,50.0%,11/15,3:19,7
R32,30,(28)Fernando Verdasco[ESP] [yr|ev],d.,3,(4)David Nalbandian[ARG] [yr|ev],7-6(9) 7-6(9) 6-2,1.19,2.3%,72.5%,71.6%,63.9%,18/19,5.9%,58.5%,68.4%,57.1%,8/11,2:47,7
R32,13,(14)Radek Stepanek[CZE] [yr|ev],d.,28,(24)Juan Carlos Ferrero[ESP] [yr|ev],5-7 6-7(3) 6-4 6-2 11-9,1.04,18.7%,59.3%,78.7%,63.5%,8/10,10.3%,68.5%,75.2%,63.5%,4/9,4:03,8
R32,59,Jonas Bjorkman[SWE] [yr|ev],d.,54,Daniele Bracciali[ITA] [yr|ev],7-5 6-2 6-1,1.70,4.5%,77.5%,76.8%,55.0%,3/4,5.3%,62.8%,59.3%,40.0%,9/15,1:52,4
R32,53,Max Mirnyi[BLR] [yr|ev],d.,7,(8)James Blake[USA] [yr|ev],6-4 3-6 4-6 6-1 6-0,1.21,11.9%,65.9%,71.9%,47.8%,9/13,4.7%,60.9%,69.2%,36.0%,7/15,2:46,18
R32,9,(6)Lleyton Hewitt[AUS] [yr|ev],d.,29,(26)Olivier Rochus[BEL] [yr|ev],6-1 6-4 6-4,1.61,19.5%,46.8%,86.1%,61.0%,1/2,4.0%,63.0%,63.5%,43.2%,8/13,1:59,1
R32,19,(23)David Ferrer[ESP] [yr|ev],d.,11,(10)Fernando Gonzalez[CHI] [yr|ev],4-6 2-6 6-2 6-3 6-4,1.29,8.6%,71.1%,71.4%,62.2%,2/7,3.8%,59.5%,73.1%,39.6%,7/13,2:55,3
R32,16,(18)Marcos Baghdatis[CYP] [yr|ev],d.,26,(15)Sebastien Grosjean[FRA] [yr|ev],4-6 6-4 6-4 6-1,1.23,6.7%,55.8%,76.1%,45.3%,4/9,11.7%,64.9%,65.3%,33.3%,7/15,2:36,8
R32,44,Andy Murray[GBR] [yr|ev],d.,5,(3)Andy Roddick[USA] [yr|ev],7-6(4) 6-4 6-4,1.19,5.2%,53.0%,73.8%,63.0%,11/12,18.6%,69.0%,73.1%,40.0%,9/12,2:31,1
R32,31,(27)Dmitry Tursunov[RUS] [yr|ev],d.,4,(5)Ivan Ljubicic[CRO] [yr|ev],5-7 4-6 6-1 7-6(6) 6-2,1.23,12.8%,52.3%,84.6%,53.5%,4/7,14.9%,59.6%,74.0%,46.2%,6/12,3:45,20
R32,18,(22)Jarkko Nieminen[FIN] [yr|ev],d.,88,Philipp Kohlschreiber[GER] [yr|ev],1-6 6-2 6-3 7-6(4),1.10,5.7%,64.2%,72.1%,52.6%,1/5,5.4%,56.3%,66.7%,55.1%,6/11,2:13,13
R32,166,(Q)Irakli Labadze[GEO] [yr|ev],d.,86,Mardy Fish[USA] [yr|ev],6-2 RET,1.84,26.1%,52.2%,83.3%,63.6%,0/0,12.0%,44.0%,81.8%,28.6%,1/3,0:26,42
R32,2,(2)Rafael Nadal[ESP] [yr|ev],d.,20,(25)Andre Agassi[USA] [yr|ev],7-6(5) 6-2 6-4,2.00,22.8%,70.9%,87.5%,65.2%,0/0,6.5%,58.3%,71.4%,48.9%,8/11,2:14,1
