Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
1,Roger Federer,SUI,7,1152,96.0%,35.7%,68,11.9%,5,0.9%,65.8%,79.3%,66.2%,74.8%,12,66.7%,42.5%,56,62.5%,58.5%,1.69,12:09
,Mardy Fish,USA,3,325,89.7%,44.4%,27,16.3%,8,4.8%,53.6%,83.1%,54.5%,69.9%,6,50.0%,44.0%,23,52.2%,57.2%,1.46,3:11
,Mikhail Youzhny,RUS,3,501,84.2%,37.5%,19,9.2%,5,2.4%,65.2%,71.9%,62.5%,68.6%,13,53.8%,44.6%,37,40.5%,54.5%,1.42,5:11
19,Tommy Haas,GER,3,766,90.2%,18.3%,48,13.5%,19,5.4%,59.7%,81.6%,58.7%,72.4%,12,50.0%,37.5%,42,26.2%,53.7%,1.36,7:29
27,Dmitry Tursunov,RUS,4,1033,90.4%,20.7%,60,12.3%,19,3.9%,58.0%,83.0%,56.1%,71.7%,22,63.6%,37.4%,53,32.1%,53.6%,1.32,10:51
Q,Roko Karanusic,CRO,2,406,90.9%,11.8%,19,10.0%,1,0.5%,71.1%,80.7%,56.4%,73.7%,11,72.7%,34.3%,9,44.4%,52.7%,1.30,4:01
26,Olivier Rochus,BEL,3,540,86.8%,32.5%,13,5.1%,8,3.1%,63.8%,71.6%,58.7%,66.9%,20,75.0%,43.0%,33,39.4%,54.3%,1.30,5:37
24,Juan Carlos Ferrero,ESP,3,682,91.5%,17.5%,28,8.6%,1,0.3%,67.6%,76.5%,67.9%,73.7%,14,64.3%,33.8%,31,32.3%,52.9%,1.29,7:17
7,Mario Ancic,CRO,5,1105,91.3%,17.8%,85,15.8%,16,3.0%,61.5%,80.6%,57.5%,71.7%,20,60.0%,35.0%,48,33.3%,52.9%,1.24,12:48
2,Rafael Nadal,ESP,7,1542,93.4%,16.5%,54,7.1%,13,1.7%,72.3%,76.2%,59.0%,71.5%,28,71.4%,35.0%,58,34.5%,52.9%,1.23,18:24
WC,Mark Philippoussis,AUS,2,567,90.9%,4.5%,66,25.4%,12,4.6%,63.1%,84.1%,58.3%,74.6%,9,55.6%,31.3%,13,15.4%,51.1%,1.23,6:31
6,Lleyton Hewitt,AUS,5,1172,83.9%,29.3%,63,11.3%,19,3.4%,56.0%,76.9%,53.5%,66.6%,32,53.1%,40.8%,66,40.9%,53.1%,1.22,12:27
,Arnaud Clement,FRA,2,331,79.3%,22.2%,16,9.9%,4,2.5%,66.7%,80.6%,40.7%,67.3%,12,50.0%,39.1%,14,42.9%,52.9%,1.19,3:26
23,David Ferrer,ESP,4,912,81.3%,26.4%,20,4.5%,20,4.5%,66.3%,72.9%,53.3%,66.3%,31,54.8%,39.8%,56,33.9%,52.7%,1.18,10:15
30,Kristof Vliegen,BEL,2,350,86.7%,13.8%,18,10.7%,6,3.6%,68.5%,80.0%,47.2%,69.6%,9,55.6%,35.7%,10,40.0%,52.0%,1.18,3:33
,Philipp Kohlschreiber,GER,3,626,86.5%,21.2%,34,10.9%,12,3.9%,57.2%,80.3%,54.1%,69.1%,19,63.2%,36.5%,21,52.4%,52.7%,1.18,6:14
22,Jarkko Nieminen,FIN,5,1137,87.8%,23.9%,28,5.1%,16,2.9%,59.7%,76.1%,54.7%,67.5%,31,64.5%,38.3%,43,51.2%,52.5%,1.18,11:45
,Novak Djokovic,SRB,4,865,87.7%,24.7%,28,6.4%,15,3.4%,64.1%,78.1%,51.9%,68.7%,24,62.5%,37.0%,32,56.3%,52.9%,1.18,10:17
,Max Mirnyi,BLR,4,1112,90.7%,21.8%,75,13.5%,12,2.2%,65.2%,76.9%,55.2%,69.3%,39,79.5%,36.0%,47,40.4%,52.7%,1.17,12:17
4,David Nalbandian,ARG,3,610,90.7%,25.0%,13,4.4%,11,3.7%,59.8%,76.3%,54.6%,67.6%,19,78.9%,37.9%,41,26.8%,52.3%,1.17,6:19
,Nicolas Mahut,FRA,3,590,94.0%,17.6%,42,14.3%,14,4.8%,66.9%,79.1%,54.6%,71.0%,14,78.6%,33.0%,15,60.0%,51.9%,1.14,6:23
18,Marcos Baghdatis,CYP,6,1240,80.6%,28.7%,61,9.7%,11,1.7%,57.8%,76.4%,47.4%,64.1%,45,57.8%,40.7%,55,49.1%,52.6%,1.13,14:08
15,Sebastien Grosjean,FRA,3,628,76.0%,32.0%,27,9.1%,17,5.7%,60.4%,72.8%,48.3%,63.1%,28,57.1%,41.8%,32,50.0%,51.9%,1.13,6:38
Q,Irakli Labadze,GEO,4,670,89.1%,24.1%,33,9.7%,19,5.6%,59.1%,75.1%,57.6%,67.9%,21,71.4%,36.4%,25,56.0%,52.4%,1.13,6:58
,Andy Murray,GBR,4,856,85.9%,24.6%,27,6.6%,12,2.9%,51.9%,72.4%,57.6%,65.3%,31,71.0%,39.2%,43,37.2%,51.8%,1.13,9:10
21,Gael Monfils,FRA,1,302,81.0%,13.6%,13,10.6%,1,0.8%,56.9%,75.7%,54.7%,66.7%,5,20.0%,36.9%,20,15.0%,49.0%,1.11,2:57
9,Nikolay Davydenko,RUS,1,285,70.0%,33.3%,8,6.1%,5,3.8%,66.4%,63.2%,59.1%,61.8%,11,45.5%,42.2%,12,58.3%,51.2%,1.11,2:50
14,Radek Stepanek,CZE,5,1448,89.3%,21.4%,90,12.1%,35,4.7%,64.0%,76.6%,55.1%,68.8%,45,71.1%,34.7%,56,44.6%,52.1%,1.11,15:59
3,Andy Roddick,USA,3,629,94.0%,18.4%,61,18.6%,5,1.5%,67.4%,77.4%,53.3%,69.5%,21,85.7%,33.6%,23,39.1%,52.3%,1.10,6:33
,Xavier Malisse,BEL,2,398,78.8%,22.9%,16,8.0%,2,1.0%,70.4%,65.0%,62.7%,64.3%,18,61.1%,39.2%,13,61.5%,51.8%,1.10,4:07
,Jimmy Wang,TPE,2,443,80.6%,23.3%,13,6.1%,5,2.3%,59.6%,70.1%,52.3%,62.9%,24,75.0%,40.4%,35,20.0%,51.2%,1.09,4:09
,Marat Safin,RUS,2,510,90.2%,12.2%,31,12.0%,5,1.9%,67.2%,75.3%,60.0%,70.3%,14,71.4%,32.3%,12,41.7%,51.6%,1.09,4:55
WC,Richard Bloomfield,GBR,2,349,92.6%,22.2%,25,13.7%,12,6.6%,56.0%,76.5%,55.0%,67.0%,15,86.7%,35.9%,16,37.5%,52.1%,1.09,3:12
,Jonas Bjorkman,SWE,6,1495,77.1%,24.1%,35,4.7%,23,3.1%,64.7%,71.5%,51.7%,64.5%,54,50.0%,38.2%,67,41.8%,51.2%,1.08,16:24
,Stan Wawrinka,SUI,3,899,87.9%,13.2%,23,5.3%,24,5.5%,55.6%,76.5%,58.8%,68.6%,31,74.2%,33.5%,29,31.0%,50.6%,1.07,9:32
10,Fernando Gonzalez,CHI,3,784,87.5%,18.5%,39,10.4%,16,4.3%,62.8%,77.9%,53.2%,68.7%,20,60.0%,33.4%,28,42.9%,50.3%,1.07,8:07
,Fabrice Santoro,FRA,2,617,84.4%,20.5%,16,5.3%,11,3.7%,62.7%,74.5%,47.3%,64.3%,17,58.8%,38.2%,26,34.6%,50.9%,1.07,6:39
,Hyung Taik Lee,KOR,2,617,81.4%,18.2%,18,6.0%,5,1.7%,67.5%,69.1%,56.1%,64.9%,29,72.4%,37.5%,27,29.6%,50.9%,1.07,6:07
8,James Blake,USA,3,761,82.0%,21.7%,28,7.3%,19,5.0%,60.9%,74.1%,47.7%,63.8%,39,71.8%,37.9%,38,34.2%,50.9%,1.05,7:01
28,Fernando Verdasco,ESP,4,1157,88.6%,14.4%,34,5.9%,16,2.8%,72.8%,72.3%,61.4%,69.3%,47,78.7%,32.2%,46,28.3%,50.8%,1.05,12:16
25,Andre Agassi,USA,3,657,87.5%,16.3%,33,10.0%,10,3.0%,59.9%,72.1%,53.8%,64.7%,24,75.0%,36.9%,23,34.8%,50.8%,1.05,6:49
,Daniele Bracciali,ITA,3,585,83.3%,21.3%,55,18.3%,7,2.3%,58.0%,73.6%,54.8%,65.7%,23,65.2%,35.8%,16,62.5%,51.1%,1.04,6:05
,Lukas Dlouhy,CZE,2,566,77.3%,27.9%,18,6.5%,14,5.1%,68.7%,67.7%,46.5%,61.1%,28,64.3%,40.5%,29,41.4%,50.5%,1.04,5:30
,Alberto Martin,ESP,2,347,85.2%,17.9%,13,7.7%,5,3.0%,62.7%,71.7%,54.0%,65.1%,15,73.3%,36.0%,18,27.8%,50.1%,1.03,3:18
,Janko Tipsarevic,SRB,1,269,85.7%,0.0%,12,10.2%,3,2.5%,49.2%,67.2%,73.3%,70.3%,4,25.0%,30.5%,9,0.0%,48.0%,1.03,2:53
,Juan Ignacio Chela,ARG,1,236,83.3%,5.3%,8,8.0%,0,0.0%,67.0%,71.6%,54.5%,66.0%,5,40.0%,34.6%,10,10.0%,47.9%,1.02,2:17
,Andreas Seppi,ITA,2,504,77.1%,29.7%,18,7.6%,6,2.5%,58.2%,65.9%,47.5%,58.2%,21,61.9%,42.7%,25,44.0%,50.0%,1.02,5:20
11,Tommy Robredo,ESP,2,450,74.3%,25.7%,5,2.2%,5,2.2%,72.8%,68.1%,42.6%,61.2%,22,59.1%,39.4%,14,64.3%,50.2%,1.01,4:35
Q,Michael Berrer,GER,1,259,78.3%,13.6%,31,23.8%,11,8.5%,62.3%,79.0%,46.9%,66.9%,14,64.3%,33.3%,7,42.9%,50.2%,1.01,2:23
,Feliciano Lopez,ESP,1,364,86.7%,10.0%,26,14.4%,9,5.0%,62.8%,83.2%,44.8%,68.9%,17,76.5%,31.5%,7,42.9%,50.0%,1.01,4:03
,Agustin Calleri,ARG,2,563,81.4%,17.1%,17,6.0%,8,2.8%,65.1%,72.7%,50.0%,64.8%,17,52.9%,35.5%,25,28.0%,50.1%,1.01,5:27
Q,Robert Kendrick,USA,2,501,92.9%,15.0%,45,17.0%,12,4.5%,67.0%,80.2%,49.4%,70.1%,18,83.3%,30.0%,11,54.5%,51.1%,1.00,5:35
WC,Andrei Pavel,ROU,2,256,82.4%,22.2%,10,7.3%,5,3.6%,56.9%,71.8%,44.1%,59.9%,17,82.4%,40.3%,11,36.4%,50.8%,1.00,2:32
5,Ivan Ljubicic,CRO,3,908,87.3%,14.1%,72,16.1%,23,5.1%,63.4%,76.1%,51.8%,67.2%,21,57.1%,32.8%,43,23.3%,49.8%,1.00,10:25
,Alexander Waske,GER,1,417,91.7%,8.6%,44,21.6%,13,6.4%,63.2%,79.8%,56.0%,71.1%,11,72.7%,28.6%,14,21.4%,49.4%,0.99,4:56
,Florian Mayer,GER,2,294,76.0%,22.2%,10,7.1%,0,0.0%,72.3%,67.6%,53.8%,63.8%,10,40.0%,35.3%,12,50.0%,49.0%,0.98,2:29
,Julien Benneteau,FRA,2,526,75.6%,22.5%,14,5.1%,14,5.1%,71.1%,69.5%,40.0%,61.0%,23,56.5%,37.8%,21,42.9%,50.0%,0.97,5:42
Q,Stefano Galvani,ITA,2,662,85.2%,8.8%,16,4.9%,16,4.9%,61.9%,78.8%,50.4%,68.0%,22,63.6%,29.9%,18,27.8%,48.8%,0.94,7:35
,Ivo Minar,CZE,1,295,71.4%,23.8%,5,3.5%,4,2.8%,62.2%,66.3%,48.1%,59.4%,16,62.5%,38.2%,21,23.8%,48.5%,0.94,3:09
13,Tomas Berdych,CZE,4,1053,81.0%,16.9%,46,8.5%,17,3.1%,61.1%,70.6%,51.9%,63.3%,34,52.9%,33.9%,29,48.3%,49.0%,0.93,10:54
,Christophe Rochus,BEL,1,186,78.6%,0.0%,0,0.0%,2,2.5%,75.9%,71.7%,47.4%,65.8%,6,50.0%,31.8%,6,0.0%,46.2%,0.93,1:57
Q,Benjamin Becker,GER,2,553,89.4%,10.6%,43,14.8%,13,4.5%,62.1%,80.6%,50.9%,69.3%,17,70.6%,28.1%,9,55.6%,49.7%,0.92,5:39
Q,Marcel Granollers,ESP,1,237,75.0%,12.5%,9,8.3%,4,3.7%,59.3%,65.6%,47.7%,58.3%,11,63.6%,37.2%,15,13.3%,46.8%,0.89,2:13
WC,Jamie Baker,GBR,1,276,52.4%,26.3%,5,3.4%,4,2.7%,64.4%,60.6%,34.6%,51.4%,17,41.2%,43.1%,11,45.5%,47.5%,0.89,2:57
,Bjorn Phau,GER,1,265,76.2%,14.3%,8,6.3%,1,0.8%,63.3%,65.4%,55.3%,61.7%,11,54.5%,33.6%,9,33.3%,47.2%,0.88,2:49
,Tim Henman,GBR,2,425,74.3%,14.7%,4,2.0%,9,4.4%,58.5%,68.3%,51.8%,61.5%,15,40.0%,34.1%,17,29.4%,47.3%,0.88,4:40
WC,Martin Lee,GBR,2,377,72.4%,14.3%,20,10.2%,6,3.0%,57.9%,65.8%,50.6%,59.4%,13,38.5%,35.6%,14,28.6%,48.0%,0.88,3:28
,Davide Sanguinetti,ITA,2,336,74.1%,19.2%,12,6.7%,3,1.7%,62.6%,71.4%,44.8%,61.5%,19,63.2%,33.8%,9,55.6%,48.5%,0.88,3:12
,Guillermo Garcia Lopez,ESP,2,511,75.7%,21.1%,16,5.8%,8,2.9%,63.3%,69.3%,42.2%,59.4%,38,76.3%,35.6%,19,42.1%,48.5%,0.88,5:39
LL,Jean Christophe Faurel,FRA,1,263,63.2%,25.0%,6,5.0%,9,7.4%,66.1%,58.8%,46.3%,54.5%,12,41.7%,40.1%,23,21.7%,46.8%,0.88,2:41
