Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Carlos Alcaraz[ESP] [yr|ev],d.,2,(2)Novak Djokovic[SRB] [yr|ev],1-6 7-6(6) 6-1 3-6 6-4,1.08,6.0%,62.7%,70.2%,50.0%,10/15,1.1%,64.1%,61.9%,56.1%,14/19,4:43,1
SF,1,(1)Carlos Alcaraz[ESP] [yr|ev],d.,3,(3)Daniil Medvedev[RUS] [yr|ev],6-3 6-3 6-3,1.46,5.1%,70.9%,73.2%,56.5%,2/4,6.3%,58.8%,70.2%,30.3%,8/14,1:50,1
SF,2,(2)Novak Djokovic[SRB] [yr|ev],d.,8,(8)Jannik Sinner[ITA] [yr|ev],6-3 6-4 7-6(4),1.03,9.8%,58.0%,75.4%,59.6%,6/6,8.9%,60.0%,75.9%,55.6%,7/9,2:47,1
QF,1,(1)Carlos Alcaraz[ESP] [yr|ev],d.,6,(6)Holger Rune[DEN] [yr|ev],7-6(3) 6-4 6-4,1.42,4.3%,62.0%,78.9%,71.4%,1/1,2.1%,57.7%,75.0%,53.7%,1/3,2:21,1
QF,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,43,Christopher Eubanks[USA] [yr|ev],6-4 1-6 4-6 7-6(4) 6-1,1.41,22.6%,69.4%,79.1%,63.2%,4/7,10.7%,70.4%,73.2%,40.4%,3/7,2:58,1
QF,8,(8)Jannik Sinner[ITA] [yr|ev],d.,92,Roman Safiullin[RUS] [yr|ev],6-4 3-6 6-2 6-2,1.57,15.9%,54.5%,89.6%,55.0%,3/5,7.6%,61.9%,60.0%,57.5%,6/12,2:14,1
QF,2,(2)Novak Djokovic[SRB] [yr|ev],d.,7,(7)Andrey Rublev[RUS] [yr|ev],4-6 6-1 6-4 6-3,1.34,4.4%,62.3%,74.6%,65.1%,7/8,5.8%,58.3%,73.3%,44.2%,7/12,2:48,1
R16,1,(1)Carlos Alcaraz[ESP] [yr|ev],d.,38,Matteo Berrettini[ITA] [yr|ev],3-6 6-3 6-3 6-3,1.37,3.8%,63.2%,79.1%,59.0%,2/3,7.6%,70.6%,66.7%,48.6%,12/16,3:05,1
R16,6,(6)Holger Rune[DEN] [yr|ev],d.,24,(21)Grigor Dimitrov[BUL] [yr|ev],3-6 7-6(6) 7-6(4) 6-3,1.19,8.7%,61.4%,82.1%,59.2%,1/3,9.5%,55.1%,80.2%,53.0%,7/9,3:21,4
R16,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,37,Jiri Lehecka[CZE] [yr|ev],6-4 6-2 RET,1.94,19.1%,61.7%,96.6%,44.4%,0/0,6.7%,58.7%,68.2%,35.5%,11/14,1:31,1
R16,43,Christopher Eubanks[USA] [yr|ev],d.,5,(5)Stefanos Tsitsipas[GRE] [yr|ev],3-6 7-6(4) 3-6 6-4 6-4,0.80,8.6%,67.1%,73.5%,52.0%,8/13,8.2%,67.2%,80.0%,59.1%,4/7,3:04,29
R16,8,(8)Jannik Sinner[ITA] [yr|ev],d.,85,Daniel Elahi Galan[COL] [yr|ev],7-6(4) 6-4 6-3,1.86,13.6%,54.5%,85.4%,70.0%,4/5,9.4%,62.2%,73.4%,37.5%,17/20,2:37,1
R16,92,Roman Safiullin[RUS] [yr|ev],d.,29,(26)Denis Shapovalov[CAN] [yr|ev],3-6 6-3 6-1 6-3,1.45,6.1%,68.7%,75.0%,67.7%,2/3,8.3%,63.5%,73.8%,37.1%,4/9,2:11,36
R16,7,(7)Andrey Rublev[RUS] [yr|ev],d.,26,(23)Alexander Bublik[KAZ] [yr|ev],7-5 6-3 6-7(6) 6-7(5) 6-4,1.17,12.6%,67.7%,80.5%,64.8%,5/5,23.8%,68.9%,82.3%,47.1%,6/9,3:17,5
R16,2,(2)Novak Djokovic[SRB] [yr|ev],d.,18,(17)Hubert Hurkacz[POL] [yr|ev],7-6(6) 7-6(6) 5-7 6-4,1.46,14.4%,71.2%,88.8%,61.1%,1/2,22.6%,72.6%,81.1%,47.5%,7/8,3:07,1
R32,1,(1)Carlos Alcaraz[ESP] [yr|ev],d.,28,(25)Nicolas Jarry[CHI] [yr|ev],6-3 6-7(6) 6-3 7-5,1.16,7.9%,61.6%,77.4%,51.7%,5/7,10.1%,73.8%,71.8%,35.9%,9/14,3:56,1
R32,38,Matteo Berrettini[ITA] [yr|ev],d.,21,(19)Alexander Zverev[GER] [yr|ev],6-3 7-6(4) 7-6(5),0.82,13.4%,68.8%,85.7%,48.6%,1/1,13.5%,80.9%,81.9%,64.7%,4/5,2:27,6
R32,24,(21)Grigor Dimitrov[BUL] [yr|ev],d.,10,(10)Frances Tiafoe[USA] [yr|ev],6-2 6-3 6-2,2.36,20.0%,61.5%,92.5%,64.0%,0/0,7.2%,52.2%,61.1%,51.5%,4/9,1:39,3
R32,6,(6)Holger Rune[DEN] [yr|ev],d.,34,(31)Alejandro Davidovich Fokina[ESP] [yr|ev],6-3 4-6 3-6 6-4 7-6(8),0.98,11.2%,64.7%,75.5%,48.3%,12/16,4.2%,68.9%,69.6%,59.6%,10/14,3:59,4
R32,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,67,Marton Fucsovics[HUN] [yr|ev],4-6 6-3 6-4 6-4,1.12,4.7%,76.4%,76.3%,40.0%,4/5,3.4%,58.0%,73.9%,50.0%,5/8,3:04,1
R32,37,Jiri Lehecka[CZE] [yr|ev],d.,15,(16)Tommy Paul[USA] [yr|ev],6-2 7-6(2) 6-7(5) 6-7(9) 6-2,1.24,11.5%,62.4%,82.5%,59.7%,4/5,6.0%,70.7%,71.2%,59.2%,5/10,4:04,22
R32,43,Christopher Eubanks[USA] [yr|ev],d.,73,Christopher Oconnell[AUS] [yr|ev],7-6(5) 7-6(3) 7-6(2),1.38,20.7%,68.5%,86.8%,60.0%,2/3,4.1%,74.4%,76.7%,51.6%,4/5,2:53,29
R32,5,(5)Stefanos Tsitsipas[GRE] [yr|ev],d.,60,Laslo Djere[SRB] [yr|ev],6-4 7-6(5) 6-4,1.04,5.8%,69.2%,81.9%,53.1%,3/4,4.7%,65.1%,85.7%,46.7%,1/4,2:11,3
R32,8,(8)Jannik Sinner[ITA] [yr|ev],d.,79,Quentin Halys[FRA] [yr|ev],3-6 6-2 6-3 6-4,1.39,9.2%,49.0%,83.3%,62.0%,2/4,12.2%,53.0%,75.4%,46.3%,6/11,2:25,1
R32,85,Daniel Elahi Galan[COL] [yr|ev],d.,59,Mikael Ymer[SWE] [yr|ev],6-2 6-7(2) 7-6(5) 3-6 6-1,1.03,5.2%,66.1%,61.7%,50.8%,15/22,3.5%,60.4%,65.5%,43.9%,3/13,4:20,56
R32,92,Roman Safiullin[RUS] [yr|ev],d.,308,Guido Pella[ARG] [yr|ev],7-6(1) 6-4 6-0,1.96,13.4%,69.5%,78.9%,72.0%,2/3,8.0%,75.0%,57.6%,45.5%,3/8,1:47,36
R32,29,(26)Denis Shapovalov[CAN] [yr|ev],d.,142,(WC)Liam Broady[GBR] [yr|ev],4-6 6-2 7-5 7-5,1.15,9.7%,55.2%,71.3%,47.7%,12/17,0.8%,53.8%,62.9%,45.0%,7/15,3:12,10
R32,7,(7)Andrey Rublev[RUS] [yr|ev],d.,123,(WC)David Goffin[BEL] [yr|ev],6-3 6-7(6) 7-6(5) 6-2,1.22,9.8%,54.5%,78.2%,52.3%,5/8,4.8%,57.8%,67.1%,48.4%,9/15,3:00,5
R32,26,(23)Alexander Bublik[KAZ] [yr|ev],d.,170,(Q)Maximilian Marterer[GER] [yr|ev],6-4 6-1 7-6(4),1.97,12.3%,55.6%,88.9%,66.7%,4/4,4.8%,67.3%,64.3%,47.1%,5/9,1:52,17
R32,18,(17)Hubert Hurkacz[POL] [yr|ev],d.,16,(14)Lorenzo Musetti[ITA] [yr|ev],7-6(4) 6-4 6-4,1.33,16.8%,67.4%,79.7%,61.3%,4/4,3.9%,67.0%,72.5%,50.0%,2/4,2:04,6
R32,2,(2)Novak Djokovic[SRB] [yr|ev],d.,88,Stan Wawrinka[SUI] [yr|ev],6-3 6-1 7-6(5),2.01,14.7%,64.0%,89.6%,63.0%,0/0,6.5%,42.4%,69.2%,52.8%,5/9,2:07,1
R64,1,(1)Carlos Alcaraz[ESP] [yr|ev],d.,84,Alexandre Muller[FRA] [yr|ev],6-4 7-6(2) 6-3,1.32,4.6%,64.2%,75.7%,59.0%,6/6,4.2%,68.3%,54.9%,71.1%,12/14,2:33,1
R64,28,(25)Nicolas Jarry[CHI] [yr|ev],d.,77,Jason Kubler[AUS] [yr|ev],7-5 5-7 6-3 6-4,1.25,21.9%,67.2%,78.3%,55.6%,8/9,10.7%,55.0%,77.9%,46.0%,8/11,3:22,16
R64,21,(19)Alexander Zverev[GER] [yr|ev],d.,116,(LL)Yosuke Watanuki[JPN] [yr|ev],6-4 5-7 6-2 6-2,1.45,13.0%,68.0%,83.8%,59.4%,4/5,14.8%,53.0%,77.0%,51.9%,8/13,2:26,2
R64,38,Matteo Berrettini[ITA] [yr|ev],d.,17,(15)Alex De Minaur[AUS] [yr|ev],6-3 6-4 6-4,1.57,14.6%,64.0%,87.7%,53.1%,3/3,3.1%,58.2%,70.2%,48.8%,5/8,2:11,6
R64,10,(10)Frances Tiafoe[USA] [yr|ev],d.,117,(Q)Dominic Stricker[SUI] [yr|ev],7-6(11) 6-4 6-2,1.32,21.9%,60.0%,88.9%,45.2%,4/4,9.2%,50.5%,76.4%,48.1%,3/6,2:02,10
R64,24,(21)Grigor Dimitrov[BUL] [yr|ev],d.,102,Ilya Ivashka[BLR] [yr|ev],6-3 6-4 6-4,1.41,11.5%,63.5%,80.3%,45.7%,4/6,5.0%,60.4%,67.2%,35.0%,5/10,2:10,3
R64,34,(31)Alejandro Davidovich Fokina[ESP] [yr|ev],d.,44,Botic Van De Zandschulp[NED] [yr|ev],6-1 2-6 6-4 6-3,1.14,5.1%,66.7%,71.8%,51.3%,6/8,8.0%,55.8%,71.4%,46.0%,6/11,2:50,21
R64,6,(6)Holger Rune[DEN] [yr|ev],d.,57,Roberto Carballes Baena[ESP] [yr|ev],6-3 7-6(3) 6-4,1.14,7.2%,59.5%,75.8%,44.4%,8/11,2.1%,55.7%,59.3%,55.8%,5/10,2:39,4
R64,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,35,Adrian Mannarino[FRA] [yr|ev],6-3 6-3 7-6(5),1.32,7.1%,65.3%,76.6%,50.0%,4/6,3.9%,63.7%,56.9%,56.8%,6/11,2:24,1
R64,67,Marton Fucsovics[HUN] [yr|ev],d.,65,Marcos Giron[USA] [yr|ev],7-6(2) 6-3 4-6 6-4,1.15,7.6%,61.4%,77.5%,46.4%,5/8,3.4%,67.1%,66.0%,49.0%,11/15,3:34,31
R64,37,Jiri Lehecka[CZE] [yr|ev],d.,19,(18)Francisco Cerundolo[ARG] [yr|ev],6-2 6-2 6-2,1.98,8.8%,73.5%,74.0%,77.8%,2/2,0.0%,71.8%,54.1%,41.7%,4/10,1:26,22
R64,15,(16)Tommy Paul[USA] [yr|ev],d.,849,Milos Raonic[CAN] [yr|ev],6-4 7-6(4) 6-7(4) 6-4,1.23,10.4%,59.2%,83.8%,54.9%,1/3,14.8%,62.7%,77.5%,45.3%,10/14,3:01,9
R64,43,Christopher Eubanks[USA] [yr|ev],d.,13,(12)Cameron Norrie[GBR] [yr|ev],6-3 3-6 6-2 7-6(3),1.49,20.0%,70.5%,75.7%,67.7%,0/2,6.3%,63.3%,71.6%,40.4%,9/13,2:30,29
R64,73,Christopher Oconnell[AUS] [yr|ev],d.,528,Jiri Vesely[CZE] [yr|ev],6-3 7-5 6-4,1.36,12.6%,62.1%,83.3%,60.6%,3/4,17.2%,69.9%,76.9%,39.3%,8/12,2:07,53
R64,60,Laslo Djere[SRB] [yr|ev],d.,36,(32)Ben Shelton[USA] [yr|ev],3-6 6-3 7-6(5) 6-3,0.96,6.2%,64.0%,75.7%,46.6%,9/11,8.1%,68.3%,71.4%,56.4%,9/12,2:57,27
R64,5,(5)Stefanos Tsitsipas[GRE] [yr|ev],d.,40,Andy Murray[GBR] [yr|ev],7-6(3) 6-7(2) 4-6 7-6(3) 6-4,0.94,9.9%,69.0%,79.7%,56.6%,0/1,7.5%,60.3%,78.1%,68.1%,5/6,4:40,3
R64,8,(8)Jannik Sinner[ITA] [yr|ev],d.,98,Diego Schwartzman[ARG] [yr|ev],7-5 6-1 6-2,1.62,18.1%,56.6%,80.9%,58.3%,4/5,1.2%,71.6%,58.6%,39.1%,4/10,2:02,1
R64,79,Quentin Halys[FRA] [yr|ev],d.,87,Aleksandar Vukic[AUS] [yr|ev],6-3 6-1 6-4,1.84,19.7%,60.6%,81.4%,71.4%,0/0,7.8%,62.3%,68.8%,41.4%,4/9,1:29,54
R64,85,Daniel Elahi Galan[COL] [yr|ev],d.,233,(Q)Oscar Otte[GER] [yr|ev],6-3 3-6 6-3 7-6(3),1.31,10.3%,65.5%,81.6%,52.5%,0/2,8.7%,58.7%,74.3%,46.2%,9/12,2:32,56
R64,59,Mikael Ymer[SWE] [yr|ev],d.,9,(9)Taylor Fritz[USA] [yr|ev],3-6 2-6 6-3 6-4 6-2,0.92,6.2%,66.9%,68.0%,52.1%,6/10,8.1%,53.7%,72.7%,57.9%,6/11,2:46,50
R64,308,Guido Pella[ARG] [yr|ev],d.,181,(Q)Harold Mayot[FRA] [yr|ev],2-6 6-3 7-6(3) 7-5,0.96,3.5%,78.3%,65.2%,58.1%,8/12,11.6%,65.2%,75.3%,46.2%,1/5,2:42,20
R64,92,Roman Safiullin[RUS] [yr|ev],d.,71,Corentin Moutet[FRA] [yr|ev],7-5 6-3 7-6(4),1.30,4.7%,59.4%,79.4%,46.5%,5/9,4.1%,63.9%,62.8%,43.2%,9/15,2:50,36
R64,29,(26)Denis Shapovalov[CAN] [yr|ev],d.,49,Gregoire Barrere[FRA] [yr|ev],6-3 6-4 7-6(7),1.42,18.4%,72.4%,83.1%,59.3%,1/1,5.1%,70.7%,67.1%,65.5%,3/5,1:53,10
R64,142,(WC)Liam Broady[GBR] [yr|ev],d.,4,(4)Casper Ruud[NOR] [yr|ev],6-4 3-6 4-6 6-3 6-0,1.32,3.9%,54.3%,72.5%,62.1%,6/9,6.3%,57.2%,70.3%,39.7%,7/13,3:27,93
R64,7,(7)Andrey Rublev[RUS] [yr|ev],d.,50,Aslan Karatsev[RUS] [yr|ev],6-7(4) 6-3 6-4 7-5,1.23,9.2%,61.5%,76.3%,58.0%,2/4,6.1%,59.8%,67.1%,54.7%,5/10,2:52,5
R64,123,(WC)David Goffin[BEL] [yr|ev],d.,133,(Q)Tomas Barrios Vera[CHI] [yr|ev],7-6(3) 5-7 6-2 6-0,1.21,9.6%,58.4%,69.9%,48.1%,5/9,3.4%,59.9%,51.1%,54.2%,16/24,3:20,7
R64,26,(23)Alexander Bublik[KAZ] [yr|ev],d.,48,J J Wolf[USA] [yr|ev],6-3 7-6(5) 6-0,1.89,14.9%,66.2%,91.8%,48.0%,0/1,4.4%,58.9%,69.8%,37.8%,4/9,1:44,17
R64,170,(Q)Maximilian Marterer[GER] [yr|ev],d.,119,(LL)Michael Mmoh[USA] [yr|ev],7-5 7-6(5) 6-4,1.31,12.3%,65.1%,84.1%,59.5%,4/4,15.6%,64.2%,81.4%,43.6%,4/6,2:27,45
