Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,
R64,89,David Sanchez[ESP] [yr|ev],d.,24,Carlos Moya[ESP] [yr|ev],1-6 6-1 7-6(7) 6-7(5) 6-2,1.23,4.6%,60.5%,71.7%,56.7%,5/9,6.0%,59.6%,65.7%,46.3%,5/11,3:44
R64,13,(13)Alex Corretja[ESP] [yr|ev],d.,95,Jens Knippschild[GER] [yr|ev],6-3 7-5 6-3,1.61,5.1%,59.0%,80.4%,56.3%,9/11,7.6%,54.3%,64.9%,37.5%,10/16,1:58
R64,493,Magnus Larsson[SWE] [yr|ev],d.,27,Hicham Arazi[MAR] [yr|ev],6-4 3-6 2-6 6-3 6-4,0.99,6.0%,65.7%,71.6%,47.8%,4/9,12.3%,63.1%,72.0%,50.0%,8/13,2:30
R64,43,Fabrice Santoro[FRA] [yr|ev],d.,49,Greg Rusedski[GBR] [yr|ev],6-1 6-7(4) 6-3 7-5,1.47,1.7%,65.0%,72.4%,63.4%,4/7,5.8%,57.7%,60.8%,46.6%,8/15,2:46
R64,2,(2)Marat Safin[RUS] [yr|ev],d.,47,Alex Calatrava[ESP] [yr|ev],6-3 3-6 6-3 6-7(4) 6-3,1.12,8.1%,56.4%,73.8%,49.2%,13/18,4.8%,52.7%,70.1%,46.2%,9/16,3:29
R128,1,(1)Gustavo Kuerten[BRA] [yr|ev],d.,25,Guillermo Coria[ARG] [yr|ev],6-1 7-5 6-4,1.96,18.7%,58.7%,81.8%,67.7%,1/2,3.0%,54.0%,57.4%,47.8%,11/16,1:45
R128,74,Agustin Calleri[ARG] [yr|ev],d.,199,(Q)John Van Lottum[NED] [yr|ev],6-3 6-0 6-4,1.75,9.9%,63.4%,75.6%,53.8%,5/7,2.5%,40.7%,54.5%,35.4%,9/17,1:36
R128,109,Karim Alami[MAR] [yr|ev],d.,58,Davide Sanguinetti[ITA] [yr|ev],6-7(5) 6-1 6-7(4) 6-4 6-1,1.44,4.6%,63.4%,72.2%,60.7%,9/11,2.5%,51.5%,61.9%,45.5%,20/29,3:54
R128,40,Harel Levy[ISR] [yr|ev],d.,66,Byron Black[ZIM] [yr|ev],6-1 6-1 6-4,1.70,10.0%,52.5%,76.2%,50.0%,5/7,0.0%,73.5%,44.0%,22.2%,12/20,1:28
R128,65,Sergi Bruguera[ESP] [yr|ev],d.,110,(WC)Michael Llodra[FRA] [yr|ev],3-6 6-7(4) 6-2 6-4 6-3,1.33,3.0%,66.9%,73.0%,59.1%,4/8,5.3%,62.2%,66.7%,43.7%,15/23,3:06
R128,122,(Q)Michael Russell[USA] [yr|ev],d.,314,(WC)Nicolas Mahut[FRA] [yr|ev],6-2 6-3 6-2,1.98,0.0%,68.3%,79.1%,70.0%,0/0,5.6%,63.9%,60.9%,38.5%,7/13,1:27
R128,63,Xavier Malisse[BEL] [yr|ev],d.,78,Nicolas Massu[CHI] [yr|ev],6-3 6-1 6-1,3.94,11.5%,63.5%,81.8%,94.7%,3/3,3.6%,56.6%,55.3%,36.1%,13/20,1:29
R128,118,(Q)Kristian Pless[DEN] [yr|ev],d.,15,(15)Jan Michael Gambill[USA] [yr|ev],4-6 6-2 6-4 7-5,1.31,9.4%,65.8%,76.6%,60.0%,5/6,7.9%,51.6%,76.9%,45.9%,7/11,2:24
R128,93,Mariano Puerta[ARG] [yr|ev],d.,12,(12)Arnaud Clement[FRA] [yr|ev],7-6(3) 3-6 7-6(5) 1-6 9-7,0.88,7.4%,55.9%,68.6%,47.0%,18/27,9.2%,54.6%,77.9%,46.8%,9/14,4:01
R128,45,Bohdan Ulihrach[CZE] [yr|ev],d.,88,Felix Mantilla[ESP] [yr|ev],3-6 6-1 6-3 6-3,1.31,5.5%,49.1%,83.3%,42.9%,4/8,3.0%,51.0%,70.6%,30.6%,9/17,2:13
R128,83,Tommy Robredo[ESP] [yr|ev],d.,106,Raemon Sluiter[NED] [yr|ev],7-5 7-5 7-6(9),1.15,3.7%,59.6%,70.8%,59.1%,6/10,1.6%,61.6%,70.1%,45.8%,12/18,2:23
R128,205,(WC)Jean Rene Lisnard[MON] [yr|ev],d.,30,Vladimir Voltchkov[BLR] [yr|ev],6-7(7) 7-5 6-7(0) 7-5 6-2,0.99,3.5%,50.2%,69.3%,47.0%,19/25,4.5%,52.0%,68.5%,48.2%,14/24,4:09
R128,21,Dominik Hrbaty[SVK] [yr|ev],d.,36,Gaston Gaudio[ARG] [yr|ev],7-6(5) 5-7 7-6(1) 2-6 8-6,1.11,9.2%,46.0%,64.0%,60.2%,15/25,4.2%,60.7%,68.5%,41.7%,13/21,4:26
R128,70,Olivier Rochus[BEL] [yr|ev],d.,71,Marc Rosset[SUI] [yr|ev],6-2 2-6 6-3 6-4,1.14,1.3%,53.2%,66.7%,56.8%,5/8,13.6%,56.8%,78.0%,28.9%,7/11,1:44
R128,112,(LL)Cecil Mamiit[PHI] [yr|ev],d.,33,Todd Martin[USA] [yr|ev],6-3 7-6(6) 2-6 6-1,1.13,9.4%,60.1%,73.5%,49.1%,10/13,10.4%,57.6%,68.1%,47.2%,9/13,2:53
R128,7,(7)Yevgeny Kafelnikov[RUS] [yr|ev],d.,120,(LL)Federico Luzzi[ITA] [yr|ev],6-3 6-3 6-4,1.52,5.5%,47.9%,77.1%,57.9%,5/8,2.2%,54.3%,60.0%,38.1%,6/13,1:47
R128,4,(4)Juan Carlos Ferrero[ESP] [yr|ev],d.,77,Stefan Koubek[AUT] [yr|ev],6-2 6-2 6-3,1.44,1.3%,53.9%,63.4%,62.9%,1/3,3.6%,50.6%,50.0%,43.9%,14/22,1:43
R128,220,(Q)Marcos Ondruska[RSA] [yr|ev],d.,68,Ivan Ljubicic[CRO] [yr|ev],2-6 2-6 7-5 7-6(7) 10-8,0.95,3.5%,59.7%,68.3%,48.1%,16/23,7.3%,54.9%,73.6%,48.3%,7/12,4:51
R128,79,(Q)Jacobo Diaz[ESP] [yr|ev],d.,84,Mikhail Youzhny[RUS] [yr|ev],3-6 7-6(6) 6-1 6-1,1.18,3.8%,62.3%,63.6%,60.0%,11/15,1.0%,61.4%,58.1%,51.3%,6/13,2:27
R128,160,(Q)Fernando Gonzalez[CHI] [yr|ev],d.,141,(WC)Cyril Saulnier[FRA] [yr|ev],2-6 6-2 1-6 7-5 6-4,1.10,9.1%,63.6%,70.2%,45.8%,7/14,8.9%,58.6%,66.3%,44.6%,13/19,3:18
R128,55,Jiri Novak[CZE] [yr|ev],d.,69,Arnaud Di Pasquale[FRA] [yr|ev],1-6 6-7(5) 6-4 6-0 6-4,1.06,6.0%,58.1%,72.2%,47.1%,17/21,1.3%,62.0%,66.7%,47.4%,12/19,3:06
R128,53,Cedric Pioline[FRA] [yr|ev],d.,42,Andrei Pavel[ROU] [yr|ev],2-6 6-4 7-6(1) 7-6(4),1.03,11.1%,54.2%,76.9%,40.9%,12/19,5.8%,70.8%,54.6%,70.0%,7/13,2:56
R128,91,Jose Acasuso[ARG] [yr|ev],d.,57,Magnus Gustafsson[SWE] [yr|ev],6-3 6-2 6-3,1.64,6.0%,51.2%,76.7%,63.4%,5/6,1.3%,55.1%,62.8%,37.1%,8/14,1:58
R128,14,(14)Thomas Enqvist[SWE] [yr|ev],d.,62,Andrew Ilie[AUS] [yr|ev],6-4 6-1 2-6 6-3,1.43,13.1%,57.6%,82.5%,52.4%,4/6,17.6%,58.4%,68.5%,40.4%,7/12,2:01
R128,11,(11)Tim Henman[GBR] [yr|ev],d.,132,(Q)Tomas Behrend[GER] [yr|ev],6-1 6-4 5-7 6-0,1.36,3.7%,57.4%,67.7%,45.7%,13/19,0.0%,52.5%,49.2%,36.8%,20/31,2:40
R128,31,Sjeng Schalken[NED] [yr|ev],d.,105,Paul Goldstein[USA] [yr|ev],6-1 6-3 6-2,1.52,5.4%,51.1%,68.1%,57.8%,7/9,1.5%,54.5%,61.1%,23.3%,8/16,1:46
R128,37,Alberto Martin[ESP] [yr|ev],d.,102,Jiri Vanek[CZE] [yr|ev],4-6 7-6(5) 7-5 6-3,1.05,6.0%,62.4%,62.7%,48.0%,15/22,3.2%,54.4%,62.8%,45.8%,9/18,3:07
R128,82,Guillermo Canas[ARG] [yr|ev],d.,90,Christophe Rochus[BEL] [yr|ev],6-4 6-3 6-1,1.68,10.6%,54.1%,84.8%,59.0%,2/2,2.7%,57.3%,65.1%,40.6%,4/9,1:42
R128,48,Andy Roddick[USA] [yr|ev],d.,265,(WC)Scott Draper[AUS] [yr|ev],6-2 6-4 6-4,2.09,8.5%,60.6%,76.7%,82.1%,0/0,14.0%,53.8%,72.0%,37.2%,11/15,1:19
R128,35,Michael Chang[USA] [yr|ev],d.,100,Alexander Popp[GER] [yr|ev],6-3 6-3 6-1,1.59,2.5%,59.3%,75.0%,54.5%,6/8,4.6%,63.2%,49.1%,43.8%,11/18,1:43
R128,116,(Q)Nikolay Davydenko[RUS] [yr|ev],d.,41,Jonas Bjorkman[SWE] [yr|ev],6-3 6-2 6-3,1.40,2.9%,71.6%,64.4%,48.3%,12/15,3.4%,56.2%,44.0%,43.6%,14/22,1:52
R128,6,(6)Lleyton Hewitt[AUS] [yr|ev],d.,238,(WC)Paul Henri Mathieu[FRA] [yr|ev],7-6(2) 4-6 6-3 6-2,1.21,3.9%,52.7%,77.9%,50.8%,9/12,7.3%,38.7%,77.4%,45.2%,9/14,3:30
R128,5,(5)Pete Sampras[USA] [yr|ev],d.,250,(Q)Cedric Kauffmann[FRA] [yr|ev],6-3 4-6 6-2 3-6 8-6,1.14,9.5%,53.4%,78.5%,55.1%,9/13,4.1%,65.8%,67.7%,54.0%,7/13,3:12
R128,76,Galo Blanco[ESP] [yr|ev],d.,56,Rainer Schuettler[GER] [yr|ev],1-6 7-6(1) 6-4 7-6(8),1.08,10.7%,50.4%,72.1%,51.7%,13/19,2.8%,51.8%,71.2%,45.6%,6/11,3:06
R128,92,Lars Burgsmuller[GER] [yr|ev],d.,29,David Prinosil[GER] [yr|ev],5-7 6-2 6-4 7-5,1.27,6.0%,68.4%,70.0%,51.4%,7/12,4.8%,53.1%,75.6%,30.4%,20/28,2:57
R128,72,Younes El Aynaoui[MAR] [yr|ev],d.,80,Andrei Medvedev[UKR] [yr|ev],6-7(4) 6-0 6-2 6-7(4) 6-3,1.45,5.9%,63.2%,77.1%,60.7%,7/8,5.8%,63.2%,68.5%,39.7%,17/24,3:24
R128,75,Antony Dupuis[FRA] [yr|ev],d.,32,Nicolas Escude[FRA] [yr|ev],2-6 6-0 6-3 7-6(2),1.06,5.6%,49.7%,60.6%,56.9%,13/17,4.5%,53.6%,70.0%,40.4%,8/14,2:35
R128,22,Tommy Haas[GER] [yr|ev],d.,50,Jerome Golmard[FRA] [yr|ev],6-0 6-1 6-1,2.11,16.7%,58.3%,82.9%,52.0%,2/2,6.7%,63.3%,42.1%,27.3%,7/15,1:11
R128,200,(Q)Jan Frode Andersen[NOR] [yr|ev],d.,134,(WC)Nicolas Thomann[FRA] [yr|ev],7-6(6) 0-6 6-7(5) 6-2 6-4,0.92,10.0%,66.9%,66.4%,52.8%,8/14,14.4%,51.4%,82.7%,46.5%,10/16,3:44
R128,10,(10)Sebastien Grosjean[FRA] [yr|ev],d.,52,Michal Tabara[CZE] [yr|ev],6-3 3-6 6-3 7-6(3),1.06,4.7%,55.0%,62.0%,63.8%,8/12,5.5%,54.3%,68.1%,51.7%,11/16,2:35
R128,16,(16)Franco Squillari[ARG] [yr|ev],d.,86,Jan Siemerink[NED] [yr|ev],6-4 6-2 6-1,1.72,0.0%,59.7%,80.0%,63.0%,0/0,5.0%,53.8%,67.4%,37.8%,8/14,1:36
R128,38,Andreas Vinciguerra[SWE] [yr|ev],d.,158,(Q)Juan Antonio Marin[CRC] [yr|ev],3-6 7-5 6-1 2-6 6-3,1.08,5.2%,55.2%,69.4%,39.1%,13/21,3.7%,56.5%,58.2%,44.3%,20/29,3:25
R128,98,Andrei Stoliarov[RUS] [yr|ev],d.,,Martin Damm Sr[CZE] [yr|ev],3-6 6-3 6-3 6-4,1.40,9.9%,44.1%,75.5%,64.5%,6/8,10.9%,49.2%,74.6%,40.0%,12/17,2:23
R128,124,(Q)Albert Montanes[ESP] [yr|ev],d.,96,Chris Woodruff[USA] [yr|ev],6-1 6-4 6-4,1.45,12.5%,57.5%,73.9%,52.9%,3/5,6.5%,62.3%,60.4%,31.0%,9/15,1:39
