Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Rafael Nadal[ESP] [yr|ev],d.,3,(3)Novak Djokovic[SRB] [yr|ev],6-4 5-7 6-4 6-2,1.31,7.1%,67.0%,73.3%,56.8%,1/4,3.5%,65.7%,64.9%,44.9%,20/25,3:43,1
SF,1,(1)Rafael Nadal[ESP] [yr|ev],d.,14,(12)Mikhail Youzhny[RUS] [yr|ev],6-2 6-3 6-4,1.80,3.9%,64.9%,78.0%,70.4%,1/2,3.7%,59.3%,66.7%,39.4%,3/8,2:13,1
SF,3,(3)Novak Djokovic[SRB] [yr|ev],d.,2,(2)Roger Federer[SUI] [yr|ev],5-7 6-1 5-7 6-2 7-5,1.17,2.6%,62.3%,68.1%,63.2%,4/7,7.5%,52.5%,73.8%,46.1%,6/12,3:44,1
QF,1,(1)Rafael Nadal[ESP] [yr|ev],d.,8,(8)Fernando Verdasco[ESP] [yr|ev],7-5 6-3 6-4,1.97,5.2%,66.2%,84.3%,69.2%,0/1,6.0%,58.0%,62.1%,54.8%,5/9,2:22,1
QF,14,(12)Mikhail Youzhny[RUS] [yr|ev],d.,27,(25)Stan Wawrinka[SUI] [yr|ev],3-6 7-6(7) 3-6 6-3 6-3,1.04,1.4%,65.3%,68.1%,54.0%,5/10,9.8%,54.3%,77.5%,42.7%,8/15,4:00,8
QF,3,(3)Novak Djokovic[SRB] [yr|ev],d.,19,(17)Gael Monfils[FRA] [yr|ev],7-6(2) 6-1 6-2,1.45,1.0%,74.0%,68.9%,50.0%,11/13,2.8%,56.0%,52.5%,41.7%,11/18,2:24,1
QF,2,(2)Roger Federer[SUI] [yr|ev],d.,5,(5)Robin Soderling[SWE] [yr|ev],6-4 6-4 7-5,1.39,19.8%,63.7%,86.2%,45.5%,4/6,2.2%,58.1%,66.7%,51.3%,1/6,1:56,1
R16,1,(1)Rafael Nadal[ESP] [yr|ev],d.,25,(23)Feliciano Lopez[ESP] [yr|ev],6-3 6-4 6-4,2.02,11.4%,63.3%,90.0%,62.1%,4/4,10.0%,52.0%,75.0%,41.7%,6/9,2:08,1
R16,8,(8)Fernando Verdasco[ESP] [yr|ev],d.,12,(10)David Ferrer[ESP] [yr|ev],5-7 6-7(8) 6-3 6-3 7-6(4),1.01,7.8%,56.4%,70.4%,52.8%,12/16,3.9%,63.9%,70.4%,47.7%,8/14,4:23,7
R16,27,(25)Stan Wawrinka[SUI] [yr|ev],d.,22,(20)Sam Querrey[USA] [yr|ev],7-6(9) 6-7(5) 7-5 4-6 6-4,0.94,9.0%,51.8%,77.7%,56.3%,12/15,10.9%,54.3%,83.2%,52.5%,4/8,4:28,3
