Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
10,Guillermo Canas,ARG,2,590,89.1%,19.6%,18,6.3%,10,3.5%,60.1%,74.6%,57.4%,67.7%,19,73.7%,35.1%,24,37.5%,51.0%,1.09,5:44
,Michel Kratochvil,SUI,4,970,79.2%,31.9%,23,4.6%,38,7.6%,58.6%,73.3%,46.1%,62.0%,41,63.4%,41.5%,52,44.2%,52.1%,1.09,10:31
14,Thomas Enqvist,SWE,2,338,75.9%,27.6%,15,9.4%,20,12.5%,51.2%,72.0%,55.1%,63.7%,10,30.0%,38.8%,15,53.3%,50.6%,1.07,3:24
28,David Nalbandian,ARG,7,1726,73.4%,29.0%,33,3.9%,43,5.1%,54.0%,67.1%,54.0%,61.1%,82,58.5%,41.5%,95,40.0%,51.1%,1.07,18:11
,Andre Sa,BRA,5,1339,71.4%,32.4%,34,5.3%,25,3.9%,57.1%,70.7%,47.8%,60.9%,63,52.4%,41.6%,86,40.7%,50.9%,1.06,13:44
,Jan Michael Gambill,USA,2,406,84.8%,16.1%,30,14.6%,1,0.5%,58.5%,80.0%,50.6%,67.8%,12,58.3%,33.8%,9,55.6%,51.0%,1.05,4:16
,Flavio Saretta,BRA,3,891,84.0%,20.0%,24,5.4%,21,4.7%,61.7%,73.1%,53.8%,65.7%,28,57.1%,36.0%,38,39.5%,50.8%,1.05,9:22
Q,Scott Draper,AUS,2,474,82.5%,15.8%,19,8.3%,11,4.8%,60.4%,78.4%,48.4%,66.5%,14,50.0%,34.8%,20,30.0%,50.2%,1.04,4:45
,Taylor Dent,USA,3,800,93.5%,11.3%,43,10.9%,18,4.6%,62.5%,78.1%,60.1%,71.4%,10,60.0%,29.9%,26,26.9%,50.4%,1.04,7:23
Q,Radek Stepanek,CZE,3,645,77.6%,27.1%,33,9.5%,10,2.9%,59.7%,71.5%,48.6%,62.2%,34,67.6%,39.3%,23,56.5%,51.6%,1.04,5:58
WC,Paul Henri Mathieu,FRA,2,450,72.7%,32.3%,10,4.5%,8,3.6%,45.0%,72.0%,49.2%,59.5%,19,52.6%,42.1%,31,32.3%,50.7%,1.04,4:40
31,Stefan Koubek,AUT,2,574,73.3%,28.6%,11,3.9%,15,5.3%,64.2%,68.9%,48.0%,61.4%,29,58.6%,40.1%,28,42.9%,50.7%,1.04,5:14
,Wayne Ferreira,RSA,3,870,86.6%,15.9%,52,11.4%,9,2.0%,54.4%,77.0%,53.4%,66.2%,29,69.0%,34.8%,23,43.5%,51.3%,1.03,8:38
,Mikhail Youzhny,RUS,4,935,73.6%,28.2%,18,3.9%,26,5.6%,63.1%,69.3%,42.1%,59.3%,52,63.5%,41.8%,49,40.8%,50.5%,1.03,9:42
,Michael Llodra,FRA,1,302,82.6%,13.0%,17,11.7%,5,3.4%,60.0%,78.2%,44.8%,64.8%,13,69.2%,36.3%,16,18.8%,50.0%,1.03,3:18
,Olivier Rochus,BEL,3,639,73.5%,26.9%,8,2.6%,9,3.0%,55.0%,68.7%,52.2%,61.3%,29,55.2%,39.8%,22,63.6%,49.9%,1.03,6:23
3,Andre Agassi,USA,2,353,75.0%,32.1%,20,11.8%,14,8.3%,60.4%,73.5%,41.8%,60.9%,17,58.8%,40.2%,20,45.0%,50.1%,1.03,3:19
22,Nicolas Lapentti,ECU,5,1488,79.0%,25.6%,48,6.3%,23,3.0%,56.1%,76.9%,45.2%,63.0%,56,55.4%,38.2%,63,47.6%,50.9%,1.03,17:12
WC,Barry Cowan,GBR,2,453,84.2%,18.4%,24,10.6%,12,5.3%,63.3%,74.8%,51.8%,66.4%,17,64.7%,34.4%,13,53.8%,50.3%,1.02,4:50
26,Todd Martin,USA,2,424,80.6%,19.4%,36,16.7%,7,3.3%,64.2%,73.9%,42.9%,62.8%,18,66.7%,37.8%,18,33.3%,50.5%,1.02,4:21
,Paradorn Srichaphan,THA,3,714,81.8%,20.0%,45,12.7%,24,6.8%,58.9%,76.6%,47.3%,64.5%,24,58.3%,36.2%,42,26.2%,50.3%,1.02,6:56
,Richard Krajicek,NED,5,1406,91.2%,13.2%,105,14.7%,40,5.6%,56.2%,81.5%,52.6%,68.8%,36,72.2%,31.1%,44,34.1%,50.2%,1.00,13:12
16,Nicolas Escude,FRA,3,743,75.9%,28.1%,15,3.9%,35,9.2%,61.4%,73.5%,38.1%,59.8%,38,63.2%,40.1%,44,36.4%,50.2%,1.00,7:22
,Agustin Calleri,ARG,1,343,75.0%,28.0%,6,3.4%,8,4.6%,47.1%,68.3%,52.2%,59.8%,21,71.4%,40.2%,19,36.8%,50.1%,1.00,3:32
13,Younes El Aynaoui,MAR,1,287,77.3%,19.0%,11,7.9%,8,5.8%,66.2%,69.6%,51.1%,63.3%,12,58.3%,35.8%,14,28.6%,49.1%,0.98,2:45
8,Thomas Johansson,SWE,1,409,87.9%,9.4%,19,9.0%,10,4.7%,53.1%,80.4%,49.5%,65.9%,16,75.0%,33.3%,13,23.1%,50.1%,0.98,4:21
,Magnus Larsson,SWE,1,338,76.0%,16.0%,10,6.4%,8,5.1%,65.6%,68.0%,50.0%,61.8%,10,40.0%,37.6%,14,28.6%,48.8%,0.98,3:07
,Irakli Labadze,GEO,2,547,75.0%,23.8%,19,7.0%,15,5.5%,65.2%,69.7%,46.3%,61.5%,26,61.5%,37.6%,22,45.5%,49.5%,0.98,5:33
Q,Hyung Taik Lee,KOR,2,499,70.7%,26.8%,10,3.9%,8,3.1%,62.4%,66.7%,50.0%,60.4%,29,58.6%,38.5%,31,35.5%,49.7%,0.97,4:43
30,Ivan Ljubicic,CRO,2,474,89.7%,17.9%,35,14.2%,11,4.5%,60.2%,75.0%,53.1%,66.3%,16,75.0%,32.9%,16,43.8%,50.2%,0.97,4:44
Q,Mario Ancic,CRO,2,375,75.0%,23.3%,10,5.3%,13,6.8%,50.5%,79.2%,43.6%,61.6%,17,52.9%,36.8%,19,36.8%,49.3%,0.96,3:32
Q,Karol Beck,SVK,2,580,75.0%,27.3%,34,11.4%,21,7.1%,46.5%,78.3%,44.7%,60.3%,27,59.3%,37.8%,24,50.0%,49.3%,0.95,5:47
21,Max Mirnyi,BLR,1,263,85.7%,9.5%,10,7.4%,6,4.4%,64.4%,80.5%,47.9%,68.9%,12,75.0%,29.7%,5,40.0%,49.8%,0.95,2:28
LL,George Bastl,SUI,3,650,78.0%,20.0%,25,7.6%,25,7.6%,60.1%,75.4%,40.2%,61.3%,34,67.6%,36.4%,30,33.3%,49.1%,0.94,7:05
25,Fabrice Santoro,FRA,2,580,72.1%,19.0%,15,5.2%,11,3.8%,58.8%,65.9%,49.6%,59.2%,33,63.6%,38.5%,26,30.8%,48.8%,0.94,5:47
19,Juan Ignacio Chela,ARG,1,257,65.2%,34.8%,11,8.7%,7,5.6%,52.4%,71.2%,40.0%,56.3%,13,38.5%,40.5%,11,72.7%,48.2%,0.93,2:10
,Fernando Vicente,ESP,1,265,68.4%,20.0%,1,0.8%,2,1.6%,66.7%,65.1%,48.8%,59.7%,11,45.5%,37.5%,9,44.4%,48.3%,0.93,2:36
,Julian Knowle,AUT,3,642,79.6%,18.4%,26,8.2%,28,8.8%,59.4%,76.2%,42.6%,62.6%,36,72.2%,34.9%,35,25.7%,48.6%,0.93,6:52
9,Juan Carlos Ferrero,ESP,2,485,80.6%,25.0%,12,4.6%,9,3.5%,53.7%,69.8%,50.8%,61.0%,26,73.1%,35.8%,22,40.9%,49.3%,0.92,4:53
,Michael Chang,USA,2,510,74.3%,23.5%,19,6.8%,10,3.6%,56.5%,71.3%,40.5%,57.9%,27,66.7%,38.8%,17,47.1%,49.2%,0.92,5:39
Q,Alexander Waske,GER,2,516,88.6%,9.3%,37,13.9%,16,6.0%,60.3%,78.3%,58.5%,70.4%,11,54.5%,27.3%,5,80.0%,49.6%,0.92,5:15
Q,Nicolas Thomann,FRA,2,523,84.1%,7.1%,29,10.8%,11,4.1%,59.1%,77.4%,55.5%,68.4%,19,63.2%,29.1%,11,27.3%,49.3%,0.92,5:29
32,Jarkko Nieminen,FIN,2,402,79.3%,17.2%,6,2.7%,8,3.6%,58.3%,66.9%,51.6%,60.5%,25,76.0%,35.8%,16,31.3%,49.5%,0.91,4:02
Q,Jack Brasington,USA,1,345,84.0%,12.0%,5,2.8%,19,10.7%,54.2%,76.0%,45.7%,62.1%,25,84.0%,34.5%,12,25.0%,48.7%,0.91,3:23
,Alexandre Simoni,BRA,1,316,68.0%,20.0%,11,6.9%,5,3.1%,61.0%,68.0%,51.6%,61.6%,17,52.9%,35.0%,9,55.6%,48.4%,0.91,3:11
LL,Brian Vahaly,USA,1,232,75.0%,11.8%,1,0.9%,5,4.6%,51.4%,66.1%,50.9%,58.7%,9,55.6%,37.4%,8,25.0%,47.4%,0.91,2:28
,Vincent Spadea,USA,2,503,74.4%,17.9%,7,2.7%,17,6.4%,64.0%,68.6%,46.3%,60.6%,25,60.0%,34.7%,18,38.9%,48.3%,0.88,4:47
,Alberto Martin,ESP,2,343,55.6%,28.6%,6,3.6%,5,3.0%,58.4%,61.9%,44.9%,54.8%,24,50.0%,39.5%,14,57.1%,46.9%,0.88,3:18
,Albert Portas,ESP,1,274,80.0%,9.1%,11,8.6%,11,8.6%,53.1%,77.9%,51.7%,65.6%,7,42.9%,30.1%,5,40.0%,46.7%,0.88,2:23
WC,Jamie Delgado,GBR,1,327,76.0%,11.5%,6,3.8%,8,5.0%,58.1%,69.9%,47.8%,60.6%,11,45.5%,34.1%,7,42.9%,47.1%,0.87,3:34
,David Sanchez,ESP,1,259,71.4%,15.0%,5,3.6%,3,2.2%,61.2%,70.6%,42.6%,59.7%,14,57.1%,35.0%,8,37.5%,48.3%,0.87,2:20
WC,Alex Bogdanovic,GBR,1,277,70.0%,20.0%,3,2.0%,5,3.4%,62.8%,68.8%,38.2%,57.4%,25,76.0%,37.2%,12,33.3%,48.0%,0.87,2:36
Q,Justin Bower,RSA,1,258,77.3%,13.0%,8,6.3%,6,4.7%,62.2%,75.9%,47.9%,65.4%,10,50.0%,29.8%,9,33.3%,47.3%,0.86,2:21
,Antony Dupuis,FRA,1,291,60.0%,32.0%,10,6.5%,5,3.3%,62.7%,61.5%,45.6%,55.6%,25,60.0%,38.4%,13,61.5%,47.4%,0.86,2:59
,Michael Kohlmann,GER,1,214,68.8%,12.5%,10,9.0%,4,3.6%,68.5%,68.4%,40.0%,59.5%,12,58.3%,35.0%,9,22.2%,47.7%,0.86,2:04
,Feliciano Lopez,ESP,4,1204,84.0%,12.9%,81,13.0%,34,5.4%,58.1%,78.0%,50.8%,66.6%,43,62.8%,28.8%,35,37.1%,48.4%,0.86,11:04
,Fernando Gonzalez,CHI,2,413,63.9%,21.6%,25,11.8%,21,10.0%,55.0%,69.8%,44.2%,58.3%,19,31.6%,35.6%,14,57.1%,47.2%,0.85,3:39
,Juan Balcells,ESP,1,306,76.0%,20.0%,6,3.6%,11,6.7%,64.2%,65.1%,52.5%,60.6%,21,71.4%,33.3%,12,41.7%,48.0%,0.85,3:04
,Hicham Arazi,MAR,1,206,68.8%,18.8%,2,2.0%,2,2.0%,55.0%,63.6%,51.1%,58.0%,9,44.4%,35.8%,5,60.0%,46.6%,0.85,2:10
,Stefano Galvani,ITA,1,212,50.0%,37.5%,1,0.9%,9,8.0%,56.6%,60.9%,34.7%,49.6%,13,38.5%,42.4%,13,46.2%,46.2%,0.84,2:06
,Neville Godwin,RSA,1,249,68.4%,10.0%,10,8.2%,14,11.5%,62.3%,72.4%,43.5%,61.5%,10,40.0%,32.3%,8,25.0%,46.6%,0.84,2:38
,Andrea Gaudenzi,ITA,1,272,85.7%,4.5%,9,6.6%,9,6.6%,64.7%,75.0%,58.3%,69.1%,4,25.0%,25.7%,1,100.0%,47.4%,0.83,2:48
,Christophe Rochus,BEL,1,222,50.0%,29.4%,2,1.7%,11,9.5%,48.3%,66.1%,36.7%,50.9%,11,18.2%,40.6%,14,35.7%,45.9%,0.83,1:53
,Markus Hipfl,AUT,1,324,89.3%,10.0%,38,23.5%,3,1.9%,61.1%,84.8%,44.4%,69.1%,7,57.1%,25.3%,8,37.5%,47.2%,0.82,3:29
,Lars Burgsmuller,GER,1,241,66.7%,18.8%,5,4.1%,9,7.4%,48.4%,61.0%,49.2%,54.9%,13,61.5%,37.0%,10,30.0%,46.1%,0.82,2:36
,Martin Lee,GBR,1,242,78.6%,6.3%,8,7.1%,5,4.5%,63.4%,62.0%,48.8%,57.1%,12,75.0%,34.6%,19,5.3%,45.0%,0.81,2:15
,Sargis Sargsian,ARM,2,390,64.5%,20.0%,10,4.9%,5,2.5%,56.4%,67.0%,43.8%,56.9%,23,52.2%,34.4%,13,46.2%,46.2%,0.80,3:53
Q,Cristiano Caratti,ITA,1,263,80.0%,9.5%,4,2.9%,8,5.7%,57.1%,65.0%,53.3%,60.0%,14,71.4%,31.7%,5,40.0%,46.8%,0.79,2:23
LL,Denis Golovanov,RUS,1,219,80.0%,0.0%,6,5.4%,4,3.6%,52.7%,76.3%,43.4%,60.7%,13,76.9%,30.8%,11,0.0%,46.1%,0.79,2:13
,Francisco Clavet,ESP,1,199,60.0%,18.8%,4,4.0%,4,4.0%,76.8%,56.6%,39.1%,52.5%,17,64.7%,37.0%,6,50.0%,44.7%,0.78,2:07
,Fernando Meligeni,BRA,1,228,64.7%,17.6%,11,8.7%,11,8.7%,60.6%,68.8%,30.0%,53.5%,16,62.5%,35.6%,5,60.0%,45.6%,0.77,2:02
,Ramon Delgado,PAR,1,190,66.7%,6.7%,2,2.2%,4,4.3%,58.1%,61.1%,51.3%,57.0%,9,44.4%,33.0%,6,16.7%,44.7%,0.77,1:57
WC,Alan Mackin,GBR,1,195,73.3%,6.7%,2,2.0%,4,4.1%,69.4%,64.7%,43.3%,58.2%,7,42.9%,32.0%,3,33.3%,45.1%,0.76,1:56
,Dominik Hrbaty,SVK,1,232,66.7%,18.8%,8,6.6%,4,3.3%,68.6%,61.4%,42.1%,55.4%,10,50.0%,33.3%,8,37.5%,44.8%,0.75,2:02
,Cedric Pioline,FRA,1,204,71.4%,6.7%,8,7.7%,9,8.7%,51.9%,74.1%,44.0%,59.6%,9,55.6%,30.0%,7,14.3%,45.1%,0.74,2:00
,Andrei Stoliarov,RUS,1,263,59.1%,26.1%,11,7.9%,10,7.1%,56.4%,60.8%,42.6%,52.9%,22,59.1%,35.0%,11,54.5%,44.5%,0.74,2:28
,Noam Okun,ISR,1,180,60.0%,14.3%,3,3.2%,7,7.4%,61.7%,65.5%,38.9%,55.3%,11,45.5%,32.6%,4,50.0%,44.4%,0.73,1:48
7,Roger Federer,SUI,1,182,78.6%,6.3%,1,1.2%,8,9.3%,54.7%,76.6%,46.2%,62.8%,6,50.0%,27.1%,6,16.7%,44.0%,0.73,1:40
Q,Cyril Saulnier,FRA,1,213,68.8%,12.5%,2,1.8%,5,4.4%,60.2%,55.9%,62.2%,58.4%,10,50.0%,30.0%,6,33.3%,45.1%,0.72,2:03
,Davide Sanguinetti,ITA,1,204,66.7%,18.8%,3,2.8%,4,3.7%,50.5%,65.5%,44.4%,55.0%,11,54.5%,31.6%,5,60.0%,44.1%,0.70,2:00
,Nicolas Massu,CHI,1,196,78.6%,6.3%,9,8.8%,9,8.8%,60.8%,79.0%,37.5%,62.7%,7,57.1%,25.5%,2,50.0%,44.9%,0.69,2:15
,Harel Levy,ISR,1,166,53.8%,7.7%,5,5.3%,5,5.3%,55.3%,57.7%,47.6%,53.2%,17,64.7%,31.9%,2,50.0%,44.0%,0.68,1:29
,Nikolay Davydenko,RUS,1,172,57.1%,14.3%,2,2.2%,4,4.5%,51.7%,54.3%,48.8%,51.7%,12,50.0%,32.5%,7,28.6%,42.4%,0.67,1:49
,Kenneth Carlsen,DEN,1,218,70.6%,11.1%,12,10.0%,4,3.3%,50.0%,68.3%,43.3%,55.8%,17,70.6%,28.6%,4,50.0%,43.6%,0.65,2:28
,Galo Blanco,ESP,1,163,64.3%,0.0%,6,7.1%,1,1.2%,63.5%,63.0%,51.6%,58.8%,11,54.5%,26.9%,4,0.0%,43.6%,0.65,1:22
Q,Jurgen Melzer,AUT,1,177,64.3%,6.7%,3,3.1%,5,5.2%,77.3%,65.3%,36.4%,58.8%,7,28.6%,26.3%,5,20.0%,44.1%,0.64,1:31
,Jonas Bjorkman,SWE,1,179,60.0%,7.1%,2,2.0%,4,4.0%,66.7%,66.7%,30.3%,54.5%,14,57.1%,28.7%,6,16.7%,43.0%,0.63,1:56
,Nicolas Coutelot,FRA,1,210,57.1%,14.3%,7,5.8%,10,8.3%,53.3%,71.9%,32.1%,53.3%,20,70.0%,28.9%,3,66.7%,42.9%,0.62,1:42
20,Tommy Robredo,ESP,1,159,53.8%,14.3%,4,4.8%,6,7.2%,67.5%,62.5%,33.3%,53.0%,14,57.1%,28.9%,3,66.7%,41.5%,0.62,1:28
,Attila Savolt,HUN,1,231,78.9%,0.0%,14,11.6%,12,9.9%,61.2%,77.0%,38.3%,62.0%,7,42.9%,23.6%,2,0.0%,43.7%,0.62,2:24
,Cecil Mamiit,PHI,1,256,71.4%,9.5%,8,5.8%,7,5.0%,58.3%,60.5%,53.4%,57.6%,15,60.0%,26.5%,2,100.0%,43.4%,0.62,2:45
,Franco Squillari,ARG,1,194,81.3%,0.0%,3,2.9%,8,7.8%,53.4%,74.5%,56.3%,66.0%,8,62.5%,20.9%,3,0.0%,44.8%,0.61,1:50
,Julien Boutter,FRA,1,219,62.5%,11.8%,11,8.8%,13,10.4%,53.6%,62.7%,44.8%,54.4%,14,57.1%,27.7%,4,50.0%,42.9%,0.61,2:21
,Albert Montanes,ESP,1,148,58.3%,0.0%,1,1.5%,4,6.2%,56.9%,56.8%,50.0%,53.8%,5,0.0%,27.7%,4,0.0%,39.2%,0.60,1:20
WC,Arvind Parmar,GBR,1,149,61.5%,7.1%,11,13.9%,5,6.3%,64.6%,76.5%,21.4%,57.0%,8,37.5%,25.7%,1,100.0%,42.3%,0.60,1:26
,Mariano Zabaleta,ARG,1,97,37.5%,12.5%,0,0.0%,4,7.7%,50.0%,53.8%,38.5%,46.2%,9,44.4%,31.1%,1,100.0%,39.2%,0.58,0:55
,Jerome Golmard,FRA,1,166,83.3%,0.0%,6,6.7%,4,4.4%,67.8%,68.9%,44.8%,61.1%,7,71.4%,22.4%,2,0.0%,43.4%,0.58,1:33
Q,Juan Pablo Guzman,ARG,1,168,57.1%,14.3%,6,6.1%,8,8.1%,59.6%,66.1%,30.0%,51.5%,16,62.5%,27.5%,2,100.0%,41.7%,0.57,1:27
,Kristian Pless,DEN,1,200,66.7%,6.7%,8,6.7%,3,2.5%,59.2%,57.7%,51.0%,55.0%,17,70.6%,25.0%,1,100.0%,43.0%,0.56,1:51
,Jose Acasuso,ARG,1,160,69.2%,6.7%,6,7.5%,8,10.0%,57.5%,73.9%,41.2%,60.0%,8,50.0%,21.3%,3,33.3%,40.6%,0.53,1:15
,Bohdan Ulihrach,CZE,1,64,40.0%,0.0%,0,0.0%,3,8.8%,61.8%,42.9%,53.8%,47.1%,3,0.0%,20.0%,0,-,34.4%,0.38,0:29
,Michael Russell,USA,1,168,73.3%,0.0%,6,5.9%,3,3.0%,82.2%,63.9%,44.4%,60.4%,9,55.6%,14.9%,0,-,42.3%,0.38,1:06
Q,Jean Francois Bachelot,FRA,1,141,50.0%,0.0%,1,1.2%,6,7.1%,47.6%,57.5%,38.6%,47.6%,12,50.0%,15.8%,0,-,34.8%,0.30,1:31
,All Main Draw Players,,127.0,,79.1%,20.9%,,8.3%,,5.1%,59.0%,73.2%,49.5%,63.5%,,61.1%,36.5%,,38.9%,50.0%,1.00,
