Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
1,Andy Roddick,USA,5,925,91.0%,34.2%,76,17.1%,10,2.3%,61.9%,83.3%,54.4%,72.3%,27,74.1%,43.2%,49,53.1%,57.2%,1.56,9:10
8,David Nalbandian,ARG,5,888,88.9%,38.4%,28,6.6%,13,3.1%,63.5%,74.8%,59.4%,69.2%,26,69.2%,44.5%,57,49.1%,56.3%,1.44,9:04
2,Roger Federer,SUI,7,1288,93.5%,35.3%,76,12.1%,18,2.9%,60.2%,78.5%,57.0%,70.0%,30,76.7%,42.9%,83,43.4%,56.1%,1.43,13:00
4,Andre Agassi,USA,6,1068,94.0%,34.9%,43,8.1%,12,2.3%,61.2%,79.4%,52.2%,68.9%,27,81.5%,43.0%,59,49.2%,55.9%,1.38,11:02
,Nicolas Lapentti,ECU,2,407,89.3%,29.0%,13,7.4%,4,2.3%,67.0%,73.7%,55.2%,67.6%,17,82.4%,42.9%,23,39.1%,53.6%,1.32,4:25
9,Sebastien Grosjean,FRA,5,828,83.8%,33.8%,29,7.3%,9,2.3%,51.4%,80.3%,53.1%,67.1%,26,57.7%,43.0%,44,52.3%,54.5%,1.31,9:04
Q,Jerome Golmard,FRA,2,246,83.3%,30.0%,11,9.8%,8,7.1%,54.5%,82.0%,52.9%,68.8%,4,25.0%,41.0%,15,40.0%,53.7%,1.31,2:19
11,Tim Henman,GBR,3,765,88.7%,26.2%,14,3.8%,16,4.3%,64.6%,75.1%,60.6%,70.0%,18,61.1%,39.0%,38,42.1%,54.1%,1.30,8:38
,Dominik Hrbaty,SVK,3,512,77.3%,40.5%,8,3.0%,10,3.8%,65.8%,68.6%,52.7%,63.2%,24,58.3%,46.3%,29,58.6%,55.1%,1.26,5:23
3,Juan Carlos Ferrero,ESP,6,1236,86.3%,28.7%,58,9.7%,14,2.3%,59.2%,76.5%,53.9%,67.3%,29,55.2%,40.6%,67,40.3%,53.5%,1.24,12:40
,James Blake,USA,4,848,86.2%,28.1%,28,6.8%,11,2.7%,61.5%,73.2%,54.7%,66.1%,32,71.9%,41.4%,51,35.3%,53.4%,1.22,8:38
,Rafael Nadal,ESP,3,591,83.0%,32.6%,6,2.2%,10,3.6%,66.7%,71.0%,53.8%,65.2%,22,63.6%,42.3%,35,42.9%,53.1%,1.22,6:42
WC,Nicolas Escude,FRA,3,557,81.4%,22.7%,39,14.9%,6,2.3%,64.5%,76.3%,48.4%,66.4%,20,60.0%,41.0%,28,35.7%,53.0%,1.22,6:02
21,Mardy Fish,USA,1,230,100.0%,0.0%,12,11.1%,5,4.6%,63.0%,85.3%,62.5%,76.9%,2,100.0%,27.9%,4,0.0%,50.9%,1.20,2:25
32,Robby Ginepri,USA,4,723,86.9%,28.3%,40,11.4%,15,4.3%,62.1%,74.3%,57.1%,67.8%,20,60.0%,37.9%,43,39.5%,52.4%,1.18,6:53
14,Jiri Novak,CZE,3,736,80.7%,32.1%,16,4.3%,8,2.1%,64.8%,72.0%,47.7%,63.5%,28,60.7%,43.2%,37,48.6%,53.5%,1.18,6:58
,Sargis Sargsian,ARM,2,486,67.6%,42.1%,9,3.9%,3,1.3%,76.4%,60.1%,58.2%,59.7%,20,40.0%,47.0%,35,45.7%,53.1%,1.17,5:18
16,Sjeng Schalken,NED,4,742,78.0%,34.5%,7,1.9%,11,3.0%,76.6%,69.5%,41.4%,62.9%,30,56.7%,43.2%,47,42.6%,53.1%,1.17,8:14
,Jurgen Melzer,AUT,3,546,87.5%,30.0%,18,6.7%,14,5.2%,57.8%,72.9%,52.2%,64.2%,25,80.0%,41.4%,32,37.5%,52.6%,1.15,5:18
,Hicham Arazi,MAR,5,997,82.9%,32.0%,25,4.9%,11,2.2%,59.1%,73.3%,52.9%,65.0%,49,73.5%,40.1%,45,53.3%,52.8%,1.14,10:45
13,Paradorn Srichaphan,THA,4,605,90.0%,24.5%,28,9.0%,12,3.9%,61.4%,75.9%,55.0%,67.8%,23,78.3%,36.4%,28,42.9%,52.6%,1.13,6:02
10,Mark Philippoussis,AUS,4,833,84.1%,21.0%,53,12.8%,14,3.4%,59.6%,78.5%,48.5%,66.3%,26,61.5%,38.1%,43,30.2%,52.1%,1.13,9:00
15,Lleyton Hewitt,AUS,4,751,78.9%,28.3%,21,5.7%,13,3.5%,59.1%,68.3%,56.3%,63.4%,29,58.6%,41.1%,39,43.6%,52.1%,1.12,8:34
,Jarkko Nieminen,FIN,2,511,85.0%,26.3%,5,1.9%,7,2.6%,64.8%,71.7%,55.3%,65.9%,27,77.8%,37.7%,27,37.0%,52.4%,1.11,5:31
,Joachim Johansson,SWE,3,654,88.7%,13.2%,46,14.5%,22,6.9%,67.8%,77.2%,54.9%,70.0%,16,62.5%,32.9%,19,36.8%,50.9%,1.10,6:22
,Fabrice Santoro,FRA,2,501,84.6%,15.4%,26,10.7%,5,2.1%,62.0%,73.3%,55.4%,66.5%,24,75.0%,36.3%,22,27.3%,50.9%,1.08,5:26
22,Agustin Calleri,ARG,2,531,72.1%,34.1%,29,10.1%,14,4.9%,54.4%,71.8%,45.8%,59.9%,32,62.5%,43.4%,26,53.8%,52.4%,1.08,5:43
26,Albert Costa,ESP,3,785,80.3%,24.6%,26,6.9%,12,3.2%,59.9%,73.5%,49.7%,63.9%,21,42.9%,38.5%,42,35.7%,50.7%,1.07,9:03
,Andrei Pavel,ROU,4,1080,86.1%,19.0%,50,9.3%,9,1.7%,65.9%,70.2%,53.3%,64.4%,37,70.3%,38.0%,38,39.5%,51.2%,1.07,11:02
,Karol Beck,SVK,2,487,70.3%,31.6%,24,10.3%,13,5.6%,50.9%,79.0%,38.3%,59.0%,24,54.2%,43.5%,24,50.0%,50.9%,1.06,4:50
,Cyril Saulnier,FRA,2,342,77.8%,22.2%,12,7.1%,7,4.2%,53.6%,73.3%,53.8%,64.3%,15,60.0%,37.9%,15,40.0%,50.9%,1.06,3:38
,Alberto Martin,ESP,2,525,85.0%,11.9%,6,2.5%,11,4.5%,66.0%,73.3%,57.8%,68.0%,11,45.5%,33.8%,24,20.8%,49.7%,1.06,5:03
,Juan Ignacio Chela,ARG,2,575,73.3%,33.3%,5,1.7%,6,2.1%,64.1%,65.1%,49.0%,59.3%,31,61.3%,42.8%,24,62.5%,51.1%,1.05,5:53
,Alex Corretja,ESP,2,554,81.4%,18.6%,6,2.2%,11,4.0%,63.0%,69.8%,54.5%,64.1%,23,65.2%,37.7%,24,33.3%,50.7%,1.05,6:33
,Todd Martin,USA,3,876,87.0%,9.0%,47,10.7%,20,4.6%,63.7%,76.0%,56.6%,68.9%,19,52.6%,32.2%,16,37.5%,50.6%,1.04,9:30
19,Gustavo Kuerten,BRA,3,715,72.1%,33.3%,34,9.1%,11,2.9%,57.2%,72.9%,46.9%,61.8%,35,51.4%,39.6%,28,71.4%,51.2%,1.04,8:06
Q,Jeff Morrison,USA,2,336,77.8%,21.4%,25,14.8%,3,1.8%,56.8%,74.0%,49.3%,63.3%,14,57.1%,37.7%,12,50.0%,50.6%,1.03,3:01
31,Wayne Ferreira,RSA,3,668,80.8%,18.9%,16,5.0%,2,0.6%,64.9%,65.1%,58.4%,62.7%,17,41.2%,38.2%,35,28.6%,50.0%,1.02,6:27
,Thierry Ascione,FRA,2,462,77.1%,23.5%,14,5.9%,10,4.2%,63.3%,66.7%,56.3%,62.9%,25,68.0%,37.8%,25,32.0%,50.6%,1.02,4:47
,Ivan Ljubicic,CRO,2,552,76.2%,20.9%,22,8.3%,6,2.3%,58.1%,68.2%,56.8%,63.4%,18,44.4%,37.3%,23,39.1%,49.8%,1.02,6:01
,Marat Safin,RUS,7,1931,85.3%,18.0%,126,12.9%,17,1.7%,54.9%,75.5%,53.4%,65.5%,72,69.4%,34.8%,66,40.9%,50.3%,1.01,20:58
,Guillermo Canas,ARG,4,1039,75.3%,25.9%,23,4.5%,23,4.5%,64.5%,67.9%,49.5%,61.3%,48,58.3%,38.7%,45,46.7%,49.9%,1.00,11:32
LL,Jan Vacek,CZE,2,423,81.8%,18.2%,11,5.3%,4,1.9%,60.2%,66.9%,57.3%,63.1%,16,62.5%,36.9%,16,37.5%,49.6%,1.00,4:05
WC,Wayne Arthurs,AUS,2,696,87.5%,14.3%,62,18.0%,19,5.5%,57.7%,79.4%,52.1%,67.8%,16,56.3%,32.2%,20,40.0%,49.9%,1.00,7:27
,Karol Kucera,SVK,2,370,66.7%,35.7%,12,6.3%,20,10.4%,56.3%,65.7%,45.2%,56.8%,17,41.2%,42.7%,16,62.5%,50.0%,0.99,4:20
,David Sanchez,ESP,2,588,80.0%,20.0%,4,1.4%,4,1.4%,67.5%,67.3%,53.1%,62.7%,27,66.7%,36.5%,25,36.0%,49.7%,0.98,6:02
,Wesley Moodie,RSA,1,346,76.9%,18.5%,15,8.8%,6,3.5%,69.4%,71.2%,48.1%,64.1%,18,66.7%,35.2%,14,35.7%,49.4%,0.98,3:44
WC,Todd Reid,AUS,3,603,66.0%,34.7%,14,4.5%,7,2.3%,70.1%,64.7%,40.9%,57.6%,35,51.4%,41.8%,26,65.4%,49.9%,0.98,6:10
,David Ferrer,ESP,2,415,62.5%,34.4%,4,1.8%,14,6.4%,58.9%,63.6%,45.6%,56.2%,28,57.1%,42.3%,18,61.1%,49.6%,0.97,4:27
Q,Tomas Berdych,CZE,2,414,68.8%,22.6%,30,14.8%,12,5.9%,57.1%,70.7%,43.7%,59.1%,20,50.0%,39.8%,24,29.2%,49.3%,0.97,4:08
,Galo Blanco,ESP,2,236,75.0%,11.8%,5,4.9%,6,5.9%,57.8%,71.2%,44.2%,59.8%,9,55.6%,38.8%,15,13.3%,47.9%,0.97,2:12
29,Vincent Spadea,USA,1,281,81.0%,14.3%,10,7.0%,1,0.7%,61.5%,65.9%,60.0%,63.6%,10,60.0%,34.8%,6,50.0%,49.5%,0.96,2:43
,Nikolay Davydenko,RUS,2,603,79.5%,22.7%,14,4.5%,8,2.6%,71.3%,66.5%,48.3%,61.3%,34,73.5%,37.2%,29,34.5%,49.6%,0.96,6:33
,Bohdan Ulihrach,CZE,2,381,72.4%,23.3%,5,2.8%,10,5.6%,59.8%,72.0%,45.8%,61.5%,18,55.6%,36.6%,24,29.2%,48.3%,0.95,3:32
,Igor Andreev,RUS,1,283,70.8%,17.4%,6,4.1%,9,6.2%,50.7%,71.6%,50.0%,61.0%,16,56.3%,37.2%,5,80.0%,49.5%,0.95,3:01
,Antony Dupuis,FRA,1,323,88.5%,14.8%,26,16.0%,8,4.9%,59.9%,80.4%,49.2%,67.9%,6,50.0%,30.4%,7,57.1%,49.2%,0.95,3:20
27,Taylor Dent,USA,3,591,61.7%,32.6%,21,7.1%,34,11.5%,53.2%,63.1%,46.4%,55.3%,30,40.0%,42.6%,31,48.4%,48.9%,0.95,5:59
Q,Jeff Salzenstein,USA,1,297,88.0%,12.0%,16,11.0%,8,5.5%,62.8%,80.2%,51.9%,69.7%,7,57.1%,28.9%,12,25.0%,48.8%,0.95,3:07
6,Rainer Schuettler,GER,1,313,80.0%,15.4%,12,7.5%,4,2.5%,63.4%,70.6%,52.5%,64.0%,15,66.7%,34.2%,8,50.0%,49.5%,0.95,3:12
,Mario Ancic,CRO,3,829,81.5%,18.5%,33,8.0%,10,2.4%,58.5%,70.4%,54.1%,63.7%,28,57.1%,34.4%,33,36.4%,48.9%,0.95,9:31
,Filippo Volandri,ITA,2,479,75.0%,27.8%,6,2.4%,10,4.1%,59.2%,62.8%,56.0%,60.0%,21,57.1%,38.0%,21,47.6%,49.3%,0.95,5:06
30,Arnaud Clement,FRA,1,319,69.6%,12.5%,8,5.4%,5,3.4%,51.7%,70.1%,50.0%,60.4%,20,65.0%,37.1%,19,15.8%,48.0%,0.94,3:37
,Thomas Enqvist,SWE,3,703,74.1%,20.8%,23,6.6%,25,7.2%,54.2%,72.5%,45.6%,60.2%,26,46.2%,37.3%,30,36.7%,48.6%,0.94,7:01
,Nicolas Kiefer,GER,1,263,68.4%,15.8%,10,7.6%,11,8.3%,55.3%,71.2%,47.5%,60.6%,16,62.5%,36.6%,11,27.3%,48.7%,0.93,2:48
Q,Olivier Patience,FRA,3,717,75.0%,25.0%,18,5.0%,7,1.9%,63.6%,67.1%,47.0%,59.8%,27,48.1%,37.6%,32,43.8%,48.8%,0.93,7:12
Q,Glenn Weiner,USA,2,470,79.5%,10.3%,53,22.8%,14,6.0%,56.9%,77.3%,51.0%,65.9%,19,57.9%,31.5%,12,33.3%,48.5%,0.93,4:52
,Irakli Labadze,GEO,1,226,72.2%,15.8%,2,1.8%,10,9.2%,69.7%,68.4%,39.4%,59.6%,6,16.7%,36.8%,9,33.3%,47.8%,0.91,2:23
,Robin Soderling,SWE,2,509,83.3%,12.5%,19,7.4%,9,3.5%,61.6%,71.7%,51.5%,64.0%,16,56.3%,32.7%,17,29.4%,48.5%,0.91,5:14
WC,Chris Guccione,AUS,2,347,82.8%,14.3%,22,12.0%,7,3.8%,57.1%,79.0%,48.1%,65.8%,13,61.5%,30.7%,14,28.6%,49.3%,0.90,2:58
Q,Florian Mayer,GER,2,351,69.2%,18.5%,7,3.9%,3,1.7%,61.8%,60.9%,57.4%,59.6%,19,57.9%,36.4%,13,38.5%,48.1%,0.90,3:04
,Radek Stepanek,CZE,2,504,74.4%,22.0%,20,8.1%,8,3.2%,60.9%,73.5%,43.3%,61.7%,22,54.5%,34.0%,21,42.9%,47.6%,0.89,5:22
,Ivo Karlovic,CRO,2,484,100.0%,0.0%,54,22.0%,13,5.3%,64.9%,83.0%,50.0%,71.4%,7,100.0%,25.5%,5,0.0%,48.8%,0.89,5:10
Q,Roko Karanusic,CRO,1,331,85.2%,3.7%,10,6.0%,3,1.8%,64.7%,74.1%,61.0%,69.5%,12,66.7%,26.8%,3,33.3%,48.3%,0.88,3:09
,Gaston Gaudio,ARG,2,359,63.0%,25.9%,4,2.3%,14,8.0%,61.4%,63.9%,42.6%,55.7%,24,58.3%,38.8%,19,36.8%,47.1%,0.88,3:55
17,Martin Verkerk,NED,1,207,83.3%,11.1%,25,24.0%,9,8.7%,55.8%,82.8%,43.5%,65.4%,7,57.1%,30.1%,6,33.3%,47.8%,0.87,2:20
,Jan Michael Gambill,USA,2,278,78.3%,14.3%,26,17.2%,2,1.3%,58.9%,71.9%,46.8%,61.6%,14,64.3%,33.1%,11,27.3%,48.6%,0.86,3:03
,Davide Sanguinetti,ITA,1,306,70.8%,13.0%,6,3.7%,4,2.5%,59.5%,64.9%,57.6%,62.0%,16,56.3%,32.9%,10,30.0%,48.4%,0.86,3:10
,Raemon Sluiter,NED,1,287,84.0%,8.0%,8,5.3%,6,4.0%,58.0%,77.0%,57.1%,68.7%,8,50.0%,27.0%,2,100.0%,48.8%,0.86,3:01
,John Van Lottum,NED,1,274,56.5%,29.2%,5,4.1%,6,4.9%,57.4%,62.9%,42.3%,54.1%,12,16.7%,39.5%,17,41.2%,46.0%,0.86,3:15
,Thomas Johansson,SWE,1,221,81.3%,6.3%,12,10.9%,6,5.5%,60.9%,76.1%,46.5%,64.5%,8,62.5%,29.7%,3,33.3%,47.1%,0.84,2:23
,Dmitry Tursunov,RUS,1,283,81.0%,9.5%,7,4.6%,7,4.6%,54.3%,65.9%,56.5%,61.6%,15,73.3%,31.8%,5,40.0%,47.7%,0.83,2:58
20,Tommy Robredo,ESP,1,215,64.3%,13.3%,6,5.7%,7,6.6%,50.9%,61.1%,51.9%,56.6%,12,58.3%,35.8%,10,20.0%,46.0%,0.82,2:28
,Greg Rusedski,GBR,1,162,57.1%,20.0%,8,10.3%,5,6.4%,57.7%,68.9%,39.4%,56.4%,11,45.5%,35.7%,7,42.9%,45.7%,0.82,1:48
,Stefan Koubek,AUT,1,209,52.9%,29.4%,3,2.8%,2,1.9%,71.0%,55.3%,35.5%,49.5%,13,38.5%,41.2%,9,55.6%,45.5%,0.82,2:01
,Brian Vahaly,USA,1,236,72.2%,11.1%,1,0.8%,9,7.6%,58.8%,67.1%,49.0%,59.7%,11,54.5%,32.5%,8,25.0%,46.2%,0.81,2:26
,Nicolas Mahut,FRA,1,270,63.2%,20.0%,10,7.3%,14,10.2%,45.3%,64.5%,45.3%,54.0%,21,66.7%,36.8%,12,33.3%,45.6%,0.80,2:46
WC,Alun Jones,AUS,1,200,71.4%,6.7%,5,5.3%,4,4.2%,58.9%,69.6%,46.2%,60.0%,14,71.4%,31.4%,5,20.0%,45.0%,0.79,1:47
,Victor Hanescu,ROU,1,257,75.0%,11.1%,5,3.5%,5,3.5%,72.7%,60.6%,51.3%,58.0%,20,75.0%,33.3%,3,66.7%,47.1%,0.79,2:25
24,Max Mirnyi,BLR,1,297,85.0%,0.0%,16,10.2%,8,5.1%,57.3%,71.1%,49.3%,61.8%,13,76.9%,29.3%,5,0.0%,46.5%,0.77,3:07
,Olivier Mutis,FRA,1,201,58.8%,22.2%,5,4.8%,5,4.8%,57.7%,68.3%,45.5%,58.7%,14,50.0%,32.0%,9,44.4%,45.8%,0.77,2:08
5,Guillermo Coria,ARG,1,213,73.3%,6.7%,6,5.7%,1,1.0%,67.6%,63.4%,50.0%,59.0%,11,63.6%,31.5%,10,10.0%,45.1%,0.77,2:18
,Xavier Malisse,BEL,1,170,61.5%,7.1%,1,1.2%,5,6.2%,48.1%,71.8%,42.9%,56.8%,7,28.6%,32.6%,2,50.0%,44.1%,0.75,1:57
,Lars Burgsmuller,GER,1,239,58.8%,17.6%,10,7.4%,10,7.4%,59.6%,63.0%,41.8%,54.4%,21,66.7%,34.0%,9,33.3%,45.6%,0.75,2:19
Q,Gilles Muller,LUX,1,177,57.1%,14.3%,4,4.8%,8,9.6%,50.6%,69.0%,39.0%,54.2%,8,25.0%,34.0%,7,28.6%,43.5%,0.74,1:43
12,Nicolas Massu,CHI,1,243,52.9%,15.8%,5,4.3%,10,8.6%,59.5%,62.3%,38.3%,52.6%,14,42.9%,34.6%,18,16.7%,43.2%,0.73,2:52
,Ruben Ramirez Hidalgo,ESP,1,223,77.8%,5.6%,4,3.3%,6,5.0%,53.7%,75.4%,41.1%,59.5%,11,63.6%,29.4%,5,20.0%,45.7%,0.73,2:15
LL,Ivan Miranda,PER,1,171,61.5%,7.1%,2,2.3%,1,1.1%,63.2%,63.6%,40.6%,55.2%,11,54.5%,32.1%,8,12.5%,43.9%,0.72,1:36
28,Feliciano Lopez,ESP,1,322,88.0%,8.3%,27,14.6%,17,9.2%,55.7%,73.8%,48.8%,62.7%,20,85.0%,27.0%,3,66.7%,47.5%,0.72,3:02
