Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
,Philipp Kohlschreiber,GER,2,180,92.9%,46.2%,6,7.1%,0,0.0%,62.4%,81.1%,53.1%,70.6%,5,80.0%,46.3%,15,40.0%,57.8%,1.57,1:56
2,Novak Djokovic,SRB,7,1395,89.6%,29.6%,79,12.3%,18,2.8%,68.3%,80.6%,55.2%,72.5%,30,60.0%,42.3%,73,43.8%,56.2%,1.54,16:28
1,Rafael Nadal,ESP,5,1046,91.6%,27.2%,45,9.1%,13,2.6%,66.3%,78.0%,61.4%,72.4%,16,56.3%,40.5%,66,33.3%,55.5%,1.47,13:58
7,Alexander Zverev,GER,6,1225,87.9%,27.3%,72,12.7%,14,2.5%,79.2%,76.7%,50.8%,71.3%,33,63.6%,39.0%,70,38.6%,54.0%,1.36,14:16
32,Milos Raonic,CAN,5,896,97.3%,20.5%,100,22.1%,19,4.2%,63.8%,82.4%,55.5%,72.6%,23,91.3%,35.9%,34,44.1%,54.5%,1.31,10:42
29,Taylor Fritz,USA,3,713,88.1%,17.2%,57,17.4%,9,2.8%,65.7%,80.0%,58.9%,72.8%,14,50.0%,35.5%,29,34.5%,52.6%,1.30,7:37
4,Daniil Medvedev,RUS,4,855,85.7%,33.8%,57,13.5%,19,4.5%,59.6%,73.0%,56.1%,66.2%,27,63.0%,41.9%,42,54.8%,53.9%,1.24,9:57
,Marin Cilic,CRO,4,950,88.5%,23.4%,55,11.9%,12,2.6%,64.2%,78.7%,55.8%,70.5%,31,71.0%,36.4%,42,42.9%,52.9%,1.23,11:48
9,Roberto Bautista Agut,ESP,3,716,84.2%,24.6%,14,4.1%,4,1.2%,70.9%,71.7%,57.0%,67.4%,26,65.4%,39.2%,37,37.8%,52.8%,1.21,9:04
8,Matteo Berrettini,ITA,2,461,94.9%,21.1%,27,11.6%,8,3.4%,59.9%,82.7%,57.0%,72.4%,7,71.4%,33.2%,20,40.0%,52.9%,1.20,5:17
6,Stefanos Tsitsipas,GRE,3,340,93.1%,21.4%,17,10.2%,5,3.0%,63.5%,80.2%,54.1%,70.7%,6,66.7%,35.3%,13,46.2%,52.6%,1.20,4:13
5,Dominic Thiem,AUT,7,1781,87.2%,23.7%,70,7.9%,26,2.9%,64.2%,77.3%,50.8%,67.8%,56,67.9%,38.3%,86,38.4%,53.1%,1.19,22:14
