Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,2,(2)Novak Djokovic[SRB] [yr|ev],d.,5,(5)Dominic Thiem[AUT] [yr|ev],6-4 4-6 2-6 6-3 6-4,1.20,6.7%,64.9%,75.9%,51.1%,7/12,7.6%,63.5%,69.4%,45.2%,7/12,3:59,1
SF,5,(5)Dominic Thiem[AUT] [yr|ev],d.,7,(7)Alexander Zverev[GER] [yr|ev],3-6 6-4 7-6(3) 7-6(4),1.00,6.9%,66.7%,77.1%,39.6%,9/14,12.6%,81.1%,68.0%,50.0%,5/9,3:42,3
SF,2,(2)Novak Djokovic[SRB] [yr|ev],d.,3,(3)Roger Federer[SUI] [yr|ev],7-6(1) 6-4 6-3,1.31,10.8%,72.5%,73.0%,53.6%,5/7,14.4%,65.4%,66.2%,41.7%,7/11,2:18,1
QF,5,(5)Dominic Thiem[AUT] [yr|ev],d.,1,(1)Rafael Nadal[ESP] [yr|ev],7-6(3) 7-6(4) 4-6 7-6(6),1.08,10.0%,59.3%,78.3%,49.1%,5/9,7.3%,69.5%,68.6%,52.2%,5/8,4:10,3
QF,7,(7)Alexander Zverev[GER] [yr|ev],d.,15,(15)Stan Wawrinka[SUI] [yr|ev],1-6 6-3 6-4 6-2,1.22,14.0%,79.6%,75.7%,42.1%,3/6,3.8%,56.2%,69.5%,52.2%,8/13,2:19,2
QF,3,(3)Roger Federer[SUI] [yr|ev],d.,100,Tennys Sandgren[USA] [yr|ev],6-3 2-6 2-6 7-6(8) 6-3,0.93,2.9%,65.5%,71.4%,52.5%,10/14,18.0%,64.7%,79.4%,45.3%,11/13,3:31,1
QF,2,(2)Novak Djokovic[SRB] [yr|ev],d.,35,(32)Milos Raonic[CAN] [yr|ev],6-4 6-3 7-6(1),1.52,4.0%,69.3%,85.7%,48.4%,2/2,14.1%,63.3%,71.6%,42.6%,14/16,2:49,1
R16,1,(1)Rafael Nadal[ESP] [yr|ev],d.,26,(23)Nick Kyrgios[AUS] [yr|ev],6-3 3-6 7-6(6) 7-6(4),1.59,10.0%,65.0%,84.6%,64.3%,1/3,16.6%,74.8%,73.5%,36.8%,7/9,3:38,1
R16,5,(5)Dominic Thiem[AUT] [yr|ev],d.,10,(10)Gael Monfils[FRA] [yr|ev],6-2 6-4 6-4,2.28,2.9%,65.7%,84.8%,75.0%,0/0,8.7%,76.0%,60.8%,48.0%,10/14,1:50,3
R16,15,(15)Stan Wawrinka[SUI] [yr|ev],d.,4,(4)Daniil Medvedev[RUS] [yr|ev],6-2 2-6 4-6 7-6(2) 6-2,1.12,13.0%,68.8%,75.8%,51.2%,5/8,13.3%,68.5%,68.4%,55.6%,7/11,3:25,3
R16,7,(7)Alexander Zverev[GER] [yr|ev],d.,16,(17)Andrey Rublev[RUS] [yr|ev],6-4 6-4 6-4,1.93,15.3%,75.0%,90.7%,61.1%,0/0,6.2%,65.4%,77.4%,50.0%,4/7,1:37,2
R16,100,Tennys Sandgren[USA] [yr|ev],d.,12,(12)Fabio Fognini[ITA] [yr|ev],7-6(5) 7-5 6-7(2) 6-4,1.05,14.9%,67.4%,72.6%,52.2%,5/8,6.1%,50.8%,77.6%,50.8%,0/5,3:27,41
R16,3,(3)Roger Federer[SUI] [yr|ev],d.,67,Marton Fucsovics[HUN] [yr|ev],4-6 6-1 6-2 6-2,1.36,4.9%,61.2%,76.2%,52.5%,7/9,1.1%,47.2%,57.1%,53.2%,5/12,2:11,1
R16,35,(32)Milos Raonic[CAN] [yr|ev],d.,39,Marin Cilic[CRO] [yr|ev],6-4 6-3 7-5,1.25,37.2%,73.4%,79.7%,56.0%,4/4,6.0%,59.5%,76.0%,52.9%,5/8,2:19,3
R16,2,(2)Novak Djokovic[SRB] [yr|ev],d.,14,(14)Diego Schwartzman[ARG] [yr|ev],6-3 6-4 6-4,1.57,9.3%,64.0%,74.5%,67.7%,2/3,1.1%,56.2%,62.0%,48.7%,4/8,2:06,1
R32,1,(1)Rafael Nadal[ESP] [yr|ev],d.,30,(27)Pablo Carreno Busta[ESP] [yr|ev],6-1 6-2 6-4,2.66,14.5%,62.9%,87.2%,78.3%,0/0,9.5%,65.1%,70.7%,31.8%,5/10,1:38,1
R32,26,(23)Nick Kyrgios[AUS] [yr|ev],d.,17,(16)Karen Khachanov[RUS] [yr|ev],6-2 7-6(5) 6-7(6) 6-7(7) 7-6(8),1.07,17.7%,67.2%,81.6%,52.5%,3/4,11.1%,67.9%,80.6%,47.5%,3/6,4:26,13
