Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Novak Djokovic[SRB] [yr|ev],d.,6,(6)Andy Murray[GBR] [yr|ev],7-6(5) 6-7(4) 6-3 6-0,1.15,6.6%,59.6%,59.3%,61.8%,7/12,8.5%,65.3%,64.9%,34.1%,7/16,3:39,1
SF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,4,(4)Stan Wawrinka[SUI] [yr|ev],7-6(1) 3-6 6-4 4-6 6-0,1.21,3.7%,65.2%,69.3%,59.6%,3/8,6.3%,59.5%,63.8%,51.6%,10/17,3:30,1
SF,6,(6)Andy Murray[GBR] [yr|ev],d.,7,(7)Tomas Berdych[CZE] [yr|ev],6-7(6) 6-0 6-3 7-5,1.24,12.3%,65.4%,75.3%,53.3%,2/3,4.7%,59.1%,66.7%,50.0%,4/10,3:26,1
QF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,8,(8)Milos Raonic[CAN] [yr|ev],7-6(5) 6-4 6-2,2.23,10.3%,69.2%,88.9%,75.0%,0/0,17.2%,67.7%,71.6%,53.1%,8/11,2:00,1
QF,4,(4)Stan Wawrinka[SUI] [yr|ev],d.,5,(5)Kei Nishikori[JPN] [yr|ev],6-3 6-4 7-6(6),1.33,23.1%,61.5%,85.7%,54.3%,3/4,6.4%,61.7%,74.1%,50.0%,8/11,2:04,3
QF,7,(7)Tomas Berdych[CZE] [yr|ev],d.,3,(3)Rafael Nadal[ESP] [yr|ev],6-2 6-0 7-6(5),1.51,12.6%,66.7%,82.8%,44.8%,4/4,3.7%,74.4%,63.9%,28.6%,5/10,2:13,4
QF,6,(6)Andy Murray[GBR] [yr|ev],d.,53,Nick Kyrgios[AUS] [yr|ev],6-3 7-6(5) 6-3,1.66,13.8%,69.0%,80.0%,66.7%,1/2,8.2%,62.7%,65.2%,51.2%,6/9,2:05,1
R16,1,(1)Novak Djokovic[SRB] [yr|ev],d.,42,Gilles Muller[LUX] [yr|ev],6-4 7-5 7-5,1.54,14.1%,70.7%,81.5%,66.7%,4/4,7.6%,61.9%,72.3%,52.5%,8/11,2:08,1
R16,8,(8)Milos Raonic[CAN] [yr|ev],d.,14,(12)Feliciano Lopez[ESP] [yr|ev],6-4 4-6 6-3 6-7(7) 6-3,1.36,20.8%,74.3%,79.4%,59.5%,2/3,12.4%,63.3%,72.9%,51.6%,10/13,3:05,3
R16,4,(4)Stan Wawrinka[SUI] [yr|ev],d.,37,Guillermo Garcia Lopez[ESP] [yr|ev],7-6(2) 6-4 4-6 7-6(8),1.14,11.9%,64.2%,76.7%,50.0%,5/9,3.5%,60.6%,69.8%,51.8%,9/13,3:02,3
R16,5,(5)Kei Nishikori[JPN] [yr|ev],d.,10,(9)David Ferrer[ESP] [yr|ev],6-3 6-3 6-3,1.43,7.3%,56.3%,70.4%,59.5%,5/6,1.9%,64.8%,55.7%,42.1%,11/17,2:07,4
R16,7,(7)Tomas Berdych[CZE] [yr|ev],d.,66,Bernard Tomic[AUS] [yr|ev],6-2 7-6(3) 6-2,1.50,19.3%,52.3%,84.8%,59.5%,1/1,5.7%,65.7%,72.5%,33.3%,9/13,2:01,4
R16,3,(3)Rafael Nadal[ESP] [yr|ev],d.,15,(14)Kevin Anderson[RSA] [yr|ev],7-5 6-1 6-4,1.26,3.4%,67.0%,78.0%,65.5%,6/6,11.0%,72.6%,67.9%,65.0%,2/6,2:06,1
R16,6,(6)Andy Murray[GBR] [yr|ev],d.,11,(10)Grigor Dimitrov[BUL] [yr|ev],6-4 6-7(5) 6-3 7-5,1.22,8.8%,66.9%,76.9%,40.0%,4/8,2.6%,70.6%,67.6%,31.1%,12/19,3:32,1
R16,53,Nick Kyrgios[AUS] [yr|ev],d.,46,Andreas Seppi[ITA] [yr|ev],5-7 4-6 6-3 7-6(5) 8-6,1.00,13.4%,62.0%,75.0%,52.1%,9/12,12.9%,64.6%,73.9%,52.4%,6/9,3:34,13
R32,1,(1)Novak Djokovic[SRB] [yr|ev],d.,33,(31)Fernando Verdasco[ESP] [yr|ev],7-6(8) 6-3 6-4,1.78,12.1%,72.5%,81.8%,68.0%,3/3,13.0%,61.8%,76.3%,36.2%,12/14,2:21,1
R32,42,Gilles Muller[LUX] [yr|ev],d.,21,(19)John Isner[USA] [yr|ev],7-6(4) 7-6(6) 6-4,1.66,23.7%,60.8%,89.8%,73.7%,1/1,26.5%,77.0%,79.3%,50.0%,5/6,2:13,21
R32,14,(12)Feliciano Lopez[ESP] [yr|ev],d.,44,Jerzy Janowicz[POL] [yr|ev],7-6(6) 6-4 7-6(3),1.19,15.4%,52.0%,79.7%,59.3%,10/11,9.6%,63.5%,74.0%,47.6%,6/8,2:33,12
R32,8,(8)Milos Raonic[CAN] [yr|ev],d.,41,Benjamin Becker[GER] [yr|ev],6-4 6-3 6-3,1.63,30.1%,71.2%,82.7%,52.4%,2/3,7.6%,70.7%,61.5%,48.1%,9/14,1:41,3
R32,4,(4)Stan Wawrinka[SUI] [yr|ev],d.,72,Jarkko Nieminen[FIN] [yr|ev],6-4 6-2 6-4,1.61,11.5%,53.8%,90.5%,47.2%,1/3,3.9%,67.0%,55.1%,47.1%,10/16,1:49,3
R32,37,Guillermo Garcia Lopez[ESP] [yr|ev],d.,60,Vasek Pospisil[CAN] [yr|ev],6-2 6-4 6-4,1.31,3.3%,41.3%,71.1%,64.8%,5/6,9.3%,62.7%,68.1%,39.3%,3/8,2:00,23
R32,10,(9)David Ferrer[ESP] [yr|ev],d.,20,(18)Gilles Simon[FRA] [yr|ev],6-2 7-5 5-7 7-6(4),1.10,2.9%,63.8%,62.5%,48.0%,5/12,2.0%,58.5%,58.1%,45.9%,7/16,3:37,3
R32,5,(5)Kei Nishikori[JPN] [yr|ev],d.,38,Steve Johnson[USA] [yr|ev],6-7(7) 6-1 6-2 6-3,1.44,12.5%,65.0%,74.4%,59.5%,6/7,6.6%,59.8%,69.9%,34.7%,3/10,2:29,4
R32,7,(7)Tomas Berdych[CZE] [yr|ev],d.,54,Viktor Troicki[SRB] [yr|ev],6-4 6-3 6-4,2.02,26.0%,57.1%,88.6%,66.7%,0/0,11.0%,72.0%,69.4%,28.6%,9/12,1:51,4
R32,66,Bernard Tomic[AUS] [yr|ev],d.,82,Sam Groth[AUS] [yr|ev],6-4 7-6(8) 6-3,1.41,9.9%,74.7%,82.4%,60.9%,0/0,17.4%,65.2%,81.7%,40.6%,2/4,1:43,17
R32,15,(14)Kevin Anderson[RSA] [yr|ev],d.,28,(24)Richard Gasquet[FRA] [yr|ev],6-4 7-6(3) 7-6(6),1.25,17.0%,68.9%,83.6%,54.5%,5/6,4.8%,56.7%,79.7%,53.3%,0/2,2:24,5
R32,3,(3)Rafael Nadal[ESP] [yr|ev],d.,106,Dudi Sela[ISR] [yr|ev],6-1 6-0 7-5,1.79,5.3%,68.0%,76.5%,62.5%,7/7,2.3%,59.3%,58.8%,37.1%,11/18,2:04,1
R32,6,(6)Andy Murray[GBR] [yr|ev],d.,55,Joao Sousa[POR] [yr|ev],6-1 6-1 7-5,1.81,12.2%,56.8%,81.0%,62.5%,1/2,0.0%,57.3%,54.5%,46.3%,7/14,2:06,1
R32,11,(10)Grigor Dimitrov[BUL] [yr|ev],d.,78,Marcos Baghdatis[CYP] [yr|ev],4-6 6-3 3-6 6-3 6-3,1.10,3.9%,63.2%,74.5%,50.9%,8/10,10.4%,59.7%,65.2%,58.1%,14/18,3:28,3
R32,53,Nick Kyrgios[AUS] [yr|ev],d.,75,Malek Jaziri[TUN] [yr|ev],6-3 7-6(6) 6-1,1.35,26.7%,71.3%,80.6%,48.3%,3/3,6.7%,52.2%,72.3%,48.8%,5/8,1:58,13
R32,46,Andreas Seppi[ITA] [yr|ev],d.,2,(2)Roger Federer[SUI] [yr|ev],6-4 7-6(5) 4-6 7-6(5),0.95,2.6%,57.0%,77.9%,49.2%,7/10,10.9%,59.4%,80.5%,48.2%,2/5,2:57,18
R64,1,(1)Novak Djokovic[SRB] [yr|ev],d.,88,Andrey Kuznetsov[RUS] [yr|ev],6-0 6-1 6-4,2.61,12.3%,61.4%,85.7%,68.2%,0/1,2.5%,48.8%,61.5%,29.3%,6/13,1:24,1
R64,33,(31)Fernando Verdasco[ESP] [yr|ev],d.,92,Go Soeda[JPN] [yr|ev],6-3 6-2 7-6(3),1.42,15.8%,65.3%,79.0%,57.6%,5/6,3.3%,60.9%,69.6%,44.4%,5/9,1:56,7
R64,21,(19)John Isner[USA] [yr|ev],d.,79,Andreas Haider Maurer[AUT] [yr|ev],6-4 7-6(4) 4-6 6-4,2.18,27.0%,69.0%,91.3%,74.2%,1/2,16.4%,64.8%,74.7%,60.0%,3/5,2:22,8
R64,42,Gilles Muller[LUX] [yr|ev],d.,16,(13)Roberto Bautista Agut[ESP] [yr|ev],7-6(5) 1-6 7-5 6-1,0.86,22.3%,63.6%,81.8%,47.7%,6/8,14.0%,64.5%,81.2%,60.5%,3/6,2:33,21
R64,14,(12)Feliciano Lopez[ESP] [yr|ev],d.,36,Adrian Mannarino[FRA] [yr|ev],4-6 4-6 7-6(3) 4-0 RET,1.02,19.6%,52.3%,57.1%,49.0%,10/19,4.7%,63.6%,66.2%,28.2%,10/19,2:38,12
R64,44,Jerzy Janowicz[POL] [yr|ev],d.,19,(17)Gael Monfils[FRA] [yr|ev],6-4 1-6 6-7(3) 6-3 6-3,0.98,9.8%,69.2%,72.7%,40.9%,7/11,13.0%,66.9%,76.7%,37.3%,11/17,3:07,14
R64,41,Benjamin Becker[GER] [yr|ev],d.,87,Lleyton Hewitt[AUS] [yr|ev],2-6 1-6 6-3 6-4 6-2,1.00,13.1%,63.1%,71.4%,46.7%,5/10,11.2%,52.8%,66.7%,57.6%,6/11,3:02,35
R64,8,(8)Milos Raonic[CAN] [yr|ev],d.,56,Donald Young[USA] [yr|ev],6-4 7-6(3) 6-3,2.10,20.7%,68.3%,89.3%,76.9%,0/0,4.4%,70.3%,79.7%,44.4%,2/4,1:42,3
R64,4,(4)Stan Wawrinka[SUI] [yr|ev],d.,194,(Q)Marius Copil[ROU] [yr|ev],7-6(4) 7-6(4) 6-3,0.99,2.7%,74.1%,73.5%,58.6%,5/6,16.0%,56.0%,73.2%,65.9%,5/7,2:16,3
R64,72,Jarkko Nieminen[FIN] [yr|ev],d.,142,(Q)Matthias Bachinger[GER] [yr|ev],7-6(4) 7-5 7-5,1.17,4.2%,74.2%,70.8%,51.6%,10/13,10.0%,62.5%,72.0%,40.0%,11/16,2:20,13
R64,60,Vasek Pospisil[CAN] [yr|ev],d.,64,Paolo Lorenzi[ITA] [yr|ev],6-7(3) 7-6(4) 6-3 6-4,1.01,13.8%,52.5%,77.4%,53.9%,4/6,8.1%,54.1%,78.1%,51.6%,6/10,3:35,25
R64,37,Guillermo Garcia Lopez[ESP] [yr|ev],d.,107,Alejandro Gonzalez[COL] [yr|ev],6-1 6-3 6-3,1.66,8.4%,53.0%,75.0%,59.0%,3/4,6.6%,56.6%,60.5%,27.3%,4/10,1:53,23
R64,10,(9)David Ferrer[ESP] [yr|ev],d.,71,Sergiy Stakhovsky[UKR] [yr|ev],5-7 6-3 6-4 6-2,1.46,1.9%,71.2%,75.7%,66.7%,3/5,11.1%,65.8%,64.9%,52.5%,8/13,2:15,3
R64,20,(18)Gilles Simon[FRA] [yr|ev],d.,58,Marcel Granollers[ESP] [yr|ev],7-6(5) 6-2 6-4,1.36,5.7%,67.8%,83.1%,46.4%,0/2,6.3%,56.8%,66.7%,53.7%,5/10,2:16,6
R64,38,Steve Johnson[USA] [yr|ev],d.,32,(30)Santiago Giraldo[COL] [yr|ev],6-3 6-4 6-2,1.24,15.6%,49.5%,83.3%,43.6%,8/9,3.3%,65.6%,62.7%,38.7%,6/11,1:58,21
R64,5,(5)Kei Nishikori[JPN] [yr|ev],d.,86,Ivan Dodig[CRO] [yr|ev],4-6 7-5 6-2 7-6(0),1.25,5.7%,64.8%,75.9%,55.8%,2/5,12.9%,62.9%,78.1%,32.6%,2/7,2:47,4
R64,7,(7)Tomas Berdych[CZE] [yr|ev],d.,108,(Q)Jurgen Melzer[AUT] [yr|ev],7-6(0) 6-2 6-2,1.44,10.7%,54.8%,82.6%,47.4%,3/5,5.2%,61.5%,57.6%,43.2%,4/10,2:03,4
R64,54,Viktor Troicki[SRB] [yr|ev],d.,26,(26)Leonardo Mayer[ARG] [yr|ev],6-4 4-6 6-4 6-0,1.23,9.8%,68.8%,81.8%,34.3%,6/8,5.4%,61.3%,58.8%,60.5%,8/14,2:28,12
R64,66,Bernard Tomic[AUS] [yr|ev],d.,24,(22)Philipp Kohlschreiber[GER] [yr|ev],6-7(5) 6-4 7-6(6) 7-6(5),0.94,14.5%,77.0%,78.0%,47.4%,5/6,12.7%,69.3%,76.0%,65.2%,6/8,3:05,17
R64,82,Sam Groth[AUS] [yr|ev],d.,147,(WC)Thanasi Kokkinakis[AUS] [yr|ev],3-6 6-3 7-5 3-6 6-1,1.20,20.5%,66.9%,77.6%,61.9%,2/4,11.3%,62.9%,80.8%,43.5%,4/8,2:53,N/A
R64,15,(14)Kevin Anderson[RSA] [yr|ev],d.,85,Ricardas Berankis[LTU] [yr|ev],6-2 6-2 7-6(3),2.37,18.7%,68.0%,82.4%,79.2%,0/0,4.2%,49.5%,66.0%,45.8%,3/7,1:47,5
R64,28,(24)Richard Gasquet[FRA] [yr|ev],d.,120,(WC)James Duckworth[AUS] [yr|ev],6-2 6-3 7-5,1.60,26.4%,66.7%,81.0%,62.1%,3/3,13.2%,66.0%,67.1%,44.4%,12/16,1:56,7
R64,106,Dudi Sela[ISR] [yr|ev],d.,30,(28)Lukas Rosol[CZE] [yr|ev],7-6(2) 5-7 7-5 6-3,1.09,8.4%,60.8%,70.1%,58.9%,9/12,12.4%,54.0%,77.0%,46.0%,10/15,2:58,29
R64,3,(3)Rafael Nadal[ESP] [yr|ev],d.,112,(Q)Tim Smyczek[USA] [yr|ev],6-2 3-6 6-7(2) 6-3 7-5,1.06,1.9%,63.6%,69.4%,51.8%,2/7,9.6%,65.4%,64.7%,53.7%,9/16,4:12,1
R64,6,(6)Andy Murray[GBR] [yr|ev],d.,81,Marinko Matosevic[AUS] [yr|ev],6-1 6-3 6-2,2.04,7.9%,61.9%,84.6%,58.3%,1/2,3.6%,51.8%,60.5%,35.0%,7/14,1:42,1
R64,55,Joao Sousa[POR] [yr|ev],d.,34,(32)Martin Klizan[SVK] [yr|ev],4-6 7-6(4) 6-4 1-0 RET,1.18,8.2%,69.4%,72.1%,53.3%,7/10,8.6%,55.5%,69.0%,49.1%,13/17,2:31,28
R64,78,Marcos Baghdatis[CYP] [yr|ev],d.,22,(20)David Goffin[BEL] [yr|ev],6-1 6-4 4-6 6-0,1.41,12.3%,57.7%,72.0%,43.6%,5/9,5.1%,47.5%,57.4%,30.8%,7/16,2:32,8
R64,11,(10)Grigor Dimitrov[BUL] [yr|ev],d.,99,Lukas Lacko[SVK] [yr|ev],6-3 6-7(10) 6-3 6-3,1.57,11.9%,55.9%,86.4%,53.8%,4/7,5.4%,62.2%,59.8%,50.0%,13/20,2:49,3
R64,75,Malek Jaziri[TUN] [yr|ev],d.,119,Edouard Roger-Vasselin[FRA] [yr|ev],1-6 6-3 6-4 1-6 6-3,0.82,7.1%,50.4%,71.8%,50.0%,12/17,14.3%,71.4%,76.5%,47.1%,6/10,2:56,42
R64,53,Nick Kyrgios[AUS] [yr|ev],d.,27,(23)Ivo Karlovic[CRO] [yr|ev],7-6(4) 6-4 5-7 6-4,0.85,20.2%,64.7%,77.9%,73.8%,1/2,35.5%,67.3%,87.8%,63.9%,4/6,2:20,13
R64,46,Andreas Seppi[ITA] [yr|ev],d.,31,(29)Jeremy Chardy[FRA] [yr|ev],7-5 3-6 6-2 6-1,1.39,6.9%,64.7%,76.0%,53.7%,4/6,13.2%,58.9%,73.7%,30.2%,9/15,2:32,18
R64,2,(2)Roger Federer[SUI] [yr|ev],d.,48,Simone Bolelli[ITA] [yr|ev],3-6 6-3 6-2 6-2,1.73,17.4%,69.6%,78.1%,71.4%,0/1,7.3%,52.3%,63.2%,53.8%,6/11,2:09,1
R128,1,(1)Novak Djokovic[SRB] [yr|ev],d.,116,(Q)Aljaz Bedene[SLO] [yr|ev],6-3 6-2 6-4,1.82,10.1%,65.8%,84.6%,63.0%,3/3,13.5%,59.6%,66.0%,47.2%,4/8,1:49,1
R128,88,Andrey Kuznetsov[RUS] [yr|ev],d.,61,Albert Ramos[ESP] [yr|ev],6-1 3-6 6-3 7-6(3),1.14,6.3%,62.5%,73.8%,58.3%,6/8,0.9%,72.9%,70.5%,44.8%,3/7,2:32,39
R128,92,Go Soeda[JPN] [yr|ev],d.,212,(Q)Elias Ymer[SWE] [yr|ev],1-6 6-4 4-6 6-3 6-3,1.05,3.5%,55.6%,67.1%,52.4%,9/14,3.2%,56.1%,70.1%,44.1%,6/12,3:27,47
R128,33,(31)Fernando Verdasco[ESP] [yr|ev],d.,103,James Ward[GBR] [yr|ev],2-6 6-0 7-6(6) 6-3,1.22,10.6%,66.7%,76.8%,36.6%,6/9,5.0%,62.0%,65.3%,39.1%,8/14,2:42,7
R128,21,(19)John Isner[USA] [yr|ev],d.,118,(Q)Jimmy Wang[TPE] [yr|ev],7-6(5) 6-4 6-4,1.78,34.5%,67.8%,89.8%,64.3%,1/1,4.5%,60.9%,68.7%,65.1%,5/7,2:07,8
R128,79,Andreas Haider Maurer[AUT] [yr|ev],d.,259,(Q)Laurent Lokoli[FRA] [yr|ev],6-4 7-5 4-6 6-3,1.26,5.8%,50.8%,78.7%,55.9%,5/8,5.1%,69.3%,66.3%,42.9%,6/12,2:41,47
R128,42,Gilles Muller[LUX] [yr|ev],d.,52,Pablo Carreno Busta[ESP] [yr|ev],6-4 7-6(5) 7-6(3),1.25,25.7%,61.9%,88.6%,48.8%,9/9,5.8%,70.2%,74.1%,50.0%,7/8,2:23,21
