Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
R128,7,(5)Robin Soderling[SWE] [yr|ev],d.,171,(WC)Laurent Recouderc[FRA] [yr|ev],6-0 6-2 6-3,3.80,15.8%,59.6%,88.2%,82.6%,1/1,4.0%,54.7%,48.8%,44.1%,5/11,1:34,4
R128,4,(4)Andy Murray[GBR] [yr|ev],d.,45,Richard Gasquet[FRA] [yr|ev],4-6 6-7(5) 6-4 6-2 6-1,1.17,10.3%,46.7%,72.7%,55.7%,9/12,8.2%,54.4%,66.3%,47.2%,9/16,4:04,1
R128,54,Juan Ignacio Chela[ARG] [yr|ev],d.,116,(WC)Ryan Sweeting[USA] [yr|ev],6-0 6-4 7-6(4),1.57,2.3%,52.9%,80.4%,56.1%,6/8,1.8%,78.9%,54.7%,39.1%,10/16,2:22,15
R128,87,Marcel Granollers[ESP] [yr|ev],d.,59,Paul Henri Mathieu[FRA] [yr|ev],3-6 6-3 3-0 RET,1.11,8.5%,57.6%,61.8%,44.0%,3/7,1.2%,56.8%,58.7%,37.1%,11/17,1:54,19
R128,30,(25)Marcos Baghdatis[CYP] [yr|ev],d.,183,(Q)Jesse Witten[USA] [yr|ev],6-3 6-4 6-3,1.50,9.5%,50.0%,76.2%,59.5%,3/5,1.2%,49.4%,51.2%,52.4%,3/9,1:46,8
R128,19,(17)John Isner[USA] [yr|ev],d.,77,Andrey Golubev[KAZ] [yr|ev],6-4 6-3 6-2,2.62,12.1%,78.8%,84.6%,85.7%,0/0,7.2%,54.2%,73.3%,44.7%,5/9,1:30,8
R128,68,Marco Chiudinelli[SUI] [yr|ev],d.,108,(Q)Somdev Devvarman[IND] [yr|ev],6-3 3-6 6-3 3-6 6-3,1.05,4.6%,53.6%,75.6%,53.5%,10/13,9.5%,62.0%,72.9%,48.1%,3/7,3:38,52
R128,124,(WC)Edouard Roger-Vasselin[FRA] [yr|ev],d.,93,Kevin Anderson[RSA] [yr|ev],1-6 4-6 6-3 7-6(4) 6-1,1.08,4.7%,62.7%,73.4%,51.8%,10/15,11.2%,68.7%,70.7%,45.2%,5/10,3:16,N/A
R128,17,(15)Tomas Berdych[CZE] [yr|ev],d.,226,(Q)Jorge Aguilar[CHI] [yr|ev],7-6(7) 6-3 6-1,2.40,20.7%,70.7%,86.2%,70.8%,0/0,1.7%,56.9%,62.1%,48.0%,13/17,2:31,4
R128,14,(11)Mikhail Youzhny[RUS] [yr|ev],d.,94,Michal Przysiezny[POL] [yr|ev],6-1 6-0 6-4,1.95,4.2%,64.8%,80.4%,56.0%,4/5,4.2%,60.6%,53.5%,32.1%,4/11,1:36,8
R128,81,Lukas Lacko[SVK] [yr|ev],d.,151,(Q)Michael Yani[USA] [yr|ev],4-6 7-6(5) 7-6(4) 6-7(5) 12-10,1.09,10.0%,56.7%,79.4%,58.0%,14/15,6.7%,62.3%,73.9%,56.8%,12/13,4:56,44
R128,132,(WC)Carsten Ball[AUS] [yr|ev],d.,39,Philipp Petzschner[GER] [yr|ev],3-6 6-7(4) 6-2 7-5 9-7,1.06,7.6%,63.2%,73.5%,51.5%,6/10,6.5%,53.8%,72.0%,53.5%,12/18,3:46,108
R128,41,Viktor Troicki[SRB] [yr|ev],d.,26,(21)Tommy Robredo[ESP] [yr|ev],6-4 6-4 6-3,1.19,8.1%,60.5%,76.9%,52.9%,3/5,5.3%,57.3%,69.8%,50.0%,4/9,2:10,12
R128,40,(32)Guillermo Garcia Lopez[ESP] [yr|ev],d.,79,Rainer Schuettler[GER] [yr|ev],7-5 6-4 6-2,1.29,4.8%,57.7%,75.0%,59.1%,5/5,0.0%,55.1%,75.9%,38.6%,6/10,2:22,23
R128,50,Thiemo De Bakker[NED] [yr|ev],d.,294,(Q)Olivier Patience[FRA] [yr|ev],6-4 5-7 6-4 6-3,1.51,14.3%,55.4%,80.6%,66.0%,3/4,6.8%,60.1%,70.8%,45.8%,6/10,2:52,40
R128,128,(WC)Josselin Ouanna[FRA] [yr|ev],d.,52,Lukasz Kubot[POL] [yr|ev],7-6(5) 6-7(4) 6-2 6-4,1.21,8.5%,58.8%,82.2%,47.6%,10/12,4.8%,74.5%,68.5%,40.5%,5/10,3:35,88
R128,10,(8)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,88,Daniel Brands[GER] [yr|ev],4-6 6-3 6-2 6-7(2) 7-5,1.12,9.2%,57.5%,78.0%,52.7%,8/11,7.1%,59.6%,69.9%,54.0%,8/14,3:43,5
R128,8,(6)Andy Roddick[USA] [yr|ev],d.,69,Jarkko Nieminen[FIN] [yr|ev],6-2 4-6 4-6 7-6(4) 6-3,1.22,13.7%,64.7%,80.0%,55.1%,4/6,6.8%,65.5%,70.1%,54.9%,7/11,3:19,1
R128,112,Blaz Kavcic[SLO] [yr|ev],d.,49,Eduardo Schwank[ARG] [yr|ev],3-6 6-3 7-5 4-0 RET,1.12,4.4%,68.4%,67.9%,50.0%,8/11,5.4%,69.4%,67.5%,35.3%,5/11,2:54,68
R128,114,(Q)Teymuraz Gabashvili[RUS] [yr|ev],d.,111,Daniel Koellerer[AUT] [yr|ev],6-2 6-2 6-1,1.59,6.8%,56.2%,78.0%,56.3%,2/2,0.0%,61.8%,54.8%,42.3%,4/11,1:33,43
R128,141,(Q)Grega Zemlja[SLO] [yr|ev],d.,25,(26)Juan Monaco[ARG] [yr|ev],7-6(6) 3-6 7-5 6-3,0.95,9.2%,62.7%,76.0%,47.4%,15/17,6.4%,69.6%,72.4%,55.3%,4/7,3:00,43
R128,27,(22)Jurgen Melzer[AUT] [yr|ev],d.,61,Dudi Sela[ISR] [yr|ev],7-5 6-2 6-4,1.89,11.3%,58.8%,78.7%,72.7%,3/4,3.4%,62.9%,68.5%,32.6%,6/11,2:06,8
R128,154,(WC)Nicolas Mahut[FRA] [yr|ev],d.,142,Mischa Zverev[GER] [yr|ev],6-1 6-2 6-4,1.63,11.9%,72.6%,75.4%,56.5%,4/5,1.9%,68.9%,54.9%,43.8%,7/13,1:57,37
R128,84,Xavier Malisse[BEL] [yr|ev],d.,64,Simon Greul[GER] [yr|ev],6-4 7-6(7) 6-4,1.19,3.6%,52.7%,69.5%,60.4%,9/11,0.8%,63.4%,60.3%,55.6%,8/12,2:37,19
R128,11,(9)David Ferrer[ESP] [yr|ev],d.,136,(WC)David Guez[FRA] [yr|ev],6-1 6-3 6-1,2.36,10.7%,67.9%,86.8%,50.0%,0/1,0.0%,66.7%,50.0%,22.7%,2/10,1:33,3
R128,18,(16)Juan Carlos Ferrero[ESP] [yr|ev],d.,55,Pablo Cuevas[URU] [yr|ev],6-4 6-3 6-1,1.61,0.0%,79.5%,74.2%,50.0%,0/1,11.8%,59.1%,65.5%,28.9%,11/17,1:52,1
R128,96,Pere Riba[ESP] [yr|ev],d.,101,Marc Gicquel[FRA] [yr|ev],6-3 6-2 7-6(5),1.56,9.2%,50.6%,86.4%,55.8%,3/5,11.4%,56.2%,69.5%,37.0%,3/8,1:56,65
