Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Novak Djokovic[SRB] [yr|ev],d.,2,(2)Rafael Nadal[ESP] [yr|ev],5-7 6-4 6-2 6-7(5) 7-5,1.21,5.4%,59.0%,68.4%,63.2%,2/6,4.9%,66.5%,65.2%,47.1%,13/20,5:53,1
SF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,4,(4)Andy Murray[GBR] [yr|ev],6-3 3-6 6-7(4) 6-1 7-5,1.16,6.4%,60.8%,66.3%,44.8%,17/24,5.2%,63.2%,62.7%,31.3%,15/26,4:50,1
SF,2,(2)Rafael Nadal[ESP] [yr|ev],d.,3,(3)Roger Federer[SUI] [yr|ev],6-7(5) 6-2 7-6(5) 6-4,1.16,2.8%,77.3%,68.8%,62.5%,7/10,8.1%,63.7%,66.3%,55.1%,10/16,3:42,1
QF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,5,(5)David Ferrer[ESP] [yr|ev],6-4 7-6(4) 6-1,1.39,3.3%,51.6%,72.3%,65.9%,2/4,2.0%,65.3%,60.9%,50.0%,7/12,2:44,1
QF,4,(4)Andy Murray[GBR] [yr|ev],d.,26,(24)Kei Nishikori[JPN] [yr|ev],6-3 6-3 6-1,1.60,4.9%,44.4%,77.8%,57.8%,8/10,1.1%,59.6%,53.6%,36.8%,11/18,2:12,1
QF,3,(3)Roger Federer[SUI] [yr|ev],d.,11,(11)Juan Martin del Potro[ARG] [yr|ev],6-4 6-3 6-2,1.77,5.2%,57.1%,88.6%,57.6%,5/6,5.7%,66.7%,56.9%,55.2%,3/8,1:59,1
QF,2,(2)Rafael Nadal[ESP] [yr|ev],d.,7,(7)Tomas Berdych[CZE] [yr|ev],6-7(5) 7-6(6) 6-4 6-3,1.17,4.9%,70.4%,76.0%,50.0%,11/13,10.5%,61.7%,74.0%,45.2%,8/13,4:16,1
R16,1,(1)Novak Djokovic[SRB] [yr|ev],d.,181,(WC)Lleyton Hewitt[AUS] [yr|ev],6-1 6-3 4-6 6-3,1.40,14.7%,61.8%,73.0%,56.4%,2/6,2.4%,53.2%,68.2%,36.2%,4/12,2:56,1
R16,5,(5)David Ferrer[ESP] [yr|ev],d.,18,(17)Richard Gasquet[FRA] [yr|ev],6-4 6-4 6-1,1.55,6.8%,63.0%,87.0%,37.0%,1/3,1.2%,69.5%,50.9%,52.0%,2/9,1:47,3
R16,4,(4)Andy Murray[GBR] [yr|ev],d.,92,Mikhail Kukushkin[KAZ] [yr|ev],6-1 6-1 1-0 RET,2.05,11.8%,64.7%,68.2%,58.3%,1/3,0.0%,70.2%,18.2%,50.0%,4/12,0:49,1
R16,26,(24)Kei Nishikori[JPN] [yr|ev],d.,6,(6)Jo-Wilfried Tsonga[FRA] [yr|ev],2-6 6-2 6-1 3-6 6-3,1.17,0.8%,65.6%,69.5%,53.5%,8/12,9.2%,57.7%,68.3%,43.3%,12/18,3:30,4
R16,11,(11)Juan Martin del Potro[ARG] [yr|ev],d.,41,Philipp Kohlschreiber[GER] [yr|ev],6-4 6-2 6-1,1.82,7.2%,62.3%,81.4%,53.8%,2/3,3.4%,57.5%,64.0%,24.3%,9/16,2:06,3
R16,3,(3)Roger Federer[SUI] [yr|ev],d.,38,Bernard Tomic[AUS] [yr|ev],6-4 6-2 6-2,1.75,17.1%,57.9%,84.1%,56.3%,4/5,0.0%,74.7%,54.9%,41.7%,4/10,1:44,1
R16,7,(7)Tomas Berdych[CZE] [yr|ev],d.,10,(10)Nicolas Almagro[ESP] [yr|ev],4-6 7-6(5) 7-6(3) 7-6(2),1.25,18.1%,56.4%,86.9%,58.5%,7/9,10.2%,57.3%,75.6%,58.2%,8/9,3:54,4
R16,2,(2)Rafael Nadal[ESP] [yr|ev],d.,19,(18)Feliciano Lopez[ESP] [yr|ev],6-4 6-4 6-2,2.04,5.6%,80.3%,80.7%,64.3%,3/4,9.2%,56.9%,66.1%,38.3%,13/18,2:25,1
R32,1,(1)Novak Djokovic[SRB] [yr|ev],d.,81,Nicolas Mahut[FRA] [yr|ev],6-0 6-1 6-1,2.87,13.5%,61.5%,84.4%,70.0%,1/1,0.0%,65.2%,48.8%,21.7%,6/14,1:14,1
R32,181,(WC)Lleyton Hewitt[AUS] [yr|ev],d.,25,(23)Milos Raonic[CAN] [yr|ev],4-6 6-3 7-6(5) 6-3,1.01,5.1%,56.6%,74.0%,54.2%,6/8,20.0%,53.0%,77.0%,51.9%,2/5,3:06,1
R32,18,(17)Richard Gasquet[FRA] [yr|ev],d.,9,(9)Janko Tipsarevic[SRB] [yr|ev],6-3 6-3 6-1,1.81,10.3%,60.3%,70.7%,74.1%,0/1,6.7%,49.3%,51.4%,47.4%,6/12,1:37,7
R32,5,(5)David Ferrer[ESP] [yr|ev],d.,29,(27)Juan Ignacio Chela[ARG] [yr|ev],7-5 6-2 6-1,1.45,1.2%,54.8%,65.2%,55.3%,3/6,1.2%,64.0%,52.7%,25.8%,5/13,2:08,3
R32,4,(4)Andy Murray[GBR] [yr|ev],d.,46,Michael Llodra[FRA] [yr|ev],6-4 6-2 6-0,1.72,9.1%,59.7%,69.6%,71.0%,5/5,2.6%,57.7%,71.1%,18.2%,7/13,1:49,1
