Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Novak Djokovic[SRB] [yr|ev],d.,2,(2)Rafael Nadal[ESP] [yr|ev],6-2 6-4 6-7(3) 6-1,1.22,5.5%,66.1%,65.5%,44.2%,8/14,1.4%,68.1%,52.1%,42.2%,15/27,4:10,1
SF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,3,(3)Roger Federer[SUI] [yr|ev],6-7(7) 4-6 6-3 6-2 7-5,1.30,5.7%,58.6%,82.9%,55.2%,2/5,6.7%,61.6%,67.3%,55.6%,6/12,3:51,1
SF,2,(2)Rafael Nadal[ESP] [yr|ev],d.,4,(4)Andy Murray[GBR] [yr|ev],6-4 6-2 3-6 6-2,1.29,2.7%,67.6%,72.0%,55.6%,8/10,6.6%,53.7%,66.2%,46.4%,12/18,3:24,1
QF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,20,(20)Janko Tipsarevic[SRB] [yr|ev],7-6(2) 6-7(3) 6-0 3-0 RET,1.24,6.3%,65.1%,64.6%,50.0%,9/13,9.3%,65.7%,64.8%,21.6%,5/13,3:27,1
QF,3,(3)Roger Federer[SUI] [yr|ev],d.,11,(11)Jo-Wilfried Tsonga[FRA] [yr|ev],6-4 6-3 6-3,1.37,5.8%,70.9%,77.0%,44.0%,1/3,5.9%,52.9%,68.9%,40.0%,7/13,1:53,1
QF,4,(4)Andy Murray[GBR] [yr|ev],d.,22,(28)John Isner[USA] [yr|ev],7-5 6-4 3-6 7-6(2),1.28,10.9%,68.0%,78.2%,63.4%,5/6,12.6%,67.4%,73.6%,50.0%,3/5,3:24,1
QF,2,(2)Rafael Nadal[ESP] [yr|ev],d.,21,(21)Andy Roddick[USA] [yr|ev],6-2 6-1 6-3,1.97,9.0%,68.7%,82.6%,57.1%,4/4,13.2%,58.8%,62.5%,32.1%,1/7,1:53,1
R16,1,(1)Novak Djokovic[SRB] [yr|ev],d.,23,(22)Alexandr Dolgopolov[UKR] [yr|ev],7-6(14) 6-4 6-2,1.31,1.9%,65.7%,75.4%,52.8%,4/6,5.3%,43.6%,78.0%,41.5%,2/7,2:26,1
R16,20,(20)Janko Tipsarevic[SRB] [yr|ev],d.,105,Juan Carlos Ferrero[ESP] [yr|ev],7-5 6-7(3) 7-5 6-2,1.47,15.6%,63.3%,75.3%,74.5%,2/2,5.3%,56.6%,73.3%,50.0%,6/10,3:43,8
R16,3,(3)Roger Federer[SUI] [yr|ev],d.,36,Juan Monaco[ARG] [yr|ev],6-1 6-2 6-0,2.60,23.7%,66.1%,84.6%,65.0%,0/0,1.5%,66.2%,40.0%,47.8%,7/14,1:22,1
R16,11,(11)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,8,(8)Mardy Fish[USA] [yr|ev],6-4 6-7(5) 3-6 6-4 6-2,1.01,7.3%,57.9%,73.7%,59.4%,6/8,2.2%,61.6%,72.9%,58.5%,2/6,3:45,5
R16,22,(28)John Isner[USA] [yr|ev],d.,12,(12)Gilles Simon[FRA] [yr|ev],7-6(2) 3-6 7-6(2) 7-6(4),0.94,16.5%,63.3%,67.0%,58.6%,7/12,4.1%,68.9%,72.5%,52.2%,5/9,3:39,8
R16,4,(4)Andy Murray[GBR] [yr|ev],d.,84,(WC)Donald Young[USA] [yr|ev],6-2 6-3 6-3,1.49,6.8%,47.3%,68.6%,56.4%,2/5,2.6%,59.0%,47.8%,37.5%,3/11,1:58,1
R16,21,(21)Andy Roddick[USA] [yr|ev],d.,5,(5)David Ferrer[ESP] [yr|ev],6-3 6-4 3-6 6-3,1.21,17.0%,68.8%,71.4%,68.6%,7/9,11.5%,55.8%,70.7%,56.5%,3/7,2:40,1
R16,2,(2)Rafael Nadal[ESP] [yr|ev],d.,68,Gilles Muller[LUX] [yr|ev],7-6(1) 6-1 6-2,1.91,6.8%,73.0%,81.5%,55.0%,0/2,12.0%,54.3%,66.0%,33.3%,6/12,2:08,1
R32,1,(1)Novak Djokovic[SRB] [yr|ev],d.,39,Nikolay Davydenko[RUS] [yr|ev],6-3 6-4 6-2,1.63,5.0%,61.3%,75.5%,64.5%,1/2,1.2%,72.8%,55.9%,45.5%,7/12,2:07,1
R32,23,(22)Alexandr Dolgopolov[UKR] [yr|ev],d.,94,Ivo Karlovic[CRO] [yr|ev],6-7(4) 6-2 6-4 6-4,1.28,20.0%,52.7%,82.8%,57.7%,3/5,17.8%,62.0%,77.5%,38.8%,8/14,2:41,13
R32,20,(20)Janko Tipsarevic[SRB] [yr|ev],d.,9,(9)Tomas Berdych[CZE] [yr|ev],6-4 5-0 RET,1.53,8.9%,55.6%,68.0%,65.0%,0/0,0.0%,51.1%,56.5%,40.9%,0/4,1:10,8
R32,105,Juan Carlos Ferrero[ESP] [yr|ev],d.,32,(31)Marcel Granollers[ESP] [yr|ev],6-1 4-3 RET,1.72,7.3%,75.6%,80.6%,50.0%,1/1,2.6%,66.7%,61.5%,38.5%,1/4,0:51,1
R32,3,(3)Roger Federer[SUI] [yr|ev],d.,28,(27)Marin Cilic[CRO] [yr|ev],6-3 4-6 6-4 6-2,1.32,5.6%,58.3%,74.6%,62.2%,7/9,10.1%,47.9%,68.4%,51.6%,8/14,2:40,1
R32,36,Juan Monaco[ARG] [yr|ev],d.,475,Tommy Haas[GER] [yr|ev],6-7(3) 6-3 6-2 6-3,1.35,4.8%,67.2%,72.6%,58.5%,2/4,5.0%,57.6%,71.3%,37.3%,10/17,3:09,10
R32,11,(11)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,19,(19)Fernando Verdasco[ESP] [yr|ev],6-3 7-5 6-4,1.32,12.1%,59.3%,81.5%,51.4%,2/4,4.9%,80.2%,67.7%,25.0%,3/8,2:06,5
R32,8,(8)Mardy Fish[USA] [yr|ev],d.,34,Kevin Anderson[RSA] [yr|ev],6-4 7-6(4) 7-6(3),1.15,9.4%,54.3%,69.6%,60.3%,7/9,5.0%,62.0%,60.0%,60.9%,10/13,3:20,7
R32,22,(28)John Isner[USA] [yr|ev],d.,44,Alex Bogomolov Jr[RUS] [yr|ev],7-6(9) 6-4 6-4,1.46,18.8%,71.3%,84.7%,58.6%,8/8,2.6%,66.7%,73.7%,52.6%,6/8,2:33,8
R32,12,(12)Gilles Simon[FRA] [yr|ev],d.,18,(18)Juan Martin del Potro[ARG] [yr|ev],4-6 7-6(5) 6-2 7-6(3),1.11,7.3%,59.6%,77.8%,50.8%,12/14,2.0%,58.6%,71.9%,50.8%,9/12,3:57,6
