Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
,Kevin Anderson,RSA,3,536,92.5%,38.5%,29,11.9%,6,2.5%,69.1%,71.4%,69.3%,70.8%,14,78.6%,44.7%,35,42.9%,56.5%,1.53,6:31
9,Tomas Berdych,CZE,3,401,85.3%,37.5%,17,8.6%,8,4.1%,54.8%,81.5%,52.8%,68.5%,9,44.4%,44.6%,20,60.0%,56.4%,1.42,4:49
1,Novak Djokovic,SRB,7,1349,83.2%,49.0%,37,5.6%,13,2.0%,64.0%,72.7%,54.0%,66.0%,44,59.1%,48.5%,97,52.6%,57.1%,1.42,18:15
26,Florian Mayer,GER,3,460,81.1%,41.0%,15,7.1%,9,4.3%,55.9%,79.7%,50.5%,66.8%,17,58.8%,45.0%,33,48.5%,55.0%,1.36,4:54
3,Roger Federer,SUI,6,1141,86.5%,36.6%,47,8.4%,14,2.5%,63.9%,75.1%,57.4%,68.8%,27,51.9%,42.5%,75,45.3%,55.4%,1.36,12:49
18,Juan Martin del Potro,ARG,3,608,89.1%,34.8%,30,10.4%,10,3.5%,63.2%,75.8%,54.7%,68.1%,16,68.8%,43.1%,42,38.1%,54.9%,1.35,7:36
2,Rafael Nadal,ESP,7,1324,75.2%,40.8%,27,4.2%,18,2.8%,69.6%,69.6%,49.5%,63.5%,65,61.5%,47.2%,89,47.2%,55.1%,1.29,18:24
27,Marin Cilic,CRO,3,547,77.3%,37.0%,22,8.2%,10,3.7%,48.1%,69.0%,61.9%,65.3%,26,61.5%,44.1%,30,56.7%,54.5%,1.27,6:26
8,Mardy Fish,USA,4,877,89.4%,25.8%,26,6.2%,13,3.1%,57.1%,74.7%,59.1%,68.0%,23,69.6%,40.4%,45,37.8%,53.7%,1.26,10:41
4,Andy Murray,GBR,6,1299,81.2%,33.7%,59,9.4%,18,2.9%,59.6%,74.5%,51.8%,65.3%,59,67.8%,43.6%,69,49.3%,54.1%,1.26,16:30
20,Janko Tipsarevic,SRB,5,964,88.2%,30.3%,51,11.2%,18,3.9%,58.9%,73.2%,59.0%,67.4%,24,62.5%,40.8%,51,45.1%,53.4%,1.25,12:31
19,Fernando Verdasco,ESP,3,552,80.4%,29.8%,22,8.6%,7,2.7%,69.1%,76.8%,46.8%,67.6%,16,43.8%,39.9%,30,46.7%,52.7%,1.23,6:21
17,Jurgen Melzer,AUT,2,490,72.2%,37.8%,21,9.3%,11,4.9%,55.8%,74.6%,43.0%,60.6%,17,41.2%,47.7%,36,38.9%,53.7%,1.21,5:21
13,Richard Gasquet,FRA,2,391,84.4%,28.1%,16,8.3%,5,2.6%,59.4%,77.2%,53.8%,67.7%,11,54.5%,38.2%,20,45.0%,52.7%,1.18,4:30
Q,Vasek Pospisil,CAN,2,449,91.2%,29.4%,32,13.6%,14,6.0%,54.0%,75.6%,57.4%,67.2%,17,82.4%,37.9%,20,50.0%,53.2%,1.16,4:44
21,Andy Roddick,USA,5,933,85.0%,23.1%,74,15.6%,10,2.1%,67.2%,72.0%,59.4%,67.9%,32,62.5%,37.2%,38,47.4%,52.7%,1.16,11:38
5,David Ferrer,ESP,4,767,85.9%,29.0%,21,5.4%,15,3.8%,58.6%,73.4%,56.8%,66.5%,24,62.5%,37.8%,36,50.0%,52.4%,1.13,8:46
14,Stan Wawrinka,SUI,2,565,74.4%,38.1%,18,6.5%,12,4.3%,57.7%,70.2%,48.3%,60.9%,21,47.6%,44.1%,36,44.4%,52.4%,1.13,6:48
,Juan Monaco,ARG,4,697,73.1%,38.9%,10,3.0%,10,3.0%,66.1%,64.4%,52.6%,60.4%,30,53.3%,44.6%,40,52.5%,52.2%,1.13,8:12
,Ernests Gulbis,LAT,2,483,91.4%,22.2%,33,13.8%,19,7.9%,61.1%,80.1%,46.2%,66.9%,18,83.3%,36.9%,21,38.1%,51.8%,1.12,6:08
31,Marcel Granollers,ESP,3,438,76.3%,32.4%,9,4.2%,11,5.2%,59.9%,74.0%,45.9%,62.7%,13,30.8%,41.6%,24,50.0%,51.8%,1.12,5:12
,Nikolay Davydenko,RUS,3,670,76.0%,30.0%,3,0.9%,14,4.2%,75.3%,66.4%,47.6%,61.7%,36,66.7%,42.3%,37,40.5%,51.9%,1.11,8:15
WC,Donald Young,USA,4,896,67.6%,32.8%,6,1.5%,18,4.4%,63.4%,64.5%,53.0%,60.3%,43,48.8%,43.9%,47,46.8%,51.5%,1.11,10:46
12,Gilles Simon,FRA,4,1208,88.6%,20.2%,37,6.3%,16,2.7%,59.4%,75.9%,51.0%,65.8%,35,71.4%,37.7%,52,34.6%,51.4%,1.10,14:47
,James Blake,USA,2,404,69.7%,26.5%,13,6.6%,13,6.6%,58.6%,76.7%,43.9%,63.1%,23,56.5%,40.3%,22,40.9%,51.5%,1.09,4:15
,Tommy Haas,GER,3,715,79.6%,26.4%,30,8.3%,21,5.8%,60.0%,73.6%,47.9%,63.3%,32,65.6%,40.0%,25,56.0%,51.7%,1.09,8:15
22,Alexandr Dolgopolov,UKR,4,944,77.0%,32.4%,50,10.8%,24,5.2%,44.8%,78.8%,48.8%,62.3%,36,52.8%,41.3%,46,52.2%,51.6%,1.09,10:25
11,Jo-Wilfried Tsonga,FRA,5,979,85.9%,24.4%,39,7.5%,16,3.1%,56.8%,75.6%,54.5%,66.5%,31,61.3%,36.1%,33,60.6%,52.2%,1.08,11:38
Q,Sergei Bubka,UKR,2,380,81.3%,15.2%,29,16.9%,3,1.7%,63.4%,80.7%,46.0%,68.0%,10,40.0%,34.6%,11,45.5%,49.7%,1.08,3:59
7,Gael Monfils,FRA,2,597,81.8%,18.6%,22,7.4%,13,4.3%,57.5%,69.8%,54.3%,63.2%,26,69.2%,39.3%,22,36.4%,51.3%,1.07,7:27
,Robin Haase,NED,2,441,68.6%,34.3%,13,6.0%,9,4.2%,61.1%,68.2%,47.6%,60.2%,17,35.3%,42.7%,29,41.4%,51.2%,1.07,4:55
,Alex Bogomolov Jr,RUS,3,756,86.2%,16.4%,11,2.9%,17,4.5%,70.1%,71.7%,55.8%,66.9%,26,69.2%,35.2%,34,26.5%,51.1%,1.06,8:51
,David Nalbandian,ARG,3,666,78.8%,25.5%,21,6.7%,21,6.7%,53.5%,68.5%,54.1%,61.8%,27,59.3%,40.3%,37,35.1%,50.5%,1.06,8:03
28,John Isner,USA,5,1221,90.6%,11.6%,96,15.6%,16,2.6%,68.2%,76.2%,56.6%,70.0%,32,71.9%,31.3%,32,34.4%,50.9%,1.04,14:36
,Albert Ramos,ESP,1,373,78.6%,3.8%,10,5.6%,7,3.9%,62.6%,73.2%,50.7%,64.8%,16,62.5%,36.1%,7,14.3%,49.9%,1.03,4:24
,Denis Istomin,UZB,2,470,67.6%,25.0%,16,6.9%,2,0.9%,56.7%,67.9%,50.0%,60.2%,22,45.5%,40.6%,24,37.5%,50.2%,1.02,5:03
,Ivo Karlovic,CRO,3,658,83.6%,14.5%,75,22.3%,8,2.4%,66.5%,79.9%,46.9%,68.8%,22,59.1%,31.8%,17,47.1%,50.8%,1.02,7:14
30,Ivan Ljubicic,CRO,2,465,81.1%,18.9%,38,16.2%,10,4.3%,48.5%,85.1%,46.3%,65.1%,22,68.2%,35.7%,17,41.2%,50.5%,1.02,5:19
,Daniel Gimeno Traver,ESP,1,341,76.0%,32.0%,8,4.6%,10,5.7%,53.4%,69.9%,48.1%,59.8%,23,73.9%,40.7%,23,34.8%,50.4%,1.01,3:57
,Pablo Andujar,ESP,1,325,66.7%,26.1%,5,3.1%,5,3.1%,58.6%,64.2%,47.8%,57.4%,16,50.0%,42.9%,23,26.1%,50.2%,1.01,3:32
25,Feliciano Lopez,ESP,3,640,83.7%,14.0%,44,14.0%,18,5.7%,53.8%,79.9%,50.3%,66.2%,25,68.0%,34.0%,20,35.0%,49.8%,1.01,7:14
24,Juan Ignacio Chela,ARG,3,398,80.6%,25.0%,4,2.0%,3,1.5%,57.6%,66.7%,58.1%,63.1%,16,62.5%,36.9%,20,40.0%,50.3%,1.00,4:37
,Flavio Cipolla,ITA,2,411,66.7%,36.4%,2,1.0%,15,7.4%,58.9%,58.8%,53.0%,56.4%,18,38.9%,43.5%,22,54.5%,49.9%,1.00,4:35
,Matthias Bachinger,GER,1,300,71.4%,28.6%,12,7.9%,5,3.3%,53.6%,70.4%,41.4%,57.0%,13,53.8%,43.0%,12,50.0%,50.0%,1.00,3:25
,Carlos Berlocq,ARG,2,285,50.0%,43.5%,10,6.9%,13,9.0%,63.9%,63.0%,32.7%,52.1%,23,52.2%,47.5%,19,52.6%,49.8%,0.99,3:24
,Gilles Muller,LUX,4,853,81.5%,20.3%,75,16.8%,23,5.2%,52.9%,80.9%,46.2%,64.6%,38,68.4%,35.1%,30,43.3%,50.5%,0.99,10:25
Q,Malek Jaziri,TUN,2,408,77.4%,20.0%,13,6.7%,11,5.6%,54.9%,72.0%,50.0%,62.1%,23,69.6%,37.6%,19,31.6%,49.3%,0.99,4:36
,Marcos Baghdatis,CYP,1,276,95.2%,9.5%,11,8.0%,5,3.6%,47.1%,84.6%,57.5%,70.3%,5,80.0%,29.0%,5,40.0%,49.6%,0.98,3:12
,Ricardo Mello,BRA,1,323,87.5%,8.7%,2,1.2%,4,2.4%,61.3%,67.0%,58.5%,63.7%,15,80.0%,35.5%,6,33.3%,50.2%,0.98,3:32
,Steve Darcis,BEL,2,511,73.2%,22.5%,24,9.1%,16,6.1%,53.0%,75.0%,47.6%,62.1%,23,52.2%,37.2%,21,42.9%,50.1%,0.98,5:46
,Nicolas Mahut,FRA,2,398,77.4%,25.8%,16,7.9%,14,6.9%,57.4%,69.8%,50.0%,61.4%,17,58.8%,37.8%,24,33.3%,49.7%,0.98,4:31
,Juan Carlos Ferrero,ESP,4,1054,83.8%,19.8%,22,4.1%,23,4.3%,58.3%,68.1%,54.5%,62.4%,43,69.8%,36.4%,38,42.1%,49.6%,0.97,12:54
LL,Rogerio Dutra Silva,BRA,2,378,78.6%,20.0%,4,2.2%,2,1.1%,47.8%,69.7%,53.6%,61.3%,17,64.7%,37.5%,18,33.3%,49.2%,0.97,4:53
WC,Julien Benneteau,FRA,3,563,83.3%,27.3%,25,8.4%,15,5.1%,61.5%,72.0%,47.4%,62.5%,31,77.4%,36.3%,24,50.0%,50.1%,0.97,6:28
,Mikhail Kukushkin,KAZ,2,441,75.0%,19.4%,11,5.0%,8,3.6%,50.9%,72.6%,50.5%,61.7%,22,59.1%,36.5%,14,50.0%,49.2%,0.95,5:21
