Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
R32,117,(Q)Botic Van De Zandschulp[NED] [yr|ev],d.,80,Facundo Bagnis[ARG] [yr|ev],3-6 6-0 6-2 6-2,1.35,10.5%,57.1%,85.0%,37.8%,7/9,4.2%,66.9%,62.0%,33.3%,13/21,2:30,22
R32,14,(11)Diego Schwartzman[ARG] [yr|ev],d.,138,(Q)Alex Molcan[SVK] [yr|ev],6-4 6-3 6-3,1.52,5.3%,57.9%,81.8%,46.9%,0/3,4.0%,58.0%,63.8%,31.0%,6/13,2:05,8
R32,27,(24)Daniel Evans[GBR] [yr|ev],d.,73,Alexei Popyrin[AUS] [yr|ev],4-6 3-6 6-3 6-4 7-6(1),1.16,4.1%,61.6%,72.2%,57.1%,6/11,10.9%,54.5%,82.2%,36.0%,10/15,4:03,21
R32,2,(2)Daniil Medvedev[RUS] [yr|ev],d.,74,Pablo Andujar[ESP] [yr|ev],6-0 6-4 6-3,1.66,12.7%,59.2%,76.2%,55.2%,3/4,0.0%,63.2%,63.3%,17.1%,6/13,1:56,1
R64,1,(1)Novak Djokovic[SRB] [yr|ev],d.,121,Tallon Griekspoor[NED] [yr|ev],6-2 6-3 6-2,1.76,18.1%,63.9%,80.4%,53.8%,3/4,6.6%,65.8%,56.0%,34.6%,4/10,1:39,1
R64,56,Kei Nishikori[JPN] [yr|ev],d.,61,Mackenzie Mcdonald[USA] [yr|ev],7-6(3) 6-3 6-7(5) 2-6 6-3,0.95,1.1%,70.3%,60.9%,51.9%,14/22,8.3%,69.9%,62.4%,55.3%,10/18,3:57,4
R64,25,(21)Aslan Karatsev[RUS] [yr|ev],d.,59,Jordan Thompson[AUS] [yr|ev],3-6 3-6 7-5 7-6(9) 6-1,1.10,6.6%,57.2%,72.6%,52.1%,12/18,8.3%,58.6%,70.8%,45.3%,13/19,4:40,14
R64,99,(WC)Jenson Brooksby[USA] [yr|ev],d.,42,Taylor Fritz[USA] [yr|ev],6-7(7) 7-6(10) 7-5 6-2,1.04,3.1%,68.5%,69.4%,52.9%,8/10,9.3%,55.9%,71.1%,52.1%,14/19,4:06,33
R64,89,Andreas Seppi[ITA] [yr|ev],d.,13,(10)Hubert Hurkacz[POL] [yr|ev],2-6 6-4 6-4 7-6(6),1.08,9.9%,59.5%,81.9%,42.9%,8/12,21.4%,61.1%,79.2%,38.8%,5/9,2:50,18
R64,144,(Q)Oscar Otte[GER] [yr|ev],d.,92,Denis Kudla[USA] [yr|ev],6-4 6-4 6-2,1.31,17.0%,69.1%,80.0%,31.0%,5/6,7.0%,58.0%,63.8%,40.5%,12/17,2:00,36
R64,53,Ilya Ivashka[BLR] [yr|ev],d.,58,Vasek Pospisil[CAN] [yr|ev],6-3 6-4 7-6(5),1.53,7.9%,59.6%,77.4%,69.4%,3/5,11.5%,56.7%,78.0%,37.8%,3/8,2:22,40
R64,8,(6)Matteo Berrettini[ITA] [yr|ev],d.,88,Corentin Moutet[FRA] [yr|ev],7-6(2) 4-6 6-4 6-3,1.23,13.3%,70.3%,76.7%,50.0%,7/10,3.0%,63.2%,59.5%,65.3%,5/10,3:21,6
R64,4,(4)Alexander Zverev[GER] [yr|ev],d.,48,Albert Ramos[ESP] [yr|ev],6-1 6-0 6-3,3.04,20.8%,81.1%,93.0%,40.0%,0/0,4.7%,67.2%,51.2%,42.9%,8/15,1:14,2
R64,184,(WC)Jack Sock[USA] [yr|ev],d.,37,(31)Alexander Bublik[KAZ] [yr|ev],7-6(3) 6-7(2) 6-4 4-6 6-3,1.02,5.5%,58.9%,74.0%,49.3%,8/14,24.2%,61.2%,80.2%,35.9%,10/17,3:32,8
R64,20,(17)Gael Monfils[FRA] [yr|ev],d.,87,Steve Johnson[USA] [yr|ev],7-5 4-6 6-4 6-4,1.40,12.9%,57.8%,80.6%,65.3%,4/6,5.0%,53.9%,68.4%,58.5%,11/15,2:53,6
R64,16,(13)Jannik Sinner[ITA] [yr|ev],d.,716,(WC)Zachary Svajda[USA] [yr|ev],6-3 7-6(2) 6-7(6) 6-4,1.10,5.1%,56.1%,78.4%,46.4%,7/10,5.0%,60.7%,70.6%,45.5%,9/14,3:34,1
R64,39,Nikoloz Basilashvili[GEO] [yr|ev],d.,151,(Q)Maxime Cressy[USA] [yr|ev],7-6(3) 6-3 7-5,1.34,8.9%,63.4%,79.7%,56.8%,2/4,20.2%,56.6%,71.4%,48.8%,2/6,2:11,16
R64,24,(22)Reilly Opelka[USA] [yr|ev],d.,60,Lorenzo Musetti[ITA] [yr|ev],7-6(1) 7-5 6-4,1.41,30.7%,72.3%,82.2%,67.9%,4/4,10.9%,59.4%,71.7%,65.9%,2/4,2:22,17
R64,46,Lloyd Harris[RSA] [yr|ev],d.,178,(WC)Ernesto Escobedo[MEX] [yr|ev],6-4 6-4 6-2,1.46,24.7%,64.7%,83.6%,46.7%,3/4,7.7%,63.7%,63.8%,45.5%,10/15,1:59,31
R64,10,(7)Denis Shapovalov[CAN] [yr|ev],d.,95,Roberto Carballes Baena[ESP] [yr|ev],7-6(7) 6-3 6-0,1.65,10.7%,63.1%,84.9%,51.6%,1/2,3.7%,52.4%,67.4%,41.0%,3/8,2:07,10
R64,7,(5)Andrey Rublev[RUS] [yr|ev],d.,75,Pedro Martinez[ESP] [yr|ev],7-6(2) 6-7(5) 6-1 6-1,1.60,15.3%,59.3%,82.9%,56.3%,5/6,5.3%,53.8%,63.4%,45.9%,9/15,2:52,5
R64,50,Frances Tiafoe[USA] [yr|ev],d.,85,Guido Pella[ARG] [yr|ev],6-1 6-2 7-5,1.59,15.1%,71.2%,78.8%,38.1%,0/2,6.0%,70.2%,59.3%,20.0%,6/14,1:52,10
R64,21,(18)Roberto Bautista Agut[ESP] [yr|ev],d.,66,Emil Ruusuvuori[FIN] [yr|ev],6-1 6-3 6-2,1.77,1.5%,68.7%,67.4%,71.4%,3/5,6.8%,59.5%,54.5%,30.0%,6/14,1:41,9
R64,15,(12)Felix Auger Aliassime[CAN] [yr|ev],d.,116,(LL)Bernabe Zapata Miralles[ESP] [yr|ev],7-6(5) 6-3 6-2,1.22,12.8%,71.3%,73.1%,51.9%,1/2,0.0%,65.2%,61.7%,56.3%,5/10,2:13,6
R64,130,(Q)Henri Laaksonen[SUI] [yr|ev],d.,19,(16)Cristian Garin[CHI] [yr|ev],3-6 7-6(5) 6-2 6-4,1.12,3.2%,59.2%,71.6%,52.9%,2/6,3.8%,65.2%,66.3%,47.8%,4/10,3:08,84
R64,141,(Q)Peter Gojowczyk[GER] [yr|ev],d.,40,Dusan Lajovic[SRB] [yr|ev],2-6 6-4 2-6 7-5 6-4,0.94,6.8%,58.6%,65.3%,49.3%,14/21,10.2%,73.2%,65.2%,50.0%,8/14,3:09,39
R64,55,Carlos Alcaraz[ESP] [yr|ev],d.,83,Arthur Rinderknech[FRA] [yr|ev],7-6(6) 4-6 6-1 6-4,1.52,7.3%,59.1%,84.6%,68.9%,0/1,8.3%,66.1%,76.3%,48.8%,8/11,2:58,1
R64,3,(3)Stefanos Tsitsipas[GRE] [yr|ev],d.,44,Adrian Mannarino[FRA] [yr|ev],6-3 6-4 6-7(4) 6-0,1.62,25.0%,67.6%,84.9%,57.1%,1/1,5.3%,58.4%,69.7%,48.9%,2/7,2:41,3
R64,117,(Q)Botic Van De Zandschulp[NED] [yr|ev],d.,11,(8)Casper Ruud[NOR] [yr|ev],3-6 6-4 6-3 6-4,1.10,7.3%,56.5%,74.3%,55.6%,10/12,3.5%,65.2%,62.7%,62.5%,5/9,3:05,22
R64,80,Facundo Bagnis[ARG] [yr|ev],d.,198,(Q)Marco Trungelliti[ARG] [yr|ev],7-6(4) 4-6 6-3 6-3,1.23,6.8%,59.0%,73.9%,60.4%,1/3,7.0%,62.8%,69.1%,47.9%,6/10,2:58,55
R64,138,(Q)Alex Molcan[SVK] [yr|ev],d.,84,(WC)Brandon Nakashima[USA] [yr|ev],6-3 3-6 1-6 6-2 6-4,0.96,6.1%,68.3%,65.2%,46.2%,5/10,9.4%,54.3%,74.7%,44.4%,10/15,3:19,38
R64,14,(11)Diego Schwartzman[ARG] [yr|ev],d.,77,Kevin Anderson[RSA] [yr|ev],7-6(4) 6-3 6-4,1.36,1.0%,71.4%,75.7%,60.7%,3/4,20.7%,68.1%,69.6%,43.2%,7/10,3:12,8
R64,73,Alexei Popyrin[AUS] [yr|ev],d.,18,(15)Grigor Dimitrov[BUL] [yr|ev],7-6(4) 7-6(4) 4-0 RET,1.36,12.8%,60.6%,73.7%,62.2%,4/6,2.9%,62.9%,63.6%,48.7%,6/10,2:17,23
R64,27,(24)Daniel Evans[GBR] [yr|ev],d.,64,Marcos Giron[USA] [yr|ev],6-4 7-6(3) 2-6 6-3,1.19,5.4%,64.9%,83.3%,51.3%,2/5,9.0%,63.1%,68.6%,63.4%,3/6,2:45,21
R64,74,Pablo Andujar[ESP] [yr|ev],d.,115,Philipp Kohlschreiber[GER] [yr|ev],6-4 6-3 6-1,1.40,4.7%,68.6%,76.3%,44.4%,5/6,5.6%,58.4%,57.7%,45.9%,8/14,2:05,32
R64,2,(2)Daniil Medvedev[RUS] [yr|ev],d.,57,Dominik Koepfer[GER] [yr|ev],6-4 6-1 6-2,1.94,13.6%,69.5%,80.5%,61.1%,0/1,1.1%,57.3%,56.9%,42.1%,10/17,1:48,1
R128,1,(1)Novak Djokovic[SRB] [yr|ev],d.,145,(Q)Holger Rune[DEN] [yr|ev],6-1 6-7(5) 6-2 6-1,1.58,17.5%,63.9%,85.5%,48.6%,1/3,1.1%,52.7%,61.2%,50.0%,6/14,2:15,1
R128,121,Tallon Griekspoor[NED] [yr|ev],d.,52,Jan Lennard Struff[GER] [yr|ev],2-6 7-6(3) 4-6 6-4 7-5,0.97,16.7%,67.8%,75.4%,46.6%,15/19,15.5%,48.4%,80.8%,54.2%,4/7,3:38,21
R128,56,Kei Nishikori[JPN] [yr|ev],d.,113,Salvatore Caruso[ITA] [yr|ev],6-1 6-1 5-7 6-3,1.30,1.9%,59.4%,66.7%,58.1%,5/8,6.2%,68.1%,55.8%,44.4%,5/14,2:41,4
R128,61,Mackenzie Mcdonald[USA] [yr|ev],d.,30,(27)David Goffin[BEL] [yr|ev],6-2 7-5 6-3,1.18,13.1%,71.0%,65.8%,58.1%,5/6,6.3%,55.8%,64.2%,47.6%,7/12,2:08,37
R128,25,(21)Aslan Karatsev[RUS] [yr|ev],d.,65,Jaume Munar[ESP] [yr|ev],7-5 1-6 6-3 6-2,1.10,5.1%,69.2%,72.8%,41.7%,6/9,5.8%,60.3%,63.0%,54.2%,9/14,3:07,14
R128,59,Jordan Thompson[AUS] [yr|ev],d.,71,Gianluca Mager[ITA] [yr|ev],4-6 6-3 7-5 2-6 7-6(3),1.18,11.7%,59.3%,79.1%,55.9%,7/12,8.6%,63.6%,74.8%,45.8%,7/11,3:30,26
R128,99,(WC)Jenson Brooksby[USA] [yr|ev],d.,72,Mikael Ymer[SWE] [yr|ev],7-5 6-2 5-7 6-3,1.09,1.5%,59.9%,61.0%,43.6%,8/16,1.5%,55.1%,56.0%,42.6%,9/20,4:00,33
R128,42,Taylor Fritz[USA] [yr|ev],d.,17,(14)Alex De Minaur[AUS] [yr|ev],7-6(4) 6-2 1-6 6-4,1.02,8.2%,57.4%,65.7%,53.8%,9/13,2.3%,58.3%,64.9%,52.7%,9/14,3:02,4
R128,13,(10)Hubert Hurkacz[POL] [yr|ev],d.,82,Egor Gerasimov[BLR] [yr|ev],6-3 6-4 6-3,2.39,20.6%,63.2%,86.0%,76.0%,0/0,5.9%,61.8%,69.8%,38.5%,6/10,1:43,6
R128,89,Andreas Seppi[ITA] [yr|ev],d.,41,Marton Fucsovics[HUN] [yr|ev],2-6 7-5 6-4 2-6 7-6(13),0.85,5.5%,56.4%,76.1%,46.5%,4/9,5.7%,56.1%,78.4%,56.5%,3/6,4:04,18
R128,92,Denis Kudla[USA] [yr|ev],d.,51,Laslo Djere[SRB] [yr|ev],4-6 6-3 7-5 7-6(4),1.12,10.6%,51.4%,80.8%,60.9%,8/9,16.9%,56.3%,80.0%,51.6%,10/12,3:25,53
R128,144,(Q)Oscar Otte[GER] [yr|ev],d.,23,(20)Lorenzo Sonego[ITA] [yr|ev],6-7(8) 7-5 7-6(4) 7-6(1),1.08,5.2%,55.8%,72.9%,52.6%,6/11,7.9%,64.9%,67.3%,49.1%,2/8,4:03,36
R128,58,Vasek Pospisil[CAN] [yr|ev],d.,31,(28)Fabio Fognini[ITA] [yr|ev],2-6 3-6 6-1 6-3 7-6(4),1.07,16.7%,55.6%,78.8%,48.4%,6/11,6.1%,59.8%,73.4%,47.2%,5/10,3:18,25
R128,53,Ilya Ivashka[BLR] [yr|ev],d.,91,Tennys Sandgren[USA] [yr|ev],7-6(3) 6-3 6-4,1.59,14.4%,56.7%,80.0%,69.0%,4/4,14.0%,72.9%,71.8%,31.0%,7/9,2:27,40
R128,88,Corentin Moutet[FRA] [yr|ev],d.,100,Stefano Travaglia[ITA] [yr|ev],6-4 7-5 7-6(3),1.23,4.9%,61.8%,71.4%,53.8%,8/11,8.7%,56.5%,61.5%,50.0%,3/8,2:40,51
R128,8,(6)Matteo Berrettini[ITA] [yr|ev],d.,70,Jeremy Chardy[FRA] [yr|ev],7-6(5) 7-6(7) 6-3,1.49,17.0%,67.0%,80.6%,69.7%,2/3,10.0%,64.2%,71.4%,55.8%,7/10,2:31,6
R128,4,(4)Alexander Zverev[GER] [yr|ev],d.,78,Sam Querrey[USA] [yr|ev],6-4 7-5 6-2,2.20,24.3%,68.9%,90.2%,60.9%,0/0,17.7%,56.3%,70.4%,42.9%,6/10,1:40,2
R128,48,Albert Ramos[ESP] [yr|ev],d.,133,Lucas Pouille[FRA] [yr|ev],6-1 5-7 5-7 7-5 6-4,1.24,4.9%,69.4%,75.0%,56.8%,4/7,9.9%,47.8%,80.5%,45.3%,13/19,3:41,17
R128,184,(WC)Jack Sock[USA] [yr|ev],d.,69,Yoshihito Nishioka[JPN] [yr|ev],6-7(5) 6-2 6-4 6-2,1.50,13.4%,62.5%,82.9%,59.5%,4/4,5.4%,69.0%,70.8%,40.0%,7/12,2:52,8
R128,37,(31)Alexander Bublik[KAZ] [yr|ev],d.,134,Yannick Hanfmann[GER] [yr|ev],6-0 4-6 6-2 6-1,1.34,16.8%,51.4%,78.2%,50.0%,11/13,7.0%,57.0%,57.1%,45.9%,5/13,1:56,17
R128,20,(17)Gael Monfils[FRA] [yr|ev],d.,62,Federico Coria[ARG] [yr|ev],6-3 6-2 6-2,1.92,11.6%,59.4%,92.7%,50.0%,1/2,2.7%,58.1%,67.4%,32.3%,6/12,1:34,6
R128,87,Steve Johnson[USA] [yr|ev],d.,212,(Q)Maximilian Marterer[GER] [yr|ev],5-7 7-6(8) 7-6(8) 6-3,1.36,19.7%,62.1%,82.9%,66.0%,0/1,19.7%,59.2%,75.3%,57.8%,9/11,3:05,21
R128,716,(WC)Zachary Svajda[USA] [yr|ev],d.,81,Marco Cecchinato[ITA] [yr|ev],7-6(6) 5-7 6-4 6-4,1.18,6.8%,64.7%,80.2%,55.3%,2/3,8.6%,68.3%,72.6%,52.3%,3/5,3:02,102
R128,16,(13)Jannik Sinner[ITA] [yr|ev],d.,191,(WC)Max Purcell[AUS] [yr|ev],6-4 6-2 4-6 6-2,1.36,11.1%,53.7%,75.9%,60.0%,5/7,9.7%,51.6%,70.3%,43.3%,12/18,2:33,1
R128,151,(Q)Maxime Cressy[USA] [yr|ev],d.,12,(9)Pablo Carreno Busta[ESP] [yr|ev],5-7 4-6 6-1 6-4 7-6(7),1.36,31.2%,64.5%,86.8%,56.0%,2/4,4.3%,77.8%,74.6%,41.7%,10/13,3:33,31
R128,39,Nikoloz Basilashvili[GEO] [yr|ev],d.,45,Sebastian Korda[USA] [yr|ev],6-2 2-1 RET,1.65,6.3%,62.5%,75.0%,58.3%,0/0,6.5%,51.6%,62.5%,33.3%,1/4,0:48,16
R128,60,Lorenzo Musetti[ITA] [yr|ev],d.,385,(WC)Emilio Nava[USA] [yr|ev],6-7(5) 6-4 6-1 6-3,1.44,5.3%,64.0%,78.1%,53.7%,1/3,9.7%,55.8%,66.7%,42.0%,5/12,2:31,11
R128,24,(22)Reilly Opelka[USA] [yr|ev],d.,76,Soon Woo Kwon[KOR] [yr|ev],7-6(3) 6-4 6-4,1.34,32.7%,70.3%,83.1%,50.0%,2/2,12.6%,60.2%,79.0%,41.5%,2/4,2:13,17
R128,46,Lloyd Harris[RSA] [yr|ev],d.,28,(25)Karen Khachanov[RUS] [yr|ev],6-4 1-6 4-6 6-3 6-2,1.00,16.4%,62.3%,80.3%,41.3%,3/7,10.4%,56.8%,71.8%,57.4%,9/14,3:07,31
R128,178,(WC)Ernesto Escobedo[MEX] [yr|ev],d.,101,Pablo Cuevas[URU] [yr|ev],6-1 6-3 6-1,2.13,7.4%,72.1%,81.6%,57.9%,2/2,7.8%,72.7%,53.6%,28.6%,4/10,1:29,67
R128,95,Roberto Carballes Baena[ESP] [yr|ev],d.,54,Tommy Paul[USA] [yr|ev],7-6(5) 6-2 1-6 6-3,1.00,7.9%,61.1%,68.8%,46.9%,3/7,4.9%,66.7%,67.1%,46.3%,6/11,3:05,49
R128,10,(7)Denis Shapovalov[CAN] [yr|ev],d.,47,Federico Delbonis[ARG] [yr|ev],6-2 6-2 6-3,1.70,20.6%,60.3%,90.2%,44.4%,0/0,1.2%,62.2%,58.8%,41.9%,6/12,1:49,10
R128,7,(5)Andrey Rublev[RUS] [yr|ev],d.,221,(Q)Ivo Karlovic[CRO] [yr|ev],6-3 7-6(3) 6-3,1.56,9.2%,78.2%,85.3%,68.4%,4/4,23.8%,70.0%,82.1%,45.8%,0/2,1:36,5
R128,75,Pedro Martinez[ESP] [yr|ev],d.,68,James Duckworth[AUS] [yr|ev],4-6 4-6 7-6(7) 6-2 6-2,1.06,9.2%,68.7%,70.5%,52.9%,4/7,11.3%,60.9%,68.5%,54.2%,7/12,4:21,36
R128,50,Frances Tiafoe[USA] [yr|ev],d.,214,(Q)Christopher Eubanks[USA] [yr|ev],7-6(8) 5-7 6-3 6-4,1.28,11.7%,68.0%,81.6%,51.2%,0/2,18.1%,68.8%,71.7%,46.7%,12/15,2:54,10
R128,85,Guido Pella[ARG] [yr|ev],d.,38,(32)Filip Krajinovic[SRB] [yr|ev],6-7(2) 6-3 6-2 6-2,1.31,23.5%,66.4%,72.2%,55.0%,7/9,8.5%,60.3%,74.1%,28.6%,10/17,3:18,20
R128,21,(18)Roberto Bautista Agut[ESP] [yr|ev],d.,86,Nick Kyrgios[AUS] [yr|ev],6-3 6-4 6-0,1.53,17.3%,63.0%,80.4%,53.3%,1/1,18.2%,51.5%,58.8%,50.0%,1/6,1:48,9
R128,66,Emil Ruusuvuori[FIN] [yr|ev],d.,114,(Q)Kamil Majchrzak[POL] [yr|ev],6-4 6-2 3-6 6-1,1.22,15.8%,60.5%,76.8%,55.6%,10/11,5.9%,55.4%,64.3%,57.8%,7/12,2:37,37
R128,116,(LL)Bernabe Zapata Miralles[ESP] [yr|ev],d.,97,Feliciano Lopez[ESP] [yr|ev],5-7 7-6(6) 4-6 6-3 6-3,1.23,10.5%,72.0%,74.8%,75.0%,3/5,17.4%,58.7%,82.4%,50.0%,4/7,3:15,37
R128,15,(12)Felix Auger Aliassime[CAN] [yr|ev],d.,152,(Q)Evgeny Donskoy[RUS] [yr|ev],7-6(0) 3-6 7-6(1) 7-6(8),1.30,10.9%,58.9%,82.9%,56.6%,1/3,4.8%,58.9%,65.7%,60.9%,4/5,4:00,6
R128,19,(16)Cristian Garin[CHI] [yr|ev],d.,111,Norbert Gombos[SVK] [yr|ev],6-3 4-6 6-4 7-6(4),1.28,5.1%,64.4%,80.3%,50.0%,8/12,8.3%,60.8%,71.2%,44.7%,4/9,3:11,17
