Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
,Taylor Fritz,USA,2,577,78.6%,16.7%,25,8.8%,12,4.2%,56.5%,68.8%,52.8%,61.8%,32,71.9%,37.8%,24,29.2%,49.6%,0.99,7:08
Q,Peter Gojowczyk,GER,4,1085,70.1%,28.2%,31,5.6%,39,7.0%,55.8%,67.6%,47.8%,58.8%,68,61.8%,40.7%,53,45.3%,50.0%,0.99,11:45
Q,Marco Trungelliti,ARG,2,601,82.0%,19.1%,27,8.7%,18,5.8%,61.8%,71.7%,46.6%,62.1%,20,55.0%,37.0%,22,40.9%,49.9%,0.98,7:25
14,Alex De Minaur,AUS,1,254,75.0%,22.2%,3,2.3%,2,1.5%,58.3%,64.9%,52.7%,59.8%,14,64.3%,39.3%,13,30.8%,50.0%,0.98,3:02
,Steve Johnson,USA,2,546,88.6%,8.9%,33,12.1%,8,2.9%,57.9%,75.9%,61.7%,70.0%,16,68.8%,29.3%,17,23.5%,49.6%,0.98,5:58
,Guido Pella,ARG,2,417,69.7%,28.1%,33,16.3%,8,3.9%,68.0%,66.7%,41.5%,58.6%,23,56.5%,40.2%,19,47.4%,49.2%,0.97,5:10
,Kei Nishikori,JPN,3,831,71.9%,30.6%,10,2.3%,12,2.8%,65.9%,63.0%,51.0%,58.9%,46,60.9%,39.8%,45,42.2%,49.7%,0.97,10:10
,Pablo Andujar,ESP,3,639,75.5%,26.5%,14,4.2%,20,6.0%,61.5%,71.4%,40.3%,59.4%,37,67.6%,38.5%,30,43.3%,49.5%,0.95,8:15
,James Duckworth,AUS,1,314,80.0%,12.5%,17,11.3%,4,2.6%,60.9%,68.5%,54.2%,62.9%,12,58.3%,35.0%,7,42.9%,48.4%,0.94,4:21
28,Fabio Fognini,ITA,1,276,77.3%,20.8%,8,6.1%,6,4.5%,59.8%,73.4%,47.2%,62.9%,10,50.0%,34.7%,11,45.5%,48.2%,0.94,3:18
,Denis Kudla,USA,2,478,83.8%,8.6%,22,9.1%,11,4.5%,54.1%,73.3%,53.2%,64.0%,26,76.9%,33.5%,18,16.7%,49.0%,0.93,5:25
,Kevin Anderson,RSA,2,544,88.9%,2.2%,73,26.9%,7,2.6%,66.4%,78.9%,52.7%,70.1%,14,64.3%,27.8%,7,14.3%,48.9%,0.93,7:34
29,Alejandro Davidovich Fokina,ESP,1,355,74.1%,17.2%,10,5.7%,11,6.3%,65.1%,66.7%,45.9%,59.4%,19,63.2%,37.2%,10,50.0%,48.2%,0.92,4:27
20,Lorenzo Sonego,ITA,1,323,76.0%,19.2%,12,7.9%,7,4.6%,64.9%,67.3%,49.1%,60.9%,8,25.0%,36.0%,11,45.5%,47.7%,0.92,4:03
,Mikael Ymer,SWE,1,273,47.6%,40.0%,2,1.5%,4,2.9%,55.1%,56.0%,42.6%,50.0%,20,45.0%,46.0%,16,50.0%,48.0%,0.92,4:00
,Adrian Mannarino,FRA,2,535,78.0%,13.6%,14,5.4%,6,2.3%,57.1%,73.0%,50.5%,63.3%,21,57.1%,33.3%,13,46.2%,47.9%,0.91,6:29
,Jaume Munar,ESP,1,238,72.2%,16.7%,7,5.8%,6,5.0%,60.3%,63.0%,54.2%,59.5%,14,64.3%,36.8%,9,33.3%,48.3%,0.91,3:07
,Andreas Seppi,ITA,3,784,80.3%,15.4%,25,6.4%,13,3.3%,57.9%,76.7%,46.7%,64.0%,29,55.2%,32.9%,20,50.0%,48.5%,0.91,9:23
,Albert Ramos,ESP,2,443,73.0%,15.8%,10,4.8%,9,4.3%,68.8%,67.8%,52.3%,63.0%,22,54.5%,33.2%,19,31.6%,47.2%,0.90,4:55
,Vasek Pospisil,CAN,2,469,75.0%,18.4%,36,14.5%,14,5.6%,56.0%,78.4%,44.0%,63.3%,19,47.4%,32.6%,15,46.7%,48.8%,0.89,5:40
,Pierre Hugues Herbert,FRA,1,314,75.0%,17.4%,16,9.5%,15,8.9%,56.5%,71.6%,46.6%,60.7%,12,50.0%,34.9%,14,28.6%,48.7%,0.89,3:48
,Laslo Djere,SRB,1,284,90.5%,4.3%,24,16.9%,8,5.6%,56.3%,80.0%,51.6%,67.6%,12,83.3%,28.9%,9,11.1%,48.2%,0.89,3:25
,Emil Ruusuvuori,FIN,2,356,69.0%,24.1%,23,12.2%,6,3.2%,60.1%,68.1%,45.3%,59.0%,25,64.0%,35.7%,17,41.2%,48.0%,0.87,4:18
,Benoit Paire,FRA,1,250,68.4%,25.0%,15,11.3%,14,10.5%,49.6%,80.3%,35.8%,57.9%,15,60.0%,36.8%,9,55.6%,48.0%,0.87,2:33
,Andy Murray,GBR,1,309,87.5%,16.0%,9,5.5%,3,1.8%,62.6%,69.6%,55.7%,64.4%,10,70.0%,30.8%,11,36.4%,48.5%,0.87,4:49
,Gianluca Mager,ITA,1,307,84.0%,18.5%,14,8.6%,8,4.9%,63.6%,74.8%,45.8%,64.2%,11,63.6%,30.3%,12,41.7%,48.2%,0.85,3:30
,Jiri Vesely,CZE,1,330,100.0%,6.7%,27,15.4%,17,9.7%,61.7%,88.9%,46.3%,72.6%,3,100.0%,23.2%,4,50.0%,49.4%,0.85,4:22
,John Millman,AUS,1,200,75.0%,5.9%,3,3.0%,3,3.0%,59.0%,71.2%,61.0%,67.0%,7,42.9%,28.0%,2,50.0%,47.5%,0.85,2:28
,Marco Cecchinato,ITA,1,272,91.3%,4.5%,12,8.6%,6,4.3%,68.3%,72.6%,52.3%,66.2%,5,60.0%,28.6%,3,33.3%,47.8%,0.84,3:02
,Pedro Martinez,ESP,2,564,79.5%,13.3%,22,7.5%,12,4.1%,62.0%,67.8%,49.1%,60.7%,22,59.1%,33.1%,18,33.3%,47.5%,0.84,7:13
27,David Goffin,BEL,1,202,64.3%,6.7%,6,6.3%,5,5.3%,55.8%,64.2%,47.6%,56.8%,12,58.3%,36.4%,6,16.7%,46.0%,0.84,2:08
23,Ugo Humbert,FRA,1,261,72.7%,18.2%,15,11.8%,6,4.7%,59.1%,64.0%,51.9%,59.1%,10,40.0%,34.3%,14,28.6%,46.4%,0.84,2:57
,Roberto Carballes Baena,ESP,2,415,72.7%,18.8%,13,6.3%,10,4.8%,57.7%,68.3%,44.3%,58.2%,15,40.0%,34.8%,13,46.2%,46.5%,0.83,5:12
,Arthur Rinderknech,FRA,2,571,88.9%,10.4%,35,11.8%,8,2.7%,65.2%,76.2%,49.5%,66.9%,19,73.7%,27.6%,20,25.0%,48.0%,0.83,7:18
Q,Kamil Majchrzak,POL,1,215,70.6%,5.9%,6,5.9%,1,1.0%,55.4%,64.3%,57.8%,61.4%,12,58.3%,31.6%,11,9.1%,45.6%,0.82,2:37
,Tallon Griekspoor,NED,2,489,73.7%,10.0%,35,13.7%,9,3.5%,67.2%,69.8%,42.9%,60.9%,29,65.5%,31.8%,11,36.4%,47.0%,0.81,5:17
,Lucas Pouille,FRA,1,326,77.8%,11.5%,18,9.9%,15,8.2%,47.8%,80.5%,45.3%,62.1%,19,68.4%,30.6%,7,42.9%,48.2%,0.81,3:41
,Stefano Travaglia,ITA,1,217,73.7%,18.8%,10,8.7%,4,3.5%,56.5%,61.5%,50.0%,56.5%,8,37.5%,35.3%,11,27.3%,46.5%,0.81,2:40
,Feliciano Lopez,ESP,1,298,88.5%,7.4%,27,17.4%,14,9.0%,58.7%,82.4%,50.0%,69.0%,7,57.1%,25.2%,5,40.0%,48.0%,0.81,3:15
,Radu Albot,MDA,1,230,78.9%,0.0%,5,4.5%,5,4.5%,64.0%,74.6%,55.0%,67.6%,7,42.9%,26.1%,1,0.0%,46.1%,0.80,2:37
,Dominik Koepfer,GER,2,466,73.0%,13.9%,11,4.3%,14,5.5%,56.9%,65.5%,50.0%,58.8%,33,69.7%,32.7%,16,31.3%,47.0%,0.79,5:19
Q,Christopher Eubanks,USA,1,272,85.7%,8.7%,26,18.1%,7,4.9%,68.8%,71.7%,46.7%,63.9%,15,80.0%,28.1%,2,100.0%,47.1%,0.78,2:54
,Ricardas Berankis,LTU,1,192,66.7%,6.7%,7,7.6%,2,2.2%,66.3%,67.2%,38.7%,57.6%,9,44.4%,33.0%,8,12.5%,44.8%,0.78,2:22
,Norbert Gombos,SVK,1,238,75.0%,18.2%,10,8.3%,5,4.2%,60.8%,71.2%,44.7%,60.8%,9,44.4%,30.5%,12,33.3%,45.8%,0.78,3:11
30,Marin Cilic,CRO,1,267,68.2%,4.8%,18,13.0%,6,4.3%,58.0%,72.5%,43.1%,60.1%,12,41.7%,31.0%,7,14.3%,46.1%,0.78,3:39
Q,Evgeny Donskoy,RUS,1,297,95.8%,8.3%,8,4.8%,1,0.6%,58.9%,65.7%,60.9%,63.7%,5,80.0%,27.9%,3,66.7%,48.1%,0.77,4:00
,Salvatore Caruso,ITA,1,219,50.0%,17.6%,7,6.2%,6,5.3%,68.1%,55.8%,44.4%,52.2%,14,35.7%,36.8%,8,37.5%,44.7%,0.77,2:41
32,Filip Krajinovic,SRB,1,260,63.2%,10.5%,12,8.5%,9,6.4%,60.3%,74.1%,28.6%,56.0%,17,58.8%,33.6%,9,22.2%,45.8%,0.76,3:18
Q,Maximilian Marterer,GER,1,289,91.7%,4.3%,31,19.7%,5,3.2%,59.2%,75.3%,57.8%,68.2%,11,81.8%,23.5%,1,100.0%,47.8%,0.74,3:05
Q,Antoine Hoang,FRA,1,203,66.7%,12.5%,6,5.7%,8,7.5%,64.2%,64.7%,42.1%,56.6%,14,64.3%,32.0%,4,50.0%,44.8%,0.74,2:29
9,Pablo Carreno Busta,ESP,1,303,88.5%,7.7%,7,4.3%,4,2.5%,77.8%,74.6%,41.7%,67.3%,13,76.9%,24.1%,4,50.0%,47.2%,0.74,3:33
WC,Max Purcell,AUS,1,232,66.7%,11.1%,12,9.7%,8,6.5%,51.6%,70.3%,43.3%,57.3%,18,66.7%,31.5%,7,28.6%,45.3%,0.74,2:33
,Yannick Hanfmann,GER,1,193,46.7%,12.5%,6,7.0%,3,3.5%,57.0%,57.1%,45.9%,52.3%,13,38.5%,35.5%,13,15.4%,43.0%,0.74,1:56
,Soon Woo Kwon,KOR,1,204,88.2%,0.0%,13,12.6%,9,8.7%,60.2%,79.0%,41.5%,64.1%,4,50.0%,26.7%,2,0.0%,45.6%,0.74,2:13
,Taro Daniel,JPN,1,144,53.8%,14.3%,5,7.6%,3,4.5%,51.5%,64.7%,43.8%,54.5%,7,14.3%,32.1%,4,50.0%,42.4%,0.71,2:03
WC,Emilio Nava,USA,1,227,65.0%,10.5%,11,9.7%,10,8.8%,55.8%,66.7%,42.0%,55.8%,12,41.7%,30.7%,3,66.7%,43.2%,0.69,2:31
26,Cameron Norrie,GBR,1,170,60.0%,14.3%,6,6.3%,3,3.1%,59.4%,70.2%,35.9%,56.3%,10,40.0%,29.7%,3,66.7%,44.7%,0.68,1:54
,Thiago Monteiro,BRA,1,246,72.2%,4.8%,9,7.1%,4,3.1%,71.7%,69.2%,41.7%,61.4%,17,70.6%,26.1%,5,20.0%,44.3%,0.68,3:34
,Jeremy Chardy,FRA,1,220,83.3%,5.9%,12,10.0%,3,2.5%,64.2%,71.4%,55.8%,65.8%,10,70.0%,23.0%,3,33.3%,46.4%,0.67,2:31
,Yoshihito Nishioka,JPN,1,241,73.7%,0.0%,7,5.4%,1,0.8%,69.0%,70.8%,40.0%,61.2%,12,58.3%,25.9%,4,0.0%,44.8%,0.67,2:52
,Nick Kyrgios,AUS,1,147,58.3%,0.0%,12,18.2%,2,3.0%,51.5%,58.8%,50.0%,54.5%,6,16.7%,29.6%,1,0.0%,40.8%,0.65,1:48
Q,Ivo Karlovic,CRO,1,167,85.7%,0.0%,19,23.8%,3,3.8%,70.0%,82.1%,45.8%,71.3%,2,0.0%,18.4%,4,0.0%,43.7%,0.64,1:36
Q,Holger Rune,DEN,1,190,52.9%,11.1%,1,1.1%,4,4.3%,52.7%,61.2%,50.0%,55.9%,14,42.9%,27.8%,3,66.7%,41.6%,0.63,2:15
,Tennys Sandgren,USA,1,204,86.7%,0.0%,15,14.0%,4,3.7%,72.9%,71.8%,31.0%,60.7%,9,77.8%,24.7%,4,0.0%,43.6%,0.63,2:27
,Sebastian Korda,USA,1,63,50.0%,0.0%,2,6.5%,3,9.7%,51.6%,62.5%,33.3%,48.4%,4,25.0%,31.3%,0,-,39.7%,0.61,0:48
,Federico Delbonis,ARG,1,150,53.8%,0.0%,1,1.2%,2,2.4%,62.2%,58.8%,41.9%,52.4%,12,50.0%,27.9%,0,-,41.3%,0.59,1:49
WC,Sam Riffice,USA,1,178,69.2%,6.3%,1,1.0%,9,9.4%,49.0%,70.2%,42.9%,56.3%,10,60.0%,23.2%,1,100.0%,41.0%,0.53,2:05
LL,Yuichi Sugita,JPN,1,144,58.3%,0.0%,3,4.5%,1,1.5%,55.2%,67.6%,40.0%,55.2%,12,58.3%,23.4%,4,0.0%,38.2%,0.52,1:49
,Federico Coria,ARG,1,143,50.0%,7.7%,2,2.7%,5,6.8%,58.1%,67.4%,32.3%,52.7%,12,50.0%,24.6%,2,50.0%,39.2%,0.52,1:34
19,John Isner,USA,1,209,87.5%,5.3%,26,22.4%,6,5.2%,65.5%,75.0%,50.0%,66.4%,5,60.0%,17.2%,1,100.0%,44.5%,0.51,2:26
Q,Cem Ilkel,TUR,1,202,62.5%,5.9%,11,9.8%,4,3.6%,62.5%,57.1%,50.0%,54.5%,17,64.7%,23.3%,4,25.0%,40.6%,0.51,2:20
,Pablo Cuevas,URU,1,145,45.5%,0.0%,6,7.8%,4,5.2%,72.7%,53.6%,28.6%,46.8%,10,40.0%,25.0%,2,0.0%,36.6%,0.47,1:29
,Sam Querrey,USA,1,170,73.3%,0.0%,17,17.7%,5,5.2%,56.3%,70.4%,42.9%,58.3%,10,60.0%,18.9%,0,-,41.2%,0.45,1:40
,Richard Gasquet,FRA,1,173,61.5%,0.0%,1,1.0%,6,5.7%,55.2%,62.1%,42.6%,53.3%,13,61.5%,20.6%,2,0.0%,40.5%,0.44,1:57
,Egor Gerasimov,BLR,1,170,71.4%,0.0%,6,5.9%,7,6.9%,61.8%,69.8%,38.5%,57.8%,10,60.0%,17.6%,0,-,41.8%,0.42,1:43
,All Main Draw Players,,127.0,,80.5%,19.5%,,10.0%,,4.2%,61.7%,73.2%,49.9%,64.3%,,60.5%,35.7%,,39.5%,50.0%,1.00,
