Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,44,Gaston Gaudio[ARG] [yr|ev],d.,3,(3)Guillermo Coria[ARG] [yr|ev],0-6 3-6 6-4 6-1 8-6,1.08,1.3%,66.4%,57.6%,46.0%,12/23,3.7%,65.4%,51.7%,46.8%,4/15,3:31,5
SF,44,Gaston Gaudio[ARG] [yr|ev],d.,8,(8)David Nalbandian[ARG] [yr|ev],6-3 7-6(5) 6-0,1.35,1.2%,51.2%,64.3%,55.0%,5/9,1.8%,64.9%,50.0%,37.5%,7/16,2:26,5
SF,3,(3)Guillermo Coria[ARG] [yr|ev],d.,9,(9)Tim Henman[GBR] [yr|ev],3-6 6-4 6-0 7-5,1.17,0.0%,69.3%,62.0%,48.6%,6/11,1.7%,50.9%,64.4%,36.8%,4/13,2:47,3
QF,8,(8)David Nalbandian[ARG] [yr|ev],d.,30,(28)Gustavo Kuerten[BRA] [yr|ev],6-2 3-6 6-4 7-6(6),1.12,4.1%,59.5%,65.3%,53.1%,7/13,6.8%,53.4%,67.6%,41.9%,7/15,3:08,3
QF,44,Gaston Gaudio[ARG] [yr|ev],d.,12,(12)Lleyton Hewitt[AUS] [yr|ev],6-3 6-2 6-2,1.52,1.4%,53.4%,59.0%,70.6%,1/3,2.4%,52.9%,51.1%,40.0%,7/14,1:56,5
QF,3,(3)Guillermo Coria[ARG] [yr|ev],d.,5,(5)Carlos Moya[ESP] [yr|ev],7-5 7-6(3) 6-3,1.30,2.0%,73.5%,68.1%,50.0%,2/6,2.6%,47.0%,70.4%,36.1%,3/10,2:25,3
QF,9,(9)Tim Henman[GBR] [yr|ev],d.,23,(22)Juan Ignacio Chela[ARG] [yr|ev],6-2 6-4 6-4,1.23,3.4%,59.8%,73.1%,60.0%,4/5,3.8%,64.1%,66.0%,50.0%,4/9,1:50,4
R16,30,(28)Gustavo Kuerten[BRA] [yr|ev],d.,25,(23)Feliciano Lopez[ESP] [yr|ev],6-3 7-5 6-4,1.51,8.3%,53.6%,80.0%,69.2%,0/1,3.3%,44.4%,75.0%,52.0%,7/11,1:53,1
R16,8,(8)David Nalbandian[ARG] [yr|ev],d.,20,(20)Marat Safin[RUS] [yr|ev],7-5 6-4 6-7(5) 6-3,1.22,5.4%,72.5%,69.4%,58.5%,7/10,6.5%,64.0%,67.4%,44.0%,2/8,3:24,3
R16,44,Gaston Gaudio[ARG] [yr|ev],d.,77,Igor Andreev[RUS] [yr|ev],6-4 7-5 6-3,1.22,0.0%,63.4%,57.6%,55.9%,4/9,0.0%,65.9%,50.0%,43.3%,2/11,2:08,5
R16,12,(12)Lleyton Hewitt[AUS] [yr|ev],d.,54,Xavier Malisse[BEL] [yr|ev],7-5 6-2 7-6(6),1.11,0.9%,55.7%,64.1%,51.0%,8/12,3.8%,50.0%,57.7%,50.0%,3/10,2:45,1
R16,5,(5)Carlos Moya[ESP] [yr|ev],d.,17,(17)Tommy Robredo[ESP] [yr|ev],7-6(8) 6-4 6-2,1.37,5.4%,52.7%,79.6%,54.5%,2/4,0.0%,53.1%,61.7%,49.1%,8/13,2:18,1
R16,3,(3)Guillermo Coria[ARG] [yr|ev],d.,76,Nicolas Escude[FRA] [yr|ev],6-0 RET,2.45,4.8%,61.9%,92.3%,37.5%,1/1,0.0%,60.0%,41.7%,12.5%,4/7,0:26,3
R16,9,(9)Tim Henman[GBR] [yr|ev],d.,94,(WC)Michael Llodra[FRA] [yr|ev],6-7(2) 4-6 6-4 6-3 9-7,1.10,3.2%,59.8%,74.3%,50.0%,11/16,6.4%,55.9%,66.7%,54.2%,8/15,4:11,4
R16,23,(22)Juan Ignacio Chela[ARG] [yr|ev],d.,125,Olivier Mutis[FRA] [yr|ev],4-6 6-2 7-6(5) 6-2,1.28,0.9%,62.9%,65.8%,62.8%,4/8,0.7%,49.6%,60.9%,48.6%,14/21,2:58,15
R32,30,(28)Gustavo Kuerten[BRA] [yr|ev],d.,1,(1)Roger Federer[SUI] [yr|ev],6-4 6-4 6-4,1.22,6.6%,51.6%,70.2%,65.9%,1/2,10.5%,63.2%,68.3%,48.6%,8/12,2:04,1
R32,25,(23)Feliciano Lopez[ESP] [yr|ev],d.,123,(LL)Hyung Taik Lee[KOR] [yr|ev],7-6(3) 4-6 6-0 6-3,1.31,23.2%,58.0%,75.4%,61.7%,3/5,5.0%,67.8%,62.2%,56.4%,9/14,2:20,12
R32,20,(20)Marat Safin[RUS] [yr|ev],d.,202,(Q)Potito Starace[ITA] [yr|ev],6-7(4) 6-4 3-6 7-5 7-5,1.17,11.7%,58.5%,77.0%,52.1%,9/13,0.5%,76.8%,66.0%,44.9%,11/17,4:25,1
R32,8,(8)David Nalbandian[ARG] [yr|ev],d.,96,Stefan Koubek[AUT] [yr|ev],6-7(1) 6-3 7-6(1) 7-5,1.15,4.1%,57.5%,70.2%,50.0%,9/15,0.7%,62.4%,68.2%,35.8%,10/18,3:09,3
R32,77,Igor Andreev[RUS] [yr|ev],d.,92,Julien Benneteau[FRA] [yr|ev],7-6(3) 7-6(3) 6-3,1.19,2.9%,67.0%,66.7%,58.8%,1/5,3.1%,55.1%,70.4%,40.9%,2/7,2:16,18
R32,44,Gaston Gaudio[ARG] [yr|ev],d.,65,Thomas Enqvist[SWE] [yr|ev],6-0 6-4 6-7(5) 6-4,1.45,9.1%,68.2%,73.3%,57.1%,4/8,8.4%,47.9%,68.4%,40.3%,5/14,2:37,5
R32,12,(12)Lleyton Hewitt[AUS] [yr|ev],d.,19,(19)Martin Verkerk[NED] [yr|ev],6-2 3-6 4-6 6-2 6-1,1.33,6.0%,57.3%,76.1%,56.0%,9/12,12.3%,66.4%,71.1%,28.6%,11/18,3:00,1
R32,54,Xavier Malisse[BEL] [yr|ev],d.,29,(26)Albert Costa[ESP] [yr|ev],6-4 2-6 4-6 7-6(4) 8-6,0.95,7.5%,53.4%,62.8%,44.0%,8/19,1.2%,58.1%,64.0%,45.8%,7/17,4:21,19
R32,5,(5)Carlos Moya[ESP] [yr|ev],d.,82,Raemon Sluiter[NED] [yr|ev],6-0 6-3 6-4,1.86,17.1%,60.5%,84.8%,60.0%,2/2,8.2%,63.0%,65.2%,33.3%,4/9,1:31,1
R32,17,(17)Tommy Robredo[ESP] [yr|ev],d.,11,(11)Nicolas Massu[CHI] [yr|ev],6-2 6-0 6-2,2.27,8.2%,49.2%,83.3%,67.7%,2/2,2.9%,54.4%,51.4%,35.5%,6/13,1:37,5
R32,76,Nicolas Escude[FRA] [yr|ev],d.,38,Mikhail Youzhny[RUS] [yr|ev],6-2 7-5 6-7(3) 6-2,1.14,4.5%,53.0%,75.7%,41.9%,7/12,2.5%,58.5%,60.9%,44.9%,11/21,2:57,17
R32,3,(3)Guillermo Coria[ARG] [yr|ev],d.,73,Mario Ancic[CRO] [yr|ev],6-3 6-1 6-2,1.39,3.8%,73.4%,67.2%,57.1%,1/2,1.4%,53.6%,70.3%,28.1%,6/13,1:43,3
R32,94,(WC)Michael Llodra[FRA] [yr|ev],d.,181,(Q)Julien Jeanpierre[FRA] [yr|ev],6-2 6-2 6-3,1.52,5.1%,51.3%,82.5%,55.3%,7/7,0.0%,70.4%,57.9%,41.7%,8/14,1:33,21
R32,9,(9)Tim Henman[GBR] [yr|ev],d.,95,Galo Blanco[ESP] [yr|ev],7-6(3) 6-1 6-2,1.72,23.8%,57.5%,80.4%,58.8%,2/4,1.1%,67.4%,54.7%,41.9%,3/10,1:54,4
R32,23,(22)Juan Ignacio Chela[ARG] [yr|ev],d.,97,Alex Corretja[ESP] [yr|ev],6-4 6-4 4-6 6-3,1.08,1.4%,60.1%,60.5%,49.1%,11/18,1.8%,48.7%,63.6%,41.4%,5/14,3:23,15
R32,125,Olivier Mutis[FRA] [yr|ev],d.,58,Fabrice Santoro[FRA] [yr|ev],6-0 6-2 6-3,2.09,4.8%,65.1%,87.8%,50.0%,1/1,2.5%,43.0%,67.6%,31.1%,4/11,1:40,71
R64,1,(1)Roger Federer[SUI] [yr|ev],d.,34,Nicolas Kiefer[GER] [yr|ev],6-3 6-4 7-6(6),1.13,4.0%,53.2%,79.1%,39.0%,12/15,1.8%,51.4%,69.6%,39.6%,7/13,2:31,1
R64,30,(28)Gustavo Kuerten[BRA] [yr|ev],d.,100,Gilles Elseneer[BEL] [yr|ev],6-2 6-0 6-3,1.75,10.2%,55.9%,78.8%,57.7%,0/1,6.5%,61.7%,60.6%,24.4%,12/20,1:29,1
R64,25,(23)Feliciano Lopez[ESP] [yr|ev],d.,71,Karol Kucera[SVK] [yr|ev],6-7(3) 6-3 6-4 6-4,1.09,6.0%,57.5%,70.1%,56.1%,10/12,2.4%,66.4%,69.9%,42.9%,7/12,3:07,12
R64,123,(LL)Hyung Taik Lee[KOR] [yr|ev],d.,99,(WC)Olivier Patience[FRA] [yr|ev],6-4 6-4 6-3,1.54,7.3%,65.9%,85.2%,46.4%,5/6,9.3%,56.7%,58.2%,54.8%,5/10,1:48,36
R64,202,(Q)Potito Starace[ITA] [yr|ev],d.,10,(10)Sebastien Grosjean[FRA] [yr|ev],7-6(6) 6-3 6-4,1.18,0.9%,80.2%,66.3%,40.9%,7/11,3.9%,52.8%,61.2%,46.7%,9/15,2:39,27
R64,20,(20)Marat Safin[RUS] [yr|ev],d.,93,Felix Mantilla[ESP] [yr|ev],6-4 2-6 6-2 6-7(4) 11-9,1.04,9.8%,50.5%,68.8%,41.8%,13/24,0.4%,67.4%,55.0%,50.7%,21/34,4:37,1
R64,96,Stefan Koubek[AUT] [yr|ev],d.,27,(25)Ivan Ljubicic[CRO] [yr|ev],6-0 1-6 6-4 6-2,1.17,2.8%,62.3%,65.2%,52.5%,4/7,8.9%,63.4%,59.2%,43.9%,3/9,2:21,20
