Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
1,Roger Federer,SUI,7,1227,93.1%,24.2%,85,14.2%,6,1.0%,65.2%,78.0%,61.2%,72.2%,24,70.8%,38.8%,52,46.2%,55.1%,1.39,12:29
12,Richard Gasquet,FRA,6,1172,92.2%,17.0%,49,8.5%,12,2.1%,63.1%,79.3%,66.5%,74.6%,24,66.7%,35.0%,32,53.1%,54.4%,1.38,11:36
,Fernando Verdasco,ESP,3,532,90.7%,22.7%,27,10.9%,10,4.0%,75.8%,76.6%,58.3%,72.2%,19,78.9%,37.7%,29,34.5%,53.8%,1.35,5:06
,Gael Monfils,FRA,3,629,83.3%,16.7%,64,23.0%,15,5.4%,57.6%,83.1%,55.9%,71.6%,14,42.9%,38.2%,31,25.8%,52.9%,1.34,5:45
,Michael Llodra,FRA,2,479,97.3%,17.1%,29,12.6%,8,3.5%,64.1%,81.1%,59.0%,73.2%,7,85.7%,35.1%,18,33.3%,53.4%,1.31,4:50
,Paul Henri Mathieu,FRA,4,794,90.6%,22.2%,25,6.7%,5,1.3%,60.8%,80.1%,55.5%,70.4%,28,78.6%,37.4%,29,48.3%,52.9%,1.27,8:36
16,Lleyton Hewitt,AUS,4,888,90.0%,28.6%,35,8.1%,7,1.6%,55.9%,73.0%,62.6%,68.4%,22,68.2%,39.8%,40,50.0%,53.7%,1.26,10:36
2,Rafael Nadal,ESP,7,1575,89.7%,27.0%,35,4.6%,16,2.1%,68.6%,74.0%,58.1%,69.0%,39,66.7%,39.0%,73,46.6%,53.6%,1.26,18:33
28,Robin Soderling,SWE,3,700,86.2%,25.0%,51,15.0%,8,2.4%,65.8%,78.9%,49.1%,68.7%,18,55.6%,39.3%,30,46.7%,53.6%,1.26,7:42
13,Tommy Haas,GER,4,594,87.8%,25.0%,35,11.9%,14,4.8%,65.2%,75.9%,55.9%,68.9%,17,64.7%,38.5%,23,52.2%,53.5%,1.24,5:59
19,Jonas Bjorkman,SWE,4,771,83.9%,31.0%,23,5.8%,6,1.5%,67.3%,74.2%,49.2%,66.0%,32,68.8%,41.4%,43,41.9%,54.1%,1.22,8:05
10,Marcos Baghdatis,CYP,5,1263,87.4%,29.2%,34,5.4%,18,2.9%,54.5%,78.5%,52.5%,66.7%,31,61.3%,40.2%,56,50.0%,53.3%,1.21,13:36
,Michael Berrer,GER,2,387,87.9%,21.2%,20,10.8%,4,2.2%,64.5%,72.5%,62.1%,68.8%,10,60.0%,37.8%,13,53.8%,52.7%,1.21,3:35
,Chris Guccione,AUS,2,471,90.5%,12.2%,37,15.8%,7,3.0%,63.7%,79.9%,67.1%,75.2%,14,71.4%,29.5%,14,35.7%,52.2%,1.19,4:39
22,Guillermo Canas,ARG,3,702,83.6%,24.1%,32,9.6%,8,2.4%,62.5%,75.0%,57.6%,68.5%,28,67.9%,37.4%,33,39.4%,52.1%,1.19,7:42
,Ivo Karlovic,CRO,1,300,96.3%,7.7%,31,21.5%,6,4.2%,71.5%,87.4%,48.8%,76.4%,2,50.0%,28.2%,4,50.0%,51.3%,1.19,3:06
3,Andy Roddick,USA,5,1125,94.6%,17.8%,84,15.0%,8,1.4%,68.4%,80.7%,54.8%,72.5%,23,78.3%,32.3%,42,38.1%,52.4%,1.18,11:07
4,Novak Djokovic,SRB,6,1574,84.7%,19.1%,61,8.0%,18,2.4%,68.4%,74.7%,53.9%,68.2%,41,56.1%,37.5%,66,33.3%,52.4%,1.18,18:26
7,Tomas Berdych,CZE,5,1119,91.9%,16.1%,79,14.5%,17,3.1%,58.7%,82.4%,54.0%,70.7%,30,76.7%,34.2%,41,34.1%,51.9%,1.17,11:49
,Florian Mayer,GER,2,463,86.1%,29.7%,13,5.7%,4,1.7%,72.6%,73.1%,46.0%,65.7%,9,44.4%,40.3%,23,47.8%,52.9%,1.17,4:04
,Nicolas Kiefer,GER,3,708,90.4%,18.4%,23,6.6%,8,2.3%,58.9%,76.7%,55.6%,68.0%,21,76.2%,37.2%,33,27.3%,52.4%,1.16,8:01
,Hyung Taik Lee,KOR,3,652,92.3%,19.2%,9,2.8%,4,1.3%,72.8%,73.0%,59.8%,69.4%,15,73.3%,35.5%,26,38.5%,52.1%,1.16,6:13
LL,Frank Dancevic,CAN,2,399,81.3%,21.9%,37,20.7%,9,5.0%,60.3%,78.7%,47.9%,66.5%,16,62.5%,38.6%,25,28.0%,51.1%,1.15,3:44
