Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,1,(1)Roger Federer[SUI] [yr|ev],d.,2,(2)Rafael Nadal[ESP] [yr|ev],7-6(7) 4-6 7-6(3) 2-6 6-2,1.11,15.4%,71.2%,71.2%,62.2%,7/11,0.6%,70.7%,68.6%,57.1%,5/8,3:45,1
SF,1,(1)Roger Federer[SUI] [yr|ev],d.,14,(12)Richard Gasquet[FRA] [yr|ev],7-5 6-3 6-4,1.41,22.2%,71.1%,78.1%,65.4%,3/3,4.5%,62.9%,66.1%,60.6%,1/4,1:44,1
SF,2,(2)Rafael Nadal[ESP] [yr|ev],d.,5,(4)Novak Djokovic[SRB] [yr|ev],3-6 6-1 4-1 RET,1.39,7.3%,58.2%,78.1%,56.5%,1/2,9.1%,64.9%,66.0%,40.7%,6/10,1:41,1
QF,1,(1)Roger Federer[SUI] [yr|ev],d.,18,(20)Juan Carlos Ferrero[ESP] [yr|ev],7-6(2) 3-6 6-1 6-3,1.43,13.3%,59.3%,80.6%,56.5%,5/7,2.5%,65.8%,68.4%,39.0%,3/8,2:16,1
QF,14,(12)Richard Gasquet[FRA] [yr|ev],d.,3,(3)Andy Roddick[USA] [yr|ev],4-6 4-6 7-6(2) 7-6(3) 8-6,1.12,12.8%,64.8%,77.6%,65.1%,7/10,12.9%,62.9%,80.4%,52.4%,4/6,3:34,7
QF,5,(4)Novak Djokovic[SRB] [yr|ev],d.,16,(10)Marcos Baghdatis[CYP] [yr|ev],7-6(4) 7-6(9) 6-7(3) 4-6 7-5,1.13,6.4%,69.7%,72.5%,52.6%,3/8,2.7%,50.2%,72.6%,51.8%,12/17,5:00,1
QF,2,(2)Rafael Nadal[ESP] [yr|ev],d.,11,(7)Tomas Berdych[CZE] [yr|ev],7-6(1) 6-4 6-2,1.49,6.5%,77.4%,70.8%,76.2%,4/5,12.1%,58.2%,67.9%,44.7%,5/9,2:07,1
R16,1,(1)Roger Federer[SUI] [yr|ev],d.,10,(13)Tommy Haas[GER] [yr|ev],W/O,,,,,,,,,,,,,1
R16,18,(20)Juan Carlos Ferrero[ESP] [yr|ev],d.,64,Janko Tipsarevic[SRB] [yr|ev],7-5 6-3 7-6(5),1.14,14.1%,62.6%,79.0%,62.2%,3/4,16.1%,58.6%,76.5%,58.3%,1/4,1:52,1
R16,3,(3)Andy Roddick[USA] [yr|ev],d.,39,Paul Henri Mathieu[FRA] [yr|ev],6-2 7-5 7-6(6),1.29,21.1%,73.3%,83.3%,45.8%,0/1,2.2%,61.1%,67.3%,62.9%,4/8,1:50,1
R16,14,(12)Richard Gasquet[FRA] [yr|ev],d.,110,(WC)Jo-Wilfried Tsonga[FRA] [yr|ev],6-4 6-3 6-4,1.76,4.0%,60.0%,80.0%,66.7%,2/4,10.9%,63.0%,67.2%,35.3%,1/6,1:42,7
R16,16,(10)Marcos Baghdatis[CYP] [yr|ev],d.,4,(6)Nikolay Davydenko[RUS] [yr|ev],7-6(5) 7-6(5) 6-3,1.12,4.0%,57.0%,80.7%,37.2%,4/8,4.4%,68.1%,58.4%,55.6%,4/10,2:09,8
R16,5,(4)Novak Djokovic[SRB] [yr|ev],d.,19,(16)Lleyton Hewitt[AUS] [yr|ev],7-6(8) 7-6(2) 4-6 7-6(5),1.05,9.8%,71.8%,73.6%,44.9%,8/12,4.5%,51.0%,73.8%,53.2%,5/8,4:12,1
R16,11,(7)Tomas Berdych[CZE] [yr|ev],d.,35,(19)Jonas Bjorkman[SWE] [yr|ev],6-4 6-0 6-7(6) 6-0,1.55,14.9%,56.4%,84.2%,56.8%,3/3,5.0%,67.2%,67.5%,35.9%,11/18,2:21,4
R16,2,(2)Rafael Nadal[ESP] [yr|ev],d.,13,(14)Mikhail Youzhny[RUS] [yr|ev],4-6 3-6 6-1 6-2 6-2,1.45,9.6%,73.0%,76.2%,61.3%,2/4,4.3%,63.3%,70.5%,41.2%,4/10,3:05,1
R32,1,(1)Roger Federer[SUI] [yr|ev],d.,24,(26)Marat Safin[RUS] [yr|ev],6-1 6-4 7-6(4),1.54,14.0%,65.1%,87.5%,50.0%,0/1,5.6%,59.6%,73.6%,41.7%,7/11,1:39,1
R32,10,(13)Tommy Haas[GER] [yr|ev],d.,23,(21)Dmitry Tursunov[RUS] [yr|ev],1-6 6-4 7-6(5) 6-4,0.96,5.6%,68.0%,67.1%,45.0%,10/15,9.8%,57.9%,72.7%,46.4%,4/9,2:52,2
R32,18,(20)Juan Carlos Ferrero[ESP] [yr|ev],d.,9,(9)James Blake[USA] [yr|ev],3-6 6-3 6-3 7-6(4),1.41,7.8%,74.8%,76.6%,61.5%,1/4,7.2%,60.0%,74.7%,42.0%,7/12,2:08,1
R32,64,Janko Tipsarevic[SRB] [yr|ev],d.,6,(5)Fernando Gonzalez[CHI] [yr|ev],6-3 3-6 6-3 4-6 8-6,1.13,8.4%,59.1%,74.7%,55.6%,7/11,13.5%,60.0%,72.0%,48.4%,6/11,3:35,8
R32,3,(3)Andy Roddick[USA] [yr|ev],d.,41,Fernando Verdasco[ESP] [yr|ev],6-3 6-4 7-6(2),0.96,10.9%,66.4%,74.0%,59.5%,5/6,16.0%,77.8%,76.2%,50.0%,4/7,1:53,1
R32,39,Paul Henri Mathieu[FRA] [yr|ev],d.,12,(15)Ivan Ljubicic[CRO] [yr|ev],4-6 7-5 6-2 6-3,1.31,4.9%,61.5%,80.0%,53.2%,10/11,9.5%,62.2%,69.6%,44.6%,6/10,3:02,12
R32,14,(12)Richard Gasquet[FRA] [yr|ev],d.,109,(Q)Edouard Roger-Vasselin[FRA] [yr|ev],6-3 6-4 6-2,1.70,9.1%,67.5%,80.8%,68.0%,2/2,8.2%,68.5%,76.0%,26.1%,1/5,1:28,7
R32,110,(WC)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,78,Feliciano Lopez[ESP] [yr|ev],6-3 7-6(4) 6-3,1.35,16.7%,67.7%,81.5%,67.7%,3/3,2.5%,56.8%,76.1%,60.0%,5/7,1:48,5
R32,4,(6)Nikolay Davydenko[RUS] [yr|ev],d.,73,Gael Monfils[FRA] [yr|ev],6-3 7-5 6-3,1.37,1.2%,67.9%,75.4%,55.6%,3/5,13.0%,50.0%,71.7%,43.5%,1/7,1:46,3
R32,16,(10)Marcos Baghdatis[CYP] [yr|ev],d.,25,(23)David Nalbandian[ARG] [yr|ev],6-2 7-5 6-0,2.11,6.6%,48.7%,89.2%,64.1%,1/1,3.5%,52.3%,60.0%,39.0%,4/10,1:41,8
R32,19,(16)Lleyton Hewitt[AUS] [yr|ev],d.,17,(22)Guillermo Canas[ARG] [yr|ev],6-4 3-6 6-3 6-4,1.13,6.7%,55.5%,66.7%,64.2%,4/7,15.0%,58.4%,68.2%,51.1%,6/11,2:43,1
R32,5,(4)Novak Djokovic[SRB] [yr|ev],d.,,Nicolas Kiefer[GER] [yr|ev],7-6(4) 6-7(6) 6-2 7-6(5),1.36,7.7%,64.1%,81.3%,60.8%,2/3,5.5%,62.2%,72.5%,51.6%,9/12,3:39,1
R32,11,(7)Tomas Berdych[CZE] [yr|ev],d.,51,Hyung Taik Lee[KOR] [yr|ev],6-4 7-6(2) 7-6(3),1.39,14.9%,60.4%,88.5%,52.5%,1/2,1.9%,67.0%,73.2%,45.7%,1/3,2:07,4
