Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Q,Dick Norman,BEL,2,525,80.5%,11.9%,22,8.0%,19,6.9%,59.6%,68.9%,54.1%,62.9%,24,66.7%,32.8%,9,55.6%,48.6%,0.88,5:45
,Jonas Bjorkman,SWE,1,195,56.3%,25.0%,5,5.3%,4,4.3%,57.4%,57.4%,50.0%,54.3%,14,50.0%,39.6%,7,57.1%,46.7%,0.87,2:02
,Davide Sanguinetti,ITA,1,248,52.6%,35.0%,13,11.6%,3,2.7%,48.2%,72.2%,31.0%,50.9%,12,25.0%,42.6%,20,35.0%,46.4%,0.87,2:22
Q,Edwin Kempes,NED,1,323,75.0%,16.0%,9,5.4%,8,4.8%,49.1%,73.2%,49.4%,61.1%,18,66.7%,34.0%,9,44.4%,48.0%,0.87,3:22
WC,Brian Vahaly,USA,1,309,57.1%,28.6%,5,3.2%,10,6.5%,67.5%,57.7%,42.0%,52.6%,13,30.8%,41.3%,15,40.0%,46.9%,0.87,3:07
,Wayne Arthurs,AUS,1,279,95.7%,4.5%,35,24.5%,9,6.3%,58.0%,83.1%,55.0%,71.3%,4,75.0%,25.0%,4,25.0%,48.7%,0.87,2:47
WC,Matias Boeker,USA,1,188,71.4%,6.7%,7,8.8%,4,5.0%,57.5%,71.7%,50.0%,62.5%,6,33.3%,32.4%,10,10.0%,45.2%,0.86,1:51
,Hyung Taik Lee,KOR,1,246,75.0%,15.0%,5,4.1%,2,1.6%,65.9%,66.7%,59.5%,64.2%,9,44.4%,30.9%,7,42.9%,47.6%,0.86,2:44
Q,Ivo Heuberger,SUI,2,516,63.2%,20.0%,22,8.2%,9,3.4%,51.1%,65.0%,43.5%,54.5%,34,58.8%,39.1%,19,42.1%,47.1%,0.86,6:19
,Alberto Martin,ESP,2,417,57.6%,31.4%,7,3.4%,12,5.8%,67.3%,61.4%,41.2%,54.8%,29,51.7%,38.8%,19,57.9%,46.8%,0.86,4:29
,Julien Boutter,FRA,1,206,66.7%,6.3%,13,13.8%,5,5.3%,61.7%,67.2%,52.8%,61.7%,6,0.0%,33.0%,5,20.0%,46.1%,0.86,2:18
Q,Igor Kunitsyn,RUS,1,282,60.0%,23.8%,6,4.0%,9,6.0%,46.3%,59.4%,51.2%,55.0%,19,57.9%,37.6%,12,41.7%,46.8%,0.84,3:20
WC,Justin Gimelstob,USA,2,437,65.7%,17.6%,23,10.6%,14,6.5%,58.1%,70.6%,40.7%,58.1%,20,40.0%,35.0%,18,33.3%,46.5%,0.83,4:27
Q,Radoslav Lukaev,BUL,1,256,73.7%,22.2%,12,8.2%,9,6.2%,45.2%,75.8%,40.0%,56.2%,16,68.8%,36.4%,8,50.0%,47.7%,0.83,2:36
,Michael Chang,USA,2,456,60.6%,22.9%,9,3.9%,9,3.9%,53.3%,68.0%,43.0%,56.3%,27,51.9%,36.1%,20,40.0%,46.3%,0.83,4:53
,Attila Savolt,HUN,1,180,92.3%,0.0%,4,4.0%,1,1.0%,77.0%,66.2%,56.5%,64.0%,7,85.7%,30.0%,1,0.0%,48.9%,0.83,1:49
,Taylor Dent,USA,1,216,60.0%,30.0%,8,7.3%,8,7.3%,54.5%,60.0%,48.0%,54.5%,10,20.0%,37.7%,8,75.0%,46.3%,0.83,1:58
,Todd Martin,USA,1,202,66.7%,23.5%,7,6.8%,7,6.8%,69.9%,65.3%,35.5%,56.3%,9,33.3%,36.4%,9,44.4%,46.5%,0.83,2:10
,Luis Horna,PER,1,297,66.7%,28.6%,5,3.0%,10,6.0%,70.8%,60.5%,40.8%,54.8%,15,53.3%,37.2%,13,46.2%,47.1%,0.82,3:03
,Fabrice Santoro,FRA,1,308,82.6%,8.7%,9,5.2%,7,4.1%,55.8%,74.0%,48.7%,62.8%,12,66.7%,30.1%,2,100.0%,48.4%,0.81,3:14
WC,Jack Brasington,USA,1,173,60.0%,13.3%,3,3.8%,7,8.9%,51.9%,75.6%,36.8%,57.0%,11,45.5%,34.0%,6,33.3%,44.5%,0.79,1:33
,Richard Krajicek,NED,1,121,62.5%,0.0%,11,20.4%,6,11.1%,59.3%,68.8%,36.4%,55.6%,7,57.1%,34.3%,4,0.0%,43.8%,0.77,1:09
,Stefan Koubek,AUT,1,232,70.0%,15.0%,4,3.4%,3,2.6%,76.7%,56.2%,66.7%,58.6%,9,33.3%,31.9%,7,42.9%,45.3%,0.77,2:26
LL,Lars Burgsmuller,GER,1,200,50.0%,21.4%,5,5.4%,3,3.2%,47.3%,70.5%,32.7%,50.5%,12,41.7%,37.4%,7,42.9%,43.5%,0.76,1:58
,Andre Sa,BRA,1,233,76.5%,6.3%,6,4.8%,2,1.6%,56.3%,64.8%,50.9%,58.7%,12,66.7%,30.8%,10,10.0%,45.9%,0.75,2:18
,Andreas Vinciguerra,SWE,1,227,75.0%,12.5%,4,3.3%,4,3.3%,52.1%,68.3%,44.8%,57.0%,10,60.0%,32.1%,4,50.0%,45.4%,0.75,2:05
,Jerome Golmard,FRA,1,262,71.4%,14.3%,11,8.1%,11,8.1%,51.9%,70.0%,44.6%,57.8%,9,33.3%,31.5%,9,33.3%,45.0%,0.75,2:41
34,Jarkko Nieminen,FIN,1,179,53.3%,20.0%,2,2.2%,5,5.6%,58.9%,58.5%,37.8%,50.0%,12,41.7%,37.1%,8,37.5%,43.6%,0.74,1:47
,Felix Mantilla,ESP,1,192,42.9%,28.6%,1,1.1%,4,4.2%,56.8%,61.1%,26.8%,46.3%,13,38.5%,39.2%,10,40.0%,42.7%,0.73,2:08
,Jiri Vanek,CZE,1,221,63.2%,15.8%,5,4.3%,1,0.9%,50.9%,62.7%,50.9%,56.9%,15,53.3%,31.4%,3,100.0%,44.8%,0.73,2:06
,Alex Kim,USA,1,217,72.2%,15.0%,0,0.0%,2,1.9%,66.7%,65.7%,51.4%,61.0%,12,58.3%,27.7%,9,33.3%,43.8%,0.71,2:12
,Jeff Morrison,USA,1,274,80.0%,0.0%,21,14.4%,8,5.5%,64.4%,72.3%,44.2%,62.3%,16,75.0%,26.6%,4,0.0%,45.6%,0.71,2:33
,Magnus Norman,SWE,1,236,77.8%,5.6%,16,11.9%,3,2.2%,60.7%,65.9%,49.1%,59.3%,14,71.4%,27.7%,3,33.3%,45.8%,0.68,2:49
,Marc Rosset,SUI,1,206,68.8%,5.9%,14,13.0%,14,13.0%,57.4%,74.2%,39.1%,59.3%,12,58.3%,27.6%,6,16.7%,44.2%,0.68,2:02
,Jan Vacek,CZE,1,186,73.3%,6.3%,8,8.3%,4,4.2%,56.3%,77.8%,40.5%,61.5%,7,42.9%,25.6%,6,16.7%,44.1%,0.66,1:39
Q,Eric Taino,PHI,1,236,55.6%,11.1%,6,4.8%,3,2.4%,50.8%,47.6%,55.7%,51.6%,18,55.6%,31.3%,10,20.0%,41.9%,0.65,2:13
16,David Nalbandian,ARG,1,169,69.2%,0.0%,1,1.2%,2,2.3%,57.0%,69.4%,45.9%,59.3%,12,66.7%,26.5%,1,0.0%,43.2%,0.65,1:43
,Albert Montanes,ESP,1,170,50.0%,14.3%,0,0.0%,2,2.2%,54.8%,64.7%,35.7%,51.6%,13,46.2%,31.2%,3,66.7%,42.4%,0.64,1:39
,Andrea Gaudenzi,ITA,1,155,50.0%,16.7%,4,4.6%,10,11.5%,47.1%,65.9%,34.8%,49.4%,17,64.7%,32.4%,6,33.3%,41.9%,0.64,1:36
,Albert Portas,ESP,1,158,69.2%,0.0%,13,17.1%,5,6.6%,53.9%,75.6%,40.0%,59.2%,7,42.9%,25.6%,1,0.0%,41.8%,0.63,1:34
,Nicolas Coutelot,FRA,1,188,61.5%,0.0%,2,2.0%,3,3.0%,55.6%,60.0%,43.2%,52.5%,14,64.3%,29.2%,11,0.0%,41.5%,0.62,2:03
,Robby Ginepri,USA,1,159,69.2%,0.0%,7,8.6%,5,6.2%,65.4%,71.7%,39.3%,60.5%,8,50.0%,24.4%,3,0.0%,42.8%,0.62,1:25
Q,Bjorn Rehnquist,SWE,1,232,73.3%,12.5%,3,2.2%,8,5.9%,55.9%,61.8%,45.0%,54.4%,19,78.9%,28.1%,7,28.6%,43.5%,0.62,2:40
Q,Alexander Waske,GER,1,204,68.8%,12.5%,7,6.1%,10,8.8%,49.1%,73.2%,41.4%,57.0%,14,64.3%,25.6%,3,66.7%,43.1%,0.59,2:04
Q,Tuomas Ketola,FIN,1,141,20.0%,9.1%,2,2.7%,4,5.4%,54.1%,47.5%,32.4%,40.5%,14,42.9%,32.8%,5,20.0%,36.9%,0.55,1:27
,Olivier Rochus,BEL,1,151,53.8%,7.7%,0,0.0%,4,4.7%,45.9%,66.7%,34.8%,49.4%,15,60.0%,25.8%,1,100.0%,39.1%,0.51,1:22
Q,Martin Verkerk,NED,1,176,80.0%,6.3%,16,17.0%,7,7.4%,53.2%,78.0%,38.6%,59.6%,4,25.0%,20.7%,2,50.0%,41.5%,0.51,1:56
,Irakli Labadze,GEO,1,184,61.5%,7.1%,13,11.2%,6,5.2%,62.9%,64.4%,39.5%,55.2%,22,77.3%,22.1%,1,100.0%,42.9%,0.49,1:55
WC,Prakash Amritraj,IND,1,149,36.4%,0.0%,2,2.2%,4,4.4%,53.3%,50.0%,40.5%,45.6%,17,58.8%,22.0%,0,-,36.2%,0.40,1:26
,Jose Acasuso,ARG,1,115,36.4%,8.3%,4,7.0%,10,17.5%,40.4%,69.6%,23.5%,42.1%,7,0.0%,20.7%,2,50.0%,31.3%,0.36,1:01
,Julian Knowle,AUT,1,54,40.0%,0.0%,1,3.4%,3,10.3%,69.0%,45.0%,33.3%,41.4%,5,40.0%,20.0%,0,-,31.5%,0.34,0:39
,All Main Draw Players,,127.0,,77.4%,22.6%,,7.6%,,4.8%,57.8%,71.3%,50.4%,62.5%,,59.7%,37.5%,,40.3%,50.0%,1.00,
