Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,
F,7,(6)Marat Safin[RUS] [yr|ev],d.,4,(4)Pete Sampras[USA] [yr|ev],6-4 6-3 6-3,1.37,14.6%,48.8%,85.0%,61.9%,2/2,10.1%,63.3%,76.0%,41.4%,5/9,1:38
SF,4,(4)Pete Sampras[USA] [yr|ev],d.,9,(9)Lleyton Hewitt[AUS] [yr|ev],7-6(7) 6-4 7-6(5),1.18,15.3%,59.3%,82.9%,54.2%,4/5,18.5%,57.3%,74.6%,54.7%,8/10,2:36
SF,7,(6)Marat Safin[RUS] [yr|ev],d.,32,Todd Martin[USA] [yr|ev],6-3 7-6(4) 7-6(1),1.14,11.8%,53.8%,79.7%,49.1%,7/10,7.1%,58.6%,74.1%,41.5%,1/5,2:17
QF,9,(9)Lleyton Hewitt[AUS] [yr|ev],d.,37,Arnaud Clement[FRA] [yr|ev],6-2 6-4 6-3,1.49,22.5%,52.5%,81.0%,55.3%,3/4,3.5%,64.0%,56.4%,48.4%,4/10,1:52
QF,4,(4)Pete Sampras[USA] [yr|ev],d.,23,Richard Krajicek[NED] [yr|ev],4-6 7-6(6) 6-4 6-2,1.11,6.2%,68.5%,82.0%,43.9%,6/8,18.9%,60.4%,79.1%,47.7%,2/6,2:23
QF,7,(6)Marat Safin[RUS] [yr|ev],d.,14,(14)Nicolas Kiefer[GER] [yr|ev],7-5 4-6 7-6(5) 6-3,1.31,12.9%,58.1%,83.3%,51.9%,2/5,7.8%,51.8%,75.6%,45.0%,17/21,3:04
QF,32,Todd Martin[USA] [yr|ev],d.,91,Thomas Johansson[SWE] [yr|ev],6-4 6-4 3-6 7-5,1.00,15.4%,70.1%,75.6%,48.6%,3/5,19.2%,60.8%,79.5%,48.9%,4/8,2:31
R16,37,Arnaud Clement[FRA] [yr|ev],d.,35,Andrei Pavel[ROU] [yr|ev],3-6 6-2 6-1 7-6(5),1.38,5.0%,66.0%,74.2%,55.9%,1/5,5.8%,70.0%,61.9%,41.7%,13/20,2:22
R16,9,(9)Lleyton Hewitt[AUS] [yr|ev],d.,5,(7)Thomas Enqvist[SWE] [yr|ev],6-3 6-2 6-4,1.67,11.8%,63.2%,81.3%,60.7%,4/4,5.5%,67.1%,63.3%,41.7%,0/5,1:47
R16,4,(4)Pete Sampras[USA] [yr|ev],d.,182,(Q)Hyung Taik Lee[KOR] [yr|ev],7-6(4) 6-2 6-4,1.84,17.9%,58.3%,91.8%,62.9%,3/3,2.7%,60.0%,63.6%,61.4%,11/14,1:48
