Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
,Patrick Rafter,AUS,1,297,95.8%,16.7%,24,17.5%,5,3.6%,67.9%,83.9%,61.4%,76.6%,7,85.7%,33.8%,10,40.0%,53.5%,1.44,3:03
,Jason Stoltenberg,AUS,2,376,90.6%,29.0%,7,3.9%,6,3.4%,63.5%,79.6%,58.5%,71.9%,6,50.0%,37.9%,18,50.0%,54.0%,1.35,3:51
,Sebastien Grosjean,FRA,3,734,89.3%,32.7%,19,5.7%,6,1.8%,57.6%,78.2%,56.3%,69.0%,20,70.0%,41.4%,42,42.9%,54.0%,1.33,7:25
4,Pete Sampras,USA,7,1398,92.9%,16.2%,101,14.9%,35,5.2%,62.7%,84.7%,56.0%,74.0%,34,76.5%,34.5%,53,34.0%,53.6%,1.32,14:22
,Richard Krajicek,NED,5,1157,90.2%,23.7%,99,18.3%,24,4.4%,57.6%,81.1%,57.0%,70.8%,26,65.4%,37.7%,56,39.3%,53.2%,1.29,11:40
,Dominik Hrbaty,SVK,4,760,82.1%,37.9%,48,13.2%,14,3.9%,56.5%,75.1%,53.8%,65.8%,28,64.3%,43.8%,50,44.0%,54.3%,1.28,6:47
,Chris Woodruff,USA,2,276,75.0%,29.2%,9,7.4%,10,8.2%,58.2%,74.6%,56.9%,67.2%,8,25.0%,41.6%,15,46.7%,52.9%,1.27,2:44
,Sjeng Schalken,NED,3,512,90.2%,26.8%,35,13.9%,15,6.0%,56.0%,79.4%,55.9%,69.0%,15,73.3%,38.8%,22,50.0%,53.7%,1.26,5:31
,Thomas Johansson,SWE,5,1168,91.5%,15.1%,60,10.4%,19,3.3%,52.9%,81.0%,61.8%,71.9%,29,72.4%,35.0%,36,38.9%,53.3%,1.25,12:12
9,Lleyton Hewitt,AUS,6,1188,87.0%,31.2%,85,14.5%,23,3.9%,53.9%,77.9%,54.6%,67.2%,40,70.0%,41.0%,60,48.3%,54.0%,1.25,12:58
,Agustin Calleri,ARG,3,562,91.5%,21.3%,39,14.0%,12,4.3%,52.7%,84.4%,58.3%,72.0%,13,69.2%,34.6%,23,43.5%,53.2%,1.24,6:00
8,Alex Corretja,ESP,3,635,89.6%,25.5%,31,10.0%,8,2.6%,50.3%,76.3%,61.0%,68.7%,17,70.6%,38.8%,33,36.4%,53.4%,1.24,7:11
11,Tim Henman,GBR,3,643,89.1%,24.5%,17,5.3%,22,6.9%,58.3%,76.9%,57.1%,68.7%,17,64.7%,38.6%,32,40.6%,53.5%,1.23,6:43
,Max Mirnyi,BLR,3,717,91.2%,21.4%,52,14.5%,12,3.4%,60.6%,82.0%,55.3%,71.5%,17,70.6%,35.1%,28,42.9%,53.3%,1.23,7:45
7,Thomas Enqvist,SWE,4,733,85.2%,27.6%,39,11.0%,17,4.8%,56.2%,76.4%,55.5%,67.2%,20,55.0%,40.4%,48,33.3%,53.3%,1.23,7:16
15,Mark Philippoussis,AUS,2,366,82.1%,25.0%,30,17.8%,20,11.8%,49.1%,84.3%,47.7%,65.7%,14,64.3%,41.1%,24,29.2%,52.5%,1.20,3:57
6,Marat Safin,RUS,7,1698,87.4%,22.7%,115,13.7%,22,2.6%,51.3%,81.9%,54.1%,68.4%,54,68.5%,37.5%,84,35.7%,52.8%,1.19,17:44
,Andrei Pavel,ROU,4,692,82.5%,34.5%,29,8.4%,17,4.9%,61.7%,73.2%,56.8%,67.0%,30,66.7%,39.2%,30,66.7%,53.0%,1.19,6:55
,Todd Martin,USA,6,1428,90.6%,24.1%,81,11.8%,21,3.1%,64.0%,77.0%,49.0%,66.9%,38,73.7%,39.1%,76,34.2%,52.5%,1.18,15:08
,Roger Federer,SUI,3,729,88.3%,22.4%,44,11.8%,17,4.6%,57.6%,79.1%,54.4%,68.6%,24,70.8%,36.8%,22,59.1%,53.1%,1.17,6:57
1,Andre Agassi,USA,2,343,76.0%,30.8%,14,9.2%,6,3.9%,59.2%,71.1%,50.0%,62.5%,9,33.3%,43.5%,15,53.3%,51.9%,1.16,3:11
14,Nicolas Kiefer,GER,5,1136,85.1%,29.9%,46,8.2%,21,3.7%,56.2%,77.2%,51.2%,65.8%,57,77.2%,39.2%,60,43.3%,52.4%,1.15,12:45
,Peter Wessels,NED,1,278,87.5%,12.0%,15,11.7%,4,3.1%,63.3%,75.3%,63.8%,71.1%,5,40.0%,33.3%,8,37.5%,50.7%,1.15,2:32
,Hicham Arazi,MAR,3,813,84.1%,27.4%,28,7.2%,14,3.6%,56.9%,76.1%,48.8%,64.4%,31,67.7%,40.7%,39,43.6%,52.0%,1.14,9:11
,Jerome Golmard,FRA,3,510,72.1%,33.3%,23,8.8%,12,4.6%,57.7%,73.3%,51.8%,64.2%,17,29.4%,40.4%,27,51.9%,52.5%,1.13,5:34
10,Cedric Pioline,FRA,3,703,82.7%,24.1%,22,6.7%,19,5.8%,55.8%,78.7%,46.9%,64.6%,29,69.0%,39.5%,36,36.1%,51.2%,1.12,7:17
,Tommy Haas,GER,2,352,76.9%,37.0%,13,7.5%,12,6.9%,59.8%,70.2%,48.6%,61.5%,15,60.0%,43.3%,22,45.5%,52.3%,1.12,5:52
,Rainer Schuettler,GER,3,588,75.0%,32.7%,22,7.8%,9,3.2%,60.9%,73.1%,49.1%,63.7%,21,42.9%,40.7%,27,59.3%,51.7%,1.12,6:21
,Alexander Popp,GER,2,470,73.0%,25.0%,30,12.8%,21,9.0%,56.0%,76.3%,46.6%,63.2%,23,56.5%,40.7%,23,39.1%,51.9%,1.11,4:09
,Arnaud Clement,FRA,5,963,81.3%,28.9%,53,10.6%,14,2.8%,59.0%,72.2%,51.7%,63.8%,31,51.6%,39.7%,52,42.3%,52.2%,1.10,10:34
Q,Cyril Saulnier,FRA,2,347,75.9%,24.1%,19,11.3%,5,3.0%,56.0%,77.7%,50.0%,65.5%,15,53.3%,38.0%,12,58.3%,51.3%,1.10,4:00
,Gianluca Pozzi,ITA,2,426,85.7%,27.8%,15,7.0%,6,2.8%,47.0%,81.2%,53.5%,66.5%,16,68.8%,37.0%,23,43.5%,51.9%,1.10,4:57
,Julien Boutter,FRA,2,405,72.4%,36.7%,36,18.8%,15,7.8%,59.4%,74.6%,44.9%,62.5%,15,46.7%,41.3%,23,47.8%,51.4%,1.10,3:59
,Byron Black,ZIM,2,479,81.1%,24.3%,6,2.6%,7,3.1%,59.9%,65.4%,61.5%,63.9%,16,56.3%,39.3%,21,42.9%,50.9%,1.09,4:24
Q,Hyung Taik Lee,KOR,4,919,81.4%,23.5%,25,5.7%,16,3.6%,56.1%,71.8%,55.2%,64.5%,38,65.8%,38.2%,54,29.6%,50.8%,1.07,9:01
,Jan Michael Gambill,USA,3,775,90.3%,18.0%,73,18.4%,22,5.6%,52.5%,80.3%,51.6%,66.7%,25,76.0%,35.4%,29,37.9%,51.4%,1.06,8:38
Q,Xavier Malisse,BEL,2,475,78.4%,28.9%,15,6.6%,5,2.2%,58.1%,71.4%,50.0%,62.4%,16,50.0%,39.8%,26,42.3%,50.7%,1.06,5:13
3,Magnus Norman,SWE,4,1019,79.7%,20.0%,29,5.9%,18,3.6%,64.6%,70.5%,53.7%,64.6%,38,60.5%,37.5%,56,26.8%,50.6%,1.06,11:28
