Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,2,(2)Novak Djokovic[SRB] [yr|ev],d.,1,(1)Rafael Nadal[ESP] [yr|ev],6-4 6-1 1-6 6-3,1.16,7.4%,72.6%,72.5%,53.8%,3/6,6.1%,78.0%,67.2%,44.4%,1/6,2:28,1
SF,1,(1)Rafael Nadal[ESP] [yr|ev],d.,4,(4)Andy Murray[GBR] [yr|ev],5-7 6-2 6-2 6-4,1.42,5.8%,68.0%,81.4%,57.6%,3/4,13.3%,58.4%,72.7%,48.9%,3/8,2:59,1
SF,2,(2)Novak Djokovic[SRB] [yr|ev],d.,19,(12)Jo-Wilfried Tsonga[FRA] [yr|ev],7-6(4) 6-2 6-7(9) 6-3,1.51,4.2%,65.8%,77.2%,68.3%,2/5,9.0%,67.7%,67.8%,46.5%,6/12,3:07,1
QF,1,(1)Rafael Nadal[ESP] [yr|ev],d.,9,(10)Mardy Fish[USA] [yr|ev],6-3 6-3 5-7 6-4,1.45,4.8%,67.6%,77.5%,58.8%,4/7,9.8%,52.8%,75.4%,39.7%,6/12,2:53,1
QF,4,(4)Andy Murray[GBR] [yr|ev],d.,44,Feliciano Lopez[ESP] [yr|ev],6-3 6-4 6-4,1.67,15.5%,56.0%,85.1%,64.9%,2/2,7.1%,64.3%,76.2%,31.4%,7/10,2:01,1
QF,19,(12)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,3,(3)Roger Federer[SUI] [yr|ev],3-6 6-7(3) 6-4 6-4 6-4,0.83,12.4%,70.3%,72.5%,67.4%,0/1,12.4%,75.2%,77.7%,70.6%,6/9,3:08,5
QF,2,(2)Novak Djokovic[SRB] [yr|ev],d.,158,(Q)Bernard Tomic[AUS] [yr|ev],6-2 3-6 6-3 7-5,1.25,12.8%,63.3%,78.3%,45.0%,2/5,4.9%,65.3%,62.8%,48.0%,9/15,2:41,1
R16,1,(1)Rafael Nadal[ESP] [yr|ev],d.,21,(24)Juan Martin del Potro[ARG] [yr|ev],7-6(6) 3-6 7-6(4) 6-4,1.14,10.1%,72.9%,78.7%,54.3%,2/3,7.7%,70.4%,76.0%,50.0%,4/5,3:52,1
R16,9,(10)Mardy Fish[USA] [yr|ev],d.,7,(6)Tomas Berdych[CZE] [yr|ev],7-6(5) 6-4 6-4,1.42,24.7%,62.4%,91.4%,51.4%,2/2,6.4%,56.4%,74.2%,56.3%,5/7,2:22,7
R16,4,(4)Andy Murray[GBR] [yr|ev],d.,13,(17)Richard Gasquet[FRA] [yr|ev],7-6(3) 6-3 6-2,1.28,15.1%,60.2%,80.4%,59.5%,2/2,2.4%,73.8%,69.4%,50.0%,2/5,2:04,1
