Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,2,(2)Novak Djokovic[SRB] [yr|ev],d.,3,(3)Daniil Medvedev[RUS] [yr|ev],6-3 7-6(5) 6-3,1.30,3.7%,54.1%,81.4%,54.0%,2/3,5.7%,65.1%,71.0%,37.8%,3/6,3:17,1
SF,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,1,(1)Carlos Alcaraz[ESP] [yr|ev],7-6(3) 6-1 3-6 6-3,1.28,7.0%,64.3%,81.9%,50.0%,8/9,0.0%,69.9%,68.8%,47.5%,4/7,3:19,1
SF,2,(2)Novak Djokovic[SRB] [yr|ev],d.,47,Ben Shelton[USA] [yr|ev],6-3 6-2 7-6(4),1.36,5.1%,67.7%,83.6%,34.4%,4/6,4.9%,70.6%,59.7%,46.7%,9/14,2:41,1
QF,1,(1)Carlos Alcaraz[ESP] [yr|ev],d.,12,(12)Alexander Zverev[GER] [yr|ev],6-3 6-2 6-4,1.30,3.1%,56.7%,76.4%,57.1%,5/5,7.8%,67.5%,73.1%,28.0%,0/4,2:30,1
QF,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,8,(8)Andrey Rublev[RUS] [yr|ev],6-4 6-3 6-4,1.09,8.0%,55.0%,74.5%,28.9%,8/13,4.1%,60.2%,64.4%,28.2%,10/19,2:48,1
QF,47,Ben Shelton[USA] [yr|ev],d.,10,(10)Frances Tiafoe[USA] [yr|ev],6-2 3-6 7-6(7) 6-2,1.24,13.0%,59.3%,76.6%,50.0%,2/6,5.7%,55.7%,63.2%,50.0%,8/15,3:07,12
QF,2,(2)Novak Djokovic[SRB] [yr|ev],d.,9,(9)Taylor Fritz[USA] [yr|ev],6-1 6-4 6-4,1.30,7.4%,60.6%,68.4%,56.8%,10/12,9.0%,55.1%,73.5%,27.5%,3/9,2:35,1
R16,1,(1)Carlos Alcaraz[ESP] [yr|ev],d.,61,Matteo Arnaldi[ITA] [yr|ev],6-3 6-3 6-4,1.53,2.7%,66.2%,77.6%,60.0%,0/1,4.4%,63.3%,64.9%,42.4%,7/12,1:57,1
R16,12,(12)Alexander Zverev[GER] [yr|ev],d.,6,(6)Jannik Sinner[ITA] [yr|ev],6-4 3-6 6-2 4-6 6-3,1.10,9.9%,69.8%,69.9%,49.0%,8/12,7.5%,53.8%,68.6%,50.0%,8/14,4:41,2
R16,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,13,(13)Alex De Minaur[AUS] [yr|ev],2-6 6-4 6-1 6-2,1.22,10.6%,64.4%,80.6%,40.5%,4/6,1.1%,54.7%,69.2%,46.5%,5/10,2:40,1
R16,8,(8)Andrey Rublev[RUS] [yr|ev],d.,123,Jack Draper[GBR] [yr|ev],6-3 3-6 6-3 6-4,1.82,14.7%,66.3%,84.1%,65.6%,2/4,14.0%,56.6%,78.1%,35.7%,13/17,2:45,5
R16,10,(10)Frances Tiafoe[USA] [yr|ev],d.,110,(WC)Rinky Hijikata[AUS] [yr|ev],6-4 6-1 6-4,1.69,23.1%,55.4%,83.3%,55.2%,1/3,0.0%,49.4%,56.8%,44.4%,7/14,2:00,10
R16,47,Ben Shelton[USA] [yr|ev],d.,14,(14)Tommy Paul[USA] [yr|ev],6-4 6-3 4-6 6-4,1.08,13.0%,67.5%,74.7%,47.5%,11/14,5.6%,59.3%,76.6%,43.2%,2/8,2:49,12
R16,9,(9)Taylor Fritz[USA] [yr|ev],d.,128,(Q)Dominic Stricker[SUI] [yr|ev],7-6(2) 6-4 6-4,1.21,17.3%,55.1%,83.3%,54.5%,3/4,14.1%,53.3%,81.6%,44.2%,1/4,2:13,4
R16,2,(2)Novak Djokovic[SRB] [yr|ev],d.,105,(Q)Borna Gojo[CRO] [yr|ev],6-2 7-5 6-4,1.85,15.8%,67.1%,88.2%,52.0%,0/1,12.3%,64.0%,65.8%,39.0%,8/13,2:26,1
R32,1,(1)Carlos Alcaraz[ESP] [yr|ev],d.,28,(26)Daniel Evans[GBR] [yr|ev],6-2 6-3 4-6 6-3,1.50,5.7%,56.6%,73.3%,69.6%,5/7,6.1%,58.3%,68.8%,41.8%,11/17,3:11,1
R32,61,Matteo Arnaldi[ITA] [yr|ev],d.,16,(16)Cameron Norrie[GBR] [yr|ev],6-3 6-4 6-3,1.35,5.4%,65.2%,68.3%,62.5%,4/5,3.9%,67.5%,59.6%,44.0%,1/6,1:57,29
R32,12,(12)Alexander Zverev[GER] [yr|ev],d.,19,(19)Grigor Dimitrov[BUL] [yr|ev],6-7(2) 7-6(8) 6-1 6-1,1.37,12.3%,69.7%,70.6%,70.3%,3/5,5.2%,58.2%,60.3%,58.9%,9/16,3:42,2
R32,6,(6)Jannik Sinner[ITA] [yr|ev],d.,49,Stan Wawrinka[SUI] [yr|ev],6-3 2-6 6-4 6-2,1.11,9.7%,58.9%,72.6%,45.1%,9/12,7.5%,49.5%,60.4%,53.7%,8/13,2:58,1
R32,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,32,Sebastian Baez[ARG] [yr|ev],6-2 6-2 7-6(6),1.25,10.0%,61.7%,71.6%,41.3%,10/12,0.0%,66.3%,56.1%,37.9%,3/9,2:40,1
R32,13,(13)Alex De Minaur[AUS] [yr|ev],d.,25,(23)Nicolas Jarry[CHI] [yr|ev],6-1 6-3 6-2,1.89,2.9%,49.3%,85.3%,62.9%,1/1,5.6%,62.0%,63.6%,29.6%,3/9,1:45,6
R32,123,Jack Draper[GBR] [yr|ev],d.,89,(WC)Michael Mmoh[USA] [yr|ev],6-4 6-2 3-6 6-3,1.23,11.7%,57.7%,85.9%,42.6%,4/6,8.7%,63.5%,76.7%,31.0%,4/9,3:04,6
R32,8,(8)Andrey Rublev[RUS] [yr|ev],d.,73,Arthur Rinderknech[FRA] [yr|ev],3-6 6-3 6-1 7-5,1.36,9.7%,52.4%,79.6%,59.2%,3/5,13.3%,66.7%,68.8%,40.0%,5/11,2:34,5
R32,110,(WC)Rinky Hijikata[AUS] [yr|ev],d.,67,Zhizhen Zhang[CHN] [yr|ev],6-3 6-3 4-6 6-3,1.17,10.8%,58.3%,71.4%,46.0%,4/8,7.5%,58.6%,61.5%,43.6%,12/19,3:10,62
R32,10,(10)Frances Tiafoe[USA] [yr|ev],d.,35,(22)Adrian Mannarino[FRA] [yr|ev],4-6 6-2 6-3 7-6(6),1.39,12.9%,53.4%,83.9%,53.7%,1/4,9.3%,62.8%,63.0%,50.0%,10/15,2:55,10
R32,14,(14)Tommy Paul[USA] [yr|ev],d.,21,(21)Alejandro Davidovich Fokina[ESP] [yr|ev],6-1 6-0 3-6 6-3,1.31,13.6%,57.3%,81.0%,42.6%,5/6,3.4%,61.4%,59.3%,44.1%,2/8,2:19,9
R32,47,Ben Shelton[USA] [yr|ev],d.,77,Aslan Karatsev[RUS] [yr|ev],6-4 3-6 6-2 6-0,1.64,30.6%,67.1%,86.0%,53.6%,1/2,1.9%,51.9%,74.5%,43.1%,4/10,2:18,12
R32,128,(Q)Dominic Stricker[SUI] [yr|ev],d.,108,(WC)Benjamin Bonzi[FRA] [yr|ev],2-6 7-5 7-6(4) 3-6 6-2,0.94,8.7%,50.9%,69.5%,48.1%,8/15,7.0%,53.5%,69.7%,51.5%,2/9,3:27,88
R32,9,(9)Taylor Fritz[USA] [yr|ev],d.,206,(Q)Jakub Mensik[CZE] [yr|ev],6-1 6-2 6-0,2.74,17.2%,56.9%,90.9%,60.0%,0/0,1.8%,56.1%,46.9%,28.0%,2/9,1:30,4
R32,105,(Q)Borna Gojo[CRO] [yr|ev],d.,437,Jiri Vesely[CZE] [yr|ev],6-4 6-3 6-2,2.67,17.6%,77.9%,90.6%,60.0%,0/0,8.4%,56.8%,68.5%,41.5%,7/11,2:06,72
R32,2,(2)Novak Djokovic[SRB] [yr|ev],d.,38,(32)Laslo Djere[SRB] [yr|ev],4-6 4-6 6-1 6-1 6-3,1.34,9.4%,65.4%,77.1%,54.5%,8/11,5.6%,69.9%,66.0%,41.9%,7/14,3:45,1
R64,1,(1)Carlos Alcaraz[ESP] [yr|ev],d.,177,Lloyd Harris[RSA] [yr|ev],6-3 6-1 7-6(4),1.29,3.8%,64.4%,68.7%,62.2%,9/10,6.5%,68.5%,68.3%,31.0%,5/10,2:28,1
R64,28,(26)Daniel Evans[GBR] [yr|ev],d.,65,Botic Van De Zandschulp[NED] [yr|ev],1-6 6-1 6-3 6-3,1.48,5.4%,53.8%,80.0%,60.5%,4/6,5.6%,57.0%,67.2%,43.5%,8/13,2:41,21
R64,61,Matteo Arnaldi[ITA] [yr|ev],d.,48,Arthur Fils[FRA] [yr|ev],3-6 7-5 7-6(5) 5-7 6-4,1.05,4.9%,63.6%,69.9%,57.6%,5/9,7.3%,62.1%,76.4%,43.3%,7/11,3:55,29
R64,16,(16)Cameron Norrie[GBR] [yr|ev],d.,237,(Q)Yu Hsiou Hsu[TPE] [yr|ev],7-5 6-4 6-4,1.20,14.2%,66.0%,68.6%,58.3%,15/18,4.9%,72.8%,61.3%,50.0%,7/13,2:28,8
R64,12,(12)Alexander Zverev[GER] [yr|ev],d.,53,Daniel Altmaier[GER] [yr|ev],7-6(1) 3-6 6-4 6-3,1.29,6.1%,69.3%,69.6%,54.3%,3/8,3.3%,64.7%,60.6%,44.4%,20/26,3:43,2
R64,19,(19)Grigor Dimitrov[BUL] [yr|ev],d.,37,Andy Murray[GBR] [yr|ev],6-3 6-4 6-1,1.31,6.1%,60.6%,66.7%,51.3%,7/9,2.3%,57.5%,60.0%,32.4%,7/14,2:46,3
R64,49,Stan Wawrinka[SUI] [yr|ev],d.,34,(30)Tomas Martin Etcheverry[ARG] [yr|ev],7-6(6) 6-7(7) 6-3 6-2,1.24,12.4%,48.9%,79.1%,55.7%,7/9,11.3%,63.4%,64.4%,50.0%,6/11,3:39,3
R64,6,(6)Jannik Sinner[ITA] [yr|ev],d.,39,Lorenzo Sonego[ITA] [yr|ev],6-4 6-2 6-4,2.60,6.1%,54.5%,88.9%,80.0%,0/0,4.5%,64.0%,63.2%,56.3%,4/8,2:05,1
R64,3,(3)Daniil Medvedev[RUS] [yr|ev],d.,69,Christopher Oconnell[AUS] [yr|ev],6-2 6-2 6-7(6) 6-2,1.48,11.0%,54.1%,81.4%,54.0%,3/5,2.3%,61.4%,58.0%,47.1%,12/20,3:04,1
R64,32,Sebastian Baez[ARG] [yr|ev],d.,168,(Q)Felipe Meligeni Alves[BRA] [yr|ev],6-7(7) 6-4 6-4 RET,1.07,3.5%,75.7%,66.7%,64.3%,11/13,3.8%,61.0%,70.3%,53.7%,4/8,2:31,18
R64,25,(23)Nicolas Jarry[CHI] [yr|ev],d.,127,(WC)Alex Michelsen[USA] [yr|ev],4-6 6-3 6-3 6-3,1.44,10.9%,67.3%,74.3%,61.1%,6/9,5.5%,74.3%,58.0%,53.6%,5/11,2:47,16
R64,13,(13)Alex De Minaur[AUS] [yr|ev],d.,86,Yibing Wu[CHN] [yr|ev],6-1 6-2 6-1,2.16,3.3%,47.5%,82.8%,68.8%,1/1,1.3%,50.6%,50.0%,43.6%,11/18,1:27,6
R64,89,(WC)Michael Mmoh[USA] [yr|ev],d.,157,(WC)John Isner[USA] [yr|ev],3-6 4-6 7-6(3) 6-4 7-6(7),0.96,11.9%,71.9%,79.1%,62.2%,3/5,29.6%,68.5%,86.5%,51.0%,3/4,3:57,81
R64,123,Jack Draper[GBR] [yr|ev],d.,17,(17)Hubert Hurkacz[POL] [yr|ev],6-2 6-4 7-5,1.52,4.6%,58.6%,76.5%,63.9%,2/3,7.8%,56.3%,67.2%,42.2%,6/11,2:12,6
R64,73,Arthur Rinderknech[FRA] [yr|ev],d.,36,Matteo Berrettini[ITA] [yr|ev],6-4 5-3 RET,1.40,10.9%,75.0%,83.3%,31.3%,1/1,10.4%,62.3%,66.7%,44.8%,8/10,1:48,42
R64,8,(8)Andrey Rublev[RUS] [yr|ev],d.,162,Gael Monfils[FRA] [yr|ev],6-4 6-3 3-6 6-1,1.43,3.1%,62.5%,75.0%,58.3%,2/5,7.1%,49.1%,70.9%,40.4%,8/14,2:20,5
R64,67,Zhizhen Zhang[CHN] [yr|ev],d.,5,(5)Casper Ruud[NOR] [yr|ev],6-4 5-7 6-2 0-6 6-2,1.21,15.1%,65.5%,74.4%,56.1%,1/5,4.8%,64.1%,69.9%,46.2%,12/17,3:19,31
R64,110,(WC)Rinky Hijikata[AUS] [yr|ev],d.,57,Marton Fucsovics[HUN] [yr|ev],6-1 6-2 6-1,1.69,2.5%,57.0%,82.2%,47.1%,2/2,2.8%,55.6%,60.0%,25.0%,4/11,1:59,62
R64,35,(22)Adrian Mannarino[FRA] [yr|ev],d.,92,Fabian Marozsan[HUN] [yr|ev],3-6 6-3 6-4 6-1,1.23,9.6%,59.6%,72.6%,52.4%,5/8,9.1%,62.7%,69.6%,34.1%,7/14,2:13,17
R64,10,(10)Frances Tiafoe[USA] [yr|ev],d.,58,Sebastian Ofner[AUT] [yr|ev],6-3 6-1 6-4,1.96,7.0%,56.3%,87.5%,64.5%,1/1,7.4%,61.8%,64.3%,42.3%,1/6,1:32,10
