Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,16,(14)Marin Cilic[CRO] [yr|ev],d.,11,(10)Kei Nishikori[JPN] [yr|ev],6-3 6-3 6-3,1.47,20.9%,52.3%,80.0%,61.0%,8/9,2.7%,52.0%,56.4%,58.3%,6/11,1:54,3
SF,11,(10)Kei Nishikori[JPN] [yr|ev],d.,1,(1)Novak Djokovic[SRB] [yr|ev],6-4 1-6 7-6(4) 6-3,0.94,4.0%,58.4%,67.1%,50.0%,9/13,13.4%,58.9%,80.3%,37.0%,2/7,2:52,4
SF,16,(14)Marin Cilic[CRO] [yr|ev],d.,3,(2)Roger Federer[SUI] [yr|ev],6-3 6-4 6-4,1.40,16.0%,55.6%,86.7%,55.6%,1/2,14.3%,61.9%,69.2%,50.0%,4/8,1:45,3
QF,1,(1)Novak Djokovic[SRB] [yr|ev],d.,9,(8)Andy Murray[GBR] [yr|ev],7-6(1) 6-7(1) 6-2 6-4,1.10,5.3%,63.2%,66.7%,51.8%,12/16,6.8%,56.4%,64.0%,48.3%,3/10,3:32,1
QF,11,(10)Kei Nishikori[JPN] [yr|ev],d.,4,(3)Stan Wawrinka[SUI] [yr|ev],3-6 7-5 7-6(7) 6-7(5) 6-4,0.94,1.6%,58.7%,75.9%,53.9%,8/10,10.3%,55.7%,83.5%,50.6%,7/10,4:15,4
QF,16,(14)Marin Cilic[CRO] [yr|ev],d.,7,(6)Tomas Berdych[CZE] [yr|ev],6-2 6-4 7-6(4),1.45,21.1%,63.3%,84.2%,45.5%,2/4,4.3%,50.0%,71.7%,41.3%,3/8,2:12,3
QF,3,(2)Roger Federer[SUI] [yr|ev],d.,24,(20)Gael Monfils[FRA] [yr|ev],4-6 3-6 6-4 7-5 6-2,1.24,3.3%,57.0%,75.6%,56.9%,10/15,3.8%,63.1%,65.7%,50.0%,7/13,3:20,1
R16,1,(1)Novak Djokovic[SRB] [yr|ev],d.,25,(22)Philipp Kohlschreiber[GER] [yr|ev],6-1 7-5 6-4,1.55,7.1%,64.7%,76.4%,70.0%,2/2,7.1%,51.8%,72.7%,46.3%,5/9,2:03,1
R16,9,(8)Andy Murray[GBR] [yr|ev],d.,10,(9)Jo-Wilfried Tsonga[FRA] [yr|ev],7-5 7-5 6-4,1.39,11.1%,49.5%,83.7%,58.0%,3/5,4.4%,59.3%,64.2%,52.2%,8/13,2:35,1
R16,4,(3)Stan Wawrinka[SUI] [yr|ev],d.,18,(16)Tommy Robredo[ESP] [yr|ev],7-5 4-6 7-6(7) 6-2,1.14,13.5%,54.9%,79.5%,58.3%,6/8,3.3%,64.2%,68.8%,60.5%,2/6,3:01,3
R16,11,(10)Kei Nishikori[JPN] [yr|ev],d.,6,(5)Milos Raonic[CAN] [yr|ev],4-6 7-6(4) 6-7(6) 7-5 6-4,1.16,4.9%,56.1%,73.9%,66.7%,5/9,18.2%,55.2%,82.1%,46.5%,14/19,4:19,4
R16,7,(6)Tomas Berdych[CZE] [yr|ev],d.,45,Dominic Thiem[AUT] [yr|ev],6-1 6-2 6-4,1.61,11.1%,56.8%,84.8%,57.1%,7/7,5.6%,54.9%,76.9%,31.3%,4/9,1:38,4
R16,16,(14)Marin Cilic[CRO] [yr|ev],d.,31,(26)Gilles Simon[FRA] [yr|ev],5-7 7-6(3) 6-4 3-6 6-3,1.20,14.0%,53.5%,79.8%,57.5%,7/10,9.4%,56.7%,70.6%,53.8%,10/13,4:13,3
R16,24,(20)Gael Monfils[FRA] [yr|ev],d.,8,(7)Grigor Dimitrov[BUL] [yr|ev],7-5 7-6(6) 7-5,1.15,12.6%,65.8%,78.1%,57.9%,6/7,10.7%,57.3%,72.9%,59.1%,1/4,2:24,6
R16,3,(2)Roger Federer[SUI] [yr|ev],d.,19,(17)Roberto Bautista Agut[ESP] [yr|ev],6-4 6-3 6-2,1.44,9.2%,58.6%,76.5%,52.8%,6/7,2.0%,63.7%,58.5%,40.5%,7/13,1:56,1
R32,1,(1)Novak Djokovic[SRB] [yr|ev],d.,57,Sam Querrey[USA] [yr|ev],6-3 6-2 6-2,1.64,6.8%,68.9%,74.5%,47.8%,2/4,9.7%,63.9%,56.5%,23.1%,5/12,1:25,1
R32,25,(22)Philipp Kohlschreiber[GER] [yr|ev],d.,15,(13)John Isner[USA] [yr|ev],7-6(4) 4-6 7-6(2) 7-6(4),0.86,8.3%,62.4%,78.6%,61.0%,11/12,31.2%,67.4%,81.1%,65.2%,5/5,3:09,16
R32,10,(9)Jo-Wilfried Tsonga[FRA] [yr|ev],d.,74,Pablo Carreno Busta[ESP] [yr|ev],6-4 6-4 6-4,1.39,16.7%,64.3%,81.5%,63.3%,6/6,3.1%,68.4%,70.1%,54.8%,8/11,1:54,5
R32,9,(8)Andy Murray[GBR] [yr|ev],d.,96,Andrey Kuznetsov[RUS] [yr|ev],6-1 7-5 4-6 6-2,1.31,3.4%,55.9%,69.7%,53.8%,6/10,2.5%,58.7%,62.0%,36.0%,8/16,2:35,1
R32,4,(3)Stan Wawrinka[SUI] [yr|ev],d.,92,Blaz Kavcic[SLO] [yr|ev],W/O,,,,,,,,,,,,,3
R32,18,(16)Tommy Robredo[ESP] [yr|ev],d.,60,Nick Kyrgios[AUS] [yr|ev],3-6 6-3 7-6(4) 6-3,1.22,3.4%,73.5%,76.7%,51.6%,6/9,16.5%,64.3%,81.1%,31.7%,2/6,2:28,5
R32,11,(10)Kei Nishikori[JPN] [yr|ev],d.,26,(23)Leonardo Mayer[ARG] [yr|ev],6-4 6-2 6-3,1.44,4.7%,48.8%,69.0%,68.2%,9/10,11.0%,59.8%,69.4%,33.3%,5/11,1:52,4
R32,6,(5)Milos Raonic[CAN] [yr|ev],d.,80,Victor Estrella[DOM] [yr|ev],7-6(5) 7-6(5) 7-6(3),1.56,20.8%,56.6%,88.3%,56.5%,2/5,5.1%,64.5%,61.8%,57.1%,8/11,2:43,3
R32,7,(6)Tomas Berdych[CZE] [yr|ev],d.,62,Teymuraz Gabashvili[RUS] [yr|ev],6-3 6-2 6-4,1.43,17.1%,56.1%,82.6%,58.3%,2/2,5.0%,62.5%,70.0%,43.3%,3/7,1:48,4
R32,45,Dominic Thiem[AUT] [yr|ev],d.,21,(19)Feliciano Lopez[ESP] [yr|ev],6-4 6-2 6-3,1.30,6.9%,58.6%,78.4%,47.2%,6/8,6.3%,60.0%,58.3%,50.0%,6/12,1:49,3
R32,16,(14)Marin Cilic[CRO] [yr|ev],d.,20,(18)Kevin Anderson[RSA] [yr|ev],6-3 3-6 6-3 6-4,1.28,12.0%,56.5%,82.0%,44.7%,3/7,8.6%,61.9%,65.1%,41.5%,14/20,3:00,3
R32,31,(26)Gilles Simon[FRA] [yr|ev],d.,5,(4)David Ferrer[ESP] [yr|ev],6-3 3-6 6-1 6-3,1.18,7.3%,49.6%,65.6%,56.5%,8/11,3.8%,57.5%,65.6%,37.8%,2/9,2:48,6
