Rd,wRk,,,lRk,,Score,DR,W: A%,1stIn,1st%,2nd%,BPSvd,L: A%,1stIn,1st%,2nd%,BPSvd,Time,WinnerPeakRank
Round,Ranking of winning player,,,Ranking of losing player,,,"Dominance Ratio: % of return points won
divided by % of serve points lost.",Ace rate (winner),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,Ace rate (loser),First serve percentage,First serve points won,Second serve points won,Break point opportunities saved,,Winner's peak ATP rank
F,5,(4)Novak Djokovic[SRB] [yr|ev],d.,4,(3)Stefanos Tsitsipas[GRE] [yr|ev],6-3 7-6(4) 7-6(5),1.40,7.0%,66.0%,81.8%,61.8%,2/3,14.2%,65.1%,72.5%,51.4%,3/5,2:56,1
SF,4,(3)Stefanos Tsitsipas[GRE] [yr|ev],d.,20,(18)Karen Khachanov[RUS] [yr|ev],7-6(2) 6-4 6-7(6) 6-3,1.35,14.0%,63.6%,84.1%,53.2%,1/4,7.2%,67.6%,66.0%,57.8%,7/12,3:21,3
SF,5,(4)Novak Djokovic[SRB] [yr|ev],d.,35,Tommy Paul[USA] [yr|ev],7-5 6-1 6-2,1.54,13.2%,58.2%,75.5%,55.3%,7/9,5.2%,58.4%,53.3%,43.8%,4/11,2:20,1
QF,20,(18)Karen Khachanov[RUS] [yr|ev],d.,31,(29)Sebastian Korda[USA] [yr|ev],7-6(5) 6-3 3-0 RET,1.48,16.0%,66.7%,80.0%,52.0%,2/3,5.3%,64.5%,61.2%,48.1%,6/10,1:50,8
QF,4,(3)Stefanos Tsitsipas[GRE] [yr|ev],d.,71,Jiri Lehecka[CZE] [yr|ev],6-3 7-6(2) 6-4,1.36,9.0%,66.0%,80.3%,64.7%,8/8,7.2%,63.9%,79.0%,42.9%,4/6,2:17,3
QF,5,(4)Novak Djokovic[SRB] [yr|ev],d.,6,(5)Andrey Rublev[RUS] [yr|ev],6-1 6-2 6-4,1.56,15.9%,63.6%,80.4%,50.0%,5/5,6.5%,69.6%,60.9%,32.1%,9/14,2:03,1
QF,35,Tommy Paul[USA] [yr|ev],d.,89,Ben Shelton[USA] [yr|ev],7-6(6) 6-3 5-7 6-4,1.78,6.0%,65.8%,85.7%,67.5%,2/4,14.8%,58.0%,75.5%,47.1%,12/15,3:06,9
R16,20,(18)Karen Khachanov[RUS] [yr|ev],d.,33,(31)Yoshihito Nishioka[JPN] [yr|ev],6-0 6-0 7-6(4),2.02,19.2%,59.0%,93.5%,43.8%,3/4,1.4%,60.0%,42.9%,50.0%,3/10,1:58,8
R16,31,(29)Sebastian Korda[USA] [yr|ev],d.,11,(10)Hubert Hurkacz[POL] [yr|ev],3-6 6-3 6-2 1-6 7-6(7),0.99,5.4%,58.4%,74.7%,53.2%,7/10,13.5%,62.4%,75.0%,50.9%,6/9,3:28,15
R16,4,(3)Stefanos Tsitsipas[GRE] [yr|ev],d.,16,(15)Jannik Sinner[ITA] [yr|ev],6-4 6-4 3-6 4-6 6-3,0.94,7.1%,71.6%,66.9%,54.2%,22/26,8.1%,67.6%,71.7%,52.3%,6/11,4:00,3
R16,71,Jiri Lehecka[CZE] [yr|ev],d.,7,(6)Felix Auger Aliassime[CAN] [yr|ev],4-6 6-3 7-6(2) 7-6(3),1.29,7.2%,68.8%,82.6%,64.1%,2/3,15.4%,64.6%,82.1%,47.8%,3/4,3:13,22
R16,6,(5)Andrey Rublev[RUS] [yr|ev],d.,10,(9)Holger Rune[DEN] [yr|ev],6-3 3-6 6-3 4-6 7-6(9),1.09,13.6%,64.8%,73.3%,47.4%,12/17,4.9%,56.1%,68.5%,51.4%,8/13,3:37,5
R16,5,(4)Novak Djokovic[SRB] [yr|ev],d.,24,(22)Alex De Minaur[AUS] [yr|ev],6-2 6-1 6-2,1.83,5.9%,64.7%,75.0%,66.7%,0/0,3.7%,61.0%,52.0%,43.8%,6/12,2:06,1
R16,89,Ben Shelton[USA] [yr|ev],d.,67,J J Wolf[USA] [yr|ev],6-7(5) 6-2 6-7(4) 7-6(4) 6-2,1.34,14.6%,67.7%,82.2%,68.6%,2/2,11.7%,64.8%,80.0%,52.6%,5/9,3:47,12
R16,35,Tommy Paul[USA] [yr|ev],d.,25,(24)Roberto Bautista Agut[ESP] [yr|ev],6-2 4-6 6-2 7-5,1.20,8.7%,60.3%,71.1%,56.0%,8/10,1.6%,65.4%,61.4%,52.3%,9/15,3:19,9
R32,33,(31)Yoshihito Nishioka[JPN] [yr|ev],d.,65,Mackenzie Mcdonald[USA] [yr|ev],7-6(6) 6-3 6-2,1.29,3.2%,63.2%,71.7%,51.4%,4/6,6.1%,60.9%,65.7%,35.6%,10/16,2:25,24
R32,20,(18)Karen Khachanov[RUS] [yr|ev],d.,17,(16)Frances Tiafoe[USA] [yr|ev],6-3 6-4 3-6 7-6(9),1.04,12.7%,63.7%,70.0%,54.4%,11/14,10.9%,55.8%,72.7%,50.8%,6/10,3:32,8
R32,11,(10)Hubert Hurkacz[POL] [yr|ev],d.,22,(20)Denis Shapovalov[CAN] [yr|ev],7-6(3) 6-4 1-6 4-6 6-3,1.06,10.1%,65.8%,76.9%,31.5%,12/19,11.9%,54.8%,70.7%,44.7%,10/16,3:37,6
R32,31,(29)Sebastian Korda[USA] [yr|ev],d.,8,(7)Daniil Medvedev[RUS] [yr|ev],7-6(7) 6-3 7-6(4),1.07,2.5%,62.7%,71.6%,43.2%,2/6,7.4%,63.9%,66.7%,43.2%,5/10,2:59,15
R32,4,(3)Stefanos Tsitsipas[GRE] [yr|ev],d.,63,Tallon Griekspoor[NED] [yr|ev],6-2 7-6(5) 6-3,1.65,8.3%,64.3%,81.5%,66.7%,1/1,6.2%,63.9%,66.1%,51.4%,4/7,2:06,3
R32,16,(15)Jannik Sinner[ITA] [yr|ev],d.,78,Marton Fucsovics[HUN] [yr|ev],4-6 4-6 6-1 6-2 6-0,1.27,4.4%,59.3%,71.3%,45.5%,7/12,2.5%,72.0%,52.9%,42.4%,4/14,3:33,1
R32,71,Jiri Lehecka[CZE] [yr|ev],d.,12,(11)Cameron Norrie[GBR] [yr|ev],6-7(8) 6-3 3-6 6-1 6-4,1.29,5.8%,61.3%,75.0%,62.3%,7/10,3.5%,60.1%,67.4%,52.6%,5/11,3:12,22
