Entry,Player,Cty,M,Pts,Hld%,Brk%,A,Ace%,DF,DF%,1stIn,1st%,2nd%,SPW,BPFaced,BPSvd%,RPW,BPEarned,BPConv%,TPW,DR,Time
Seed or method of entry (Q/LL/WC/etc),,Country,Matches played,Total points played,Hold percentage,Break percentage,Aces,Ace rate,Double faults,Double fault rate,First serve percentage,First serve points won,Second serve points won,Service points won,Total break points faced,Percentage of break points saved,Return points won,Total break points generated,,Total points won,"Dominance Ratio: % of return points won
divided by % of serve points lost.",
4,Novak Djokovic,SRB,7,1326,94.1%,38.9%,66,10.4%,25,3.9%,64.4%,79.5%,56.2%,71.2%,29,79.3%,45.9%,84,44.0%,58.0%,1.59,17:38
27,Grigor Dimitrov,BUL,3,563,88.4%,27.9%,39,14.8%,10,3.8%,61.7%,78.5%,54.5%,69.3%,13,61.5%,41.1%,31,38.7%,54.4%,1.34,7:00
15,Jannik Sinner,ITA,4,854,84.3%,38.2%,29,6.9%,13,3.1%,63.7%,76.1%,49.7%,66.5%,29,62.1%,45.0%,55,47.3%,55.6%,1.34,11:13
16,Frances Tiafoe,USA,3,753,90.9%,22.2%,59,17.1%,9,2.6%,60.3%,78.4%,58.4%,70.4%,22,77.3%,38.2%,46,26.1%,53.0%,1.29,8:49
7,Daniil Medvedev,RUS,3,561,80.5%,46.3%,28,9.6%,10,3.4%,66.9%,72.4%,43.3%,62.8%,23,65.2%,47.4%,32,59.4%,55.4%,1.27,6:54
Q,Nicolas Jarry,CHI,2,386,94.1%,9.1%,31,16.5%,3,1.6%,69.1%,81.5%,67.2%,77.1%,7,71.4%,28.8%,4,75.0%,52.3%,1.26,4:39
24,Roberto Bautista Agut,ESP,4,924,83.6%,26.8%,23,5.2%,10,2.2%,69.2%,70.5%,59.9%,67.2%,29,58.6%,41.1%,49,38.8%,53.7%,1.25,11:35
,Tommy Paul,USA,6,1362,83.8%,27.2%,67,10.6%,9,1.4%,64.1%,74.9%,54.4%,67.6%,42,59.5%,40.4%,77,36.4%,53.1%,1.25,16:26
22,Alex De Minaur,AUS,4,745,77.6%,33.9%,22,6.5%,12,3.5%,56.3%,70.8%,56.4%,64.5%,25,48.0%,44.1%,45,42.2%,53.4%,1.24,9:43
18,Karen Khachanov,RUS,6,1283,86.7%,29.3%,83,12.7%,10,1.5%,66.9%,74.9%,53.5%,67.8%,45,71.1%,39.7%,55,52.7%,54.1%,1.23,15:36
